Date,TSCO
2000-01-03,0.16028225421905518
2000-01-04,0.1568114459514618
2000-01-05,0.15775813162326813
2000-01-06,0.1552339643239975
2000-01-07,0.15901970863342285
2000-01-10,0.1514473855495453
2000-01-11,0.15270984172821045
2000-01-12,0.1615438163280487
2000-01-13,0.15901970863342285
2000-01-14,0.16406795382499695
2000-01-18,0.16217471659183502
2000-01-19,0.1549181342124939
2000-01-20,0.15901970863342285
2000-01-21,0.15397146344184875
2000-01-24,0.14955399930477142
2000-01-25,0.14766155183315277
2000-01-26,0.1514473855495453
2000-01-27,0.1722712218761444
2000-01-28,0.16659212112426758
2000-01-31,0.18173682689666748
2000-02-01,0.17795105278491974
2000-02-02,0.16280628740787506
2000-02-03,0.16028225421905518
2000-02-04,0.16406795382499695
2000-02-07,0.17290280759334564
2000-02-08,0.17353366315364838
2000-02-09,0.17290280759334564
2000-02-10,0.1766885668039322
2000-02-11,0.17921268939971924
2000-02-14,0.16911622881889343
2000-02-15,0.16785456240177155
2000-02-16,0.16785456240177155
2000-02-17,0.16911622881889343
2000-02-18,0.16659212112426758
2000-02-22,0.16659212112426758
2000-02-23,0.16406795382499695
2000-02-24,0.1653304249048233
2000-02-25,0.1703786849975586
2000-02-28,0.1754269301891327
2000-02-29,0.18173682689666748
2000-03-01,0.19057168066501617
2000-03-02,0.18173682689666748
2000-03-03,0.17921268939971924
2000-03-06,0.18426090478897095
2000-03-07,0.1773194670677185
2000-03-08,0.17921268939971924
2000-03-09,0.1754269301891327
2000-03-10,0.17921268939971924
2000-03-13,0.18236762285232544
2000-03-14,0.17290280759334564
2000-03-15,0.18173682689666748
2000-03-16,0.19498823583126068
2000-03-17,0.18930920958518982
2000-03-20,0.19435739517211914
2000-03-21,0.19940564036369324
2000-03-22,0.20192985236644745
2000-03-23,0.20634713768959045
2000-03-24,0.19561992585659027
2000-03-27,0.19561992585659027
2000-03-28,0.19877485930919647
2000-03-29,0.19688162207603455
2000-03-30,0.20192985236644745
2000-03-31,0.20697809755802155
2000-04-03,0.20697809755802155
2000-04-04,0.2076089233160019
2000-04-05,0.20824050903320312
2000-04-06,0.20950208604335785
2000-04-07,0.21581293642520905
2000-04-10,0.2076089233160019
2000-04-11,0.21959863603115082
2000-04-12,0.21581293642520905
2000-04-13,0.19940564036369324
2000-04-14,0.19940564036369324
2000-04-17,0.19183334708213806
2000-04-18,0.20192985236644745
2000-04-19,0.19561992585659027
2000-04-20,0.19688162207603455
2000-04-24,0.19309580326080322
2000-04-25,0.19688162207603455
2000-04-26,0.20192985236644745
2000-04-27,0.20129898190498352
2000-04-28,0.16659212112426758
2000-05-01,0.1703786849975586
2000-05-02,0.17100948095321655
2000-05-03,0.17100948095321655
2000-05-04,0.18173682689666748
2000-05-05,0.19057168066501617
2000-05-08,0.18804749846458435
2000-05-09,0.18994005024433136
2000-05-10,0.18173682689666748
2000-05-11,0.1773194670677185
2000-05-12,0.1766885668039322
2000-05-15,0.1798434853553772
2000-05-16,0.18173682689666748
2000-05-17,0.1773194670677185
2000-05-18,0.1754269301891327
2000-05-19,0.1646987646818161
2000-05-22,0.1697470247745514
2000-05-23,0.1703786849975586
2000-05-24,0.16659212112426758
2000-05-25,0.15775813162326813
2000-05-26,0.16659212112426758
2000-05-30,0.1653304249048233
2000-05-31,0.15270984172821045
2000-06-01,0.15207813680171967
2000-06-02,0.1530248522758484
2000-06-05,0.1564955711364746
2000-06-06,0.16028225421905518
2000-06-07,0.16091303527355194
2000-06-08,0.15775813162326813
2000-06-09,0.1482924222946167
2000-06-12,0.14639912545681
2000-06-13,0.14702995121479034
2000-06-14,0.1514473855495453
2000-06-15,0.13882675766944885
2000-06-16,0.1432441771030426
2000-06-19,0.13945762813091278
2000-06-20,0.13882675766944885
2000-06-21,0.14008916914463043
2000-06-22,0.14387494325637817
2000-06-23,0.13693346083164215
2000-06-26,0.13504093885421753
2000-06-27,0.12620612978935242
2000-06-28,0.13440929353237152
2000-06-29,0.14639912545681
2000-06-30,0.16722293198108673
2000-07-03,0.15712644159793854
2000-07-05,0.14387494325637817
2000-07-06,0.1432441771030426
2000-07-07,0.13693346083164215
2000-07-10,0.1413508802652359
2000-07-11,0.1413508802652359
2000-07-12,0.14639912545681
2000-07-13,0.15018567442893982
2000-07-14,0.14955399930477142
2000-07-17,0.14387494325637817
2000-07-18,0.14892323315143585
2000-07-19,0.14639912545681
2000-07-20,0.14639912545681
2000-07-21,0.14008916914463043
2000-07-24,0.14639912545681
2000-07-25,0.15586477518081665
2000-07-26,0.1514473855495453
2000-07-27,0.15018567442893982
2000-07-28,0.14766155183315277
2000-07-31,0.14766155183315277
2000-08-01,0.14387494325637817
2000-08-02,0.14387494325637817
2000-08-03,0.1451374739408493
2000-08-04,0.14387494325637817
2000-08-07,0.14576828479766846
2000-08-08,0.14387494325637817
2000-08-09,0.14639912545681
2000-08-10,0.1451374739408493
2000-08-11,0.14702995121479034
2000-08-14,0.1451374739408493
2000-08-15,0.14702995121479034
2000-08-16,0.14639912545681
2000-08-17,0.14576828479766846
2000-08-18,0.1413508802652359
2000-08-21,0.14198172092437744
2000-08-22,0.14008916914463043
2000-08-23,0.14072000980377197
2000-08-24,0.14198172092437744
2000-08-25,0.1413508802652359
2000-08-28,0.13693346083164215
2000-08-29,0.12936106324195862
2000-08-30,0.13188524544239044
2000-08-31,0.1312543749809265
2000-09-01,0.13062354922294617
2000-09-05,0.13504093885421753
2000-09-06,0.13504093885421753
2000-09-07,0.13377849757671356
2000-09-08,0.13504093885421753
2000-09-11,0.1312543749809265
2000-09-12,0.13062354922294617
2000-09-13,0.13062354922294617
2000-09-14,0.13693346083164215
2000-09-15,0.13377849757671356
2000-09-18,0.1287301927804947
2000-09-19,0.11547882109880447
2000-09-20,0.11610963195562363
2000-09-21,0.11547882109880447
2000-09-22,0.10853724926710129
2000-09-25,0.10853724926710129
2000-09-26,0.1022273525595665
2000-09-27,0.10601316392421722
2000-09-28,0.11043056845664978
2000-09-29,0.11106138676404953
2000-10-02,0.10664398223161697
2000-10-03,0.10853724926710129
2000-10-04,0.10727561265230179
2000-10-05,0.10601316392421722
2000-10-06,0.10411983728408813
2000-10-09,0.10727561265230179
2000-10-10,0.10411983728408813
2000-10-11,0.1022273525595665
2000-10-12,0.1022273525595665
2000-10-13,0.1022273525595665
2000-10-16,0.09907160699367523
2000-10-17,0.08960676938295364
2000-10-18,0.08897512406110764
2000-10-19,0.09276171773672104
2000-10-20,0.0921308770775795
2000-10-23,0.09465499222278595
2000-10-24,0.0902375802397728
2000-10-25,0.09086841344833374
2000-10-26,0.09339255094528198
2000-10-27,0.09086841344833374
2000-10-30,0.08960676938295364
2000-10-31,0.09149926155805588
2000-11-01,0.09086841344833374
2000-11-02,0.0851893424987793
2000-11-03,0.08771346509456635
2000-11-06,0.08771346509456635
2000-11-07,0.0902375802397728
2000-11-08,0.0902375802397728
2000-11-09,0.08960676938295364
2000-11-10,0.0921308770775795
2000-11-13,0.08582020550966263
2000-11-14,0.08392687141895294
2000-11-15,0.0902375802397728
2000-11-16,0.08140277862548828
2000-11-17,0.0820343866944313
2000-11-20,0.08077190816402435
2000-11-21,0.0716220885515213
2000-11-22,0.07383037358522415
2000-11-24,0.08014112710952759
2000-11-27,0.07887864857912064
2000-11-28,0.07698609679937363
2000-11-29,0.07698609679937363
2000-11-30,0.07509283721446991
2000-12-01,0.07446198910474777
2000-12-04,0.07572369277477264
2000-12-05,0.07446198910474777
2000-12-06,0.0763545110821724
2000-12-07,0.07887864857912064
2000-12-08,0.07887864857912064
2000-12-11,0.07951025664806366
2000-12-12,0.07982530444860458
2000-12-13,0.07951025664806366
2000-12-14,0.0820343866944313
2000-12-15,0.08329606056213379
2000-12-18,0.07730117440223694
