Date,CNP
2000-01-03,5.354804992675781
2000-01-04,5.41497278213501
2000-01-05,5.640592098236084
2000-01-06,5.670675754547119
2000-01-07,5.760924339294434
2000-01-10,5.685719013214111
2000-01-11,5.640592098236084
2000-01-12,5.730842590332031
2000-01-13,5.7158026695251465
2000-01-14,5.5653839111328125
2000-01-18,5.520260334014893
2000-01-19,5.5653839111328125
2000-01-20,5.505218029022217
2000-01-21,5.5503458976745605
2000-01-24,5.3999247550964355
2000-01-25,5.159261703491211
2000-01-26,5.369846343994141
2000-01-27,5.3999247550964355
2000-01-28,5.339763641357422
2000-01-31,5.490179538726807
2000-02-01,5.369846343994141
2000-02-02,5.41497278213501
2000-02-03,5.7910075187683105
2000-02-04,5.61051082611084
2000-02-07,5.535301208496094
2000-02-08,5.580430030822754
2000-02-09,5.580430030822754
2000-02-10,5.5503458976745605
2000-02-11,5.41497278213501
2000-02-14,5.46085786819458
2000-02-15,5.414970874786377
2000-02-16,5.338488578796387
2000-02-17,5.216116905212402
2000-02-18,5.185522556304932
2000-02-22,5.185522556304932
2000-02-23,5.200819492340088
2000-02-24,5.01725959777832
2000-02-25,4.956074237823486
2000-02-28,5.078447341918945
2000-02-29,5.032554626464844
2000-03-01,5.001965522766113
2000-03-02,5.063149929046631
2000-03-03,5.154928684234619
2000-03-06,4.925482749938965
2000-03-07,4.864295482635498
2000-03-08,5.032554626464844
2000-03-09,5.170224666595459
2000-03-10,5.170224666595459
2000-03-13,5.3231892585754395
2000-03-14,5.200819492340088
2000-03-15,5.552635669708252
2000-03-16,5.965643882751465
2000-03-17,5.736198902130127
2000-03-20,5.567934989929199
2000-03-21,5.659712791442871
2000-03-22,5.414970874786377
2000-03-23,5.491451740264893
2000-03-24,5.430267810821533
2000-03-27,5.476152420043945
2000-03-28,5.3231892585754395
2000-03-29,5.44556188583374
2000-03-30,5.53734016418457
2000-03-31,5.766788005828857
2000-04-03,5.629118919372559
2000-04-04,5.843270778656006
2000-04-05,5.88916015625
2000-04-06,5.583230972290039
2000-04-07,5.522045612335205
2000-04-10,5.827975749969482
2000-04-11,5.950348854064941
2000-04-12,6.286872386932373
2000-04-13,6.577507019042969
2000-04-14,6.393944263458252
2000-04-17,6.485724449157715
2000-04-18,6.348056316375732
2000-04-19,6.363358020782471
2000-04-20,6.485724449157715
2000-04-24,6.699878692626953
2000-04-25,6.730473518371582
2000-04-26,6.883437633514404
2000-04-27,6.6845784187316895
2000-04-28,6.516315460205078
2000-05-01,6.501022815704346
2000-05-02,6.332762718200684
2000-05-03,6.348056316375732
2000-05-04,6.409244060516357
2000-05-05,6.240981578826904
2000-05-08,6.47042989730835
2000-05-09,6.424541473388672
2000-05-10,6.577507019042969
2000-05-11,6.6845784187316895
2000-05-12,6.715600490570068
2000-05-15,6.7776360511779785
2000-05-16,6.653561115264893
2000-05-17,6.529488563537598
2000-05-18,6.669072151184082
2000-05-19,6.653561115264893
2000-05-22,7.010279178619385
2000-05-23,7.041298866271973
2000-05-24,7.010279178619385
2000-05-25,6.932731628417969
2000-05-26,7.1188459396362305
2000-05-30,6.932731628417969
2000-05-31,7.087831497192383
2000-06-01,6.979261875152588
2000-06-02,6.8241682052612305
2000-06-05,6.669072151184082
2000-06-06,6.886203765869141
2000-06-07,6.870693206787109
2000-06-08,6.870693206787109
2000-06-09,7.010279178619385
2000-06-12,7.010279178619385
2000-06-13,7.056807994842529
2000-06-14,7.041298866271973
2000-06-15,7.242923736572266
2000-06-16,7.3437299728393555
2000-06-19,7.3204665184021
2000-06-20,7.242923736572266
2000-06-21,7.382506370544434
2000-06-22,7.335978031158447
2000-06-23,7.3980183601379395
2000-06-26,7.382506370544434
2000-06-27,7.258430004119873
2000-06-28,7.374751567840576
2000-06-29,7.289449691772461
2000-06-30,7.335978031158447
2000-07-03,7.3980183601379395
2000-07-05,7.413524150848389
2000-07-06,7.429038047790527
2000-07-07,7.506582736968994
2000-07-10,7.708205223083496
2000-07-11,7.925337314605713
2000-07-12,8.111454010009766
2000-07-13,8.12696361541748
2000-07-14,8.049413681030273
2000-07-17,8.134714126586914
2000-07-18,8.033905029296875
2000-07-19,8.111454010009766
2000-07-20,8.033905029296875
2000-07-21,8.033905029296875
2000-07-24,7.971868515014648
2000-07-25,8.111454010009766
2000-07-26,7.940849781036377
2000-07-27,8.32858657836914
2000-07-28,8.344093322753906
2000-07-31,8.31307601928711
2000-08-01,8.359603881835938
2000-08-02,8.592244148254395
2000-08-03,8.751216888427734
2000-08-04,8.82489013671875
2000-08-07,9.154462814331055
2000-08-08,9.150588989257812
2000-08-09,9.100181579589844
2000-08-10,9.092423439025879
2000-08-11,9.169974327087402
2000-08-14,9.275736808776855
2000-08-15,9.32274341583252
2000-08-16,9.326658248901367
2000-08-17,9.260066032409668
2000-08-18,9.260066032409668
2000-08-21,9.24439811706543
2000-08-22,9.18172550201416
2000-08-23,9.385415077209473
2000-08-24,9.197391510009766
2000-08-25,9.10338020324707
2000-08-28,9.354077339172363
2000-08-29,9.213059425354004
2000-08-30,9.260066032409668
2000-08-31,9.279651641845703
2000-09-01,9.452009201049805
2000-09-05,9.495096206665039
2000-09-06,9.714457511901855
2000-09-07,9.730120658874512
2000-09-08,9.957314491271973
2000-09-11,10.188421249389648
2000-09-12,10.02782154083252
2000-09-13,9.87114143371582
2000-09-14,9.792794227600098
2000-09-15,9.996487617492676
2000-09-18,10.30594253540039
2000-09-19,10.012153625488281
2000-09-20,9.745784759521484
2000-09-21,9.589105606079102
2000-09-22,9.886808395385742
2000-09-25,9.886808395385742
2000-09-26,10.372529029846191
2000-09-27,11.112859725952148
2000-09-28,11.281303405761719
2000-09-29,11.657347679138184
2000-10-02,12.080387115478516
2000-10-03,11.735689163208008
2000-10-04,11.484991073608398
2000-10-05,11.155954360961914
2000-10-06,11.077611923217773
2000-10-09,11.171624183654785
2000-10-10,11.422311782836914
2000-10-11,11.484991073608398
2000-10-12,11.171624183654785
2000-10-13,11.202956199645996
2000-10-16,11.61033821105957
2000-10-17,11.704352378845215
2000-10-18,11.328309059143066
2000-10-19,11.281303405761719
2000-10-20,10.764243125915527
2000-10-23,10.920924186706543
2000-10-24,10.623224258422852
2000-10-25,10.184507369995117
2000-10-26,10.200173377990723
2000-10-27,10.294187545776367
2000-10-30,10.466540336608887
2000-10-31,10.356863975524902
2000-11-01,10.466540336608887
2000-11-02,10.450867652893066
2000-11-03,10.262847900390625
2000-11-06,9.996487617492676
2000-11-07,9.82413387298584
2000-11-08,9.745784759521484
2000-11-09,10.02782154083252
2000-11-10,10.247184753417969
2000-11-13,10.560550689697266
2000-11-14,9.896566390991211
2000-11-15,10.070466995239258
2000-11-16,10.291794776916504
2000-11-17,10.481502532958984
2000-11-20,10.513124465942383
2000-11-21,10.133705139160156
2000-11-22,10.212748527526855
2000-11-24,10.086275100708008
2000-11-27,9.975610733032227
2000-11-28,10.149514198303223
2000-11-29,10.102082252502441
2000-11-30,9.928182601928711
2000-12-01,10.212748527526855
2000-12-04,10.02303409576416
2000-12-05,9.864947319030762
2000-12-06,9.627806663513184
2000-12-07,9.80171012878418
2000-12-08,9.99142074584961
2000-12-11,10.086275100708008
2000-12-12,10.32341194152832
2000-12-13,10.434075355529785
2000-12-14,10.133705139160156
2000-12-15,10.05465316772461
2000-12-18,10.355033874511719
2000-12-19,10.44989013671875
2000-12-20,10.766070365905762
2000-12-21,10.892541885375977
2000-12-22,10.845114707946777
2000-12-26,11.161294937133789
2000-12-27,11.161294937133789
2000-12-28,11.034820556640625
2000-12-29,10.955780029296875
2001-01-02,10.797687530517578
2001-01-03,9.896566390991211
2001-01-04,9.48552417755127
2001-01-05,9.264192581176758
2001-01-08,9.422287940979004
2001-01-09,9.121912002563477
2001-01-10,8.97962760925293
2001-01-11,8.204978942871094
2001-01-12,8.600208282470703
2001-01-16,8.426302909851074
2001-01-17,8.378881454467773
2001-01-18,8.616016387939453
2001-01-19,8.536972999572754
2001-01-22,8.900582313537598
2001-01-23,8.884774208068848
2001-01-24,9.169342041015625
2001-01-25,9.359050750732422
2001-01-26,9.501336097717285
2001-01-29,9.574055671691895
2001-01-30,9.455168724060059
2001-01-31,9.536111831665039
2001-02-01,9.384345054626465
2001-02-02,9.520936012268066
2001-02-05,9.609461784362793
2001-02-06,9.700530052185059
2001-02-07,10.102713584899902
2001-02-08,10.401193618774414
2001-02-09,10.431547164916992
2001-02-12,10.388545036315918
2001-02-13,10.297484397888184
2001-02-14,10.324292182922363
2001-02-15,10.360034942626953
2001-02-16,10.480020523071289
2001-02-20,10.699580192565918
2001-02-21,10.697028160095215
2001-02-22,10.722559928894043
2001-02-23,10.541293144226074
2001-02-26,10.6536283493042
2001-02-27,10.822122573852539
2001-02-28,10.725115776062012
2001-03-01,10.62043571472168
2001-03-02,10.663839340209961
2001-03-05,10.600016593933105
2001-03-06,10.574479103088379
2001-03-07,10.55916690826416
2001-03-08,10.643416404724121
2001-03-09,10.70213508605957
2001-03-12,10.684261322021484
2001-03-13,10.811908721923828
2001-03-14,10.748086929321289
2001-03-15,10.868081092834473
2001-03-16,10.722559928894043
2001-03-19,10.79659366607666
2001-03-20,10.748086929321289
2001-03-21,10.536188125610352
2001-03-22,10.112393379211426
2001-03-23,10.033251762390137
2001-03-26,10.462149620056152
2001-03-27,10.81446647644043
2001-03-28,10.947222709655762
2001-03-29,11.174437522888184
2001-03-30,11.552278518676758
2001-04-02,11.654401779174805
2001-04-03,11.968420028686523
2001-04-04,11.78971004486084
2001-04-05,11.577807426452637
2001-04-06,11.118267059326172
2001-04-09,11.437397956848145
2001-04-10,11.700348854064941
2001-04-11,11.616104125976562
2001-04-12,11.62631607055664
2001-04-16,11.999054908752441
2001-04-17,12.489226341247559
2001-04-18,12.568359375
2001-04-19,12.532628059387207
2001-04-20,12.563268661499023
2001-04-23,12.486676216125488
2001-04-24,12.509652137756348
2001-04-25,12.509652137756348
2001-04-26,12.736873626708984
2001-04-27,12.361580848693848
2001-04-30,12.650060653686523
2001-05-01,12.770058631896973
2001-05-02,12.216054916381836
2001-05-03,11.98373794555664
2001-05-04,11.9173583984375
2001-05-07,11.927574157714844
2001-05-08,11.705458641052246
2001-05-09,11.771844863891602
2001-05-10,11.718221664428711
2001-05-11,11.779501914978027
2001-05-14,11.958377838134766
2001-05-15,11.752470970153809
2001-05-16,12.020158767700195
2001-05-17,11.9120512008667
2001-05-18,11.945512771606445
2001-05-21,12.177164077758789
2001-05-22,12.130839347839355
2001-05-23,12.218345642089844
2001-05-24,12.28011703491211
2001-05-25,11.88888931274414
2001-05-29,11.659808158874512
2001-05-30,11.672676086425781
