Date,POOL
2000-09-14,6.147822380065918
2000-09-15,5.908297061920166
2000-09-18,5.562314510345459
2000-09-19,5.6820783615112305
2000-09-20,5.6421589851379395
2000-09-21,5.588929176330566
2000-09-22,5.489129066467285
2000-09-25,5.415938854217529
2000-09-26,5.322789669036865
2000-09-27,5.575623035430908
2000-09-28,6.254279613494873
2000-09-29,6.307509422302246
2000-10-02,6.014753818511963
2000-10-03,5.934912204742432
2000-10-04,5.801840782165527
2000-10-05,5.72199821472168
2000-10-06,5.7086920738220215
2000-10-09,5.771899223327637
2000-10-10,5.615542411804199
2000-10-11,5.735305309295654
2000-10-12,5.602236270904541
2000-10-13,5.535704135894775
2000-10-16,5.322789669036865
2000-10-17,4.936886787414551
2000-10-18,5.123187065124512
2000-10-19,5.296175956726074
2000-10-20,5.296175956726074
2000-10-23,5.322789669036865
2000-10-24,5.322789669036865
2000-10-25,5.322789669036865
2000-10-26,5.362710475921631
2000-10-27,5.376018047332764
2000-10-30,5.336098670959473
2000-10-31,5.509087085723877
2000-11-01,5.482472896575928
2000-11-02,5.6820783615112305
2000-11-03,5.562314510345459
2000-11-06,5.535704135894775
2000-11-07,5.495780944824219
2000-11-08,5.615542411804199
2000-11-09,5.602236270904541
2000-11-10,5.509087085723877
2000-11-13,5.509087085723877
2000-11-14,5.4026336669921875
2000-11-15,5.6421589851379395
2000-11-16,5.695385456085205
2000-11-17,5.668770790100098
2000-11-20,5.562314510345459
2000-11-21,5.588929176330566
2000-11-22,5.535704135894775
2000-11-24,5.6421589851379395
2000-11-27,5.86837911605835
2000-11-28,5.748614311218262
2000-11-29,5.855070114135742
2000-11-30,5.748614311218262
2000-12-01,5.775223731994629
2000-12-04,5.748614311218262
2000-12-05,5.934912204742432
2000-12-06,5.6820783615112305
2000-12-07,5.855070114135742
2000-12-08,6.121209144592285
2000-12-11,6.147822380065918
2000-12-12,5.9615254402160645
2000-12-13,6.001446723937988
2000-12-14,6.0812859535217285
2000-12-15,6.147822380065918
2000-12-18,6.201051235198975
2000-12-19,6.280893325805664
2000-12-20,5.9615254402160645
2000-12-21,6.014753818511963
2000-12-22,6.134517192840576
2000-12-26,6.107902526855469
2000-12-27,6.334118843078613
2000-12-28,6.65348482131958
2000-12-29,6.400656223297119
2001-01-02,6.174435615539551
2001-01-03,6.147822380065918
2001-01-04,6.014753818511963
2001-01-05,6.067979335784912
2001-01-08,6.094594955444336
2001-01-09,6.067979335784912
2001-01-10,6.174435615539551
2001-01-11,5.988138198852539
2001-01-12,6.307509422302246
2001-01-16,6.733328819274902
2001-01-17,6.733328819274902
2001-01-18,6.467189311981201
2001-01-19,6.3607354164123535
2001-01-22,6.547032356262207
2001-01-23,6.680102825164795
2001-01-24,6.676774501800537
2001-01-25,6.680102825164795
2001-01-26,6.62687349319458
2001-01-29,6.813172340393066
2001-01-30,6.853090763092041
2001-01-31,7.145845890045166
2001-02-01,7.026085376739502
2001-02-02,6.89301061630249
2001-02-05,7.039391040802002
2001-02-06,7.079312801361084
2001-02-07,7.358760356903076
2001-02-08,7.145845890045166
2001-02-09,7.199074745178223
2001-02-12,7.278916835784912
2001-02-13,7.238994121551514
2001-02-14,7.292222023010254
2001-02-15,7.292222023010254
2001-02-16,7.026085376739502
2001-02-20,7.132537841796875
2001-02-21,7.066004276275635
2001-02-22,7.1059250831604
2001-02-23,7.112576961517334
2001-02-26,7.132537841796875
2001-02-27,6.986159801483154
2001-02-28,7.079312801361084
2001-03-01,7.398679256439209
2001-03-02,7.2123799324035645
2001-03-05,7.398679256439209
2001-03-06,7.411985874176025
2001-03-07,7.5716705322265625
2001-03-08,7.5583648681640625
2001-03-09,7.5716705322265625
2001-03-12,7.545053958892822
2001-03-13,7.478517532348633
2001-03-14,7.624898433685303
2001-03-15,7.5583648681640625
2001-03-16,7.358760356903076
2001-03-19,6.640183925628662
2001-03-20,6.413960933685303
2001-03-21,6.280893325805664
2001-03-22,6.334118843078613
2001-03-23,6.387350559234619
2001-03-26,6.65348482131958
2001-03-27,6.813172340393066
2001-03-28,6.693408966064453
2001-03-29,6.640183925628662
2001-03-30,6.919626712799072
2001-04-02,6.75994348526001
2001-04-03,6.533722877502441
2001-04-04,6.387350559234619
2001-04-05,6.666796684265137
2001-04-06,6.600261211395264
2001-04-09,6.547032356262207
2001-04-10,6.955820560455322
2001-04-11,7.015438079833984
2001-04-12,6.970726490020752
2001-04-16,6.666263580322266
2001-04-17,6.825948238372803
2001-04-18,6.932399749755859
2001-04-19,7.004793167114258
2001-04-20,6.71523380279541
2001-04-23,6.578967571258545
2001-04-24,6.547032356262207
2001-04-25,6.536386966705322
2001-04-26,6.691816329956055
2001-04-27,6.728006839752197
2001-04-30,6.706714153289795
2001-05-01,6.75994348526001
2001-05-02,7.0367255210876465
2001-05-03,7.058019161224365
2001-05-04,7.121891975402832
2001-05-07,7.349704265594482
2001-05-08,7.356094837188721
2001-05-09,7.422098159790039
2001-05-10,7.292222023010254
2001-05-11,7.075056552886963
2001-05-14,7.130410194396973
2001-05-15,7.232606887817383
2001-05-16,7.198541641235352
2001-05-17,7.15383243560791
2001-05-18,7.15383243560791
2001-05-21,7.313512802124023
2001-05-22,7.4625563621521
2001-05-23,7.430614948272705
2001-05-24,7.451907634735107
2001-05-25,7.473199367523193
2001-05-29,7.520036220550537
2001-05-30,7.505134105682373
2001-05-31,7.230477333068848
2001-06-01,7.441258430480957
2001-06-04,7.554108142852783
2001-06-05,7.798953056335449
2001-06-06,7.7265625
2001-06-07,7.673335552215576
2001-06-08,7.720174312591553
2001-06-11,7.411452770233154
2001-06-12,7.445517539978027
2001-06-13,7.16660737991333
2001-06-14,7.055890083312988
2001-06-15,7.058019161224365
2001-06-18,7.066536903381348
2001-06-19,7.18576717376709
2001-06-20,6.87491512298584
2001-06-21,6.662005424499512
2001-06-22,6.65348482131958
2001-06-25,6.870658874511719
2001-06-26,7.200666904449463
2001-06-27,7.132537841796875
2001-06-28,7.051632881164551
2001-06-29,7.3326802253723145
2001-07-02,7.004793167114258
2001-07-03,7.0367255210876465
2001-07-05,7.15383243560791
2001-07-06,7.158086776733398
2001-07-09,7.2943525314331055
2001-07-10,7.228347301483154
2001-07-11,7.238994121551514
2001-07-12,7.798953056335449
2001-07-13,8.026771545410156
2001-07-16,7.933088779449463
2001-07-17,7.93947172164917
2001-07-18,8.11406135559082
2001-07-19,8.216261863708496
2001-07-20,8.158772468566895
2001-07-23,8.18645191192627
2001-07-24,8.050185203552246
2001-07-25,7.962895393371582
2001-07-26,8.131097793579102
2001-07-27,8.218387603759766
2001-07-30,8.209872245788574
2001-07-31,8.367425918579102
2001-08-01,8.32697582244873
2001-08-02,8.31419563293457
2001-08-03,8.47601318359375
2001-08-06,8.418524742126465
2001-08-07,8.410005569458008
2001-08-08,8.410005569458008
2001-08-09,8.431302070617676
2001-08-10,8.422785758972168
2001-08-13,8.431302070617676
2001-08-14,8.552660942077637
2001-08-15,8.569692611694336
2001-08-16,8.55904769897461
2001-08-17,8.631434440612793
2001-08-20,8.601631164550781
2001-08-21,8.463234901428223
2001-08-22,8.495171546936035
2001-08-23,8.516464233398438
2001-08-24,8.56756591796875
2001-08-27,7.6648173332214355
2001-08-28,7.560492038726807
2001-08-29,7.6648173332214355
2001-08-30,7.873469829559326
2001-08-31,8.073606491088867
2001-09-04,8.03741455078125
2001-09-05,7.80108118057251
2001-09-06,7.445517539978027
2001-09-07,7.047374725341797
2001-09-10,7.281573295593262
2001-09-17,6.8408522605896
2001-09-18,6.614098072052002
2001-09-19,6.403317928314209
2001-09-20,6.4160919189453125
2001-09-21,6.483157157897949
2001-09-24,6.770590305328369
2001-09-25,6.690747261047363
2001-09-26,6.754622936248779
2001-09-27,6.866398811340332
2001-09-28,6.818492889404297
2001-10-01,6.674778461456299
2001-10-02,7.147442817687988
2001-10-03,6.968595027923584
2001-10-04,6.89833402633667
2001-10-05,7.169798851013184
2001-10-08,6.828074932098389
2001-10-09,6.738651752471924
2001-10-10,6.927081108093262
2001-10-11,7.744662284851074
2001-10-12,7.179380416870117
2001-10-15,7.18576717376709
2001-10-16,7.441258430480957
2001-10-17,7.026085376739502
2001-10-18,7.042051315307617
2001-10-19,7.15702486038208
2001-10-22,7.217703819274902
2001-10-23,7.492361068725586
2001-10-24,7.473199367523193
2001-10-25,7.380584239959717
2001-10-26,7.4572272300720215
2001-10-29,7.303933143615723
2001-10-30,7.249639511108398
2001-10-31,7.422098159790039
2001-11-01,7.377387046813965
2001-11-02,7.553040981292725
2001-11-05,7.588170051574707
2001-11-06,7.505134105682373
2001-11-07,7.521106243133545
2001-11-08,7.517909049987793
2001-11-09,7.498749256134033
2001-11-12,7.425289630889893
2001-11-13,7.553040981292725
2001-11-14,7.805344581604004
2001-11-15,7.98737907409668
2001-11-16,7.824501037597656
2001-11-19,8.198163032531738
2001-11-20,7.923504829406738
2001-11-21,7.996962547302246
2001-11-23,8.041669845581055
2001-11-26,8.140673637390137
2001-11-27,7.936281204223633
2001-11-28,7.94586181640625
2001-11-29,8.38339900970459
2001-11-30,8.242876052856445
2001-12-03,8.255644798278809
2001-12-04,8.25883960723877
2001-12-05,8.619723320007324
2001-12-06,8.89438247680664
2001-12-07,8.846477508544922
2001-12-10,9.03809928894043
2001-12-11,8.507946968078613
2001-12-12,8.415332794189453
2001-12-13,8.431302070617676
2001-12-14,8.562241554260254
2001-12-17,8.626113891601562
2001-12-18,8.616536140441895
2001-12-19,8.638888359069824
2001-12-20,8.463234901428223
2001-12-21,8.56863021850586
2001-12-24,8.8496732711792
2001-12-26,8.72830867767334
2001-12-27,8.712343215942383
2001-12-28,8.776219367980957
2001-12-31,8.766636848449707
2002-01-02,8.56863021850586
2002-01-03,8.527112007141113
2002-01-04,8.399361610412598
2002-01-07,8.549466133117676
2002-01-08,8.651664733886719
2002-01-09,8.606954574584961
2002-01-10,8.683600425720215
2002-01-11,8.511144638061523
2002-01-14,8.453655242919922
2002-01-15,8.287588119506836
2002-01-16,8.389780044555664
2002-01-17,8.4664306640625
2002-01-18,8.287588119506836
2002-01-22,8.25245189666748
2002-01-23,8.575016021728516
2002-01-24,8.316327095031738
2002-01-25,8.412138938903809
2002-01-28,8.651664733886719
2002-01-29,8.587787628173828
2002-01-30,9.022130966186523
2002-01-31,9.06364631652832
2002-02-01,8.91035270690918
2002-02-04,9.006159782409668
2002-02-05,9.12113094329834
2002-02-06,9.03809928894043
2002-02-07,8.881606101989746
2002-02-08,9.054067611694336
2002-02-11,9.172232627868652
2002-02-12,9.309557914733887
2002-02-13,9.309557914733887
2002-02-14,9.331917762756348
2002-02-15,9.440498352050781
2002-02-19,9.440498352050781
2002-02-20,9.568249702453613
2002-02-21,9.504372596740723
2002-02-22,9.411759376525879
2002-02-25,9.424535751342773
2002-02-26,9.341499328613281
2002-02-27,9.501184463500977
2002-02-28,9.501184463500977
2002-03-01,9.587409019470215
2002-03-04,9.756673812866211
2002-03-05,9.763060569763184
2002-03-06,9.788612365722656
2002-03-07,10.187820434570312
2002-03-08,10.25169563293457
2002-03-11,10.25169563293457
2002-03-12,10.385828971862793
2002-03-13,10.436929702758789
2002-03-14,10.347504615783691
2002-03-15,10.475251197814941
2002-03-18,10.379440307617188
2002-03-19,10.654090881347656
2002-03-20,10.401795387268066
2002-03-21,10.385828971862793
2002-03-22,10.414569854736328
2002-03-25,10.503997802734375
2002-03-26,10.459282875061035
2002-03-27,10.539127349853516
2002-03-28,10.0281400680542
2002-04-01,9.625736236572266
2002-04-02,9.469240188598633
2002-04-03,9.453277587890625
2002-04-04,9.405370712280273
2002-04-05,9.421339988708496
2002-04-08,9.628928184509277
2002-04-09,10.146303176879883
2002-04-10,10.59980583190918
2002-04-11,9.868453979492188
2002-04-12,10.414569854736328
2002-04-15,10.35389232635498
2002-04-16,10.0472993850708
2002-04-17,9.98023509979248
2002-04-18,10.107980728149414
2002-04-19,10.024943351745605
2002-04-22,10.232532501220703
2002-04-23,10.261274337768555
2002-04-24,10.299601554870605
2002-04-25,10.25169563293457
2002-04-26,10.299601554870605
2002-04-29,10.25169563293457
2002-04-30,10.120752334594727
2002-05-01,9.964264869689941
2002-05-02,10.092013359069824
2002-05-03,10.181432723999023
2002-05-06,10.076040267944336
2002-05-07,9.90038776397705
2002-05-08,9.90038776397705
2002-05-09,9.929133415222168
2002-05-10,9.561861038208008
2002-05-13,9.820550918579102
2002-05-14,9.501184463500977
2002-05-15,9.609764099121094
2002-05-16,9.533120155334473
2002-05-17,9.437309265136719
2002-05-20,9.274426460266113
2002-05-21,9.325533866882324
2002-05-22,9.469240188598633
2002-05-23,9.341499328613281
2002-05-24,9.271234512329102
2002-05-28,9.181811332702637
2002-05-29,9.105161666870117
2002-05-30,9.229716300964355
2002-05-31,9.344687461853027
2002-06-03,9.181811332702637
2002-06-04,9.11474323272705
2002-06-05,8.955062866210938
2002-06-06,8.469626426696777
2002-06-07,8.89438247680664
2002-06-10,8.94228744506836
2002-06-11,8.94228744506836
2002-06-12,8.951868057250977
2002-06-13,8.89438247680664
2002-06-14,8.958255767822266
2002-06-17,9.015743255615234
2002-06-18,9.022130966186523
2002-06-19,9.130714416503906
2002-06-20,9.242493629455566
2002-06-21,9.03809928894043
2002-06-24,9.11474323272705
2002-06-25,9.101971626281738
2002-06-26,8.955062866210938
2002-06-27,9.022130966186523
2002-06-28,8.865635871887207
2002-07-01,8.961448669433594
2002-07-02,8.929513931274414
2002-07-03,8.811346054077148
2002-07-05,9.101971626281738
2002-07-08,9.14987850189209
2002-07-09,8.94228744506836
2002-07-10,8.367425918579102
2002-07-11,8.575016021728516
2002-07-12,8.527112007141113
2002-07-15,8.370620727539062
2002-07-16,8.268426895141602
2002-07-17,8.434492111206055
2002-07-18,8.30355167388916
2002-07-19,7.703140735626221
2002-07-22,7.984185218811035
2002-07-23,7.856438636779785
2002-07-24,8.300357818603516
2002-07-25,8.239679336547852
2002-07-26,7.984185218811035
2002-07-29,8.622919082641602
2002-07-30,8.373814582824707
2002-07-31,7.936281204223633
2002-08-01,8.070415496826172
2002-08-02,7.875600337982178
2002-08-05,7.6648173332214355
2002-08-06,7.859634876251221
2002-08-07,7.904343605041504
2002-08-08,8.140673637390137
2002-08-09,8.239679336547852
2002-08-12,8.147059440612793
2002-08-13,8.028897285461426
2002-08-14,8.316327095031738
2002-08-15,8.773024559020996
2002-08-16,8.958255767822266
2002-08-19,8.645277976989746
2002-08-20,8.795376777648926
2002-08-21,8.932707786560059
2002-08-22,9.133907318115234
2002-08-23,8.856056213378906
2002-08-26,8.705955505371094
2002-08-27,8.533500671386719
2002-08-28,8.74747371673584
2002-08-29,8.89118480682373
2002-08-30,8.820926666259766
2002-09-03,8.539885520935059
2002-09-04,8.89438247680664
2002-09-05,8.734697341918945
2002-09-06,9.018938064575195
2002-09-09,9.271234512329102
2002-09-10,9.517147064208984
2002-09-11,9.133907318115234
2002-09-12,9.07322883605957
2002-09-13,9.146685600280762
2002-09-16,9.025321960449219
2002-09-17,8.341878890991211
2002-09-18,8.239679336547852
2002-09-19,8.009733200073242
2002-09-20,8.236481666564941
2002-09-23,8.309937477111816
2002-09-24,8.405750274658203
2002-09-25,8.575016021728516
2002-09-26,8.862442970275879
2002-09-27,8.571823120117188
2002-09-30,8.753860473632812
2002-10-01,9.207362174987793
2002-10-02,8.674022674560547
2002-10-03,8.527112007141113
2002-10-04,8.25883960723877
2002-10-07,8.079994201660156
2002-10-08,8.223712921142578
2002-10-09,8.287588119506836
2002-10-10,8.30355167388916
2002-10-11,8.408940315246582
2002-10-14,8.600565910339355
2002-10-15,8.210938453674316
2002-10-16,8.341878890991211
2002-10-17,8.76344108581543
2002-10-18,8.77940845489502
2002-10-21,8.94228744506836
2002-10-22,8.945480346679688
2002-10-23,9.0668363571167
2002-10-24,8.967830657958984
2002-10-25,9.098779678344727
2002-10-28,8.8496732711792
2002-10-29,8.836897850036621
2002-10-30,9.06044864654541
2002-10-31,9.101971626281738
2002-11-01,9.485210418701172
2002-11-04,9.894007682800293
2002-11-05,9.766257286071777
2002-11-06,9.887615203857422
2002-11-07,9.756673812866211
2002-11-08,9.753480911254883
2002-11-11,9.197779655456543
2002-11-12,9.271234512329102
2002-11-13,9.405370712280273
2002-11-14,9.386210441589355
2002-11-15,9.418146133422852
2002-11-18,9.140296936035156
2002-11-19,9.012548446655273
2002-11-20,9.03490161895752
2002-11-21,9.600184440612793
2002-11-22,9.398982048034668
2002-11-25,9.609764099121094
2002-11-26,9.641703605651855
2002-11-27,9.941908836364746
2002-11-29,10.06326675415039
2002-12-02,9.964264869689941
2002-12-03,9.884421348571777
2002-12-04,9.590605735778809
2002-12-05,9.628928184509277
2002-12-06,9.753480911254883
2002-12-09,9.56505298614502
2002-12-10,9.814159393310547
2002-12-11,9.887615203857422
2002-12-12,9.999393463134766
2002-12-13,9.82693862915039
2002-12-16,10.05048942565918
2002-12-17,9.97065258026123
2002-12-18,9.72793197631836
2002-12-19,9.660865783691406
2002-12-20,9.724739074707031
2002-12-23,9.510760307312012
2002-12-24,9.510760307312012
2002-12-26,9.459662437438965
2002-12-27,9.437309265136719
2002-12-30,9.28720760345459
2002-12-31,9.325533866882324
2003-01-02,9.64490032196045
2003-01-03,9.357465744018555
2003-01-06,9.494794845581055
2003-01-07,9.533120155334473
2003-01-08,9.373432159423828
2003-01-09,9.587409019470215
2003-01-10,9.734321594238281
2003-01-13,9.584216117858887
2003-01-14,9.427730560302734
2003-01-15,9.309557914733887
2003-01-16,9.325533866882324
2003-01-17,9.28720760345459
2003-01-21,9.098779678344727
2003-01-22,8.980611801147461
2003-01-23,8.948675155639648
2003-01-24,8.916742324829102
2003-01-27,8.8305082321167
2003-01-28,8.89438247680664
2003-01-29,8.91354751586914
2003-01-30,8.798571586608887
2003-01-31,8.856056213378906
2003-02-03,9.022130966186523
2003-02-04,8.836897850036621
2003-02-05,8.8305082321167
2003-02-06,8.654853820800781
2003-02-07,8.642081260681152
2003-02-10,8.606954574584961
2003-02-11,8.680410385131836
2003-02-12,8.622919082641602
2003-02-13,8.316327095031738
2003-02-14,8.619723320007324
2003-02-18,8.485589981079102
2003-02-19,8.389780044555664
2003-02-20,8.396170616149902
2003-02-21,8.444073677062988
2003-02-24,8.479204177856445
2003-02-25,8.76344108581543
2003-02-26,8.57820987701416
2003-02-27,8.689988136291504
2003-02-28,8.750665664672852
2003-03-03,8.622919082641602
2003-03-04,8.59417724609375
2003-03-05,8.523916244506836
2003-03-06,8.396170616149902
2003-03-07,8.412138938903809
2003-03-10,8.143865585327148
2003-03-11,8.210938453674316
2003-03-12,8.249261856079102
2003-03-13,8.59097957611084
2003-03-14,8.638888359069824
2003-03-17,8.94228744506836
2003-03-18,9.015743255615234
2003-03-19,8.926321983337402
2003-03-20,9.156264305114746
2003-03-21,9.398982048034668
2003-03-24,9.095586776733398
2003-03-25,9.357465744018555
2003-03-26,9.38301944732666
2003-03-27,9.472433090209961
2003-03-28,9.475628852844238
2003-03-31,9.48840618133545
2003-04-01,9.676831245422363
2003-04-02,9.945103645324707
2003-04-03,9.865260124206543
2003-04-04,9.692801475524902
2003-04-07,9.951489448547363
2003-04-08,9.750286102294922
2003-04-09,9.549083709716797
2003-04-10,9.517147064208984
2003-04-11,9.660865783691406
2003-04-14,9.868453979492188
2003-04-15,9.913164138793945
2003-04-16,9.868453979492188
2003-04-17,9.903582572937012
2003-04-21,9.836516380310059
2003-04-22,9.884421348571777
2003-04-23,9.596991539001465
2003-04-24,10.095203399658203
2003-04-25,9.775835037231445
2003-04-28,10.07284927368164
2003-04-29,10.417767524719238
2003-04-30,10.542320251464844
2003-05-01,10.277243614196777
2003-05-02,10.743524551391602
2003-05-05,10.778646469116211
2003-05-06,10.788229942321777
2003-05-07,10.567867279052734
2003-05-08,9.932324409484863
2003-05-09,10.0281400680542
2003-05-12,10.123945236206055
2003-05-13,10.00258731842041
2003-05-14,10.143108367919922
2003-05-15,10.114365577697754
2003-05-16,9.977036476135254
2003-05-19,9.80457878112793
2003-05-20,9.823740005493164
2003-05-21,9.83970832824707
2003-05-22,9.922744750976562
2003-05-23,9.929133415222168
2003-05-27,10.060077667236328
2003-05-28,10.127138137817383
2003-05-29,10.168658256530762
2003-05-30,10.286820411682129
2003-06-02,10.05048942565918
2003-06-03,10.05048942565918
2003-06-04,10.21656608581543
2003-06-05,10.264469146728516
2003-06-06,10.254883766174316
2003-06-09,10.229339599609375
2003-06-10,10.283628463745117
2003-06-11,10.39221477508545
2003-06-12,10.539127349853516
2003-06-13,10.478442192077637
2003-06-16,10.618964195251465
2003-06-17,10.72754955291748
2003-06-18,10.650907516479492
2003-06-19,10.759489059448242
2003-06-20,10.743524551391602
2003-06-23,10.443315505981445
2003-06-24,10.379440307617188
2003-06-25,10.539127349853516
2003-06-26,10.749905586242676
2003-06-27,10.983046531677246
2003-06-30,10.983046531677246
2003-07-01,10.67645263671875
2003-07-02,10.749905586242676
2003-07-03,10.689226150512695
2003-07-07,10.903200149536133
2003-07-08,10.951111793518066
2003-07-09,11.008591651916504
2003-07-10,10.922364234924316
2003-07-11,11.177858352661133
2003-07-14,11.656908988952637
2003-07-15,11.465289115905762
2003-07-16,11.628169059753418
2003-07-17,11.331156730651855
2003-07-18,11.426963806152344
2003-07-21,11.458904266357422
2003-07-22,11.388643264770508
2003-07-23,11.481255531311035
2003-07-24,12.1199951171875
2003-07-25,12.225385665893555
2003-07-28,12.135960578918457
2003-07-29,12.25732421875
2003-07-30,12.212611198425293
2003-07-31,12.381878852844238
2003-08-01,12.18067741394043
2003-08-04,12.135960578918457
2003-08-05,12.008213996887207
2003-08-06,11.937960624694824
2003-08-07,11.985859870910645
2003-08-08,12.129576683044434
2003-08-11,12.279674530029297
2003-08-12,12.423393249511719
2003-08-13,12.525590896606445
2003-08-14,12.375486373901367
2003-08-15,12.423393249511719
2003-08-18,12.455334663391113
2003-08-19,12.985474586486816
2003-08-20,12.864118576049805
2003-08-21,13.058934211730957
2003-08-22,12.899252891540527
2003-08-25,12.841766357421875
2003-08-26,12.755536079406738
2003-08-27,12.857732772827148
2003-08-28,12.998257637023926
2003-08-29,13.087676048278809
2003-09-02,13.25374698638916
2003-09-03,13.218613624572754
2003-09-04,13.413429260253906
2003-09-05,13.509245872497559
2003-09-08,13.611433982849121
2003-09-09,13.598665237426758
2003-09-10,13.6529541015625
2003-09-11,13.573115348815918
2003-09-12,13.544371604919434
