Date,ETR
2000-01-03,4.600650787353516
2000-01-04,4.612037181854248
2000-01-05,4.805630683898926
2000-01-06,4.714528560638428
2000-01-07,4.714528560638428
2000-01-10,4.691755771636963
2000-01-11,4.725918769836426
2000-01-12,4.703141212463379
2000-01-13,4.612037181854248
2000-01-14,4.600650787353516
2000-01-18,4.475386619567871
2000-01-19,4.418447971343994
2000-01-20,4.361508369445801
2000-01-21,4.4070587158203125
2000-01-24,4.1906914710998535
2000-01-25,4.054039478302002
2000-01-26,4.042651176452637
2000-01-27,4.1906914710998535
2000-01-28,4.304570198059082
2000-01-31,4.5437140464782715
2000-02-01,4.6462016105651855
2000-02-02,4.5437140464782715
2000-02-03,4.63481330871582
2000-02-04,4.5437140464782715
2000-02-07,4.486771583557129
2000-02-08,4.486771583557129
2000-02-09,4.350119590759277
2000-02-10,4.259018898010254
2000-02-11,4.268248081207275
2000-02-14,4.337462425231934
2000-02-15,4.210568904876709
2000-02-16,4.129818439483643
2000-02-17,4.049068927764893
2000-02-18,3.956779956817627
2000-02-22,3.9913864135742188
2000-02-23,3.933708429336548
2000-02-24,3.7606709003448486
2000-02-25,3.7375996112823486
2000-02-28,3.852954864501953
2000-02-29,3.7375996112823486
2000-03-01,3.7606709003448486
2000-03-02,3.7722079753875732
2000-03-03,3.7606709003448486
2000-03-06,3.080059289932251
2000-03-07,3.1954188346862793
2000-03-08,3.1954188346862793
2000-03-09,3.287703037261963
2000-03-10,3.3107762336730957
2000-03-13,3.36845326423645
2000-03-14,3.241560697555542
2000-03-15,3.391523838043213
2000-03-16,3.5760984420776367
2000-03-17,3.5991714000701904
2000-03-20,3.679922342300415
2000-03-21,3.6683871746063232
2000-03-22,3.553027629852295
2000-03-23,3.6337766647338867
2000-03-24,3.6683871746063232
2000-03-27,3.691458225250244
2000-03-28,3.691458225250244
2000-03-29,3.7606709003448486
2000-03-30,3.6337766647338867
2000-03-31,3.7260637283325195
2000-04-03,3.7145299911499023
2000-04-04,3.818350076675415
2000-04-05,3.9913864135742188
2000-04-06,3.818350076675415
2000-04-07,3.7837443351745605
2000-04-10,3.899101734161377
2000-04-11,4.049068927764893
2000-04-12,4.118282318115234
2000-04-13,4.348998546600342
2000-04-14,4.233640670776367
2000-04-17,4.279782295227051
2000-04-18,4.245176792144775
2000-04-19,4.199031352996826
2000-04-20,4.302855968475342
2000-04-24,4.579713344573975
2000-04-25,4.683535575866699
2000-04-26,5.006539344787598
2000-04-27,4.764286994934082
2000-04-28,4.695072174072266
2000-05-01,4.764286994934082
2000-05-02,4.683535575866699
2000-05-03,4.683535575866699
2000-05-04,4.787358283996582
2000-05-05,4.764286994934082
2000-05-08,4.937324523925781
2000-05-09,4.948858261108398
2000-05-10,5.0872883796691895
2000-05-11,5.075757026672363
2000-05-12,4.991779804229736
2000-05-15,4.945127010345459
2000-05-16,4.956789970397949
2000-05-17,4.793507099151611
2000-05-18,4.910140037536621
2000-05-19,5.026769161224365
2000-05-22,5.096746921539307
2000-05-23,5.1200737953186035
2000-05-24,5.236704349517822
2000-05-25,5.225040435791016
2000-05-26,5.283357620239258
2000-05-30,5.330008029937744
2000-05-31,5.458302974700928
2000-06-01,5.3183441162109375
2000-06-02,5.469963550567627
2000-06-05,5.306680679321289
2000-06-06,5.411646842956543
2000-06-07,5.5982584953308105
2000-06-08,5.516615390777588
2000-06-09,5.609922409057617
2000-06-12,5.691562652587891
2000-06-13,5.738214015960693
2000-06-14,5.574929714202881
2000-06-15,5.691562652587891
2000-06-16,5.5982584953308105
2000-06-19,5.481626510620117
2000-06-20,5.5049519538879395
2000-06-21,5.586596488952637
2000-06-22,5.469963550567627
2000-06-23,5.388322353363037
2000-06-26,5.493289947509766
2000-06-27,5.225040435791016
2000-06-28,5.324174404144287
2000-06-29,5.17838716506958
2000-06-30,5.073421478271484
2000-07-03,5.213375568389893
2000-07-05,5.17838716506958
2000-07-06,5.213375568389893
2000-07-07,5.201714038848877
2000-07-10,5.399983882904053
2000-07-11,5.388322353363037
2000-07-12,5.446639060974121
2000-07-13,5.493289947509766
2000-07-14,5.434975624084473
2000-07-17,5.5982584953308105
2000-07-18,5.656571388244629
2000-07-19,5.703224182128906
2000-07-20,5.726548194885254
2000-07-21,5.679899215698242
2000-07-24,5.6332478523254395
2000-07-25,5.656571388244629
2000-07-26,5.586596488952637
2000-07-27,5.656571388244629
2000-07-28,5.656571388244629
2000-07-31,5.061758995056152
2000-08-01,5.5982584953308105
2000-08-02,5.691562652587891
2000-08-03,5.7178053855896
2000-08-04,5.726548194885254
2000-08-07,5.834432601928711
2000-08-08,5.819854259490967
2000-08-09,5.688644886016846
2000-08-10,5.809966564178467
2000-08-11,5.868866920471191
2000-08-14,5.842360496520996
2000-08-15,5.889477729797363
2000-08-16,6.0219926834106445
2000-08-17,5.983707904815674
2000-08-18,5.995487213134766
2000-08-21,6.030824184417725
2000-08-22,5.995487213134766
2000-08-23,6.066160202026367
2000-08-24,5.936591625213623
2000-08-25,5.842360496520996
2000-08-28,5.842360496520996
2000-08-29,5.7599101066589355
2000-08-30,5.783465385437012
2000-08-31,5.7392964363098145
2000-09-01,5.892421245574951
2000-09-05,6.007266998291016
2000-09-06,6.254624366760254
2000-09-07,6.33707857131958
2000-09-08,6.460758209228516
2000-09-11,6.552042484283447
2000-09-12,6.69044303894043
2000-09-13,6.737560749053955
2000-09-14,6.808230876922607
2000-09-15,7.117432117462158
2000-09-18,7.146878242492676
2000-09-19,6.926023960113525
2000-09-20,6.843570232391357
2000-09-21,6.6315531730651855
2000-09-22,6.67866849899292
2000-09-25,6.58443546295166
2000-09-26,6.749340534210205
2000-09-27,6.811180114746094
2000-09-28,6.796457290649414
2000-09-29,7.023202419281006
2000-10-02,7.514972686767578
2000-10-03,6.784675598144531
2000-10-04,6.643331050872803
2000-10-05,6.466646671295166
2000-10-06,6.761118412017822
2000-10-09,6.772895336151123
2000-10-10,6.937803268432617
2000-10-11,7.090935230255127
2000-10-12,6.99669885635376
2000-10-13,7.149825572967529
2000-10-16,7.385401725769043
2000-10-17,7.326506614685059
2000-10-18,7.185159683227539
2000-10-19,6.878907680511475
2000-10-20,6.973141670227051
2000-10-23,6.984923839569092
2000-10-24,6.831792831420898
2000-10-25,6.784675598144531
2000-10-26,6.549098491668701
2000-10-27,7.043813705444336
2000-10-30,7.255837440490723
2000-10-31,7.220498561859131
2000-11-01,7.267615795135498
2000-11-02,7.067371368408203
2000-11-03,6.9495849609375
2000-11-06,7.008476257324219
2000-11-07,7.020256996154785
2000-11-08,6.9850921630859375
2000-11-09,7.175163745880127
2000-11-10,7.329597473144531
2000-11-13,7.54342794418335
2000-11-14,7.42463493347168
2000-11-15,7.5671868324279785
2000-11-16,7.674097537994385
2000-11-17,7.781015872955322
2000-11-20,7.887932300567627
2000-11-21,7.8760528564453125
2000-11-22,7.923566818237305
2000-11-24,7.816651821136475
2000-11-27,7.709737300872803
2000-11-28,7.9354448318481445
2000-11-29,7.923566818237305
2000-11-30,7.816651821136475
2000-12-01,7.745375156402588
2000-12-04,7.745375156402588
2000-12-05,7.650338649749756
2000-12-06,7.650338649749756
2000-12-07,7.5553059577941895
2000-12-08,7.42463493347168
2000-12-11,7.198922157287598
2000-12-12,7.377114772796631
2000-12-13,7.3533549308776855
2000-12-14,7.115767002105713
2000-12-15,7.377114772796631
2000-12-18,7.5671868324279785
2000-12-19,7.864169597625732
2000-12-20,8.196789741516113
2000-12-21,8.125520706176758
2000-12-22,8.125520706176758
2000-12-26,8.220549583435059
2000-12-27,8.173030853271484
2000-12-28,7.97108268737793
2000-12-29,8.042363166809082
2001-01-02,7.9354448318481445
2001-01-03,7.697857856750488
2001-01-04,7.032611846923828
2001-01-05,7.115767002105713
2001-01-08,7.187041282653809
2001-01-09,7.127645015716553
2001-01-10,7.080129146575928
2001-01-11,6.450520038604736
2001-01-12,6.676226615905762
2001-01-16,6.533677101135254
2001-01-17,6.759387016296387
2001-01-18,6.795022010803223
2001-01-19,6.69998836517334
2001-01-22,6.973211288452148
2001-01-23,7.008854389190674
2001-01-24,6.9850921630859375
2001-01-25,7.032611846923828
2001-01-26,6.973211288452148
2001-01-29,6.93757438659668
2001-01-30,6.931872844696045
2001-01-31,6.732297897338867
2001-02-01,6.622060775756836
2001-02-02,6.77601432800293
2001-02-05,6.80262565612793
2001-02-06,6.884357929229736
2001-02-07,6.922368049621582
2001-02-08,7.023107051849365
2001-02-09,7.171675205230713
2001-02-12,7.093080520629883
2001-02-13,7.052820682525635
2001-02-14,7.11608362197876
2001-02-15,7.089242935180664
2001-02-16,7.198516845703125
2001-02-20,7.242611408233643
2001-02-21,7.3614678382873535
2001-02-22,7.4151434898376465
2001-02-23,7.401725769042969
2001-02-26,7.363386154174805
2001-02-27,7.514829158782959
2001-02-28,7.443901538848877
2001-03-01,7.524415493011475
2001-03-02,7.562756061553955
2001-03-05,7.499492645263672
2001-03-06,7.424731731414795
2001-03-07,7.466901779174805
2001-03-08,7.553171634674072
2001-03-09,7.533998966217041
2001-03-12,7.438149929046631
2001-03-13,7.357633113861084
2001-03-14,7.2751994132995605
2001-03-15,7.294369697570801
2001-03-16,7.188931465148926
2001-03-19,7.07390832901001
2001-03-20,7.004893779754639
2001-03-21,6.958886623382568
2001-03-22,6.815107822418213
2001-03-23,6.652158260345459
2001-03-26,6.901371002197266
2001-03-27,7.07390832901001
2001-03-28,7.07390832901001
2001-03-29,7.125668048858643
2001-03-30,7.284785270690918
2001-04-02,7.284785270690918
2001-04-03,7.476492881774902
2001-04-04,7.62026834487915
2001-04-05,7.363386154174805
2001-04-06,7.208101272583008
2001-04-09,7.328876972198486
2001-04-10,7.409392833709717
2001-04-11,7.399806976318359
2001-04-12,7.371053218841553
2001-04-16,7.4573163986206055
2001-04-17,7.65860652923584
2001-04-18,7.566592216491699
2001-04-19,7.351884841918945
2001-04-20,7.399806976318359
2001-04-23,7.518665790557861
2001-04-24,7.495660305023193
2001-04-25,7.568508148193359
2001-04-26,7.601096153259277
2001-04-27,7.721874237060547
2001-04-30,7.764048099517822
2001-05-01,7.8771514892578125
2001-05-02,7.716119766235352
2001-05-03,7.75446081161499
2001-05-04,7.869484901428223
2001-05-07,7.886740207672119
2001-05-08,7.938498020172119
2001-05-09,7.955751419067383
2001-05-10,8.040101051330566
2001-05-11,8.112531661987305
2001-05-14,8.199455261230469
2001-05-15,8.209112167358398
2001-05-16,8.276719093322754
2001-05-17,8.22842788696289
2001-05-18,8.382950782775879
2001-05-21,8.442830085754395
2001-05-22,8.481461524963379
2001-05-23,8.591561317443848
2001-05-24,8.508501052856445
2001-05-25,8.344322204589844
2001-05-29,8.402264595031738
2001-05-30,8.400335311889648
2001-05-31,8.344322204589844
2001-06-01,8.301828384399414
2001-06-04,8.286375999450684
2001-06-05,8.286375999450684
2001-06-06,8.162759780883789
2001-06-07,8.064245223999023
2001-06-08,8.093218803405762
2001-06-11,8.131844520568848
2001-06-12,7.977328777313232
2001-06-13,7.8034844398498535
2001-06-14,7.550449848175049
2001-06-15,7.755199432373047
2001-06-18,7.610330104827881
2001-06-19,7.6972455978393555
2001-06-20,7.64896297454834
2001-06-21,7.436492919921875
2001-06-22,7.515687465667725
2001-06-25,7.5137505531311035
2001-06-26,7.656683921813965
2001-06-27,7.666345596313477
2001-06-28,7.587152004241943
2001-06-29,7.4152421951293945
2001-07-02,7.635440349578857
2001-07-03,7.610330104827881
2001-07-05,7.706904411315918
2001-07-06,7.73588228225708
2001-07-09,7.840186595916748
2001-07-10,7.828597068786621
2001-07-11,7.760993003845215
2001-07-12,7.7165632247924805
2001-07-13,7.674070358276367
2001-07-16,7.676004886627197
2001-07-17,7.498298645019531
2001-07-18,7.5137505531311035
2001-07-19,7.550449848175049
2001-07-20,7.281965255737305
2001-07-23,6.934286594390869
2001-07-24,6.8608856201171875
2001-07-25,6.934286594390869
2001-07-26,7.185390472412109
2001-07-27,7.24333381652832
2001-07-30,7.202771186828613
2001-07-31,7.24333381652832
2001-08-01,7.339913368225098
2001-08-02,7.4944376945495605
2001-08-03,7.5118207931518555
2001-08-06,7.24333381652832
2001-08-07,7.293556213378906
2001-08-08,7.193110942840576
2001-08-09,7.339913368225098
2001-08-10,7.352571964263916
2001-08-13,7.286346912384033
2001-08-14,7.3038787841796875
2001-08-15,7.2824530601501465
2001-08-16,7.496701717376709
2001-08-17,7.5862956047058105
2001-08-20,7.596039295196533
2001-08-21,7.547341346740723
2001-08-22,7.539555549621582
2001-08-23,7.537604331970215
2001-08-24,7.533708572387695
2001-08-27,7.652518272399902
2001-08-28,7.734323978424072
2001-08-29,7.788857460021973
2001-08-30,7.62524938583374
2001-08-31,7.502546787261963
2001-09-04,7.652518272399902
2001-09-05,7.644728183746338
2001-09-06,7.74211311340332
2001-09-07,7.615512371063232
