Date,BF-B
2001-04-23,3.924302101135254
2001-04-24,3.945789337158203
2001-04-25,3.971837043762207
2001-04-26,3.9015164375305176
2001-04-27,3.910630941390991
2001-04-30,3.958813428878784
2001-05-01,3.9900665283203125
2001-05-02,3.974439859390259
2001-05-03,3.986159563064575
2001-05-04,4.049319744110107
2001-05-07,4.120290756225586
2001-05-08,4.102061748504639
2001-05-09,4.036947727203369
2001-05-10,4.107921123504639
2001-05-11,4.11898946762085
2001-05-14,4.182150363922119
2001-05-15,4.216005325317383
2001-05-16,4.315627574920654
2001-05-17,4.300653457641602
2001-05-18,4.266793251037598
2001-05-21,4.254424095153809
2001-05-22,4.1743340492248535
2001-05-23,4.2094950675964355
2001-05-24,4.2088446617126465
2001-05-25,4.176939010620117
2001-05-29,4.227724552154541
2001-05-30,4.268745422363281
2001-05-31,4.264840602874756
2001-06-01,4.251167297363281
2001-06-04,4.296743869781494
2001-06-05,4.299363613128662
2001-06-06,4.273186683654785
2001-06-07,4.322922229766846
2001-06-08,4.299363613128662
2001-06-11,4.2489752769470215
2001-06-12,4.266644477844238
2001-06-13,4.2371954917907715
2001-06-14,4.251594066619873
2001-06-15,4.273186683654785
2001-06-18,4.27972936630249
2001-06-19,4.273186683654785
2001-06-20,4.315069198608398
2001-06-21,4.360222339630127
2001-06-22,4.354987144470215
2001-06-25,4.3628387451171875
2001-06-26,4.383124828338623
2001-06-27,4.335354804992676
2001-06-28,4.4158453941345215
2001-06-29,4.1841912269592285
2001-07-02,4.364801406860352
2001-07-03,4.31572151184082
2001-07-05,4.321612358093262
2001-07-06,4.273843288421631
2001-07-09,4.299363613128662
2001-07-10,4.265987873077393
2001-07-11,4.3942484855651855
2001-07-12,4.387050628662109
2001-07-13,4.426967620849609
2001-07-16,4.383780479431152
2001-07-17,4.4629621505737305
2001-07-18,4.468196392059326
2001-07-19,4.476049423217773
2001-07-20,4.418462753295898
2001-07-23,4.4171528816223145
2001-07-24,4.37592887878418
2001-07-25,4.531673431396484
2001-07-26,4.410609245300293
2001-07-27,4.361531734466553
2001-07-30,4.380507469177246
2001-07-31,4.471467971801758
2001-08-01,4.411265850067139
2001-08-02,4.433514595031738
2001-08-03,4.368073463439941
2001-08-06,4.322268486022949
2001-08-07,4.288893699645996
2001-08-08,4.2862772941589355
2001-08-09,4.307870864868164
2001-08-10,4.338625907897949
2001-08-13,4.322268486022949
2001-08-14,4.260753154754639
2001-08-15,4.2620625495910645
2001-08-16,4.343206882476807
2001-08-17,4.322922229766846
2001-08-20,4.432204723358154
2001-08-21,4.41453742980957
2001-08-22,4.3955607414245605
2001-08-23,4.381163120269775
2001-08-24,4.428936958312988
2001-08-27,4.3654561042785645
2001-08-28,4.362186908721924
2001-08-29,4.324040412902832
2001-08-30,4.317466735839844
2001-08-31,4.241833686828613
2001-09-04,4.331275939941406
2001-09-05,4.332592487335205
2001-09-06,4.265510559082031
2001-09-07,4.253670692443848
2001-09-10,4.276033878326416
2001-09-17,4.12543249130249
2001-09-18,4.047173976898193
2001-09-19,3.9886395931243896
2001-09-20,4.0412516593933105
2001-09-21,3.9689104557037354
2001-09-24,4.044537544250488
2001-09-25,4.0866312980651855
2001-09-26,4.123457431793213
2001-09-27,4.112936019897461
2001-09-28,4.155025005340576
2001-10-01,4.124114990234375
2001-10-02,4.158972263336182
2001-10-03,4.166204929351807
2001-10-04,4.088603496551514
2001-10-05,4.13463830947876
2001-10-08,4.045198917388916
2001-10-09,4.04848575592041
2001-10-10,4.0537495613098145
2001-10-11,3.974172592163086
2001-10-12,4.031388282775879
2001-10-15,4.037964344024658
2001-10-16,4.010342597961426
2001-10-17,4.0149455070495605
2001-10-18,4.088603496551514
2001-10-19,4.070188522338867
2001-10-22,4.027440547943115
2001-10-23,4.0530900955200195
2001-10-24,3.9557576179504395
2001-10-25,4.005736827850342
2001-10-26,4.059010028839111
2001-10-29,4.060981750488281
2001-10-30,3.9465508460998535
2001-10-31,3.9090662002563477
2001-11-01,3.984036684036255
2001-11-02,4.0136308670043945
2001-11-05,4.057693004608154
2001-11-06,4.063614845275879
2001-11-07,4.02020788192749
2001-11-08,4.011003017425537
2001-11-09,4.035989761352539
2001-11-12,3.9925858974456787
2001-11-13,4.034675598144531
2001-11-14,4.024810791015625
2001-11-15,4.085972309112549
2001-11-16,3.997192144393921
2001-11-19,3.9689104557037354
2001-11-20,3.986668109893799
2001-11-21,3.9590463638305664
2001-11-23,4.0096845626831055
2001-11-26,4.017576217651367
2001-11-27,3.942605495452881
2001-11-28,3.991269826889038
2001-11-29,4.035333633422852
2001-11-30,4.005082607269287
2001-12-03,3.9852395057678223
2001-12-04,3.9832539558410645
2001-12-05,4.050059795379639
2001-12-06,4.050721645355225
2001-12-07,4.038153648376465
2001-12-10,4.008388519287109
2001-12-11,3.9680399894714355
2001-12-12,3.9713470935821533
2001-12-13,3.9852395057678223
2001-12-14,3.9799463748931885
2001-12-17,3.9991295337677
2001-12-18,4.031540393829346
2001-12-19,4.089084148406982
2001-12-20,4.1611833572387695
2001-12-21,4.233283519744873
2001-12-24,4.177058696746826
2001-12-26,4.177058696746826
2001-12-27,4.204177379608154
2001-12-28,4.137369632720947
2001-12-31,4.1406779289245605
2002-01-02,4.147293567657471
2002-01-03,4.192933082580566
2002-01-04,4.2207136154174805
2002-01-07,4.319269180297852
2002-01-08,4.266352653503418
2002-01-09,4.280907154083252
2002-01-10,4.288182258605957
2002-01-11,4.276939392089844
2002-01-14,4.354328155517578
2002-01-15,4.352343559265137
2002-01-16,4.347050189971924
2002-01-17,4.32985258102417
2002-01-18,4.322577953338623
2002-01-22,4.344405651092529
2002-01-23,4.367555618286133
2002-01-24,4.292811393737793
2002-01-25,4.315962314605713
2002-01-28,4.272969722747803
2002-01-29,4.2260050773620605
2002-01-30,4.298764705657959
2002-01-31,4.332500457763672
2002-02-01,4.342421531677246
2002-02-04,4.423780918121338
2002-02-05,4.444283485412598
2002-02-06,4.438332557678223
2002-02-07,4.456189155578613
2002-02-08,4.323899269104004
2002-02-11,4.3047194480896
2002-02-12,4.345728397369385
2002-02-13,4.36557149887085
2002-02-14,4.3787994384765625
2002-02-15,4.489265441894531
2002-02-19,4.38210916519165
2002-02-20,4.385413646697998
2002-02-21,4.436346530914307
2002-02-22,4.5633463859558105
2002-02-25,4.5190277099609375
2002-02-26,4.464789390563965
2002-02-27,4.473388671875
2002-02-28,4.494555473327637
2002-03-01,4.557053089141846
2002-03-04,4.577664852142334
2002-03-05,4.586972236633301
2002-03-06,4.643487930297852
2002-03-07,4.559046268463135
2002-03-08,4.572343826293945
2002-03-11,4.567689895629883
2002-03-12,4.567689895629883
2002-03-13,4.53112268447876
2002-03-14,4.608912467956543
2002-03-15,4.647477626800537
2002-03-18,4.67008113861084
2002-03-19,4.728591442108154
2002-03-20,4.709309101104736
2002-03-21,4.698005199432373
2002-03-22,4.74122428894043
2002-03-25,4.803720951080322
2002-03-26,4.866221904754639
2002-03-27,4.896801471710205
2002-03-28,4.837630748748779
2002-04-01,4.832309246063232
2002-04-02,4.820342540740967
2002-04-03,4.765824317932129
2002-04-04,4.915419578552246
2002-04-05,4.921403884887695
2002-04-08,4.968611717224121
2002-04-09,4.922069072723389
2002-04-10,5.051055431365967
2002-04-11,5.013821125030518
2002-04-12,5.013155460357666
2002-04-15,4.953319072723389
2002-04-16,5.013155460357666
2002-04-17,5.003182888031006
2002-04-18,5.0404157638549805
2002-04-19,5.072996616363525
2002-04-22,5.196663856506348
2002-04-23,5.115547180175781
2002-04-24,5.154112339019775
2002-04-25,5.152115345001221
2002-04-26,5.115547180175781
2002-04-29,5.1295084953308105
2002-04-30,5.227248191833496
2002-05-01,5.28708553314209
2002-05-02,5.322323322296143
2002-05-03,5.287752151489258
2002-05-06,5.31966495513916
2002-05-07,5.275781631469727
2002-05-08,5.250516891479492
2002-05-09,5.222593784332275
2002-05-10,5.1959967613220215
2002-05-13,5.212620258331299
2002-05-14,5.213951110839844
2002-05-15,5.257166385650635
2002-05-16,5.295066833496094
2002-05-17,5.292405605316162
2002-05-20,5.232565879821777
2002-05-21,5.212620258331299
2002-05-22,5.229907989501953
2002-05-23,5.119536399841309
2002-05-24,5.107568740844727
2002-05-28,5.035760402679443
2002-05-29,5.1208672523498535
2002-05-30,5.175386905670166
2002-05-31,5.233230113983154
2002-06-03,5.193336009979248
2002-06-04,5.212707042694092
2002-06-05,5.234745979309082
2002-06-06,5.177309989929199
2002-06-07,5.250773906707764
2002-06-10,5.293518543243408
2002-06-11,5.249438762664795
2002-06-12,5.2721476554870605
2002-06-13,5.206029891967773
2002-06-14,5.138574123382568
2002-06-17,5.195342063903809
2002-06-18,5.163951873779297
2002-06-19,4.942218780517578
2002-06-20,4.992310047149658
2002-06-21,4.8674187660217285
2002-06-24,4.808646202087402
2002-06-25,4.688429355621338
2002-06-26,4.724493026733398
2002-06-27,4.836695671081543
2002-06-28,4.608285427093506
2002-07-01,4.688429355621338
2002-07-02,4.645019054412842
2002-07-03,4.540164470672607
2002-07-05,4.581570625305176
2002-07-08,4.558196544647217
2002-07-09,4.429964542388916
2002-07-10,4.34848690032959
2002-07-11,4.3411383628845215
2002-07-12,4.3184309005737305
2002-07-15,4.2776923179626465
2002-07-16,4.147457599639893
2002-07-17,4.210904121398926
2002-07-18,4.20021915435791
2002-07-19,3.987168550491333
2002-07-22,3.961122512817383
2002-07-23,3.972477674484253
2002-07-24,4.113396167755127
2002-07-25,4.289046287536621
2002-07-26,4.41193151473999
2002-07-29,4.518123626708984
2002-07-30,4.415938377380371
2002-07-31,4.526805877685547
2002-08-01,4.538828372955322
2002-08-02,4.515451908111572
2002-08-05,4.500759601593018
2002-08-06,4.562202453613281
2002-08-07,4.632996082305908
2002-08-08,4.706462383270264
2002-08-09,4.701786994934082
2002-08-12,4.715811729431152
2002-08-13,4.753211498260498
2002-08-14,4.890793800354004
2002-08-15,4.875432968139648
2002-08-16,4.852055072784424
2002-08-19,4.886786937713623
2002-08-20,4.843378067016602
2002-08-21,4.864747524261475
2002-08-22,4.842039585113525
2002-08-23,4.818661689758301
2002-08-26,4.84871768951416
2002-08-27,4.855396270751953
2002-08-28,4.739855766296387
2002-08-29,4.69911527633667
2002-08-30,4.727303504943848
2002-09-03,4.621255874633789
2002-09-04,4.66152811050415
2002-09-05,4.670923709869385
2002-09-06,4.6877031326293945
2002-09-09,4.749454021453857
2002-09-10,4.728648662567139
2002-09-11,4.7440876960754395
2002-09-12,4.651459693908691
2002-09-13,4.66152811050415
2002-09-16,4.648106098175049
2002-09-17,4.530642509460449
2002-09-18,4.511178016662598
2002-09-19,4.3917036056518555
2002-09-20,4.5105085372924805
2002-09-23,4.411168098449707
2002-09-24,4.363513469696045
2002-09-25,4.472246170043945
2002-09-26,4.517219066619873
2002-09-27,4.517219066619873
2002-09-30,4.4937262535095215
2002-10-01,4.63333797454834
2002-10-02,4.604474067687988
2002-10-03,4.637363433837891
2002-10-04,4.533998966217041
2002-10-07,4.621255874633789
2002-10-08,4.619913578033447
2002-10-09,4.520573616027832
2002-10-10,4.617900371551514
2002-10-11,4.652802467346191
2002-10-14,4.793753147125244
2002-10-15,4.880341529846191
2002-10-16,4.827986240386963
2002-10-17,4.913228988647461
2002-10-18,4.9347124099731445
2002-10-21,5.032703876495361
2002-10-22,4.980350971221924
2002-10-23,4.991091251373291
2002-10-24,4.997130870819092
2002-10-25,5.0340471267700195
2002-10-28,4.971627235412598
2002-10-29,4.9152445793151855
2002-10-30,4.9165849685668945
2002-10-31,4.852149963378906
2002-11-01,4.9568610191345215
2002-11-04,4.829328536987305
2002-11-05,4.872957706451416
2002-11-06,4.799798488616943
2002-11-07,4.790398597717285
2002-11-08,4.768921375274658
2002-11-11,4.7165679931640625
2002-11-12,4.544067859649658
2002-11-13,4.6950883865356445
2002-11-14,4.774291515350342
2002-11-15,4.8320136070251465
2002-11-18,4.7340192794799805
2002-11-19,4.770932674407959
2002-11-20,4.791071891784668
2002-11-21,4.74744176864624
2002-11-22,4.650789260864258
2002-11-25,4.52527379989624
2002-11-26,4.4668779373168945
2002-11-27,4.495741844177246
2002-11-29,4.436675071716309
2002-12-02,4.340020179748535
2002-12-03,4.344048500061035
2002-12-04,4.384216785430908
2002-12-05,4.301176071166992
2002-12-06,4.409196376800537
2002-12-09,4.351811408996582
2002-12-10,4.359238624572754
2002-12-11,4.343708515167236
2002-12-12,4.31535530090332
2002-12-13,4.316705703735352
2002-12-16,4.358561038970947
2002-12-17,4.336959362030029
2002-12-18,4.330883026123047
2002-12-19,4.30792760848999
2002-12-20,4.409870147705078
2002-12-23,4.466582298278809
2002-12-24,4.4564528465271
2002-12-26,4.435525417327881
2002-12-27,4.368013858795166
2002-12-30,4.429449558258057
2002-12-31,4.412571430206299
2003-01-02,4.509789943695068
2003-01-03,4.434175968170166
2003-01-06,4.449704170227051
2003-01-07,4.422021865844727
2003-01-08,4.392319202423096
2003-01-09,4.422021865844727
2003-01-10,4.410545825958252
2003-01-13,4.474682807922363
2003-01-14,4.465906143188477
2003-01-15,4.405821800231934
2003-01-16,4.4152727127075195
2003-01-17,4.39501953125
2003-01-21,4.378815650939941
2003-01-22,4.392319202423096
2003-01-23,4.351811408996582
2003-01-24,4.251219749450684
2003-01-27,4.222863674163818
2003-01-28,4.228940010070801
2003-01-29,4.199909687042236
2003-01-30,4.079737663269043
2003-01-31,4.195184707641602
2003-02-03,4.731904029846191
2003-02-04,4.7116498947143555
2003-02-05,4.719076633453369
2003-02-06,4.731227874755859
2003-02-07,4.72650146484375
2003-02-10,4.770381927490234
2003-02-11,4.767683029174805
2003-02-12,4.762283802032471
2003-02-13,4.770381927490234
2003-02-14,4.780511379241943
2003-02-18,4.785912990570068
2003-02-19,4.789963245391846
2003-02-20,4.787261486053467
2003-02-21,4.802114486694336
2003-02-24,4.827093601226807
2003-02-25,4.8277716636657715
2003-02-26,4.796716213226318
2003-02-27,4.777135372161865
2003-02-28,4.720465183258057
2003-03-03,4.660737037658691
2003-03-04,4.655984401702881
2003-03-05,4.727252006530762
2003-03-06,4.75575590133667
2003-03-07,4.814123153686523
2003-03-10,4.8181986808776855
2003-03-11,4.848741054534912
2003-03-12,4.892177581787109
2003-03-13,4.9166107177734375
2003-03-14,4.977017879486084
2003-03-17,5.072716236114502
2003-03-18,5.088325023651123
2003-03-19,5.118189334869385
2003-03-20,5.067286968231201
2003-03-21,5.090362071990967
2003-03-24,5.091721534729004
2003-03-25,5.144659996032715
2003-03-26,5.198276996612549
2003-03-27,5.165022850036621
2003-03-28,5.199633598327637
2003-03-31,5.219318866729736
2003-04-01,5.281083106994629
2003-04-02,5.356415271759033
2003-04-03,5.300086975097656
2003-04-04,5.338772773742676
2003-04-07,5.359134674072266
2003-04-08,5.3665971755981445
2003-04-09,5.293976306915283
2003-04-10,5.284478664398193
2003-04-11,5.283116340637207
2003-04-14,5.3007636070251465
2003-04-15,5.293976306915283
2003-04-16,5.251898288726807
2003-04-17,5.343524932861328
2003-04-21,5.310943126678467
2003-04-22,5.278366565704346
2003-04-23,5.238323211669922
2003-04-24,5.2240681648254395
2003-04-25,5.160948276519775
2003-04-28,5.171806812286377
2003-04-29,5.22610330581665
2003-04-30,5.194884777069092
2003-05-01,5.253932476043701
2003-05-02,5.243071556091309
2003-05-05,5.169094562530518
2003-05-06,5.188777446746826
2003-05-07,5.18538236618042
2003-05-08,5.175201416015625
2003-05-09,5.239002227783203
2003-05-12,5.260042190551758
2003-05-13,5.239681720733643
2003-05-14,5.188777446746826
2003-05-15,5.215923309326172
2003-05-16,5.148051738739014
2003-05-19,5.138549327850342
2003-05-20,5.1433024406433105
2003-05-21,5.1263346672058105
2003-05-22,5.169773578643799
2003-05-23,5.188777446746826
2003-05-27,5.267507553100586
2003-05-28,5.265471935272217
2003-05-29,5.326554775238037
2003-05-30,5.352344989776611
2003-06-02,5.3971381187438965
2003-06-03,5.334019660949707
2003-06-04,5.4025750160217285
2003-06-05,5.414504528045654
2003-06-06,5.422008037567139
2003-06-09,5.443146705627441
2003-06-10,5.402913570404053
2003-06-11,5.42678165435791
2003-06-12,5.390636920928955
2003-06-13,5.464966773986816
2003-06-16,5.5508904457092285
2003-06-17,5.539979457855225
2003-06-18,5.620448112487793
2003-06-19,5.465647220611572
2003-06-20,5.428826808929443
2003-06-23,5.37768030166626
2003-06-24,5.417232036590576
2003-06-25,5.340173721313477
2003-06-26,5.358587265014648
2003-06-27,5.346312999725342
2003-06-30,5.361313343048096
2003-07-01,5.458149433135986
2003-07-02,5.5508904457092285
2003-07-03,5.52838659286499
2003-07-07,5.5781683921813965
2003-07-08,5.546115398406982
2003-07-09,5.441784381866455
2003-07-10,5.462241172790527
2003-07-11,5.41382360458374
2003-07-14,5.33199405670166
2003-07-15,5.336082458496094
2003-07-16,5.356541633605957
2003-07-17,5.322445392608643
2003-07-18,5.327216148376465
2003-07-21,5.306078910827637
2003-07-22,5.34767484664917
2003-07-23,5.35722541809082
2003-07-24,5.349720478057861
2003-07-25,5.415187358856201
2003-07-28,5.399500846862793
2003-07-29,5.356541633605957
2003-07-30,5.359951496124268
2003-07-31,5.3122148513793945
2003-08-01,5.278801441192627
2003-08-04,5.308806419372559
2003-08-05,5.25698184967041
2003-08-06,5.288346290588379
2003-08-07,5.3156256675720215
2003-08-08,5.376999378204346
2003-08-11,5.385865211486816
2003-08-12,5.394045829772949
2003-08-13,5.322445392608643
2003-08-14,5.361998081207275
2003-08-15,5.390636920928955
2003-08-18,5.366771697998047
2003-08-19,5.380410671234131
2003-08-20,5.375635147094727
2003-08-21,5.395411491394043
2003-08-22,5.334037780761719
2003-08-25,5.35722541809082
2003-08-26,5.369497776031494
