Date,BF-B
2000-01-03,3.6449620723724365
2000-01-04,3.5777580738067627
2000-01-05,3.6054322719573975
2000-01-06,3.629150390625
2000-01-07,3.6686832904815674
2000-01-10,3.609384536743164
2000-01-11,3.5619451999664307
2000-01-12,3.534271240234375
2000-01-13,3.6489174365997314
2000-01-14,3.629150390625
2000-01-18,3.573803424835205
2000-01-19,3.6054322719573975
2000-01-20,3.6686832904815674
2000-01-21,3.656825304031372
2000-01-24,3.629150390625
2000-01-25,3.5777580738067627
2000-01-26,3.5382237434387207
2000-01-27,3.502645254135132
2000-01-28,3.474971294403076
2000-01-31,3.5382237434387207
2000-02-01,3.506596326828003
2000-02-02,3.5105509757995605
2000-02-03,3.585664987564087
2000-02-04,3.447298765182495
2000-02-07,3.415673017501831
2000-02-08,3.368230104446411
2000-02-09,3.344510793685913
2000-02-10,3.344510793685913
2000-02-11,3.2773051261901855
2000-02-14,3.2931177616119385
2000-02-15,3.320791244506836
2000-02-16,3.2377703189849854
2000-02-17,3.142892837524414
2000-02-18,3.178471326828003
2000-02-22,3.1863768100738525
2000-02-23,3.174518346786499
2000-02-24,3.024292230606079
2000-02-25,2.980804920196533
2000-02-28,2.980804920196533
2000-02-29,3.0124318599700928
2000-03-01,2.9768528938293457
2000-03-02,2.9175515174865723
2000-03-03,2.8740673065185547
2000-03-06,2.8226735591888428
2000-03-07,2.715932607650757
2000-03-08,2.73966646194458
2000-03-09,2.7914326190948486
2000-03-10,2.7197556495666504
2000-03-13,2.7038283348083496
2000-03-14,2.7914326190948486
2000-03-15,2.9706268310546875
2000-03-16,3.1498186588287354
2000-03-17,3.1856589317321777
2000-03-20,3.1259281635284424
2000-03-21,3.1179633140563965
2000-03-22,3.1338906288146973
2000-03-23,3.217514753341675
2000-03-24,3.181675910949707
2000-03-27,3.2374253273010254
2000-03-28,3.3130850791931152
2000-03-29,3.3290140628814697
2000-03-30,3.4484755992889404
2000-03-31,3.46838641166687
2000-04-03,3.6515614986419678
2000-04-04,3.751112461090088
2000-04-05,3.8028793334960938
2000-04-06,3.7750048637390137
2000-04-07,3.7272214889526367
2000-04-10,3.6874001026153564
2000-04-11,3.7272214889526367
2000-04-12,3.8108456134796143
2000-04-13,3.7909343242645264
2000-04-14,3.6356332302093506
2000-04-17,3.599794387817383
2000-04-18,3.5679380893707275
2000-04-19,3.5241360664367676
2000-04-20,3.603776216506958
2000-04-24,3.7152750492095947
2000-04-25,3.607757329940796
2000-04-26,3.643597364425659
2000-04-27,3.544046401977539
2000-04-28,3.476349115371704
2000-05-01,3.492279291152954
2000-05-02,3.496260166168213
2000-05-03,3.536081552505493
2000-05-04,3.6276674270629883
2000-05-05,3.5599734783172607
2000-05-08,3.6197047233581543
2000-05-09,3.767040967941284
2000-05-10,3.7750048637390137
2000-05-11,3.794914722442627
2000-05-12,3.6913812160491943
2000-05-15,3.7351856231689453
2000-05-16,3.7272214889526367
2000-05-17,3.5599734783172607
2000-05-18,3.603776216506958
2000-05-19,3.591829538345337
2000-05-22,3.679434061050415
2000-05-23,3.6874001026153564
2000-05-24,3.778986692428589
2000-05-25,3.6834192276000977
2000-05-26,3.7391655445098877
2000-05-30,3.7272214889526367
2000-05-31,3.699348211288452
2000-06-01,3.6913812160491943
2000-06-02,3.5838658809661865
2000-06-05,3.532097101211548
2000-06-06,3.5639548301696777
2000-06-07,3.6318695545196533
2000-06-08,3.6118452548980713
2000-06-09,3.5517807006835938
2000-06-12,3.5878217220306396
2000-06-13,3.679919719696045
2000-06-14,3.6639020442962646
2000-06-15,3.6999399662017822
2000-06-16,3.609844923019409
2000-06-19,3.6358718872070312
2000-06-20,3.5237526893615723
2000-06-21,3.463688611984253
2000-06-22,3.5477805137634277
2000-06-23,3.571805238723755
2000-06-26,3.6198558807373047
2000-06-27,3.5918262004852295
2000-06-28,3.6348729133605957
2000-06-29,3.5758087635040283
2000-06-30,3.4436676502227783
2000-07-03,3.5517807006835938
2000-07-05,3.5597922801971436
2000-07-06,3.507737159729004
2000-07-07,3.5237526893615723
2000-07-10,3.475703001022339
2000-07-11,3.4116344451904297
2000-07-12,3.383603096008301
2000-07-13,3.3635833263397217
2000-07-14,3.3275437355041504
2000-07-17,3.3115243911743164
2000-07-18,3.315530776977539
2000-07-19,3.335552215576172
2000-07-20,3.3275437355041504
2000-07-21,3.2995145320892334
2000-07-24,3.263474464416504
2000-07-25,3.2594730854034424
2000-07-26,3.2114198207855225
2000-07-27,3.231440305709839
2000-07-28,3.239448070526123
2000-07-31,3.203413248062134
2000-08-01,3.2434539794921875
2000-08-02,3.3315482139587402
2000-08-03,3.3035175800323486
2000-08-04,3.3275437355041504
2000-08-07,3.2915046215057373
2000-08-08,3.307521343231201
2000-08-09,3.319535732269287
2000-08-10,3.315530776977539
2000-08-11,3.3675880432128906
2000-08-14,3.3435635566711426
2000-08-15,3.2794930934906006
2000-08-16,3.307521343231201
2000-08-17,3.335552215576172
2000-08-18,3.3115243911743164
2000-08-21,3.3435635566711426
2000-08-22,3.2995145320892334
2000-08-23,3.2834982872009277
2000-08-24,3.2554664611816406
2000-08-25,3.2434539794921875
2000-08-28,3.2594730854034424
2000-08-29,3.263474464416504
2000-08-30,3.3035175800323486
2000-08-31,3.3966169357299805
2000-09-01,3.3551716804504395
2000-09-05,3.3511438369750977
2000-09-06,3.42364501953125
2000-09-07,3.4639225006103516
2000-09-08,3.455866813659668
2000-09-11,3.488088369369507
2000-09-12,3.512256145477295
2000-09-13,3.5444791316986084
2000-09-14,3.4719762802124023
2000-09-15,3.4518394470214844
2000-09-18,3.455866813659668
2000-09-19,3.492116689682007
2000-09-20,3.504199981689453
2000-09-21,3.4598958492279053
2000-09-22,3.5283687114715576
2000-09-25,3.508228302001953
2000-09-26,3.5203118324279785
2000-09-27,3.5444791316986084
2000-09-28,3.548506736755371
2000-09-29,3.5283687114715576
2000-10-02,3.4719762802124023
2000-10-03,3.5364227294921875
2000-10-04,3.488088369369507
2000-10-05,3.5968403816223145
2000-10-06,3.621006488800049
2000-10-09,3.7378146648406982
2000-10-10,3.7458691596984863
2000-10-11,3.6492018699645996
2000-10-12,3.774066925048828
2000-10-13,3.810314893722534
2000-10-16,3.8948991298675537
2000-10-17,3.874758005142212
2000-10-18,3.8344831466674805
2000-10-19,3.753922700881958
2000-10-20,3.6572577953338623
2000-10-23,3.6290645599365234
2000-10-24,3.6371190547943115
2000-10-25,3.6572577953338623
2000-10-26,3.818369150161743
2000-10-27,3.7861483097076416
2000-10-30,3.931149482727051
2000-10-31,3.9230926036834717
2000-11-01,3.8828163146972656
2000-11-02,3.898923873901367
2000-11-03,3.8868439197540283
2000-11-06,3.9230926036834717
2000-11-07,3.802260160446167
2000-11-08,3.906982898712158
2000-11-09,3.9875385761260986
2000-11-10,4.02379035949707
2000-11-13,4.003650665283203
2000-11-14,4.124485492706299
2000-11-15,4.116428852081299
2000-11-16,4.176846027374268
2000-11-17,4.188928127288818
2000-11-20,4.209067344665527
2000-11-21,4.341986179351807
2000-11-22,4.217122554779053
2000-11-24,4.184902191162109
2000-11-27,4.14462423324585
2000-11-28,4.156706809997559
2000-11-29,4.217122554779053
2000-11-30,4.172817707061768
2000-12-01,4.23323392868042
2000-12-04,4.327477931976318
2000-12-05,4.307233810424805
2000-12-06,4.262706756591797
2000-12-07,4.36391019821167
2000-12-08,4.339621543884277
2000-12-11,4.295092582702637
2000-12-12,4.303188323974609
2000-12-13,4.291045665740967
2000-12-14,4.303188323974609
2000-12-15,4.339621543884277
2000-12-18,4.3679585456848145
2000-12-19,4.436777591705322
2000-12-20,4.3679585456848145
2000-12-21,4.339621543884277
2000-12-22,4.307233810424805
2000-12-26,4.327477931976318
2000-12-27,4.4286789894104
2000-12-28,4.432728290557861
2000-12-29,4.307233810424805
2001-01-02,4.226273059844971
2001-01-03,4.161501884460449
2001-01-04,3.918611526489258
2001-01-05,3.918611526489258
2001-01-08,3.9226598739624023
2001-01-09,3.8700358867645264
2001-01-10,3.8700358867645264
2001-01-11,3.8700358867645264
2001-01-12,3.8781299591064453
2001-01-16,3.987433433532715
2001-01-17,3.894324541091919
2001-01-18,3.902421474456787
2001-01-19,3.9226598739624023
2001-01-22,4.015768051147461
2001-01-23,4.031960487365723
2001-01-24,4.015768051147461
2001-01-25,4.125070571899414
2001-01-26,4.137214183807373
2001-01-29,4.202952861785889
2001-01-30,4.227567672729492
2001-01-31,4.28780460357666
2001-02-01,4.322131633758545
2001-02-02,4.298816204071045
2001-02-05,4.359054088592529
2001-02-06,4.390142917633057
2001-02-07,4.429004192352295
2001-02-08,4.443253517150879
2001-02-09,4.473695755004883
2001-02-12,4.504783630371094
2001-02-13,4.545590877532959
2001-02-14,4.501546382904053
2001-02-15,4.359054088592529
2001-02-16,4.372655868530273
2001-02-20,4.407629013061523
2001-02-21,4.297518730163574
2001-02-22,4.200363636016846
2001-02-23,4.1517863273620605
2001-02-26,4.154378414154053
2001-02-27,4.1517863273620605
2001-02-28,4.112921714782715
2001-03-01,4.145312309265137
2001-03-02,4.108390808105469
2001-03-05,4.074061393737793
2001-03-06,4.026531219482422
2001-03-07,3.979651689529419
2001-03-08,4.102061748504639
2001-03-09,4.0955491065979
2001-03-12,4.049319744110107
2001-03-13,3.9829039573669434
2001-03-14,3.9223506450653076
2001-03-15,3.939279556274414
2001-03-16,3.9327688217163086
2001-03-19,3.8930511474609375
2001-03-20,3.846168279647827
2001-03-21,3.8637497425079346
2001-03-22,3.8220789432525635
2001-03-23,3.8741703033447266
2001-03-26,3.8858885765075684
2001-03-27,3.896956443786621
2001-03-28,3.9783458709716797
2001-03-29,3.9314680099487305
2001-03-30,4.033692359924316
2001-04-02,4.121593475341797
2001-04-03,4.010903358459473
2001-04-04,4.056482791900635
2001-04-05,4.033692359924316
2001-04-06,3.9848597049713135
2001-04-09,3.9288620948791504
2001-04-10,3.961419105529785
2001-04-11,3.825333595275879
2001-04-12,3.848125457763672
2001-04-16,3.913233757019043
2001-04-17,3.9327688217163086
2001-04-18,3.9327688217163086
2001-04-19,3.9405837059020996
2001-04-20,3.9523017406463623
