Date,PH
2000-05-02,20.209035873413086
2000-05-03,19.74601936340332
2000-05-04,19.718788146972656
2000-05-05,21.0261173248291
2000-05-08,20.209035873413086
2000-05-09,19.52813720703125
2000-05-10,19.446428298950195
2000-05-11,19.909439086914062
2000-05-12,19.80049705505371
2000-05-15,19.82773208618164
2000-05-16,20.448848724365234
2000-05-17,19.98410415649414
2000-05-18,19.87474822998047
2000-05-19,20.312166213989258
2000-05-22,19.929428100585938
2000-05-23,19.71072006225586
2000-05-24,19.300655364990234
2000-05-25,19.191308975219727
2000-05-26,18.671876907348633
2000-05-30,18.726558685302734
2000-05-31,18.234477996826172
2000-06-01,19.300655364990234
2000-06-02,19.21864128112793
2000-06-05,18.945266723632812
2000-06-06,19.10929298400879
2000-06-07,18.89058494567871
2000-06-08,18.507850646972656
2000-06-09,18.34381675720215
2000-06-12,18.05677032470703
2000-06-13,17.715051651000977
2000-06-14,16.594196319580078
2000-06-15,18.070446014404297
2000-06-16,17.14094352722168
2000-06-19,16.92225456237793
2000-06-20,16.539514541625977
2000-06-21,16.184118270874023
2000-06-22,15.856070518493652
2000-06-23,15.938078880310059
2000-06-26,15.719368934631348
2000-06-27,16.348148345947266
2000-06-28,16.41649627685547
2000-06-29,15.637361526489258
2000-06-30,14.981244087219238
2000-07-03,15.610020637512207
2000-07-05,15.309300422668457
2000-07-06,15.52800464630127
2000-07-07,15.637361526489258
2000-07-10,15.774052619934082
2000-07-11,16.184118270874023
2000-07-12,16.320812225341797
2000-07-13,16.48483657836914
2000-07-14,16.566843032836914
2000-07-17,16.48483657836914
2000-07-18,16.457502365112305
2000-07-19,16.457502365112305
2000-07-20,16.92225456237793
2000-07-21,16.75821876525879
2000-07-24,16.48483657836914
2000-07-25,16.67620849609375
2000-07-26,16.170448303222656
2000-07-27,15.938078880310059
2000-07-28,15.692026138305664
2000-07-31,15.555343627929688
2000-08-01,15.336638450622559
2000-08-02,14.461824417114258
2000-08-03,13.969735145568848
2000-08-04,14.516495704650879
2000-08-07,14.817217826843262
2000-08-08,15.74671459197998
2000-08-09,15.719368934631348
2000-08-10,15.828731536865234
2000-08-11,16.594196319580078
2000-08-14,16.94957733154297
2000-08-15,16.621524810791016
2000-08-16,16.558916091918945
2000-08-17,16.586374282836914
2000-08-18,15.81747055053711
2000-08-21,15.735091209411621
2000-08-22,15.707630157470703
2000-08-23,15.515408515930176
2000-08-24,15.350629806518555
2000-08-25,15.54286003112793
2000-08-28,15.487939834594727
2000-08-29,15.323182106018066
2000-08-30,15.185871124267578
2000-08-31,15.2957124710083
2000-09-01,15.405559539794922
2000-09-05,15.927324295043945
2000-09-06,16.09209632873535
2000-09-07,16.174467086791992
2000-09-08,15.927324295043945
2000-09-11,16.064619064331055
2000-09-12,16.421611785888672
2000-09-13,16.366689682006836
2000-09-14,16.3392333984375
2000-09-15,15.899855613708496
2000-09-18,15.130949020385742
2000-09-19,14.691575050354004
2000-09-20,14.554274559020996
2000-09-21,14.719040870666504
2000-09-22,14.664118766784668
2000-09-25,14.856346130371094
2000-09-26,14.691575050354004
2000-09-27,14.636651992797852
2000-09-28,15.076028823852539
2000-09-29,14.828878402709961
2000-10-02,14.416970252990723
2000-10-03,14.911263465881348
2000-10-04,15.076028823852539
2000-10-05,15.103490829467773
2000-10-06,14.911263465881348
2000-10-09,14.74649429321289
2000-10-10,14.5817289352417
2000-10-11,14.499342918395996
2000-10-12,14.059976577758789
2000-10-13,14.032512664794922
2000-10-16,14.389508247375488
2000-10-17,14.114898681640625
2000-10-18,14.334582328796387
2000-10-19,14.499342918395996
2000-10-20,14.664118766784668
2000-10-23,15.81747055053711
2000-10-24,15.899855613708496
2000-10-25,15.762543678283691
2000-10-26,16.09209632873535
2000-10-27,16.229385375976562
2000-10-30,16.860986709594727
2000-10-31,18.179115295410156
2000-11-01,17.574966430664062
2000-11-02,17.547508239746094
2000-11-03,17.465133666992188
2000-11-06,16.394149780273438
2000-11-07,16.833526611328125
2000-11-08,17.080677032470703
2000-11-09,17.053211212158203
2000-11-10,16.394149780273438
2000-11-13,16.25684928894043
2000-11-14,16.442232131958008
2000-11-15,16.718107223510742
2000-11-16,16.66293716430664
2000-11-17,17.104337692260742
2000-11-20,16.88363265991211
2000-11-21,16.911226272583008
2000-11-22,16.745704650878906
2000-11-24,17.07676124572754
2000-11-27,17.242271423339844
2000-11-28,17.07676124572754
2000-11-29,17.407804489135742
2000-11-30,17.07676124572754
2000-12-01,17.07676124572754
2000-12-04,18.373361587524414
2000-12-05,17.931976318359375
2000-12-06,17.821624755859375
2000-12-07,17.628507614135742
2000-12-08,18.014724731445312
2000-12-11,18.152664184570312
2000-12-12,18.45612335205078
2000-12-13,18.014724731445312
2000-12-14,17.131927490234375
2000-12-15,17.02157211303711
2000-12-18,17.711265563964844
2000-12-19,18.09749984741211
2000-12-20,18.152664184570312
2000-12-21,19.14581871032715
2000-12-22,19.642396926879883
2000-12-26,19.31135368347168
2000-12-27,19.78034019470215
2000-12-28,20.77349853515625
2000-12-29,19.47687530517578
2001-01-02,19.421707153320312
2001-01-03,19.86310577392578
2001-01-04,20.249332427978516
2001-01-05,19.807924270629883
2001-01-08,19.58722496032715
2001-01-09,19.421707153320312
2001-01-10,19.47687530517578
2001-01-11,19.532047271728516
2001-01-12,19.20100212097168
2001-01-16,19.36652183532715
2001-01-17,19.44928741455078
2001-01-18,19.17341423034668
2001-01-19,18.952713012695312
2001-01-22,18.676836013793945
2001-01-23,19.00788688659668
2001-01-24,19.228593826293945
2001-01-25,19.69757652282715
2001-01-26,18.952713012695312
2001-01-29,18.980297088623047
2001-01-30,19.487911224365234
2001-01-31,19.33342170715332
2001-02-01,19.32017707824707
2001-02-02,19.103885650634766
2001-02-05,18.830217361450195
2001-02-06,19.011194229125977
2001-02-07,18.97587776184082
2001-02-08,18.81697654724121
2001-02-09,18.733118057250977
2001-02-12,18.81697654724121
2001-02-13,18.976564407348633
2001-02-14,18.723894119262695
2001-02-15,19.065217971801758
2001-02-16,18.78151512145996
2001-02-20,18.976564407348633
2001-02-21,18.542152404785156
2001-02-22,18.471223831176758
2001-02-23,18.400297164916992
2001-02-26,19.144989013671875
2001-02-27,19.19375991821289
2001-02-28,19.074081420898438
2001-03-01,18.98099708557129
2001-03-02,19.1051082611084
2001-03-05,19.81434440612793
2001-03-06,19.574975967407227
2001-03-07,19.96062660217285
2001-03-08,20.412769317626953
2001-03-09,19.947328567504883
2001-03-12,19.840944290161133
2001-03-13,19.548376083374023
2001-03-14,19.109548568725586
2001-03-15,19.548376083374023
2001-03-16,18.91449546813965
2001-03-19,19.19375991821289
2001-03-20,18.524417877197266
2001-03-21,17.868371963500977
2001-03-22,17.47386360168457
2001-03-23,17.890535354614258
2001-03-26,18.063411712646484
2001-03-27,17.806318283081055
2001-03-28,17.620145797729492
2001-03-29,17.64230728149414
2001-03-30,17.606840133666992
2001-04-02,17.810749053955078
2001-04-03,17.30541229248047
2001-04-04,17.651166915893555
2001-04-05,18.16980743408203
2001-04-06,18.041257858276367
2001-04-09,18.440195083618164
2001-04-10,18.692861557006836
2001-04-11,18.24073028564453
2001-04-12,18.62636947631836
2001-04-16,18.53327751159668
2001-04-17,19.060779571533203
2001-04-18,20.523574829101562
2001-04-19,20.080305099487305
2001-04-20,19.991655349731445
2001-04-23,19.973920822143555
2001-04-24,20.17339324951172
2001-04-25,20.32855224609375
2001-04-26,20.536882400512695
2001-04-27,20.678733825683594
2001-04-30,20.665441513061523
2001-05-01,20.771831512451172
2001-05-02,20.6476993560791
2001-05-03,20.559051513671875
2001-05-04,20.833871841430664
2001-05-07,20.634403228759766
2001-05-08,20.61224365234375
2001-05-09,20.532451629638672
2001-05-10,20.966848373413086
2001-05-11,20.88264274597168
2001-05-14,20.895938873291016
2001-05-15,20.838083267211914
2001-05-16,21.670181274414062
2001-05-17,21.83038330078125
2001-05-18,22.164104461669922
2001-05-21,22.262006759643555
2001-05-22,22.257549285888672
2001-05-23,21.825929641723633
2001-05-24,21.772531509399414
2001-05-25,21.68353843688965
2001-05-29,21.505552291870117
2001-05-30,20.913726806640625
2001-05-31,21.496646881103516
2001-06-01,21.349809646606445
2001-06-04,21.323110580444336
2001-06-05,21.67463493347168
2001-06-06,21.18071746826172
2001-06-07,21.327564239501953
2001-06-08,21.038328170776367
2001-06-11,20.757997512817383
2001-06-12,20.775787353515625
2001-06-13,20.655649185180664
2001-06-14,20.023780822753906
2001-06-15,19.885841369628906
2001-06-18,19.89474868774414
2001-06-19,19.774599075317383
2001-06-20,19.552108764648438
2001-06-21,19.641115188598633
2001-06-22,19.356332778930664
2001-06-25,19.294038772583008
2001-06-26,19.271780014038086
2001-06-27,19.07599639892578
2001-06-28,19.12938690185547
2001-06-29,18.88465690612793
2001-07-02,19.013690948486328
2001-07-03,19.578807830810547
2001-07-05,19.859140396118164
2001-07-06,19.391918182373047
2001-07-09,19.56102752685547
2001-07-10,19.476472854614258
2001-07-11,19.46756935119629
2001-07-12,20.170637130737305
2001-07-13,20.26851463317871
2001-07-16,19.445327758789062
2001-07-17,20.046031951904297
2001-07-18,19.93479347229004
2001-07-19,19.965938568115234
2001-07-20,19.97039222717285
2001-07-23,19.667814254760742
2001-07-24,19.24508285522461
2001-07-25,19.423078536987305
2001-07-26,19.37858772277832
2001-07-27,19.320728302001953
2001-07-30,19.796842575073242
2001-07-31,19.89029312133789
2001-08-01,19.823549270629883
2001-08-02,19.850244522094727
2001-08-03,20.108327865600586
2001-08-06,19.845794677734375
2001-08-07,19.965938568115234
2001-08-08,19.765705108642578
2001-08-09,19.823549270629883
2001-08-10,20.179533004760742
2001-08-13,20.255163192749023
2001-08-14,20.393117904663086
2001-08-15,20.491008758544922
2001-08-16,20.410911560058594
2001-08-17,20.402015686035156
2001-08-20,20.38421630859375
2001-08-21,20.160852432250977
2001-08-22,19.857080459594727
2001-08-23,19.79006004333496
2001-08-24,20.004491806030273
2001-08-27,19.92854881286621
2001-08-28,19.92407989501953
2001-08-29,19.6828556060791
2001-08-30,19.343334197998047
2001-08-31,19.65604591369629
2001-09-04,19.897275924682617
2001-09-05,19.97323226928711
2001-09-06,19.41034507751465
2001-09-07,18.494556427001953
2001-09-10,18.4320011138916
2001-09-17,16.372596740722656
2001-09-18,16.528942108154297
2001-09-19,15.881193161010742
2001-09-20,14.826915740966797
2001-09-21,14.13895034790039
2001-09-24,15.188764572143555
2001-09-25,15.693559646606445
2001-09-26,14.90732479095459
2001-09-27,14.920726776123047
2001-09-28,15.322783470153809
2001-10-01,15.211106300354004
2001-10-02,16.08668327331543
2001-10-03,16.72104263305664
2001-10-04,16.600421905517578
2001-10-05,16.819316864013672
2001-10-08,16.506607055664062
2001-10-09,16.19837760925293
2001-10-10,16.703168869018555
2001-10-11,17.145435333251953
2001-10-12,16.814849853515625
2001-10-15,17.216907501220703
2001-10-16,17.408998489379883
2001-10-17,17.16777229309082
2001-10-18,16.913131713867188
2001-10-19,16.475337982177734
2001-10-22,16.84166145324707
2001-10-23,16.931007385253906
2001-10-24,16.97120475769043
2001-10-25,16.83272361755371
2001-10-26,17.413482666015625
2001-10-29,16.743379592895508
2001-10-30,16.153696060180664
2001-10-31,16.037551879882812
2001-11-01,16.604894638061523
2001-11-02,17.0828914642334
2001-11-05,17.45366859436035
2001-11-06,17.45366859436035
2001-11-07,17.38667106628418
2001-11-08,17.502819061279297
2001-11-09,17.47601318359375
2001-11-12,16.913131713867188
2001-11-13,17.534088134765625
2001-11-14,17.717243194580078
2001-11-15,17.775327682495117
2001-11-16,17.68598175048828
2001-11-19,18.2065486907959
2001-11-20,17.90138053894043
2001-11-21,17.62314796447754
2001-11-23,17.771244049072266
2001-11-26,18.13922691345215
2001-11-27,18.000120162963867
2001-11-28,18.1123046875
2001-11-29,18.300792694091797
2001-11-30,18.42195701599121
2001-12-03,18.22897720336914
2001-12-04,18.75853157043457
2001-12-05,19.445152282714844
2001-12-06,19.72337532043457
2001-12-07,19.57977294921875
2001-12-10,19.48554039001465
2001-12-11,19.741329193115234
2001-12-12,19.763771057128906
2001-12-13,19.70992088317871
2001-12-14,19.70543098449707
2001-12-17,20.3292179107666
2001-12-18,20.647846221923828
2001-12-19,20.876731872558594
2001-12-20,21.02481460571289
2001-12-21,20.638866424560547
2001-12-24,20.822866439819336
2001-12-26,20.822866439819336
2001-12-27,21.092130661010742
2001-12-28,20.804916381835938
2001-12-31,20.602977752685547
2002-01-02,20.773509979248047
2002-01-03,21.114578247070312
2002-01-04,21.36140251159668
2002-01-07,21.37933921813965
2002-01-08,20.935054779052734
2002-01-09,21.06521224975586
2002-01-10,20.979936599731445
2002-01-11,20.647846221923828
2002-01-14,20.261911392211914
2002-01-15,20.423465728759766
2002-01-16,19.588754653930664
2002-01-17,20.306785583496094
2002-01-18,20.29781723022461
2002-01-22,20.423465728759766
2002-01-23,20.261911392211914
2002-01-24,20.94403076171875
2002-01-25,21.39728546142578
2002-01-28,21.724903106689453
2002-01-29,21.132516860961914
2002-01-30,21.68001365661621
2002-01-31,22.007617950439453
2002-02-01,21.917863845825195
2002-02-04,21.60821533203125
2002-02-05,21.43767547607422
2002-02-06,21.6351375579834
2002-02-07,20.822866439819336
2002-02-08,21.02481460571289
2002-02-11,21.32100486755371
2002-02-12,21.442638397216797
2002-02-13,21.821029663085938
2002-02-14,21.825536727905273
2002-02-15,21.766971588134766
2002-02-19,21.528215408325195
2002-02-20,21.99220848083496
2002-02-21,22.118350982666016
2002-02-22,22.57782554626465
2002-02-25,23.032800674438477
2002-02-26,23.023799896240234
2002-02-27,22.57782554626465
2002-02-28,22.44269371032715
2002-03-01,22.613861083984375
2002-03-04,24.258108139038086
2002-03-05,23.649959564208984
2002-03-06,24.514863967895508
2002-03-07,24.325664520263672
2002-03-08,24.361698150634766
2002-03-11,24.442798614501953
2002-03-12,24.60947036743164
2002-03-13,24.321163177490234
2002-03-14,24.26711082458496
2002-03-15,22.97425079345703
2002-03-18,22.839101791381836
2002-03-19,23.055328369140625
2002-03-20,22.767024993896484
2002-03-21,21.965187072753906
2002-03-22,22.104835510253906
2002-03-25,21.825536727905273
2002-03-26,22.276010513305664
2002-03-27,22.289522171020508
2002-03-28,22.478721618652344
2002-04-01,22.29402732849121
2002-04-02,21.97419548034668
2002-04-03,21.03720474243164
2002-04-04,21.71741485595703
2002-04-05,22.4652156829834
2002-04-08,22.285017013549805
2002-04-09,22.113832473754883
2002-04-10,22.217449188232422
2002-04-11,22.03274917602539
2002-04-12,22.285017013549805
2002-04-15,22.19041633605957
2002-04-16,22.708463668823242
2002-04-17,22.676929473876953
2002-04-18,22.658912658691406
2002-04-19,22.956222534179688
2002-04-22,22.62287712097168
2002-04-23,22.447200775146484
2002-04-24,22.40214729309082
2002-04-25,22.451702117919922
2002-04-26,22.357093811035156
2002-04-29,21.983205795288086
2002-04-30,22.501251220703125
2002-05-01,22.514760971069336
2002-05-02,22.681434631347656
2002-05-03,22.654415130615234
2002-05-06,21.39307403564453
2002-05-07,21.47416877746582
2002-05-08,22.307538986206055
2002-05-09,21.812021255493164
2002-05-10,21.487680435180664
2002-05-13,21.600297927856445
2002-05-14,22.276010513305664
2002-05-15,22.56430435180664
2002-05-16,22.496740341186523
2002-05-17,22.76251983642578
2002-05-20,22.469715118408203
2002-05-21,22.171323776245117
2002-05-22,21.92718505859375
2002-05-23,22.56013298034668
2002-05-24,22.469711303710938
2002-05-28,22.379289627075195
2002-05-29,22.13515281677246
2002-05-30,22.04473876953125
2002-05-31,22.153240203857422
2002-06-03,21.619747161865234
2002-06-04,21.841278076171875
2002-06-05,22.17584800720215
2002-06-06,21.380138397216797
2002-06-07,20.982284545898438
2002-06-10,21.334915161132812
2002-06-11,21.072704315185547
2002-06-12,21.0003662109375
2002-06-13,20.457841873168945
2002-06-14,20.46236228942871
2002-06-17,21.330402374267578
2002-06-18,21.17215919494629
2002-06-19,21.3710880279541
2002-06-20,21.362051010131836
2002-06-21,21.339441299438477
2002-06-24,21.380138397216797
2002-06-25,21.588109970092773
2002-06-26,21.312320709228516
2002-06-27,21.759902954101562
2002-06-28,21.606184005737305
2002-07-01,20.796924591064453
2002-07-02,20.534700393676758
2002-07-03,20.394546508789062
2002-07-05,21.384653091430664
2002-07-08,20.955158233642578
2002-07-09,20.914466857910156
2002-07-10,20.503049850463867
2002-07-11,20.475921630859375
2002-07-12,20.530183792114258
2002-07-15,20.18658447265625
2002-07-16,19.259754180908203
2002-07-17,19.259754180908203
2002-07-18,18.898073196411133
2002-07-19,18.20634651184082
2002-07-22,17.74519920349121
2002-07-23,17.37898826599121
2002-07-24,18.554479598999023
2002-07-25,18.106889724731445
2002-07-26,17.772321701049805
2002-07-29,18.445966720581055
2002-07-30,18.183732986450195
2002-07-31,18.201820373535156
2002-08-01,17.86274528503418
2002-08-02,17.25240135192871
2002-08-05,16.65561866760254
2002-08-06,17.573396682739258
2002-08-07,18.01194190979004
2002-08-08,18.626813888549805
2002-08-09,18.640369415283203
2002-08-12,18.662982940673828
2002-08-13,18.314847946166992
2002-08-14,18.369102478027344
2002-08-15,18.1656551361084
2002-08-16,18.061676025390625
2002-08-19,18.965877532958984
2002-08-20,18.670757293701172
2002-08-21,19.024911880493164
2002-08-22,19.469886779785156
2002-08-23,18.979511260986328
2002-08-26,19.161128997802734
2002-08-27,19.020368576049805
2002-08-28,18.56631851196289
2002-08-29,18.28026008605957
2002-08-30,18.416471481323242
2002-09-03,17.82166862487793
2002-09-04,18.157670974731445
2002-09-05,17.581016540527344
2002-09-06,18.04415512084961
2002-09-09,18.04415512084961
2002-09-10,18.14404296875
2002-09-11,18.16220474243164
2002-09-12,17.82166862487793
2002-09-13,17.204151153564453
2002-09-16,17.276798248291016
2002-09-17,17.008899688720703
2002-09-18,16.736465454101562
2002-09-19,17.10879898071289
2002-09-20,17.281330108642578
2002-09-23,17.335824966430664
2002-09-24,16.890853881835938
2002-09-25,17.235937118530273
2002-09-26,17.867069244384766
2002-09-27,17.26771354675293
2002-09-30,17.349451065063477
2002-10-01,18.312044143676758
2002-10-02,18.02144432067871
2002-10-03,17.726316452026367
2002-10-04,17.05885124206543
2002-10-07,16.913543701171875
2002-10-08,16.722854614257812
2002-10-09,15.733006477355957
2002-10-10,16.191608428955078
2002-10-11,16.877235412597656
2002-10-14,16.541234970092773
2002-10-15,18.393770217895508
2002-10-16,17.912473678588867
2002-10-17,19.165668487548828
2002-10-18,18.8841609954834
2002-10-21,20.209997177124023
2002-10-22,19.819501876831055
2002-10-23,20.164588928222656
2002-10-24,19.52437400817871
2002-10-25,19.992042541503906
2002-10-28,19.488040924072266
2002-10-29,19.828590393066406
2002-10-30,19.93755531311035
2002-10-31,19.810420989990234
2002-11-01,20.237245559692383
2002-11-04,20.246326446533203
2002-11-05,20.205463409423828
2002-11-06,20.65043067932129
2002-11-07,20.200910568237305
2002-11-08,20.328044891357422
2002-11-11,19.274639129638672
2002-11-12,19.701454162597656
2002-11-13,19.75139808654785
2002-11-14,20.26902198791504
2002-11-15,20.278106689453125
2002-11-18,20.241636276245117
2002-11-19,20.264434814453125
2002-11-20,20.816057205200195
2002-11-21,21.367692947387695
2002-11-22,21.24003791809082
2002-11-25,21.408721923828125
2002-11-26,20.6428165435791
2002-11-27,21.39504623413086
2002-11-29,21.28563690185547
2002-12-02,21.322097778320312
2002-12-03,20.69752311706543
2002-12-04,21.048564910888672
2002-12-05,20.957387924194336
2002-12-06,20.971057891845703
2002-12-09,20.428544998168945
2002-12-10,20.670166015625
2002-12-11,20.729433059692383
2002-12-12,20.916357040405273
2002-12-13,20.460466384887695
2002-12-16,21.271949768066406
2002-12-17,21.367692947387695
2002-12-18,21.249155044555664
2002-12-19,21.153417587280273
2002-12-20,21.29018211364746
2002-12-23,21.21724510192871
2002-12-24,21.107826232910156
2002-12-26,21.098712921142578
2002-12-27,20.902671813964844
2002-12-30,20.925472259521484
2002-12-31,21.03032875061035
2003-01-02,21.76887321472168
2003-01-03,21.78255271911621
2003-01-06,22.24756622314453
2003-01-07,21.477100372314453
2003-01-08,20.670166015625
2003-01-09,20.74310874938965
2003-01-10,20.77046775817871
2003-01-13,20.902671813964844
2003-01-14,20.524282455444336
2003-01-15,20.27355194091797
2003-01-16,20.050161361694336
2003-01-17,19.62618064880371
2003-01-21,19.111026763916016
2003-01-22,18.614093780517578
2003-01-23,18.98792839050293
2003-01-24,18.5137996673584
2003-01-27,18.258506774902344
2003-01-28,18.49100685119629
2003-01-29,18.568513870239258
2003-01-30,18.0123233795166
2003-01-31,18.37703514099121
2003-02-03,18.728063583374023
2003-02-04,18.814687728881836
2003-02-05,18.99249267578125
2003-02-06,19.088226318359375
2003-02-07,18.832927703857422
2003-02-10,18.873960494995117
2003-02-11,18.668807983398438
2003-02-12,18.47733497619629
2003-02-13,18.24482536315918
2003-02-14,18.60953712463379
2003-02-18,19.191225051879883
2003-02-19,18.801902770996094
2003-02-20,18.73320770263672
2003-02-21,18.994266510009766
2003-02-24,18.527097702026367
2003-02-25,18.499614715576172
2003-02-26,18.07822608947754
2003-02-27,18.504192352294922
2003-02-28,18.462976455688477
2003-03-03,18.453813552856445
2003-03-04,17.63852310180664
2003-03-05,17.59729766845703
2003-03-06,17.230884552001953
2003-03-07,17.583555221557617
2003-03-10,17.258365631103516
2003-03-11,16.759117126464844
2003-03-12,16.6995792388916
2003-03-13,18.20648193359375
2003-03-14,18.07364845275879
2003-03-17,18.8614444732666
2003-03-18,18.847707748413086
2003-03-19,18.339311599731445
2003-03-20,18.582056045532227
2003-03-21,19.255352020263672
2003-03-24,18.563739776611328
2003-03-25,18.939315795898438
2003-03-26,18.536252975463867
2003-03-27,18.330142974853516
2003-03-28,17.895023345947266
2003-03-31,17.743871688842773
2003-04-01,17.977462768554688
2003-04-02,18.856870651245117
2003-04-03,18.449222564697266
2003-04-04,18.41716957092285
2003-04-07,18.609539031982422
2003-04-08,18.31182861328125
2003-04-09,18.091968536376953
2003-04-10,17.876697540283203
2003-04-11,17.862957000732422
2003-04-14,18.137771606445312
2003-04-15,18.32098388671875
2003-04-16,18.449222564697266
2003-04-17,18.362201690673828
2003-04-21,18.462976455688477
2003-04-22,18.71488380432129
2003-04-23,18.595802307128906
2003-04-24,18.412586212158203
2003-04-25,18.18357276916504
2003-04-28,18.618694305419922
2003-04-29,18.536252975463867
2003-04-30,18.632442474365234
2003-05-01,18.26144790649414
2003-05-02,18.449222564697266
2003-05-05,18.43548011779785
2003-05-06,18.664499282836914
2003-05-07,18.779001235961914
2003-05-08,18.568307876586914
2003-05-09,18.742368698120117
2003-05-12,19.200389862060547
2003-05-13,18.884353637695312
2003-05-14,18.664499282836914
2003-05-15,18.779001235961914
2003-05-16,18.65991973876953
2003-05-19,18.188156127929688
2003-05-20,18.10991668701172
2003-05-21,18.215763092041016
2003-05-22,18.74502944946289
2003-05-23,18.579347610473633
2003-05-27,18.777246475219727
2003-05-28,18.52411460876465
2003-05-29,18.151334762573242
2003-05-30,18.60695457458496
2003-06-02,18.952131271362305
2003-06-03,18.386056900024414
2003-06-04,19.334117889404297
2003-06-05,20.33281135559082
2003-06-06,20.226957321166992
2003-06-09,19.697704315185547
2003-06-10,19.7667293548584
2003-06-11,20.378833770751953
2003-06-12,20.664169311523438
2003-06-13,19.964628219604492
2003-06-16,20.926504135131836
2003-06-17,20.986330032348633
2003-06-18,20.8022518157959
2003-06-19,20.249963760375977
2003-06-20,20.2315673828125
2003-06-23,19.803556442260742
2003-06-24,19.63787078857422
2003-06-25,19.182247161865234
2003-06-26,19.499807357788086
2003-06-27,19.196056365966797
2003-06-30,19.324920654296875
2003-07-01,19.196056365966797
2003-07-02,19.50440788269043
2003-07-03,19.2282657623291
2003-07-07,19.329524993896484
2003-07-08,19.775938034057617
2003-07-09,19.72991371154785
2003-07-10,19.458375930786133
2003-07-11,19.66087532043457
2003-07-14,19.950815200805664
2003-07-15,19.886390686035156
2003-07-16,20.038267135620117
2003-07-17,20.480083465576172
2003-07-18,20.866670608520508
2003-07-21,20.88507080078125
2003-07-22,20.673377990722656
2003-07-23,21.073776245117188
2003-07-24,21.276281356811523
2003-07-25,21.372922897338867
2003-07-28,20.98173713684082
2003-07-29,20.829858779907227
2003-07-30,20.516891479492188
2003-07-31,21.216449737548828
2003-08-01,21.446569442749023
2003-08-04,21.340715408325195
2003-08-05,20.829858779907227
2003-08-06,20.742408752441406
2003-08-07,20.967927932739258
2003-08-08,21.147409439086914
2003-08-11,21.19344139099121
2003-08-12,21.441951751708984
2003-08-13,21.764123916625977
2003-08-14,21.95280647277832
2003-08-15,22.09087562561035
2003-08-18,22.666162490844727
2003-08-19,22.50444984436035
2003-08-20,22.40281105041504
2003-08-21,22.592233657836914
2003-08-22,22.453643798828125
2003-08-25,22.176427841186523
2003-08-26,22.070167541503906
2003-08-27,22.051685333251953
2003-08-28,22.375089645385742
2003-08-29,22.87868309020996
2003-09-02,23.400760650634766
2003-09-03,22.8232479095459
2003-09-04,22.837106704711914
2003-09-05,22.393564224243164
2003-09-08,22.661550521850586
2003-09-09,22.084033966064453
2003-09-10,21.418737411499023
2003-09-11,21.68670082092285
2003-09-12,21.691316604614258
2003-09-15,21.575820922851562
2003-09-16,22.29193878173828
2003-09-17,21.913087844848633
2003-09-18,22.042451858520508
