Date,IVZ
2000-01-03,9.675556182861328
2000-01-04,9.512849807739258
2000-01-05,9.1115083694458
2000-01-06,9.003036499023438
2000-01-07,9.339298248291016
2000-01-10,9.285061836242676
2000-01-11,9.523698806762695
2000-01-12,9.63216781616211
2000-01-13,10.066051483154297
2000-01-14,10.141976356506348
2000-01-18,10.499929428100586
2000-01-19,10.239599227905273
2000-01-20,9.849108695983887
2000-01-21,9.816566467285156
2000-01-24,10.055204391479492
2000-01-25,9.8816499710083
2000-01-26,9.44776439666748
2000-01-27,9.371842384338379
2000-01-28,9.285061836242676
2000-01-31,9.40438175201416
2000-02-01,9.545392990112305
2000-02-02,9.784027099609375
2000-02-03,9.63216781616211
2000-02-04,9.827415466308594
2000-02-07,10.044354438781738
2000-02-08,10.369763374328613
2000-02-09,10.45654010772705
2000-02-10,9.925042152404785
2000-02-11,9.762328147888184
2000-02-14,9.74063777923584
2000-02-15,9.328451156616211
2000-02-16,9.8057222366333
2000-02-17,10.066051483154297
2000-02-18,10.196215629577637
2000-02-22,10.250445365905762
2000-02-23,10.022659301757812
2000-02-24,10.152827262878418
2000-02-25,10.141976356506348
2000-02-28,9.8816499710083
2000-02-29,9.903340339660645
2000-03-01,9.979269981384277
2000-03-02,10.239599227905273
2000-03-03,10.413150787353516
2000-03-06,10.69517993927002
2000-03-07,10.499929428100586
2000-03-08,10.760258674621582
2000-03-09,11.042283058166504
2000-03-10,10.803646087646484
2000-03-13,10.326377868652344
2000-03-14,10.521628379821777
2000-03-15,10.391465187072754
2000-03-16,10.69517993927002
2000-03-17,10.847039222717285
2000-03-20,10.90126895904541
2000-03-21,11.931740760803223
2000-03-22,11.888346672058105
2000-03-23,11.714798927307129
2000-03-24,11.888346672058105
2000-03-27,11.97512435913086
2000-03-28,11.866656303405762
2000-03-29,11.823265075683594
2000-03-30,11.714798927307129
2000-03-31,12.322230339050293
2000-04-03,12.365618705749512
2000-04-04,11.72564697265625
2000-04-05,11.8869047164917
2000-04-06,11.690248489379883
2000-04-07,11.712095260620117
2000-04-10,11.712095260620117
2000-04-11,11.755802154541016
2000-04-12,11.974308013916016
2000-04-13,11.580995559692383
2000-04-14,10.40104866027832
2000-04-17,10.182531356811523
2000-04-18,10.248085021972656
2000-04-19,11.023797988891602
2000-04-20,11.351556777954102
2000-04-24,11.329708099365234
2000-04-25,11.799500465393066
2000-04-26,12.149118423461914
2000-04-27,12.0617094039917
2000-04-28,12.455028533935547
2000-05-01,12.597060203552246
2000-05-02,12.750016212463379
2000-05-03,12.651691436767578
2000-05-04,12.42225456237793
2000-05-05,12.49872875213623
2000-05-08,11.8869047164917
2000-05-09,11.57007122039795
2000-05-10,11.318782806396484
2000-05-11,11.406183242797852
2000-05-12,10.88176155090332
2000-05-15,11.329708099365234
2000-05-16,11.187671661376953
2000-05-17,10.969165802001953
2000-05-18,11.515436172485352
2000-05-19,11.08934497833252
2000-05-22,10.706960678100586
2000-05-23,10.608625411987305
2000-05-24,10.79436206817627
2000-05-25,10.674179077148438
2000-05-26,10.859911918640137
2000-05-30,11.100271224975586
2000-05-31,11.362483978271484
2000-06-01,11.275076866149902
2000-06-02,11.460808753967285
2000-06-05,11.624690055847168
2000-06-06,11.777654647827148
2000-06-07,11.941534042358398
2000-06-08,11.974308013916016
2000-06-09,12.0617094039917
2000-06-12,12.105417251586914
2000-06-13,11.91968059539795
2000-06-14,11.941534042358398
2000-06-15,12.575214385986328
2000-06-16,13.023153305053711
2000-06-19,12.848344802856445
2000-06-20,12.902970314025879
2000-06-21,12.968518257141113
2000-06-22,13.066852569580078
2000-06-23,13.252593994140625
2000-06-26,13.307212829589844
2000-06-27,13.536654472351074
2000-06-28,13.44924259185791
2000-06-29,13.645903587341309
2000-06-30,13.700530052185059
2000-07-03,14.071999549865723
2000-07-05,13.820716857910156
2000-07-06,13.809788703918457
2000-07-07,13.853489875793457
2000-07-10,14.039222717285156
2000-07-11,14.203104019165039
2000-07-12,14.214032173156738
2000-07-13,14.661971092224121
2000-07-14,15.0771484375
2000-07-17,15.481379508972168
2000-07-18,14.85862922668457
2000-07-19,14.334209442138672
2000-07-20,14.771225929260254
2000-07-21,15.20824909210205
2000-07-24,15.1754789352417
2000-07-25,14.585498809814453
2000-07-26,14.760307312011719
2000-07-27,14.672901153564453
2000-07-28,14.574566841125488
2000-07-31,15.241019248962402
2000-08-01,15.20824909210205
2000-08-02,15.4486083984375
2000-08-03,15.328433990478516
2000-08-04,15.251951217651367
2000-08-07,15.4486083984375
2000-08-08,15.688963890075684
2000-08-09,15.874702453613281
2000-08-10,16.50837516784668
2000-08-11,16.80337142944336
2000-08-14,17.043725967407227
2000-08-15,17.218534469604492
2000-08-16,17.05465316772461
2000-08-17,16.748741149902344
2000-08-18,17.043725967407227
2000-08-21,17.087421417236328
2000-08-22,17.415193557739258
2000-08-23,17.579076766967773
2000-08-24,17.71017837524414
2000-08-25,18.529586791992188
2000-08-28,18.35477066040039
2000-08-29,17.797574996948242
2000-08-30,17.66647720336914
2000-08-31,18.704389572143555
2000-09-01,19.775089263916016
2000-09-05,19.261592864990234
2000-09-06,18.332042694091797
2000-09-07,17.795122146606445
2000-09-08,17.15957260131836
2000-09-11,17.24724006652832
2000-09-12,17.36777114868164
2000-09-13,17.433515548706055
2000-09-14,17.992359161376953
2000-09-15,18.343000411987305
2000-09-18,17.98139762878418
2000-09-19,18.277244567871094
2000-09-20,17.893735885620117
2000-09-21,17.630754470825195
2000-09-22,17.806079864501953
2000-09-25,17.970436096191406
2000-09-26,18.321083068847656
2000-09-27,18.75937843322754
2000-09-28,19.077159881591797
2000-09-29,19.438751220703125
2000-10-02,19.822269439697266
2000-10-03,19.13194465637207
2000-10-04,19.49354362487793
2000-10-05,19.471633911132812
2000-10-06,19.110023498535156
2000-10-09,18.551198959350586
2000-10-10,18.145761489868164
2000-10-11,17.22532844543457
2000-10-12,17.22532844543457
2000-10-13,17.433515548706055
2000-10-16,17.674585342407227
2000-10-17,17.334909439086914
