Date,MU
2000-07-25,84.60616302490234
2000-07-26,80.4612045288086
2000-07-27,74.8532943725586
2000-07-28,76.9867172241211
2000-07-31,79.48590087890625
2000-08-01,77.108642578125
2000-08-02,78.3277359008789
2000-08-03,75.64569854736328
2000-08-04,71.31785583496094
2000-08-07,74.24373626708984
2000-08-08,74.9751968383789
2000-08-09,79.7297134399414
2000-08-10,73.14654541015625
2000-08-11,73.75608825683594
2000-08-14,78.5106201171875
2000-08-15,84.3623275756836
2000-08-16,85.09380340576172
2000-08-17,87.65392303466797
2000-08-18,86.92247009277344
2000-08-21,86.31291198730469
2000-08-22,85.82526397705078
2000-08-23,88.50731658935547
2000-08-24,90.2750244140625
2000-08-25,86.80055236816406
2000-08-28,87.10533142089844
2000-08-29,85.09380340576172
2000-08-30,81.61934661865234
2000-08-31,79.48590087890625
2000-09-01,76.3771743774414
2000-09-05,76.5600357055664
2000-09-06,68.2701187133789
2000-09-07,71.68360137939453
2000-09-08,67.29480743408203
2000-09-11,63.27175521850586
2000-09-12,61.747867584228516
2000-09-13,64.79561614990234
2000-09-14,61.443092346191406
2000-09-15,57.78575897216797
2000-09-18,57.05430221557617
2000-09-19,64.06417846679688
2000-09-20,64.79561614990234
2000-09-21,53.7626953125
2000-09-22,51.4463996887207
2000-09-25,45.59466552734375
2000-09-26,48.398624420166016
2000-09-27,50.34918975830078
2000-09-28,48.276710510253906
2000-09-29,44.86321258544922
2000-10-02,41.327796936035156
2000-10-03,41.99831008911133
2000-10-04,45.77754592895508
2000-10-05,39.98677444458008
2000-10-06,39.80390167236328
2000-10-09,38.767662048339844
2000-10-10,35.96371841430664
2000-10-11,36.81709289550781
2000-10-12,34.68364715576172
2000-10-13,35.476078033447266
2000-10-16,32.854976654052734
2000-10-17,28.283327102661133
2000-10-18,27.85664176940918
2000-10-19,33.83027267456055
2000-10-20,34.01313400268555
2000-10-23,35.41511535644531
2000-10-24,32.672122955322266
2000-10-25,29.441484451293945
2000-10-26,30.843456268310547
2000-10-27,29.5024356842041
2000-10-30,31.879703521728516
2000-10-31,33.8912239074707
2000-11-01,34.74460983276367
2000-11-02,34.43982696533203
2000-11-03,34.86651611328125
2000-11-06,33.25119400024414
2000-11-07,35.049381256103516
2000-11-08,33.769317626953125
2000-11-09,31.75778579711914
2000-11-10,29.380525588989258
2000-11-13,31.574922561645508
2000-11-14,32.550201416015625
2000-11-15,34.13505935668945
2000-11-16,32.3063850402832
2000-11-17,32.91593933105469
2000-11-20,34.62269973754883
2000-11-21,33.647403717041016
2000-11-22,35.049381256103516
2000-11-24,39.8648567199707
2000-11-27,36.20753479003906
2000-11-28,32.672122955322266
2000-11-29,33.464542388916016
2000-11-30,30.721546173095703
2000-12-01,30.172945022583008
2000-12-04,30.41676902770996
2000-12-05,32.3063850402832
2000-12-06,31.20918846130371
2000-12-07,29.8681697845459
2000-12-08,33.83027267456055
2000-12-11,36.573272705078125
2000-12-12,35.35417175292969
2000-12-13,33.52549362182617
2000-12-14,34.074100494384766
2000-12-15,34.988426208496094
2000-12-18,35.1103401184082
2000-12-19,33.8912239074707
2000-12-20,29.07575225830078
2000-12-21,30.172945022583008
2000-12-22,34.074100494384766
2000-12-26,35.1103401184082
2000-12-27,36.390403747558594
2000-12-28,35.049381256103516
2000-12-29,34.62269973754883
2001-01-02,34.50077819824219
2001-01-03,40.962059020996094
2001-01-04,38.40192794799805
2001-01-05,35.59798049926758
2001-01-08,36.0246696472168
2001-01-09,35.841800689697266
2001-01-10,37.060909271240234
2001-01-11,39.98677444458008
2001-01-12,40.413455963134766
2001-01-16,37.97523498535156
2001-01-17,38.2800178527832
2001-01-18,43.33932113647461
2001-01-19,45.28989028930664
2001-01-22,43.40027618408203
2001-01-23,42.1811637878418
2001-01-24,43.766014099121094
2001-01-25,42.66881561279297
2001-01-26,42.85167694091797
2001-01-29,44.180511474609375
2001-01-30,45.69219970703125
2001-01-31,44.63888168334961
2001-02-01,41.137611389160156
2001-02-02,40.18183517456055
2001-02-05,37.3339958190918
2001-02-06,38.738407135009766
2001-02-07,37.86064910888672
2001-02-08,38.98222732543945
2001-02-09,37.802127838134766
2001-02-12,38.4458122253418
2001-02-13,40.474422454833984
2001-02-14,45.350852966308594
2001-02-15,43.497806549072266
2001-02-16,41.49846267700195
2001-02-20,37.64606857299805
2001-02-21,37.45103454589844
2001-02-22,37.060909271240234
2001-02-23,36.32944107055664
2001-02-26,34.13505935668945
2001-02-27,34.183815002441406
2001-02-28,33.37432098388672
2001-03-01,35.01280212402344
2001-03-02,35.198116302490234
2001-03-05,38.03619384765625
2001-03-06,42.776100158691406
2001-03-07,39.98677444458008
2001-03-08,41.791053771972656
2001-03-09,39.742950439453125
2001-03-12,39.75270080566406
2001-03-13,42.961402893066406
2001-03-14,42.444496154785156
2001-03-15,40.279354095458984
2001-03-16,39.06025695800781
2001-03-19,41.99586868286133
2001-03-20,39.596649169921875
2001-03-21,40.97181701660156
2001-03-22,45.5459098815918
2001-03-23,47.6232795715332
2001-03-26,45.711708068847656
2001-03-27,46.813785552978516
2001-03-28,43.156455993652344
2001-03-29,44.131736755371094
2001-03-30,40.50366973876953
2001-04-02,35.35417175292969
2001-04-03,35.36391830444336
2001-04-04,33.744930267333984
2001-04-05,37.45103454589844
2001-04-06,35.910072326660156
2001-04-09,35.003055572509766
2001-04-10,37.20720672607422
2001-04-11,40.57194137573242
2001-04-12,45.26308059692383
2001-04-16,43.40027618408203
2001-04-17,41.87882614135742
2001-04-18,46.13108825683594
2001-04-19,46.76502227783203
2001-04-20,45.38985824584961
2001-04-23,42.278690338134766
2001-04-24,39.01148223876953
2001-04-25,41.62525177001953
2001-04-26,41.43020248413086
2001-04-27,42.98090362548828
2001-04-30,44.25852966308594
2001-05-01,42.698062896728516
2001-05-02,42.034873962402344
2001-05-03,40.45491027832031
2001-05-04,40.76700210571289
2001-05-07,41.83980941772461
2001-05-08,40.85478210449219
2001-05-09,40.474422454833984
2001-05-10,39.06025695800781
2001-05-11,39.323577880859375
2001-05-14,39.69418716430664
2001-05-15,38.13373565673828
2001-05-16,38.23126220703125
2001-05-17,40.025787353515625
2001-05-18,39.099266052246094
2001-05-21,41.56672668457031
2001-05-22,39.81121826171875
2001-05-23,39.25531005859375
2001-05-24,39.235801696777344
2001-05-25,39.69418716430664
2001-05-29,37.04140853881836
2001-05-30,35.83204650878906
2001-05-31,36.573272705078125
2001-06-01,38.23126220703125
2001-06-04,37.46078109741211
2001-06-05,40.962059020996094
2001-06-06,40.445159912109375
2001-06-07,43.74163055419922
2001-06-08,42.24943542480469
2001-06-11,40.58169937133789
2001-06-12,40.718231201171875
2001-06-13,39.88924789428711
2001-06-14,36.86585235595703
2001-06-15,38.52384567260742
2001-06-18,37.54855728149414
2001-06-19,37.080421447753906
2001-06-20,35.9295768737793
2001-06-21,36.778079986572266
2001-06-22,37.431522369384766
2001-06-25,38.055702209472656
2001-06-26,39.01148223876953
2001-06-27,38.75791549682617
2001-06-28,40.57194137573242
2001-06-29,40.08429718017578
2001-07-02,41.25464630126953
2001-07-03,42.1811637878418
2001-07-05,40.85478210449219
2001-07-06,37.93867111206055
2001-07-09,37.54855728149414
2001-07-10,36.661041259765625
2001-07-11,38.52384567260742
2001-07-12,39.00172805786133
2001-07-13,38.045955657958984
2001-07-16,35.841800689697266
2001-07-17,37.714359283447266
2001-07-18,37.30472946166992
2001-07-19,38.582359313964844
2001-07-20,38.12397384643555
2001-07-23,37.1584358215332
2001-07-24,36.90486526489258
2001-07-25,37.431522369384766
2001-07-26,39.75270080566406
2001-07-27,40.2306022644043
2001-07-30,40.33787155151367
2001-07-31,40.962059020996094
2001-08-01,42.62004470825195
2001-08-02,43.7903938293457
2001-08-03,42.37622833251953
2001-08-06,40.97181701660156
2001-08-07,39.91850662231445
2001-08-08,38.2800178527832
2001-08-09,37.802127838134766
2001-08-10,38.22149658203125
2001-08-13,37.83139419555664
2001-08-14,36.47574234008789
2001-08-15,35.54922103881836
2001-08-16,36.7878303527832
2001-08-17,35.20786666870117
2001-08-20,35.15909957885742
2001-08-21,34.42763900756836
2001-08-22,36.32944107055664
2001-08-23,35.38341522216797
2001-08-24,37.58757019042969
2001-08-27,39.35282516479492
2001-08-28,38.055702209472656
2001-08-29,36.62202835083008
2001-08-30,35.822288513183594
2001-08-31,36.68054962158203
2001-09-04,35.40291976928711
2001-09-05,35.1103401184082
2001-09-06,32.63310241699219
2001-09-07,31.940656661987305
2001-09-10,30.97512435913086
2001-09-17,28.4783878326416
2001-09-18,24.79180335998535
2001-09-19,22.8704833984375
2001-09-20,21.54409408569336
2001-09-21,20.58831214904785
2001-09-24,21.748903274536133
2001-09-25,20.71510124206543
2001-09-26,16.823701858520508
2001-09-27,17.340608596801758
2001-09-28,18.364660263061523
2001-10-01,17.311349868774414
2001-10-02,17.818496704101562
2001-10-03,18.530454635620117
2001-10-04,19.00834846496582
2001-10-05,19.564258575439453
2001-10-08,20.627323150634766
2001-10-09,19.505741119384766
2001-10-10,20.705347061157227
2001-10-11,22.919246673583984
2001-10-12,24.869821548461914
2001-10-15,22.568143844604492
2001-10-16,21.505083084106445
2001-10-17,20.14943504333496
2001-10-18,19.26192283630371
2001-10-19,20.28597068786621
2001-10-22,21.202743530273438
2001-10-23,21.251506805419922
2001-10-24,21.8464298248291
2001-10-25,22.655916213989258
2001-10-26,23.358129501342773
2001-10-29,21.94396209716797
2001-10-30,20.559051513671875
2001-10-31,22.197534561157227
2001-11-01,22.43160629272461
2001-11-02,24.138355255126953
2001-11-05,23.9920654296875
2001-11-06,23.865276336669922
2001-11-07,25.259939193725586
2001-11-08,26.244976043701172
2001-11-09,25.464746475219727
2001-11-12,26.479045867919922
2001-11-13,28.283327102661133
2001-11-14,27.073970794677734
2001-11-15,27.073970794677734
2001-11-16,25.650053024291992
2001-11-19,26.644845962524414
2001-11-20,25.41598129272461
2001-11-21,25.259939193725586
2001-11-23,26.079177856445312
2001-11-26,27.893213272094727
2001-11-27,28.42961883544922
2001-11-28,26.069429397583008
2001-11-29,27.161745071411133
2001-11-30,26.488798141479492
2001-12-03,27.85420036315918
2001-12-04,29.73650550842285
2001-12-05,32.24299621582031
2001-12-06,31.745601654052734
2001-12-07,30.965370178222656
2001-12-10,30.311918258666992
2001-12-11,30.13637351989746
2001-12-12,30.965370178222656
2001-12-13,28.956275939941406
2001-12-14,29.5024356842041
2001-12-17,29.941312789916992
2001-12-18,31.02388572692871
2001-12-19,29.356143951416016
2001-12-20,28.780725479125977
2001-12-21,29.414657592773438
2001-12-24,28.985532760620117
2001-12-26,29.648723602294922
2001-12-27,30.399700164794922
2001-12-28,30.87759017944336
2001-12-31,30.233901977539062
2002-01-02,32.418548583984375
2002-01-03,35.60773468017578
2002-01-04,35.06157684326172
2002-01-07,35.25663375854492
2002-01-08,34.42763900756836
2002-01-09,34.144805908203125
2002-01-10,32.91593933105469
2002-01-11,34.26184844970703
2002-01-14,34.720218658447266
2002-01-15,34.42763900756836
2002-01-16,32.8671760559082
2002-01-17,33.15976333618164
2002-01-18,31.004379272460938
2002-01-22,30.116867065429688
2002-01-23,30.85808753967285
2002-01-24,31.062898635864258
2002-01-25,31.69683074951172
2002-01-28,31.50177574157715
2002-01-29,29.73650550842285
2002-01-30,31.599302291870117
2002-01-31,32.91593933105469
2002-02-01,33.98876190185547
2002-02-04,33.54988098144531
2002-02-05,33.59864044189453
2002-02-06,35.78329086303711
2002-02-07,33.023223876953125
2002-02-08,34.03752517700195
2002-02-11,36.67079544067383
2002-02-12,36.86585235595703
2002-02-13,38.045955657958984
2002-02-14,37.30472946166992
2002-02-15,36.036869049072266
2002-02-19,35.685752868652344
2002-02-20,35.59798049926758
2002-02-21,32.389286041259766
2002-02-22,31.726083755493164
2002-02-25,33.20852279663086
2002-02-26,32.8671760559082
2002-02-27,33.354827880859375
2002-02-28,31.355480194091797
2002-03-01,35.39317321777344
2002-03-04,37.743614196777344
2002-03-05,38.52384567260742
2002-03-06,36.924373626708984
2002-03-07,36.222164154052734
2002-03-08,37.21696472167969
2002-03-11,36.036869049072266
2002-03-12,34.80799102783203
2002-03-13,33.257293701171875
2002-03-14,31.22869300842285
2002-03-15,32.56483840942383
2002-03-18,32.42830276489258
2002-03-19,32.96470642089844
2002-03-20,31.69683074951172
2002-03-21,33.657161712646484
2002-03-22,33.062232971191406
2002-03-25,32.184478759765625
2002-03-26,33.18901824951172
2002-03-27,32.184478759765625
2002-03-28,32.086944580078125
2002-04-01,32.76964569091797
2002-04-02,31.599302291870117
2002-04-03,30.019336700439453
2002-04-04,29.834033966064453
2002-04-05,29.11232566833496
2002-04-08,30.13637351989746
2002-04-09,29.307376861572266
2002-04-10,29.77552032470703
2002-04-11,28.4783878326416
2002-04-12,28.34184455871582
2002-04-15,27.990741729736328
2002-04-16,29.365896224975586
2002-04-17,29.49268341064453
2002-04-18,28.283327102661133
2002-04-19,28.770973205566406
2002-04-22,30.13637351989746
2002-04-23,28.663686752319336
2002-04-24,26.625337600708008
2002-04-25,26.869157791137695
2002-04-26,25.35746955871582
2002-04-29,25.796348571777344
2002-04-30,23.114303588867188
2002-05-01,24.089595794677734
2002-05-02,22.78270721435547
2002-05-03,22.05124282836914
2002-05-06,22.217039108276367
2002-05-07,22.675426483154297
2002-05-08,23.90428924560547
2002-05-09,22.285314559936523
2002-05-10,21.914701461791992
2002-05-13,23.01677894592285
2002-05-14,25.650053024291992
2002-05-15,24.860074996948242
2002-05-16,25.367219924926758
2002-05-17,24.391929626464844
2002-05-20,23.85552215576172
2002-05-21,23.01677894592285
2002-05-22,22.9680118560791
2002-05-23,23.699472427368164
2002-05-24,22.78270721435547
2002-05-28,22.54863739013672
2002-05-29,22.31456756591797
2002-05-30,22.919246673583984
2002-05-31,22.997268676757812
2002-06-03,21.748903274536133
2002-06-04,22.265804290771484
2002-06-05,21.89519691467285
2002-06-06,21.748903274536133
2002-06-07,21.602611541748047
2002-06-10,20.92966079711914
2002-06-11,20.3444881439209
2002-06-12,21.114965438842773
2002-06-13,20.57856559753418
2002-06-14,21.748903274536133
2002-06-17,22.72418975830078
2002-06-18,23.01677894592285
2002-06-19,19.58376121520996
2002-06-20,17.945280075073242
2002-06-21,18.32564926147461
2002-06-24,19.232662200927734
2002-06-25,19.26192283630371
2002-06-26,18.530454635620117
2002-06-27,19.99338722229004
2002-06-28,19.720304489135742
2002-07-01,19.505741119384766
2002-07-02,18.764522552490234
2002-07-03,19.99338722229004
2002-07-05,21.758655548095703
2002-07-08,21.06620216369629
2002-07-09,21.87569236755371
2002-07-10,20.754117965698242
2002-07-11,21.797664642333984
2002-07-12,22.811967849731445
2002-07-15,23.845767974853516
2002-07-16,22.655916213989258
2002-07-17,23.406892776489258
2002-07-18,22.217039108276367
2002-07-19,21.729398727416992
2002-07-22,19.99338722229004
2002-07-23,19.456979751586914
2002-07-24,21.21249008178711
2002-07-25,18.72551727294922
2002-07-26,19.14488410949707
2002-07-29,20.3444881439209
2002-07-30,20.461524963378906
2002-07-31,19.00834846496582
2002-08-01,18.042808532714844
2002-08-02,17.73072052001953
2002-08-05,16.823701858520508
2002-08-06,17.847755432128906
2002-08-07,18.228116989135742
2002-08-08,18.72551727294922
2002-08-09,18.432926177978516
2002-08-12,17.935527801513672
2002-08-13,17.68195915222168
2002-08-14,18.969335556030273
2002-08-15,19.495988845825195
2002-08-16,20.334739685058594
2002-08-19,21.58310317993164
2002-08-20,19.808082580566406
2002-08-21,20.666332244873047
2002-08-22,20.57856559753418
2002-08-23,19.613027572631836
2002-08-26,18.99859619140625
2002-08-27,17.90627098083496
2002-08-28,17.389368057250977
2002-08-29,16.823701858520508
2002-08-30,16.823701858520508
2002-09-03,16.589632034301758
2002-09-04,16.96999740600586
2002-09-05,16.774940490722656
2002-09-06,17.311349868774414
2002-09-09,16.99925422668457
2002-09-10,18.296388626098633
2002-09-11,18.237871170043945
2002-09-12,17.243078231811523
2002-09-13,16.092239379882812
2002-09-16,15.84841537475586
2002-09-17,15.72163200378418
2002-09-18,15.312007904052734
2002-09-19,14.902386665344238
2002-09-20,13.527230262756348
2002-09-23,12.44466495513916
2002-09-24,12.434910774230957
2002-09-25,13.059094429016113
2002-09-26,12.239853858947754
2002-09-27,12.425159454345703
2002-09-30,12.064302444458008
2002-10-01,12.67873477935791
2002-10-02,13.293163299560547
2002-10-03,12.132570266723633
2002-10-04,11.625422477722168
2002-10-07,11.459623336791992
2002-10-08,11.488883018493652
2002-10-09,11.839984893798828
2002-10-10,12.191088676452637
2002-10-11,13.332174301147461
2002-10-14,13.137116432189941
2002-10-15,14.1904296875
2002-10-16,12.132570266723633
2002-10-17,12.990825653076172
2002-10-18,13.654020309448242
2002-10-21,14.512271881103516
2002-10-22,14.092899322509766
2002-10-23,15.292502403259277
2002-10-24,15.604594230651855
2002-10-25,16.872465133666992
2002-10-28,16.4335880279541
2002-10-29,15.692373275756836
2002-10-30,15.351018905639648
2002-10-31,15.604594230651855
2002-11-01,16.384822845458984
2002-11-04,16.921232223510742
2002-11-05,16.570127487182617
2002-11-06,17.360109329223633
2002-11-07,16.111743927001953
2002-11-08,15.185219764709473
2002-11-11,13.74179744720459
2002-11-12,13.488218307495117
2002-11-13,12.747003555297852
2002-11-14,13.839323043823242
2002-11-15,13.527230262756348
2002-11-18,13.722289085388184
2002-11-19,13.390691757202148
2002-11-20,14.229437828063965
2002-11-21,15.292502403259277
2002-11-22,15.624101638793945
2002-11-25,16.08248519897461
2002-11-26,15.165714263916016
2002-11-27,15.711877822875977
2002-11-29,15.419291496276855
2002-12-02,15.351018905639648
2002-12-03,15.263242721557617
2002-12-04,13.605254173278809
2002-12-05,13.380940437316895
2002-12-06,13.010330200195312
2002-12-09,12.561698913574219
2002-12-10,13.517476081848145
2002-12-11,13.332174301147461
2002-12-12,13.23464584350586
2002-12-13,12.66897964477539
2002-12-16,13.156622886657715
2002-12-17,12.951811790466309
2002-12-18,9.967434883117676
2002-12-19,9.938175201416016
2002-12-20,9.947928428649902
2002-12-23,10.045458793640137
2002-12-24,10.01620101928711
2002-12-26,10.035704612731934
2002-12-27,10.045458793640137
2002-12-30,9.567570686340332
2002-12-31,9.499298095703125
2003-01-02,9.752870559692383
2003-01-03,9.908917427062988
2003-01-06,10.299032211303711
2003-01-07,10.728157997131348
2003-01-08,9.801634788513184
2003-01-09,9.704107284545898
2003-01-10,10.035704612731934
2003-01-13,9.84064769744873
2003-01-14,9.947928428649902
2003-01-15,9.713859558105469
2003-01-16,9.411517143249512
2003-01-17,8.933631896972656
2003-01-21,8.680054664611816
2003-01-22,8.28994083404541
2003-01-23,8.572772979736328
2003-01-24,8.026610374450684
2003-01-27,7.792544364929199
2003-01-28,7.743781089782715
2003-01-29,8.211919784545898
2003-01-30,8.114389419555664
2003-01-31,8.007107734680176
2003-02-03,8.192411422729492
2003-02-04,8.046119689941406
2003-02-05,7.938836574554443
2003-02-06,7.4316887855529785
2003-02-07,7.421935558319092
2003-02-10,7.168359756469727
2003-02-11,7.051327228546143
2003-02-12,6.827010154724121
2003-02-13,6.592942237854004
2003-02-14,7.022068023681641
2003-02-18,6.992807865142822
2003-02-19,7.256135940551758
2003-02-20,7.558475494384766
2003-02-21,7.334160327911377
2003-02-24,7.285394668579102
2003-02-25,7.17811393737793
2003-02-26,7.343911647796631
2003-02-27,7.421935558319092
2003-02-28,7.792544364929199
2003-03-03,7.236630916595459
2003-03-04,7.4121809005737305
2003-03-05,7.802297115325928
2003-03-06,7.704769611358643
2003-03-07,7.4121809005737305
2003-03-10,7.4316887855529785
2003-03-11,7.558475494384766
2003-03-12,7.548722743988037
2003-03-13,8.07537841796875
2003-03-14,7.656003952026367
2003-03-17,7.8315558433532715
2003-03-18,7.851062297821045
2003-03-19,7.9485907554626465
2003-03-20,7.802297115325928
2003-03-21,8.660550117492676
2003-03-24,8.133893966674805
2003-03-25,8.4947509765625
2003-03-26,8.250930786132812
2003-03-27,8.592279434204102
2003-03-28,8.504505157470703
2003-03-31,7.938836574554443
2003-04-01,7.8315558433532715
2003-04-02,8.533764839172363
2003-04-03,8.4947509765625
2003-04-04,8.504505157470703
2003-04-07,8.77758502960205
2003-04-08,8.650796890258789
2003-04-09,8.309447288513184
2003-04-10,8.338706970214844
2003-04-11,8.163152694702148
2003-04-14,8.328951835632324
2003-04-15,8.465493202209473
2003-04-16,8.52401065826416
2003-04-17,8.767831802368164
2003-04-21,8.933631896972656
2003-04-22,9.294486999511719
2003-04-23,9.313993453979492
2003-04-24,9.12868595123291
2003-04-25,8.475244522094727
2003-04-28,8.475244522094727
2003-04-29,8.445987701416016
2003-04-30,8.28994083404541
2003-05-01,8.309447288513184
2003-05-02,8.4947509765625
2003-05-05,8.77758502960205
2003-05-06,8.855607032775879
2003-05-07,8.875114440917969
2003-05-08,8.875114440917969
2003-05-09,9.411517143249512
2003-05-12,9.577319145202637
2003-05-13,9.899162292480469
2003-05-14,10.09422492980957
2003-05-15,10.055211067199707
2003-05-16,10.09422492980957
2003-05-19,9.782129287719727
2003-05-20,9.645589828491211
2003-05-21,9.694354057312012
2003-05-22,9.782129287719727
2003-05-23,9.782129287719727
2003-05-27,10.728157997131348
2003-05-28,10.68914794921875
2003-05-29,10.942723274230957
2003-05-30,11.040250778198242
2003-06-02,10.864699363708496
2003-06-03,11.108519554138184
2003-06-04,11.878996849060059
2003-06-05,12.16183090209961
2003-06-06,12.191088676452637
2003-06-09,12.005785942077637
2003-06-10,12.825026512145996
2003-06-11,12.951811790466309
2003-06-12,13.19563102722168
2003-06-13,12.756755828857422
2003-06-16,12.86403751373291
2003-06-17,12.727497100830078
2003-06-18,12.756755828857422
2003-06-19,12.425159454345703
2003-06-20,12.366641998291016
2003-06-23,11.7131986618042
2003-06-24,11.469372749328613
2003-06-25,11.56690502166748
2003-06-26,11.654680252075195
2003-06-27,11.508389472961426
2003-06-30,11.459623336791992
2003-07-01,12.025291442871094
2003-07-02,12.62021541595459
2003-07-03,12.493429183959961
2003-07-07,13.419951438903809
2003-07-08,13.654020309448242
2003-07-09,14.044136047363281
2003-07-10,13.536985397338867
2003-07-11,13.556488990783691
2003-07-14,13.946606636047363
2003-07-15,13.819820404052734
2003-07-16,13.575996398925781
2003-07-17,12.951811790466309
2003-07-18,13.946606636047363
2003-07-21,13.663775444030762
2003-07-22,13.946606636047363
2003-07-23,14.999916076660156
2003-07-24,14.483015060424805
2003-07-25,14.287957191467285
2003-07-28,14.20993423461914
2003-07-29,14.161169052124023
2003-07-30,13.995370864868164
2003-07-31,14.278204917907715
2003-08-01,14.736589431762695
2003-08-04,14.453757286071777
2003-08-05,13.878337860107422
2003-08-06,13.429704666137695
2003-08-07,13.263904571533203
2003-08-08,12.639720916748047
2003-08-11,12.688484191894531
2003-08-12,12.942061424255371
2003-08-13,13.049342155456543
2003-08-14,12.581202507019043
2003-08-15,12.191088676452637
2003-08-18,12.44466495513916
2003-08-19,13.517476081848145
2003-08-20,12.971320152282715
2003-08-21,13.419951438903809
2003-08-22,13.546737670898438
2003-08-25,13.302916526794434
2003-08-26,13.312668800354004
2003-08-27,13.654020309448242
2003-08-28,13.839323043823242
2003-08-29,14.00512409210205
2003-09-02,14.112405776977539
2003-09-03,13.8588285446167
2003-09-04,13.74179744720459
2003-09-05,13.946606636047363
2003-09-08,14.756094932556152
2003-09-09,14.336719512939453
2003-09-10,13.020085334777832
2003-09-11,13.263904571533203
2003-09-12,13.312668800354004
2003-09-15,12.89329719543457
2003-09-16,13.283411979675293
2003-09-17,13.829572677612305
2003-09-18,13.819820404052734
