Date,A
2000-08-07,23.70558738708496
2000-08-08,23.1464900970459
2000-08-09,23.44467544555664
2000-08-10,23.258312225341797
2000-08-11,24.227413177490234
2000-08-14,25.94196319580078
2000-08-15,25.345600128173828
2000-08-16,25.94196319580078
2000-08-17,27.731067657470703
2000-08-18,33.62018585205078
2000-08-21,36.0801887512207
2000-08-22,36.0801887512207
2000-08-23,36.0801887512207
2000-08-24,35.63292694091797
2000-08-25,34.88747024536133
2000-08-28,34.96201705932617
2000-08-29,37.57111358642578
2000-08-30,36.60203170776367
2000-08-31,36.378379821777344
2000-09-01,36.90020751953125
2000-09-05,36.862937927246094
2000-09-06,35.78201675415039
2000-09-07,36.90020751953125
2000-09-08,35.334747314453125
2000-09-11,33.84382247924805
2000-09-12,32.80019760131836
2000-09-13,32.80019760131836
2000-09-14,33.2474479675293
2000-09-15,33.99291229248047
2000-09-18,32.203819274902344
2000-09-19,32.12928009033203
2000-09-20,31.30927276611328
2000-09-21,28.62562370300293
2000-09-22,29.818355560302734
2000-09-25,28.81197738647461
2000-09-26,26.94832992553711
2000-09-27,27.432884216308594
2000-09-28,28.597675323486328
2000-09-29,29.184715270996094
2000-10-02,30.153825759887695
2000-10-03,31.68199348449707
2000-10-04,34.51475143432617
2000-10-05,32.874732971191406
2000-10-06,31.122896194458008
2000-10-09,30.228347778320312
2000-10-10,29.557424545288086
2000-10-11,27.321067810058594
2000-10-12,26.68743133544922
2000-10-13,26.46378517150879
2000-10-16,27.693790435791016
2000-10-17,25.83014678955078
2000-10-18,24.376501083374023
2000-10-19,26.09105682373047
2000-10-20,27.768339157104492
2000-10-23,30.451995849609375
2000-10-24,28.66289520263672
2000-10-25,25.42013931274414
2000-10-26,26.240148544311523
2000-10-27,27.283784866333008
2000-10-30,27.134700775146484
2000-10-31,27.619253158569336
2000-11-01,27.917428970336914
2000-11-02,28.70015525817871
2000-11-03,27.917428970336914
2000-11-06,27.65651512145996
2000-11-07,27.395606994628906
2000-11-08,26.46378517150879
2000-11-09,25.979236602783203
2000-11-10,23.519227981567383
2000-11-13,23.44467544555664
2000-11-14,25.42013931274414
2000-11-15,25.867422103881836
2000-11-16,24.823776245117188
2000-11-17,28.252891540527344
2000-11-20,26.61287498474121
2000-11-21,28.998340606689453
2000-11-22,28.62562370300293
2000-11-24,30.3774356842041
2000-11-27,30.116533279418945
2000-11-28,30.228347778320312
2000-11-29,32.12928009033203
2000-11-30,31.122896194458008
2000-12-01,31.607440948486328
2000-12-04,30.414718627929688
2000-12-05,32.83748245239258
2000-12-06,31.01107406616211
2000-12-07,32.203819274902344
2000-12-08,35.44655990600586
2000-12-11,34.440185546875
2000-12-12,34.14200973510742
2000-12-13,34.70110321044922
2000-12-14,35.334747314453125
2000-12-15,33.91838073730469
2000-12-18,33.99291229248047
2000-12-19,34.03019332885742
2000-12-20,31.30927276611328
2000-12-21,30.63835334777832
2000-12-22,32.613834381103516
2000-12-26,31.905620574951172
2000-12-27,33.35927963256836
2000-12-28,32.986549377441406
2000-12-29,32.65108108520508
2001-01-02,30.340166091918945
2001-01-03,33.47110366821289
2001-01-04,34.738365173339844
2001-01-05,32.83748245239258
2001-01-08,31.756540298461914
2001-01-09,31.607440948486328
2001-01-10,32.986549377441406
2001-01-11,34.328369140625
2001-01-12,33.47110366821289
2001-01-16,34.70110321044922
2001-01-17,36.9374885559082
2001-01-18,40.29204559326172
2001-01-19,39.09931945800781
2001-01-22,37.422035217285156
2001-01-23,37.422035217285156
2001-01-24,34.58927917480469
2001-01-25,32.94927978515625
2001-01-26,32.57654571533203
2001-01-29,32.45429992675781
2001-01-30,32.65108108520508
2001-01-31,32.531822204589844
2001-02-01,32.08455276489258
2001-02-02,31.1303653717041
2001-02-05,29.341257095336914
2001-02-06,30.39681053161621
2001-02-07,29.901844024658203
2001-02-08,32.32904815673828
2001-02-09,31.30927276611328
2001-02-12,30.486284255981445
2001-02-13,28.249906539916992
2001-02-14,28.62562370300293
2001-02-15,32.11436080932617
2001-02-16,29.818355560302734
2001-02-20,26.240148544311523
2001-02-21,23.973953247070312
2001-02-22,23.3000545501709
2001-02-23,22.840856552124023
2001-02-26,22.840856552124023
2001-02-27,22.751401901245117
2001-02-28,21.469219207763672
2001-03-01,22.846820831298828
2001-03-02,22.67983627319336
2001-03-05,22.69176483154297
2001-03-06,24.212493896484375
2001-03-07,24.42719078063965
2001-03-08,23.854677200317383
2001-03-09,22.09540367126465
2001-03-12,20.878808975219727
2001-03-13,21.81510353088379
2001-03-14,21.051755905151367
2001-03-15,20.78339385986328
2001-03-16,20.723745346069336
2001-03-19,22.059614181518555
2001-03-20,20.455387115478516
2001-03-21,18.845190048217773
2001-03-22,20.753572463989258
2001-03-23,22.560565948486328
2001-03-26,22.107318878173828
2001-03-27,22.02383804321289
2001-03-28,19.501201629638672
2001-03-29,17.891008377075195
2001-03-30,18.326356887817383
2001-04-02,18.397924423217773
2001-04-03,17.59282875061035
2001-04-04,16.751953125
2001-04-05,18.260753631591797
2001-04-06,16.578998565673828
2001-04-09,16.459732055664062
2001-04-10,17.801559448242188
2001-04-11,18.892913818359375
2001-04-12,20.252620697021484
2001-04-16,19.87094497680664
2001-04-17,19.876909255981445
2001-04-18,22.65598487854004
2001-04-19,23.252349853515625
2001-04-20,24.09322738647461
2001-04-23,23.854677200317383
2001-04-24,22.19677734375
2001-04-25,23.156930923461914
2001-04-26,22.667905807495117
2001-04-27,23.133073806762695
2001-04-30,23.26427459716797
2001-05-01,23.377586364746094
2001-05-02,23.687702178955078
2001-05-03,22.93031120300293
2001-05-04,22.882600784301758
2001-05-07,23.103261947631836
2001-05-08,22.91242218017578
2001-05-09,23.258312225341797
2001-05-10,23.383548736572266
2001-05-11,23.669809341430664
2001-05-14,23.10922622680664
2001-05-15,22.333946228027344
2001-05-16,22.960128784179688
2001-05-17,23.091333389282227
2001-05-18,21.469219207763672
2001-05-21,22.66194725036621
2001-05-22,23.40739631652832
2001-05-23,22.620201110839844
2001-05-24,21.648122787475586
2001-05-25,22.477066040039062
2001-05-29,21.439388275146484
2001-05-30,19.602588653564453
2001-05-31,20.002151489257812
2001-06-01,20.258588790893555
2001-06-04,19.978296279907227
2001-06-05,20.33611488342285
2001-06-06,20.4375057220459
2001-06-07,21.373790740966797
2001-06-08,20.878808975219727
2001-06-11,20.139307022094727
2001-06-12,19.859018325805664
2001-06-13,19.465415954589844
2001-06-14,18.547008514404297
2001-06-15,18.165340423583984
2001-06-18,17.891008377075195
2001-06-19,17.485483169555664
2001-06-20,16.948745727539062
2001-06-21,17.640533447265625
2001-06-22,17.533187866210938
2001-06-25,17.682283401489258
2001-06-26,17.413917541503906
2001-06-27,17.801559448242188
2001-06-28,18.89887046813965
2001-06-29,19.381921768188477
2001-07-02,19.733779907226562
2001-07-03,19.393856048583984
2001-07-05,19.185129165649414
2001-07-06,17.980459213256836
2001-07-09,17.83734130859375
2001-07-10,16.87718391418457
2001-07-11,16.024383544921875
2001-07-12,18.332317352294922
2001-07-13,18.06991195678711
2001-07-16,17.235008239746094
2001-07-17,17.59282875061035
2001-07-18,16.99049949645996
2001-07-19,17.27078628540039
2001-07-20,17.235008239746094
2001-07-23,16.525333404541016
2001-07-24,16.370277404785156
2001-07-25,16.602853775024414
2001-07-26,17.419876098632812
2001-07-27,17.950645446777344
2001-07-30,17.545116424560547
2001-07-31,17.06206703186035
2001-08-01,18.93465805053711
2001-08-02,18.93465805053711
2001-08-03,18.66628646850586
2001-08-06,18.380033493041992
2001-08-07,18.505268096923828
2001-08-08,17.264820098876953
2001-08-09,17.079954147338867
2001-08-10,17.050132751464844
2001-08-13,17.24693489074707
2001-08-14,17.616680145263672
2001-08-15,16.608829498291016
2001-08-16,16.40009880065918
2001-08-17,15.773911476135254
2001-08-20,15.559213638305664
2001-08-21,15.773911476135254
2001-08-22,15.732159614562988
2001-08-23,15.606922149658203
2001-08-24,16.57303810119629
2001-08-27,16.197324752807617
2001-08-28,16.40009880065918
2001-08-29,16.19136619567871
2001-08-30,15.53536605834961
2001-08-31,15.803720474243164
2001-09-04,15.404157638549805
2001-09-05,14.670628547668457
2001-09-06,14.312811851501465
2001-09-07,13.92516803741455
2001-09-10,13.746258735656738
2001-09-17,12.97098159790039
2001-09-18,12.959057807922363
2001-09-19,13.567350387573242
2001-09-20,12.416358947753906
2001-09-21,12.016792297363281
2001-09-24,12.52370834350586
2001-09-25,11.796136856079102
2001-09-26,11.50988483428955
2001-09-27,11.474100112915039
2001-09-28,11.658977508544922
2001-10-01,11.247482299804688
2001-10-02,11.969083786010742
2001-10-03,12.672800064086914
2001-10-04,12.94116497039795
2001-10-05,12.583341598510742
2001-10-08,12.77418041229248
2001-10-09,12.392508506774902
2001-10-10,13.0842924118042
2001-10-11,14.38437557220459
2001-10-12,13.931133270263672
2001-10-15,13.85360336303711
2001-10-16,14.199498176574707
2001-10-17,14.086190223693848
2001-10-18,13.537527084350586
2001-10-19,13.931133270263672
2001-10-22,14.080229759216309
2001-10-23,14.223353385925293
2001-10-24,14.444008827209473
2001-10-25,14.390338897705078
2001-10-26,14.515571594238281
2001-10-29,13.674698829650879
2001-10-30,13.239351272583008
2001-10-31,13.281092643737793
2001-11-01,13.656805038452148
2001-11-02,13.895353317260742
2001-11-05,14.599067687988281
2001-11-06,15.201391220092773
2001-11-07,14.730265617370605
2001-11-08,14.760078430175781
2001-11-09,14.789904594421387
2001-11-12,14.69448184967041
2001-11-13,14.879352569580078
2001-11-14,15.094043731689453
2001-11-15,14.9270658493042
2001-11-16,14.390338897705078
2001-11-19,14.557319641113281
2001-11-20,14.181604385375977
2001-11-21,14.50960922241211
2001-11-23,14.96881103515625
2001-11-26,15.65463638305664
2001-11-27,16.101909637451172
2001-11-28,16.07208824157715
2001-11-29,16.203285217285156
2001-11-30,16.26293182373047
2001-12-03,16.406057357788086
2001-12-04,16.78772735595703
2001-12-05,17.849262237548828
2001-12-06,17.747888565063477
2001-12-07,17.980459213256836
2001-12-10,17.861186981201172
2001-12-11,17.467592239379883
2001-12-12,18.314434051513672
2001-12-13,17.00838279724121
2001-12-14,17.193265914916992
2001-12-17,17.240964889526367
2001-12-18,17.187294006347656
2001-12-19,17.026283264160156
2001-12-20,16.519367218017578
2001-12-21,16.6684513092041
2001-12-24,17.002422332763672
2001-12-26,16.757917404174805
2001-12-27,17.1992244720459
2001-12-28,17.264820098876953
2001-12-31,17.002422332763672
2002-01-02,17.443735122680664
2002-01-03,18.547008514404297
2002-01-04,19.548913955688477
2002-01-07,19.471384048461914
2002-01-08,19.531017303466797
2002-01-09,19.065847396850586
2002-01-10,18.91676139831543
2002-01-11,18.5112361907959
2002-01-14,18.14148712158203
2002-01-15,18.15937614440918
2002-01-16,17.211149215698242
2002-01-17,17.515300750732422
2002-01-18,16.984527587890625
2002-01-22,16.197324752807617
2002-01-23,16.698270797729492
2002-01-24,17.169410705566406
2002-01-25,17.330429077148438
2002-01-28,17.67034912109375
2002-01-29,17.443735122680664
2002-01-30,17.557043075561523
2002-01-31,18.099735260009766
2002-02-01,17.658424377441406
2002-02-04,17.044166564941406
2002-02-05,16.197324752807617
2002-02-06,16.089981079101562
2002-02-07,15.738127708435059
2002-02-08,15.493610382080078
2002-02-11,15.946852684020996
2002-02-12,15.600958824157715
2002-02-13,16.018415451049805
2002-02-14,16.280820846557617
2002-02-15,16.40009880065918
2002-02-19,15.53536605834961
2002-02-20,17.211149215698242
2002-02-21,16.793697357177734
2002-02-22,16.85333251953125
2002-02-25,17.294639587402344
2002-02-26,17.718063354492188
2002-02-27,18.272687911987305
2002-02-28,18.57682991027832
2002-03-01,19.674144744873047
2002-03-04,20.848987579345703
2002-03-05,20.81321144104004
2002-03-06,20.526952743530273
2002-03-07,20.753572463989258
2002-03-08,21.52288055419922
2002-03-11,21.594449996948242
2002-03-12,21.475177764892578
2002-03-13,21.284339904785156
2002-03-14,21.266447067260742
2002-03-15,22.250450134277344
2002-03-18,22.101360321044922
2002-03-19,21.82703971862793
2002-03-20,20.49117088317871
2002-03-21,21.063684463500977
2002-03-22,20.497142791748047
2002-03-25,19.912694931030273
2002-03-26,19.990219116210938
2002-03-27,19.82919692993164
2002-03-28,20.848987579345703
2002-04-01,21.785289764404297
2002-04-02,21.29030990600586
2002-04-03,20.90266990661621
2002-04-04,20.359970092773438
2002-04-05,20.210872650146484
2002-04-08,20.39574432373047
2002-04-09,19.560836791992188
2002-04-10,19.78745460510254
2002-04-11,19.173200607299805
2002-04-12,19.292476654052734
2002-04-15,19.34614372253418
2002-04-16,20.216842651367188
2002-04-17,20.85495376586914
2002-04-18,20.634296417236328
2002-04-19,20.872838973999023
2002-04-22,20.127389907836914
2002-04-23,19.268617630004883
2002-04-24,18.564910888671875
2002-04-25,18.45755958557129
2002-04-26,17.867162704467773
2002-04-29,17.682283401489258
2002-04-30,17.92083168029785
2002-05-01,18.153411865234375
2002-05-02,17.354278564453125
2002-05-03,17.002422332763672
2002-05-06,16.608829498291016
2002-05-07,16.584964752197266
2002-05-08,17.914873123168945
2002-05-09,17.13959503173828
2002-05-10,16.6684513092041
2002-05-13,16.972599029541016
2002-05-14,18.517194747924805
2002-05-15,17.741920471191406
2002-05-16,17.652463912963867
2002-05-17,17.89697265625
2002-05-20,17.533187866210938
2002-05-21,17.02031707763672
2002-05-22,16.76387596130371
2002-05-23,16.59689712524414
2002-05-24,16.280820846557617
2002-05-28,16.185400009155273
2002-05-29,15.922991752624512
2002-05-30,15.583059310913086
2002-05-31,15.726197242736816
2002-06-03,15.225251197814941
2002-06-04,15.201391220092773
2002-06-05,14.96881103515625
2002-06-06,14.688519477844238
2002-06-07,14.133901596069336
2002-06-10,14.748159408569336
2002-06-11,15.064227104187012
2002-06-12,14.712374687194824
2002-06-13,14.312811851501465
2002-06-14,14.01462459564209
2002-06-17,15.03441333770752
2002-06-18,15.070199012756348
2002-06-19,14.491715431213379
2002-06-20,14.312811851501465
2002-06-21,14.288952827453613
2002-06-24,14.40822696685791
2002-06-25,14.044442176818848
2002-06-26,13.835715293884277
2002-06-27,14.44997501373291
2002-06-28,14.104081153869629
2002-07-01,13.793967247009277
2002-07-02,13.090254783630371
2002-07-03,13.716442108154297
2002-07-05,14.28299617767334
2002-07-08,13.716442108154297
2002-07-09,13.50771427154541
2002-07-10,13.17374324798584
2002-07-11,14.044442176818848
2002-07-12,14.235278129577637
2002-07-15,14.056371688842773
2002-07-16,13.889386177062988
2002-07-17,13.549457550048828
2002-07-18,12.959057807922363
2002-07-19,12.374611854553223
2002-07-22,11.921378135681152
2002-07-23,11.772283554077148
2002-07-24,11.295193672180176
2002-07-25,10.013002395629883
2002-07-26,10.323112487792969
2002-07-29,10.925440788269043
2002-07-30,11.050680160522461
2002-07-31,11.259408950805664
2002-08-01,10.591483116149902
2002-08-02,10.042820930480957
2002-08-05,9.351036071777344
2002-08-06,9.702887535095215
2002-08-07,10.060712814331055
2002-08-08,10.257509231567383
2002-08-09,9.971257209777832
2002-08-12,9.816201210021973
2002-08-13,9.476268768310547
2002-08-14,9.565727233886719
2002-08-15,9.559762001037598
2002-08-16,9.518017768859863
2002-08-19,10.400642395019531
2002-08-20,9.66114330291748
2002-08-21,10.168057441711426
2002-08-22,10.150167465209961
2002-08-23,9.55379867553711
2002-08-26,9.66114330291748
2002-08-27,9.130376815795898
2002-08-28,8.856049537658691
2002-08-29,8.468413352966309
2002-08-30,8.009207725524902
2002-09-03,7.663314342498779
2002-09-04,8.050954818725586
2002-09-05,8.18215274810791
2002-09-06,8.438591957092285
2002-09-09,8.78448486328125
2002-09-10,9.106524467468262
2002-09-11,9.201943397521973
2002-09-12,9.106524467468262
2002-09-13,8.933582305908203
2002-09-16,8.700995445251465
2002-09-17,8.802375793457031
2002-09-18,8.796414375305176
2002-09-19,8.390880584716797
2002-09-20,8.331250190734863
2002-09-23,7.961495876312256
2002-09-24,7.872044086456299
2002-09-25,8.390880584716797
2002-09-26,8.217935562133789
2002-09-27,7.8064398765563965
2002-09-30,7.788555145263672
2002-10-01,7.782591342926025
2002-10-02,7.454588890075684
2002-10-03,7.3353142738342285
2002-10-04,7.0371294021606445
2002-10-07,6.870145797729492
2002-10-08,7.293570041656494
2002-10-09,6.500400543212891
2002-10-10,6.470582008361816
2002-10-11,6.500400543212891
2002-10-14,6.566000461578369
2002-10-15,7.078876495361328
2002-10-16,6.7091288566589355
2002-10-17,7.216039657592773
2002-10-18,7.216039657592773
2002-10-21,7.472476959228516
2002-10-22,7.3353142738342285
2002-10-23,7.156405925750732
2002-10-24,7.782591342926025
2002-10-25,7.716989994049072
2002-10-28,8.062885284423828
2002-10-29,7.585790634155273
2002-10-30,8.271610260009766
2002-10-31,8.20004940032959
2002-11-01,8.69503402709961
2002-11-04,8.963395118713379
2002-11-05,8.987249374389648
2002-11-06,8.921651840209961
2002-11-07,8.474373817443848
2002-11-08,8.378958702087402
2002-11-11,8.074807167053223
2002-11-12,8.229866027832031
2002-11-13,7.991316795349121
2002-11-14,8.337211608886719
2002-11-15,8.229866027832031
2002-11-18,8.110590934753418
2002-11-19,9.899694442749023
2002-11-20,10.144205093383789
2002-11-21,10.877735137939453
2002-11-22,10.883698463439941
2002-11-25,11.64704704284668
2002-11-26,11.187845230102539
2002-11-27,11.676865577697754
2002-11-29,11.575482368469238
2002-12-02,11.50988483428955
2002-12-03,10.770387649536133
2002-12-04,10.203839302062988
2002-12-05,10.108421325683594
2002-12-06,10.013002395629883
2002-12-09,9.780417442321777
2002-12-10,10.233657836914062
2002-12-11,10.32907485961914
2002-12-12,10.245585441589355
2002-12-13,10.257509231567383
2002-12-16,10.507986068725586
2002-12-17,10.376786231994629
2002-12-18,10.048781394958496
2002-12-19,9.995109558105469
2002-12-20,10.73460865020752
2002-12-23,11.056645393371582
2002-12-24,10.871769905090332
2002-12-26,10.913519859313965
2002-12-27,10.853882789611816
2002-12-30,10.740571975708008
2002-12-31,10.710750579833984
2003-01-02,11.414462089538574
2003-01-03,11.360788345336914
2003-01-06,11.903487205505371
2003-01-07,11.796136856079102
2003-01-08,11.223625183105469
2003-01-09,11.670903205871582
2003-01-10,11.867704391479492
2003-01-13,11.700716018676758
2003-01-14,11.87366771697998
2003-01-15,11.259408950805664
2003-01-16,11.140137672424316
2003-01-17,10.764426231384277
2003-01-21,10.54973030090332
2003-01-22,10.388710021972656
2003-01-23,10.358895301818848
2003-01-24,9.959329605102539
2003-01-27,9.679036140441895
2003-01-28,10.018963813781738
2003-01-29,10.162093162536621
2003-01-30,9.625365257263184
2003-01-31,9.828128814697266
2003-02-03,9.834092140197754
2003-02-04,9.720780372619629
2003-02-05,9.732707977294922
2003-02-06,7.311460018157959
2003-02-07,6.828402519226074
2003-02-10,6.995384693145752
2003-02-11,7.186223983764648
2003-02-12,7.412842273712158
2003-02-13,7.424770832061768
2003-02-14,7.448622703552246
2003-02-18,7.573858737945557
2003-02-19,7.472476959228516
2003-02-20,7.514225006103516
2003-02-21,8.021138191223145
2003-02-24,7.746805191040039
2003-02-25,7.860121250152588
2003-02-26,7.6334991455078125
2003-02-27,7.812408924102783
2003-02-28,7.872044086456299
2003-03-03,7.764695167541504
2003-03-04,7.663314342498779
2003-03-05,7.770662307739258
2003-03-06,7.788555145263672
2003-03-07,7.985354900360107
2003-03-10,7.711026668548584
2003-03-11,7.490370750427246
2003-03-12,7.400914669036865
2003-03-13,7.770662307739258
2003-03-14,7.985354900360107
2003-03-17,8.384917259216309
2003-03-18,8.826231956481934
2003-03-19,8.742741584777832
2003-03-20,8.844121932983398
2003-03-21,8.826231956481934
2003-03-24,8.504191398620605
2003-03-25,8.468413352966309
2003-03-26,8.372992515563965
2003-03-27,8.432629585266113
2003-03-28,8.301426887512207
2003-03-31,7.842224597930908
2003-04-01,8.050954818725586
2003-04-02,8.563831329345703
2003-04-03,8.587684631347656
2003-04-04,8.563831329345703
2003-04-07,8.51612377166748
2003-04-08,8.539977073669434
2003-04-09,8.188118934631348
2003-04-10,8.396848678588867
2003-04-11,8.34317398071289
2003-04-14,8.408775329589844
2003-04-15,8.456483840942383
2003-04-16,8.70695972442627
2003-04-17,8.909722328186035
2003-04-21,9.112488746643066
2003-04-22,9.25561809539795
2003-04-23,9.679036140441895
2003-04-24,9.482236862182617
2003-04-25,9.315254211425781
2003-04-28,9.54783821105957
2003-04-29,9.607473373413086
2003-04-30,9.55379867553711
2003-05-01,9.655181884765625
2003-05-02,9.690960884094238
2003-05-05,9.541872024536133
2003-05-06,9.58361530303955
2003-05-07,9.535909652709961
2003-05-08,9.55379867553711
2003-05-09,9.738673210144043
2003-05-12,9.720780372619629
2003-05-13,9.6850004196167
2003-05-14,9.714820861816406
2003-05-15,9.965291976928711
2003-05-16,9.846015930175781
2003-05-19,9.249649047851562
2003-05-20,9.565727233886719
2003-05-21,9.452417373657227
2003-05-22,9.637289047241211
2003-05-23,9.696928024291992
2003-05-27,10.227693557739258
2003-05-28,10.525877952575684
2003-05-29,10.519914627075195
2003-05-30,10.812129974365234
2003-06-02,11.169955253601074
2003-06-03,11.360788345336914
2003-06-04,11.87366771697998
2003-06-05,11.718613624572754
2003-06-06,11.515846252441406
2003-06-09,11.205734252929688
2003-06-10,11.211697578430176
2003-06-11,11.265374183654785
2003-06-12,11.235550880432129
2003-06-13,11.283265113830566
2003-06-16,11.474100112915039
2003-06-17,11.474100112915039
2003-06-18,11.664938926696777
2003-06-19,11.486031532287598
2003-06-20,11.366755485534668
2003-06-23,11.265374183654785
2003-06-24,11.181879043579102
2003-06-25,11.283265113830566
2003-06-26,11.539704322814941
2003-06-27,11.658977508544922
2003-06-30,11.658977508544922
2003-07-01,11.87366771697998
2003-07-02,12.106246948242188
2003-07-03,11.921378135681152
2003-07-07,12.6966552734375
2003-07-08,12.929234504699707
2003-07-09,12.982908248901367
2003-07-10,12.559492111206055
2003-07-11,12.94116497039795
2003-07-14,13.209531784057617
2003-07-15,13.25723648071289
2003-07-16,13.0842924118042
2003-07-17,12.583341598510742
2003-07-18,12.666836738586426
2003-07-21,12.231491088867188
2003-07-22,12.809964179992676
2003-07-23,12.911343574523926
2003-07-24,12.893454551696777
2003-07-25,12.959057807922363
2003-07-28,13.102182388305664
2003-07-29,13.0842924118042
2003-07-30,12.851709365844727
2003-07-31,12.959057807922363
2003-08-01,12.851709365844727
2003-08-04,12.857671737670898
2003-08-05,12.422324180603027
2003-08-06,12.273234367370605
2003-08-07,12.326906204223633
2003-08-08,12.338833808898926
2003-08-11,12.535633087158203
2003-08-12,12.672800064086914
2003-08-13,12.81592845916748
2003-08-14,12.976946830749512
2003-08-15,12.988873481750488
2003-08-18,13.39439868927002
2003-08-19,14.485761642456055
2003-08-20,14.53942584991455
2003-08-21,14.843575477600098
2003-08-22,14.4976806640625
2003-08-25,14.37840747833252
2003-08-26,14.312811851501465
2003-08-27,14.610991477966309
2003-08-28,14.485761642456055
2003-08-29,14.503640174865723
2003-09-02,14.712374687194824
2003-09-03,14.610991477966309
2003-09-04,14.998629570007324
2003-09-05,15.207359313964844
2003-09-08,15.761980056762695
2003-09-09,15.433979988098145
2003-09-10,14.605029106140137
2003-09-11,14.93303108215332
2003-09-12,14.89128589630127
2003-09-15,14.610991477966309
2003-09-16,14.712374687194824
2003-09-17,14.670628547668457
2003-09-18,14.646780014038086
2003-09-19,14.93303108215332
