Date,CIEN
2006-08-22,28.700000762939453
2006-08-23,27.93000030517578
2006-08-24,28.280000686645508
2006-08-25,28.979999542236328
2006-08-28,29.540000915527344
2006-08-29,29.81999969482422
2006-08-30,30.170000076293945
2006-08-31,27.649999618530273
2006-09-01,28.139999389648438
2006-09-05,27.860000610351562
2006-09-06,26.950000762939453
2006-09-07,25.899999618530273
2006-09-08,27.15999984741211
2006-09-11,27.229999542236328
2006-09-12,29.329999923706055
2006-09-13,28.559999465942383
2006-09-14,30.450000762939453
2006-09-15,30.100000381469727
2006-09-18,29.959999084472656
2006-09-19,29.68000030517578
2006-09-20,29.469999313354492
2006-09-21,29.610000610351562
2006-09-22,30.030000686645508
2006-09-25,29.68000030517578
2006-09-26,28.110000610351562
2006-09-27,27.420000076293945
2006-09-28,26.469999313354492
2006-09-29,27.25
2006-10-02,26.709999084472656
2006-10-03,27.06999969482422
2006-10-04,27.549999237060547
2006-10-05,28.559999465942383
2006-10-06,28.010000228881836
2006-10-09,27.06999969482422
2006-10-10,25.06999969482422
2006-10-11,24.799999237060547
2006-10-12,25.200000762939453
2006-10-13,25.559999465942383
2006-10-16,25.899999618530273
2006-10-17,25.600000381469727
2006-10-18,24.920000076293945
2006-10-19,24.959999084472656
2006-10-20,24.8799991607666
2006-10-23,24.940000534057617
2006-10-24,23.459999084472656
2006-10-25,23.290000915527344
2006-10-26,24.059999465942383
2006-10-27,23.59000015258789
2006-10-30,23.6299991607666
2006-10-31,23.510000228881836
2006-11-01,22.170000076293945
2006-11-02,22.1299991607666
2006-11-03,22.610000610351562
2006-11-06,23.34000015258789
2006-11-07,23.40999984741211
2006-11-08,22.84000015258789
2006-11-09,22.709999084472656
2006-11-10,22.959999084472656
2006-11-13,22.920000076293945
2006-11-14,23.459999084472656
2006-11-15,23.5
2006-11-16,24.68000030517578
2006-11-17,24.850000381469727
2006-11-20,24.84000015258789
2006-11-21,24.809999465942383
2006-11-22,26.110000610351562
2006-11-24,25.8799991607666
2006-11-27,25.190000534057617
2006-11-28,25.3799991607666
2006-11-29,25.309999465942383
2006-11-30,25.139999389648438
2006-12-01,24.8700008392334
2006-12-04,24.690000534057617
2006-12-05,24.950000762939453
2006-12-06,26.6299991607666
2006-12-07,25.510000228881836
2006-12-08,25.3700008392334
2006-12-11,25.280000686645508
2006-12-12,24.739999771118164
2006-12-13,24.959999084472656
2006-12-14,27.829999923706055
2006-12-15,28.809999465942383
2006-12-18,27.8799991607666
2006-12-19,27.690000534057617
2006-12-20,28.549999237060547
2006-12-21,28.139999389648438
2006-12-22,27.639999389648438
2006-12-26,27.600000381469727
2006-12-27,28.139999389648438
2006-12-28,28.31999969482422
2006-12-29,27.709999084472656
2007-01-03,27.649999618530273
2007-01-04,28.850000381469727
2007-01-05,29.290000915527344
2007-01-08,28.65999984741211
2007-01-09,29.270000457763672
2007-01-10,28.84000015258789
2007-01-11,29.510000228881836
2007-01-12,29.780000686645508
2007-01-16,30.219999313354492
2007-01-17,29.799999237060547
2007-01-18,28.420000076293945
2007-01-19,28.40999984741211
2007-01-22,28.170000076293945
2007-01-23,28.110000610351562
2007-01-24,28.360000610351562
2007-01-25,28.0
2007-01-26,28.780000686645508
2007-01-29,28.059999465942383
2007-01-30,28.6299991607666
2007-01-31,28.09000015258789
2007-02-01,27.399999618530273
2007-02-02,27.520000457763672
2007-02-05,26.81999969482422
2007-02-06,26.5
2007-02-07,27.260000228881836
2007-02-08,28.709999084472656
2007-02-09,28.290000915527344
2007-02-12,28.5
2007-02-13,28.68000030517578
2007-02-14,30.06999969482422
2007-02-15,31.139999389648438
2007-02-16,31.56999969482422
2007-02-20,32.040000915527344
2007-02-21,31.780000686645508
2007-02-22,31.780000686645508
2007-02-23,32.5
2007-02-26,31.34000015258789
2007-02-27,30.149999618530273
2007-02-28,31.469999313354492
2007-03-01,28.280000686645508
2007-03-02,27.100000381469727
2007-03-05,25.979999542236328
2007-03-06,26.25
2007-03-07,26.559999465942383
2007-03-08,26.299999237060547
2007-03-09,26.5
2007-03-12,26.40999984741211
2007-03-13,25.399999618530273
2007-03-14,25.649999618530273
2007-03-15,25.399999618530273
2007-03-16,25.059999465942383
2007-03-19,25.5
2007-03-20,25.43000030517578
2007-03-21,26.459999084472656
2007-03-22,26.399999618530273
2007-03-23,26.690000534057617
2007-03-26,27.780000686645508
2007-03-27,27.649999618530273
2007-03-28,28.190000534057617
2007-03-29,27.770000457763672
2007-03-30,27.950000762939453
2007-04-02,28.75
2007-04-03,28.610000610351562
2007-04-04,28.670000076293945
2007-04-05,28.850000381469727
2007-04-09,28.290000915527344
2007-04-10,28.68000030517578
2007-04-11,28.450000762939453
2007-04-12,28.690000534057617
2007-04-13,28.709999084472656
2007-04-16,28.709999084472656
2007-04-17,28.020000457763672
2007-04-18,28.18000030517578
2007-04-19,27.739999771118164
2007-04-20,28.399999618530273
2007-04-23,28.399999618530273
2007-04-24,28.899999618530273
2007-04-25,30.219999313354492
2007-04-26,30.469999313354492
2007-04-27,30.190000534057617
2007-04-30,29.15999984741211
2007-05-01,29.440000534057617
2007-05-02,30.049999237060547
2007-05-03,30.209999084472656
2007-05-04,29.93000030517578
2007-05-07,30.110000610351562
2007-05-08,30.100000381469727
2007-05-09,29.65999984741211
2007-05-10,29.280000686645508
2007-05-11,29.860000610351562
2007-05-14,29.530000686645508
2007-05-15,28.770000457763672
2007-05-16,29.100000381469727
2007-05-17,28.770000457763672
2007-05-18,29.360000610351562
2007-05-21,29.719999313354492
2007-05-22,30.229999542236328
2007-05-23,29.690000534057617
2007-05-24,29.010000228881836
2007-05-25,30.0
2007-05-29,30.010000228881836
2007-05-30,29.280000686645508
2007-05-31,34.31999969482422
2007-06-01,34.91999816894531
2007-06-04,34.86000061035156
2007-06-05,33.16999816894531
2007-06-06,33.47999954223633
2007-06-07,33.459999084472656
2007-06-08,34.56999969482422
2007-06-11,34.20000076293945
2007-06-12,34.29999923706055
2007-06-13,34.63999938964844
2007-06-14,34.599998474121094
2007-06-15,34.36000061035156
2007-06-18,34.0099983215332
2007-06-19,34.7400016784668
2007-06-20,34.209999084472656
2007-06-21,36.45000076293945
2007-06-22,35.709999084472656
2007-06-25,35.029998779296875
2007-06-26,35.0099983215332
2007-06-27,35.81999969482422
2007-06-28,36.38999938964844
2007-06-29,36.130001068115234
2007-07-02,37.13999938964844
2007-07-03,37.52000045776367
2007-07-05,37.33000183105469
2007-07-06,36.959999084472656
2007-07-09,37.189998626708984
2007-07-10,36.40999984741211
2007-07-11,37.099998474121094
2007-07-12,38.18000030517578
2007-07-13,38.70000076293945
2007-07-16,38.66999816894531
2007-07-17,38.470001220703125
2007-07-18,38.27000045776367
2007-07-19,39.70000076293945
2007-07-20,38.72999954223633
2007-07-23,40.41999816894531
2007-07-24,39.22999954223633
2007-07-25,38.29999923706055
2007-07-26,37.689998626708984
2007-07-27,36.209999084472656
2007-07-30,37.439998626708984
2007-07-31,36.529998779296875
2007-08-01,35.970001220703125
2007-08-02,37.130001068115234
2007-08-03,35.619998931884766
2007-08-06,35.56999969482422
2007-08-07,35.79999923706055
2007-08-08,37.970001220703125
2007-08-09,38.13999938964844
2007-08-10,37.900001525878906
2007-08-13,37.22999954223633
2007-08-14,36.38999938964844
2007-08-15,34.18000030517578
2007-08-16,35.25
2007-08-17,36.400001525878906
2007-08-20,36.47999954223633
2007-08-21,35.959999084472656
2007-08-22,37.09000015258789
2007-08-23,37.61000061035156
2007-08-24,38.13999938964844
2007-08-27,38.0
2007-08-28,36.59000015258789
2007-08-29,38.41999816894531
2007-08-30,37.20000076293945
2007-08-31,37.880001068115234
2007-09-04,38.0099983215332
2007-09-05,37.91999816894531
2007-09-06,38.54999923706055
2007-09-07,37.93000030517578
2007-09-10,37.290000915527344
2007-09-11,37.34000015258789
2007-09-12,37.279998779296875
2007-09-13,37.099998474121094
2007-09-14,37.20000076293945
2007-09-17,37.220001220703125
2007-09-18,37.75
2007-09-19,38.290000915527344
2007-09-20,37.709999084472656
2007-09-21,37.779998779296875
2007-09-24,37.41999816894531
2007-09-25,37.529998779296875
2007-09-26,36.970001220703125
2007-09-27,37.43000030517578
2007-09-28,38.08000183105469
2007-10-01,39.16999816894531
2007-10-02,42.65999984741211
2007-10-03,45.220001220703125
2007-10-04,45.310001373291016
2007-10-05,46.7599983215332
2007-10-08,46.16999816894531
2007-10-09,46.2599983215332
2007-10-10,47.95000076293945
2007-10-11,46.130001068115234
2007-10-12,45.470001220703125
2007-10-15,44.59000015258789
2007-10-16,45.040000915527344
2007-10-17,45.7400016784668
2007-10-18,45.20000076293945
2007-10-19,43.540000915527344
2007-10-22,45.790000915527344
2007-10-23,46.4900016784668
2007-10-24,45.34000015258789
2007-10-25,46.0
2007-10-26,46.540000915527344
2007-10-29,48.70000076293945
2007-10-30,47.650001525878906
2007-10-31,47.86000061035156
2007-11-01,46.439998626708984
2007-11-02,46.880001068115234
2007-11-05,46.439998626708984
2007-11-06,48.290000915527344
2007-11-07,46.779998779296875
2007-11-08,46.20000076293945
2007-11-09,44.36000061035156
2007-11-12,43.66999816894531
2007-11-13,46.290000915527344
2007-11-14,44.88999938964844
2007-11-15,43.70000076293945
2007-11-16,43.459999084472656
2007-11-19,40.45000076293945
2007-11-20,41.38999938964844
2007-11-21,41.20000076293945
2007-11-23,41.72999954223633
2007-11-26,40.709999084472656
2007-11-27,41.439998626708984
2007-11-28,43.58000183105469
2007-11-29,42.84000015258789
2007-11-30,43.97999954223633
2007-12-03,42.619998931884766
2007-12-04,41.540000915527344
2007-12-05,42.93000030517578
2007-12-06,43.56999969482422
2007-12-07,43.61000061035156
2007-12-10,43.54999923706055
2007-12-11,41.56999969482422
2007-12-12,42.119998931884766
2007-12-13,37.040000915527344
2007-12-14,35.75
2007-12-17,34.349998474121094
2007-12-18,35.209999084472656
2007-12-19,35.15999984741211
2007-12-20,34.459999084472656
2007-12-21,34.59000015258789
2007-12-24,34.59000015258789
2007-12-26,34.65999984741211
2007-12-27,33.79999923706055
2007-12-28,34.31999969482422
2007-12-31,34.11000061035156
2008-01-02,32.41999816894531
2008-01-03,31.549999237060547
2008-01-04,29.90999984741211
2008-01-07,28.239999771118164
2008-01-08,26.690000534057617
2008-01-09,27.389999389648438
2008-01-10,29.649999618530273
2008-01-11,28.299999237060547
2008-01-14,28.940000534057617
2008-01-15,27.239999771118164
2008-01-16,27.260000228881836
2008-01-17,26.3700008392334
2008-01-18,26.520000457763672
2008-01-22,26.170000076293945
2008-01-23,22.829999923706055
2008-01-24,24.579999923706055
2008-01-25,24.790000915527344
2008-01-28,24.979999542236328
2008-01-29,26.149999618530273
2008-01-30,26.170000076293945
2008-01-31,27.1299991607666
2008-02-01,26.40999984741211
2008-02-04,26.049999237060547
2008-02-05,24.100000381469727
2008-02-06,25.600000381469727
2008-02-07,24.530000686645508
2008-02-08,24.969999313354492
2008-02-11,25.1299991607666
2008-02-12,25.0
2008-02-13,26.030000686645508
2008-02-14,25.780000686645508
2008-02-15,26.600000381469727
2008-02-19,27.010000228881836
2008-02-20,26.670000076293945
2008-02-21,26.56999969482422
2008-02-22,26.100000381469727
2008-02-25,26.670000076293945
2008-02-26,27.75
2008-02-27,27.8799991607666
2008-02-28,27.309999465942383
2008-02-29,25.829999923706055
2008-03-03,25.950000762939453
2008-03-04,25.56999969482422
2008-03-05,25.989999771118164
2008-03-06,24.940000534057617
2008-03-07,27.799999237060547
2008-03-10,26.209999084472656
2008-03-11,27.200000762939453
2008-03-12,28.270000457763672
2008-03-13,29.5
2008-03-14,28.559999465942383
2008-03-17,27.649999618530273
2008-03-18,29.860000610351562
2008-03-19,28.190000534057617
2008-03-20,30.079999923706055
2008-03-24,31.760000228881836
2008-03-25,31.8799991607666
2008-03-26,31.5
2008-03-27,31.149999618530273
2008-03-28,30.940000534057617
2008-03-31,30.829999923706055
2008-04-01,31.93000030517578
2008-04-02,32.119998931884766
2008-04-03,32.4900016784668
2008-04-04,32.59000015258789
2008-04-07,32.47999954223633
2008-04-08,32.52000045776367
2008-04-09,31.59000015258789
2008-04-10,31.149999618530273
2008-04-11,30.8799991607666
2008-04-14,31.0
2008-04-15,30.56999969482422
2008-04-16,31.950000762939453
2008-04-17,31.6299991607666
2008-04-18,33.02000045776367
2008-04-21,33.869998931884766
2008-04-22,33.09000015258789
2008-04-23,33.93000030517578
2008-04-24,34.72999954223633
2008-04-25,35.599998474121094
2008-04-28,34.08000183105469
2008-04-29,33.849998474121094
2008-04-30,33.810001373291016
2008-05-01,33.779998779296875
2008-05-02,33.0
2008-05-05,32.04999923706055
2008-05-06,32.31999969482422
2008-05-07,32.65999984741211
2008-05-08,33.13999938964844
2008-05-09,32.369998931884766
2008-05-12,33.43000030517578
2008-05-13,33.130001068115234
2008-05-14,34.45000076293945
2008-05-15,34.56999969482422
2008-05-16,33.54999923706055
2008-05-19,32.810001373291016
2008-05-20,31.229999542236328
2008-05-21,30.309999465942383
2008-05-22,30.350000381469727
2008-05-23,29.8700008392334
2008-05-27,29.540000915527344
2008-05-28,30.010000228881836
2008-05-29,29.5
2008-05-30,30.559999465942383
2008-06-02,29.969999313354492
2008-06-03,30.040000915527344
2008-06-04,30.459999084472656
2008-06-05,28.06999969482422
2008-06-06,28.229999542236328
2008-06-09,27.43000030517578
2008-06-10,27.670000076293945
2008-06-11,26.65999984741211
2008-06-12,26.799999237060547
2008-06-13,27.1200008392334
2008-06-16,27.31999969482422
2008-06-17,26.110000610351562
2008-06-18,25.530000686645508
2008-06-19,25.610000610351562
2008-06-20,25.6200008392334
2008-06-23,25.31999969482422
2008-06-24,24.790000915527344
2008-06-25,24.3700008392334
2008-06-26,23.690000534057617
2008-06-27,23.899999618530273
2008-06-30,23.170000076293945
2008-07-01,23.450000762939453
2008-07-02,23.219999313354492
2008-07-03,22.219999313354492
2008-07-07,22.350000381469727
2008-07-08,22.520000457763672
2008-07-09,21.530000686645508
2008-07-10,21.56999969482422
2008-07-11,21.190000534057617
2008-07-14,20.799999237060547
2008-07-15,20.40999984741211
2008-07-16,21.530000686645508
2008-07-17,21.559999465942383
2008-07-18,21.8799991607666
2008-07-21,22.6200008392334
2008-07-22,22.889999389648438
2008-07-23,22.709999084472656
2008-07-24,21.5
2008-07-25,21.6200008392334
2008-07-28,20.559999465942383
2008-07-29,21.209999084472656
2008-07-30,20.309999465942383
2008-07-31,20.670000076293945
2008-08-01,19.889999389648438
2008-08-04,18.59000015258789
2008-08-05,18.700000762939453
2008-08-06,17.850000381469727
2008-08-07,16.389999389648438
2008-08-08,17.010000228881836
2008-08-11,18.170000076293945
2008-08-12,17.739999771118164
2008-08-13,17.65999984741211
2008-08-14,18.0
2008-08-15,18.760000228881836
2008-08-18,18.18000030517578
2008-08-19,17.940000534057617
2008-08-20,18.100000381469727
2008-08-21,18.190000534057617
2008-08-22,18.5
2008-08-25,18.18000030517578
2008-08-26,17.559999465942383
2008-08-27,17.399999618530273
2008-08-28,17.850000381469727
2008-08-29,17.3799991607666
2008-09-02,17.239999771118164
2008-09-03,17.43000030517578
2008-09-04,13.09000015258789
2008-09-05,12.640000343322754
2008-09-08,12.260000228881836
2008-09-09,11.579999923706055
2008-09-10,11.40999984741211
2008-09-11,11.5600004196167
2008-09-12,12.0
2008-09-15,11.5
2008-09-16,11.229999542236328
2008-09-17,10.3100004196167
2008-09-18,10.069999694824219
2008-09-19,11.279999732971191
