Date,HLT
2013-12-12,41.682003021240234
2013-12-13,42.845218658447266
2013-12-16,41.72077941894531
2013-12-17,42.282997131347656
2013-12-18,42.32176971435547
2013-12-19,43.19419860839844
2013-12-20,42.5156364440918
2013-12-23,41.79833221435547
2013-12-24,41.701385498046875
2013-12-26,42.06973648071289
2013-12-27,41.87587356567383
2013-12-30,42.43809127807617
2013-12-31,43.136024475097656
2014-01-02,42.37993621826172
2014-01-03,42.67074203491211
2014-01-06,42.651344299316406
2014-01-07,42.651344299316406
2014-01-08,42.709495544433594
2014-01-09,42.399314880371094
2014-01-10,42.05036163330078
2014-01-13,42.1085205078125
2014-01-14,42.845218658447266
2014-01-15,42.47685241699219
2014-01-16,42.57379913330078
2014-01-17,43.136024475097656
2014-01-21,42.49625778198242
2014-01-22,43.543155670166016
2014-01-23,43.930877685546875
2014-01-24,43.52375793457031
2014-01-27,42.63194274902344
2014-01-28,42.457481384277344
2014-01-29,41.992191314697266
2014-01-30,41.992191314697266
2014-01-31,41.97280502319336
2014-02-03,40.61571502685547
2014-02-04,40.770809173583984
2014-02-05,40.32490158081055
2014-02-06,41.10039138793945
2014-02-07,41.97280502319336
2014-02-10,41.50752258300781
2014-02-11,42.05036163330078
2014-02-12,42.43809127807617
2014-02-13,42.55441665649414
2014-02-14,42.651344299316406
2014-02-18,42.18606948852539
2014-02-19,41.74015808105469
2014-02-20,41.6626091003418
2014-02-21,42.94214630126953
2014-02-24,43.155399322509766
2014-02-25,43.3686637878418
2014-02-26,43.6982421875
2014-02-27,43.60130310058594
2014-02-28,43.34928512573242
2014-03-03,43.60130310058594
2014-03-04,43.737022399902344
2014-03-05,44.1441535949707
2014-03-06,43.58191680908203
2014-03-07,44.02783203125
2014-03-10,43.388057708740234
2014-03-11,42.86460876464844
2014-03-12,43.32989501953125
2014-03-13,42.748287200927734
2014-03-14,42.709495544433594
2014-03-17,42.88398361206055
2014-03-18,43.75639724731445
2014-03-19,43.155399322509766
2014-03-20,42.980934143066406
2014-03-21,44.570655822753906
2014-03-24,44.124752044677734
2014-03-25,43.58191680908203
2014-03-26,43.31049728393555
2014-03-27,43.097251892089844
2014-03-28,43.136024475097656
2014-03-31,43.11663055419922
2014-04-01,43.717620849609375
2014-04-02,43.56254959106445
2014-04-03,42.69011306762695
2014-04-04,41.85647201538086
2014-04-07,41.42996597290039
2014-04-08,41.410579681396484
2014-04-09,41.701385498046875
2014-04-10,41.061622619628906
2014-04-11,41.197322845458984
2014-04-14,41.39118957519531
2014-04-15,41.449344635009766
2014-04-16,41.87587356567383
2014-04-17,42.2054557800293
2014-04-21,41.60445022583008
2014-04-22,41.701385498046875
2014-04-23,41.6626091003418
2014-04-24,41.682003021240234
2014-04-25,41.35240936279297
2014-04-28,41.42996597290039
2014-04-29,40.88713073730469
2014-04-30,42.32176971435547
2014-05-01,42.80644226074219
2014-05-02,42.748287200927734
2014-05-05,42.9615478515625
2014-05-06,42.9615478515625
2014-05-07,43.930877685546875
2014-05-08,43.892112731933594
2014-05-09,44.72576904296875
2014-05-12,44.55126953125
2014-05-13,44.59003829956055
2014-05-14,43.717620849609375
2014-05-15,42.457481384277344
2014-05-16,42.399314880371094
2014-05-19,42.47685241699219
2014-05-20,41.50752258300781
2014-05-21,42.36054611206055
2014-05-22,42.63194274902344
2014-05-23,42.748287200927734
2014-05-27,43.11663055419922
2014-05-28,42.67074203491211
2014-05-29,43.00031280517578
2014-05-30,43.85334777832031
2014-06-02,44.16352081298828
2014-06-03,44.02783203125
2014-06-04,44.1441535949707
2014-06-05,44.62880325317383
2014-06-06,45.132896423339844
2014-06-09,45.152278900146484
2014-06-10,45.42368698120117
2014-06-11,44.2216911315918
2014-06-12,43.58191680908203
2014-06-13,43.21356201171875
2014-06-16,43.058467864990234
2014-06-17,43.31049728393555
2014-06-18,43.32989501953125
2014-06-19,43.29111862182617
2014-06-20,43.155399322509766
2014-06-23,43.31049728393555
2014-06-24,43.620697021484375
2014-06-25,44.51250076293945
2014-06-26,44.31861877441406
2014-06-27,44.2216911315918
2014-06-30,45.171653747558594
2014-07-01,45.811431884765625
2014-07-02,46.25732421875
2014-07-03,48.079708099365234
2014-07-07,47.49809646606445
2014-07-08,46.897090911865234
2014-07-09,47.924617767333984
2014-07-10,47.536865234375
2014-07-11,47.14911651611328
2014-07-14,47.42053985595703
2014-07-15,47.63379669189453
2014-07-16,47.65319061279297
2014-07-17,46.6644401550293
2014-07-18,47.595027923583984
2014-07-21,48.13785934448242
2014-07-22,48.71947479248047
2014-07-23,49.456172943115234
2014-07-24,49.02967071533203
2014-07-25,49.010284423828125
2014-07-28,48.932716369628906
2014-07-29,48.42866134643555
2014-07-30,47.84706497192383
2014-07-31,46.935874938964844
2014-08-01,47.09096908569336
2014-08-04,46.87771224975586
2014-08-05,45.98590850830078
2014-08-06,45.46245574951172
2014-08-07,45.90835952758789
2014-08-08,45.966522216796875
2014-08-11,46.64506149291992
2014-08-12,46.74199676513672
2014-08-13,47.47870635986328
2014-08-14,47.94400405883789
2014-08-15,47.827659606933594
2014-08-18,48.448062896728516
2014-08-19,48.680694580078125
2014-08-20,49.32048034667969
2014-08-21,49.514339447021484
2014-08-22,49.708194732666016
2014-08-25,49.86330795288086
2014-08-26,49.727596282958984
2014-08-27,49.94084930419922
2014-08-28,49.74697494506836
2014-08-29,49.08782196044922
2014-09-02,49.3592414855957
2014-09-03,49.010284423828125
2014-09-04,49.12660217285156
2014-09-05,49.94084930419922
2014-09-08,49.7857551574707
2014-09-09,49.456172943115234
2014-09-10,49.010284423828125
2014-09-11,48.15725326538086
2014-09-12,47.30421829223633
2014-09-15,46.78076171875
2014-09-16,47.78889465332031
2014-09-17,48.486820220947266
2014-09-18,47.94400405883789
2014-09-19,47.982765197753906
2014-09-22,48.09907913208008
2014-09-23,47.8664436340332
2014-09-24,47.88582992553711
2014-09-25,47.49809646606445
2014-09-26,48.118465423583984
2014-09-29,47.595027923583984
2014-09-30,47.750118255615234
2014-10-01,46.52872848510742
2014-10-02,46.48997116088867
2014-10-03,47.14911651611328
2014-10-06,46.935874938964844
2014-10-07,46.48997116088867
2014-10-08,46.37364196777344
2014-10-09,45.30736541748047
2014-10-10,44.1441535949707
2014-10-13,42.72889709472656
2014-10-14,42.709495544433594
2014-10-15,41.895259857177734
2014-10-16,42.37993621826172
2014-10-17,44.2216911315918
2014-10-20,45.792049407958984
2014-10-21,47.51747512817383
2014-10-22,46.54813766479492
2014-10-23,46.606285095214844
2014-10-24,46.994022369384766
2014-10-27,46.87771224975586
2014-10-28,47.2266731262207
2014-10-29,47.614410400390625
2014-10-30,48.486820220947266
2014-10-31,48.932716369628906
2014-11-03,48.952117919921875
2014-11-04,47.69195556640625
2014-11-05,48.54499053955078
2014-11-06,48.56438446044922
2014-11-07,48.40927505493164
2014-11-10,48.73886489868164
2014-11-11,48.87458038330078
2014-11-12,49.08782196044922
2014-11-13,49.18476867675781
2014-11-14,50.03778839111328
2014-11-17,49.28169631958008
2014-11-18,49.650047302246094
2014-11-19,49.475555419921875
2014-11-20,49.33984375
2014-11-21,49.475555419921875
2014-11-24,50.01840591430664
2014-11-25,50.69694137573242
2014-11-26,50.444908142089844
2014-11-28,50.832645416259766
2014-12-01,49.30107498168945
2014-12-02,49.456172943115234
2014-12-03,50.289817810058594
2014-12-04,50.4061393737793
2014-12-05,51.22039794921875
