Date,NKE
2000-05-09,3.9934237003326416
2000-05-10,3.9067366123199463
2000-05-11,3.9471945762634277
2000-05-12,3.9587504863739014
2000-05-15,4.080112934112549
2000-05-16,4.085892677307129
2000-05-17,3.8200502395629883
2000-05-18,3.768038511276245
2000-05-19,3.6986865997314453
2000-05-22,3.664012908935547
2000-05-23,3.8200502395629883
2000-05-24,4.022321701049805
2000-05-25,4.010764122009277
2000-05-26,4.028100490570068
2000-05-30,4.091673374176025
2000-05-31,3.964529275894165
2000-06-01,3.9992048740386963
2000-06-02,4.091673374176025
2000-06-05,4.085892677307129
2000-06-06,3.8836207389831543
2000-06-07,4.0627760887146
2000-06-08,3.9703099727630615
2000-06-09,3.843167781829834
2000-06-12,3.7362518310546875
2000-06-13,3.606219530105591
2000-06-14,3.663869619369507
2000-06-15,3.5481083393096924
2000-06-16,3.4497082233428955
2000-06-19,3.3860411643981934
2000-06-20,3.305007219314575
2000-06-21,3.2934296131134033
2000-06-22,3.2587015628814697
2000-06-23,3.432344675064087
2000-06-26,3.611776113510132
2000-06-27,3.698598861694336
2000-06-28,3.6204581260681152
2000-06-29,3.6580801010131836
2000-06-30,3.6870226860046387
2000-07-03,3.796994686126709
2000-07-05,3.727537155151367
2000-07-06,3.750692129135132
2000-07-07,3.895395278930664
2000-07-10,3.8606646060943604
2000-07-11,3.988004446029663
2000-07-12,3.930124282836914
2000-07-13,4.069035053253174
2000-07-14,4.063249111175537
2000-07-17,4.187693119049072
2000-07-18,4.161645889282227
2000-07-19,4.080613136291504
2000-07-20,4.132704257965088
2000-07-21,4.138494968414307
2000-07-24,4.254255771636963
2000-07-25,4.294771671295166
2000-07-26,4.358442783355713
2000-07-27,4.260044097900391
2000-07-28,4.086400032043457
2000-07-31,4.051671981811523
2000-08-01,4.121129512786865
2000-08-02,4.225314617156982
2000-08-03,4.260044097900391
2000-08-04,4.260044097900391
2000-08-07,4.236892223358154
2000-08-08,4.445265293121338
2000-08-09,4.445265293121338
2000-08-10,4.323714256286621
2000-08-11,4.34107780456543
2000-08-14,4.404749393463135
2000-08-15,4.335290908813477
2000-08-16,4.3758063316345215
2000-08-17,4.398959159851074
2000-08-18,4.41632080078125
2000-08-21,4.34107780456543
2000-08-22,3.9011805057525635
2000-08-23,3.727537155151367
2000-08-24,3.8201489448547363
2000-08-25,3.9359078407287598
2000-08-28,3.7738444805145264
2000-08-29,3.8896045684814453
2000-08-30,3.8375115394592285
2000-08-31,3.6653130054473877
2000-09-01,3.7854197025299072
2000-09-05,3.8606646060943604
2000-09-06,3.704385757446289
2000-09-07,3.5770463943481445
2000-09-08,3.6233503818511963
2000-09-11,3.391829252243042
2000-09-12,3.6826817989349365
2000-09-13,3.5770463943481445
2000-09-14,3.571019411087036
2000-09-15,3.501452922821045
2000-09-18,3.5130467414855957
2000-09-19,3.895655393600464
2000-09-20,3.5130467414855957
2000-09-21,3.5826122760772705
2000-09-22,3.669569969177246
2000-09-25,3.7275407314300537
2000-09-26,3.715946674346924
2000-09-27,3.698554754257202
2000-09-28,3.721740961074829
2000-09-29,3.715946674346924
2000-10-02,3.710148811340332
2000-10-03,3.84928035736084
2000-10-04,3.7739176750183105
2000-10-05,3.988412857055664
2000-10-06,3.6811630725860596
2000-10-09,3.6173958778381348
2000-10-10,3.6811630725860596
2000-10-11,3.6115989685058594
2000-10-12,3.5594253540039062
2000-10-13,3.571019411087036
2000-10-16,3.6579737663269043
2000-10-17,3.524641752243042
2000-10-18,3.501452922821045
2000-10-19,3.5594253540039062
2000-10-20,3.4376845359802246
2000-10-23,3.373915195465088
2000-10-24,3.4376845359802246
2000-10-25,3.4666709899902344
2000-10-26,3.634789228439331
2000-10-27,3.553628921508789
2000-10-30,3.6115989685058594
2000-10-31,3.704352855682373
2000-11-01,3.698554754257202
2000-11-02,3.9362380504608154
2000-11-03,3.837684392929077
2000-11-06,3.9594273567199707
2000-11-07,3.988412857055664
2000-11-08,4.127542495727539
2000-11-09,4.0463786125183105
2000-11-10,3.855076789855957
2000-11-13,3.837684392929077
2000-11-14,3.872469663619995
2000-11-15,3.907250165939331
2000-11-16,3.8318889141082764
2000-11-17,3.8666701316833496
2000-11-20,3.710148811340332
2000-11-21,3.710148811340332
2000-11-22,3.7333362102508545
2000-11-24,3.756527900695801
2000-11-27,3.988412857055664
2000-11-28,4.075366020202637
2000-11-29,3.971019744873047
2000-11-30,3.953629732131958
2000-12-01,4.052180767059326
2000-12-04,4.173916816711426
2000-12-05,4.104353427886963
2000-12-06,4.017395496368408
2000-12-07,3.860873222351074
2000-12-08,3.9478302001953125
2000-12-11,4.081164360046387
2000-12-12,4.156527042388916
2000-12-13,4.179715156555176
2000-12-14,4.458117485046387
2000-12-15,4.423286437988281
2000-12-18,4.336213111877441
2000-12-19,4.417482852935791
2000-12-20,4.562601089477539
2000-12-21,4.574211120605469
2000-12-22,4.7541632652282715
2000-12-26,5.021185874938965
2000-12-27,5.264986038208008
2000-12-28,5.270792007446289
2000-12-29,5.18372106552124
2001-01-02,5.026987552642822
2001-01-03,5.195328235626221
2001-01-04,5.3288421630859375
2001-01-05,5.096647262573242
2001-01-08,5.352059364318848
2001-01-09,5.520401477813721
2001-01-10,5.398499965667725
2001-01-11,5.363672733306885
2001-01-12,5.241767883300781
2001-01-16,5.172110080718994
2001-01-17,5.18372106552124
2001-01-18,5.20693826675415
2001-01-19,4.870258331298828
2001-01-22,4.916697025299072
2001-01-23,4.934112548828125
2001-01-24,4.8644537925720215
2001-01-25,5.0327959060668945
2001-01-26,4.922504425048828
2001-01-29,4.869564056396484
2001-01-30,4.923430919647217
2001-01-31,5.109185695648193
2001-02-01,5.05996036529541
2001-02-02,5.072035312652588
2001-02-05,5.125903606414795
2001-02-06,5.251287460327148
2001-02-07,5.242000579833984
2001-02-08,5.119401454925537
2001-02-09,5.057175159454346
2001-02-12,5.0441718101501465
2001-02-13,5.2094950675964355
2001-02-14,5.120331287384033
2001-02-15,4.854702472686768
2001-02-16,4.785043239593506
2001-02-20,4.413534164428711
2001-02-21,4.370810508728027
2001-02-22,4.460901260375977
2001-02-23,4.550993919372559
2001-02-26,4.561209201812744
2001-02-27,3.6575124263763428
2001-02-28,3.6250038146972656
2001-03-01,3.5414161682128906
2001-03-02,3.4903340339660645
2001-03-05,3.4949769973754883
2001-03-06,3.63615083694458
2001-03-07,3.739243745803833
2001-03-08,3.7448172569274902
2001-03-09,3.7215960025787354
2001-03-12,3.632434129714966
2001-03-13,3.485687732696533
2001-03-14,3.3918826580047607
2001-03-15,3.381648302078247
2001-03-16,3.378857135772705
2001-03-19,3.3667643070220947
2001-03-20,3.536078691482544
2001-03-21,3.733302593231201
2001-03-22,3.676555633544922
2001-03-23,3.749119758605957
2001-03-26,3.663530111312866
2001-03-27,3.684929370880127
2001-03-28,3.671903133392334
2001-03-29,3.735164165496826
2001-03-30,3.7537686824798584
2001-04-02,3.8254034519195557
2001-04-03,3.6523663997650146
2001-04-04,3.6867880821228027
2001-04-05,3.663530111312866
2001-04-06,3.6505074501037598
2001-04-09,3.6746928691864014
2001-04-10,3.6672520637512207
2001-04-11,3.539799928665161
2001-04-12,3.4849119186401367
2001-04-16,3.437469005584717
2001-04-17,3.4607250690460205
2001-04-18,3.5574777126312256
2001-04-19,3.683997869491577
2001-04-20,3.6970231533050537
2001-04-23,3.7026050090789795
2001-04-24,3.5584073066711426
2001-04-25,3.6263186931610107
2001-04-26,3.705395221710205
2001-04-27,3.8719186782836914
2001-04-30,3.889594078063965
2001-05-01,3.775167226791382
2001-05-02,3.866337537765503
2001-05-03,3.8086585998535156
2001-05-04,3.7788896560668945
2001-05-07,3.7695865631103516
2001-05-08,3.810518741607666
2001-05-09,3.723072052001953
2001-05-10,3.663530111312866
2001-05-11,3.5714287757873535
2001-05-14,3.615154266357422
2001-05-15,3.683997869491577
2001-05-16,3.9082000255584717
2001-05-17,3.935180425643921
2001-05-18,3.944481134414673
2001-05-21,4.063560485839844
2001-05-22,4.194733619689941
2001-05-23,4.065422534942627
2001-05-24,4.07007360458374
2001-05-25,4.0449538230896
2001-05-29,3.9500651359558105
2001-05-30,3.8142385482788086
2001-05-31,3.8235440254211426
2001-06-01,3.8430776596069336
2001-06-04,3.82912278175354
2001-06-05,3.853311777114868
2001-06-06,3.8514513969421387
2001-06-07,3.9389021396636963
2001-06-08,3.8719186782836914
2001-06-11,3.831916332244873
2001-06-12,3.895174741744995
2001-06-13,3.8523216247558594
2001-06-14,3.861637830734253
2001-06-15,3.811328887939453
2001-06-18,3.8020119667053223
2001-06-19,3.969705581665039
2001-06-20,3.9128758907318115
2001-06-21,4.055417537689209
2001-06-22,4.15044641494751
2001-06-25,4.09920597076416
2001-06-26,3.9827487468719482
2001-06-27,3.9743661880493164
2001-06-28,3.911015748977661
2001-06-29,3.9119441509246826
2001-07-02,3.926851272583008
2001-07-03,3.9613239765167236
2001-07-05,3.9212608337402344
2001-07-06,3.894244432449341
2001-07-09,3.866295576095581
2001-07-10,3.8318252563476562
2001-07-11,3.946415662765503
2001-07-12,4.192367076873779
2001-07-13,4.204479694366455
2001-07-16,4.322798252105713
2001-07-17,4.374037742614746
2001-07-18,4.284601211547852
2001-07-19,4.447637557983398
2001-07-20,4.412235736846924
2001-07-23,4.306027412414551
2001-07-24,4.290190696716309
2001-07-25,4.358200550079346
2001-07-26,4.456956386566162
2001-07-27,4.3600640296936035
2001-07-30,4.294848918914795
2001-07-31,4.42993688583374
2001-08-01,4.454160690307617
2001-08-02,4.638624668121338
2001-08-03,4.672163963317871
2001-08-06,4.428072929382324
2001-08-07,4.450435638427734
2001-08-08,4.471861839294434
2001-08-09,4.532416343688965
2001-08-10,4.606015682220459
2001-08-13,4.628378391265869
2001-08-14,4.611605644226074
2001-08-15,4.5417304039001465
2001-08-16,4.565953731536865
2001-08-17,4.539870262145996
2001-08-20,4.491424083709717
2001-08-21,4.531483173370361
2001-08-22,4.555708408355713
2001-08-23,4.586451530456543
2001-08-24,4.77743673324585
2001-08-27,4.70476770401001
2001-08-28,4.70476770401001
2001-08-29,4.681479454040527
2001-08-30,4.612538814544678
2001-08-31,4.6581902503967285
2001-09-04,4.728060245513916
2001-09-05,4.70476770401001
2001-09-06,4.6702985763549805
2001-09-07,4.519373416900635
2001-09-10,4.532416343688965
2001-09-17,4.108930587768555
2001-09-18,4.014718055725098
2001-09-19,3.9876670837402344
2001-09-20,3.9419617652893066
2001-09-21,4.074418067932129
2001-09-24,4.329068660736084
2001-09-25,4.258175849914551
2001-09-26,4.239521503448486
2001-09-27,4.248849868774414
2001-09-28,4.366380214691162
2001-10-01,4.373841762542725
2001-10-02,4.4829792976379395
2001-10-03,4.565994739532471
2001-10-04,4.441936016082764
2001-10-05,4.458726406097412
2001-10-08,4.421415328979492
2001-10-09,4.361714839935303
2001-10-10,4.50070333480835
2001-10-11,4.468986988067627
2001-10-12,4.484843730926514
2001-10-15,4.444735050201416
2001-10-16,4.433539867401123
2001-10-17,4.424213409423828
2001-10-18,4.441936016082764
2001-10-19,4.489508152008057
2001-10-22,4.600510120391846
2001-10-23,4.58278751373291
2001-10-24,4.550140380859375
2001-10-25,4.569728374481201
2001-10-26,4.630359649658203
2001-10-29,4.556670188903809
2001-10-30,4.4829792976379395
2001-10-31,4.604241847991943
2001-11-01,4.568794250488281
2001-11-02,4.5874505043029785
2001-11-05,4.6154327392578125
2001-11-06,4.661140441894531
2001-11-07,4.639686107635498
2001-11-08,4.649015426635742
2001-11-09,4.6219611167907715
2001-11-12,4.6051740646362305
2001-11-13,4.662074089050293
2001-11-14,4.809454441070557
2001-11-15,4.89154052734375
2001-11-16,4.939110279083252
2001-11-19,4.96616268157959
2001-11-20,4.9941487312316895
2001-11-21,4.995079517364502
2001-11-23,4.981086730957031
2001-11-26,4.8775482177734375
2001-11-27,4.874748229980469
2001-11-28,4.828109264373779
2001-11-29,4.794527530670166
2001-11-30,4.942842483520508
2001-12-03,4.93351411819458
2001-12-04,4.940976619720459
2001-12-05,5.108877658843994
2001-12-06,5.255327224731445
2001-12-07,5.134064197540283
2001-12-10,5.076233386993408
2001-12-11,5.130335807800293
2001-12-12,5.0836944580078125
2001-12-13,5.120112419128418
2001-12-14,5.028596878051758
2001-12-17,4.884791374206543
2001-12-18,4.928680896759033
2001-12-19,5.099569320678711
2001-12-20,5.022998332977295
2001-12-21,5.257381916046143
2001-12-24,5.327420711517334
2001-12-26,5.332090854644775
2001-12-27,5.299407005310059
2001-12-28,5.274191379547119
2001-12-31,5.251782417297363
2002-01-02,5.315279006958008
2002-01-03,5.276059627532959
2002-01-04,5.322751045227051
2002-01-07,5.340494632720947
2002-01-08,5.355434417724609
2002-01-09,5.279795169830322
2002-01-10,5.325550079345703
2002-01-11,5.176141262054443
2002-01-14,5.107972145080566
2002-01-15,5.350762844085693
2002-01-16,5.248044490814209
2002-01-17,5.358238220214844
2002-01-18,5.374111652374268
2002-01-22,5.416133880615234
2002-01-23,5.431074142456055
2002-01-24,5.485234260559082
2002-01-25,5.473094940185547
2002-01-28,5.43760871887207
2002-01-29,5.397455215454102
2002-01-30,5.696279048919678
2002-01-31,5.594489574432373
2002-02-01,5.604763984680176
2002-02-04,5.552468299865723
2002-02-05,5.601961612701416
2002-02-06,5.612232685089111
2002-02-07,5.607564449310303
2002-02-08,5.518851280212402
2002-02-11,5.643982410430908
2002-02-12,5.617837429046631
2002-02-13,5.640246391296387
2002-02-14,5.647716999053955
2002-02-15,5.557137489318848
2002-02-19,5.447882652282715
2002-02-20,5.46562385559082
2002-02-21,5.369442462921143
2002-02-22,5.5468668937683105
2002-02-25,5.578615188598633
2002-02-26,5.549668312072754
2002-02-27,5.4646897315979
2002-02-28,5.49644136428833
2002-03-01,5.495506286621094
2002-03-04,5.531923770904541
2002-03-05,5.418001174926758
2002-03-06,5.47216272354126
2002-03-07,5.490837574005127
2002-03-08,5.434808731079102
2002-03-11,5.461888790130615
2002-03-12,5.461888790130615
2002-03-13,5.6682634353637695
2002-03-14,5.866427898406982
2002-03-15,5.865492820739746
2002-03-18,5.935597896575928
2002-03-19,5.926249027252197
2002-03-20,5.9813995361328125
2002-03-21,5.907557010650635
2002-03-22,5.561700344085693
2002-03-25,5.61498498916626
2002-03-26,5.655175685882568
2002-03-27,5.701915264129639
2002-03-28,5.609375
2002-04-01,5.49066162109375
2002-04-02,5.389708995819092
2002-04-03,5.440186500549316
2002-04-04,5.424294471740723
2002-04-05,5.502814292907715
2002-04-08,5.472901821136475
2002-04-09,5.484119415283203
2002-04-10,5.469162464141846
2002-04-11,5.379429340362549
2002-04-12,5.408404350280762
2002-04-15,5.331754684448242
2002-04-16,5.49066162109375
2002-04-17,5.365407943725586
2002-04-18,5.178459644317627
2002-04-19,5.311192035675049
2002-04-22,5.328017711639404
2002-04-23,5.367278099060059
2002-04-24,5.2345428466796875
2002-04-25,5.18687105178833
2002-04-26,5.117700576782227
2002-04-29,5.038248538970947
2002-04-30,4.9849677085876465
2002-05-01,5.111155986785889
2002-05-02,5.162567615509033
2002-05-03,5.172848224639893
2002-05-06,5.04759407043457
2002-05-07,5.1541547775268555
2002-05-08,5.2392191886901855
2002-05-09,5.131721019744873
2002-05-10,4.944774150848389
2002-05-13,5.019552707672119
2002-05-14,5.156025409698486
2002-05-15,5.090592384338379
2002-05-16,5.220522403717041
2002-05-17,5.21959114074707
2002-05-20,5.084983825683594
2002-05-21,5.02515983581543
2002-05-22,4.930753707885742
2002-05-23,5.117700576782227
2002-05-24,5.04759407043457
2002-05-28,5.019552707672119
2002-05-29,5.007401943206787
2002-05-30,5.00459623336792
2002-05-31,5.024227142333984
2002-06-03,4.866253852844238
2002-06-04,4.710153579711914
2002-06-05,4.748480319976807
2002-06-06,4.706416130065918
2002-06-07,4.68678617477417
2002-06-10,4.6998701095581055
2002-06-11,4.711089611053467
2002-06-12,4.712025165557861
2002-06-13,4.679271697998047
2002-06-14,4.655874252319336
2002-06-17,4.900132179260254
2002-06-18,4.960027694702148
2002-06-19,4.960027694702148
2002-06-20,4.866440296173096
2002-06-21,4.749458312988281
2002-06-24,4.763497352600098
2002-06-25,4.641835689544678
2002-06-26,4.593170642852783
2002-06-27,4.812160491943359
2002-06-28,5.020859241485596
2002-07-01,5.1097636222839355
2002-07-02,5.119121074676514
2002-07-03,5.1518778800964355
2002-07-05,5.266986846923828
2002-07-08,5.311906337738037
2002-07-09,5.240782260894775
2002-07-10,5.209898948669434
2002-07-11,4.927270889282227
2002-07-12,4.976869583129883
2002-07-15,4.903876781463623
2002-07-16,5.05735445022583
2002-07-17,5.0068182945251465
2002-07-18,4.778471946716309
2002-07-19,4.583813190460205
2002-07-22,4.449048042297363
2002-07-23,4.337681293487549
2002-07-24,4.52953577041626
2002-07-25,4.547314167022705
2002-07-26,4.558543682098389
2002-07-29,4.75881814956665
2002-07-30,4.707345008850098
2002-07-31,4.6128249168396
2002-08-01,4.398513317108154
2002-08-02,4.25626277923584
2002-08-05,4.109334468841553
2002-08-06,4.173907279968262
2002-08-07,4.170165061950684
2002-08-08,4.210407257080078
2002-08-09,4.110272407531738
2002-08-12,4.002645492553711
2002-08-13,4.024170398712158
2002-08-14,4.141154766082764
2002-08-15,4.2394185066223145
2002-08-16,4.122437477111816
2002-08-19,4.078450679779053
2002-08-20,4.192627429962158
2002-08-21,4.257199764251709
2002-08-22,4.318964958190918
2002-08-23,4.286212921142578
2002-08-26,4.295568943023682
2002-08-27,4.240354061126709
2002-08-28,4.1673583984375
2002-08-29,4.02230167388916
2002-08-30,4.041018962860107
2002-09-03,3.9474310874938965
2002-09-04,3.946495771408081
2002-09-05,3.9184212684631348
2002-09-06,3.9193572998046875
2002-09-09,3.8323211669921875
2002-09-10,3.94275164604187
2002-09-11,4.024170398712158
2002-09-12,3.9154622554779053
2002-09-13,3.910775899887085
2002-09-16,3.955761432647705
2002-09-17,3.9079654216766357
2002-09-18,4.034482955932617
2002-09-19,4.124448299407959
2002-09-20,4.132883071899414
2002-09-23,3.964193820953369
2002-09-24,3.955761432647705
2002-09-25,4.158189296722412
2002-09-26,4.274394512176514
2002-09-27,4.110392093658447
2002-09-30,4.046663284301758
2002-10-01,4.074778079986572
2002-10-02,4.039167404174805
2002-10-03,3.9398274421691895
2002-10-04,3.9304563999176025
2002-10-07,3.74489688873291
2002-10-08,3.749584674835205
2002-10-09,3.6849188804626465
2002-10-10,3.7327141761779785
2002-10-11,3.922960042953491
2002-10-14,3.9904346466064453
2002-10-15,4.212540149688721
2002-10-16,4.037291526794434
2002-10-17,4.1703691482543945
2002-10-18,4.07196569442749
2002-10-21,4.26783561706543
2002-10-22,4.245342254638672
2002-10-23,4.239718914031982
2002-10-24,4.2734575271606445
2002-10-25,4.403724670410156
2002-10-28,4.377482891082764
2002-10-29,4.336243629455566
2002-10-30,4.414031028747559
2002-10-31,4.422464370727539
2002-11-01,4.446830749511719
2002-11-04,4.437462329864502
2002-11-05,4.322188854217529
2002-11-06,4.2378458976745605
2002-11-07,4.174117565155029
2002-11-08,4.124448299407959
2002-11-11,4.014800548553467
2002-11-12,4.1094560623168945
2002-11-13,4.087897777557373
2002-11-14,4.238780975341797
2002-11-15,4.2697062492370605
2002-11-18,4.244405746459961
2002-11-19,4.175056457519531
2002-11-20,4.28470516204834
2002-11-21,4.223788738250732
2002-11-22,4.1000823974609375
2002-11-25,4.1769304275512695
2002-11-26,4.1178879737854
2002-11-27,4.225663661956787
2002-11-29,4.196608066558838
2002-12-02,4.362485885620117
2002-12-03,4.357801914215088
2002-12-04,4.320315361022949
2002-12-05,4.250028133392334
2002-12-06,4.22847318649292
2002-12-09,4.082278728485107
2002-12-10,4.056970596313477
2002-12-11,4.044789791107178
2002-12-12,4.11143684387207
2002-12-13,3.9922235012054443
2002-12-16,4.151798725128174
2002-12-17,4.008180141448975
2002-12-18,3.9359006881713867
2002-12-19,3.89835524559021
2002-12-20,4.233466625213623
2002-12-23,4.1583709716796875
2002-12-24,4.1349005699157715
2002-12-26,4.1433515548706055
2002-12-27,4.086090564727783
2002-12-30,4.179020881652832
2002-12-31,4.174328327178955
2003-01-02,4.327332496643066
2003-01-03,4.238158702850342
2003-01-06,4.297297477722168
2003-01-07,4.286031723022461
2003-01-08,4.319821834564209
2003-01-09,4.430587291717529
2003-01-10,4.461564540863037
2003-01-13,4.421205043792725
2003-01-14,4.381776809692383
2003-01-15,4.313253879547119
2003-01-16,4.272890090942383
2003-01-17,4.228771686553955
2003-01-21,4.115190029144287
2003-01-22,4.075766563415527
2003-01-23,4.190284252166748
2003-01-24,4.073888778686523
2003-01-27,4.08890962600708
2003-01-28,4.187468528747559
2003-01-29,4.286969184875488
2003-01-30,4.217508316040039
2003-01-31,4.1808977127075195
2003-02-03,4.146167755126953
2003-02-04,4.10017204284668
2003-02-05,4.06356143951416
2003-02-06,4.053237438201904
2003-02-07,3.9800212383270264
2003-02-10,4.068256378173828
2003-02-11,4.116132736206055
2003-02-12,4.099233627319336
2003-02-13,4.128331661224365
2003-02-14,4.237218379974365
2003-02-18,4.276643753051758
2003-02-19,4.268197059631348
2003-02-20,4.287908554077148
2003-02-21,4.351738452911377
2003-02-24,4.249420166015625
2003-02-25,4.262564182281494
2003-02-26,4.230649948120117
2003-02-27,4.339536190032959
2003-02-28,4.3526763916015625
2003-03-03,4.381776809692383
2003-03-04,4.286031723022461
2003-03-05,4.372389793395996
2003-03-06,4.3752055168151855
2003-03-07,4.6089396476745605
2003-03-10,4.437160491943359
2003-03-11,4.463442802429199
2003-03-12,4.519765853881836
2003-03-13,4.6062493324279785
2003-03-14,4.676753044128418
2003-03-17,4.847840785980225
2003-03-18,4.60530948638916
2003-03-19,4.707774639129639
2003-03-20,4.968166351318359
2003-03-21,5.010469436645508
2003-03-24,4.898604869842529
2003-03-25,4.971928119659424
2003-03-26,4.8939032554626465
2003-03-27,4.908003807067871
2003-03-28,4.986030101776123
2003-03-31,4.833741188049316
2003-04-01,4.775460243225098
2003-04-02,4.916467189788818
2003-04-03,4.904245376586914
2003-04-04,4.84126091003418
2003-04-07,4.833741188049316
2003-04-08,4.876043796539307
2003-04-09,4.867581844329834
2003-04-10,4.951246738433838
2003-04-11,4.943727016448975
2003-04-14,5.005769729614258
2003-04-15,5.054652690887451
2003-04-16,4.92116641998291
2003-04-17,4.916467189788818
2003-04-21,4.8751020431518555
2003-04-22,4.996368408203125
2003-04-23,5.052772045135498
2003-04-24,4.987909317016602
2003-04-25,4.908945083618164
2003-04-28,5.073453903198242
2003-04-29,5.101651668548584
2003-04-30,5.032090187072754
2003-05-01,4.955010414123535
2003-05-02,5.0424323081970215
2003-05-05,4.95876932144165
2003-05-06,5.097893714904785
2003-05-07,5.087555885314941
2003-05-08,5.0170512199401855
2003-05-09,5.0809736251831055
2003-05-12,5.120456218719482
2003-05-13,5.146777153015137
2003-05-14,5.0715742111206055
2003-05-15,5.064992904663086
2003-05-16,4.969109058380127
2003-05-19,4.9136457443237305
2003-05-20,4.939025402069092
2003-05-21,4.874161720275879
2003-05-22,4.910825729370117
2003-05-23,4.873224258422852
2003-05-27,5.0668745040893555
2003-05-28,5.134556770324707
2003-05-29,5.145837783813477
2003-05-30,5.26334285736084
2003-06-02,5.2614617347717285
2003-06-03,5.146777153015137
2003-06-04,5.253004550933838
2003-06-05,5.239842414855957
2003-06-06,5.212581157684326
2003-06-09,5.196598052978516
2003-06-10,5.25582218170166
2003-06-11,5.2049970626831055
2003-06-12,5.195582389831543
2003-06-13,5.134405136108398
2003-06-16,5.176761627197266
2003-06-17,5.239823341369629
2003-06-18,5.283118724822998
2003-06-19,5.30100154876709
2003-06-20,5.272765159606934
2003-06-23,5.21158504486084
2003-06-24,5.3301801681518555
2003-06-25,5.355593681335449
2003-06-26,5.3584160804748535
2003-06-27,4.996044158935547
2003-06-30,5.034633159637451
2003-07-01,5.071342945098877
2003-07-02,5.068516731262207
2003-07-03,5.036515235900879
2003-07-07,5.071342945098877
2003-07-08,5.055342197418213
2003-07-09,4.988514423370361
2003-07-10,5.050636291503906
2003-07-11,5.047810077667236
2003-07-14,5.0544023513793945
2003-07-15,4.996986389160156
2003-07-16,4.9941630363464355
2003-07-17,4.916980743408203
2003-07-18,4.8943915367126465
2003-07-21,4.809681415557861
2003-07-22,4.842622756958008
2003-07-23,4.891568660736084
2003-07-24,4.941453456878662
2003-07-25,4.958395481109619
2003-07-28,4.892510414123535
2003-07-29,4.8746256828308105
2003-07-30,4.824740409851074
2003-07-31,4.869916915893555
2003-08-01,4.772031307220459
2003-08-04,4.764502048492432
2003-08-05,4.686378479003906
2003-08-06,4.677908420562744
2003-08-07,4.76262092590332
2003-08-08,4.970630645751953
2003-08-11,4.967806339263916
2003-08-12,5.057222843170166
2003-08-13,5.118404388427734
2003-08-14,5.157936096191406
2003-08-15,5.200291156768799
2003-08-18,5.184290885925293
2003-08-19,5.143817901611328
2003-08-20,5.113697528839111
2003-08-21,5.194643497467041
2003-08-22,5.1485209465026855
2003-08-25,5.200291156768799
2003-08-26,5.216289043426514
2003-08-27,5.239823341369629
2003-08-28,5.282176971435547
