Date,CARR
2020-03-19,11.057829856872559
2020-03-20,11.748944282531738
2020-03-23,10.633946418762207
2020-03-24,10.781386375427246
2020-03-25,12.3939847946167
2020-03-26,14.236953735351562
2020-03-27,13.40761947631836
2020-03-30,14.651625633239746
2020-03-31,15.8956298828125
2020-04-01,13.868364334106445
2020-04-02,12.237332344055176
2020-04-03,15.591540336608887
2020-04-06,14.227742195129395
2020-04-07,14.052660942077637
2020-04-08,13.140389442443848
2020-04-09,13.619561195373535
2020-04-13,12.891586303710938
2020-04-14,12.781007766723633
2020-04-15,12.311052322387695
2020-04-16,11.877951622009277
2020-04-17,12.661218643188477
2020-04-20,13.315469741821289
2020-04-21,13.536628723144531
2020-04-22,13.628778457641602
2020-04-23,14.485760688781738
2020-04-24,14.97414779663086
2020-04-27,15.480964660644531
2020-04-28,15.66525936126709
2020-04-29,16.255008697509766
2020-04-30,16.319515228271484
2020-05-01,15.453319549560547
2020-05-04,15.112367630004883
2020-05-05,14.716129302978516
2020-05-06,15.011004447937012
2020-05-07,15.121582984924316
2020-05-08,16.91848373413086
2020-05-11,16.909265518188477
2020-05-12,16.402456283569336
2020-05-13,15.149229049682617
2020-05-14,15.250591278076172
2020-05-15,15.398030281066895
2020-05-18,16.172080993652344
2020-05-19,16.37480354309082
2020-05-20,17.259435653686523
2020-05-21,17.922901153564453
2020-05-22,17.554304122924805
2020-05-26,17.978193283081055
2020-05-27,18.420501708984375
2020-05-28,18.061119079589844
2020-05-29,18.862817764282227
2020-06-01,20.106822967529297
2020-06-02,19.682937622070312
2020-06-03,20.47541046142578
2020-06-04,20.899303436279297
2020-06-05,21.710206985473633
2020-06-08,22.456615447998047
2020-06-09,21.38768768310547
2020-06-10,20.456987380981445
2020-06-11,19.406494140625
2020-06-12,19.84880828857422
2020-06-15,20.24504852294922
2020-06-16,20.337194442749023
2020-06-17,19.590789794921875
2020-06-18,19.581575393676758
2020-06-19,19.765871047973633
2020-06-22,20.95458984375
2020-06-23,20.632068634033203
2020-06-24,20.106822967529297
2020-06-25,19.903348922729492
2020-06-26,19.394668579101562
2020-06-29,20.458274841308594
2020-06-30,20.550758361816406
2020-07-01,20.911460876464844
2020-07-02,21.188922882080078
2020-07-06,22.391267776489258
2020-07-07,22.206289291381836
2020-07-08,22.18779754638672
2020-07-09,22.113807678222656
2020-07-10,23.02018165588379
2020-07-13,22.456012725830078
2020-07-14,23.260650634765625
2020-07-15,24.462989807128906
2020-07-16,24.610971450805664
2020-07-17,24.49073600769043
2020-07-20,24.425996780395508
2020-07-21,24.573976516723633
2020-07-22,24.601726531982422
2020-07-23,25.295385360717773
2020-07-24,24.583227157592773
2020-07-27,24.278017044067383
2020-07-28,24.111539840698242
2020-07-29,25.138154983520508
2020-07-30,24.879186630249023
2020-07-31,25.19364356994629
2020-08-03,25.54509735107422
2020-08-04,25.683826446533203
2020-08-05,25.998287200927734
2020-08-06,26.146272659301758
2020-08-07,26.79368019104004
2020-08-10,27.246868133544922
2020-08-11,27.274614334106445
2020-08-12,27.552080154418945
2020-08-13,27.32086181640625
2020-08-14,27.302364349365234
2020-08-17,27.598325729370117
2020-08-18,27.246868133544922
2020-08-19,27.052648544311523
2020-08-20,26.830677032470703
2020-08-21,27.302364349365234
2020-08-24,28.097753524780273
2020-08-25,28.180997848510742
2020-08-26,28.698928833007812
2020-08-27,28.00527000427246
2020-08-28,28.02376365661621
2020-08-31,27.607576370239258
2020-09-01,28.02376365661621
2020-09-02,28.46770668029785
2020-09-03,27.12664031982422
2020-09-04,27.746305465698242
2020-09-08,27.348604202270508
2020-09-09,27.86653709411621
2020-09-10,26.950908660888672
2020-09-11,27.04339599609375
2020-09-14,26.960161209106445
2020-09-15,27.4595947265625
2020-09-16,27.977523803710938
2020-09-17,28.356721878051758
2020-09-18,28.476961135864258
2020-09-21,27.293113708496094
2020-09-22,27.986772537231445
2020-09-23,26.92316436767578
2020-09-24,27.63532066345215
2020-09-25,28.19950294494629
2020-09-28,28.43071937561035
2020-09-29,28.208744049072266
2020-09-30,28.24574089050293
2020-10-01,28.45846176147461
2020-10-02,28.883901596069336
2020-10-05,29.6700496673584
2020-10-06,29.142868041992188
2020-10-07,29.70703887939453
2020-10-08,29.54981231689453
2020-10-09,29.808778762817383
2020-10-12,30.520936965942383
2020-10-13,30.04924964904785
2020-10-14,30.067737579345703
2020-10-15,30.150981903076172
2020-10-16,30.298954010009766
2020-10-19,29.892019271850586
2020-10-20,30.733654022216797
2020-10-21,30.84464454650879
2020-10-22,31.34407615661621
2020-10-23,32.30595397949219
2020-10-26,31.177597045898438
2020-10-27,31.075862884521484
2020-10-28,30.798398971557617
2020-10-29,31.58643341064453
2020-10-30,30.95600700378418
2020-11-02,32.54134750366211
2020-11-03,34.256492614746094
2020-11-04,34.09889221191406
2020-11-05,35.41537857055664
2020-11-06,36.11069869995117
2020-11-09,35.971641540527344
2020-11-10,35.05380630493164
2020-11-11,35.28559112548828
2020-11-12,35.19287109375
2020-11-13,35.49881362915039
2020-11-16,37.54772186279297
2020-11-17,37.41792678833008
2020-11-18,36.51862335205078
2020-11-19,36.27758026123047
2020-11-20,35.7306022644043
2020-11-23,35.94382858276367
2020-11-24,36.50008773803711
2020-11-25,35.79548645019531
2020-11-27,35.05380630493164
2020-11-30,35.29484939575195
2020-12-01,34.85911178588867
2020-12-02,34.14524459838867
2020-12-03,34.01544952392578
2020-12-04,34.95182418823242
2020-12-07,34.15451431274414
2020-12-08,34.58098220825195
2020-12-09,35.08163070678711
2020-12-10,34.80349349975586
2020-12-11,34.45118713378906
2020-12-14,33.95055389404297
2020-12-15,34.92402267456055
2020-12-16,35.22995376586914
2020-12-17,35.878929138183594
2020-12-18,35.96237564086914
2020-12-21,35.71204376220703
2020-12-22,35.36795425415039
2020-12-23,35.48884582519531
2020-12-24,35.23774719238281
2020-12-28,35.116844177246094
2020-12-29,34.568145751953125
2020-12-30,35.08894348144531
2020-12-31,35.07965087890625
2021-01-04,34.43793869018555
2021-01-05,35.284236907958984
2021-01-06,37.246551513671875
2021-01-07,38.2137565612793
2021-01-08,37.84174728393555
2021-01-11,38.66014862060547
2021-01-12,38.81825637817383
2021-01-13,38.48345184326172
2021-01-14,37.944053649902344
2021-01-15,37.5534553527832
2021-01-19,37.544151306152344
2021-01-20,37.23725891113281
2021-01-21,36.958255767822266
2021-01-22,36.74433898925781
2021-01-25,36.167747497558594
2021-01-26,34.70764923095703
2021-01-27,33.69395065307617
2021-01-28,35.52604293823242
2021-01-29,35.805057525634766
2021-02-01,35.95384979248047
