Date,ALL
2000-01-03,12.466618537902832
2000-01-04,12.068739891052246
2000-01-05,12.599233627319336
2000-01-06,12.532930374145508
2000-01-07,12.997110366821289
2000-01-10,12.698699951171875
2000-01-11,12.665548324584961
2000-01-12,12.731861114501953
2000-01-13,13.162887573242188
2000-01-14,12.831327438354492
2000-01-18,12.765021324157715
2000-01-19,12.499773025512695
2000-01-20,12.599233627319336
2000-01-21,12.466618537902832
2000-01-24,12.101899147033691
2000-01-25,12.135053634643555
2000-01-26,12.30083179473877
2000-01-27,12.30083179473877
2000-01-28,12.101899147033691
2000-01-31,12.30083179473877
2000-02-01,12.23452091217041
2000-02-02,12.367138862609863
2000-02-03,12.23452091217041
2000-02-04,12.333983421325684
2000-02-07,12.466618537902832
2000-02-08,11.670873641967773
2000-02-09,10.576727867126465
2000-02-10,10.875128746032715
2000-02-11,11.50509262084961
2000-02-14,11.27299690246582
2000-02-15,11.538254737854004
2000-02-16,11.405627250671387
2000-02-17,11.27299690246582
2000-02-18,11.140378952026367
2000-02-22,11.339312553405762
2000-02-23,11.074063301086426
2000-02-24,11.107226371765137
2000-02-25,10.897294998168945
2000-02-28,10.596456527709961
2000-02-29,10.529587745666504
2000-03-01,10.76358699798584
2000-03-02,10.362467765808105
2000-03-03,10.362467765808105
2000-03-06,10.26218318939209
2000-03-07,9.927906036376953
2000-03-08,9.66048812866211
2000-03-09,9.72734260559082
2000-03-10,9.593632698059082
2000-03-13,9.4933500289917
2000-03-14,9.627065658569336
2000-03-15,10.429314613342285
2000-03-16,11.365283012390137
2000-03-17,11.164715766906738
2000-03-20,10.897294998168945
2000-03-21,11.799834251403809
2000-03-22,11.498991012573242
2000-03-23,11.900118827819824
2000-03-24,12.301244735717773
2000-03-27,11.632698059082031
2000-03-28,12.100680351257324
2000-03-29,12.100680351257324
2000-03-30,12.434951782226562
2000-03-31,12.73580265045166
2000-04-03,13.103504180908203
2000-04-04,12.902935028076172
2000-04-05,12.568663597106934
2000-04-06,12.200961112976074
2000-04-07,12.100680351257324
2000-04-10,12.36810302734375
2000-04-11,12.167529106140137
2000-04-12,12.434951782226562
2000-04-13,12.535243034362793
2000-04-14,11.164715766906738
2000-04-17,11.231571197509766
2000-04-18,11.231571197509766
2000-04-19,10.897294998168945
2000-04-20,12.033825874328613
2000-04-24,12.334673881530762
2000-04-25,12.73580265045166
2000-04-26,12.334673881530762
2000-04-27,12.100680351257324
2000-04-28,12.702371597290039
2000-05-01,12.836081504821777
2000-05-02,12.73580265045166
2000-05-03,12.334673881530762
2000-05-04,12.134109497070312
2000-05-05,12.234386444091797
2000-05-08,12.334673881530762
2000-05-09,12.301244735717773
2000-05-10,12.36810302734375
2000-05-11,12.73580265045166
2000-05-12,13.671761512756348
2000-05-15,14.37374496459961
2000-05-16,13.905755996704102
2000-05-17,14.006033897399902
2000-05-18,14.106321334838867
2000-05-19,14.306877136230469
2000-05-22,14.841716766357422
2000-05-23,15.343123435974121
2000-05-24,16.045106887817383
2000-05-25,14.340311050415039
2000-05-26,14.43181324005127
2000-05-30,14.633654594421387
2000-05-31,14.263618469238281
2000-06-01,14.532730102539062
2000-06-02,15.037345886230469
2000-06-05,14.633654594421387
2000-06-06,14.600015640258789
2000-06-07,15.272822380065918
2000-06-08,14.667291641235352
2000-06-09,14.36452579498291
2000-06-12,14.43181324005127
2000-06-13,14.36452579498291
2000-06-14,13.725358963012695
2000-06-15,12.379734992980957
2000-06-16,12.043331146240234
2000-06-19,12.78342342376709
2000-06-20,12.951628684997559
2000-06-21,12.917984008789062
2000-06-22,12.78342342376709
2000-06-23,12.850707054138184
2000-06-26,12.547933578491211
2000-06-27,12.78342342376709
2000-06-28,12.657271385192871
2000-06-29,12.48065185546875
2000-06-30,11.97605037689209
2000-07-03,12.648859977722168
2000-07-05,12.951628684997559
2000-07-06,12.78342342376709
2000-07-07,12.74978256225586
2000-07-10,12.648859977722168
2000-07-11,12.547933578491211
2000-07-12,12.917984008789062
2000-07-13,13.018912315368652
2000-07-14,13.388957977294922
2000-07-17,13.17029094696045
2000-07-18,13.052546501159668
2000-07-19,12.648859977722168
2000-07-20,13.456235885620117
2000-07-21,13.321669578552246
2000-07-24,13.288034439086914
2000-07-25,13.691718101501465
2000-07-26,14.39816665649414
2000-07-27,14.936420440673828
2000-07-28,14.835503578186035
2000-07-31,14.835503578186035
2000-08-01,14.801861763000488
2000-08-02,14.532730102539062
2000-08-03,15.37374496459961
2000-08-04,15.87835693359375
2000-08-07,15.37374496459961
2000-08-08,16.0802001953125
2000-08-09,15.710147857666016
2000-08-10,15.508310317993164
2000-08-11,15.575594902038574
2000-08-14,15.87835693359375
2000-08-15,15.474671363830566
2000-08-16,15.508310317993164
2000-08-17,15.87835693359375
2000-08-18,15.474671363830566
2000-08-21,15.945635795593262
2000-08-22,15.87835693359375
2000-08-23,15.609231948852539
2000-08-24,15.541951179504395
2000-08-25,15.441028594970703
2000-08-28,15.575594902038574
2000-08-29,15.5322847366333
2000-08-30,15.5322847366333
2000-08-31,15.743767738342285
2000-09-01,15.972193717956543
2000-09-05,16.006025314331055
2000-09-06,16.209068298339844
2000-09-07,16.141386032104492
2000-09-08,16.378263473510742
2000-09-11,17.055057525634766
2000-09-12,17.2242431640625
2000-09-13,16.716655731201172
2000-09-14,16.75049591064453
2000-09-15,17.56264305114746
2000-09-18,17.088890075683594
2000-09-19,17.664159774780273
2000-09-20,17.122730255126953
2000-09-21,18.07023811340332
2000-09-22,18.07023811340332
2000-09-25,17.86719512939453
2000-09-26,17.901033401489258
2000-09-27,17.79951286315918
2000-09-28,18.780858993530273
2000-09-29,18.814697265625
2000-10-02,19.085416793823242
2000-10-03,18.23943328857422
2000-10-04,18.67934226989746
2000-10-05,18.67934226989746
2000-10-06,18.47629737854004
2000-10-09,18.07023811340332
2000-10-10,18.273269653320312
2000-10-11,18.23943328857422
2000-10-12,17.258085250854492
2000-10-13,17.494970321655273
2000-10-16,17.79951286315918
2000-10-17,17.02121353149414
2000-10-18,17.697996139526367
2000-10-19,18.916217803955078
2000-10-20,18.67934226989746
2000-10-23,18.408620834350586
2000-10-24,19.66068458557129
2000-10-25,19.931400299072266
2000-10-26,19.897558212280273
2000-10-27,20.16827392578125
2000-10-30,21.657209396362305
2000-10-31,21.79256248474121
2000-11-01,21.115774154663086
2000-11-02,20.743549346923828
2000-11-03,19.79604721069336
2000-11-06,20.03291893005371
2000-11-07,20.13442611694336
2000-11-08,20.709718704223633
2000-11-09,20.87890625
2000-11-10,20.64202308654785
2000-11-13,20.743549346923828
2000-11-14,21.14960289001465
2000-11-15,20.87890625
2000-11-16,21.115774154663086
2000-11-17,21.115774154663086
2000-11-20,20.77738380432129
2000-11-21,20.57435417175293
2000-11-22,20.675861358642578
2000-11-24,20.57435417175293
2000-11-27,20.16827392578125
2000-11-28,20.498701095581055
2000-11-29,20.80466651916504
2000-11-30,20.80466651916504
2000-12-01,21.348569869995117
2000-12-04,21.31456756591797
2000-12-05,22.64035987854004
2000-12-06,23.04828643798828
2000-12-07,23.082290649414062
2000-12-08,23.93214988708496
2000-12-11,23.89815330505371
2000-12-12,23.286258697509766
2000-12-13,23.218250274658203
2000-12-14,22.130434036254883
2000-12-15,21.722509384155273
2000-12-18,22.57236671447754
2000-12-19,23.014297485351562
2000-12-20,22.266416549682617
2000-12-21,22.470378875732422
2000-12-22,22.504379272460938
2000-12-26,22.810327529907227
2000-12-27,23.728168487548828
2000-12-28,23.626190185546875
2000-12-29,23.69417953491211
2001-01-02,22.3004150390625
2001-01-03,22.1644287109375
2001-01-04,20.634674072265625
2001-01-05,20.702667236328125
2001-01-08,21.586530685424805
2001-01-09,20.94062614440918
2001-01-10,20.600683212280273
2001-01-11,19.852806091308594
2001-01-12,19.00294303894043
2001-01-16,19.71682357788086
2001-01-17,19.648836135864258
2001-01-18,19.240907669067383
2001-01-19,18.900957107543945
2001-01-22,20.15876007080078
2001-01-23,20.498701095581055
2001-01-24,20.838651657104492
2001-01-25,20.566686630249023
2001-01-26,20.600683212280273
2001-01-29,20.467432022094727
2001-01-30,21.065738677978516
2001-01-31,21.147306442260742
2001-02-01,21.223459243774414
2001-02-02,21.892475128173828
2001-02-05,21.865278244018555
2001-02-06,21.77825164794922
2001-02-07,22.202512741088867
2001-02-08,22.452701568603516
2001-02-09,22.51797103881836
2001-02-12,22.844329833984375
2001-02-13,22.501667022705078
2001-02-14,22.441823959350586
2001-02-15,22.354799270629883
2001-02-16,22.65939712524414
2001-02-20,22.436389923095703
2001-02-21,21.506303787231445
2001-02-22,21.55526351928711
2001-02-23,21.62051010131836
2001-02-26,21.992164611816406
2001-02-27,22.708101272583008
2001-02-28,21.78447914123535
2001-03-01,22.407522201538086
2001-03-02,22.647993087768555
2001-03-05,22.790081024169922
2001-03-06,22.69716453552246
2001-03-07,22.790081024169922
2001-03-08,22.9431095123291
2001-03-09,22.58241081237793
2001-03-12,21.91562843322754
2001-03-13,21.58226203918457
2001-03-14,21.593189239501953
2001-03-15,21.89925193786621
2001-03-16,21.75168800354004
2001-03-19,21.472949981689453
2001-03-20,21.145042419433594
2001-03-21,20.915504455566406
2001-03-22,20.899105072021484
2001-03-23,21.429229736328125
2001-03-26,21.68610382080078
2001-03-27,21.724348068237305
2001-03-28,21.560401916503906
2001-03-29,21.932037353515625
2001-03-30,22.921245574951172
2001-04-02,22.937652587890625
2001-04-03,22.68077850341797
2001-04-04,22.850208282470703
2001-04-05,23.22730255126953
2001-04-06,22.48948860168457
2001-04-09,22.407522201538086
2001-04-10,22.352863311767578
2001-04-11,22.38564682006836
2001-04-12,22.27088165283203
2001-04-16,22.48948860168457
2001-04-17,22.396591186523438
2001-04-18,23.22730255126953
2001-04-19,24.18372344970703
2001-04-20,23.271020889282227
2001-04-23,23.44045066833496
2001-04-24,22.533220291137695
2001-04-25,22.571474075317383
2001-04-26,22.407522201538086
2001-04-27,23.096139907836914
2001-04-30,22.817413330078125
2001-05-01,23.01961898803711
2001-05-02,22.61518669128418
2001-05-03,22.50042724609375
2001-05-04,22.59880256652832
2001-05-07,22.527751922607422
2001-05-08,22.899381637573242
2001-05-09,23.003219604492188
2001-05-10,22.95951271057129
2001-05-11,22.861129760742188
2001-05-14,22.95404624938965
2001-05-15,23.117998123168945
2001-05-16,23.648136138916016
2001-05-17,23.522441864013672
2001-05-18,23.976051330566406
2001-05-21,24.53350257873535
2001-05-22,24.50615882873535
2001-05-23,24.18372344970703
2001-05-24,24.178258895874023
2001-05-25,24.303955078125
2001-05-29,24.622303009033203
2001-05-30,24.814401626586914
2001-05-31,24.710119247436523
2001-06-01,23.65629005432129
2001-06-04,23.601408004760742
2001-06-05,24.10087776184082
2001-06-06,24.205156326293945
2001-06-07,23.952682495117188
2001-06-08,24.073434829711914
2001-06-11,24.23259925842285
2001-06-12,24.314943313598633
2001-06-13,24.51801109313965
2001-06-14,24.435686111450195
2001-06-15,24.03501319885254
2001-06-18,23.875837326049805
2001-06-19,23.711172103881836
2001-06-20,23.95817756652832
2001-06-21,24.67170524597168
2001-06-22,23.974632263183594
2001-06-25,24.040498733520508
2001-06-26,24.150270462036133
2001-06-27,24.111845016479492
2001-06-28,24.320425033569336
2001-06-29,24.144784927368164
2001-07-02,24.419219970703125
2001-07-03,24.276514053344727
2001-07-05,23.777036666870117
2001-07-06,23.453210830688477
2001-07-09,23.875837326049805
2001-07-10,23.711172103881836
2001-07-11,23.606891632080078
2001-07-12,23.5574951171875
2001-07-13,23.32696533203125
2001-07-16,23.261104583740234
2001-07-17,22.690277099609375
2001-07-18,22.61344337463379
2001-07-19,19.75931167602539
2001-07-20,18.195039749145508
2001-07-23,18.13466453552246
2001-07-24,18.332252502441406
2001-07-25,18.82623863220215
2001-07-26,19.56721305847168
2001-07-27,19.490373611450195
2001-07-30,18.979921340942383
2001-07-31,19.18848991394043
2001-08-01,19.34766387939453
2001-08-02,18.634138107299805
2001-08-03,18.387142181396484
2001-08-06,18.10721778869629
2001-08-07,18.32676124572754
2001-08-08,18.332252502441406
2001-08-09,18.25541114807129
2001-08-10,18.332252502441406
2001-08-13,18.68901824951172
2001-08-14,18.667064666748047
2001-08-15,18.595714569091797
2001-08-16,18.58473014831543
2001-08-17,18.55729103088379
2001-08-20,18.94150161743164
2001-08-21,18.88661003112793
2001-08-22,18.771350860595703
2001-08-23,18.82623863220215
2001-08-24,18.93600845336914
2001-08-27,18.842693328857422
2001-08-28,18.85367774963379
2001-08-29,18.903348922729492
2001-08-30,18.903348922729492
2001-08-31,18.72673797607422
2001-09-04,18.461816787719727
2001-09-05,18.610830307006836
2001-09-06,18.57771873474121
2001-09-07,18.31279182434082
2001-09-10,18.80953025817871
2001-09-17,18.48941421508789
2001-09-18,18.086509704589844
2001-09-19,18.086509704589844
2001-09-20,17.523542404174805
2001-09-21,17.523542404174805
2001-09-24,18.654983520507812
2001-09-25,18.682584762573242
2001-09-26,18.95855140686035
2001-09-27,19.642934799194336
2001-09-28,20.614315032958984
2001-10-01,19.863698959350586
2001-10-02,20.67503547668457
2001-10-03,20.69158172607422
2001-10-04,20.752290725708008
2001-10-05,20.410091400146484
2001-10-08,20.084457397460938
2001-10-09,20.161739349365234
2001-10-10,20.02375030517578
2001-10-11,18.130657196044922
2001-10-12,18.682584762573242
2001-10-15,18.605314254760742
2001-10-16,18.75432777404785
2001-10-17,18.550121307373047
2001-10-18,18.014747619628906
2001-10-19,17.87677001953125
2001-10-22,18.533573150634766
2001-10-23,18.31279182434082
2001-10-24,18.103063583374023
2001-10-25,17.9926700592041
2001-10-26,17.94852066040039
2001-10-29,17.87677001953125
2001-10-30,17.462833404541016
2001-10-31,17.3193302154541
2001-11-01,17.53458023071289
2001-11-02,17.628408432006836
2001-11-05,18.0699462890625
2001-11-06,17.9926700592041
2001-11-07,17.937480926513672
2001-11-08,17.83262062072754
2001-11-09,17.53458023071289
2001-11-12,17.556655883789062
2001-11-13,17.827104568481445
2001-11-14,17.46835708618164
2001-11-15,17.711198806762695
2001-11-16,17.90989112854004
2001-11-19,17.937480926513672
2001-11-20,18.020278930664062
2001-11-21,18.042354583740234
2001-11-23,18.241039276123047
2001-11-26,18.36798858642578
2001-11-27,18.59427833557129
2001-11-28,18.461063385009766
2001-11-29,18.932861328125
2001-11-30,19.005016326904297
2001-12-03,18.84404754638672
2001-12-04,18.205738067626953
2001-12-05,18.294544219970703
2001-12-06,18.444408416748047
2001-12-07,17.844959259033203
2001-12-10,17.828304290771484
2001-12-11,17.484176635742188
2001-12-12,17.362060546875
2001-12-13,17.217748641967773
2001-12-14,17.54523277282715
2001-12-17,18.08917808532715
2001-12-18,18.128028869628906
2001-12-19,17.87825584411621
2001-12-20,17.93931770324707
2001-12-21,17.76169204711914
2001-12-24,17.76169204711914
2001-12-26,17.9282169342041
2001-12-27,18.266794204711914
2001-12-28,18.79409408569336
2001-12-31,18.705289840698242
2002-01-02,18.422204971313477
2002-01-03,18.083620071411133
2002-01-04,18.144683837890625
2002-01-07,18.344499588012695
2002-01-08,18.31675148010254
2002-01-09,18.32229232788086
2002-01-10,18.028120040893555
2002-01-11,17.900455474853516
2002-01-14,17.95595932006836
2002-01-15,18.327850341796875
2002-01-16,17.9282169342041
2002-01-17,17.950414657592773
2002-01-18,17.73394775390625
2002-01-22,17.60628318786621
2002-01-23,17.68954086303711
2002-01-24,17.76169204711914
2002-01-25,17.983715057373047
2002-01-28,17.85050392150879
2002-01-29,17.517471313476562
2002-01-30,17.93931770324707
2002-01-31,17.906007766723633
2002-02-01,18.150232315063477
2002-02-04,18.039216995239258
2002-02-05,18.233488082885742
2002-02-06,17.87270736694336
2002-02-07,18.533220291137695
2002-02-08,18.721939086914062
2002-02-11,18.816303253173828
2002-02-12,18.73858642578125
2002-02-13,19.40465545654297
2002-02-14,19.493457794189453
2002-02-15,18.871797561645508
2002-02-19,18.48326873779297
2002-02-20,19.12712287902832
2002-02-21,18.749677658081055
2002-02-22,18.977258682250977
2002-02-25,19.349140167236328
2002-02-26,19.55017852783203
2002-02-27,19.751203536987305
2002-02-28,19.555755615234375
2002-03-01,19.918737411499023
2002-03-04,20.209110260009766
2002-03-05,20.281700134277344
2002-03-06,20.510652542114258
2002-03-07,20.06391716003418
2002-03-08,20.393394470214844
2002-03-11,20.66701316833496
2002-03-12,20.622337341308594
2002-03-13,20.566505432128906
2002-03-14,20.77869415283203
2002-03-15,20.98531150817871
2002-03-18,20.895965576171875
2002-03-19,21.074661254882812
2002-03-20,20.527402877807617
2002-03-21,20.639097213745117
2002-03-22,20.622337341308594
2002-03-25,20.331960678100586
2002-03-26,20.53299903869629
2002-03-27,20.88479995727539
2002-03-28,21.09140396118164
2002-04-01,21.057910919189453
2002-04-02,21.102590560913086
2002-04-03,21.074661254882812
2002-04-04,21.325942993164062
2002-04-05,21.459964752197266
2002-04-08,21.59956932067871
2002-04-09,21.9848690032959
2002-04-10,21.901113510131836
2002-04-11,21.73358726501465
2002-04-12,21.89552116394043
2002-04-15,21.58281707763672
2002-04-16,21.80617332458496
2002-04-17,22.92859649658203
2002-04-18,22.493040084838867
2002-04-19,22.6661434173584
2002-04-22,22.67173194885254
2002-04-23,22.487442016601562
2002-04-24,22.487442016601562
2002-04-25,22.180322647094727
2002-04-26,22.31433868408203
2002-04-29,22.079816818237305
2002-04-30,22.191482543945312
2002-05-01,21.990459442138672
2002-05-02,22.258502960205078
2002-05-03,22.1412353515625
2002-05-06,21.778261184692383
2002-05-07,21.750335693359375
2002-05-08,21.72242546081543
2002-05-09,21.75593376159668
2002-05-10,21.554893493652344
2002-05-13,21.84527015686035
2002-05-14,22.001630783081055
2002-05-15,21.82294273376465
2002-05-16,21.783843994140625
2002-05-17,21.945785522460938
2002-05-20,21.49347496032715
2002-05-21,21.208681106567383
2002-05-22,21.49905014038086
2002-05-23,21.515792846679688
2002-05-24,21.471126556396484
2002-05-28,21.387371063232422
2002-05-29,21.578279495239258
2002-05-30,21.662506103515625
2002-05-31,21.60634994506836
2002-06-03,21.20207405090332
2002-06-04,21.252613067626953
2002-06-05,21.10662269592285
2002-06-06,21.056093215942383
2002-06-07,21.12908172607422
2002-06-10,21.39298439025879
2002-06-11,20.921335220336914
2002-06-12,20.99432373046875
2002-06-13,20.702346801757812
2002-06-14,20.432836532592773
2002-06-17,21.10662269592285
2002-06-18,21.325599670410156
2002-06-19,21.207687377929688
2002-06-20,21.011167526245117
2002-06-21,21.336828231811523
2002-06-24,21.308761596679688
2002-06-25,20.999929428100586
2002-06-26,20.640575408935547
2002-06-27,20.97186279296875
2002-06-28,20.76411247253418
2002-07-01,20.859561920166016
2002-07-02,20.60688591003418
2002-07-03,20.41597557067871
2002-07-05,20.769725799560547
2002-07-08,20.67987823486328
2002-07-09,20.590038299560547
2002-07-10,20.07346534729004
2002-07-11,19.89378547668457
2002-07-12,19.8544921875
2002-07-15,19.568126678466797
2002-07-16,19.214385986328125
2002-07-17,19.13576889038086
2002-07-18,19.65235137939453
2002-07-19,19.69727325439453
2002-07-22,19.37160301208496
2002-07-23,18.961711883544922
2002-07-24,19.65235137939453
2002-07-25,19.37160301208496
2002-07-26,19.7028751373291
2002-07-29,20.775346755981445
2002-07-30,20.949405670166016
2002-07-31,21.342439651489258
2002-08-01,21.421066284179688
2002-08-02,20.93817138671875
2002-08-05,20.612506866455078
2002-08-06,20.859561920166016
2002-08-07,21.028013229370117
2002-08-08,21.314374923706055
2002-08-09,21.224533081054688
2002-08-12,21.10100746154785
2002-08-13,20.629348754882812
2002-08-14,21.04485321044922
2002-08-15,21.151535034179688
2002-08-16,21.28630256652832
2002-08-19,21.567049026489258
2002-08-20,21.477201461791992
