Date,LH
2000-09-06,25.377731323242188
2000-09-07,25.5184383392334
2000-09-08,25.748680114746094
2000-09-11,25.9405460357666
2000-09-12,26.068458557128906
2000-09-13,26.695226669311523
2000-09-14,26.40102767944336
2000-09-15,26.439401626586914
2000-09-18,23.842792510986328
2000-09-19,24.341646194458008
2000-09-20,23.81720542907715
2000-09-21,22.768329620361328
2000-09-22,22.717164993286133
2000-09-25,22.998571395874023
2000-09-26,22.576459884643555
2000-09-27,24.968414306640625
2000-09-28,24.559099197387695
2000-09-29,24.507930755615234
2000-10-02,25.787050247192383
2000-10-03,25.684724807739258
2000-10-04,25.173072814941406
2000-10-05,24.968414306640625
2000-10-06,24.866090774536133
2000-10-09,23.113689422607422
2000-10-10,23.30555534362793
2000-10-11,23.791624069213867
2000-10-12,23.740461349487305
2000-10-13,24.814922332763672
2000-10-16,24.95562171936035
2000-10-17,25.300983428955078
2000-10-18,24.507930755615234
2000-10-19,25.5823917388916
2000-10-20,24.252111434936523
2000-10-23,23.113689422607422
2000-10-24,26.810346603393555
2000-10-25,26.375450134277344
2000-10-26,27.040590286254883
2000-10-27,26.40102767944336
2000-10-30,27.091753005981445
2000-10-31,27.603403091430664
2000-11-01,27.603403091430664
2000-11-02,27.424325942993164
2000-11-03,27.19408416748047
2000-11-06,27.219663619995117
2000-11-07,28.447616577148438
2000-11-08,29.26625633239746
2000-11-09,29.03601837158203
2000-11-10,30.08489227294922
2000-11-13,28.03830337524414
2000-11-14,29.67557144165039
2000-11-15,30.18722152709961
2000-11-16,31.108190536499023
2000-11-17,30.545372009277344
2000-11-20,28.780193328857422
2000-11-21,27.142915725708008
2000-11-22,27.846431732177734
2000-11-24,28.46040916442871
2000-11-27,28.03830337524414
2000-11-28,27.475488662719727
2000-11-29,28.294126510620117
2000-11-30,29.074386596679688
2000-12-01,29.01043128967285
2000-12-04,30.8267822265625
2000-12-05,28.844144821166992
2000-12-06,28.626697540283203
2000-12-07,29.061594009399414
2000-12-08,30.238384246826172
2000-12-11,31.6070499420166
2000-12-12,30.801197052001953
2000-12-13,31.645416259765625
2000-12-14,32.13148498535156
2000-12-15,32.14427185058594
2000-12-18,33.512935638427734
2000-12-19,33.41061019897461
2000-12-20,32.898956298828125
2000-12-21,33.512935638427734
2000-12-22,33.96063232421875
2000-12-26,34.689727783203125
2000-12-27,36.02001190185547
2000-12-28,36.83865737915039
2000-12-29,36.02001190185547
2001-01-02,30.289552688598633
2001-01-03,31.057025909423828
2001-01-04,28.34528923034668
2001-01-05,27.015005111694336
2001-01-08,27.88480567932129
2001-01-09,29.2150936126709
2001-01-10,30.08489227294922
2001-01-11,30.212800979614258
2001-01-12,27.61618995666504
2001-01-16,27.475488662719727
2001-01-17,26.592899322509766
2001-01-18,25.889385223388672
2001-01-19,24.802127838134766
2001-01-22,25.377731323242188
2001-01-23,26.91267967224121
2001-01-24,28.447616577148438
2001-01-25,28.03830337524414
2001-01-26,29.13833999633789
2001-01-29,28.71367645263672
2001-01-30,29.000198364257812
2001-01-31,27.878665924072266
2001-02-01,27.764057159423828
2001-02-02,27.06617546081543
2001-02-05,27.2503662109375
2001-02-06,27.567584991455078
2001-02-07,27.938020706176758
2001-02-08,27.28105926513672
2001-02-09,27.52665138244629
2001-02-12,28.488550186157227
2001-02-13,28.642044067382812
2001-02-14,29.217140197753906
2001-02-15,28.836471557617188
2001-02-16,29.726741790771484
2001-02-20,29.980518341064453
2001-02-21,30.18722152709961
2001-02-22,30.13605499267578
2001-02-23,30.08489227294922
2001-02-26,31.650531768798828
2001-02-27,32.684059143066406
2001-02-28,32.84779739379883
2001-03-01,31.50727081298828
2001-03-02,32.276790618896484
2001-03-05,31.767189025878906
2001-03-06,31.108190536499023
2001-03-07,29.73697280883789
2001-03-08,29.075923919677734
2001-03-09,29.14345932006836
2001-03-12,27.935970306396484
2001-03-13,28.03830337524414
2001-03-14,27.567584991455078
2001-03-15,26.032642364501953
2001-03-16,25.47596549987793
2001-03-19,25.99171257019043
2001-03-20,25.3981990814209
2001-03-21,23.063039779663086
2001-03-22,22.884984970092773
2001-03-23,24.354433059692383
2001-03-26,23.711809158325195
2001-03-27,24.088376998901367
2001-03-28,23.53580093383789
2001-03-29,24.2111759185791
2001-03-30,24.610261917114258
2001-04-02,24.692123413085938
2001-04-03,23.46416473388672
2001-04-04,23.576730728149414
2001-04-05,24.57956314086914
2001-04-06,24.24187660217285
2001-04-09,24.60002326965332
2001-04-10,25.87096405029297
2001-04-11,26.76941680908203
2001-04-12,26.933137893676758
2001-04-16,27.628978729248047
2001-04-17,28.253192901611328
2001-04-18,27.465251922607422
2001-04-19,27.424325942993164
2001-04-20,28.099700927734375
2001-04-23,27.221712112426758
2001-04-24,29.763578414916992
2001-04-25,29.67557144165039
2001-04-26,29.5732421875
2001-04-27,29.45045280456543
2001-04-30,28.856935501098633
2001-05-01,29.26625633239746
2001-05-02,29.26625633239746
2001-05-03,28.775075912475586
2001-05-04,28.529481887817383
2001-05-07,28.081281661987305
2001-05-08,27.338375091552734
2001-05-09,27.015005111694336
2001-05-10,26.05310821533203
2001-05-11,25.510761260986328
2001-05-14,25.684724807739258
2001-05-15,25.705188751220703
2001-05-16,27.321992874145508
2001-05-17,28.498781204223633
2001-05-18,28.887636184692383
2001-05-21,27.878665924072266
2001-05-22,28.611347198486328
2001-05-23,28.03830337524414
2001-05-24,28.03830337524414
2001-05-25,27.465251922607422
2001-05-29,27.530744552612305
2001-05-30,28.86103057861328
2001-05-31,28.70549201965332
2001-06-01,30.361181259155273
2001-06-04,31.7221622467041
2001-06-05,32.57150650024414
2001-06-06,32.82937240600586
2001-06-07,33.238685607910156
2001-06-08,33.560001373291016
2001-06-11,33.093379974365234
2001-06-12,32.00868606567383
2001-06-13,32.00459289550781
2001-06-14,31.296480178833008
2001-06-15,32.3770751953125
2001-06-18,32.25428009033203
2001-06-19,31.898178100585938
2001-06-20,31.51749610900879
2001-06-21,32.336143493652344
2001-06-22,32.45893478393555
2001-06-25,30.903526306152344
2001-06-26,30.6825008392334
2001-06-27,30.88306427001953
2001-06-28,31.804025650024414
2001-06-29,31.476579666137695
2001-07-02,31.673046112060547
2001-07-03,32.315677642822266
2001-07-05,31.93091583251953
2001-07-06,31.7221622467041
2001-07-09,32.29521942138672
2001-07-10,33.35944366455078
2001-07-11,32.160133361816406
2001-07-12,33.281673431396484
2001-07-13,34.37454605102539
2001-07-16,34.87391662597656
2001-07-17,35.36509704589844
2001-07-18,34.70200729370117
2001-07-19,34.832984924316406
2001-07-20,35.406036376953125
2001-07-23,34.84935760498047
2001-07-24,35.045833587646484
2001-07-25,35.7130241394043
2001-07-26,36.42522430419922
2001-07-27,37.16609191894531
2001-07-30,36.920501708984375
2001-07-31,36.82227325439453
2001-08-01,35.34463119506836
2001-08-02,34.75111770629883
2001-08-03,34.071659088134766
2001-08-06,32.540802001953125
2001-08-07,33.506797790527344
2001-08-08,33.21617126464844
2001-08-09,33.560001373291016
2001-08-10,33.613216400146484
2001-08-13,34.38273620605469
2001-08-14,34.09212112426758
2001-08-15,33.355342864990234
2001-08-16,32.98286819458008
2001-08-17,33.420833587646484
2001-08-20,32.74546813964844
2001-08-21,33.645957946777344
2001-08-22,33.973419189453125
2001-08-23,34.46459197998047
2001-08-24,34.73065185546875
2001-08-27,35.324161529541016
2001-08-28,33.95295715332031
2001-08-29,32.82322692871094
2001-08-30,32.704532623291016
2001-08-31,31.88589859008789
2001-09-04,32.991050720214844
2001-09-05,30.596542358398438
2001-09-06,30.88306427001953
2001-09-07,30.780736923217773
2001-09-10,30.35913848876953
2001-09-17,29.02066421508789
2001-09-18,27.383394241333008
2001-09-19,28.611347198486328
2001-09-20,29.26625633239746
2001-09-21,28.36575698852539
2001-09-24,29.49138069152832
2001-09-25,30.44509506225586
2001-09-26,31.50522232055664
2001-09-27,32.77411651611328
2001-09-28,33.093379974365234
2001-10-01,32.4384765625
2001-10-02,32.91328811645508
2001-10-03,33.11384963989258
2001-10-04,33.5026969909668
2001-10-05,32.66769790649414
2001-10-08,32.60219955444336
2001-10-09,32.925559997558594
2001-10-10,33.576385498046875
2001-10-11,33.400367736816406
2001-10-12,33.70735549926758
2001-10-15,33.645957946777344
2001-10-16,34.28449630737305
2001-10-17,34.28040313720703
2001-10-18,33.891544342041016
2001-10-19,34.62832260131836
2001-10-22,35.71711349487305
2001-10-23,35.48789596557617
2001-10-24,34.95578384399414
2001-10-25,34.89029312133789
2001-10-26,35.569759368896484
2001-10-29,35.864463806152344
2001-10-30,35.52881622314453
2001-10-31,35.28323745727539
2001-11-01,34.87391662597656
2001-11-02,35.26277542114258
2001-11-05,35.88493347167969
2001-11-06,36.25740432739258
2001-11-07,34.66926574707031
2001-11-08,33.031986236572266
2001-11-09,32.684059143066406
2001-11-12,32.790489196777344
2001-11-13,32.74546813964844
2001-11-14,32.225624084472656
2001-11-15,32.53260803222656
2001-11-16,32.2911262512207
2001-11-19,32.84779739379883
2001-11-20,33.64186096191406
2001-11-21,33.351253509521484
2001-11-23,33.48223876953125
2001-11-26,33.11384963989258
2001-11-27,31.681238174438477
2001-11-28,31.108190536499023
2001-11-29,31.619840621948242
2001-11-30,31.476579666137695
2001-12-03,31.54616355895996
2001-12-04,31.7221622467041
2001-12-05,32.02915573120117
2001-12-06,31.8449649810791
2001-12-07,31.210521697998047
2001-12-10,30.39188003540039
2001-12-11,31.11637306213379
2001-12-12,31.181869506835938
2001-12-13,32.02915573120117
2001-12-14,31.922739028930664
2001-12-17,31.791744232177734
2001-12-18,32.225624084472656
2001-12-19,32.23381423950195
2001-12-20,32.070091247558594
2001-12-21,32.45893478393555
2001-12-24,32.827327728271484
2001-12-26,33.10975646972656
2001-12-27,32.6472282409668
2001-12-28,33.15476989746094
2001-12-31,33.093379974365234
2002-01-02,32.26655197143555
2002-01-03,31.759008407592773
2002-01-04,32.20515823364258
2002-01-07,31.861330032348633
2002-01-08,31.578908920288086
2002-01-09,31.370159149169922
2002-01-10,31.804025650024414
2002-01-11,32.213356018066406
2002-01-14,32.13148498535156
2002-01-15,32.565364837646484
2002-01-16,32.42210006713867
2002-01-17,32.418006896972656
2002-01-18,32.87644577026367
2002-01-22,33.27756881713867
2002-01-23,32.765926361083984
2002-01-24,32.90919494628906
2002-01-25,33.04016876220703
2002-01-28,32.84779739379883
2002-01-29,33.162967681884766
2002-01-30,32.91737365722656
2002-01-31,33.318511962890625
2002-02-01,33.44539260864258
2002-02-04,33.662330627441406
2002-02-05,33.936580657958984
2002-02-06,33.76875305175781
2002-02-07,34.104393005371094
2002-02-08,35.81534194946289
2002-02-11,35.42649459838867
2002-02-12,35.307796478271484
2002-02-13,35.63525390625
2002-02-14,36.02001190185547
2002-02-15,35.6516227722168
2002-02-19,34.37864303588867
2002-02-20,34.54645919799805
2002-02-21,34.17807388305664
2002-02-22,33.95295715332031
2002-02-25,33.47404861450195
2002-02-26,33.76875305175781
2002-02-27,33.5026969909668
2002-02-28,33.351253509521484
2002-03-01,33.35944366455078
2002-03-04,34.182167053222656
2002-03-05,34.75111770629883
2002-03-06,35.53292465209961
2002-03-07,35.20137023925781
2002-03-08,35.20137023925781
2002-03-11,34.91484832763672
2002-03-12,35.34463119506836
2002-03-13,36.003639221191406
2002-03-14,37.207027435302734
2002-03-15,36.84682846069336
2002-03-18,37.57542037963867
2002-03-19,37.54676818847656
2002-03-20,37.75960922241211
2002-03-21,37.61635208129883
2002-03-22,37.620445251464844
2002-03-25,37.35029220581055
2002-03-26,38.3162841796875
2002-03-27,39.31501007080078
2002-03-28,39.23725128173828
2002-04-01,39.30274200439453
2002-04-02,39.08989715576172
2002-04-03,38.14845657348633
2002-04-04,38.025672912597656
2002-04-05,38.98756408691406
2002-04-08,39.4173469543457
2002-04-09,39.7652702331543
2002-04-10,39.581085205078125
2002-04-11,39.396881103515625
2002-04-12,38.72150802612305
2002-04-15,39.21268844604492
2002-04-16,39.30682373046875
2002-04-17,39.581085205078125
2002-04-18,40.27691650390625
2002-04-19,41.17741394042969
2002-04-22,40.56344223022461
2002-04-23,38.680580139160156
2002-04-24,38.905704498291016
2002-04-25,39.208587646484375
2002-04-26,40.072261810302734
2002-04-29,40.02723693847656
2002-04-30,40.604366302490234
2002-05-01,41.91419219970703
2002-05-02,41.95102310180664
2002-05-03,42.00423812866211
2002-05-06,42.249839782714844
2002-05-07,41.386173248291016
2002-05-08,41.14057540893555
2002-05-09,41.7668342590332
2002-05-10,42.55272674560547
2002-05-13,41.01369094848633
2002-05-14,39.31092834472656
2002-05-15,39.99857711791992
2002-05-16,39.37641906738281
2002-05-17,39.96583938598633
2002-05-20,39.70387649536133
2002-05-21,39.42552947998047
2002-05-22,38.1402702331543
2002-05-23,38.27125549316406
2002-05-24,38.32856369018555
2002-05-28,38.975284576416016
2002-05-29,39.43373107910156
2002-05-30,40.227806091308594
2002-05-31,40.15412139892578
2002-06-03,39.88397216796875
2002-06-04,38.680580139160156
2002-06-05,39.744808197021484
2002-06-06,39.25361251831055
2002-06-07,40.19505310058594
2002-06-10,41.455753326416016
2002-06-11,40.53068923950195
2002-06-12,39.073516845703125
2002-06-13,38.99166488647461
2002-06-14,39.04896545410156
2002-06-17,39.08989715576172
2002-06-18,39.13082504272461
2002-06-19,40.03132629394531
2002-06-20,39.70387649536133
2002-06-21,37.501747131347656
2002-06-24,36.70766830444336
2002-06-25,36.76497268676758
2002-06-26,37.444435119628906
2002-06-27,37.78007125854492
2002-06-28,37.370758056640625
2002-07-01,35.168617248535156
2002-07-02,32.991050720214844
2002-07-03,34.46459197998047
2002-07-05,35.81534194946289
2002-07-08,35.25048065185547
2002-07-09,33.15476989746094
2002-07-10,32.00868606567383
2002-07-11,31.910451889038086
2002-07-12,32.00868606567383
2002-07-15,31.312850952148438
2002-07-16,31.312850952148438
2002-07-17,33.11384963989258
2002-07-18,30.98538589477539
2002-07-19,31.312850952148438
2002-07-22,28.3330135345459
2002-07-23,26.97407341003418
2002-07-24,31.02632713317871
2002-07-25,23.08555030822754
2002-07-26,23.617664337158203
2002-07-29,25.361360549926758
2002-07-30,27.015005111694336
2002-07-31,28.079233169555664
2002-08-01,26.900400161743164
2002-08-02,26.40102767944336
2002-08-05,25.787050247192383
2002-08-06,26.671178817749023
2002-08-07,27.252412796020508
2002-08-08,28.02192497253418
2002-08-09,28.046483993530273
2002-08-12,27.588050842285156
2002-08-13,26.933137893676758
2002-08-14,26.810346603393555
2002-08-15,27.83363914489746
2002-08-16,28.406688690185547
2002-08-19,28.079233169555664
2002-08-20,27.751781463623047
2002-08-21,26.564756393432617
2002-08-22,26.761226654052734
2002-08-23,25.99171257019043
2002-08-26,26.540197372436523
2002-08-27,25.82798194885254
2002-08-28,25.901660919189453
2002-08-29,26.196367263793945
2002-08-30,25.74612045288086
2002-09-03,24.952043533325195
2002-09-04,24.305316925048828
2002-09-05,24.477230072021484
2002-09-06,24.85380744934082
2002-09-09,25.696998596191406
2002-09-10,26.196367263793945
2002-09-11,26.60568618774414
2002-09-12,26.68754768371582
2002-09-13,27.244218826293945
2002-09-16,27.072307586669922
2002-09-17,26.949520111083984
2002-09-18,27.768152236938477
2002-09-19,27.08868408203125
2002-09-20,26.728483200073242
2002-09-23,25.377731323242188
2002-09-24,26.253671646118164
2002-09-25,27.252412796020508
2002-09-26,27.178733825683594
2002-09-27,27.83363914489746
2002-09-30,27.65354347229004
2002-10-01,27.506187438964844
2002-10-02,27.219663619995117
2002-10-03,27.16236114501953
2002-10-04,17.74803924560547
2002-10-07,17.02764129638672
2002-10-08,15.70963191986084
2002-10-09,16.659255981445312
2002-10-10,16.732933044433594
2002-10-11,17.232295989990234
2002-10-14,17.854461669921875
2002-10-15,18.623981475830078
2002-10-16,17.396026611328125
2002-10-17,17.68254852294922
2002-10-18,18.59942054748535
2002-10-21,18.17373275756836
2002-10-22,17.813535690307617
2002-10-23,18.411136627197266
2002-10-24,18.501184463500977
2002-10-25,17.3550968170166
2002-10-28,16.78204917907715
2002-10-29,16.045272827148438
2002-10-30,17.191368103027344
2002-10-31,19.729141235351562
2002-11-01,19.22158432006836
2002-11-04,19.074228286743164
2002-11-05,18.689470291137695
2002-11-06,19.40168571472168
2002-11-07,20.670570373535156
2002-11-08,19.60634422302246
2002-11-11,18.623981475830078
2002-11-12,19.368940353393555
2002-11-13,18.90231704711914
2002-11-14,18.91050148010254
2002-11-15,19.630901336669922
2002-11-18,19.360754013061523
2002-11-19,18.943248748779297
2002-11-20,19.491737365722656
2002-11-21,19.278888702392578
2002-11-22,18.91050148010254
2002-11-25,18.746776580810547
2002-11-26,18.697656631469727
2002-11-27,19.360754013061523
2002-11-29,19.647279739379883
2002-12-02,19.770069122314453
2002-12-03,19.442617416381836
2002-12-04,19.76188850402832
2002-12-05,19.827375411987305
2002-12-06,19.925613403320312
2002-12-09,19.622716903686523
2002-12-10,19.688209533691406
2002-12-11,19.688209533691406
2002-12-12,19.418062210083008
2002-12-13,18.828641891479492
2002-12-16,18.869571685791016
2002-12-17,19.090606689453125
2002-12-18,18.828641891479492
2002-12-19,18.558488845825195
2002-12-20,18.705848693847656
2002-12-23,19.303447723388672
2002-12-24,19.28707504272461
2002-12-26,18.951435089111328
2002-12-27,18.722217559814453
2002-12-30,18.419328689575195
2002-12-31,19.025114059448242
2003-01-02,19.63909339904785
2003-01-03,19.549036026000977
2003-01-06,19.85193634033203
2003-01-07,19.909238815307617
2003-01-08,20.416797637939453
2003-01-09,21.783918380737305
2003-01-10,22.09499740600586
2003-01-13,22.185056686401367
2003-01-14,22.045881271362305
2003-01-15,21.841222763061523
2003-01-16,21.702051162719727
2003-01-17,22.062255859375
2003-01-21,21.636560440063477
2003-01-22,21.6774959564209
2003-01-23,22.02132225036621
2003-01-24,21.186311721801758
2003-01-27,20.359493255615234
2003-01-28,20.92435073852539
2003-01-29,21.652936935424805
2003-01-30,21.39097023010254
2003-01-31,21.898529052734375
2003-02-03,21.440088272094727
2003-02-04,21.259992599487305
2003-02-05,20.87523078918457
2003-02-06,20.465913772583008
2003-02-07,20.45772933959961
2003-02-10,20.465913772583008
2003-02-11,20.465913772583008
2003-02-12,20.31037139892578
2003-02-13,20.081153869628906
2003-02-14,19.647279739379883
2003-02-18,20.02385139465332
2003-02-19,21.923084259033203
2003-02-20,22.10318374633789
2003-02-21,22.930011749267578
2003-02-24,22.848146438598633
2003-02-25,22.708972930908203
2003-02-26,22.766281127929688
2003-02-27,22.59436798095703
2003-02-28,22.733537673950195
2003-03-03,22.34877586364746
2003-03-04,21.726612091064453
2003-03-05,21.816665649414062
2003-03-06,22.234167098999023
2003-03-07,22.34058952331543
2003-03-10,21.890342712402344
2003-03-11,21.849409103393555
2003-03-12,21.86578369140625
2003-03-13,22.389707565307617
2003-03-14,22.201425552368164
2003-03-17,23.08555030822754
2003-03-18,23.02825164794922
2003-03-19,22.422454833984375
2003-03-20,22.676233291625977
2003-03-21,23.576730728149414
2003-03-24,23.069177627563477
2003-03-25,23.740461349487305
2003-03-26,23.82232093811035
2003-03-27,23.814138412475586
2003-03-28,24.559099197387695
2003-03-31,24.272573471069336
2003-04-01,24.117033004760742
2003-04-02,24.17433738708496
2003-04-03,24.436296463012695
2003-04-04,23.855073928833008
2003-04-07,23.82232093811035
2003-04-08,23.494871139526367
2003-04-09,23.445749282836914
2003-04-10,23.413007736206055
2003-04-11,23.372074127197266
2003-04-14,23.707714080810547
2003-04-15,22.47157096862793
2003-04-16,21.75935935974121
2003-04-17,22.078622817993164
2003-04-21,22.307844161987305
2003-04-22,21.82485008239746
2003-04-23,22.65167236328125
2003-04-24,22.389707565307617
2003-04-25,22.34058952331543
2003-04-28,22.34058952331543
2003-04-29,23.55217170715332
2003-04-30,24.117033004760742
2003-05-01,24.256202697753906
2003-05-02,24.575468063354492
2003-05-05,24.919294357299805
2003-05-06,25.132137298583984
2003-05-07,24.837432861328125
2003-05-08,24.559099197387695
2003-05-09,24.640960693359375
2003-05-12,24.87836456298828
2003-05-13,24.85380744934082
2003-05-14,25.050277709960938
2003-05-15,25.271310806274414
2003-05-16,25.74612045288086
2003-05-19,25.4595947265625
2003-05-20,25.623319625854492
2003-05-21,25.615137100219727
2003-05-22,25.63150978088379
2003-05-23,25.76249122619629
2003-05-27,25.787050247192383
2003-05-28,26.44195556640625
2003-05-29,26.319164276123047
2003-05-30,26.319164276123047
2003-06-02,26.27823257446289
2003-06-03,25.852542877197266
2003-06-04,25.25493812561035
2003-06-05,25.148513793945312
2003-06-06,23.2329044342041
2003-06-09,23.53580093383789
2003-06-10,23.871440887451172
2003-06-11,23.994232177734375
2003-06-12,23.576730728149414
2003-06-13,23.16741371154785
2003-06-16,23.90418815612793
2003-06-17,24.640960693359375
2003-06-18,24.640960693359375
2003-06-19,24.362625122070312
2003-06-20,24.861989974975586
2003-06-23,24.272573471069336
2003-06-24,24.501792907714844
2003-06-25,24.452672958374023
2003-06-26,24.747385025024414
2003-06-27,25.00934410095215
2003-06-30,24.68189239501953
2003-07-01,24.288944244384766
2003-07-02,25.00934410095215
2003-07-03,24.886550903320312
2003-07-07,25.623319625854492
2003-07-08,26.368284225463867
2003-07-09,26.196367263793945
2003-07-10,25.885282516479492
2003-07-11,25.77067756652832
2003-07-14,25.81979751586914
2003-07-15,25.66425323486328
2003-07-16,25.377731323242188
2003-07-17,24.861989974975586
2003-07-18,24.870176315307617
2003-07-21,24.559099197387695
2003-07-22,25.14032745361328
2003-07-23,25.975337982177734
2003-07-24,25.74612045288086
2003-07-25,25.541461944580078
2003-07-28,25.852542877197266
2003-07-29,26.360095977783203
2003-07-30,26.368284225463867
2003-07-31,26.008079528808594
2003-08-01,25.803424835205078
2003-08-04,25.688812255859375
2003-08-05,25.304054260253906
2003-08-06,24.984786987304688
2003-08-07,25.197629928588867
2003-08-08,25.66425323486328
2003-08-11,25.83616828918457
2003-08-12,25.500524520874023
2003-08-13,25.5905818939209
2003-08-14,25.443220138549805
2003-08-15,25.680625915527344
2003-08-18,25.705188751220703
2003-08-19,25.787050247192383
2003-08-20,25.484155654907227
2003-08-21,25.377731323242188
2003-08-22,25.091211318969727
2003-08-25,24.8128719329834
2003-08-26,24.640960693359375
2003-08-27,24.649145126342773
2003-08-28,24.68189239501953
2003-08-29,24.763751983642578
2003-09-02,25.11577033996582
2003-09-03,25.091211318969727
2003-09-04,25.525089263916016
2003-09-05,25.033906936645508
2003-09-08,25.12395668029785
2003-09-09,25.042091369628906
2003-09-10,24.943857192993164
2003-09-11,24.870176315307617
2003-09-12,24.968414306640625
2003-09-15,24.79649543762207
2003-09-16,24.624588012695312
2003-09-17,24.60821533203125
2003-09-18,24.706451416015625
