Date,RF
2002-11-15,12.849177360534668
2002-11-18,12.618975639343262
2002-11-19,12.585023880004883
2002-11-20,12.943512916564941
2002-11-21,13.151061058044434
2002-11-22,13.21143913269043
2002-11-25,13.21143913269043
2002-11-26,13.11332893371582
2002-11-27,13.25672435760498
2002-11-29,13.109556198120117
2002-12-02,13.015213012695312
2002-12-03,12.807661056518555
2002-12-04,12.739736557006836
2002-12-05,12.539732933044434
2002-12-06,12.690678596496582
2002-12-09,12.486903190612793
2002-12-10,12.720869064331055
2002-12-11,12.720866203308105
2002-12-12,12.557195663452148
2002-12-13,12.4506196975708
2002-12-16,12.758936882019043
2002-12-17,12.709454536437988
2002-12-18,12.583844184875488
2002-12-19,12.48487377166748
2002-12-20,12.701842308044434
2002-12-23,12.66757869720459
2002-12-24,12.652359008789062
2002-12-26,12.682812690734863
2002-12-27,12.595256805419922
2002-12-30,12.720866203308105
2002-12-31,12.698034286499023
2003-01-02,13.14338207244873
2003-01-03,12.994922637939453
2003-01-06,13.425044059753418
2003-01-07,13.284211158752441
2003-01-08,13.139573097229004
2003-01-09,13.375560760498047
2003-01-10,13.227118492126465
2003-01-13,13.246152877807617
2003-01-14,13.360342025756836
2003-01-15,13.170021057128906
2003-01-16,13.017767906188965
2003-01-17,13.010152816772461
2003-01-21,12.81222915649414
2003-01-22,12.675195693969727
2003-01-23,12.823638916015625
2003-01-24,12.48487377166748
2003-01-27,12.351653099060059
2003-01-28,12.48487377166748
2003-01-29,12.553389549255371
2003-01-30,12.271718978881836
2003-01-31,12.477261543273926
2003-02-03,12.48868465423584
2003-02-04,12.298364639282227
2003-02-05,12.22223949432373
2003-02-06,12.210819244384766
2003-02-07,12.06617259979248
2003-02-10,12.245071411132812
2003-02-11,12.054753303527832
2003-02-12,11.853018760681152
2003-02-13,11.872050285339355
2003-02-14,12.043338775634766
2003-02-18,12.134696006774902
2003-02-19,12.085208892822266
2003-02-20,12.005276679992676
2003-02-21,12.195597648620605
2003-02-24,11.906307220458984
2003-02-25,12.146110534667969
2003-02-26,11.951988220214844
2003-02-27,12.260300636291504
2003-02-28,12.325006484985352
2003-03-03,12.146110534667969
2003-03-04,11.96721363067627
2003-03-05,12.264105796813965
2003-03-06,12.207011222839355
2003-03-07,12.233656883239746
2003-03-10,11.811147689819336
2003-03-11,11.674118041992188
2003-03-12,11.72025203704834
2003-03-13,12.020074844360352
2003-03-14,12.031606674194336
2003-03-17,12.350658416748047
2003-03-18,12.254561424255371
2003-03-19,12.396781921386719
2003-03-20,12.515941619873047
2003-03-21,12.854211807250977
2003-03-24,12.54670524597168
2003-03-25,12.600515365600586
2003-03-26,12.515941619873047
2003-03-27,12.523637771606445
2003-03-28,12.542859077453613
2003-03-31,12.454444885253906
2003-04-01,12.635109901428223
2003-04-02,12.900337219238281
2003-04-03,12.569767951965332
2003-04-04,12.623579025268555
2003-04-07,12.408320426940918
2003-04-08,12.423693656921387
2003-04-09,12.135396003723145
2003-04-10,12.389100074768066
2003-04-11,12.416001319885254
2003-04-14,12.65433120727539
2003-04-15,12.888813018798828
2003-04-16,12.56208324432373
2003-04-17,12.68123722076416
2003-04-21,12.700456619262695
2003-04-22,13.011819839477539
2003-04-23,13.011819839477539
2003-04-24,12.923404693603516
2003-04-25,12.823465347290039
2003-04-28,13.007975578308105
2003-04-29,12.977222442626953
2003-04-30,12.958003997802734
2003-05-01,12.904190063476562
2003-05-02,13.05025863647461
2003-05-05,12.908032417297363
2003-05-06,12.965691566467285
2003-05-07,12.92724895477295
2003-05-08,12.80040454864502
2003-05-09,12.888813018798828
2003-05-12,12.942626953125
2003-05-13,12.938791275024414
2003-05-14,12.92724895477295
2003-05-15,13.05025863647461
2003-05-16,13.03104305267334
2003-05-19,12.76580810546875
2003-05-20,12.888813018798828
2003-05-21,12.958003997802734
2003-05-22,12.831155776977539
2003-05-23,12.896502494812012
2003-05-27,13.161731719970703
2003-05-28,13.196327209472656
2003-05-29,13.100228309631348
2003-05-30,13.469257354736328
2003-06-02,13.442344665527344
2003-06-03,13.538445472717285
2003-06-04,13.803674697875977
2003-06-05,13.838273048400879
2003-06-06,13.81905746459961
2003-06-09,13.588414192199707
2003-06-10,13.699892044067383
2003-06-11,13.839447021484375
2003-06-12,13.80068588256836
2003-06-13,13.719268798828125
2003-06-16,13.947989463806152
2003-06-17,13.773543357849121
2003-06-18,13.827813148498535
2003-06-19,13.540950775146484
2003-06-20,13.55257511138916
2003-06-23,13.331613540649414
2003-06-24,13.374258041381836
2003-06-25,13.312224388122559
2003-06-26,13.350995063781738
2003-06-27,13.203691482543945
2003-06-30,13.095144271850586
2003-07-01,13.2850980758667
2003-07-02,13.300606727600098
2003-07-03,13.226941108703613
2003-07-07,13.44791030883789
2003-07-08,13.53707218170166
2003-07-09,13.579719543457031
2003-07-10,13.397513389587402
2003-07-11,13.540950775146484
2003-07-14,13.839447021484375
2003-07-15,13.858827590942383
2003-07-16,13.947989463806152
2003-07-17,13.944108963012695
2003-07-18,14.006142616271973
2003-07-21,13.95961856842041
2003-07-22,14.068166732788086
2003-07-23,14.106937408447266
2003-07-24,13.967375755310059
2003-07-25,14.203847885131836
2003-07-28,14.106937408447266
2003-07-29,14.033275604248047
2003-07-30,14.013895988464355
2003-07-31,13.994513511657715
2003-08-01,13.777419090270996
2003-08-04,13.835573196411133
2003-08-05,13.583588600158691
2003-08-06,13.703764915466309
2003-08-07,13.785174369812012
2003-08-08,13.773543357849121
2003-08-11,13.661124229431152
2003-08-12,13.80068588256836
2003-08-13,13.727022171020508
2003-08-14,13.928609848022461
2003-08-15,13.878214836120605
2003-08-18,13.947989463806152
2003-08-19,13.777419090270996
2003-08-20,13.808432579040527
2003-08-21,13.715394973754883
2003-08-22,13.502180099487305
2003-08-25,13.544832229614258
2003-08-26,13.5874662399292
2003-08-27,13.540950775146484
2003-08-28,13.606854438781738
2003-08-29,13.668876647949219
2003-09-02,13.789052963256836
2003-09-03,13.827813148498535
2003-09-04,13.878214836120605
2003-09-05,13.866586685180664
2003-09-08,13.97125244140625
2003-09-09,13.827813148498535
2003-09-10,13.416897773742676
2003-09-11,13.553850173950195
2003-09-12,13.538193702697754
2003-09-15,13.495158195495605
2003-09-16,13.628186225891113
2003-09-17,13.514718055725098
2003-09-18,13.722100257873535
2003-09-19,13.694704055786133
2003-09-22,13.565585136413574
2003-09-23,13.643838882446289
2003-09-24,13.565585136413574
2003-09-25,13.487325668334961
2003-09-26,13.420808792114258
2003-09-29,13.456026077270508
2003-09-30,13.401247024536133
2003-10-01,13.796438217163086
2003-10-02,13.780790328979492
2003-10-03,13.788614273071289
2003-10-06,13.984251022338867
2003-10-07,14.140761375427246
2003-10-08,14.136846542358398
2003-10-09,14.191624641418457
2003-10-10,14.179893493652344
2003-10-13,14.277708053588867
2003-10-14,14.340313911437988
2003-10-15,14.222931861877441
2003-10-16,14.289445877075195
2003-10-17,14.285539627075195
2003-10-20,14.17597484588623
2003-10-21,14.113370895385742
2003-10-22,13.976426124572754
2003-10-23,14.062504768371582
2003-10-24,13.988162994384766
2003-10-27,14.285539627075195
2003-10-28,14.391180992126465
2003-10-29,14.289445877075195
2003-10-30,14.391180992126465
2003-10-31,14.37944221496582
2003-11-03,14.567254066467285
2003-11-04,14.594642639160156
2003-11-05,14.57116413116455
2003-11-06,14.6807279586792
2003-11-07,14.755064964294434
2003-11-10,14.73550033569336
2003-11-11,14.633769035339355
2003-11-12,14.809844970703125
2003-11-13,14.790279388427734
2003-11-14,14.751153945922852
2003-11-17,14.629857063293457
2003-11-18,14.406832695007324
2003-11-19,14.399005889892578
2003-11-20,14.25031852722168
2003-11-21,14.25031852722168
2003-11-24,14.387267112731934
2003-11-25,14.418572425842285
2003-11-26,14.516390800476074
2003-11-28,14.520298957824707
2003-12-01,14.606376647949219
2003-12-02,14.496826171875
2003-12-03,14.555516242980957
2003-12-04,14.399005889892578
2003-12-05,14.22684383392334
2003-12-08,14.582907676696777
2003-12-09,14.430306434631348
2003-12-10,14.277708053588867
2003-12-11,14.532042503356934
2003-12-12,14.516390800476074
2003-12-15,14.258146286010742
2003-12-16,14.367700576782227
2003-12-17,14.288758277893066
2003-12-18,14.446648597717285
2003-12-19,14.422966957092285
2003-12-22,14.553216934204102
2003-12-23,14.549271583557129
2003-12-24,14.41506576538086
2003-12-26,14.442697525024414
2003-12-29,14.604540824890137
2003-12-30,14.651897430419922
2003-12-31,14.68347454071045
2004-01-02,14.47032642364502
2004-01-05,14.628215789794922
2004-01-06,14.604540824890137
2004-01-07,14.588744163513184
2004-01-08,14.557168006896973
2004-01-09,14.580848693847656
2004-01-12,14.466385841369629
2004-01-13,14.33218002319336
2004-01-14,14.328232765197754
2004-01-15,14.501904487609863
2004-01-16,14.482168197631836
2004-01-20,14.501904487609863
2004-01-21,14.876895904541016
2004-01-22,14.900577545166016
2004-01-23,15.690009117126465
2004-01-26,15.492637634277344
2004-01-27,15.386073112487793
2004-01-28,15.086081504821777
