Date,TT
2000-01-03,10.794283866882324
2000-01-04,10.577889442443848
2000-01-05,10.565162658691406
2000-01-06,11.137969017028809
2000-01-07,11.659860610961914
2000-01-10,11.418010711669922
2000-01-11,11.290716171264648
2000-01-12,11.112508773803711
2000-01-13,10.857927322387695
2000-01-14,10.857927322387695
2000-01-18,10.794283866882324
2000-01-19,10.590618133544922
2000-01-20,10.307391166687012
2000-01-21,9.814139366149902
2000-01-24,9.6104736328125
2000-01-25,9.3558931350708
2000-01-26,10.030533790588379
2000-01-27,9.750493049621582
2000-01-28,9.572285652160645
2000-01-31,9.585013389587402
2000-02-01,9.38135051727295
2000-02-02,9.457727432250977
2000-02-03,9.33043384552002
2000-02-04,9.470455169677734
2000-02-07,9.177685737609863
2000-02-08,9.037666320800781
2000-02-09,8.706706047058105
2000-02-10,8.184813499450684
2000-02-11,7.9639201164245605
2000-02-14,8.411336898803711
2000-02-15,8.820393562316895
2000-02-16,8.692567825317383
2000-02-17,8.551944732666016
2000-02-18,8.309066772460938
2000-02-22,8.334634780883789
2000-02-23,7.631558418273926
2000-02-24,7.311980724334717
2000-02-25,7.235281944274902
2000-02-28,7.593211650848389
2000-02-29,7.836090564727783
2000-03-01,7.733823299407959
2000-03-02,7.350326061248779
2000-03-03,7.542078018188477
2000-03-06,7.631558418273926
2000-03-07,7.133012771606445
2000-03-08,7.15858268737793
2000-03-09,7.3375420570373535
2000-03-10,7.363115310668945
2000-03-13,7.260847091674805
2000-03-14,7.235281944274902
2000-03-15,7.823307991027832
2000-03-16,8.782045364379883
2000-03-17,8.283506393432617
2000-03-20,8.462464332580566
2000-03-21,8.730913162231445
2000-03-22,8.590299606323242
2000-03-23,8.667001724243164
2000-03-24,8.654213905334473
2000-03-27,8.296286582946777
2000-03-28,8.500816345214844
2000-03-29,8.782045364379883
2000-03-30,9.293371200561523
2000-03-31,9.050491333007812
2000-04-03,9.050491333007812
2000-04-04,9.612955093383789
2000-04-05,9.318942070007324
2000-04-06,9.255024909973145
2000-04-07,9.024924278259277
2000-04-10,9.306158065795898
2000-04-11,9.2166748046875
2000-04-12,9.574597358703613
2000-04-13,9.868614196777344
2000-04-14,8.577512741088867
2000-04-17,8.909875869750977
2000-04-18,8.858744621276855
2000-04-19,8.436895370483398
2000-04-20,9.012145042419434
2000-04-24,9.370073318481445
2000-04-25,9.459554672241211
2000-04-26,9.280587196350098
2000-04-27,9.612955093383789
2000-04-28,9.600164413452148
2000-05-01,9.523468971252441
2000-05-02,9.702435493469238
2000-05-03,9.497902870178223
2000-05-04,9.318942070007324
2000-05-05,9.485123634338379
2000-05-08,9.536253929138184
2000-05-09,9.370073318481445
2000-05-10,9.255024909973145
2000-05-11,9.382853507995605
2000-05-12,9.494738578796387
2000-05-15,9.918155670166016
2000-05-16,10.431387901306152
2000-05-17,10.174771308898926
2000-05-18,10.072120666503906
2000-05-19,9.802678108215332
2000-05-22,9.815508842468262
2000-05-23,9.546065330505371
2000-05-24,9.751352310180664
2000-05-25,9.417750358581543
2000-05-26,9.34076976776123
2000-05-30,9.610211372375488
2000-05-31,9.353604316711426
2000-06-01,10.020798683166504
2000-06-02,10.046459197998047
2000-06-05,9.866832733154297
2000-06-06,9.738525390625
2000-06-07,9.122649192810059
2000-06-08,9.020000457763672
2000-06-09,9.04566764831543
2000-06-12,9.122649192810059
2000-06-13,8.878862380981445
2000-06-14,9.122649192810059
2000-06-15,9.04566764831543
2000-06-16,8.891698837280273
2000-06-19,8.558097839355469
2000-06-20,8.378461837768555
2000-06-21,8.173172950744629
2000-06-22,8.147513389587402
2000-06-23,8.301482200622559
2000-06-26,8.314318656921387
2000-06-27,8.81471061706543
2000-06-28,8.526019096374512
2000-06-29,8.3912992477417
2000-06-30,8.262988090515137
2000-07-03,8.583757400512695
2000-07-05,8.660744667053223
2000-07-06,8.455446243286133
2000-07-07,8.468278884887695
2000-07-10,8.712064743041992
2000-07-11,8.994341850280762
2000-07-12,8.955850601196289
2000-07-13,9.263786315917969
2000-07-14,9.225298881530762
2000-07-17,9.02641773223877
2000-07-18,9.315107345581055
2000-07-19,8.609418869018555
2000-07-20,8.532435417175293
2000-07-21,8.378461837768555
2000-07-24,8.173172950744629
2000-07-25,8.044872283935547
2000-07-26,7.903728008270264
2000-07-27,7.980716228485107
2000-07-28,7.813910007476807
2000-07-31,8.057697296142578
2000-08-01,7.955046653747559
2000-08-02,7.929393768310547
2000-08-03,7.826743125915527
2000-08-04,7.955046653747559
2000-08-07,8.109020233154297
2000-08-08,8.250157356262207
2000-08-09,8.186004638671875
2000-08-10,8.019208908081055
2000-08-11,8.455446243286133
2000-08-14,8.490490913391113
2000-08-15,8.76105785369873
2000-08-16,9.121801376342773
2000-08-17,8.7352876663208
2000-08-18,8.503378868103027
2000-08-21,8.516263008117676
2000-08-22,8.683753967285156
2000-08-23,8.426078796386719
2000-08-24,8.258591651916504
2000-08-25,8.29723834991455
2000-08-28,8.490490913391113
2000-08-29,9.443902969360352
2000-08-30,9.186226844787598
2000-08-31,9.395590782165527
2000-09-01,9.675813674926758
2000-09-05,9.869073867797852
2000-09-06,9.791769981384277
2000-09-07,9.508322715759277
2000-09-08,9.121801376342773
2000-09-11,9.083157539367676
2000-09-12,9.250646591186523
2000-09-13,9.276415824890137
2000-09-14,9.302180290222168
2000-09-15,8.748170852661133
2000-09-18,8.194164276123047
2000-09-19,7.35671329498291
2000-09-20,7.40824556350708
2000-09-21,7.382479667663574
2000-09-22,7.060383319854736
2000-09-25,7.1376872062683105
2000-09-26,7.034613609313965
2000-09-27,6.73828649520874
2000-09-28,7.034613609313965
2000-09-29,6.995959281921387
2000-10-02,6.918661117553711
2000-10-03,7.305173397064209
2000-10-04,7.35671329498291
2000-10-05,7.318060398101807
2000-10-06,7.034613609313965
2000-10-09,7.305173397064209
2000-10-10,7.163453578948975
2000-10-11,7.202104568481445
2000-10-12,6.995959281921387
2000-10-13,6.8413567543029785
2000-10-16,6.78981876373291
2000-10-17,6.609445571899414
2000-10-18,6.287345886230469
2000-10-19,6.37753438949585
2000-10-20,6.67386531829834
2000-10-23,6.854238510131836
2000-10-24,6.995959281921387
2000-10-25,6.776935577392578
2000-10-26,6.82847261428833
2000-10-27,6.82847261428833
2000-10-30,7.4468994140625
2000-10-31,7.781886100769043
2000-11-01,7.781886100769043
2000-11-02,7.601502895355225
2000-11-03,7.575740814208984
2000-11-06,7.756113529205322
2000-11-07,7.730346202850342
2000-11-08,7.8978352546691895
2000-11-09,7.8462982177734375
2000-11-10,7.601502895355225
2000-11-13,7.649653911590576
2000-11-14,7.75320291519165
2000-11-15,7.869696617126465
2000-11-16,7.740259170532227
2000-11-17,7.804975986480713
2000-11-20,7.766149520874023
2000-11-21,7.98618745803833
2000-11-22,7.960304260253906
2000-11-24,8.16739559173584
2000-11-27,8.12856674194336
2000-11-28,8.037964820861816
2000-11-29,8.413323402404785
2000-11-30,8.335667610168457
2000-12-01,8.672202110290527
2000-12-04,9.073453903198242
2000-12-05,9.17699909210205
2000-12-06,8.685142517089844
2000-12-07,8.633366584777832
2000-12-08,8.65925121307373
2000-12-11,8.646315574645996
2000-12-12,8.723976135253906
2000-12-13,8.245058059692383
2000-12-14,8.025020599365234
2000-12-15,7.882639408111572
2000-12-18,8.063850402832031
2000-12-19,8.07679271697998
2000-12-20,7.908529281616211
2000-12-21,8.102680206298828
2000-12-22,8.400382041931152
2000-12-26,8.465097427368164
2000-12-27,8.555705070495605
2000-12-28,8.620429992675781
2000-12-29,8.672202110290527
2001-01-02,8.413323402404785
2001-01-03,8.555705070495605
2001-01-04,9.125226020812988
2001-01-05,8.788691520690918
2001-01-08,8.646315574645996
2001-01-09,8.698087692260742
2001-01-10,8.60748291015625
2001-01-11,8.490985870361328
2001-01-12,8.025020599365234
2001-01-16,8.283892631530762
2001-01-17,8.258003234863281
2001-01-18,8.12856674194336
2001-01-19,8.050910949707031
2001-01-22,8.050910949707031
2001-01-23,8.089734077453613
2001-01-24,8.29683780670166
2001-01-25,8.84046459197998
2001-01-26,8.762807846069336
2001-01-29,8.780921936035156
2001-01-30,9.00666332244873
2001-01-31,9.176480293273926
2001-02-01,9.153704643249512
2001-02-02,9.197189331054688
2001-02-05,9.064642906188965
2001-02-06,9.019086837768555
2001-02-07,9.224112510681152
2001-02-08,9.246893882751465
2001-02-09,9.124706268310547
2001-02-12,9.282099723815918
2001-02-13,9.240676879882812
2001-02-14,9.108139038085938
2001-02-15,9.463653564453125
2001-02-16,9.2848539352417
2001-02-20,9.160112380981445
2001-02-21,9.16843032836914
2001-02-22,9.185063362121582
2001-02-23,9.037452697753906
2001-02-26,9.282772064208984
2001-02-27,9.187137603759766
2001-02-28,9.012503623962402
2001-03-01,9.002108573913574
2001-03-02,9.16843032836914
2001-03-05,9.646601676940918
2001-03-06,9.56343936920166
2001-03-07,9.962610244750977
2001-03-08,10.079041481018066
2001-03-09,9.918951988220215
2001-03-12,9.555127143859863
2001-03-13,9.490673065185547
