Date,TT
2001-03-14,9.428305625915527
2001-03-15,9.45533275604248
2001-03-16,9.13724422454834
2001-03-19,9.147637367248535
2001-03-20,9.008344650268555
2001-03-21,8.669466972351074
2001-03-22,8.320195198059082
2001-03-23,8.343066215515137
2001-03-26,8.507303237915039
2001-03-27,8.721445083618164
2001-03-28,8.665311813354492
2001-03-29,8.353460311889648
2001-03-30,8.255744934082031
2001-04-02,8.228715896606445
2001-04-03,7.9730000495910645
2001-04-04,8.239110946655273
2001-04-05,8.617494583129883
2001-04-06,8.409588813781738
2001-04-09,8.748467445373535
2001-04-10,8.97715950012207
2001-04-11,8.619572639465332
2001-04-12,8.852418899536133
2001-04-16,8.871131896972656
2001-04-17,8.7838134765625
2001-04-18,9.53433609008789
2001-04-19,9.434544563293457
2001-04-20,9.413752555847168
2001-04-23,9.501073837280273
2001-04-24,9.345145225524902
2001-04-25,9.303566932678223
2001-04-26,9.59462833404541
2001-04-27,9.717293739318848
2001-04-30,9.771341323852539
2001-05-01,9.769266128540039
2001-05-02,9.679866790771484
2001-05-03,9.754709243774414
2001-05-04,9.72768497467041
2001-05-07,9.713134765625
2001-05-08,9.688180923461914
2001-05-09,9.623734474182129
2001-05-10,9.673624992370605
2001-05-11,9.76302719116211
2001-05-14,9.85274887084961
2001-05-15,9.765110969543457
2001-05-16,10.238759994506836
2001-05-17,10.265889167785645
2001-05-18,10.309706687927246
2001-05-21,10.391080856323242
2001-05-22,10.422377586364746
2001-05-23,10.29093074798584
2001-05-24,10.222067832946777
2001-05-25,10.176164627075195
2001-05-29,10.328483581542969
2001-05-30,10.025932312011719
2001-05-31,10.297184944152832
2001-06-01,10.297184944152832
2001-06-04,10.31179428100586
2001-06-05,10.386911392211914
2001-06-06,10.126090049743652
2001-06-07,10.31179428100586
2001-06-08,10.238759994506836
2001-06-11,10.088529586791992
2001-06-12,10.015496253967285
2001-06-13,9.996721267700195
2001-06-14,9.785980224609375
2001-06-15,9.631568908691406
2001-06-18,9.531417846679688
2001-06-19,9.345712661743164
2001-06-20,9.366580963134766
2001-06-21,9.594017028808594
2001-06-22,9.37910270690918
2001-06-25,9.182961463928223
2001-06-26,9.174614906311035
2001-06-27,9.045249938964844
2001-06-28,9.078633308410645
2001-06-29,8.596639633178711
2001-07-02,8.863718032836914
2001-07-03,9.013951301574707
2001-07-05,9.180872917175293
2001-07-06,8.815730094909668
2001-07-09,8.98473834991455
2001-07-10,8.899189949035645
2001-07-11,8.886672019958496
2001-07-12,9.24138355255127
2001-07-13,9.268510818481445
2001-07-16,8.995173454284668
2001-07-17,9.274775505065918
2001-07-18,9.274775505065918
2001-07-19,9.228865623474121
2001-07-20,9.197568893432617
2001-07-23,8.982650756835938
2001-07-24,8.771906852722168
2001-07-25,8.859543800354004
2001-07-26,8.928400993347168
2001-07-27,8.832423210144043
2001-07-30,8.926312446594238
2001-07-31,9.114105224609375
2001-08-01,8.968049049377441
2001-08-02,8.961786270141602
2001-08-03,9.032732963562012
2001-08-06,8.657145500183105
2001-08-07,8.803206443786621
2001-08-08,8.582036972045898
2001-08-09,8.657145500183105
2001-08-10,8.826159477233887
2001-08-13,8.773993492126465
2001-08-14,8.600109100341797
2001-08-15,8.673433303833008
2001-08-16,8.639914512634277
2001-08-17,8.369654655456543
2001-08-20,8.243950843811035
2001-08-21,8.413652420043945
2001-08-22,8.652482032775879
2001-08-23,8.545637130737305
2001-08-24,8.719526290893555
2001-08-27,8.7341890335083
2001-08-28,8.660866737365723
2001-08-29,8.618963241577148
2001-08-30,8.29004192352295
2001-08-31,8.499547004699707
2001-09-04,8.572867393493652
2001-09-05,8.522591590881348
2001-09-06,8.313088417053223
2001-09-07,7.923411846160889
2001-09-10,7.860561370849609
2001-09-17,7.185963153839111
2001-09-18,7.395467281341553
2001-09-19,7.242528438568115
2001-09-20,6.729241847991943
2001-09-21,6.498790740966797
2001-09-24,7.035120487213135
2001-09-25,7.081211566925049
2001-09-26,6.829806327819824
2001-09-27,6.603543758392334
2001-09-28,7.081211566925049
2001-10-01,6.869607448577881
2001-10-02,7.160820484161377
2001-10-03,7.489739894866943
2001-10-04,7.5442118644714355
2001-10-05,7.630110740661621
2001-10-08,7.525354862213135
2001-10-09,7.594496250152588
2001-10-10,7.835424900054932
2001-10-11,8.195770263671875
2001-10-12,8.183197975158691
2001-10-15,8.346611976623535
2001-10-16,8.486974716186523
2001-10-17,8.202052116394043
2001-10-18,8.019780158996582
2001-10-19,7.95902681350708
2001-10-22,8.11825180053711
2001-10-23,8.101489067077637
2001-10-24,8.185291290283203
2001-10-25,8.231382369995117
2001-10-26,8.442978858947754
2001-10-29,8.120347023010254
2001-10-30,7.8270440101623535
2001-10-31,7.814470291137695
2001-11-01,8.067968368530273
2001-11-02,8.216720581054688
2001-11-05,8.338227272033691
2001-11-06,8.507928848266602
2001-11-07,8.520499229431152
2001-11-08,8.449263572692871
2001-11-09,8.422030448913574
2001-11-12,8.361271858215332
2001-11-13,8.674772262573242
2001-11-14,8.895686149597168
2001-11-15,9.045077323913574
2001-11-16,8.836774826049805
2001-11-19,8.840984344482422
2001-11-20,8.763136863708496
2001-11-21,8.66845703125
2001-11-23,8.735785484313965
2001-11-26,8.744200706481934
2001-11-27,8.794693946838379
2001-11-28,8.756828308105469
2001-11-29,8.742094993591309
2001-11-30,8.81363296508789
2001-12-03,8.750513076782227
2001-12-04,9.034555435180664
2001-12-05,9.36488151550293
2001-12-06,9.457451820373535
2001-12-07,9.520576477050781
2001-12-10,9.348048210144043
2001-12-11,9.455353736877441
2001-12-12,9.25546932220459
2001-12-13,9.173410415649414
2001-12-14,9.028239250183105
2001-12-17,9.150274276733398
2001-12-18,9.25968074798584
2001-12-19,9.257575035095215
2001-12-20,8.836774826049805
2001-12-21,9.053486824035645
2001-12-24,9.093463897705078
2001-12-26,9.120819091796875
2001-12-27,9.089255332946777
2001-12-28,9.160795211791992
2001-12-31,8.796797752380371
2002-01-02,8.853611946105957
2002-01-03,8.895686149597168
2002-01-04,9.064010620117188
2002-01-07,9.028239250183105
2002-01-08,8.910418510437012
2002-01-09,8.977741241455078
2002-01-10,8.923039436340332
2002-01-11,8.916730880737305
2002-01-14,8.7484130859375
2002-01-15,8.695808410644531
2002-01-16,8.331818580627441
2002-01-17,8.437021255493164
2002-01-18,8.42229175567627
2002-01-22,8.432809829711914
2002-01-23,8.5211763381958
2002-01-24,8.584297180175781
2002-01-25,8.706334114074707
2002-01-28,8.845194816589355
2002-01-29,8.710536003112793
2002-01-30,8.912524223327637
2002-01-31,9.305962562561035
2002-02-01,9.1944580078125
2002-02-04,8.941976547241211
2002-02-05,8.836774826049805
2002-02-06,9.024029731750488
2002-02-07,9.068215370178223
2002-02-08,9.051385879516602
2002-02-11,9.440622329711914
2002-02-12,9.40695858001709
2002-02-13,9.526887893676758
2002-02-14,9.548013687133789
2002-02-15,9.503654479980469
2002-02-19,9.319920539855957
2002-02-20,9.292465209960938
2002-02-21,9.683171272277832
2002-02-22,9.917591094970703
2002-02-25,10.162574768066406
2002-02-26,10.464580535888672
2002-02-27,10.350543022155762
2002-02-28,10.559618949890137
2002-03-01,10.654654502868652
2002-03-04,11.258663177490234
2002-03-05,10.880631446838379
2002-03-06,11.188970565795898
2002-03-07,10.992563247680664
2002-03-08,11.068591117858887
2002-03-11,11.178410530090332
2002-03-12,11.319910049438477
2002-03-13,11.127725601196289
2002-03-14,11.144619941711426
2002-03-15,11.224872589111328
2002-03-18,11.180525779724121
2002-03-19,11.351587295532227
2002-03-20,11.27344799041748
2002-03-21,10.817273139953613
2002-03-22,10.612417221069336
2002-03-25,10.344202995300293
2002-03-26,10.483588218688965
2002-03-27,10.561731338500977
2002-03-28,10.563840866088867
2002-04-01,10.335753440856934
2002-04-02,10.337862968444824
2002-04-03,9.902811050415039
2002-04-04,10.190031051635742
2002-04-05,10.439238548278809
2002-04-08,10.475142478942871
2002-04-09,10.675775527954102
2002-04-10,10.791927337646484
2002-04-11,10.770811080932617
2002-04-12,10.63564682006836
2002-04-15,10.511048316955566
2002-04-16,10.80671215057373
2002-04-17,10.544836044311523
2002-04-18,10.559618949890137
2002-04-19,10.718012809753418
2002-04-22,10.54272174835205
2002-04-23,10.498374938964844
2002-04-24,10.494148254394531
2002-04-25,10.470915794372559
2002-04-26,10.485703468322754
2002-04-29,10.28295612335205
2002-04-30,10.549056053161621
2002-05-01,10.30829906463623
2002-05-02,10.55117130279541
2002-05-03,10.584961891174316
2002-05-06,10.369545936584473
2002-05-07,10.5216064453125
2002-05-08,10.901750564575195
2002-05-09,10.825725555419922
2002-05-10,10.950323104858398
2002-05-13,11.013684272766113
2002-05-14,11.410727500915527
2002-05-15,11.393828392028809
2002-05-16,11.275188446044922
2002-05-17,11.228578567504883
2002-05-20,11.116291046142578
2002-05-21,10.934091567993164
2002-05-22,11.241284370422363
2002-05-23,11.474337577819824
2002-05-24,11.228578567504883
2002-05-28,11.08450984954834
2002-05-29,10.76248550415039
2002-05-30,10.57181167602539
2002-05-31,10.667149543762207
2002-06-03,10.56121826171875
2002-06-04,10.41503620147705
2002-06-05,10.770960807800293
2002-06-06,10.497659683227539
2002-06-07,10.410794258117676
2002-06-10,10.451056480407715
2002-06-11,10.345123291015625
2002-06-12,10.317581176757812
2002-06-13,10.150211334228516
2002-06-14,9.940470695495605
2002-06-17,10.211652755737305
2002-06-18,10.171393394470215
2002-06-19,9.963772773742676
2002-06-20,9.887504577636719
2002-06-21,9.743437767028809
2002-06-24,9.734963417053223
2002-06-25,9.578192710876465
2002-06-26,9.55488395690918
2002-06-27,9.601494789123535
2002-06-28,9.673524856567383
2002-07-01,9.427767753601074
2002-07-02,9.374797821044922
2002-07-03,9.237090110778809
2002-07-05,9.567597389221191
2002-07-08,9.523100852966309
2002-07-09,9.518865585327148
2002-07-10,9.080314636230469
2002-07-11,8.923541069030762
2002-07-12,8.923541069030762
2002-07-15,8.826087951660156
2002-07-16,8.10152816772461
2002-07-17,8.22440242767334
2002-07-18,7.72653341293335
2002-07-19,7.415096759796143
2002-07-22,7.194762229919434
2002-07-23,7.194762229919434
2002-07-24,7.605772018432617
2002-07-25,7.80068826675415
2002-07-26,7.845174789428711
2002-07-29,8.26253890991211
2002-07-30,8.088813781738281
2002-07-31,8.133302688598633
2002-08-01,7.900257110595703
2002-08-02,7.438403606414795
2002-08-05,7.203235626220703
2002-08-06,7.4680657386779785
2002-08-07,7.51043701171875
2002-08-08,7.64602518081665
2002-08-09,7.70111083984375
2002-08-12,7.675683498382568
2002-08-13,7.650261402130127
2002-08-14,7.85788631439209
2002-08-15,7.896197319030762
2002-08-16,7.930247783660889
2002-08-19,8.29845142364502
2002-08-20,8.1643648147583
2002-08-21,8.236736297607422
2002-08-22,8.30058479309082
2002-08-23,8.055825233459473
2002-08-26,8.064335823059082
2002-08-27,8.15159797668457
2002-08-28,7.953664302825928
2002-08-29,8.015379905700684
2002-08-30,7.9919753074646
2002-09-03,7.815319061279297
2002-09-04,7.957918167114258
2002-09-05,7.945145606994629
2002-09-06,8.149469375610352
2002-09-09,8.236736297607422
2002-09-10,8.277168273925781
2002-09-11,8.266529083251953
2002-09-12,8.149469375610352
2002-09-13,7.983459949493408
2002-09-16,7.84086275100708
2002-09-17,7.6493048667907715
2002-09-18,7.621636867523193
2002-09-19,7.31302547454834
2002-09-20,7.438598155975342
2002-09-23,7.576943397521973
2002-09-24,7.176814079284668
2002-09-25,7.32153844833374
2002-09-26,7.694004535675049
2002-09-27,7.379004955291748
2002-09-30,7.330057144165039
2002-10-01,7.585456848144531
2002-10-02,7.457752227783203
2002-10-03,7.300260543823242
2002-10-04,7.006545066833496
2002-10-07,6.838404655456543
2002-10-08,6.819249153137207
2002-10-09,6.351010799407959
2002-10-10,6.717089653015137
2002-10-11,7.1789398193359375
2002-10-14,6.934179306030273
2002-10-15,7.562045574188232
2002-10-16,7.223636150360107
2002-10-17,7.911092758178711
2002-10-18,8.185651779174805
2002-10-21,8.717741012573242
2002-10-22,8.223965644836426
2002-10-23,8.577265739440918
2002-10-24,8.277168273925781
2002-10-25,8.415514945983887
2002-10-28,8.345279693603516
2002-10-29,8.264400482177734
2002-10-30,8.309100151062012
2002-10-31,8.30058479309082
2002-11-01,8.385720252990723
2002-11-04,8.543214797973633
2002-11-05,8.573010444641113
2002-11-06,8.724125862121582
2002-11-07,8.449568748474121
2002-11-08,8.5453462600708
2002-11-11,8.175007820129395
2002-11-12,8.402743339538574
2002-11-13,8.490008354187012
2002-11-14,8.76359748840332
2002-11-15,8.883302688598633
2002-11-18,8.913226127624512
2002-11-19,8.83414363861084
2002-11-20,9.017958641052246
2002-11-21,9.460419654846191
2002-11-22,9.398428916931152
2002-11-25,9.51171588897705
2002-11-26,9.51171588897705
2002-11-27,9.72973346710205
2002-11-29,9.875082969665527
2002-12-02,9.883630752563477
2002-12-03,9.51171588897705
2002-12-04,9.24453353881836
2002-12-05,9.069253921508789
2002-12-06,9.097049713134766
2002-12-09,8.80634880065918
2002-12-10,8.774292945861816
2002-12-11,8.915363311767578
2002-12-12,9.073534965515137
2002-12-13,8.876890182495117
2002-12-16,9.112009048461914
2002-12-17,9.041474342346191
2002-12-18,9.032925605773926
2002-12-19,8.994451522827148
2002-12-20,9.24666690826416
2002-12-23,9.191095352172852
2002-12-24,9.16330623626709
2002-12-26,9.159035682678223
2002-12-27,8.98803424835205
2002-12-30,9.097049713134766
2002-12-31,9.203925132751465
2003-01-02,9.530952453613281
2003-01-03,9.464690208435059
2003-01-06,9.689126968383789
2003-01-07,9.554463386535645
2003-01-08,9.272316932678223
2003-01-09,9.351405143737793
2003-01-10,9.272316932678223
2003-01-13,9.287282943725586
2003-01-14,9.29155445098877
2003-01-15,9.124835014343262
2003-01-16,9.139792442321777
2003-01-17,9.060707092285156
2003-01-21,8.84054946899414
2003-01-22,8.299774169921875
2003-01-23,8.797800064086914
2003-01-24,8.419472694396973
2003-01-27,8.274123191833496
2003-01-28,8.453670501708984
2003-01-29,8.59260368347168
2003-01-30,8.361762046813965
2003-01-31,8.391684532165527
2003-02-03,8.547717094421387
2003-02-04,8.406647682189941
2003-02-05,8.327558517456055
2003-02-06,8.254887580871582
2003-02-07,8.10098648071289
2003-02-10,8.111678123474121
2003-02-11,8.045414924621582
2003-02-12,7.880828380584717
2003-02-13,7.880829334259033
2003-02-14,7.934510231018066
2003-02-18,8.267355918884277
2003-02-19,8.299565315246582
2003-02-20,8.34251880645752
2003-02-21,8.522891998291016
2003-02-24,8.32748031616211
2003-02-25,8.353251457214355
2003-02-26,8.250175476074219
2003-02-27,8.404789924621582
2003-02-28,8.471357345581055
2003-03-03,8.372577667236328
2003-03-04,8.095566749572754
2003-03-05,8.194347381591797
2003-03-06,8.007526397705078
2003-03-07,8.102005004882812
2003-03-10,7.829291343688965
2003-03-11,7.595229625701904
2003-03-12,7.565171241760254
2003-03-13,8.06120777130127
2003-03-14,7.979608535766602
2003-03-17,8.525042533874512
2003-03-18,8.555098533630371
2003-03-19,8.482093811035156
2003-03-20,8.447734832763672
2003-03-21,8.90512466430664
2003-03-24,8.469209671020508
2003-03-25,8.688238143920898
2003-03-26,8.570135116577148
2003-03-27,8.615226745605469
2003-03-28,8.280238151550293
2003-03-31,8.28668212890625
2003-04-01,8.278094291687012
2003-04-02,8.829963684082031
2003-04-03,8.707568168640137
2003-04-04,8.763399124145508
2003-04-07,8.814937591552734
2003-04-08,8.733336448669434
2003-04-09,8.608786582946777
2003-04-10,8.65388298034668
2003-04-11,8.589460372924805
2003-04-14,8.752659797668457
2003-04-15,8.836406707763672
2003-04-16,8.763399124145508
2003-04-17,9.190728187561035
2003-04-21,9.141334533691406
2003-04-22,9.411900520324707
2003-04-23,9.29379940032959
2003-04-24,9.276619911193848
2003-04-25,9.031821250915527
2003-04-28,9.315268516540527
2003-04-29,9.362510681152344
2003-04-30,9.465588569641113
2003-05-01,9.300240516662598
2003-05-02,9.373250007629395
2003-05-05,9.411900520324707
2003-05-06,9.51712417602539
2003-05-07,9.407608985900879
2003-05-08,9.263733863830566
2003-05-09,9.360369682312012
2003-05-12,9.547186851501465
2003-05-13,9.409226417541504
2003-05-14,9.286355972290039
2003-05-15,9.43509578704834
2003-05-16,9.372584342956543
2003-05-19,9.122532844543457
2003-05-20,9.176424980163574
2003-05-21,8.894042015075684
2003-05-22,9.172107696533203
2003-05-23,9.17426586151123
2003-05-27,9.407073974609375
2003-05-28,9.374737739562988
2003-05-29,9.141928672790527
2003-05-30,9.441560745239258
2003-06-02,9.674365043640137
2003-06-03,9.670052528381348
2003-06-04,9.969685554504395
2003-06-05,10.252066612243652
2003-06-06,10.002020835876465
2003-06-09,9.715324401855469
2003-06-10,9.728257179260254
2003-06-11,9.956753730773926
2003-06-12,10.03650951385498
2003-06-13,9.90285873413086
2003-06-16,10.443916320800781
2003-06-17,10.579724311828613
2003-06-18,10.40080451965332
2003-06-19,10.094708442687988
2003-06-20,10.357695579528809
2003-06-23,10.368473052978516
2003-06-24,10.318893432617188
2003-06-25,10.206801414489746
2003-06-26,10.323204040527344
2003-06-27,10.124890327453613
2003-06-30,10.200334548950195
2003-07-01,10.18740177154541
2003-07-02,10.305963516235352
2003-07-03,10.26931095123291
2003-07-07,10.430985450744629
2003-07-08,10.530144691467285
2003-07-09,10.487031936645508
2003-07-10,10.377092361450195
2003-07-11,10.65085506439209
2003-07-14,10.579724311828613
2003-07-15,10.547389030456543
2003-07-16,10.469783782958984
2003-07-17,11.291071891784668
2003-07-18,11.368673324584961
2003-07-21,11.704951286315918
2003-07-22,11.870931625366211
2003-07-23,11.635966300964355
2003-07-24,11.472145080566406
2003-07-25,11.698479652404785
2003-07-28,11.687699317932129
2003-07-29,11.54543685913086
2003-07-30,11.54543685913086
2003-07-31,11.692018508911133
2003-08-01,11.670461654663086
2003-08-04,11.77608585357666
2003-08-05,11.489387512207031
2003-08-06,11.114314079284668
2003-08-07,11.163891792297363
2003-08-08,11.355740547180176
2003-08-11,11.59286117553711
2003-08-12,11.961469650268555
2003-08-13,12.136072158813477
2003-08-14,12.263681411743164
2003-08-15,12.244219779968262
2003-08-18,12.492947578430176
2003-08-19,12.62921142578125
2003-08-20,12.572976112365723
2003-08-21,12.856311798095703
2003-08-22,12.590277671813965
2003-08-25,12.369667053222656
2003-08-26,12.335057258605957
2003-08-27,12.365344047546387
2003-08-28,12.568650245666504
2003-08-29,12.873624801635742
2003-09-02,12.72870922088623
2003-09-03,12.495110511779785
2003-09-04,12.516746520996094
2003-09-05,12.194472312927246
2003-09-08,12.32424259185791
2003-09-09,12.094978332519531
2003-09-10,11.828937530517578
2003-09-11,11.895986557006836
2003-09-12,12.049551010131836
2003-09-15,11.900314331054688
2003-09-16,12.194472312927246
2003-09-17,12.036576271057129
