Date,YUM
2000-04-27,4.271464824676514
2000-04-28,4.068779945373535
2000-05-01,4.046256065368652
2000-05-02,4.0612711906433105
2000-05-03,3.9862020015716553
2000-05-04,3.730963945388794
2000-05-05,3.881105422973633
2000-05-08,3.7684993743896484
2000-05-09,3.791020631790161
2000-05-10,3.7985281944274902
2000-05-11,3.888611316680908
2000-05-12,3.7534854412078857
2000-05-15,3.7084434032440186
2000-05-16,3.888611316680908
2000-05-17,3.8660905361175537
2000-05-18,3.888611316680908
2000-05-19,3.7084434032440186
2000-05-22,3.7084434032440186
2000-05-23,3.806034564971924
2000-05-24,3.933652400970459
2000-05-25,3.7534854412078857
2000-05-26,3.6859233379364014
2000-05-30,3.588331699371338
2000-05-31,3.5207691192626953
2000-06-01,3.588331699371338
2000-06-02,3.648388385772705
2000-06-05,3.588331699371338
2000-06-06,3.5583043098449707
2000-06-07,3.5132625102996826
2000-06-08,3.5808258056640625
2000-06-09,3.528277635574341
2000-06-12,3.445700168609619
2000-06-13,3.385643720626831
2000-06-14,3.3781375885009766
2000-06-15,3.423180341720581
2000-06-16,3.3781375885009766
2000-06-19,3.385643720626831
2000-06-20,3.2430129051208496
2000-06-21,3.2805464267730713
2000-06-22,3.258026123046875
2000-06-23,3.250518321990967
2000-06-26,3.295560598373413
2000-06-27,3.2880544662475586
2000-06-28,3.2805464267730713
2000-06-29,3.227997303009033
2000-06-30,3.393150568008423
2000-07-03,3.4381930828094482
2000-07-05,3.49074125289917
2000-07-06,3.5733165740966797
2000-07-07,3.843569278717041
2000-07-10,3.776005983352661
2000-07-11,3.7684993743896484
2000-07-12,3.648388385772705
2000-07-13,3.4682199954986572
2000-07-14,3.50575590133667
2000-07-17,3.456960916519165
2000-07-18,3.303067207336426
2000-07-19,3.3706295490264893
2000-07-20,3.3406007289886475
2000-07-21,3.235503911972046
2000-07-24,3.182955026626587
2000-07-25,3.130406141281128
2000-07-26,3.047830104827881
2000-07-27,2.8826775550842285
2000-07-28,2.852649211883545
2000-07-31,2.9127047061920166
2000-08-01,3.1003785133361816
2000-08-02,3.295560598373413
2000-08-03,3.295560598373413
2000-08-04,3.3330941200256348
2000-08-07,3.325587749481201
2000-08-08,3.423180341720581
2000-08-09,3.3631234169006348
2000-08-10,3.4832348823547363
2000-08-11,3.6033453941345215
2000-08-14,3.5808258056640625
2000-08-15,3.588331699371338
2000-08-16,3.4832348823547363
2000-08-17,3.4832348823547363
2000-08-18,3.7084434032440186
2000-08-21,3.888611316680908
2000-08-22,3.7534854412078857
2000-08-23,3.7835144996643066
2000-08-24,3.6333746910095215
2000-08-25,3.610854387283325
2000-08-28,3.565810441970825
2000-08-29,3.5733165740966797
2000-08-30,3.5357844829559326
2000-08-31,3.5001258850097656
2000-09-01,3.588331699371338
2000-09-05,3.595839023590088
2000-09-06,3.610854387283325
2000-09-07,3.843569278717041
2000-09-08,3.745978832244873
2000-09-11,3.730963945388794
2000-09-12,3.6784145832061768
2000-09-13,3.6859233379364014
2000-09-14,3.640881061553955
2000-09-15,3.7084434032440186
2000-09-18,3.6333746910095215
2000-09-19,3.4982478618621826
2000-09-20,3.50575590133667
2000-09-21,3.5583043098449707
2000-09-22,3.4982478618621826
2000-09-25,3.565810441970825
2000-09-26,3.565810441970825
2000-09-27,3.50575590133667
2000-09-28,3.565810441970825
2000-09-29,3.6784145832061768
2000-10-02,3.7009353637695312
2000-10-03,3.550795078277588
2000-10-04,3.6033453941345215
2000-10-05,3.7384703159332275
2000-10-06,3.595839023590088
2000-10-09,3.6634020805358887
2000-10-10,3.6183605194091797
2000-10-11,3.5808258056640625
2000-10-12,3.205476999282837
2000-10-13,3.3105759620666504
2000-10-16,3.3556160926818848
2000-10-17,3.303067207336426
2000-10-18,3.4006588459014893
2000-10-19,3.3631234169006348
2000-10-20,3.325587749481201
2000-10-23,3.2805464267730713
2000-10-24,3.250518321990967
2000-10-25,3.2204904556274414
2000-10-26,3.190462827682495
2000-10-27,3.182955026626587
2000-10-30,3.4682199954986572
2000-10-31,3.6033453941345215
2000-11-01,3.640881061553955
2000-11-02,3.610854387283325
2000-11-03,3.6033453941345215
2000-11-06,3.6709089279174805
2000-11-07,3.6634020805358887
2000-11-08,3.6333746910095215
2000-11-09,3.648388385772705
2000-11-10,3.595839023590088
2000-11-13,3.6258671283721924
2000-11-14,3.6934292316436768
2000-11-15,3.9711873531341553
2000-11-16,4.0612711906433105
2000-11-17,4.2039031982421875
2000-11-20,4.271464824676514
2000-11-21,4.263959884643555
2000-11-22,4.27897310256958
2000-11-24,4.271464824676514
2000-11-27,4.271464824676514
2000-11-28,4.406594276428223
2000-11-29,4.489170074462891
2000-11-30,4.324014663696289
2000-12-01,4.113820552825928
2000-12-04,4.158863067626953
2000-12-05,4.106314659118652
2000-12-06,4.0837907791137695
2000-12-07,4.166368007659912
2000-12-08,4.166368007659912
2000-12-11,4.211410999298096
2000-12-12,4.28648042678833
2000-12-13,4.151355266571045
2000-12-14,4.046256065368652
2000-12-15,4.016229152679443
2000-12-18,4.211410999298096
2000-12-19,4.248946189880371
2000-12-20,4.0762858390808105
2000-12-21,3.8660905361175537
2000-12-22,3.8360633850097656
2000-12-26,3.806034564971924
2000-12-27,3.881105422973633
2000-12-28,4.016229152679443
2000-12-29,3.9636807441711426
2001-01-02,3.8360633850097656
2001-01-03,4.053764343261719
2001-01-04,4.0612711906433105
2001-01-05,3.933652400970459
2001-01-08,3.911133289337158
2001-01-09,3.888611316680908
2001-01-10,3.9261462688446045
2001-01-11,3.8360633850097656
2001-01-12,3.9261462688446045
2001-01-16,4.0612711906433105
2001-01-17,4.218917369842529
2001-01-18,4.218917369842529
2001-01-19,4.0837907791137695
2001-01-22,4.098804950714111
2001-01-23,4.173876762390137
2001-01-24,4.053764343261719
2001-01-25,4.031243801116943
2001-01-26,4.151355266571045
2001-01-29,4.214714050292969
2001-01-30,4.319210529327393
2001-01-31,4.326416969299316
2001-02-01,4.3168110847473145
2001-02-02,4.233932971954346
2001-02-05,4.169071197509766
2001-02-06,4.308401107788086
2001-02-07,4.31320333480835
2001-02-08,4.290381908416748
2001-02-09,4.206307411193848
2001-02-12,4.213512897491455
2001-02-13,4.326416969299316
2001-02-14,4.199098110198975
2001-02-15,4.239935874938965
2001-02-16,4.444127082824707
2001-02-20,4.6026740074157715
2001-02-21,4.448930263519287
2001-02-22,4.457340717315674
2001-02-23,4.428513526916504
2001-02-26,4.470552444458008
2001-02-27,4.588259220123291
2001-02-28,4.624295711517334
2001-03-01,4.685550212860107
2001-03-02,4.621892929077148
2001-03-05,4.591863632202148
2001-03-06,4.516193389892578
2001-03-07,4.569042205810547
2001-03-08,4.774433135986328
2001-03-09,4.796054840087891
2001-03-12,4.66152811050415
2001-03-13,4.527003288269043
2001-03-14,4.408093452453613
2001-03-15,4.35404109954834
2001-03-16,4.319210529327393
2001-03-19,4.447729587554932
2001-03-20,4.439322471618652
2001-03-21,4.4621429443359375
2001-03-22,4.326416969299316
2001-03-23,4.251950263977051
2001-03-26,4.2579522132873535
2001-03-27,4.215913772583008
2001-03-28,4.363651275634766
2001-03-29,4.5125908851623535
2001-03-30,4.587059497833252
2001-04-02,4.593064785003662
2001-04-03,4.46694803237915
2001-04-04,4.540215969085693
2001-04-05,4.571447372436523
2001-04-06,4.458539009094238
2001-04-09,4.546222686767578
2001-04-10,4.534210681915283
2001-04-11,4.464547157287598
2001-04-12,4.499378204345703
2001-04-16,4.567841529846191
2001-04-17,4.559435844421387
2001-04-18,4.689153671264648
2001-04-19,4.804462432861328
2001-04-20,4.804462432861328
2001-04-23,4.924574375152588
2001-04-24,5.020662784576416
2001-04-25,5.150382041931152
2001-04-26,5.227252006530762
2001-04-27,5.248873233795166
2001-04-30,5.38339900970459
2001-05-01,5.374990463256836
2001-05-02,5.074713230133057
2001-05-03,4.929376602172852
2001-05-04,5.039880752563477
2001-05-07,5.0050482749938965
2001-05-08,4.978621959686279
2001-05-09,4.95820426940918
2001-05-10,4.976222038269043
2001-05-11,5.054292678833008
2001-05-14,5.071108818054199
2001-05-15,5.098735332489014
2001-05-16,5.060298919677734
2001-05-17,5.043484210968018
2001-05-18,5.158789157867432
2001-05-21,5.147980213165283
2001-05-22,5.218846797943115
2001-05-23,5.200828552246094
2001-05-24,5.362979412078857
2001-05-25,5.405019760131836
2001-05-29,5.471080780029297
2001-05-30,5.561164855957031
2001-05-31,5.4890971183776855
2001-06-01,5.561164855957031
2001-06-04,5.5323381423950195
2001-06-05,5.477086544036865
2001-06-06,5.3401570320129395
2001-06-07,5.436247825622559
2001-06-08,5.4987053871154785
2001-06-11,5.556360721588135
2001-06-12,5.722113132476807
2001-06-13,5.740128993988037
2001-06-14,5.638034820556641
2001-06-15,5.6320295333862305
2001-06-18,5.55396032333374
2001-06-19,5.519123554229736
2001-06-20,5.55396032333374
2001-06-21,5.5323381423950195
2001-06-22,5.417031764984131
2001-06-25,5.326948165893555
2001-06-26,5.247671604156494
2001-06-27,5.2128400802612305
2001-06-28,5.272897243499756
2001-06-29,5.272897243499756
2001-07-02,5.26929235458374
2001-07-03,5.25848388671875
2001-07-05,5.2837066650390625
2001-07-06,5.152783393859863
2001-07-09,5.241668224334717
2001-07-10,5.164796352386475
2001-07-11,5.13716983795166
2001-07-12,5.104739665985107
2001-07-13,5.257282733917236
2001-07-16,5.4338459968566895
2001-07-17,5.335351943969727
2001-07-18,5.275299072265625
2001-07-19,5.284907817840576
2001-07-20,5.405019760131836
2001-07-23,5.4338459968566895
2001-07-24,5.41102409362793
2001-07-25,5.4242377281188965
2001-07-26,5.368985176086426
2001-07-27,5.224853515625
2001-07-30,5.456668376922607
2001-07-31,5.495104789733887
2001-08-01,5.493901252746582
2001-08-02,5.459068298339844
2001-08-03,5.417031764984131
2001-08-06,5.33295202255249
2001-08-07,5.211638450622559
2001-08-08,5.224853515625
2001-08-09,5.266891002655029
2001-08-10,5.236865043640137
2001-08-13,5.211638450622559
2001-08-14,5.236865043640137
2001-08-15,5.224853515625
2001-08-16,5.265690326690674
2001-08-17,5.289712905883789
2001-08-20,5.342561721801758
2001-08-21,5.318539619445801
2001-08-22,5.320940017700195
2001-08-23,5.341359615325928
2001-08-24,5.337757587432861
2001-08-27,5.2969183921813965
2001-08-28,5.2776994705200195
2001-08-29,5.286109924316406
2001-08-30,5.308927536010742
2001-08-31,5.119154453277588
2001-09-04,5.050688743591309
2001-09-05,5.0386786460876465
2001-09-06,4.896947860717773
2001-09-07,4.888537406921387
2001-09-10,4.9089579582214355
2001-09-17,4.722784996032715
2001-09-18,4.762421131134033
2001-09-19,4.673537731170654
2001-09-20,4.737198829650879
2001-09-21,4.630297660827637
2001-09-24,4.701164722442627
2001-09-25,4.711976051330566
2001-09-26,4.7035698890686035
2001-09-27,4.709571838378906
2001-09-28,4.710775375366211
2001-10-01,4.578652381896973
2001-10-02,4.680746078491211
2001-10-03,4.996638774871826
2001-10-04,5.053090572357178
2001-10-05,5.077114582061768
2001-10-08,5.012254238128662
2001-10-09,5.023063659667969
2001-10-10,5.078314781188965
2001-10-11,5.328150272369385
2001-10-12,5.362979412078857
2001-10-15,5.405019760131836
2001-10-16,5.585186958312988
2001-10-17,5.717308521270752
2001-10-18,5.827808856964111
2001-10-19,6.005577564239502
2001-10-22,5.96954345703125
2001-10-23,5.6452412605285645
2001-10-24,5.73412561416626
2001-10-25,5.841024398803711
2001-10-26,5.94431734085083
2001-10-29,5.995969772338867
2001-10-30,5.975550174713135
2001-10-31,6.076444625854492
2001-11-01,6.150908946990967
2001-11-02,6.136497974395752
2001-11-05,6.158117771148682
2001-11-06,6.293842792510986
2001-11-07,6.077645778656006
2001-11-08,6.130494117736816
2001-11-09,6.114880084991455
2001-11-12,6.104067325592041
2001-11-13,6.153314590454102
2001-11-14,6.135295867919922
2001-11-15,6.12568998336792
2001-11-16,6.060827732086182
2001-11-19,5.932308197021484
2001-11-20,5.872252464294434
2001-11-21,5.81220006942749
2001-11-23,5.86624813079834
2001-11-26,5.907085418701172
2001-11-27,5.850632190704346
2001-11-28,5.801387786865234
2001-11-29,5.783370018005371
2001-11-30,5.699293613433838
2001-12-03,5.762951850891113
2001-12-04,5.937112808227539
2001-12-05,5.956333160400391
2001-12-06,5.993566989898682
2001-12-07,5.9226975440979
2001-12-10,5.963537693023682
2001-12-11,6.005577564239502
2001-12-12,6.071637153625488
2001-12-13,6.077645778656006
2001-12-14,6.218176364898682
2001-12-17,6.375520706176758
2001-12-18,6.314262390136719
2001-12-19,6.182140827178955
2001-12-20,6.149709224700928
2001-12-21,6.088450908660889
2001-12-24,6.089655876159668
2001-12-26,6.007979393005371
2001-12-27,5.953927516937256
2001-12-28,5.914292812347412
2001-12-31,5.909486293792725
2002-01-02,5.764153480529785
2002-01-03,5.885464191436768
2002-01-04,6.113677978515625
2002-01-07,6.227783679962158
2002-01-08,6.34789514541626
2002-01-09,6.3538994789123535
2002-01-10,6.407948017120361
2002-01-11,6.379125118255615
2002-01-14,6.334680557250977
2002-01-15,6.401943683624268
2002-01-16,6.373117923736572
2002-01-17,6.373117923736572
2002-01-18,6.386330604553223
2002-01-22,6.309459686279297
2002-01-23,6.454790115356445
2002-01-24,6.363511085510254
2002-01-25,6.251808166503906
2002-01-28,6.373117923736572
2002-01-29,6.407948017120361
2002-01-30,6.522055149078369
2002-01-31,6.7022247314453125
2002-02-01,6.628955364227295
2002-02-04,6.626555442810059
2002-02-05,6.710631847381592
2002-02-06,6.603728294372559
2002-02-07,6.546078681945801
2002-02-08,6.546078681945801
2002-02-11,6.523257732391357
2002-02-12,6.446386337280273
2002-02-13,6.6685895919799805
2002-02-14,6.72744607925415
2002-02-15,6.669792652130127
2002-02-19,6.7022247314453125
2002-02-20,6.720241069793701
2002-02-21,6.6121392250061035
2002-02-22,6.799513339996338
2002-02-25,6.990492820739746
2002-02-26,6.9544596672058105
2002-02-27,7.01091194152832
2002-02-28,7.102193832397461
2002-03-01,7.104600429534912
2002-03-04,7.182669639587402
2002-03-05,7.131021499633789
2002-03-06,7.19588041305542
2002-03-07,7.144235134124756
2002-03-08,6.984486103057861
2002-03-11,6.9076151847839355
2002-03-12,6.67820405960083
2002-03-13,6.795910358428955
2002-03-14,6.906412124633789
2002-03-15,7.025322437286377
2002-03-18,6.996496677398682
2002-03-19,7.0205159187316895
2002-03-20,7.082976818084717
2002-03-21,6.984486103057861
2002-03-22,6.935238361358643
2002-03-25,6.94004487991333
2002-03-26,7.072166442871094
2002-03-27,7.176663398742676
2002-03-28,7.060155391693115
2002-04-01,6.983286380767822
2002-04-02,7.060155391693115
2002-04-03,6.991692066192627
2002-04-04,7.026525020599365
2002-04-05,7.104600429534912
2002-04-08,7.206691741943359
2002-04-09,7.342416286468506
2002-04-10,7.481747150421143
2002-04-11,7.421693801879883
2002-04-12,7.487750053405762
2002-04-15,7.3988752365112305
2002-04-16,7.356828212738037
2002-04-17,7.191078186035156
2002-04-18,7.311188697814941
2002-04-19,7.38565731048584
2002-04-22,7.518983364105225
2002-04-23,7.5550150871276855
2002-04-24,7.611465930938721
2002-04-25,7.630685329437256
2002-04-26,7.3988752365112305
2002-04-29,7.359230995178223
2002-04-30,7.574232578277588
2002-05-01,7.415687561035156
2002-05-02,7.577839374542236
2002-05-03,7.547811985015869
2002-05-06,7.561021327972412
2002-05-07,7.604262828826904
2002-05-08,7.647498607635498
2002-05-09,7.646297454833984
2002-05-10,7.592247009277344
2002-05-13,7.65710973739624
2002-05-14,7.705153942108154
2002-05-15,7.79524040222168
2002-05-16,7.7604079246521
2002-05-17,7.813259124755859
2002-05-20,7.848088264465332
2002-05-21,7.800043106079102
2002-05-22,7.744791030883789
2002-05-23,7.750798225402832
2002-05-24,7.65350866317749
2002-05-28,7.625881671905518
2002-05-29,7.726775646209717
2002-05-30,7.639090538024902
2002-05-31,7.675127029418945
2002-06-03,7.619875431060791
2002-06-04,7.55021333694458
2002-06-05,7.797643661499023
2002-06-06,7.826463222503662
2002-06-07,7.837279319763184
2002-06-10,7.879316806793213
2002-06-11,7.7592058181762695
2002-06-12,7.738787651062012
2002-06-13,7.687138557434082
2002-06-14,7.5273871421813965
2002-06-17,7.700350761413574
2002-06-18,7.807254314422607
2002-06-19,7.79524040222168
2002-06-20,7.900932788848877
2002-06-21,7.797643661499023
2002-06-24,7.663115978240967
2002-06-25,7.365240097045898
2002-06-26,7.326804161071777
2002-06-27,7.406075477600098
2002-06-28,7.026525020599365
2002-07-01,7.021718502044678
2002-07-02,6.949655055999756
2002-07-03,6.786300182342529
2002-07-05,6.8727803230285645
2002-07-08,6.8223347663879395
2002-07-09,6.570098876953125
2002-07-10,6.618147850036621
2002-07-11,6.452395915985107
2002-07-12,6.363511085510254
2002-07-15,6.140105724334717
2002-07-16,6.243398189544678
2002-07-17,6.339486598968506
2002-07-18,6.195355415344238
2002-07-19,5.947923183441162
2002-07-22,5.755743980407715
2002-07-23,6.041611194610596
2002-07-24,6.9376444816589355
2002-07-25,6.846360683441162
2002-07-26,7.019317150115967
2002-07-29,7.12982177734375
2002-07-30,7.103398323059082
2002-07-31,7.422891616821289
2002-08-01,6.776695728302002
2002-08-02,6.361108779907227
2002-08-05,6.4668073654174805
2002-08-06,6.707027912139893
2002-08-07,6.858368873596191
2002-08-08,6.997699737548828
2002-08-09,7.04334020614624
2002-08-12,7.026525020599365
2002-08-13,6.757477283477783
2002-08-14,7.009711265563965
2002-08-15,7.326804161071777
2002-08-16,7.182669639587402
2002-08-19,7.3868584632873535
2002-08-20,7.223510265350342
2002-08-21,7.249929904937744
2002-08-22,7.358030796051025
2002-08-23,7.334007740020752
2002-08-26,7.326804161071777
2002-08-27,7.458926200866699
2002-08-28,7.444516658782959
2002-08-29,7.3988752365112305
2002-08-30,7.28596830368042
2002-09-03,7.170657634735107
2002-09-04,7.2619452476501465
2002-09-05,7.430096626281738
2002-09-06,7.567028045654297
2002-09-09,7.540600776672363
2002-09-10,7.2090959548950195
2002-09-11,7.016915798187256
2002-09-12,7.18507194519043
2002-09-13,7.045742034912109
2002-09-16,7.050546169281006
2002-09-17,6.548482418060303
2002-09-18,6.740659713745117
2002-09-19,6.697419166564941
2002-09-20,6.750267505645752
2002-09-23,6.6757988929748535
2002-09-24,6.562891960144043
2002-09-25,6.781497001647949
2002-09-26,6.853561878204346
2002-09-27,6.731051445007324
2002-09-30,6.656580924987793
2002-10-01,7.057753562927246
2002-10-02,7.098596572875977
2002-10-03,7.103398323059082
2002-10-04,7.009711265563965
2002-10-07,6.971271514892578
2002-10-08,7.098596572875977
2002-10-09,7.146633148193359
2002-10-10,5.6620588302612305
2002-10-11,5.479487895965576
2002-10-14,5.561164855957031
2002-10-15,5.282505512237549
2002-10-16,5.119154453277588
2002-10-17,5.38339900970459
2002-10-18,5.614011287689209
2002-10-21,5.8902692794799805
2002-10-22,5.9166951179504395
2002-10-23,5.885464191436768
2002-10-24,5.592391490936279
2002-10-25,5.686081409454346
2002-10-28,5.669264793395996
2002-10-29,5.6716694831848145
2002-10-30,5.549152374267578
2002-10-31,5.412225246429443
2002-11-01,5.5251312255859375
2002-11-04,5.453063488006592
2002-11-05,5.390605449676514
2002-11-06,5.371389389038086
2002-11-07,5.477086544036865
2002-11-08,5.320940017700195
2002-11-11,5.164796352386475
2002-11-12,5.224853515625
2002-11-13,5.224853515625
2002-11-14,5.323344707489014
2002-11-15,5.438650131225586
2002-11-18,5.496303081512451
2002-11-19,5.4890971183776855
2002-11-20,5.621222972869873
2002-11-21,5.70049524307251
2002-11-22,5.70529842376709
2002-11-25,5.758147239685059
2002-11-26,5.664460182189941
2002-11-27,5.748536586761475
2002-11-29,5.7437334060668945
2002-12-02,5.75334358215332
2002-12-03,5.628425598144531
2002-12-04,5.729321479797363
2002-12-05,5.719709396362305
2002-12-06,5.736527919769287
2002-12-09,5.515520095825195
2002-12-10,5.405019760131836
2002-12-11,5.393008232116699
2002-12-12,5.589993000030518
2002-12-13,5.585186958312988
2002-12-16,5.614011287689209
2002-12-17,5.573173522949219
2002-12-18,5.7269182205200195
2002-12-19,5.6188201904296875
2002-12-20,5.74613618850708
2002-12-23,5.638034820556641
2002-12-24,5.70529842376709
2002-12-26,5.784572124481201
2002-12-27,5.794180870056152
2002-12-30,5.8230061531066895
2002-12-31,5.818203926086426
2003-01-02,6.0344038009643555
2003-01-03,5.897477626800537
2003-01-06,6.003173351287842
2003-01-07,6.041611194610596
2003-01-08,6.070436477661133
2003-01-09,6.0151896476745605
2003-01-10,6.120884895324707
2003-01-13,5.955131530761719
2003-01-14,6.096858978271484
2003-01-15,6.087253093719482
2003-01-16,5.959932804107666
2003-01-17,6.01038122177124
2003-01-21,5.933509349822998
2003-01-22,5.943116664886475
2003-01-23,5.832616806030273
2003-01-24,5.868650436401367
2003-01-27,5.681275367736816
2003-01-28,5.664460182189941
2003-01-29,5.774961948394775
2003-01-30,5.609209060668945
2003-01-31,5.568370342254639
2003-02-03,5.710102558135986
2003-02-04,5.565967082977295
2003-02-05,5.393008232116699
2003-02-06,5.352170944213867
2003-02-07,5.299320697784424
2003-02-10,5.388203144073486
2003-02-11,5.717308521270752
2003-02-12,5.5515546798706055
2003-02-13,5.460273265838623
2003-02-14,5.664460182189941
2003-02-18,5.5779805183410645
2003-02-19,5.541945934295654
2003-02-20,5.541945934295654
2003-02-21,5.674069404602051
2003-02-24,5.534740447998047
2003-02-25,5.508316993713379
2003-02-26,5.431443691253662
2003-02-27,5.6452412605285645
2003-02-28,5.719709396362305
2003-03-03,5.604403018951416
2003-03-04,5.561164855957031
2003-03-05,5.534740447998047
2003-03-06,5.4338459968566895
2003-03-07,5.5251312255859375
2003-03-10,5.364182949066162
2003-03-11,5.388203144073486
2003-03-12,5.337757587432861
2003-03-13,5.657254695892334
2003-03-14,5.70049524307251
2003-03-17,5.945519924163818
2003-03-18,5.933509349822998
2003-03-19,5.962337493896484
2003-03-20,5.9911651611328125
2003-03-21,6.185744285583496
2003-03-24,5.86624813079834
2003-03-25,5.892674446105957
2003-03-26,5.873452663421631
2003-03-27,5.899878978729248
2003-03-28,5.914292812347412
2003-03-31,5.844627380371094
2003-04-01,5.75334358215332
2003-04-02,5.907085418701172
2003-04-03,5.801387786865234
2003-04-04,5.796583652496338
2003-04-07,5.842225551605225
2003-04-08,5.907085418701172
2003-04-09,5.827808856964111
2003-04-10,5.940716743469238
2003-04-11,5.959932804107666
2003-04-14,5.909486293792725
2003-04-15,6.019992351531982
2003-04-16,5.844627380371094
2003-04-17,5.957530498504639
2003-04-21,5.911891460418701
2003-04-22,5.7893757820129395
2003-04-23,5.621222972869873
2003-04-24,5.981554985046387
2003-04-25,5.887868404388428
2003-04-28,6.005577564239502
2003-04-29,5.950326442718506
2003-04-30,5.933509349822998
2003-05-01,5.878260135650635
2003-05-02,6.003173351287842
2003-05-05,5.9887614250183105
2003-05-06,6.190547943115234
2003-05-07,6.161721706390381
2003-05-08,6.0344038009643555
2003-05-09,6.072842121124268
2003-05-12,6.228983402252197
2003-05-13,6.212169647216797
2003-05-14,6.245798587799072
2003-05-15,6.337084770202637
2003-05-16,6.310661315917969
2003-05-19,6.346692085266113
2003-05-20,6.317866802215576
2003-05-21,6.380326271057129
2003-05-22,6.317866802215576
2003-05-23,6.365909099578857
2003-05-27,6.445183277130127
2003-05-28,6.4331746101379395
2003-05-29,6.582108974456787
2003-05-30,6.716632843017578
2003-06-02,6.690213680267334
2003-06-03,6.639763355255127
2003-06-04,6.740659713745117
2003-06-05,6.8223347663879395
2003-06-06,6.839150428771973
2003-06-09,6.815127849578857
2003-06-10,6.8319411277771
2003-06-11,6.855964183807373
2003-06-12,6.793512344360352
2003-06-13,6.805519104003906
2003-06-16,6.858368873596191
2003-06-17,6.906412124633789
2003-06-18,6.920826435089111
2003-06-19,7.031331539154053
2003-06-20,7.074565887451172
2003-06-23,6.983286380767822
2003-06-24,7.028929233551025
2003-06-25,6.918426513671875
2003-06-26,6.94004487991333
2003-06-27,7.028929233551025
2003-06-30,7.100996494293213
2003-07-01,7.177864074707031
2003-07-02,7.245126724243164
2003-07-03,7.206691741943359
2003-07-07,7.314793109893799
2003-07-08,7.403672695159912
2003-07-09,7.249929904937744
2003-07-10,7.2114973068237305
2003-07-11,7.22590970993042
2003-07-14,7.290771961212158
2003-07-15,7.122614860534668
2003-07-16,7.115407943725586
2003-07-17,6.94725227355957
2003-07-18,7.026525020599365
2003-07-21,6.94725227355957
2003-07-22,6.925629615783691
2003-07-23,6.925629615783691
2003-07-24,6.860774517059326
2003-07-25,6.978478908538818
2003-07-28,7.019317150115967
2003-07-29,7.045742034912109
2003-07-30,7.122614860534668
2003-07-31,7.189876556396484
2003-08-01,7.1874775886535645
2003-08-04,7.158651828765869
2003-08-05,7.096191883087158
2003-08-06,6.983286380767822
2003-08-07,6.918426513671875
2003-08-08,6.988089561462402
2003-08-11,6.959262371063232
2003-08-12,7.103398323059082
2003-08-13,7.067361354827881
2003-08-14,7.074565887451172
2003-08-15,7.045742034912109
2003-08-18,7.028929233551025
2003-08-19,7.0001020431518555
2003-08-20,7.002506256103516
2003-08-21,6.983286380767822
2003-08-22,6.894402980804443
2003-08-25,6.918426513671875
2003-08-26,6.9544596672058105
2003-08-27,7.057753562927246
2003-08-28,7.110602378845215
2003-08-29,7.122614860534668
