Date,AEE
2000-01-03,10.047219276428223
2000-01-04,10.047219276428223
2000-01-05,10.435894966125488
2000-01-06,10.397027969360352
2000-01-07,10.552496910095215
2000-01-10,10.474761962890625
2000-01-11,10.455333709716797
2000-01-12,10.513632774353027
2000-01-13,10.552496910095215
2000-01-14,10.397027969360352
2000-01-18,10.047219276428223
2000-01-19,10.299857139587402
2000-01-20,10.260993957519531
2000-01-21,10.338730812072754
2000-01-24,10.397027969360352
2000-01-25,10.144386291503906
2000-01-26,10.260993957519531
2000-01-27,10.241554260253906
2000-01-28,10.047219276428223
2000-01-31,10.124958038330078
2000-02-01,10.124958038330078
2000-02-02,10.124958038330078
2000-02-03,10.241554260253906
2000-02-04,9.930621147155762
2000-02-07,9.872318267822266
2000-02-08,9.911186218261719
2000-02-09,9.814018249511719
2000-02-10,9.677982330322266
2000-02-11,9.63911247253418
2000-02-14,9.716848373413086
2000-02-15,9.677982330322266
2000-02-16,9.619680404663086
2000-02-17,9.483642578125
2000-02-18,9.405906677246094
2000-02-22,9.464213371276855
2000-02-23,9.405906677246094
2000-02-24,8.97836685180664
2000-02-25,8.97836685180664
2000-02-28,9.347607612609863
2000-02-29,9.32817268371582
2000-03-01,9.172704696655273
2000-03-02,8.99779987335205
2000-03-03,9.07553482055664
2000-03-06,8.764596939086914
2000-03-07,8.8671875
2000-03-08,8.906947135925293
2000-03-09,8.926836013793945
2000-03-10,8.946714401245117
2000-03-13,8.946714401245117
2000-03-14,8.847310066223145
2000-03-15,9.244938850402832
2000-03-16,9.741971969604492
2000-03-17,9.582918167114258
2000-03-20,9.62268352508545
2000-03-21,9.682333946228027
2000-03-22,9.582918167114258
2000-03-23,9.602805137634277
2000-03-24,9.702213287353516
2000-03-27,9.84138011932373
2000-03-28,9.642569541931152
2000-03-29,9.761857032775879
2000-03-30,9.741971969604492
2000-03-31,9.84138011932373
2000-04-03,9.901031494140625
2000-04-04,10.159490585327148
2000-04-05,10.358305931091309
2000-04-06,10.239015579223633
2000-04-07,10.060080528259277
2000-04-10,10.119723320007324
2000-04-11,10.179370880126953
2000-04-12,10.298659324645996
2000-04-13,10.577004432678223
2000-04-14,10.457716941833496
2000-04-17,10.577004432678223
2000-04-18,10.577004432678223
2000-04-19,10.537237167358398
2000-04-20,10.77581787109375
2000-04-24,11.11380672454834
2000-04-25,11.630722999572754
2000-04-26,12.048240661621094
2000-04-27,11.849430084228516
2000-04-28,11.670491218566895
2000-05-01,11.590961456298828
2000-05-02,11.312620162963867
2000-05-03,11.233097076416016
2000-05-04,11.531318664550781
2000-05-05,11.292741775512695
2000-05-08,11.431907653808594
2000-05-09,11.431907653808594
2000-05-10,11.491551399230957
2000-05-11,11.750018119812012
2000-05-12,11.630722999572754
2000-05-15,11.750018119812012
2000-05-16,11.670491218566895
2000-05-17,11.332499504089355
2000-05-18,11.471673011779785
2000-05-19,11.51144027709961
2000-05-22,11.710250854492188
2000-05-23,11.630722999572754
2000-05-24,11.849430084228516
2000-05-25,11.730137825012207
2000-05-26,11.710250854492188
2000-05-30,11.590961456298828
2000-05-31,11.670491218566895
2000-06-01,11.690367698669434
2000-06-02,11.471673011779785
2000-06-05,11.193326950073242
2000-06-06,11.419286727905273
2000-06-07,11.338299751281738
2000-06-08,11.19657039642334
2000-06-09,11.480027198791504
2000-06-12,11.530646324157715
2000-06-13,11.540767669677734
2000-06-14,11.318056106567383
2000-06-15,11.540767669677734
2000-06-16,11.480027198791504
2000-06-19,11.459782600402832
2000-06-20,11.419286727905273
2000-06-21,11.439539909362793
2000-06-22,11.318056106567383
2000-06-23,11.338299751281738
2000-06-26,11.500279426574707
2000-06-27,11.237068176269531
2000-06-28,11.520520210266113
2000-06-29,11.19657039642334
2000-06-30,10.933359146118164
2000-07-03,11.297806739807129
2000-07-05,11.277559280395508
2000-07-06,11.19657039642334
2000-07-07,11.297806739807129
2000-07-10,11.419286727905273
2000-07-11,11.601511001586914
2000-07-12,11.621755599975586
2000-07-13,11.581260681152344
2000-07-14,11.37879467010498
2000-07-17,11.409164428710938
2000-07-18,11.480027198791504
2000-07-19,11.662253379821777
2000-07-20,11.824227333068848
2000-07-21,11.763483047485352
2000-07-24,11.621755599975586
2000-07-25,11.702738761901855
2000-07-26,11.54582691192627
2000-07-27,11.844470977783203
2000-07-28,11.783733367919922
2000-07-31,11.722994804382324
2000-08-01,12.107686042785645
2000-08-02,12.18867015838623
2000-08-03,12.315218925476074
2000-08-04,12.431631088256836
2000-08-07,12.497440338134766
2000-08-08,12.553121566772461
2000-08-09,12.532865524291992
2000-08-10,12.517683982849121
2000-08-11,12.578418731689453
2000-08-14,12.674599647521973
2000-08-15,12.715093612670898
2000-08-16,12.836578369140625
2000-08-17,12.89731502532959
2000-08-18,12.937816619873047
2000-08-21,12.816325187683105
2000-08-22,12.796085357666016
2000-08-23,12.816325187683105
2000-08-24,12.75558853149414
2000-08-25,12.674599647521973
2000-08-28,12.836578369140625
2000-08-29,12.796085357666016
2000-08-30,12.87706184387207
2000-08-31,13.10484790802002
2000-09-01,13.039046287536621
2000-09-05,13.34274959564209
2000-09-06,13.585710525512695
2000-09-07,13.794581413269043
2000-09-08,14.051566123962402
2000-09-11,14.128657341003418
2000-09-12,14.185189247131348
2000-09-13,14.06184196472168
2000-09-14,13.876812934875488
2000-09-15,13.984749794006348
2000-09-18,13.9590482711792
2000-09-19,13.321748733520508
2000-09-20,12.82834529876709
2000-09-21,12.478858947753906
2000-09-22,12.951699256896973
2000-09-25,13.054484367370605
2000-09-26,13.342304229736328
2000-09-27,13.547886848449707
2000-09-28,13.650673866271973
2000-09-29,13.779167175292969
2000-10-02,13.979610443115234
2000-10-03,13.56844711303711
2000-10-04,13.198400497436523
2000-10-05,12.9105806350708
2000-10-06,12.848905563354492
2000-10-09,12.725549697875977
2000-10-10,12.848905563354492
2000-10-11,12.869464874267578
2000-10-12,12.972257614135742
2000-10-13,13.157281875610352
2000-10-16,13.177841186523438
2000-10-17,13.198400497436523
2000-10-18,12.787233352661133
2000-10-19,12.643326759338379
2000-10-20,12.519974708557129
2000-10-23,12.540533065795898
2000-10-24,12.561086654663086
2000-10-25,12.458301544189453
2000-10-26,12.43774127960205
2000-10-27,12.766674041748047
2000-10-30,13.301185607910156
2000-10-31,13.075041770935059
2000-11-01,13.362860679626465
2000-11-02,13.506765365600586
2000-11-03,13.42453670501709
2000-11-06,13.445094108581543
2000-11-07,13.403972625732422
2000-11-08,13.445094108581543
2000-11-09,13.712352752685547
2000-11-10,13.774029731750488
2000-11-13,13.753462791442871
2000-11-14,13.52733039855957
2000-11-15,13.6095552444458
2000-11-16,13.815142631530762
2000-11-17,14.123517990112305
2000-11-20,14.08240032196045
2000-11-21,14.04128646850586
2000-11-22,14.00017261505127
2000-11-24,13.876812934875488
2000-11-27,13.856264114379883
2000-11-28,14.00017261505127
2000-11-29,14.2057466506958
2000-11-30,14.596355438232422
2000-12-01,14.658027648925781
2000-12-04,14.699140548706055
2000-12-05,14.616915702819824
2000-12-06,14.658027648925781
2000-12-07,14.7864990234375
2000-12-08,14.744791984558105
2000-12-11,14.598795890808105
2000-12-12,14.640507698059082
2000-12-13,14.640507698059082
2000-12-14,14.51537799835205
2000-12-15,14.411105155944824
2000-12-18,14.390243530273438
2000-12-19,14.640507698059082
2000-12-20,15.099327087402344
2000-12-21,15.266180038452148
2000-12-22,15.203603744506836
2000-12-26,15.620718955993652
2000-12-27,15.537293434143066
2000-12-28,15.349601745605469
2000-12-29,15.453863143920898
2001-01-02,15.078476905822754
2001-01-03,14.431961059570312
2001-01-04,13.368332862854004
2001-01-05,13.347474098205566
2001-01-08,13.743732452392578
2001-01-09,13.722872734069824
2001-01-10,13.576885223388672
2001-01-11,13.055501937866211
2001-01-12,13.222338676452637
2001-01-16,13.097207069396973
2001-01-17,13.118062019348145
2001-01-18,13.243199348449707
2001-01-19,13.493459701538086
2001-01-22,13.806292533874512
2001-01-23,13.722872734069824
2001-01-24,13.95228099822998
2001-01-25,13.973137855529785
2001-01-26,13.806292533874512
2001-01-29,13.844671249389648
2001-01-30,13.764588356018066
2001-01-31,13.607755661010742
2001-02-01,13.561030387878418
2001-02-02,13.400872230529785
2001-02-05,13.414216995239258
2001-02-06,13.347474098205566
2001-02-07,13.464262962341309
2001-02-08,13.681167602539062
2001-02-09,13.871354103088379
2001-02-12,13.844671249389648
2001-02-13,13.871354103088379
2001-02-14,13.911410331726074
2001-02-15,13.801287651062012
2001-02-16,14.014850616455078
2001-02-20,14.114959716796875
2001-02-21,14.024863243103027
2001-02-22,14.098273277282715
2001-02-23,13.921418190002441
2001-02-26,13.951451301574707
2001-02-27,14.00483512878418
2001-02-28,14.071577072143555
2001-03-01,14.03821086883545
2001-03-02,14.165009498596191
2001-03-05,14.12497329711914
2001-03-06,14.008091926574707
2001-03-07,13.9369478225708
2001-03-08,14.028413772583008
2001-03-09,13.967434883117676
2001-03-12,13.720134735107422
2001-03-13,13.550750732421875
2001-03-14,13.38137435913086
2001-03-15,13.520264625549316
2001-03-16,13.35426139831543
2001-03-19,13.249248504638672
2001-03-20,13.35765266418457
2001-03-21,13.313617706298828
2001-03-22,12.903707504272461
2001-03-23,12.873217582702637
2001-03-26,13.266188621520996
2001-03-27,13.4321870803833
2001-03-28,13.466056823730469
2001-03-29,13.730292320251465
2001-03-30,13.872583389282227
2001-04-02,14.038578987121582
2001-04-03,14.069073677062988
2001-04-04,14.160531997680664
2001-04-05,14.109721183776855
2001-04-06,13.784501075744629
2001-04-09,14.096175193786621
2001-04-10,14.380739212036133
2001-04-11,14.194409370422363
2001-04-12,14.079231262207031
2001-04-16,14.262163162231445
2001-04-17,14.462034225463867
2001-04-18,14.397674560546875
2001-04-19,14.167306900024414
2001-04-20,14.082611083984375
2001-04-23,14.224903106689453
2001-04-24,14.143600463867188
2001-04-25,14.201188087463379
2001-04-26,14.268943786621094
2001-04-27,14.25539493560791
