Date,EBAY
2000-10-03,5.78639030456543
2000-10-04,6.031379222869873
2000-10-05,5.9613800048828125
2000-10-06,5.547234535217285
2000-10-09,5.687228202819824
2000-10-10,5.407241344451904
2000-10-11,4.946430206298828
2000-10-12,4.771439552307129
2000-10-13,5.214750289916992
2000-10-16,5.564733982086182
2000-10-17,4.923097133636475
2000-10-18,4.981428146362305
2000-10-19,5.337244987487793
2000-10-20,5.41890811920166
2000-10-23,5.558902263641357
2000-10-24,5.045591831207275
2000-10-25,5.045591831207275
2000-10-26,4.899765491485596
2000-10-27,4.79477071762085
2000-10-30,4.596447467803955
2000-10-31,4.806437015533447
2000-11-01,5.041217803955078
2000-11-02,5.36057710647583
2000-11-03,5.115588188171387
2000-11-06,5.0747575759887695
2000-11-07,5.290579795837402
2000-11-08,4.818103313446045
2000-11-09,4.543949127197266
2000-11-10,4.298962116241455
2000-11-13,4.001474857330322
2000-11-14,4.450620651245117
2000-11-15,4.275629043579102
2000-11-16,4.001474857330322
2000-11-17,4.05397367477417
2000-11-20,3.219846487045288
2000-11-21,2.945692300796509
2000-11-22,3.0681867599487305
2000-11-24,3.4473354816436768
2000-11-27,3.5639963150024414
2000-11-28,3.3627562522888184
2000-11-29,3.464833974838257
2000-11-30,3.2023468017578125
2000-12-01,3.243177890777588
2000-12-04,3.0156891345977783
2000-12-05,3.686490774154663
2000-12-06,3.389005184173584
2000-12-07,3.2665109634399414
2000-12-08,3.6048266887664795
2000-12-11,4.0598063468933105
2000-12-12,3.8206512928009033
2000-12-13,3.663158416748047
2000-12-14,3.4531683921813965
2000-12-15,3.546496629714966
2000-12-18,3.5756616592407227
2000-12-19,3.0156891345977783
2000-12-20,2.607375144958496
2000-12-21,2.6540398597717285
2000-12-22,3.2665109634399414
2000-12-26,3.2373454570770264
2000-12-27,3.2898433208465576
2000-12-28,3.5289981365203857
2000-12-29,3.079852819442749
2001-01-02,2.8173654079437256
2001-01-03,3.6733651161193848
2001-01-04,3.301508903503418
2001-01-05,2.8523635864257812
2001-01-08,2.858196496963501
2001-01-09,3.1148509979248047
2001-01-10,3.6689908504486084
2001-01-11,3.8206512928009033
2001-01-12,3.738987922668457
2001-01-16,4.088972091674805
2001-01-17,4.036472320556641
2001-01-18,4.374792575836182
2001-01-19,4.678109645843506
2001-01-22,4.613946914672852
2001-01-23,4.888101577758789
2001-01-24,5.0747575759887695
2001-01-25,4.6489434242248535
2001-01-26,4.6547770500183105
2001-01-29,4.882266998291016
2001-01-30,4.96392822265625
2001-01-31,4.608112812042236
2001-02-01,4.503117561340332
2001-02-02,4.315001964569092
2001-02-05,4.357291221618652
2001-02-06,4.374792575836182
2001-02-07,4.310626983642578
2001-02-08,4.398123264312744
2001-02-09,4.1589674949646
2001-02-12,4.403956890106201
2001-02-13,4.4272871017456055
2001-02-14,4.6839447021484375
2001-02-15,4.713107109069824
2001-02-16,4.549782752990723
2001-02-20,4.1589674949646
2001-02-21,4.263962268829346
2001-02-22,4.1589674949646
2001-02-23,4.147302150726318
2001-02-26,4.234798431396484
2001-02-27,3.9314780235290527
2001-02-28,3.577120304107666
2001-03-01,3.4998326301574707
2001-03-02,3.517332077026367
2001-03-05,3.546496629714966
2001-03-06,3.762319803237915
2001-03-07,3.966477155685425
2001-03-08,3.651492118835449
2001-03-09,3.1731817722320557
2001-03-12,2.945692300796509
2001-03-13,3.21401309967041
2001-03-14,3.184847354888916
2001-03-15,3.2315125465393066
2001-03-16,3.0331876277923584
2001-03-19,3.4590017795562744
2001-03-20,3.295675754547119
2001-03-21,2.9981908798217773
2001-03-22,3.418170213699341
2001-03-23,3.470667600631714
2001-03-26,3.5873284339904785
2001-03-27,3.733154296875
2001-03-28,3.377338409423828
2001-03-29,3.184847354888916
2001-03-30,3.377338409423828
2001-04-02,3.295675754547119
2001-04-03,2.864030361175537
2001-04-04,2.8348641395568848
2001-04-05,3.2490108013153076
2001-04-06,3.3131747245788574
2001-04-09,3.544630527496338
2001-04-10,3.681824207305908
2001-04-11,3.6556918621063232
2001-04-12,3.8852806091308594
2001-04-16,3.81528377532959
2001-04-17,4.017808437347412
2001-04-18,4.269796371459961
2001-04-19,4.665511131286621
2001-04-20,4.727107524871826
2001-04-23,4.3817901611328125
2001-04-24,4.1587347984313965
2001-04-25,4.517118453979492
2001-04-26,4.293127059936523
2001-04-27,4.374325275421143
2001-04-30,4.711241245269775
2001-05-01,5.068690299987793
2001-05-02,5.011760711669922
2001-05-03,4.807370185852051
2001-05-04,4.885766506195068
2001-05-07,4.698173999786377
2001-05-08,4.905365943908691
2001-05-09,4.95949649810791
2001-05-10,5.068690299987793
2001-05-11,4.969761371612549
2001-05-14,5.152686595916748
2001-05-15,5.231083869934082
2001-05-16,5.400008201599121
2001-05-17,5.83772087097168
2001-05-18,5.846121311187744
2001-05-21,5.976780414581299
2001-05-22,5.996380805969238
2001-05-23,5.6837286949157715
2001-05-24,5.9039835929870605
2001-05-25,5.805055618286133
2001-05-29,5.576400279998779
2001-05-30,5.588533401489258
2001-05-31,5.648264408111572
2001-06-01,5.716393947601318
2001-06-04,5.847986221313477
2001-06-05,6.043045520782471
2001-06-06,6.0262451171875
2001-06-07,6.0654425621032715
2001-06-08,5.931049346923828
2001-06-11,5.86012077331543
2001-06-12,5.925450325012207
2001-06-13,5.768657684326172
2001-06-14,5.9786481857299805
2001-06-15,6.077575206756592
2001-06-18,5.877852916717529
2001-06-19,5.893718242645264
2001-06-20,6.486355781555176
2001-06-21,6.523686408996582
2001-06-22,6.3267645835876465
2001-06-25,6.630082130432129
2001-06-26,6.379961013793945
2001-06-27,6.402359485626221
2001-06-28,6.529286861419678
2001-06-29,6.392093181610107
2001-07-02,6.362229347229004
2001-07-03,6.454624652862549
2001-07-05,6.21103572845459
2001-07-06,6.088776111602783
2001-07-09,6.0178446769714355
2001-07-10,5.62306547164917
2001-07-11,5.616532802581787
2001-07-12,6.245567321777344
2001-07-13,6.25396728515625
2001-07-16,6.145706653594971
2001-07-17,6.299699783325195
2001-07-18,6.210103988647461
2001-07-19,6.010380268096924
2001-07-20,6.23436975479126
2001-07-23,6.062646389007568
2001-07-24,5.760258674621582
2001-07-25,5.750925064086914
2001-07-26,6.050510883331299
2001-07-27,5.9357171058654785
2001-07-30,5.6967949867248535
2001-07-31,5.839588642120361
2001-08-01,5.750925064086914
2001-08-02,5.6743950843811035
2001-08-03,6.0010457038879395
2001-08-06,5.9263834953308105
2001-08-07,6.0010457038879395
2001-08-08,5.822788238525391
2001-08-09,5.8647871017456055
2001-08-10,5.701459884643555
2001-08-13,5.667862415313721
2001-08-14,5.727593421936035
2001-08-15,5.599731922149658
2001-08-16,5.6930623054504395
2001-08-17,5.506402969360352
2001-08-20,5.646396636962891
2001-08-21,5.4056077003479
2001-08-22,5.311345100402832
2001-08-23,5.138688087463379
2001-08-24,5.507336616516113
2001-08-27,5.2637481689453125
2001-08-28,5.037892818450928
2001-08-29,5.030426025390625
2001-08-30,5.184417247772217
2001-08-31,5.247882843017578
2001-09-04,5.08175802230835
2001-09-05,5.10042142868042
2001-09-06,5.1414875984191895
2001-09-07,4.941762924194336
2001-09-10,5.092957019805908
2001-09-17,4.610446453094482
2001-09-18,4.666444778442383
2001-09-19,4.510584831237793
2001-09-20,4.198864936828613
2001-09-21,4.086872577667236
2001-09-24,4.3659257888793945
2001-09-25,4.376189708709717
2001-09-26,4.110202312469482
2001-09-27,4.210066318511963
2001-09-28,4.269796371459961
2001-10-01,4.383657932281494
2001-10-02,4.432188034057617
2001-10-03,4.661777019500732
2001-10-04,4.905365943908691
2001-10-05,4.983760833740234
2001-10-08,5.172285556793213
2001-10-09,5.0761590003967285
2001-10-10,5.308547019958496
2001-10-11,5.547469139099121
2001-10-12,5.49800443649292
2001-10-15,5.7462592124938965
2001-10-16,5.749056816101074
2001-10-17,5.3281450271606445
2001-10-18,5.512004852294922
2001-10-19,4.848435401916504
2001-10-22,4.953897476196289
2001-10-23,5.187219142913818
2001-10-24,5.336544036865234
2001-10-25,5.5185370445251465
2001-10-26,5.319746017456055
2001-10-29,4.901630878448486
2001-10-30,4.984697341918945
2001-10-31,4.897899150848389
2001-11-01,4.96882963180542
2001-11-02,4.825103759765625
2001-11-05,5.025759696960449
2001-11-06,5.196552753448486
2001-11-07,5.281480312347412
2001-11-08,5.165753364562988
2001-11-09,5.315080642700195
2001-11-12,5.381341934204102
2001-11-13,5.586666584014893
2001-11-14,5.799456596374512
2001-11-15,5.606264591217041
2001-11-16,5.599731922149658
2001-11-19,5.796655654907227
2001-11-20,5.5166707038879395
2001-11-21,5.679995536804199
2001-11-23,5.744391918182373
2001-11-26,6.081309795379639
2001-11-27,6.044910430908203
2001-11-28,6.075710296630859
2001-11-29,6.182104587554932
2001-11-30,6.3528971672058105
2001-12-03,6.259567737579346
2001-12-04,6.532088279724121
2001-12-05,6.437825679779053
2001-12-06,6.54702091217041
2001-12-07,6.341697692871094
2001-12-10,6.253034591674805
2001-12-11,6.542354106903076
2001-12-12,6.486355781555176
2001-12-13,6.174638271331787
2001-12-14,6.2147698402404785
2001-12-17,6.466757774353027
2001-12-18,6.235301971435547
2001-12-19,6.178371906280518
2001-12-20,5.9347825050354
2001-12-21,6.0654425621032715
2001-12-24,5.955315113067627
2001-12-26,6.1914381980896
2001-12-27,6.175571918487549
2001-12-28,6.34542989730835
2001-12-31,6.243700981140137
2002-01-02,6.175571918487549
2002-01-03,6.346363544464111
2002-01-04,6.3930277824401855
2002-01-07,6.23436975479126
2002-01-08,6.303431987762451
2002-01-09,6.242768287658691
2002-01-10,6.1587724685668945
2002-01-11,5.960914611816406
2002-01-14,5.894651889801025
2002-01-15,5.975847244262695
2002-01-16,5.5941338539123535
2002-01-17,5.749992370605469
2002-01-18,5.616532802581787
2002-01-22,5.548401832580566
2002-01-23,5.514801502227783
2002-01-24,5.590398788452148
2002-01-25,5.660397529602051
2002-01-28,5.5717339515686035
2002-01-29,5.536268711090088
2002-01-30,5.385076522827148
2002-01-31,5.508270263671875
2002-02-01,5.4177422523498535
2002-02-04,5.185351848602295
2002-02-05,5.086423873901367
2002-02-06,5.151754379272461
2002-02-07,5.129354476928711
2002-02-08,5.470005512237549
2002-02-11,5.345878601074219
2002-02-12,5.4177422523498535
2002-02-13,5.4690728187561035
2002-02-14,5.599731922149658
2002-02-15,5.500802993774414
2002-02-19,4.983760833740234
2002-02-20,5.074291229248047
2002-02-21,5.037892818450928
2002-02-22,4.871766567230225
2002-02-25,5.0528244972229
2002-02-26,4.967896938323975
2002-02-27,4.583379745483398
2002-02-28,4.857768535614014
2002-03-01,5.120021343231201
2002-03-04,5.5493340492248535
2002-03-05,5.479339122772217
2002-03-06,5.466270923614502
2002-03-07,5.377609729766846
2002-03-08,5.640797138214111
2002-03-11,5.637997627258301
2002-03-12,5.47653865814209
2002-03-13,5.30014705657959
2002-03-14,5.289880275726318
2002-03-15,5.385076522827148
2002-03-18,5.397208213806152
2002-03-19,5.416807174682617
2002-03-20,5.2590813636779785
2002-03-21,5.4644060134887695
2002-03-22,5.526002407073975
2002-03-25,5.3570780754089355
2002-03-26,5.319746017456055
2002-03-27,5.333744049072266
2002-03-28,5.286148548126221
2002-04-01,5.2721476554870605
2002-04-02,5.130288124084473
2002-04-03,4.9800286293029785
2002-04-04,4.928698539733887
2002-04-05,4.957630157470703
2002-04-08,5.147087097167969
2002-04-09,4.9650959968566895
2002-04-10,5.022958755493164
2002-04-11,4.7448410987854
2002-04-12,5.0472259521484375
2002-04-15,5.160153865814209
2002-04-16,5.233882427215576
2002-04-17,5.1265549659729
2002-04-18,4.950163841247559
2002-04-19,5.0761590003967285
2002-04-22,5.009893417358398
2002-04-23,4.893232345581055
2002-04-24,4.785904407501221
2002-04-25,4.833503246307373
2002-04-26,4.638444423675537
2002-04-29,4.7448410987854
2002-04-30,4.9557623863220215
2002-05-01,5.045358180999756
2002-05-02,4.876433849334717
2002-05-03,4.785904407501221
2002-05-06,4.715909004211426
2002-05-07,4.650577068328857
2002-05-08,5.039758205413818
2002-05-09,5.008027076721191
2002-05-10,4.946430206298828
2002-05-13,5.078956604003906
2002-05-14,5.286148548126221
2002-05-15,5.352410316467285
2002-05-16,5.2441487312316895
2002-05-17,5.256283283233643
2002-05-20,5.246016502380371
2002-05-21,5.146154880523682
2002-05-22,5.156420707702637
2002-05-23,5.47653865814209
2002-05-24,5.346810817718506
2002-05-28,5.222682952880859
2002-05-29,5.304812431335449
2002-05-30,5.267481327056885
2002-05-31,5.152686595916748
2002-06-03,5.145220756530762
2002-06-04,5.147087097167969
2002-06-05,5.1340203285217285
2002-06-06,5.125622749328613
2002-06-07,5.288947105407715
2002-06-10,5.289880275726318
2002-06-11,5.2030863761901855
2002-06-12,5.442006587982178
2002-06-13,5.507336616516113
2002-06-14,5.510135173797607
2002-06-17,5.889052867889404
2002-06-18,5.803189277648926
2002-06-19,5.769590377807617
2002-06-20,5.637997627258301
2002-06-21,5.576400279998779
2002-06-24,5.849853038787842
2002-06-25,5.63146448135376
2002-06-26,5.6585283279418945
2002-06-27,5.73412561416626
2002-06-28,5.750925064086914
2002-07-01,5.465338706970215
2002-07-02,5.383208751678467
2002-07-03,5.514801502227783
2002-07-05,5.651063442230225
2002-07-08,5.24881649017334
2002-07-09,5.3244123458862305
2002-07-10,5.490537643432617
2002-07-11,5.635196685791016
2002-07-12,5.693994045257568
2002-07-15,5.6743950843811035
2002-07-16,5.668795585632324
2002-07-17,5.750925064086914
2002-07-18,5.641730308532715
2002-07-19,5.3122782707214355
2002-07-22,5.231083869934082
2002-07-23,4.961362361907959
2002-07-24,5.2030863761901855
2002-07-25,4.9800286293029785
2002-07-26,5.130288124084473
2002-07-29,5.390676021575928
2002-07-30,5.441072940826416
2002-07-31,5.3281450271606445
2002-08-01,5.15455436706543
2002-08-02,5.12375545501709
2002-08-05,4.979094982147217
2002-08-06,5.158286094665527
2002-08-07,5.180685997009277
2002-08-08,5.322545528411865
2002-08-09,5.340278148651123
2002-08-12,5.4093427658081055
2002-08-13,5.231083869934082
2002-08-14,5.364543914794922
2002-08-15,5.477471828460693
2002-08-16,5.503602981567383
2002-08-19,5.773323059082031
2002-08-20,5.637997627258301
2002-08-21,5.637063980102539
2002-08-22,5.7294602394104
2002-08-23,5.61373233795166
2002-08-26,5.528801441192627
2002-08-27,5.338412284851074
2002-08-28,5.169485569000244
2002-08-29,5.3244123458862305
2002-08-30,5.274948596954346
2002-09-03,5.083622455596924
2002-09-04,5.188153266906738
2002-09-05,5.103222846984863
2002-09-06,5.268413543701172
2002-09-09,5.5054707527160645
2002-09-10,5.584799766540527
2002-09-11,5.4532060623168945
2002-09-12,5.399076461791992
2002-09-13,5.413074493408203
2002-09-16,5.399076461791992
2002-09-17,5.340278148651123
2002-09-18,5.427074432373047
2002-09-19,5.3309454917907715
2002-09-20,5.316012382507324
2002-09-23,5.2254838943481445
2002-09-24,5.204950332641602
2002-09-25,5.285212993621826
2002-09-26,5.288947105407715
2002-09-27,5.366409778594971
2002-09-30,4.928698539733887
2002-10-01,4.994029521942139
2002-10-02,4.974430084228516
2002-10-03,4.843769073486328
2002-10-04,4.885766506195068
2002-10-07,4.7261738777160645
2002-10-08,4.8829665184021
2002-10-09,4.947364330291748
2002-10-10,4.973494529724121
2002-10-11,5.254415512084961
2002-10-14,5.366409778594971
2002-10-15,5.414008140563965
2002-10-16,5.41120719909668
2002-10-17,5.427074432373047
2002-10-18,5.595999240875244
2002-10-21,5.881585121154785
2002-10-22,5.798523426055908
2002-10-23,5.936650276184082
2002-10-24,5.792923450469971
2002-10-25,5.785456657409668
2002-10-28,5.654796600341797
2002-10-29,5.709860324859619
2002-10-30,5.833987712860107
2002-10-31,5.90211820602417
2002-11-01,6.046777248382568
2002-11-04,6.059842586517334
2002-11-05,6.1699724197387695
2002-11-06,6.159705638885498
2002-11-07,5.9413161277771
2002-11-08,5.9581146240234375
2002-11-11,5.775190353393555
2002-11-12,5.86012077331543
2002-11-13,5.891849994659424
2002-11-14,6.081309795379639
2002-11-15,6.156905174255371
2002-11-18,6.312765598297119
2002-11-19,6.07850980758667
2002-11-20,6.286633491516113
2002-11-21,6.453692436218262
2002-11-22,6.541420936584473
2002-11-25,6.43969202041626
2002-11-26,6.303431987762451
2002-11-27,6.497555255889893
2002-11-29,6.432226181030273
2002-12-02,6.603017807006836
2002-12-03,6.4294257164001465
2002-12-04,6.369695663452148
2002-12-05,6.332362651824951
2002-12-06,6.396761417388916
2002-12-09,6.296899795532227
2002-12-10,6.365028381347656
2002-12-11,6.308098316192627
2002-12-12,6.414491653442383
2002-12-13,6.291300296783447
2002-12-16,6.465825080871582
2002-12-17,6.541420936584473
2002-12-18,6.4742231369018555
2002-12-19,6.414491653442383
2002-12-20,6.518089294433594
2002-12-23,6.542354106903076
2002-12-24,6.504088878631592
2002-12-26,6.309964656829834
2002-12-27,6.25583553314209
2002-12-30,6.325830459594727
2002-12-31,6.329564571380615
2003-01-02,6.472357749938965
2003-01-03,6.526487827301025
2003-01-06,6.813007831573486
2003-01-07,6.772875785827637
2003-01-08,6.7066144943237305
2003-01-09,6.861538887023926
2003-01-10,6.846607208251953
2003-01-13,6.903536796569824
2003-01-14,6.923135757446289
2003-01-15,6.8596720695495605
2003-01-16,6.649682998657227
2003-01-17,6.985665321350098
2003-01-21,7.070594310760498
2003-01-22,7.023930072784424
2003-01-23,7.064995765686035
2003-01-24,7.025798320770264
2003-01-27,6.877405166625977
2003-01-28,6.853139400482178
2003-01-29,6.993131637573242
2003-01-30,6.925002098083496
2003-01-31,7.0145978927612305
2003-02-03,6.910069465637207
2003-02-04,6.822340488433838
2003-02-05,6.862471580505371
2003-02-06,6.827939987182617
2003-02-07,6.754209995269775
2003-02-10,6.865272045135498
2003-02-11,6.850338459014893
2003-02-12,6.84473991394043
2003-02-13,6.841006278991699
2003-02-14,6.999665260314941
2003-02-18,7.138725280761719
2003-02-19,7.185390472412109
2003-02-20,7.166724681854248
2003-02-21,7.31231689453125
2003-02-24,7.256320476531982
2003-02-25,7.246987342834473
2003-02-26,7.156457901000977
2003-02-27,7.224588871002197
2003-02-28,7.318850040435791
2003-03-03,7.237653732299805
2003-03-04,7.287117004394531
2003-03-05,7.360846996307373
2003-03-06,7.359914779663086
2003-03-07,7.4569783210754395
2003-03-10,7.4159111976623535
2003-03-11,7.360846996307373
2003-03-12,7.378580093383789
2003-03-13,7.73789644241333
2003-03-14,7.831226348876953
2003-03-17,8.119612693786621
2003-03-18,8.220405578613281
2003-03-19,8.200806617736816
2003-03-20,8.320272445678711
2003-03-21,8.379999160766602
2003-03-24,8.170943260192871
2003-03-25,8.278267860412598
2003-03-26,8.408931732177734
2003-03-27,8.379066467285156
2003-03-28,8.333335876464844
2003-03-31,7.961885452270508
2003-04-01,8.037484169006348
2003-04-02,8.289468765258789
2003-04-03,8.320272445678711
2003-04-04,8.28013801574707
2003-04-07,8.320272445678711
2003-04-08,8.33240032196045
2003-04-09,8.11587905883789
2003-04-10,8.278267860412598
2003-04-11,8.24000358581543
2003-04-14,8.188676834106445
2003-04-15,8.22880744934082
2003-04-16,8.251205444335938
2003-04-17,8.418265342712402
2003-04-21,8.469595909118652
2003-04-22,8.326800346374512
2003-04-23,8.802781105041504
2003-04-24,8.832643508911133
2003-04-25,8.723447799682617
2003-04-28,8.736515045166016
2003-04-29,8.651585578918457
2003-04-30,8.671184539794922
2003-05-01,8.651585578918457
2003-05-02,8.888641357421875
2003-05-05,8.772913932800293
2003-05-06,8.897974967956543
2003-05-07,8.799044609069824
2003-05-08,8.70478343963623
2003-05-09,8.835443496704102
2003-05-12,8.841979026794434
2003-05-13,9.097698211669922
2003-05-14,9.11169719696045
2003-05-15,9.153695106506348
2003-05-16,9.257291793823242
2003-05-19,9.015568733215332
2003-05-20,9.122896194458008
2003-05-21,9.058501243591309
2003-05-22,9.273158073425293
2003-05-23,9.280619621276855
2003-05-27,9.61754035949707
2003-05-28,9.443016052246094
2003-05-29,9.34688663482666
2003-05-30,9.486878395080566
2003-06-02,9.278759956359863
2003-06-03,9.243290901184082
2003-06-04,9.580208778381348
2003-06-05,9.434614181518555
2003-06-06,9.050101280212402
2003-06-09,9.05196762084961
2003-06-10,9.053833961486816
2003-06-11,9.255424499511719
2003-06-12,9.412215232849121
2003-06-13,9.262893676757812
2003-06-16,9.486878395080566
2003-06-17,9.498079299926758
2003-06-18,9.596075057983398
2003-06-19,9.510211944580078
2003-06-20,9.512078285217285
2003-06-23,9.547544479370117
2003-06-24,9.506478309631348
2003-06-25,9.408483505249023
2003-06-26,9.62407398223877
2003-06-27,9.553142547607422
2003-06-30,9.706204414367676
2003-07-01,9.948860168457031
2003-07-02,10.197113037109375
2003-07-03,10.278307914733887
2003-07-07,10.631091117858887
2003-07-08,10.62082576751709
2003-07-09,10.717885971069336
2003-07-10,10.460301399230957
2003-07-11,10.552695274353027
2003-07-14,10.634824752807617
2003-07-15,10.558297157287598
2003-07-16,10.522830963134766
2003-07-17,10.285778045654297
2003-07-18,10.27644157409668
2003-07-21,10.365103721618652
2003-07-22,10.375371932983398
2003-07-23,10.652557373046875
2003-07-24,10.80188274383545
2003-07-25,10.47523021697998
2003-07-28,10.349238395690918
2003-07-29,10.092585563659668
2003-07-30,10.094450950622559
2003-07-31,10.014189720153809
2003-08-01,9.825664520263672
2003-08-04,9.646470069885254
2003-08-05,9.540074348449707
2003-08-06,9.471013069152832
2003-08-07,9.469147682189941
2003-08-08,9.37955093383789
2003-08-11,9.506478309631348
2003-08-12,9.653003692626953
2003-08-13,9.453278541564941
2003-08-14,9.58487319946289
2003-08-15,9.619406700134277
2003-08-18,10.103782653808594
2003-08-19,10.287640571594238
2003-08-20,10.299774169921875
2003-08-21,10.508830070495605
2003-08-22,10.35763931274414
2003-08-25,10.405237197875977
2003-08-26,10.467765808105469
2003-08-27,10.406172752380371
2003-08-28,10.221378326416016
2003-08-29,10.342705726623535
2003-09-02,10.219511032104492
2003-09-03,9.797662734985352
2003-09-04,10.008586883544922
2003-09-05,9.864860534667969
