Date,CL
2000-09-18,12.657207489013672
2000-09-19,12.657207489013672
2000-09-20,12.248336791992188
2000-09-21,12.479436874389648
2000-09-22,12.817207336425781
2000-09-25,12.67143440246582
2000-09-26,12.85346794128418
2000-09-27,12.657207489013672
2000-09-28,13.402425765991211
2000-09-29,13.425178527832031
2000-10-02,13.362605094909668
2000-10-03,13.226075172424316
2000-10-04,13.34837818145752
2000-10-05,14.110652923583984
2000-10-06,14.218743324279785
2000-10-09,14.252867698669434
2000-10-10,14.289850234985352
2000-10-11,14.267096519470215
2000-10-12,13.880261421203613
2000-10-13,14.341043472290039
2000-10-16,14.690896987915039
2000-10-17,14.477570533752441
2000-10-18,14.554376602172852
2000-10-19,14.295536041259766
2000-10-20,14.397932052612305
2000-10-23,14.050929069519043
2000-10-24,15.137517929077148
2000-10-25,15.850869178771973
2000-10-26,15.839460372924805
2000-10-27,16.441547393798828
2000-10-30,16.832460403442383
2000-10-31,16.76683807373047
2000-11-01,16.236093521118164
2000-11-02,16.64984703063965
2000-11-03,16.692649841308594
2000-11-06,16.45295524597168
2000-11-07,16.792516708374023
2000-11-08,16.74686622619629
2000-11-09,16.792516708374023
2000-11-10,16.98084259033203
2000-11-13,16.880966186523438
2000-11-14,16.789663314819336
2000-11-15,17.012229919433594
2000-11-16,16.795373916625977
2000-11-17,16.849578857421875
2000-11-20,17.086423873901367
2000-11-21,16.949447631835938
2000-11-22,16.89238166809082
2000-11-24,16.492904663085938
2000-11-27,16.25320816040039
2000-11-28,16.67266845703125
2000-11-29,17.000812530517578
2000-11-30,16.763980865478516
2000-12-01,17.03220558166504
2000-12-04,17.097841262817383
2000-12-05,16.572805404663086
2000-12-06,16.116247177124023
2000-12-07,16.90665626525879
2000-12-08,16.64984703063965
2000-12-11,16.136215209960938
2000-12-12,16.82960319519043
2000-12-13,16.592775344848633
2000-12-14,16.48148536682129
2000-12-15,16.310285568237305
2000-12-18,16.90094757080078
2000-12-19,16.841020584106445
2000-12-20,16.92377471923828
2000-12-21,17.357498168945312
2000-12-22,17.052175521850586
2000-12-26,17.79121971130371
2000-12-27,18.421825408935547
2000-12-28,18.40471076965332
2000-12-29,18.418983459472656
2001-01-02,17.83402442932129
2001-01-03,17.15204429626465
2001-01-04,15.956450462341309
2001-01-05,16.435829162597656
2001-01-08,16.795373916625977
2001-01-09,17.10638427734375
2001-01-10,16.880966186523438
2001-01-11,16.595619201660156
2001-01-12,16.521434783935547
2001-01-16,16.521434783935547
2001-01-17,16.136215209960938
2001-01-18,16.230382919311523
2001-01-19,16.164751052856445
2001-01-22,16.20184898376465
2001-01-23,16.472932815551758
2001-01-24,16.624008178710938
2001-01-25,16.695539474487305
2001-01-26,16.312124252319336
2001-01-29,16.13186264038086
2001-01-30,16.80141258239746
2001-01-31,17.190534591674805
2001-02-01,17.476661682128906
2001-02-02,17.396554946899414
2001-02-05,17.124725341796875
2001-02-06,17.18195343017578
2001-02-07,16.98166847229004
2001-02-08,17.141897201538086
2001-02-09,16.990249633789062
2001-02-12,16.83001708984375
2001-02-13,16.595394134521484
2001-02-14,16.137590408325195
2001-02-15,16.223426818847656
2001-02-16,16.953048706054688
2001-02-20,17.18195343017578
2001-02-21,16.9244384765625
2001-02-22,16.953048706054688
2001-02-23,16.7098331451416
2001-02-26,16.638309478759766
2001-02-27,16.809982299804688
2001-02-28,16.895816802978516
2001-03-01,16.46663475036621
2001-03-02,16.62972068786621
2001-03-05,16.73845672607422
2001-03-06,16.53817367553711
2001-03-07,16.646888732910156
2001-03-08,17.167640686035156
2001-03-09,16.85289764404297
2001-03-12,16.266345977783203
2001-03-13,16.137590408325195
2001-03-14,15.871490478515625
2001-03-15,15.708394050598145
2001-03-16,15.513824462890625
2001-03-19,15.29350471496582
2001-03-20,15.353599548339844
2001-03-21,14.692646980285645
2001-03-22,14.59249210357666
2001-03-23,14.735563278198242
2001-03-26,15.19336223602295
2001-03-27,15.797096252441406
2001-03-28,15.85432243347168
2001-03-29,15.508105278015137
2001-03-30,15.811402320861816
2001-04-02,15.694092750549316
2001-04-03,15.279208183288574
2001-04-04,15.46518325805664
2001-04-05,15.880069732666016
2001-04-06,15.379350662231445
2001-04-09,14.907240867614746
2001-04-10,14.749870300292969
2001-04-11,14.66689395904541
2001-04-12,15.221980094909668
2001-04-16,15.264902114868164
2001-04-17,15.12756061553955
2001-04-18,14.807090759277344
2001-04-19,15.041717529296875
2001-04-20,15.250595092773438
2001-04-23,15.176197052001953
2001-04-24,15.03786849975586
2001-04-25,15.319114685058594
2001-04-26,15.439645767211914
2001-04-27,15.970568656921387
2001-04-30,16.027956008911133
2001-05-01,16.203025817871094
2001-05-02,16.071012496948242
2001-05-03,16.027956008911133
2001-05-04,16.30059242248535
2001-05-07,16.409645080566406
2001-05-08,16.438339233398438
2001-05-09,16.46990966796875
2001-05-10,16.644975662231445
2001-05-11,16.68514633178711
2001-05-14,16.699499130249023
2001-05-15,16.271888732910156
2001-05-16,16.794204711914062
2001-05-17,16.659326553344727
2001-05-18,16.472780227661133
2001-05-21,16.530181884765625
2001-05-22,16.1341495513916
2001-05-23,16.294851303100586
2001-05-24,16.412525177001953
2001-05-25,16.294851303100586
2001-05-29,16.63924217224121
2001-05-30,16.51009178161621
2001-05-31,16.254676818847656
2001-06-01,16.429744720458984
2001-06-04,16.490005493164062
2001-06-05,16.70236587524414
2001-06-06,16.77411651611328
2001-06-07,16.860212326049805
2001-06-08,16.894643783569336
2001-06-11,16.880300521850586
2001-06-12,16.883169174194336
2001-06-13,16.616283416748047
2001-06-14,16.561748504638672
2001-06-15,16.616283416748047
2001-06-18,16.619144439697266
2001-06-19,16.69662857055664
2001-06-20,16.98935890197754
2001-06-21,17.50591468811035
2001-06-22,17.032394409179688
2001-06-25,16.903257369995117
2001-06-26,17.419832229614258
2001-06-27,17.391136169433594
2001-06-28,17.491565704345703
2001-06-29,16.92908477783203
2001-07-02,17.21319580078125
2001-07-03,17.290685653686523
2001-07-05,17.112749099731445
2001-07-06,16.94342803955078
2001-07-09,16.76837921142578
2001-07-10,16.429744720458984
2001-07-11,15.855772972106934
2001-07-12,15.749591827392578
2001-07-13,15.844290733337402
2001-07-16,16.027956008911133
2001-07-17,16.1571044921875
2001-07-18,15.864381790161133
2001-07-19,15.898819923400879
2001-07-20,16.016481399536133
2001-07-23,15.683599472045898
2001-07-24,15.591448783874512
2001-07-25,15.66054916381836
2001-07-26,15.577047348022461
2001-07-27,15.54537582397461
2001-07-30,15.600081443786621
2001-07-31,15.605843544006348
2001-08-01,15.245928764343262
2001-08-02,15.243050575256348
2001-08-03,15.375493049621582
2001-08-06,15.225770950317383
2001-08-07,15.245928764343262
2001-08-08,15.257447242736816
2001-08-09,15.404291152954102
2001-08-10,15.404291152954102
2001-08-13,15.764200210571289
2001-08-14,15.723894119262695
2001-08-15,15.657670974731445
2001-08-16,15.939840316772461
2001-08-17,15.916808128356934
2001-08-20,15.965757369995117
2001-08-21,15.980145454406738
2001-08-22,16.181705474853516
2001-08-23,16.115478515625
2001-08-24,16.083810806274414
2001-08-27,15.939840316772461
2001-08-28,15.752691268920898
2001-08-29,15.692214965820312
2001-08-30,15.634638786315918
2001-08-31,15.591448783874512
2001-09-04,15.749812126159668
2001-09-05,16.046377182006836
2001-09-06,16.21337127685547
2001-09-07,16.12411880493164
2001-09-10,16.48691177368164
2001-09-17,16.5272159576416
2001-09-18,16.69997787475586
2001-09-19,16.397647857666016
2001-09-20,15.78724193572998
2001-09-21,15.156665802001953
2001-09-24,15.700860023498535
2001-09-25,16.008939743041992
2001-09-26,16.325664520263672
2001-09-27,16.691341400146484
2001-09-28,16.7719669342041
2001-10-01,16.5272159576416
2001-10-02,16.556013107299805
2001-10-03,16.34006690979004
2001-10-04,16.16731834411621
2001-10-05,16.656789779663086
2001-10-08,16.40341567993164
2001-10-09,16.48691177368164
2001-10-10,16.69709014892578
2001-10-11,16.602079391479492
2001-10-12,16.5272159576416
2001-10-15,16.440832138061523
2001-10-16,16.4782772064209
2001-10-17,16.3458251953125
2001-10-18,16.584796905517578
2001-10-19,16.746044158935547
2001-10-22,17.105958938598633
2001-10-23,16.90729522705078
2001-10-24,16.892852783203125
2001-10-25,17.011260986328125
2001-10-26,16.89573860168457
2001-10-29,16.641576766967773
2001-10-30,16.687789916992188
2001-10-31,16.612693786621094
2001-11-01,16.68201446533203
2001-11-02,16.89573860168457
2001-11-05,16.91017723083496
2001-11-06,16.999710083007812
2001-11-07,16.93905258178711
2001-11-08,16.67913246154785
2001-11-09,16.56648063659668
2001-11-12,16.40475082397461
2001-11-13,16.710891723632812
2001-11-14,16.673341751098633
2001-11-15,16.866849899291992
2001-11-16,16.91017723083496
2001-11-19,16.930395126342773
2001-11-20,16.94483184814453
2001-11-21,16.918838500976562
2001-11-23,16.93328094482422
2001-11-26,16.993934631347656
2001-11-27,16.690677642822266
2001-11-28,16.736892700195312
2001-11-29,16.65890121459961
2001-11-30,16.855304718017578
2001-12-03,16.78020477294922
2001-12-04,16.829307556152344
2001-12-05,16.733997344970703
2001-12-06,16.40475082397461
2001-12-07,16.364316940307617
2001-12-10,16.349876403808594
2001-12-11,16.35565185546875
2001-12-12,16.450960159301758
2001-12-13,16.46828269958496
2001-12-14,16.33254623413086
2001-12-17,16.274776458740234
2001-12-18,16.621356964111328
2001-12-19,16.866849899291992
2001-12-20,16.806209564208984
2001-12-21,16.656023025512695
2001-12-24,16.644466400146484
2001-12-26,16.765764236450195
2001-12-27,16.79753303527832
2001-12-28,16.791759490966797
2001-12-31,16.67913246154785
2002-01-02,16.641576766967773
2002-01-03,16.58380889892578
2002-01-04,16.243017196655273
2002-01-07,16.072599411010742
2002-01-08,16.173696517944336
2002-01-09,16.24589729309082
2002-01-10,16.000408172607422
2002-01-11,15.962867736816406
2002-01-14,16.12748908996582
2002-01-15,16.419193267822266
2002-01-16,16.430740356445312
2002-01-17,16.491392135620117
2002-01-18,16.505834579467773
2002-01-22,16.390308380126953
2002-01-23,16.312074661254883
2002-01-24,16.196189880371094
2002-01-25,16.34684944152832
2002-01-28,16.367124557495117
2002-01-29,16.086091995239258
2002-01-30,16.254135131835938
2002-01-31,16.558351516723633
2002-02-01,16.558351516723633
2002-02-04,16.320768356323242
2002-02-05,16.213571548461914
2002-02-06,16.04262351989746
2002-02-07,15.770272254943848
2002-02-08,15.761587142944336
2002-02-11,15.689146995544434
2002-02-12,15.819541931152344
2002-02-13,15.961503982543945
2002-02-14,15.947013854980469
2002-02-15,16.225162506103516
2002-02-19,16.10927391052246
2002-02-20,16.280214309692383
2002-02-21,16.225162506103516
2002-02-22,16.42797088623047
2002-02-25,16.500411987304688
2002-02-26,16.4047908782959
2002-02-27,16.341054916381836
2002-02-28,16.219369888305664
2002-03-01,16.471433639526367
2002-03-04,16.335256576538086
2002-03-05,16.036840438842773
2002-03-06,16.196189880371094
2002-03-07,15.802143096923828
2002-03-08,15.741303443908691
2002-03-11,15.674668312072754
2002-03-12,16.013654708862305
2002-03-13,15.848504066467285
2002-03-14,15.805049896240234
2002-03-15,16.219369888305664
2002-03-18,16.349748611450195
2002-03-19,16.480127334594727
2002-03-20,16.4598388671875
2002-03-21,16.4047908782959
2002-03-22,16.48592758178711
2002-03-25,16.24833869934082
2002-03-26,16.419282913208008
2002-03-27,16.604705810546875
2002-03-28,16.558351516723633
2002-04-01,16.399005889892578
2002-04-02,16.46563720703125
2002-04-03,16.364227294921875
2002-04-04,16.624990463256836
2002-04-05,16.61919593811035
2002-04-08,16.671350479125977
2002-04-09,16.61630630493164
2002-04-10,16.923419952392578
2002-04-11,16.63368797302246
2002-04-12,17.016138076782227
2002-04-15,16.766963958740234
2002-04-16,16.906038284301758
2002-04-17,16.73219871520996
2002-04-18,15.631203651428223
2002-04-19,15.761587142944336
2002-04-22,15.834013938903809
2002-04-23,15.964393615722656
2002-04-24,16.080663681030273
2002-04-25,16.173688888549805
2002-04-26,16.013809204101562
2002-04-29,15.691158294677734
2002-04-30,15.409188270568848
2002-05-01,15.566160202026367
2002-05-02,15.926609992980957
2002-05-03,15.856846809387207
2002-05-06,16.039981842041016
2002-05-07,15.973121643066406
2002-05-08,16.101016998291016
2002-05-09,15.958588600158691
2002-05-10,16.13880729675293
2002-05-13,16.162067413330078
2002-05-14,16.176591873168945
2002-05-15,16.135892868041992
2002-05-16,16.182416915893555
2002-05-17,15.999281883239746
2002-05-20,15.944048881530762
2002-05-21,15.714407920837402
2002-05-22,15.720224380493164
2002-05-23,15.679533958435059
2002-05-24,15.539997100830078
2002-05-28,15.179545402526855
2002-05-29,15.042933464050293
2002-05-30,15.086529731750488
2002-05-31,15.755105018615723
2002-06-03,15.71149730682373
2002-06-04,15.68825626373291
2002-06-05,16.156251907348633
2002-06-06,16.031259536743164
2002-06-07,16.031259536743164
2002-06-10,15.676621437072754
2002-06-11,15.435359954833984
2002-06-12,15.656272888183594
2002-06-13,15.348146438598633
2002-06-14,15.275481224060059
2002-06-17,15.618476867675781
2002-06-18,15.38884162902832
2002-06-19,15.345245361328125
2002-06-20,14.999334335327148
2002-06-21,14.673760414123535
2002-06-24,14.432490348815918
2002-06-25,13.938329696655273
2002-06-26,14.43539047241211
2002-06-27,14.984786987304688
2002-06-28,14.548760414123535
2002-07-01,15.0225830078125
2002-07-02,14.694107055664062
2002-07-03,14.577834129333496
2002-07-05,15.040017127990723
2002-07-08,14.90921401977539
2002-07-09,14.545851707458496
2002-07-10,14.403422355651855
2002-07-11,14.685384750366211
2002-07-12,14.383077621459961
2002-07-15,14.170879364013672
2002-07-16,13.862751960754395
2002-07-17,13.705779075622559
2002-07-18,13.423818588256836
2002-07-19,12.894769668579102
2002-07-22,13.170917510986328
2002-07-23,13.720311164855957
2002-07-24,14.58695125579834
2002-07-25,14.762025833129883
2002-07-26,14.662817001342773
2002-07-29,15.3106107711792
2002-07-30,14.969204902648926
2002-07-31,14.983793258666992
2002-08-01,15.29601764678955
2002-08-02,15.275590896606445
2002-08-05,14.858325958251953
2002-08-06,15.071348190307617
2002-08-07,15.319361686706543
2002-08-08,15.794994354248047
2002-08-09,15.77748966217041
2002-08-12,15.672442436218262
2002-08-13,15.532381057739258
2002-08-14,15.879612922668457
2002-08-15,15.99049186706543
2002-08-16,15.742470741271973
2002-08-19,16.01968002319336
2002-08-20,15.844596862792969
2002-08-21,15.964234352111816
2002-08-22,15.940888404846191
2002-08-23,15.689953804016113
2002-08-26,15.541131973266602
2002-08-27,15.77748966217041
2002-08-28,15.657846450805664
2002-08-29,15.654929161071777
2002-08-30,15.91754150390625
2002-09-03,15.371877670288086
2002-09-04,15.905877113342285
2002-09-05,16.38150405883789
2002-09-06,16.01968002319336
2002-09-09,16.296875
2002-09-10,16.253110885620117
2002-09-11,16.314390182495117
2002-09-12,16.01968002319336
2002-09-13,16.19474983215332
2002-09-16,16.358150482177734
2002-09-17,15.99049186706543
2002-09-18,15.91754150390625
2002-09-19,15.584901809692383
2002-09-20,15.552802085876465
2002-09-23,15.60824966430664
2002-09-24,15.319361686706543
2002-09-25,15.663684844970703
2002-09-26,16.20059585571289
2002-09-27,15.964234352111816
2002-09-30,15.742470741271973
2002-10-01,15.99049186706543
2002-10-02,15.803744316101074
2002-10-03,15.809586524963379
2002-10-04,15.806672096252441
2002-10-07,15.975913047790527
2002-10-08,16.139320373535156
2002-10-09,15.926299095153809
2002-10-10,16.150981903076172
2002-10-11,16.45737075805664
2002-10-14,16.632455825805664
2002-10-15,16.36691665649414
2002-10-16,15.99049186706543
2002-10-17,16.253110885620117
2002-10-18,16.539077758789062
2002-10-21,16.897991180419922
2002-10-22,16.521568298339844
2002-10-23,16.56841278076172
2002-10-24,16.21713638305664
2002-10-25,16.325439453125
2002-10-28,16.032716751098633
2002-10-29,16.302017211914062
2002-10-30,16.378137588500977
2002-10-31,16.094181060791016
2002-11-01,16.100040435791016
2002-11-04,15.599472045898438
2002-11-05,15.953676223754883
2002-11-06,15.631674766540527
2002-11-07,15.760478973388672
2002-11-08,15.816095352172852
2002-11-11,15.792669296264648
2002-11-12,15.479453086853027
2002-11-13,15.397496223449707
2002-11-14,15.49409008026123
2002-11-15,15.540925979614258
2002-11-18,15.412130355834961
2002-11-19,15.45311164855957
2002-11-20,15.552640914916992
2002-11-21,15.046219825744629
2002-11-22,15.095976829528809
2002-11-25,14.940834999084473
2002-11-26,14.973036766052246
2002-11-27,15.192588806152344
2002-11-29,15.043293952941895
2002-12-02,15.046219825744629
2002-12-03,15.134040832519531
2002-12-04,15.546785354614258
2002-12-05,15.385790824890137
2002-12-06,15.655089378356934
2002-12-09,15.704855918884277
2002-12-10,15.836581230163574
2002-12-11,15.669727325439453
2002-12-12,15.538005828857422
2002-12-13,15.485313415527344
2002-12-16,15.44139575958252
2002-12-17,15.344799041748047
2002-12-18,15.41798210144043
2002-12-19,15.192588806152344
2002-12-20,15.338951110839844
2002-12-23,15.412130355834961
2002-12-24,15.350654602050781
2002-12-26,15.403349876403809
2002-12-27,15.265767097473145
2002-12-30,15.274538040161133
2002-12-31,15.347723960876465
2003-01-02,15.748767852783203
2003-01-03,15.561423301696777
2003-01-06,15.900984764099121
2003-01-07,15.684369087219238
2003-01-08,15.573136329650879
2003-01-09,15.543852806091309
2003-01-10,15.49409008026123
2003-01-13,15.47067642211914
2003-01-14,15.391642570495605
2003-01-15,15.309674263000488
2003-01-16,15.8073091506958
2003-01-17,15.737055778503418
2003-01-21,15.535073280334473
2003-01-22,15.215997695922852
2003-01-23,15.330171585083008
2003-01-24,15.10769271850586
2003-01-27,14.885215759277344
2003-01-28,15.081342697143555
2003-01-29,14.87643814086914
2003-01-30,14.576788902282715
2003-01-31,14.955758094787598
2003-02-03,14.908747673034668
2003-02-04,15.33177661895752
2003-02-05,15.129074096679688
2003-02-06,15.105567932128906
2003-02-07,15.040950775146484
2003-02-10,15.129074096679688
2003-02-11,14.867624282836914
2003-02-12,14.738359451293945
2003-02-13,14.800058364868164
2003-02-14,14.902880668640137
2003-02-18,14.95868968963623
2003-02-19,14.835304260253906
2003-02-20,14.70898151397705
2003-02-21,14.982192993164062
2003-02-24,14.797123908996582
2003-02-25,14.973383903503418
2003-02-26,14.926371574401855
2003-02-27,14.920501708984375
2003-02-28,14.77949047088623
2003-03-03,14.703109741210938
2003-03-04,14.609105110168457
2003-03-05,14.732497215270996
2003-03-06,14.585606575012207
2003-03-07,14.585606575012207
2003-03-10,14.424025535583496
2003-03-11,14.644359588623047
2003-03-12,15.011565208435059
2003-03-13,15.278897285461426
2003-03-14,15.334715843200684
2003-03-17,15.79005241394043
2003-03-18,15.701930046081543
2003-03-19,15.986882209777832
2003-03-20,16.036823272705078
2003-03-21,16.377592086791992
2003-03-24,15.895817756652832
2003-03-25,15.804754257202148
2003-03-26,15.80180549621582
2003-03-27,15.887005805969238
2003-03-28,15.966322898864746
2003-03-31,15.992755889892578
2003-04-01,16.157272338867188
2003-04-02,16.30415153503418
2003-04-03,16.02212905883789
2003-04-04,16.016254425048828
2003-04-07,16.12789535522461
2003-04-08,16.204269409179688
2003-04-09,16.30415153503418
2003-04-10,16.35703468322754
2003-04-11,16.310026168823242
2003-04-14,16.633169174194336
2003-04-15,16.80061912536621
2003-04-16,16.553855895996094
2003-04-17,16.377592086791992
2003-04-21,16.545042037963867
2003-04-22,16.83293342590332
2003-04-23,16.93912696838379
2003-04-24,16.87423324584961
2003-04-25,16.720836639404297
2003-04-28,16.93618392944336
2003-04-29,16.962732315063477
2003-04-30,16.865386962890625
2003-05-01,16.782779693603516
2003-05-02,16.859487533569336
2003-05-05,16.992238998413086
2003-05-06,16.977479934692383
2003-05-07,17.03648567199707
2003-05-08,16.809337615966797
2003-05-09,16.924386978149414
2003-05-12,17.210540771484375
2003-05-13,16.930282592773438
2003-05-14,17.042390823364258
2003-05-15,17.210540771484375
2003-05-16,17.27839469909668
2003-05-19,17.257741928100586
2003-05-20,17.449493408203125
2003-05-21,17.24298667907715
2003-05-22,17.372791290283203
2003-05-23,17.346242904663086
2003-05-27,17.372791290283203
2003-05-28,17.384593963623047
2003-05-29,17.44654083251953
2003-05-30,17.588146209716797
2003-06-02,17.549802780151367
2003-06-03,17.56159019470215
2003-06-04,17.49374008178711
2003-06-05,17.428842544555664
2003-06-06,17.287240982055664
2003-06-09,17.33738899230957
2003-06-10,17.296083450317383
2003-06-11,17.375741958618164
2003-06-12,17.62944793701172
2003-06-13,17.694347381591797
2003-06-16,17.95985221862793
2003-06-17,17.892004013061523
2003-06-18,17.930347442626953
2003-06-19,17.664846420288086
2003-06-20,17.673694610595703
2003-06-23,17.591093063354492
2003-06-24,17.750394821166992
2003-06-25,17.331491470336914
2003-06-26,17.204639434814453
2003-06-27,17.015830993652344
2003-06-30,17.09549331665039
2003-07-01,17.18399429321289
2003-07-02,17.20168685913086
2003-07-03,17.06893539428711
2003-07-07,17.1102352142334
2003-07-08,17.1102352142334
2003-07-09,16.998132705688477
2003-07-10,16.903732299804688
2003-07-11,16.88898277282715
2003-07-14,16.809337615966797
2003-07-15,16.800487518310547
2003-07-16,16.673633575439453
2003-07-17,16.5084285736084
2003-07-18,16.608726501464844
2003-07-21,16.608726501464844
2003-07-22,16.697235107421875
2003-07-23,16.67353057861328
2003-07-24,16.572805404663086
2003-07-25,16.56095314025879
2003-07-28,16.45726203918457
2003-07-29,16.368389129638672
2003-07-30,16.32986831665039
2003-07-31,16.175817489624023
2003-08-01,16.086936950683594
2003-08-04,16.0958251953125
2003-08-05,16.086936950683594
2003-08-06,16.249879837036133
2003-08-07,16.211368560791016
2003-08-08,16.300241470336914
2003-08-11,16.365419387817383
2003-08-12,16.605396270751953
2003-08-13,16.47800064086914
2003-08-14,16.516511917114258
2003-08-15,16.291353225708008
2003-08-18,16.169891357421875
2003-08-19,16.128416061401367
2003-08-20,16.140268325805664
2003-08-21,16.101749420166016
2003-08-22,15.805482864379883
2003-08-25,15.820302963256836
2003-08-26,15.971393585205078
2003-08-27,16.398006439208984
2003-08-28,16.392078399658203
2003-08-29,16.377275466918945
2003-09-02,16.620203018188477
2003-09-03,16.753524780273438
2003-09-04,16.679458618164062
2003-09-05,16.658723831176758
2003-09-08,16.735746383666992
2003-09-09,16.575761795043945
2003-09-10,16.60242462158203
2003-09-11,16.723894119262695
2003-09-12,16.626129150390625
2003-09-15,16.398006439208984
2003-09-16,16.47800064086914
2003-09-17,16.35061264038086
2003-09-18,16.249879837036133
