Date,MRVL
2000-06-30,12.132296562194824
2000-07-03,11.706603050231934
2000-07-05,10.97493839263916
2000-07-06,9.684554100036621
2000-07-07,10.190067291259766
2000-07-10,10.615757942199707
2000-07-11,10.296486854553223
2000-07-12,12.371748924255371
2000-07-13,12.850654602050781
2000-07-14,11.75981330871582
2000-07-17,12.597899436950684
2000-07-18,13.35616397857666
2000-07-19,14.074528694152832
2000-07-20,14.553434371948242
2000-07-21,13.103414535522461
2000-07-24,11.706603050231934
2000-07-25,12.052478790283203
2000-07-26,11.214390754699707
2000-07-27,10.283185958862305
2000-07-28,10.53593921661377
2000-07-31,9.72446060180664
2000-08-01,9.19234561920166
2000-08-02,9.790975570678711
2000-08-03,11.413936614990234
2000-08-04,12.2919282913208
2000-08-07,11.706603050231934
2000-08-08,11.493756294250488
2000-08-09,11.201088905334473
2000-08-10,11.0680570602417
2000-08-11,11.04145336151123
2000-08-14,10.615757942199707
2000-08-15,10.855213165283203
2000-08-16,11.679994583129883
2000-08-17,11.254300117492676
2000-08-18,11.117941856384277
2000-08-21,11.706603050231934
2000-08-22,11.892842292785645
2000-08-23,11.3873291015625
2000-08-24,11.733206748962402
2000-08-25,11.786418914794922
2000-08-28,12.451566696166992
2000-08-29,14.447011947631836
2000-08-30,14.952523231506348
2000-08-31,15.191977500915527
2000-09-01,15.271791458129883
2000-09-05,15.936939239501953
2000-09-06,17.66632652282715
2000-09-07,20.32691764831543
2000-09-08,20.193885803222656
2000-09-11,19.981040954589844
2000-09-12,21.03196907043457
2000-09-13,21.604001998901367
2000-09-14,21.28473663330078
2000-09-15,20.65949249267578
2000-09-18,19.12965202331543
2000-09-19,19.209474563598633
2000-09-20,19.90121841430664
2000-09-21,19.581951141357422
2000-09-22,19.023229598999023
2000-09-25,18.42460060119629
2000-09-26,17.26723289489746
2000-09-27,16.123186111450195
2000-09-28,16.548870086669922
2000-09-29,16.415842056274414
2000-10-02,16.86815071105957
2000-10-03,16.52227020263672
2000-10-04,15.910329818725586
2000-10-05,16.1763916015625
2000-10-06,15.511248588562012
2000-10-09,16.974571228027344
2000-10-10,17.001178741455078
2000-10-11,17.66632652282715
2000-10-12,17.998897552490234
2000-10-13,19.315898895263672
2000-10-16,17.400270462036133
2000-10-17,12.145600318908691
2000-10-18,10.762090682983398
2000-10-19,11.77311897277832
2000-10-20,12.877260208129883
2000-10-23,12.704322814941406
2000-10-24,12.557991027832031
2000-10-25,11.493756294250488
2000-10-26,10.908424377441406
2000-10-27,11.520358085632324
2000-10-30,11.147873878479004
2000-10-31,11.866236686706543
2000-11-01,11.0680570602417
2000-11-02,11.307511329650879
2000-11-03,11.280906677246094
2000-11-06,11.467142105102539
2000-11-07,10.389607429504395
2000-11-08,10.296486854553223
2000-11-09,10.323094367980957
2000-11-10,9.777669906616211
2000-11-13,9.910699844360352
2000-11-14,10.296486854553223
2000-11-15,10.589151382446289
2000-11-16,9.604737281799316
2000-11-17,9.657949447631836
2000-11-20,8.93958568572998
2000-11-21,8.567105293273926
2000-11-22,7.941863059997559
2000-11-24,8.38086223602295
2000-11-27,7.17029333114624
2000-11-28,5.959721565246582
2000-11-29,5.839997291564941
2000-11-30,6.092753887176514
2000-12-01,6.265691757202148
2000-12-04,5.68036413192749
2000-12-05,6.451931953430176
2000-12-06,6.066148281097412
2000-12-07,5.87990665435791
2000-12-08,6.757898330688477
2000-12-11,7.037264347076416
2000-12-12,7.023960590362549
2000-12-13,6.478541851043701
2000-12-14,5.946421146392822
2000-12-15,5.53402853012085
2000-12-18,5.321184158325195
2000-12-19,4.8954877853393555
2000-12-20,4.283552646636963
2000-12-21,4.044097900390625
2000-12-22,4.203733921051025
2000-12-26,3.6184041500091553
2000-12-27,4.070704460144043
2000-12-28,4.722548484802246
2000-12-29,4.669337272644043
2001-01-02,4.549612045288086
2001-01-03,4.61612606048584
2001-01-04,5.1615471839904785
2001-01-05,4.789065837860107
2001-01-08,4.855579376220703
2001-01-09,4.8422770500183105
2001-01-10,4.855579376220703
2001-01-11,5.387696266174316
2001-01-12,5.853301525115967
2001-01-16,5.401000499725342
2001-01-17,5.893209457397461
2001-01-18,6.012937545776367
2001-01-19,5.959721565246582
2001-01-22,7.063868522644043
2001-01-23,7.499542236328125
2001-01-24,7.223505973815918
2001-01-25,7.662503719329834
2001-01-26,7.46295690536499
2001-01-29,7.1436896324157715
2001-01-30,7.130383014678955
2001-01-31,8.40746784210205
2001-02-01,8.886373519897461
2001-02-02,8.168017387390137
2001-02-05,7.489564895629883
2001-02-06,7.023960590362549
2001-02-07,6.708015441894531
2001-02-08,6.558357238769531
2001-02-09,6.1459641456604
2001-02-12,5.627150058746338
2001-02-13,5.856627941131592
2001-02-14,5.706968307495117
2001-02-15,6.465237140655518
2001-02-16,6.1459641456604
2001-02-20,5.228061676025391
2001-02-21,4.789065837860107
2001-02-22,4.536309242248535
2001-02-23,5.321184158325195
2001-02-26,5.387696266174316
2001-02-27,4.8954877853393555
2001-02-28,4.230340003967285
2001-03-01,4.1239166259765625
2001-03-02,4.230340003967285
2001-03-05,3.9376728534698486
2001-03-06,4.150521278381348
2001-03-07,4.1372175216674805
2001-03-08,4.283552646636963
2001-03-09,4.004189491271973
2001-03-12,3.897766351699829
2001-03-13,4.203733921051025
2001-03-14,4.017492294311523
2001-03-15,4.084008693695068
2001-03-16,3.9110679626464844
2001-03-19,3.990885019302368
2001-03-20,3.6184041500091553
2001-03-21,3.6583127975463867
2001-03-22,3.7115237712860107
2001-03-23,3.6849184036254883
2001-03-26,3.2592244148254395
2001-03-27,2.9266507625579834
2001-03-28,2.8202266693115234
2001-03-29,2.6472878456115723
2001-03-30,2.5674712657928467
2001-04-02,2.4211385250091553
2001-04-03,1.8890193700790405
2001-04-04,1.8158544301986694
2001-04-05,1.9023231267929077
2001-04-06,2.1284725666046143
2001-04-09,2.1497585773468018
2001-04-10,2.6009936332702637
2001-04-11,3.360858678817749
2001-04-12,3.286362409591675
2001-04-16,3.162910223007202
2001-04-17,3.30551815032959
2001-04-18,3.822737693786621
2001-04-19,4.288872718811035
2001-04-20,4.746494770050049
2001-04-23,4.384653568267822
2001-04-24,4.561319828033447
2001-04-25,5.014682769775391
2001-04-26,4.9359307289123535
2001-04-27,4.99978494644165
2001-04-30,5.363752841949463
2001-05-01,5.548929214477539
2001-05-02,5.746878147125244
2001-05-03,5.9512104988098145
2001-05-04,5.71707820892334
2001-05-07,5.736232280731201
2001-05-08,5.67876672744751
2001-05-09,5.470174789428711
2001-05-10,5.340337753295898
2001-05-11,5.225400447845459
2001-05-14,5.406323432922363
2001-05-15,5.744749546051025
2001-05-16,6.206627368927002
2001-05-17,6.623807430267334
2001-05-18,6.364134311676025
2001-05-21,6.615294933319092
2001-05-22,6.877096176147461
2001-05-23,6.717461109161377
2001-05-24,6.487586975097656
2001-05-25,6.498229026794434
2001-05-29,5.8320136070251465
2001-05-30,5.321184158325195
2001-05-31,5.250943183898926
2001-06-01,5.089179039001465
2001-06-04,5.1615471839904785
2001-06-05,5.5914998054504395
2001-06-06,5.695793628692627
2001-06-07,6.18747091293335
2001-06-08,6.091688632965088
2001-06-11,5.651094913482666
2001-06-12,5.374394416809082
2001-06-13,5.382907867431641
2001-06-14,5.146648406982422
2001-06-15,4.925286769866943
2001-06-18,4.974241256713867
2001-06-19,5.114721775054932
2001-06-20,4.759266376495361
2001-06-21,4.380398273468018
2001-06-22,4.344212532043457
2001-06-25,4.265460014343262
2001-06-26,4.6166558265686035
2001-06-27,4.8422770500183105
2001-06-28,4.9040021896362305
2001-06-29,5.725591659545898
2001-07-02,5.995908737182617
2001-07-03,5.87458610534668
2001-07-05,5.938438892364502
2001-07-06,5.7745466232299805
2001-07-09,5.725591659545898
2001-07-10,5.193474292755127
2001-07-11,4.9444427490234375
2001-07-12,5.676636695861816
2001-07-13,5.9363112449646
2001-07-16,5.576600551605225
2001-07-17,5.8490424156188965
2001-07-18,5.276483535766602
2001-07-19,5.827758312225342
2001-07-20,5.823500633239746
2001-07-23,5.563827991485596
2001-07-24,5.327566146850586
2001-07-25,5.012551784515381
2001-07-26,5.927795886993408
2001-07-27,5.961851119995117
2001-07-30,6.3683905601501465
2001-07-31,6.532283306121826
2001-08-01,6.598266124725342
2001-08-02,6.928178310394287
2001-08-03,7.0920729637146
2001-08-06,7.066527366638184
2001-08-07,6.866455078125
2001-08-08,6.960108757019043
2001-08-09,6.704691410064697
2001-08-10,6.555694103240967
2001-08-13,6.800469875335693
2001-08-14,6.964362621307373
2001-08-15,6.268352508544922
2001-08-16,6.04699182510376
2001-08-17,5.714950084686279
2001-08-20,5.844786167144775
2001-08-21,5.08279275894165
2001-08-22,5.387165546417236
2001-08-23,5.108335018157959
2001-08-24,5.783061504364014
2001-08-27,5.687279224395752
2001-08-28,5.5893707275390625
2001-08-29,5.47443151473999
2001-08-30,5.376523017883301
2001-08-31,5.331822395324707
2001-09-04,5.376523017883301
2001-09-05,5.261584281921387
2001-09-06,5.010426044464111
2001-09-07,5.087050437927246
