Date,MSFT
2000-01-03,35.443607330322266
2000-01-04,34.24631881713867
2000-01-05,34.607398986816406
2000-01-06,33.448123931884766
2000-01-07,33.88521957397461
2000-01-10,34.13228225708008
2000-01-11,33.25807571411133
2000-01-12,32.17482376098633
2000-01-13,32.782958984375
2000-01-14,34.13228225708008
2000-01-18,35.063514709472656
2000-01-19,32.535884857177734
2000-01-20,32.23184585571289
2000-01-21,31.547653198242188
2000-01-24,30.787477493286133
2000-01-25,31.2625789642334
2000-01-26,30.217344284057617
2000-01-27,30.02729606628418
2000-01-28,29.87523651123047
2000-01-31,29.761228561401367
2000-02-01,31.300596237182617
2000-02-02,30.654455184936523
2000-02-03,31.509672164916992
2000-02-04,32.40287399291992
2000-02-07,32.421878814697266
2000-02-08,33.42912292480469
2000-02-09,31.623672485351562
2000-02-10,32.23184585571289
2000-02-11,30.388385772705078
2000-02-14,30.293354034423828
2000-02-15,29.970266342163086
2000-02-16,29.685205459594727
2000-02-17,30.293354034423828
2000-02-18,28.906023025512695
2000-02-22,28.525924682617188
2000-02-23,28.658973693847656
2000-02-24,28.810993194580078
2000-02-25,27.765737533569336
2000-02-28,27.841764450073242
2000-02-29,27.176612854003906
2000-03-01,27.61370849609375
2000-03-02,28.39290428161621
2000-03-03,29.229097366333008
2000-03-06,27.55669403076172
2000-03-07,28.24085235595703
2000-03-08,29.058059692382812
2000-03-09,30.40738868713379
2000-03-10,30.711454391479492
2000-03-13,29.799236297607422
2000-03-14,28.925018310546875
2000-03-15,29.001039505004883
2000-03-16,29.001039505004883
2000-03-17,30.217344284057617
2000-03-20,29.609201431274414
2000-03-21,31.243593215942383
2000-03-22,31.395618438720703
2000-03-23,34.01826858520508
2000-03-24,33.96125411987305
2000-03-27,31.642688751220703
2000-03-28,31.71869659423828
2000-03-29,32.59291076660156
2000-03-30,31.433643341064453
2000-03-31,32.30785369873047
2000-04-03,27.632726669311523
2000-04-04,26.929550170898438
2000-04-05,26.26438331604004
2000-04-06,26.150354385375977
2000-04-07,27.08156967163086
2000-04-10,26.169349670410156
2000-04-11,25.504194259643555
2000-04-12,24.135868072509766
2000-04-13,24.09785270690918
2000-04-14,22.53948211669922
2000-04-17,23.071613311767578
2000-04-18,24.496952056884766
2000-04-19,23.926815032958984
2000-04-20,24.002832412719727
2000-04-24,20.25891876220703
2000-04-25,21.09512710571289
2000-04-26,20.677032470703125
2000-04-27,21.228158950805664
2000-04-28,21.209150314331055
2000-05-01,22.33043098449707
2000-05-02,21.247156143188477
2000-05-03,21.45621681213379
2000-05-04,21.418212890625
2000-05-05,21.62725830078125
2000-05-08,21.228158950805664
2000-05-09,20.620010375976562
2000-05-10,20.125890731811523
2000-05-11,20.639015197753906
2000-05-12,20.924081802368164
2000-05-15,21.09512710571289
2000-05-16,21.13313102722168
2000-05-17,20.58199691772461
2000-05-18,20.125890731811523
2000-05-19,19.7838077545166
2000-05-22,19.517745971679688
2000-05-23,19.21367073059082
2000-05-24,19.935840606689453
2000-05-25,18.700546264648438
2000-05-26,18.68153190612793
2000-05-30,19.270679473876953
2000-05-31,19.023622512817383
2000-06-01,19.63176727294922
2000-06-02,20.163894653320312
2000-06-05,20.334943771362305
2000-06-06,21.171140670776367
2000-06-07,21.437204360961914
2000-06-08,20.924081802368164
2000-06-09,20.924081802368164
2000-06-12,20.334943771362305
2000-06-13,20.639015197753906
2000-06-14,21.437204360961914
2000-06-15,22.00734519958496
2000-06-16,22.064367294311523
2000-06-19,22.40643310546875
2000-06-20,22.786529541015625
2000-06-21,24.53496742248535
2000-06-22,24.28789520263672
2000-06-23,23.622737884521484
2000-06-26,24.173871994018555
2000-06-27,23.964820861816406
2000-06-28,24.002832412719727
2000-06-29,23.470701217651367
2000-06-30,24.325908660888672
2000-07-03,24.325908660888672
2000-07-05,23.86980438232422
2000-07-06,24.610986709594727
2000-07-07,24.934059143066406
2000-07-10,24.154855728149414
2000-07-11,24.059856414794922
2000-07-12,24.420942306518555
2000-07-13,24.306907653808594
2000-07-14,24.002832412719727
2000-07-17,23.7747802734375
2000-07-18,23.86980438232422
2000-07-19,22.23540496826172
2000-07-20,22.748523712158203
2000-07-21,21.988344192504883
2000-07-24,21.45621681213379
2000-07-25,20.98109245300293
2000-07-26,20.620010375976562
2000-07-27,21.09512710571289
2000-07-28,21.190149307250977
2000-07-31,21.228158950805664
2000-08-01,20.886075973510742
2000-08-02,21.09512710571289
2000-08-03,21.361188888549805
2000-08-04,21.01910972595215
2000-08-07,21.285167694091797
2000-08-08,22.53948211669922
2000-08-09,22.577486038208008
2000-08-10,22.083370208740234
2000-08-11,22.02635383605957
2000-08-14,21.950336456298828
2000-08-15,21.779287338256836
2000-08-16,21.589237213134766
2000-08-17,21.760286331176758
2000-08-18,21.589237213134766
2000-08-21,21.475217819213867
2000-08-22,21.665266036987305
2000-08-23,21.513227462768555
2000-08-24,21.62725830078125
2000-08-25,21.475217819213867
2000-08-28,21.684280395507812
2000-08-29,21.570232391357422
2000-08-30,21.285167694091797
2000-08-31,21.228158950805664
2000-09-01,21.34218406677246
2000-09-05,21.323183059692383
2000-09-06,21.114131927490234
2000-09-07,21.30417823791504
2000-09-08,21.07611846923828
2000-09-11,20.924081802368164
2000-09-12,20.715028762817383
2000-09-13,20.753032684326172
2000-09-14,20.011871337890625
2000-09-15,19.517745971679688
2000-09-18,19.156658172607422
2000-09-19,19.76479148864746
2000-09-20,19.5367488861084
2000-09-21,19.517745971679688
2000-09-22,19.232675552368164
2000-09-25,18.624530792236328
2000-09-26,19.061628341674805
2000-09-27,18.434480667114258
2000-09-28,18.643529891967773
2000-09-29,18.33945655822754
2000-10-02,17.978374481201172
2000-10-03,17.199174880981445
2000-10-04,16.857084274291992
2000-10-05,16.838088989257812
2000-10-06,16.89510726928711
2000-10-09,16.476999282836914
2000-10-10,16.591028213500977
2000-10-11,16.95212173461914
2000-10-12,16.53400993347168
2000-10-13,16.343976974487305
2000-10-16,15.31772232055664
2000-10-17,15.336726188659668
2000-10-18,15.735820770263672
2000-10-19,18.814571380615234
2000-10-20,19.82181167602539
2000-10-23,18.890588760375977
2000-10-24,18.700546264648438
2000-10-25,18.624530792236328
2000-10-26,19.593759536743164
2000-10-27,20.58199691772461
2000-10-30,21.000099182128906
2000-10-31,20.94308853149414
2000-11-01,21.171140670776367
2000-11-02,21.380197525024414
2000-11-03,20.753032684326172
2000-11-06,21.13313102722168
2000-11-07,21.437204360961914
2000-11-08,21.114131927490234
2000-11-09,21.551227569580078
2000-11-10,20.48697853088379
2000-11-13,20.201902389526367
2000-11-14,20.924081802368164
2000-11-15,21.30417823791504
2000-11-16,20.962099075317383
2000-11-17,21.000099182128906
2000-11-20,20.42996597290039
2000-11-21,20.60099983215332
2000-11-22,20.753032684326172
2000-11-24,21.266162872314453
2000-11-27,21.49422264099121
2000-11-28,20.372957229614258
2000-11-29,19.7838077545166
2000-11-30,17.44624137878418
2000-12-01,17.218181610107422
2000-12-04,17.16116714477539
2000-12-05,18.206424713134766
2000-12-06,17.2371883392334
2000-12-07,16.153926849365234
2000-12-08,16.553022384643555
2000-12-11,17.65530014038086
2000-12-12,17.75031852722168
2000-12-13,17.408226013183594
2000-12-14,16.876096725463867
2000-12-15,14.956635475158691
2000-12-18,14.538534164428711
2000-12-19,13.62630558013916
2000-12-20,12.61906623840332
2000-12-21,13.208209037780762
2000-12-22,14.120426177978516
2000-12-26,14.253458023071289
2000-12-27,14.120426177978516
2000-12-28,13.550291061401367
2000-12-29,13.189203262329102
2001-01-02,13.189203262329102
2001-01-03,14.576539993286133
2001-01-04,14.728578567504883
2001-01-05,14.937618255615234
2001-01-08,14.880614280700684
2001-01-09,15.754836082458496
2001-01-10,16.077899932861328
2001-01-11,16.724061965942383
2001-01-12,16.267942428588867
2001-01-16,15.982876777648926
2001-01-17,16.096914291381836
2001-01-18,16.876096725463867
2001-01-19,18.548507690429688
2001-01-22,18.282442092895508
2001-01-23,18.41547966003418
2001-01-24,19.13764190673828
2001-01-25,18.795562744140625
2001-01-26,19.46072769165039
2001-01-29,19.612770080566406
2001-01-30,19.270679473876953
2001-01-31,18.56751823425293
2001-02-01,18.966604232788086
2001-02-02,18.491493225097656
2001-02-05,18.83357810974121
2001-02-06,19.023622512817383
2001-02-07,19.66977882385254
2001-02-08,18.928590774536133
2001-02-09,17.978374481201172
2001-02-12,17.86434555053711
2001-02-13,17.693288803100586
2001-02-14,17.75031852722168
2001-02-15,17.88334846496582
2001-02-16,17.427228927612305
2001-02-20,16.990129470825195
2001-02-21,17.104150772094727
2001-02-22,16.781076431274414
2001-02-23,17.256183624267578
2001-02-26,18.111400604248047
2001-02-27,18.05438232421875
2001-02-28,17.94036102294922
2001-03-01,18.049640655517578
2001-03-02,17.2371883392334
2001-03-05,17.465242385864258
2001-03-06,18.07339096069336
2001-03-07,18.45347785949707
2001-03-08,18.016382217407227
2001-03-09,17.2371883392334
2001-03-12,15.792840957641602
2001-03-13,16.476999282836914
2001-03-14,16.41998863220215
2001-03-15,16.324970245361328
2001-03-16,16.591028213500977
2001-03-19,16.5150089263916
2001-03-20,16.020898818969727
2001-03-21,15.222697257995605
2001-03-22,16.41998863220215
2001-03-23,17.199174880981445
2001-03-26,17.047143936157227
2001-03-27,17.712297439575195
2001-03-28,16.89510726928711
2001-03-29,16.838088989257812
2001-03-30,16.629037857055664
2001-04-02,16.971128463745117
2001-04-03,16.229936599731445
2001-04-04,15.792840957641602
2001-04-05,17.256183624267578
2001-04-06,17.08514976501465
2001-04-09,17.377822875976562
2001-04-10,18.14712142944336
2001-04-11,18.25659942626953
2001-04-12,18.907320022583008
2001-04-16,18.484655380249023
2001-04-17,18.694467544555664
2001-04-18,19.895551681518555
2001-04-19,20.68918228149414
2001-04-20,20.98109245300293
2001-04-23,20.753032684326172
2001-04-24,20.540197372436523
2001-04-25,21.19090461730957
2001-04-26,21.0206241607666
2001-04-27,20.40943717956543
2001-04-30,20.60099983215332
2001-05-01,21.33686065673828
2001-05-02,21.212207794189453
2001-05-03,20.838176727294922
2001-05-04,21.513227462768555
2001-05-07,21.70478630065918
2001-05-08,21.91156005859375
2001-05-09,21.406801223754883
2001-05-10,21.285167694091797
2001-05-11,21.102724075317383
2001-05-14,20.895963668823242
2001-05-15,20.759130477905273
2001-05-16,21.029748916625977
2001-05-17,20.728713989257812
2001-05-18,20.704389572143555
2001-05-21,20.9172420501709
2001-05-22,21.379423141479492
2001-05-23,21.193941116333008
2001-05-24,21.80818748474121
2001-05-25,21.561878204345703
2001-05-29,21.388559341430664
2001-05-30,21.038869857788086
2001-05-31,21.03582763671875
2001-06-01,21.388559341430664
2001-06-04,21.522350311279297
2001-06-05,22.075763702392578
2001-06-06,22.002779006958008
2001-06-07,22.40416145324707
2001-06-08,22.255168914794922
2001-06-11,21.929807662963867
2001-06-12,21.917652130126953
2001-06-13,21.494979858398438
2001-06-14,20.950700759887695
2001-06-15,20.68310546875
2001-06-18,20.336467742919922
2001-06-19,20.470258712768555
2001-06-20,21.10576820373535
2001-06-21,21.236520767211914
2001-06-22,20.929405212402344
