Date,FCX
2000-10-05,2.527453660964966
2000-10-06,2.45524001121521
2000-10-09,2.5455071926116943
2000-10-10,2.4732935428619385
2000-10-11,2.45524001121521
2000-10-12,2.509399652481079
2000-10-13,2.45524001121521
2000-10-16,2.3288683891296387
2000-10-17,2.29276180267334
2000-10-18,2.3288683891296387
2000-10-19,2.3288683891296387
2000-10-20,2.31081485748291
2000-10-23,2.25665545463562
2000-10-24,2.25665545463562
2000-10-25,2.23860239982605
2000-10-26,2.23860239982605
2000-10-27,2.23860239982605
2000-10-30,2.3288683891296387
2000-10-31,2.29276180267334
2000-11-01,2.1663894653320312
2000-11-02,2.2024953365325928
2000-11-03,2.1663894653320312
2000-11-06,2.148336172103882
2000-11-07,2.148336172103882
2000-11-08,2.2024953365325928
2000-11-09,2.1663894653320312
2000-11-10,2.1122288703918457
2000-11-13,2.0580689907073975
2000-11-14,2.0400161743164062
2000-11-15,2.0580689907073975
2000-11-16,2.0039098262786865
2000-11-17,1.949750304222107
2000-11-20,2.0400161743164062
2000-11-21,2.0400161743164062
2000-11-22,2.0941760540008545
2000-11-24,2.1302826404571533
2000-11-27,2.2024953365325928
2000-11-28,2.23860239982605
2000-11-29,2.25665545463562
2000-11-30,2.3288683891296387
2000-12-01,2.4191343784332275
2000-12-04,2.5996673107147217
2000-12-05,2.527453660964966
2000-12-06,2.5455071926116943
2000-12-07,2.5635604858398438
2000-12-08,2.5455071926116943
2000-12-11,2.401081085205078
2000-12-12,2.3830270767211914
2000-12-13,2.2747089862823486
2000-12-14,2.34692120552063
2000-12-15,2.31081485748291
2000-12-18,2.3830270767211914
2000-12-19,2.34692120552063
2000-12-20,2.401081085205078
2000-12-21,2.5455071926116943
2000-12-22,2.5635604858398438
2000-12-26,2.5816144943237305
2000-12-27,2.527453660964966
2000-12-28,2.635773181915283
2000-12-29,2.4732935428619385
2001-01-02,2.401081085205078
2001-01-03,2.5455071926116943
2001-01-04,2.401081085205078
2001-01-05,2.401081085205078
2001-01-08,2.509399652481079
2001-01-09,2.491346836090088
2001-01-10,2.527453660964966
2001-01-11,2.5455071926116943
2001-01-12,2.5816144943237305
2001-01-16,2.5996673107147217
2001-01-17,2.6177194118499756
2001-01-18,3.069051504135132
2001-01-19,3.1412622928619385
2001-01-22,3.4301159381866455
2001-01-23,3.4301159381866455
2001-01-24,3.339848756790161
2001-01-25,3.321796417236328
2001-01-26,3.2134759426116943
2001-01-29,3.2409183979034424
2001-01-30,3.3044655323028564
2001-01-31,3.3795671463012695
2001-02-01,3.6222026348114014
2001-02-02,3.69152569770813
2001-02-05,3.7059683799743652
2001-02-06,3.653975486755371
2001-02-07,3.700192928314209
2001-02-08,3.703080415725708
2001-02-09,3.7233009338378906
2001-02-12,3.6770834922790527
2001-02-13,3.6308658123016357
2001-02-14,3.5644309520721436
2001-02-15,3.642421007156372
2001-02-16,3.5990943908691406
2001-02-20,3.4691102504730225
2001-02-21,3.5499887466430664
2001-02-22,3.8590595722198486
2001-02-23,3.7984039783477783
2001-02-26,4.06992244720459
2001-02-27,4.043924331665039
2001-02-28,4.058367729187012
2001-03-01,4.05548095703125
2001-03-02,4.05548095703125
2001-03-05,4.202793598175049
2001-03-06,4.121916770935059
2001-03-07,4.116137981414795
2001-03-08,4.173909664154053
2001-03-09,4.145022869110107
2001-03-12,3.9514946937561035
2001-03-13,3.8012890815734863
2001-03-14,3.700192928314209
2001-03-15,3.682861328125
2001-03-16,3.5962045192718506
2001-03-19,3.653975486755371
2001-03-20,3.6568655967712402
2001-03-21,3.6568655967712402
2001-03-22,3.584651470184326
2001-03-23,3.619313955307007
2001-03-26,3.642421007156372
2001-03-27,3.7579619884490967
2001-03-28,3.59043025970459
2001-03-29,3.6857502460479736
2001-03-30,3.7695178985595703
2001-04-02,3.6684186458587646
2001-04-03,3.607759475708008
2001-04-04,3.896610975265503
2001-04-05,3.9254958629608154
2001-04-06,3.78973650932312
2001-04-09,3.92838454246521
2001-04-10,3.9572713375091553
2001-04-11,3.9803786277770996
2001-04-12,4.029483795166016
2001-04-16,4.09591817855835
2001-04-17,4.110361576080322
2001-04-18,4.043924331665039
2001-04-19,4.015040397644043
2001-04-20,4.012152194976807
2001-04-23,4.015040397644043
2001-04-24,4.043924331665039
2001-04-25,4.038148880004883
2001-04-26,4.139247417449951
2001-04-27,4.116137981414795
2001-04-30,4.0901408195495605
2001-05-01,4.171020030975342
2001-05-02,4.15946626663208
2001-05-03,4.043924331665039
2001-05-04,4.043924331665039
2001-05-07,4.015040397644043
2001-05-08,4.03525972366333
2001-05-09,4.081478118896484
2001-05-10,4.188352108001709
2001-05-11,4.153690814971924
2001-05-14,4.188352108001709
2001-05-15,4.188352108001709
2001-05-16,4.451206207275391
2001-05-17,4.520532608032227
2001-05-18,4.679399013519287
2001-05-21,4.904704570770264
2001-05-22,4.754500389099121
2001-05-23,4.615851879119873
2001-05-24,4.638960838317871
2001-05-25,4.670733451843262
2001-05-29,4.615851879119873
2001-05-30,4.529196739196777
2001-05-31,4.526308536529541
2001-06-01,4.615851879119873
2001-06-04,4.705399036407471
2001-06-05,4.734281539916992
2001-06-06,4.514754772186279
2001-06-07,4.445430278778076
2001-06-08,4.607187747955322
2001-06-11,4.42232084274292
2001-06-12,4.381885528564453
2001-06-13,4.327001571655273
2001-06-14,4.2403459548950195
2001-06-15,4.3327789306640625
2001-06-18,4.32411003112793
2001-06-19,4.234569072723389
2001-06-20,4.043924331665039
2001-06-21,3.9572713375091553
2001-06-22,3.7868475914001465
2001-06-25,3.7348556518554688
2001-06-26,3.69152569770813
2001-06-27,3.5990943908691406
2001-06-28,3.521104574203491
2001-06-29,3.1918132305145264
2001-07-02,3.096491813659668
2001-07-03,3.096491813659668
2001-07-05,3.009835958480835
2001-07-06,3.004059314727783
2001-07-09,3.096491813659668
2001-07-10,3.3333516120910645
2001-07-11,3.434448480606079
2001-07-12,3.4373364448547363
2001-07-13,3.434448480606079
2001-07-16,3.373791456222534
2001-07-17,3.538435459136963
2001-07-18,3.633756399154663
2001-07-19,3.682861328125
2001-07-20,3.653975486755371
2001-07-23,3.47200083732605
2001-07-24,3.4373364448547363
2001-07-25,3.4113411903381348
2001-07-26,3.3795671463012695
2001-07-27,3.4951069355010986
2001-07-30,3.032945394515991
2001-07-31,3.108046293258667
2001-08-01,3.1773722171783447
2001-08-02,3.145596504211426
2001-08-03,3.154261827468872
2001-08-06,3.168705940246582
2001-08-07,3.171592950820923
2001-08-08,3.168705940246582
2001-08-09,3.2033681869506836
2001-08-10,3.1513733863830566
2001-08-13,3.1831469535827637
2001-08-14,3.2149224281311035
2001-08-15,3.2322511672973633
2001-08-16,3.2582485675811768
2001-08-17,3.4055633544921875
2001-08-20,3.425783395767212
2001-08-21,3.47200083732605
2001-08-22,3.4026741981506348
2001-08-23,3.4864418506622314
2001-08-24,3.616424322128296
2001-08-27,3.5644309520721436
2001-08-28,3.5817620754241943
2001-08-29,3.5788750648498535
2001-08-30,3.532658815383911
2001-08-31,3.5759871006011963
2001-09-04,3.480663776397705
2001-09-05,3.538435459136963
2001-09-06,3.47200083732605
2001-09-07,3.4893317222595215
2001-09-10,3.457557201385498
2001-09-17,3.2669143676757812
2001-09-18,3.321796417236328
2001-09-19,3.359346866607666
2001-09-20,3.4142274856567383
2001-09-21,3.4546689987182617
2001-09-24,3.31313157081604
2001-09-25,3.0907154083251953
2001-09-26,3.1022679805755615
2001-09-27,3.047386646270752
2001-09-28,3.174483060836792
2001-10-01,3.0416107177734375
2001-10-02,3.0676071643829346
2001-10-03,3.0676071643829346
2001-10-04,2.9693965911865234
2001-10-05,3.018500328063965
2001-10-08,2.853855848312378
2001-10-09,2.7960855960845947
2001-10-10,2.8682994842529297
2001-10-11,2.7440927028656006
2001-10-12,2.8856310844421387
2001-10-15,2.8971846103668213
2001-10-16,3.113823652267456
2001-10-17,2.9693965911865234
2001-10-18,2.934734344482422
2001-10-19,2.8885185718536377
2001-10-22,2.8914077281951904
2001-10-23,3.032945394515991
2001-10-24,3.105159044265747
2001-10-25,3.134042501449585
2001-10-26,3.061829090118408
2001-10-29,2.9289584159851074
2001-10-30,2.952065944671631
2001-10-31,3.2062554359436035
2001-11-01,3.2178099155426025
2001-11-02,3.2033681869506836
2001-11-05,3.2004783153533936
2001-11-06,3.2322511672973633
2001-11-07,3.261136054992676
2001-11-08,3.33046293258667
2001-11-09,3.47200083732605
2001-11-12,3.3997864723205566
2001-11-13,3.264024019241333
2001-11-14,3.5008833408355713
2001-11-15,3.4402246475219727
2001-11-16,3.339127540588379
2001-11-19,3.4055633544921875
2001-11-20,3.359346866607666
2001-11-21,3.4113411903381348
2001-11-23,3.3564586639404297
2001-11-26,3.4113411903381348
2001-11-27,3.5644309520721436
2001-11-28,3.674196243286133
2001-11-29,3.627979040145874
2001-11-30,3.8561744689941406
2001-12-03,3.8475077152252197
2001-12-04,3.9832661151885986
2001-12-05,4.058367729187012
2001-12-06,4.023706436157227
2001-12-07,3.986157178878784
2001-12-10,3.7839598655700684
2001-12-11,3.752185821533203
2001-12-12,3.752185821533203
2001-12-13,3.604871988296509
2001-12-14,3.6857502460479736
2001-12-17,3.5297701358795166
2001-12-18,3.7868475914001465
2001-12-19,3.6308658123016357
2001-12-20,3.7984039783477783
2001-12-21,3.6106488704681396
2001-12-24,3.67130708694458
2001-12-26,3.740630626678467
2001-12-27,3.7550740242004395
2001-12-28,3.7435200214385986
2001-12-31,3.8677268028259277
2002-01-02,3.835953712463379
2002-01-03,3.8070671558380127
2002-01-04,3.8272881507873535
2002-01-07,3.9717142581939697
2002-01-08,3.8561744689941406
2002-01-09,4.000598907470703
2002-01-10,3.92838454246521
2002-01-11,3.9543814659118652
2002-01-14,3.91105318069458
2002-01-15,3.968824625015259
2002-01-16,3.8850579261779785
2002-01-17,3.896610975265503
2002-01-18,3.92838454246521
2002-01-22,3.937049388885498
2002-01-23,4.023706436157227
2002-01-24,4.0901408195495605
2002-01-25,4.275008201599121
2002-01-28,4.171020030975342
2002-01-29,4.347219944000244
2002-01-30,4.347219944000244
2002-01-31,4.491647243499756
2002-02-01,4.578303337097168
2002-02-04,4.4800944328308105
2002-02-05,4.474315166473389
2002-02-06,4.451206207275391
2002-02-07,4.425211429595947
2002-02-08,4.491647243499756
2002-02-11,4.4772047996521
2002-02-12,4.436765670776367
2002-02-13,4.6100754737854
2002-02-14,4.468539714813232
2002-02-15,4.534975051879883
2002-02-19,4.3096699714660645
2002-02-20,4.168132781982422
2002-02-21,4.130581855773926
2002-02-22,4.038148880004883
2002-02-25,4.0988078117370605
2002-02-26,4.171020030975342
2002-02-27,4.246121883392334
2002-02-28,4.2316789627075195
2002-03-01,4.456984996795654
2002-03-04,4.581191062927246
2002-03-05,4.387660980224609
2002-03-06,4.514754772186279
2002-03-07,4.462762355804443
2002-03-08,4.419433116912842
2002-03-11,4.462762355804443
2002-03-12,4.558082103729248
2002-03-13,4.482981204986572
2002-03-14,4.445430278778076
2002-03-15,4.402101039886475
2002-03-18,4.474315166473389
2002-03-19,4.650515556335449
2002-03-20,4.757389068603516
2002-03-21,4.659182071685791
2002-03-22,4.673623085021973
2002-03-25,4.679399013519287
2002-03-26,4.751611709594727
2002-03-27,5.112680912017822
2002-03-28,5.08957052230835
2002-04-01,5.184891700744629
2002-04-02,5.1271209716796875
2002-04-03,4.953811168670654
2002-04-04,4.985581874847412
2002-04-05,4.950921535491943
2002-04-08,5.026021957397461
2002-04-09,5.075127124786377
2002-04-10,5.1271209716796875
2002-04-11,5.043354034423828
2002-04-12,5.069350242614746
2002-04-15,5.028911590576172
2002-04-16,5.08957052230835
2002-04-17,5.32354211807251
2002-04-18,5.288876533508301
2002-04-19,5.25999116897583
2002-04-22,5.294654369354248
2002-04-23,5.25999116897583
2002-04-24,5.0924601554870605
2002-04-25,5.00580358505249
2002-04-26,5.22532844543457
2002-04-29,5.31487512588501
2002-04-30,5.130009174346924
2002-05-01,5.147340297698975
2002-05-02,5.083794116973877
2002-05-03,5.164671421051025
2002-05-06,5.10978889465332
2002-05-07,5.106900215148926
2002-05-08,5.2079997062683105
2002-05-09,5.24843692779541
2002-05-10,5.2917656898498535
2002-05-13,5.41597318649292
2002-05-14,5.184891700744629
2002-05-15,5.271546363830566
2002-05-16,5.268657684326172
2002-05-17,5.372644424438477
2002-05-20,5.517073631286621
2002-05-21,5.655722618103027
2002-05-22,5.704824924468994
2002-05-23,5.8463640213012695
2002-05-24,5.791478633880615
2002-05-28,6.008118629455566
2002-05-29,5.736598968505859
2002-05-30,5.528623580932617
2002-05-31,5.704824924468994
2002-06-03,5.823253631591797
2002-06-04,5.74526309967041
2002-06-05,5.805922508239746
2002-06-06,5.730821132659912
2002-06-07,5.531513690948486
2002-06-10,5.372644424438477
2002-06-11,5.343759059906006
2002-06-12,5.32642936706543
2002-06-13,5.245551109313965
2002-06-14,5.43041467666626
2002-06-17,5.320648670196533
2002-06-18,5.375535011291504
2002-06-19,5.450636386871338
2002-06-20,5.563285827636719
2002-06-21,5.563285827636719
2002-06-24,5.540177822113037
2002-06-25,5.505516052246094
2002-06-26,5.459298610687256
2002-06-27,5.346648216247559
2002-06-28,5.156004905700684
2002-07-01,5.262880802154541
2002-07-02,4.924922943115234
2002-07-03,4.800719261169434
2002-07-05,4.939369201660156
2002-07-08,5.046244144439697
2002-07-09,5.262880802154541
2002-07-10,5.2108893394470215
2002-07-11,5.130009174346924
2002-07-12,4.9769158363342285
2002-07-15,5.011580944061279
2002-07-16,4.800719261169434
2002-07-17,4.696732044219971
2002-07-18,4.641849040985107
2002-07-19,4.543639659881592
2002-07-22,4.21435022354126
2002-07-23,3.740630626678467
2002-07-24,4.009263038635254
2002-07-25,4.205684661865234
2002-07-26,4.188352108001709
2002-07-29,4.428100109100342
2002-07-30,4.491647243499756
2002-07-31,4.410767555236816
2002-08-01,4.303893089294434
2002-08-02,4.246121883392334
2002-08-05,4.058367729187012
2002-08-06,4.2172369956970215
2002-08-07,4.347219944000244
2002-08-08,4.393436908721924
2002-08-09,4.676510810852051
2002-08-12,4.581191062927246
2002-08-13,4.500312328338623
2002-08-14,4.537863731384277
2002-08-15,4.679399013519287
2002-08-16,4.592743873596191
2002-08-19,4.503200531005859
2002-08-20,4.563858509063721
2002-08-21,4.633183479309082
2002-08-22,4.803606986999512
2002-08-23,4.664957523345947
2002-08-26,4.823824882507324
2002-08-27,4.959589958190918
2002-08-28,4.794940948486328
2002-08-29,4.73716926574707
2002-08-30,4.734281539916992
2002-09-03,4.246121883392334
2002-09-04,4.113249778747559
2002-09-05,4.15946626663208
2002-09-06,4.329889297485352
2002-09-09,4.445430278778076
2002-09-10,4.1421356201171875
2002-09-11,4.327001571655273
2002-09-12,4.188352108001709
2002-09-13,4.15946626663208
2002-09-16,4.116137981414795
2002-09-17,3.8446192741394043
2002-09-18,3.815732717514038
2002-09-19,3.908165693283081
2002-09-20,3.899500608444214
2002-09-23,3.697303533554077
2002-09-24,3.523993492126465
2002-09-25,3.5933167934417725
2002-09-26,3.67130708694458
2002-09-27,3.7435200214385986
2002-09-30,3.887946605682373
2002-10-01,3.899500608444214
2002-10-02,3.7261877059936523
2002-10-03,3.642421007156372
2002-10-04,3.4633328914642334
2002-10-07,3.2409183979034424
2002-10-08,3.2004783153533936
2002-10-09,3.0271668434143066
2002-10-10,3.1802587509155273
2002-10-11,3.567319631576538
2002-10-14,3.1513733863830566
2002-10-15,3.532658815383911
2002-10-16,3.3333516120910645
2002-10-17,3.4864418506622314
2002-10-18,3.4951069355010986
2002-10-21,3.506662130355835
2002-10-22,3.674196243286133
2002-10-23,3.674196243286133
2002-10-24,3.679973602294922
2002-10-25,3.538435459136963
2002-10-28,3.639533042907715
2002-10-29,3.5962045192718506
2002-10-30,3.6222026348114014
2002-10-31,3.523993492126465
2002-11-01,3.69152569770813
2002-11-04,3.870615243911743
2002-11-05,3.9197213649749756
2002-11-06,4.012152194976807
2002-11-07,3.9197213649749756
2002-11-08,3.7579619884490967
2002-11-11,3.7146353721618652
2002-11-12,3.662641763687134
2002-11-13,3.697303533554077
2002-11-14,3.8590595722198486
2002-11-15,3.9774909019470215
2002-11-18,4.003487586975098
2002-11-19,3.9717142581939697
2002-11-20,4.101696491241455
2002-11-21,4.419433116912842
2002-11-22,4.31833553314209
2002-11-25,4.2172369956970215
2002-11-26,4.269230365753174
2002-11-27,4.503200531005859
2002-11-29,4.4772047996521
2002-12-02,4.361664295196533
2002-12-03,4.358774662017822
2002-12-04,4.390547752380371
2002-12-05,4.295226573944092
2002-12-06,4.2316789627075195
2002-12-09,4.15946626663208
2002-12-10,4.153690814971924
2002-12-11,4.1421356201171875
2002-12-12,4.410767555236816
2002-12-13,4.468539714813232
2002-12-16,4.624519348144531
2002-12-17,4.656293869018555
2002-12-18,4.676510810852051
2002-12-19,4.73716926574707
2002-12-20,4.722727298736572
2002-12-23,4.789164066314697
2002-12-24,4.760278701782227
2002-12-26,4.867155075073242
2002-12-27,4.823824882507324
2002-12-30,4.818048000335693
2002-12-31,4.8469343185424805
2003-01-02,5.040463924407959
2003-01-03,5.086681842803955
2003-01-06,5.083794116973877
2003-01-07,4.930700778961182
2003-01-08,4.803606986999512
2003-01-09,4.91048002243042
2003-01-10,5.1675591468811035
2003-01-13,4.997137069702148
2003-01-14,4.904704570770264
2003-01-15,4.91048002243042
2003-01-16,5.294654369354248
2003-01-17,5.2859883308410645
2003-01-21,5.0924601554870605
2003-01-22,5.268657684326172
2003-01-23,5.45352029800415
2003-01-24,5.366867542266846
2003-01-27,5.4333038330078125
2003-01-28,5.413084983825684
2003-01-29,5.444859504699707
2003-01-30,5.467966079711914
2003-01-31,5.421749114990234
2003-02-03,5.294654369354248
2003-02-04,5.479522228240967
2003-02-05,5.245551109313965
2003-02-06,4.864266872406006
2003-02-07,4.893150806427002
2003-02-10,4.829602241516113
2003-02-11,4.8555989265441895
2003-02-12,4.754500389099121
2003-02-13,4.858489990234375
2003-02-14,4.881596088409424
2003-02-18,4.80649471282959
2003-02-19,4.945146560668945
2003-02-20,4.988473415374756
2003-02-21,4.979804515838623
2003-02-24,4.881596088409424
2003-02-25,4.8613786697387695
2003-02-26,4.907590389251709
2003-02-27,4.930700778961182
2003-02-28,4.916256427764893
2003-03-03,4.901815414428711
2003-03-04,4.896039009094238
2003-03-05,4.924922943115234
2003-03-06,4.890262603759766
2003-03-07,4.919147968292236
2003-03-10,4.624519348144531
2003-03-11,4.673623085021973
2003-03-12,4.69384241104126
2003-03-13,4.8555989265441895
2003-03-14,4.939369201660156
2003-03-17,4.982693672180176
2003-03-18,5.104012489318848
2003-03-19,5.002914905548096
2003-03-20,4.945146560668945
2003-03-21,5.052018165588379
2003-03-24,4.829602241516113
2003-03-25,4.8555989265441895
2003-03-26,4.904704570770264
2003-03-27,4.742946624755859
2003-03-28,5.008692741394043
2003-03-31,4.924922943115234
2003-04-01,4.922036170959473
2003-04-02,5.057795524597168
2003-04-03,5.011580944061279
2003-04-04,5.028911590576172
2003-04-07,5.112680912017822
2003-04-08,5.22532844543457
2003-04-09,5.329318523406982
2003-04-10,5.366867542266846
2003-04-11,5.366867542266846
2003-04-14,5.311718940734863
2003-04-15,5.413309097290039
2003-04-16,5.4220147132873535
2003-04-17,5.273983955383301
2003-04-21,5.3059163093566895
2003-04-22,5.276888847351074
2003-04-23,5.352353096008301
2003-04-24,5.137566566467285
2003-04-25,5.030168533325195
2003-04-28,5.050485610961914
2003-04-29,5.067901611328125
2003-04-30,5.024361610412598
2003-05-01,5.242058753967285
2003-05-02,5.279792308807373
2003-05-05,5.276888847351074
2003-05-06,5.282693386077881
2003-05-07,5.2072272300720215
2003-05-08,5.311718940734863
2003-05-09,5.375575065612793
2003-05-12,5.511995792388916
2003-05-13,5.587462425231934
2003-05-14,5.523606777191162
2003-05-15,5.607780933380127
2003-05-16,5.747105121612549
2003-05-19,5.660029888153076
2003-05-20,5.799351215362549
2003-05-21,5.9967265129089355
2003-05-22,5.964798450469971
2003-05-23,6.057684421539307
2003-05-27,6.35374641418457
2003-05-28,6.205711841583252
2003-05-29,6.391476631164551
2003-05-30,6.37116003036499
2003-06-02,6.603367805480957
2003-06-03,6.652709007263184
2003-06-04,6.664319038391113
2003-06-05,6.728175640106201
2003-06-06,6.707859516143799
2003-06-09,6.623682022094727
2003-06-10,6.675930976867676
2003-06-11,6.806546211242676
2003-06-12,6.858792781829834
2003-06-13,6.81525182723999
2003-06-16,7.061971664428711
2003-06-17,7.233224391937256
2003-06-18,7.401574611663818
2003-06-19,7.070682048797607
2003-06-20,7.082290172576904
2003-06-23,6.855893611907959
2003-06-24,6.992311954498291
2003-06-25,6.948774814605713
2003-06-26,7.076488494873047
2003-06-27,7.015530109405518
2003-06-30,7.1113200187683105
2003-07-01,6.980700492858887
2003-07-02,7.061971664428711
2003-07-03,7.035851955413818
2003-07-07,7.114219665527344
2003-07-08,7.09970760345459
2003-07-09,7.1809773445129395
2003-07-10,7.230322360992432
2003-07-11,7.241976737976074
2003-07-14,7.137105941772461
2003-07-15,6.965230941772461
2003-07-16,6.877841949462891
2003-07-17,7.140017032623291
2003-07-18,7.2827606201171875
2003-07-21,7.311886787414551
2003-07-22,7.262363910675049
2003-07-23,7.547851085662842
2003-07-24,7.652722358703613
2003-07-25,8.037251472473145
2003-07-28,7.9382100105285645
2003-07-29,7.865379333496094
2003-07-30,7.719723224639893
2003-07-31,7.804202079772949
2003-08-01,7.807120323181152
2003-08-04,7.815854072570801
2003-08-05,7.705158710479736
2003-08-06,7.71681022644043
2003-08-07,7.632332801818848
2003-08-08,8.037251472473145
2003-08-11,8.273212432861328
2003-08-12,8.112991333007812
2003-08-13,8.25281810760498
2003-08-14,8.418869018554688
2003-08-15,8.357695579528809
2003-08-18,8.249908447265625
2003-08-19,8.593656539916992
2003-08-20,8.593656539916992
