Date,JCI
2000-01-03,38.053321838378906
2000-01-04,36.17259216308594
2000-01-05,35.60837173461914
2000-01-06,35.23223114013672
2000-01-07,35.73375701904297
2000-01-10,36.86219024658203
2000-01-11,34.229164123535156
2000-01-12,32.348453521728516
2000-01-13,34.47994613647461
2000-01-14,34.981483459472656
2000-01-18,40.12209701538086
2000-01-19,38.11599349975586
2000-01-20,37.990631103515625
2000-01-21,39.11906051635742
2000-01-24,37.990631103515625
2000-01-25,36.10990524291992
2000-01-26,39.495201110839844
2000-01-27,42.88051986694336
2000-01-28,42.12821578979492
2000-01-31,43.193973541259766
2000-02-01,41.81478500366211
2000-02-02,40.62362289428711
2000-02-03,40.99979782104492
2000-02-04,40.12209701538086
2000-02-07,39.24444580078125
2000-02-08,41.37592697143555
2000-02-09,41.18784713745117
2000-02-10,40.62362289428711
2000-02-11,39.745975494384766
2000-02-14,39.05637741088867
2000-02-15,38.7429084777832
2000-02-16,38.42945861816406
2000-02-17,39.80865478515625
2000-02-18,37.7398796081543
2000-02-22,38.36677169799805
2000-02-23,37.551788330078125
2000-02-24,37.86524963378906
2000-02-25,39.11906051635742
2000-02-28,39.3071403503418
2000-02-29,37.11296463012695
2000-03-01,37.11296463012695
2000-03-02,37.36371994018555
2000-03-03,40.37287521362305
2000-03-06,40.81171417236328
2000-03-07,39.369834899902344
2000-03-08,42.12821578979492
2000-03-09,44.761226654052734
2000-03-10,48.64809036254883
2000-03-13,46.14042663574219
2000-03-14,44.51046371459961
2000-03-15,46.57925033569336
2000-03-16,47.645015716552734
2000-03-17,47.39424514770508
2000-03-20,48.02117156982422
2000-03-21,48.14653778076172
2000-03-22,48.64809036254883
2000-03-23,49.52571487426758
2000-03-24,52.15875244140625
2000-03-27,50.71685028076172
2000-03-28,50.654170989990234
2000-03-29,50.02726364135742
2000-03-30,50.0402946472168
2000-03-31,50.2911376953125
2000-04-03,50.66739273071289
2000-04-04,47.46934127807617
2000-04-05,46.90495300292969
2000-04-06,47.90826416015625
2000-04-07,50.0402946472168
2000-04-10,49.789466857910156
2000-04-11,49.66407775878906
2000-04-12,46.716819763183594
2000-04-13,46.15245819091797
2000-04-14,43.64418411254883
2000-04-17,46.02705001831055
2000-04-18,43.89499282836914
2000-04-19,44.27124786376953
2000-04-20,45.02375030517578
2000-04-24,44.522071838378906
2000-04-25,48.28450393676758
2000-04-26,47.343902587890625
2000-04-27,47.28118896484375
2000-04-28,46.0897331237793
2000-05-01,47.970977783203125
2000-05-02,48.15909194946289
2000-05-03,46.90495300292969
2000-05-04,48.221797943115234
2000-05-05,49.538639068603516
2000-05-08,50.22842025756836
2000-05-09,49.66407775878906
2000-05-10,49.16240310668945
2000-05-11,48.84885025024414
2000-05-12,50.16572189331055
2000-05-15,50.91822052001953
2000-05-16,51.294464111328125
2000-05-17,50.73008346557617
2000-05-18,50.35385513305664
2000-05-19,47.67311477661133
2000-05-22,44.14585876464844
2000-05-23,42.13917922973633
2000-05-24,44.522071838378906
2000-05-25,45.588104248046875
2000-05-26,44.58479690551758
2000-05-30,46.716819763183594
2000-05-31,47.21847915649414
2000-06-01,48.72346115112305
2000-06-02,48.56669998168945
2000-06-05,47.343902587890625
2000-06-06,49.036983489990234
2000-06-07,48.15909194946289
2000-06-08,47.28118896484375
2000-06-09,46.15245819091797
2000-06-12,45.776222229003906
2000-06-13,47.594730377197266
2000-06-14,48.53533172607422
2000-06-15,49.036983489990234
2000-06-16,47.72014617919922
2000-06-19,46.59140396118164
2000-06-20,44.14585876464844
2000-06-21,44.64747619628906
2000-06-22,43.64418411254883
2000-06-23,43.39333724975586
2000-06-26,48.84885025024414
2000-06-27,47.532012939453125
2000-06-28,45.663333892822266
2000-06-29,46.54149627685547
2000-06-30,47.54505920410156
2000-07-03,48.61138153076172
2000-07-05,47.73323440551758
2000-07-06,46.16512680053711
2000-07-07,45.91423034667969
2000-07-10,46.85508728027344
2000-07-11,48.4232292175293
2000-07-12,48.172325134277344
2000-07-13,52.12396240234375
2000-07-14,53.69207763671875
2000-07-17,53.56660079956055
2000-07-18,54.06840896606445
2000-07-19,53.69207763671875
2000-07-20,53.315731048583984
2000-07-21,54.5701904296875
2000-07-24,55.95012664794922
2000-07-25,54.821109771728516
2000-07-26,55.26015853881836
2000-07-27,53.75478744506836
2000-07-28,53.127525329589844
2000-07-31,53.19025421142578
2000-08-01,54.50746536254883
2000-08-02,54.00569152832031
2000-08-03,53.25298309326172
2000-08-04,52.939361572265625
2000-08-07,54.31930923461914
2000-08-08,54.75837326049805
2000-08-09,53.69207763671875
2000-08-10,53.44118118286133
2000-08-11,54.821109771728516
2000-08-14,54.31930923461914
2000-08-15,53.37845993041992
2000-08-16,53.629337310791016
2000-08-17,56.01286315917969
2000-08-18,54.946556091308594
2000-08-21,55.95012664794922
2000-08-22,55.636539459228516
2000-08-23,55.19742202758789
2000-08-24,56.20102310180664
2000-08-25,57.204612731933594
2000-08-28,57.3300895690918
2000-08-29,57.01646041870117
2000-08-30,55.76194763183594
2000-08-31,57.22028350830078
2000-09-01,58.71002197265625
2000-09-05,58.27093505859375
2000-09-06,58.208187103271484
2000-09-07,58.71002197265625
2000-09-08,57.83188247680664
2000-09-11,56.435237884521484
2000-09-12,54.865848541259766
2000-09-13,55.24247741699219
2000-09-14,54.48918914794922
2000-09-15,54.04975891113281
2000-09-18,51.727081298828125
2000-09-19,51.78984451293945
2000-09-20,51.2248420715332
2000-09-21,51.2248420715332
2000-09-22,51.47598648071289
2000-09-25,52.4176139831543
2000-09-26,52.731449127197266
2000-09-27,53.42201614379883
2000-09-28,52.1164665222168
2000-09-29,52.1164665222168
2000-10-02,51.362979888916016
2000-10-03,51.362979888916016
2000-10-04,52.30484390258789
2000-10-05,53.68620681762695
2000-10-06,52.17926788330078
2000-10-09,52.36762237548828
2000-10-10,52.55601501464844
2000-10-11,50.98623275756836
2000-10-12,49.29084396362305
2000-10-13,51.23736572265625
2000-10-16,50.54670333862305
2000-10-17,47.09318923950195
2000-10-18,44.95830154418945
2000-10-19,47.846656799316406
2000-10-20,50.735069274902344
2000-10-23,51.73973083496094
2000-10-24,54.565311431884766
2000-10-25,55.00487518310547
2000-10-26,54.87925338745117
2000-10-27,55.00487518310547
2000-10-30,55.63273620605469
2000-10-31,56.95134353637695
2000-11-01,57.89321517944336
2000-11-02,56.888545989990234
2000-11-03,57.07691955566406
2000-11-06,57.767642974853516
2000-11-07,57.70484161376953
2000-11-08,56.76300048828125
2000-11-09,56.386234283447266
2000-11-10,54.43971633911133
2000-11-13,53.18389129638672
2000-11-14,53.30947494506836
2000-11-15,54.50251770019531
2000-11-16,55.56996536254883
2000-11-17,57.64207458496094
2000-11-20,55.75835037231445
2000-11-21,55.6955680847168
2000-11-22,55.38157653808594
2000-11-24,56.32346725463867
2000-11-27,56.386234283447266
2000-11-28,55.883907318115234
2000-11-29,54.75367736816406
2000-11-30,52.99551773071289
2000-12-01,54.565311431884766
2000-12-04,55.19321060180664
2000-12-05,58.144378662109375
2000-12-06,57.767642974853516
2000-12-07,57.01414489746094
2000-12-08,57.26531982421875
2000-12-11,58.144378662109375
2000-12-12,57.95601272583008
2000-12-13,57.51649475097656
2000-12-14,56.1978874206543
2000-12-15,56.76300048828125
2000-12-18,54.50251770019531
2000-12-19,52.618778228759766
2000-12-20,50.23272705078125
2000-12-21,50.35829162597656
2000-12-22,52.86991882324219
2000-12-26,54.125789642333984
2000-12-27,55.31877899169922
2000-12-28,55.834312438964844
2000-12-29,55.77151870727539
2001-01-02,53.2592658996582
2001-01-03,56.77638244628906
2001-01-04,57.278865814208984
2001-01-05,56.27395248413086
2001-01-08,54.892234802246094
2001-01-09,55.708702087402344
2001-01-10,57.09042739868164
2001-01-11,58.597740173339844
2001-01-12,59.53984069824219
2001-01-16,59.916709899902344
2001-01-17,58.72336959838867
2001-01-18,61.67523956298828
2001-01-19,61.423988342285156
2001-01-22,60.92158508300781
2001-01-23,62.366085052490234
2001-01-24,62.42887878417969
2001-01-25,62.49171829223633
2001-01-26,62.42887878417969
2001-01-29,62.55451965332031
2001-01-30,63.107200622558594
2001-01-31,61.90132522583008
2001-02-01,61.25821304321289
2001-02-02,60.57489013671875
2001-02-05,61.68024826049805
2001-02-06,61.24814224243164
2001-02-07,60.1929931640625
2001-02-08,60.11265182495117
2001-02-09,59.44939041137695
2001-02-12,59.99203109741211
2001-02-13,59.98199462890625
2001-02-14,60.283443450927734
2001-02-15,60.53468322753906
2001-02-16,57.93203353881836
2001-02-20,57.88175964355469
2001-02-21,55.2690544128418
2001-02-22,55.2690544128418
2001-02-23,54.043113708496094
2001-02-26,55.55039978027344
2001-02-27,54.46516799926758
2001-02-28,54.9173583984375
2001-03-01,54.86710739135742
2001-03-02,54.35459518432617
2001-03-05,53.24922180175781
2001-03-06,55.1685791015625
2001-03-07,56.505069732666016
2001-03-08,56.83667755126953
2001-03-09,53.69138717651367
2001-03-12,50.94803237915039
2001-03-13,47.059078216552734
2001-03-14,45.60200500488281
2001-03-15,47.028934478759766
2001-03-16,44.968910217285156
2001-03-19,45.622100830078125
2001-03-20,44.918663024902344
2001-03-21,44.7076301574707
2001-03-22,44.16499710083008
2001-03-23,45.68238830566406
2001-03-26,44.888526916503906
2001-03-27,45.32063293457031
2001-03-28,43.38118362426758
2001-03-29,42.36893081665039
2001-03-30,43.45458221435547
2001-04-02,43.39423751831055
2001-04-03,41.95684051513672
2001-04-04,42.218170166015625
2001-04-05,44.46981430053711
2001-04-06,43.37416458129883
2001-04-09,44.600494384765625
2001-04-10,46.992828369140625
2001-04-11,46.037906646728516
2001-04-12,47.39494323730469
2001-04-16,46.54052734375
2001-04-17,46.389732360839844
2001-04-18,49.95817184448242
2001-04-19,51.76751708984375
2001-04-20,52.119346618652344
2001-04-23,51.34532928466797
2001-04-24,51.41569900512695
2001-04-25,52.28018569946289
2001-04-26,53.536678314208984
2001-04-27,54.04930114746094
2001-04-30,53.647220611572266
2001-05-01,53.0240364074707
2001-05-02,52.752586364746094
2001-05-03,51.988651275634766
2001-05-04,51.81777572631836
2001-05-07,51.94845962524414
2001-05-08,53.05416488647461
2001-05-09,52.9234733581543
2001-05-10,53.536678314208984
2001-05-11,52.08919143676758
2001-05-14,53.325584411621094
2001-05-15,54.431297302246094
2001-05-16,55.989349365234375
2001-05-17,57.56751251220703
2001-05-18,58.20075988769531
2001-05-21,59.30646896362305
2001-05-22,59.014976501464844
2001-05-23,58.2711296081543
2001-05-24,59.02504348754883
2001-05-25,57.044776916503906
2001-05-29,57.29606246948242
2001-05-30,56.592437744140625
2001-05-31,57.74840545654297
2001-06-01,56.81361770629883
2001-06-04,56.82365417480469
2001-06-05,57.044776916503906
2001-06-06,56.914100646972656
2001-06-07,56.45172882080078
2001-06-08,56.140098571777344
2001-06-11,55.768192291259766
2001-06-12,56.64270782470703
2001-06-13,56.59440994262695
2001-06-14,55.84989929199219
2001-06-15,55.809635162353516
2001-06-18,55.08526611328125
2001-06-19,54.47151184082031
2001-06-20,53.284263610839844
2001-06-21,54.73310470581055
2001-06-22,53.62636184692383
2001-06-25,53.30438232421875
2001-06-26,54.42117691040039
2001-06-27,54.27027130126953
2001-06-28,54.38097381591797
2001-06-29,54.843788146972656
2001-07-02,54.93430709838867
2001-07-03,55.31664276123047
2001-07-05,55.0047492980957
2001-07-06,53.62636184692383
2001-07-09,54.23003387451172
2001-07-10,53.58613204956055
2001-07-11,50.80921936035156
2001-07-12,51.664432525634766
2001-07-13,51.86560821533203
2001-07-16,50.3061637878418
2001-07-17,53.32451629638672
2001-07-18,53.32451629638672
2001-07-19,53.47545623779297
2001-07-20,53.80746078491211
2001-07-23,52.93214797973633
2001-07-24,51.312286376953125
