Date,UNH
2000-01-03,5.169803619384766
2000-01-04,5.103679180145264
2000-01-05,5.0916571617126465
2000-01-06,5.278010845184326
2000-01-07,5.897183895111084
2000-01-10,5.794989585876465
2000-01-11,5.807014465332031
2000-01-12,5.75291109085083
2000-01-13,5.933253765106201
2000-01-14,5.927242279052734
2000-01-18,5.674762725830078
2000-01-19,5.722854137420654
2000-01-20,5.86712646484375
2000-01-21,5.614649772644043
2000-01-24,5.30806827545166
2000-01-25,5.30806827545166
2000-01-26,5.296043395996094
2000-01-27,5.211883544921875
2000-01-28,5.061601161956787
2000-01-31,5.097668170928955
2000-02-01,5.235931873321533
2000-02-02,5.37419319152832
2000-02-03,5.326100826263428
2000-02-04,5.458350658416748
2000-02-07,5.596614360809326
2000-02-08,5.38621711730957
2000-02-09,5.187840938568115
2000-02-10,5.566556453704834
2000-02-11,5.38621711730957
2000-02-14,5.470376968383789
2000-02-15,5.710832595825195
2000-02-16,5.897183895111084
2000-02-17,6.047469615936279
2000-02-18,5.566556453704834
2000-02-22,5.656728267669678
2000-02-23,5.506443023681641
2000-02-24,5.061601161956787
2000-02-25,4.929351329803467
2000-02-28,4.94738245010376
2000-02-29,4.9173264503479
2000-03-01,5.253966808319092
2000-03-02,5.0495758056640625
2000-03-03,5.235931873321533
2000-03-06,5.0495758056640625
2000-03-07,4.71293830871582
2000-03-08,4.580685615539551
2000-03-09,4.718949317932129
2000-03-10,4.89328145980835
2000-03-13,4.815133571624756
2000-03-14,4.815133571624756
2000-03-15,4.94738245010376
2000-03-16,5.01350736618042
2000-03-17,4.96541690826416
2000-03-20,5.097668170928955
2000-03-21,5.193850994110107
2000-03-22,5.0916571617126465
2000-03-23,5.253966808319092
2000-03-24,5.524477958679199
2000-03-27,5.3621697425842285
2000-03-28,5.326100826263428
2000-03-29,5.356157302856445
2000-03-30,5.509411334991455
2000-03-31,5.737967491149902
2000-04-03,5.972537994384766
2000-04-04,5.8462324142456055
2000-04-05,5.774054050445557
2000-04-06,5.936452388763428
2000-04-07,5.9424662590026855
2000-04-10,6.146963596343994
2000-04-11,6.2973313331604
2000-04-12,6.531899452209473
2000-04-13,6.3875508308410645
2000-04-14,6.152978420257568
2000-04-17,6.134933948516846
2000-04-18,6.243198871612549
2000-04-19,6.225154876708984
2000-04-20,6.459723949432373
2000-04-24,6.6822638511657715
2000-04-25,6.567989349365234
2000-04-26,6.477768898010254
2000-04-27,6.45371150970459
2000-04-28,6.417623996734619
2000-05-01,6.213125705718994
2000-05-02,6.062758922576904
2000-05-03,5.894347190856934
2000-05-04,6.008627414703369
2000-05-05,6.068774223327637
2000-05-08,6.351461887359619
2000-05-09,6.531899452209473
2000-05-10,6.58001708984375
2000-05-11,6.658208847045898
2000-05-12,6.868719577789307
2000-05-15,7.181482315063477
2000-05-16,7.277713298797607
2000-05-17,7.181482315063477
2000-05-18,7.458153247833252
2000-05-19,7.349893569946289
2000-05-22,7.343877792358398
2000-05-23,7.259675979614258
2000-05-24,7.494242191314697
2000-05-25,7.367935657501221
2000-05-26,7.3017730712890625
2000-05-30,7.307794094085693
2000-05-31,7.175468444824219
2000-06-01,7.313803195953369
2000-06-02,7.205542087554932
2000-06-05,7.211551666259766
2000-06-06,7.0611891746521
2000-06-07,7.085247993469238
2000-06-08,7.121335983276367
2000-06-09,7.404024124145508
2000-06-12,7.689717769622803
2000-06-13,7.770916938781738
2000-06-14,7.891207695007324
2000-06-15,7.891207695007324
2000-06-16,7.770916938781738
2000-06-19,7.698742389678955
2000-06-20,7.716787338256836
2000-06-21,7.800993919372559
2000-06-22,7.734832286834717
2000-06-23,7.686711311340332
2000-06-26,7.674682140350342
2000-06-27,7.716787338256836
2000-06-28,7.940828323364258
2000-06-29,8.27614688873291
2000-06-30,8.252084732055664
2000-07-03,8.474627494812012
2000-07-05,8.564849853515625
2000-07-06,8.829493522644043
2000-07-07,8.637024879455566
2000-07-10,8.408469200134277
2000-07-11,8.438539505004883
2000-07-12,8.588910102844238
2000-07-13,8.252084732055664
2000-07-14,8.131796836853027
2000-07-17,8.366365432739258
2000-07-18,8.011504173278809
2000-07-19,8.077665328979492
2000-07-20,8.16788101196289
2000-07-21,8.179915428161621
2000-07-24,7.9212822914123535
2000-07-25,7.578448295593262
2000-07-26,7.524316787719727
2000-07-27,7.879180431365967
2000-07-28,7.813017845153809
2000-07-31,7.873167991638184
2000-08-01,8.029547691345215
2000-08-02,8.047586441040039
2000-08-03,8.173900604248047
2000-08-04,8.438539505004883
2000-08-07,8.462605476379395
2000-08-08,8.372383117675781
2000-08-09,8.456588745117188
2000-08-10,8.504705429077148
2000-08-11,8.877610206604004
2000-08-14,8.997903823852539
2000-08-15,8.955801010131836
2000-08-16,8.87159538269043
2000-08-17,8.931741714477539
2000-08-18,8.793403625488281
2000-08-21,8.835508346557617
2000-08-22,8.997903823852539
2000-08-23,8.793403625488281
2000-08-24,8.781378746032715
2000-08-25,8.637024879455566
2000-08-28,8.661083221435547
2000-08-29,8.733257293701172
2000-08-30,8.721232414245605
2000-08-31,9.095641136169434
2000-09-01,9.040009498596191
2000-09-05,9.082110404968262
2000-09-06,8.901666641235352
2000-09-07,8.835508346557617
2000-09-08,8.709203720092773
2000-09-11,8.997903823852539
2000-09-12,8.799421310424805
2000-09-13,8.805438995361328
2000-09-14,9.094136238098145
2000-09-15,8.919711112976074
2000-09-18,8.775362968444824
2000-09-19,9.076094627380371
2000-09-20,8.883622169494629
2000-09-21,9.088123321533203
2000-09-22,9.412919044494629
2000-09-25,9.364799499511719
2000-09-26,9.376826286315918
2000-09-27,9.43095588684082
2000-09-28,9.569294929504395
2000-09-29,9.503132820129395
2000-10-02,10.194818496704102
2000-10-03,10.134672164916992
2000-10-04,9.87002944946289
2000-10-05,10.086554527282715
2000-10-06,9.906113624572754
2000-10-09,9.912129402160645
2000-10-10,10.188799858093262
2000-10-11,10.152716636657715
2000-10-12,9.767778396606445
2000-10-13,9.996335983276367
2000-10-16,10.48352336883545
2000-10-17,10.279025077819824
2000-10-18,10.086554527282715
2000-10-19,10.062495231628418
2000-10-20,10.134672164916992
2000-10-23,10.062495231628418
2000-10-24,10.26098346710205
2000-10-25,10.056478500366211
2000-10-26,10.339171409606934
2000-10-27,10.555696487426758
2000-10-30,11.163172721862793
2000-10-31,10.52562141418457
2000-11-01,10.212859153747559
2000-11-02,10.032418251037598
2000-11-03,10.212859153747559
2000-11-06,10.495549201965332
2000-11-07,10.465476989746094
2000-11-08,10.633888244628906
2000-11-09,10.934616088867188
2000-11-10,10.874472618103027
2000-11-13,10.579752922058105
2000-11-14,10.904544830322266
2000-11-15,11.060927391052246
2000-11-16,11.090996742248535
2000-11-17,11.109042167663574
2000-11-20,11.066938400268555
2000-11-21,11.090996742248535
2000-11-22,10.844396591186523
2000-11-24,11.072959899902344
2000-11-27,11.090996742248535
2000-11-28,11.199263572692871
2000-11-29,11.379700660705566
2000-11-30,11.289482116699219
2000-12-01,11.163172721862793
2000-12-04,11.2473783493042
2000-12-05,11.391730308532715
2000-12-06,11.331585884094238
2000-12-07,11.235350608825684
2000-12-08,11.475934982299805
2000-12-11,11.590215682983398
2000-12-12,11.385716438293457
2000-12-13,11.367670059204102
2000-12-14,11.097017288208008
2000-12-15,11.307528495788574
2000-12-18,11.632314682006836
2000-12-19,11.265423774719238
2000-12-20,11.343612670898438
2000-12-21,11.61427116394043
2000-12-22,11.49998950958252
2000-12-26,11.788694381713867
2000-12-27,11.716522216796875
2000-12-28,12.029282569885254
2000-12-29,11.812753677368164
2001-01-02,11.343612670898438
2001-01-03,11.006792068481445
2001-01-04,10.236919403076172
2001-01-05,10.381277084350586
2001-01-08,10.34518051147461
2001-01-09,10.453444480895996
2001-01-10,10.874472618103027
2001-01-11,10.657941818237305
2001-01-12,10.429387092590332
2001-01-16,10.33315372467041
2001-01-17,10.1406831741333
2001-01-18,10.056478500366211
2001-01-19,9.92415714263916
2001-01-22,10.645912170410156
2001-01-23,11.259407997131348
2001-01-24,11.487966537475586
2001-01-25,11.644349098205566
2001-01-26,11.51202392578125
2001-01-29,11.309453010559082
2001-01-30,10.986106872558594
2001-01-31,10.857152938842773
2001-02-01,10.920665740966797
2001-02-02,11.759830474853516
2001-02-05,12.011964797973633
2001-02-06,11.721333503723145
2001-02-07,11.908028602600098
2001-02-08,11.721333503723145
2001-02-09,11.269031524658203
2001-02-12,11.378740310668945
2001-02-13,11.276729583740234
2001-02-14,10.970704078674316
2001-02-15,10.82635498046875
2001-02-16,10.953383445739746
2001-02-20,10.893722534179688
2001-02-21,10.870616912841797
2001-02-22,10.597314834594727
2001-02-23,10.456814765930176
2001-02-26,10.814806938171387
2001-02-27,11.049619674682617
2001-02-28,11.399907112121582
2001-03-01,11.353719711303711
2001-03-02,11.700164794921875
2001-03-05,11.548108100891113
2001-03-06,11.646269798278809
2001-03-07,11.644349098205566
2001-03-08,11.83681583404541
2001-03-09,11.738656997680664
2001-03-12,11.482666015625
2001-03-13,11.336397171020508
2001-03-14,11.182421684265137
2001-03-15,11.145853996276855
2001-03-16,10.743593215942383
2001-03-19,10.922586441040039
2001-03-20,10.922586441040039
2001-03-21,10.45103931427002
2001-03-22,10.143092155456543
2001-03-23,10.489533424377441
2001-03-26,10.797484397888184
2001-03-27,10.843679428100586
2001-03-28,10.797484397888184
2001-03-29,11.128706932067871
2001-03-30,11.411783218383789
2001-04-02,11.265433311462402
2001-04-03,11.213438034057617
2001-04-04,11.527328491210938
2001-04-05,11.554287910461426
2001-04-06,11.3501615524292
2001-04-09,11.511921882629395
2001-04-10,11.39060115814209
2001-04-11,11.134488105773926
2001-04-12,11.251953125
2001-04-16,11.213438034057617
2001-04-17,11.369422912597656
2001-04-18,11.685236930847168
2001-04-19,11.631318092346191
2001-04-20,11.594734191894531
2001-04-23,11.504223823547363
2001-04-24,11.70064926147461
2001-04-25,12.132004737854004
2001-04-26,12.492114067077637
2001-04-27,12.5595121383667
2001-04-30,12.609585762023926
2001-05-01,12.740535736083984
2001-05-02,12.170517921447754
2001-05-03,11.862404823303223
2001-05-04,11.775747299194336
2001-05-07,11.70834732055664
2001-05-08,11.382902145385742
2001-05-09,11.400230407714844
2001-05-10,11.057455062866211
2001-05-11,11.255805969238281
2001-05-14,11.39060115814209
2001-05-15,11.41563892364502
2001-05-16,11.702568054199219
2001-05-17,11.240400314331055
2001-05-18,10.922656059265137
2001-05-21,10.683863639831543
2001-05-22,10.456633567810059
2001-05-23,10.212066650390625
2001-05-24,10.649208068847656
2001-05-25,10.485518455505371
2001-05-29,10.360344886779785
2001-05-30,10.633794784545898
2001-05-31,11.072861671447754
2001-06-01,10.918807029724121
2001-06-04,10.93035888671875
2001-06-05,10.999685287475586
2001-06-06,11.246170997619629
2001-06-07,11.126785278320312
2001-06-08,11.213438034057617
2001-06-11,10.920727729797363
2001-06-12,10.938061714172363
2001-06-13,11.092118263244629
2001-06-14,11.20380973815918
2001-06-15,11.00353717803955
2001-06-18,11.246170997619629
2001-06-19,11.174920082092285
2001-06-20,11.323206901550293
2001-06-21,11.662128448486328
2001-06-22,11.7795991897583
2001-06-25,11.995279312133789
2001-06-26,11.891289710998535
2001-06-27,12.112744331359863
2001-06-28,12.045347213745117
2001-06-29,11.891289710998535
2001-07-02,12.028013229370117
2001-07-03,11.993349075317383
2001-07-05,11.922099113464355
2001-07-06,11.924031257629395
2001-07-09,12.228289604187012
2001-07-10,12.112744331359863
2001-07-11,12.224437713623047
2001-07-12,12.530628204345703
2001-07-13,12.669281005859375
2001-07-16,12.45937728881836
2001-07-17,12.705867767333984
2001-07-18,12.779046058654785
2001-07-19,12.831040382385254
2001-07-20,12.675053596496582
2001-07-23,12.661575317382812
2001-07-24,12.519074440002441
2001-07-25,12.413159370422363
2001-07-26,12.519074440002441
2001-07-27,12.517146110534668
2001-07-30,12.815634727478027
2001-07-31,12.983171463012695
2001-08-01,12.517146110534668
2001-08-02,12.314950942993164
2001-08-03,12.380417823791504
2001-08-06,12.232142448425293
2001-08-07,12.39775562286377
2001-08-08,12.261024475097656
2001-08-09,12.255249977111816
2001-08-10,12.39775562286377
2001-08-13,12.56914234161377
2001-08-14,12.613433837890625
2001-08-15,12.594175338745117
2001-08-16,12.786746978759766
2001-08-17,12.636541366577148
2001-08-20,12.727046966552734
2001-08-21,12.852216720581055
2001-08-22,12.975467681884766
2001-08-23,13.239293098449707
2001-08-24,13.116044044494629
2001-08-27,13.191144943237305
2001-08-28,13.273951530456543
2001-08-29,13.335577011108398
2001-08-30,13.235443115234375
2001-08-31,13.106417655944824
2001-09-04,13.092935562133789
2001-09-05,13.15263843536377
2001-09-06,12.875335693359375
2001-09-07,12.574917793273926
2001-09-10,12.786746978759766
2001-09-17,12.422786712646484
2001-09-18,12.035723686218262
2001-09-19,11.891289710998535
2001-09-20,11.825813293457031
2001-09-21,11.544662475585938
2001-09-24,11.86433219909668
2001-09-25,12.130078315734863
2001-09-26,12.632691383361816
2001-09-27,12.707792282104492
2001-09-28,12.806004524230957
2001-10-01,12.883034706115723
2001-10-02,12.952360153198242
2001-10-03,12.952360153198242
2001-10-04,13.114120483398438
2001-10-05,13.214259147644043
2001-10-08,13.114120483398438
2001-10-09,13.110265731811523
2001-10-10,13.272027015686035
2001-10-11,13.033241271972656
2001-10-12,12.919621467590332
2001-10-15,13.137227058410645
2001-10-16,13.210406303405762
2001-10-17,13.10449504852295
2001-10-18,13.058271408081055
2001-10-19,13.019760131835938
2001-10-22,13.258545875549316
2001-10-23,13.096786499023438
2001-10-24,12.709721565246582
2001-10-25,12.806004524230957
2001-10-26,12.981244087219238
2001-10-29,12.956215858459473
2001-10-30,12.869555473327637
2001-10-31,12.661575317382812
2001-11-01,12.5595121383667
2001-11-02,12.62306022644043
2001-11-05,12.730904579162598
2001-11-06,12.852216720581055
2001-11-07,12.690463066101074
2001-11-08,12.361163139343262
2001-11-09,12.23406982421875
2001-11-12,12.405454635620117
2001-11-13,12.50752067565918
2001-11-14,12.524853706359863
2001-11-15,12.546035766601562
2001-11-16,12.601881980895996
2001-11-19,12.97932243347168
2001-11-20,13.622509002685547
2001-11-21,13.647546768188477
2001-11-23,13.714942932128906
2001-11-26,13.759232521057129
2001-11-27,13.699538230895996
2001-11-28,13.807374954223633
2001-11-29,13.730351448059082
2001-11-30,13.759232521057129
2001-12-03,13.736125946044922
2001-12-04,13.728421211242676
2001-12-05,13.85744571685791
2001-12-06,13.901741981506348
2001-12-07,13.892106056213379
2001-12-10,13.772714614868164
2001-12-11,13.815079689025879
2001-12-12,13.42223072052002
2001-12-13,13.480003356933594
2001-12-14,13.664873123168945
2001-12-17,13.662951469421387
2001-12-18,13.672579765319824
2001-12-19,13.368317604064941
2001-12-20,13.337506294250488
2001-12-21,13.360610008239746
2001-12-24,13.530068397521973
2001-12-26,13.526222229003906
2001-12-27,13.585923194885254
2001-12-28,13.634060859680176
2001-12-31,13.628288269042969
2002-01-02,13.560891151428223
2002-01-03,13.408758163452148
2002-01-04,13.480003356933594
2002-01-07,13.393342971801758
2002-01-08,13.35676097869873
2002-01-09,13.395270347595215
2002-01-10,13.595544815063477
2002-01-11,13.817002296447754
2002-01-14,13.961438179016113
2002-01-15,13.990315437316895
2002-01-16,14.057723045349121
2002-01-17,13.930624008178711
2002-01-18,13.976839065551758
2002-01-22,13.971059799194336
2002-01-23,13.942179679870605
2002-01-24,14.31383991241455
2002-01-25,14.288801193237305
2002-01-28,14.250285148620605
2002-01-29,14.048091888427734
2002-01-30,13.961438179016113
2002-01-31,14.317694664001465
2002-02-01,14.437088966369629
2002-02-04,14.231030464172363
2002-02-05,14.442864418029785
2002-02-06,14.365836143493652
2002-02-07,14.46212100982666
2002-02-08,14.33309555053711
2002-02-11,14.327325820922852
2002-02-12,14.550703048706055
2002-02-13,14.481372833251953
