Date,FOX
2019-03-13,35.30424118041992
2019-03-14,35.98870849609375
2019-03-15,36.94336700439453
2019-03-18,36.799259185791016
2019-03-19,35.61945343017578
2019-03-20,33.86324691772461
2019-03-21,35.01603698730469
2019-03-22,33.737159729003906
2019-03-25,32.82753372192383
2019-03-26,33.06169891357422
2019-03-27,32.602386474609375
2019-03-28,32.12504959106445
2019-03-29,32.314186096191406
2019-04-01,32.5573616027832
2019-04-02,32.152076721191406
2019-04-03,31.97195053100586
2019-04-04,32.44927978515625
2019-04-05,33.30485916137695
2019-04-08,33.187782287597656
2019-04-09,33.22381591796875
2019-04-10,32.35921859741211
2019-04-11,32.79151153564453
2019-04-12,33.27784729003906
2019-04-15,33.30485916137695
2019-04-16,33.51200485229492
2019-04-17,34.412620544433594
2019-04-18,34.15144729614258
2019-04-22,33.53902816772461
2019-04-23,33.86324691772461
2019-04-24,33.72815704345703
2019-04-25,33.89927673339844
2019-04-26,34.14244079589844
2019-04-29,34.88093948364258
2019-04-30,34.67380142211914
2019-05-01,34.88996124267578
2019-05-02,33.178775787353516
2019-05-03,33.34089279174805
2019-05-06,33.602081298828125
2019-05-07,33.05268859863281
2019-05-08,33.160762786865234
2019-05-09,34.196475982666016
2019-05-10,34.268524169921875
2019-05-13,33.77318572998047
2019-05-14,33.75517272949219
2019-05-15,33.5300178527832
2019-05-16,32.71045684814453
2019-05-17,33.381168365478516
2019-05-20,33.24520492553711
2019-05-21,33.69839096069336
2019-05-22,33.236141204833984
2019-05-23,33.091121673583984
2019-05-24,33.036746978759766
2019-05-28,32.77390670776367
2019-05-29,31.994430541992188
2019-05-30,31.550317764282227
2019-05-31,31.459680557250977
2019-06-03,30.61676597595215
2019-06-04,30.89774513244629
2019-06-05,30.834287643432617
2019-06-06,30.58051300048828
2019-06-07,30.526132583618164
2019-06-10,30.58051300048828
2019-06-11,30.662086486816406
2019-06-12,31.45062255859375
2019-06-13,31.66814422607422
2019-06-14,31.68626594543457
2019-06-17,32.44761276245117
2019-06-18,32.47480010986328
2019-06-19,32.39324188232422
2019-06-20,32.03974533081055
2019-06-21,32.52012634277344
2019-06-24,32.21196365356445
2019-06-25,31.894729614257812
2019-06-26,32.00349426269531
2019-06-27,32.40229415893555
2019-06-28,33.109249114990234
2019-07-01,32.592628479003906
2019-07-02,33.109249114990234
2019-07-03,32.94610595703125
2019-07-05,33.136444091796875
2019-07-08,32.74671173095703
2019-07-09,32.63794708251953
2019-07-10,32.75577163696289
2019-07-11,32.90986251831055
2019-07-12,33.498992919921875
2019-07-15,33.57149887084961
2019-07-16,33.25426483154297
2019-07-17,32.78296661376953
2019-07-18,33.181758880615234
2019-07-19,33.036746978759766
2019-07-22,32.91891860961914
2019-07-23,33.091121673583984
2019-07-24,33.43553924560547
2019-07-25,33.92497634887695
2019-07-26,33.97935104370117
2019-07-29,34.16062545776367
2019-07-30,34.30564880371094
2019-07-31,33.716514587402344
2019-08-01,33.39022445678711
2019-08-02,33.136444091796875
2019-08-05,32.628883361816406
2019-08-06,32.991424560546875
2019-08-07,33.34490966796875
2019-08-08,31.722524642944336
2019-08-09,32.05787658691406
2019-08-12,31.550317764282227
2019-08-13,31.722524642944336
2019-08-14,30.508007049560547
2019-08-15,29.73760414123535
2019-08-16,29.918874740600586
2019-08-19,30.453622817993164
2019-08-20,30.23609733581543
2019-08-21,30.04576301574707
2019-08-22,29.746667861938477
2019-08-23,28.49588966369629
2019-08-26,28.740604400634766
2019-08-27,28.65903663635254
2019-08-28,28.60465431213379
2019-08-29,29.411314010620117
2019-08-30,29.72853660583496
2019-09-03,29.600751876831055
2019-09-04,30.31270408630371
2019-09-05,30.951635360717773
2019-09-06,30.915122985839844
2019-09-09,31.024658203125
2019-09-10,31.234590530395508
2019-09-11,31.006399154663086
2019-09-12,30.75995635986328
2019-09-13,30.76908302307129
2019-09-16,30.568281173706055
2019-09-17,29.956727981567383
2019-09-18,29.664644241333008
2019-09-19,29.180883407592773
2019-09-20,29.281286239624023
2019-09-23,29.372562408447266
2019-09-24,28.779266357421875
2019-09-25,29.20826530456543
2019-09-26,28.724502563476562
2019-09-27,28.733633041381836
2019-09-30,28.78839874267578
2019-10-01,28.459802627563477
2019-10-02,27.66570281982422
2019-10-03,27.738723754882812
2019-10-04,27.825439453125
2019-10-07,27.829999923706055
2019-10-08,27.414695739746094
2019-10-09,27.62006187438965
2019-10-10,27.77066993713379
2019-10-11,28.441547393798828
2019-10-14,28.30463218688965
2019-10-15,28.697118759155273
2019-10-16,28.829469680786133
2019-10-17,28.742759704589844
2019-10-18,28.77470588684082
2019-10-21,29.290414810180664
2019-10-22,29.911088943481445
2019-10-23,29.765050888061523
2019-10-24,28.843164443969727
2019-10-25,28.93444061279297
2019-10-28,29.39994239807129
2019-10-29,29.253902435302734
2019-10-30,28.624101638793945
2019-10-31,28.514570236206055
2019-11-01,29.080480575561523
2019-11-04,29.116989135742188
2019-11-05,29.345182418823242
2019-11-06,29.509479522705078
2019-11-07,31.26197052001953
2019-11-08,31.426265716552734
2019-11-11,31.234590530395508
2019-11-12,30.860361099243164
2019-11-13,30.641292572021484
2019-11-14,30.531766891479492
2019-11-15,30.66411781311035
2019-11-18,31.453651428222656
2019-11-19,32.33902359008789
2019-11-20,31.941980361938477
2019-11-21,31.7457332611084
2019-11-22,31.83245277404785
2019-11-25,31.80961799621582
2019-11-26,32.119972229003906
2019-11-27,31.97393226623535
2019-11-29,31.928295135498047
2019-12-02,31.777681350708008
2019-12-03,31.353248596191406
2019-12-04,31.617944717407227
2019-12-05,31.613380432128906
2019-12-06,31.581430435180664
2019-12-09,31.754863739013672
2019-12-10,31.87351417541504
2019-12-11,32.211238861083984
2019-12-12,32.82278823852539
2019-12-13,32.73151397705078
2019-12-16,32.75889587402344
2019-12-17,33.0783576965332
2019-12-18,32.85929870605469
2019-12-19,32.904937744140625
2019-12-20,33.06010818481445
2019-12-23,33.4343376159668
