Date,EQT
2000-04-18,4.318540573120117
2000-04-19,4.324449062347412
2000-04-20,4.300817489624023
2000-04-24,4.283093452453613
2000-04-25,4.324449062347412
2000-04-26,4.418972492218018
2000-04-27,4.418972492218018
2000-04-28,4.383526802062988
2000-05-01,4.424880027770996
2000-05-02,4.365802764892578
2000-05-03,4.389432907104492
2000-05-04,4.466233730316162
2000-05-05,4.543033123016357
2000-05-08,4.519402503967285
2000-05-09,4.413064002990723
2000-05-10,4.44112491607666
2000-05-11,4.589757919311523
2000-05-12,4.5184125900268555
2000-05-15,4.548141956329346
2000-05-16,4.637320518493652
2000-05-17,4.64921236038208
2000-05-18,4.560032844543457
2000-05-19,4.560032844543457
2000-05-22,4.530304908752441
2000-05-23,4.589757919311523
2000-05-24,4.625429630279541
2000-05-25,4.619483470916748
2000-05-26,4.7383904457092285
2000-05-30,4.756225109100342
2000-05-31,4.732443332672119
2000-06-01,4.827569484710693
2000-06-02,4.839459419250488
2000-06-05,4.595703125
2000-06-06,4.75028133392334
2000-06-07,4.827569484710693
2000-06-08,4.774062633514404
2000-06-09,4.744335651397705
2000-06-12,4.637320518493652
2000-06-13,4.708662509918213
2000-06-14,4.619483470916748
2000-06-15,4.661101341247559
2000-06-16,4.619483470916748
2000-06-19,4.696774482727051
2000-06-20,4.70271635055542
2000-06-21,4.661101341247559
2000-06-22,4.64921236038208
2000-06-23,4.542195796966553
2000-06-26,4.470852851867676
2000-06-27,4.340056896209717
2000-06-28,4.601646900177002
2000-06-29,4.548141956329346
2000-06-30,4.591246604919434
2000-07-03,4.577867031097412
2000-07-05,4.470852851867676
2000-07-06,4.530304908752441
2000-07-07,4.506523609161377
2000-07-10,4.470852851867676
2000-07-11,4.524358749389648
2000-07-12,4.470852851867676
2000-07-13,4.565977096557617
2000-07-14,4.488687992095947
2000-07-17,4.565977096557617
2000-07-18,4.571920394897461
2000-07-19,4.601646900177002
2000-07-20,4.6848835945129395
2000-07-21,4.67893648147583
2000-07-24,4.65515661239624
2000-07-25,4.821623802185059
2000-07-26,5.041601181030273
2000-07-27,5.166449546813965
2000-07-28,5.065380573272705
2000-07-31,4.952420234680176
2000-08-01,5.112945556640625
2000-08-02,5.208065986633301
2000-08-03,5.297245979309082
2000-08-04,5.315081596374512
2000-08-07,5.352241039276123
2000-08-08,5.261577129364014
2000-08-09,5.23184871673584
2000-08-10,5.352241039276123
2000-08-11,5.386425495147705
2000-08-14,5.486352920532227
2000-08-15,5.540137767791748
2000-08-16,5.558069229125977
2000-08-17,5.546117782592773
2000-08-18,5.538646697998047
2000-08-21,5.450493335723877
2000-08-22,5.438541412353516
2000-08-23,5.432565212249756
2000-08-24,5.492328643798828
2000-08-25,5.474398612976074
2000-08-28,5.49830436706543
2000-08-29,5.486352920532227
2000-08-30,5.360847473144531
2000-08-31,5.384751796722412
2000-09-01,5.611854553222656
2000-09-05,5.444516181945801
2000-09-06,5.4684224128723145
2000-09-07,5.575998783111572
2000-09-08,5.632774353027344
2000-09-11,5.720925331115723
2000-09-12,5.749314785003662
2000-09-13,5.7433366775512695
2000-09-14,5.838962078094482
2000-09-15,5.912171363830566
2000-09-18,5.8867692947387695
2000-09-19,5.868843078613281
2000-09-20,5.82700777053833
2000-09-21,5.880794048309326
2000-09-22,5.785172939300537
2000-09-25,5.516233444213867
2000-09-26,5.868843078613281
2000-09-27,5.928606033325195
2000-09-28,5.994348526000977
2000-09-29,6.061580181121826
2000-10-02,6.078016757965088
2000-10-03,6.072040557861328
2000-10-04,6.04813289642334
2000-10-05,6.012274265289307
2000-10-06,6.012274265289307
2000-10-09,6.095944881439209
2000-10-10,6.095944881439209
2000-10-11,6.072040557861328
2000-10-12,5.9764204025268555
2000-10-13,6.0839972496032715
2000-10-16,6.095944881439209
2000-10-17,5.9704413414001465
2000-10-18,5.922631740570068
2000-10-19,5.922631740570068
2000-10-20,5.8867692947387695
2000-10-23,6.060085773468018
2000-10-24,5.7552900314331055
2000-10-25,5.605879783630371
2000-10-26,5.49830436706543
2000-10-27,5.5700249671936035
2000-10-30,5.474398612976074
2000-10-31,5.546117782592773
2000-11-01,5.629786968231201
2000-11-02,5.593926906585693
2000-11-03,5.546117782592773
2000-11-06,5.564045429229736
2000-11-07,5.534163475036621
2000-11-08,5.617830753326416
2000-11-09,5.581974029541016
2000-11-10,5.623807907104492
2000-11-13,5.489983081817627
2000-11-14,5.508004665374756
2000-11-15,5.550049781799316
2000-11-16,5.556055545806885
2000-11-17,5.568068981170654
2000-11-20,5.586088180541992
2000-11-21,5.634140968322754
2000-11-22,5.574076175689697
2000-11-24,5.598103046417236
2000-11-27,5.664173603057861
2000-11-28,5.676187038421631
2000-11-29,5.646153926849365
2000-11-30,5.357840538024902
2000-12-01,5.483977794647217
2000-12-04,5.574076175689697
2000-12-05,5.580081462860107
2000-12-06,5.586088180541992
2000-12-07,5.6942057609558105
2000-12-08,5.7002129554748535
2000-12-11,5.790311336517334
2000-12-12,5.838363170623779
2000-12-13,5.826351642608643
2000-12-14,5.670179843902588
2000-12-15,5.712225437164307
2000-12-18,5.748263835906982
2000-12-19,5.808333396911621
2000-12-20,5.71823263168335
2000-12-21,5.76027774810791
2000-12-22,5.820347309112549
2000-12-26,6.000539779663086
2000-12-27,5.994535446166992
2000-12-28,6.336907863616943
2000-12-29,6.414992332458496
2001-01-02,6.198756217956543
2001-01-03,5.874402046203613
2001-01-04,5.459953784942627
2001-01-05,5.568068981170654
2001-01-08,5.7002129554748535
2001-01-09,5.706220626831055
2001-01-10,5.628133773803711
2001-01-11,5.574076175689697
2001-01-12,5.568068981170654
2001-01-16,5.604105472564697
2001-01-17,5.604105472564697
2001-01-18,5.556055545806885
2001-01-19,5.459953784942627
2001-01-22,5.520014762878418
2001-01-23,5.562062740325928
2001-01-24,5.688199520111084
2001-01-25,5.670179843902588
2001-01-26,5.658167362213135
2001-01-29,5.621167182922363
2001-01-30,5.656723499298096
2001-01-31,5.639427185058594
2001-02-01,5.657687187194824
2001-02-02,5.692283630371094
2001-02-05,5.7662811279296875
2001-02-06,5.761479377746582
2001-02-07,5.990858554840088
2001-02-08,6.00244665145874
2001-02-09,6.021761417388916
2001-02-12,6.026592254638672
2001-02-13,5.951259136199951
2001-02-14,5.905865669250488
2001-02-15,5.7590651512146
2001-02-16,5.794796466827393
2001-02-20,5.775485515594482
2001-02-21,5.712708950042725
2001-02-22,5.65186071395874
2001-02-23,5.611298561096191
2001-02-26,5.6209564208984375
2001-02-27,5.544657230377197
2001-02-28,5.543692588806152
2001-03-01,5.601639747619629
2001-03-02,5.7378153800964355
2001-03-05,5.85274600982666
2001-03-06,5.907797336578369
2001-03-07,6.113513469696045
2001-03-08,6.305707931518555
2001-03-09,6.345303058624268
2001-03-12,6.321165084838867
2001-03-13,6.224581718444824
2001-03-14,6.086472034454346
2001-03-15,6.166633129119873
2001-03-16,6.13089656829834
2001-03-19,6.166633129119873
2001-03-20,6.336614608764648
2001-03-21,6.321165084838867
2001-03-22,6.166633129119873
2001-03-23,6.283498287200928
2001-03-26,6.361724853515625
2001-03-27,6.490176677703857
2001-03-28,6.648568153381348
2001-03-29,6.490176677703857
2001-03-30,6.6640191078186035
2001-04-02,6.6891279220581055
2001-04-03,6.817582130432129
2001-04-04,6.925752639770508
2001-04-05,7.108287334442139
2001-04-06,6.997224807739258
2001-04-09,7.059997081756592
2001-04-10,7.304345607757568
2001-04-11,7.190383434295654
2001-04-12,7.234807968139648
2001-04-16,7.386435508728027
2001-04-17,7.484949111938477
2001-04-18,7.4173431396484375
2001-04-19,7.344908714294434
2001-04-20,7.311107158660889
2001-04-23,7.398025989532471
2001-04-24,7.503296375274658
2001-04-25,7.571871280670166
2001-04-26,7.707082271575928
2001-04-27,7.687768459320068
2001-04-30,7.7263970375061035
2001-05-01,7.7408881187438965
2001-05-02,7.391266345977783
2001-05-03,7.222253799438477
2001-05-04,7.4608073234558105
2001-05-07,7.4028639793396
2001-05-08,7.5100579261779785
2001-05-09,7.652623176574707
2001-05-10,7.52266788482666
2001-05-11,7.4101738929748535
2001-05-14,7.6555304527282715
2001-05-15,7.670077323913574
2001-05-16,7.632250785827637
2001-05-17,7.588613510131836
2001-05-18,7.712747573852539
2001-05-21,7.719540119171143
2001-05-22,7.467388153076172
2001-05-23,7.433454513549805
2001-05-24,7.303491592407227
2001-05-25,7.351989269256592
2001-05-29,7.273429870605469
2001-05-30,7.078502655029297
2001-05-31,7.195847988128662
2001-06-01,7.157054901123047
2001-06-04,7.22493839263916
2001-06-05,7.169665336608887
2001-06-06,6.834118843078613
2001-06-07,6.804051876068115
2001-06-08,6.807933807373047
2001-06-11,6.865149974822998
2001-06-12,6.856422424316406
2001-06-13,6.716769695281982
2001-06-14,6.617850303649902
2001-06-15,6.633368968963623
2001-06-18,6.5363922119140625
2001-06-19,6.470443248748779
2001-06-20,6.447172164916992
2001-06-21,6.565484523773193
2001-06-22,6.468505382537842
2001-06-25,6.299760341644287
2001-06-26,6.297821521759033
2001-06-27,6.245454788208008
2001-06-28,6.2551493644714355
2001-06-29,6.460747718811035
2001-07-02,6.406437397003174
2001-07-03,6.429710388183594
2001-07-05,6.507298946380615
2001-07-06,6.5363922119140625
2001-07-09,6.381221771240234
2001-07-10,6.356009006500244
2001-07-11,6.33273458480835
2001-07-12,6.293945789337158
2001-07-13,6.330796241760254
2001-07-16,6.330796241760254
2001-07-17,6.20665979385376
2001-07-18,6.383162975311279
2001-07-19,6.565484523773193
2001-07-20,6.555787563323975
2001-07-23,6.516993045806885
2001-07-24,6.468505382537842
2001-07-25,6.740049839019775
2001-07-26,7.01159143447876
2001-07-27,7.060079574584961
2001-07-30,6.96697473526001
2001-07-31,6.953397750854492
2001-08-01,6.856422424316406
2001-08-02,6.80987024307251
2001-08-03,6.677978515625
2001-08-06,6.691557884216309
2001-08-07,6.615912914276123
2001-08-08,6.439413070678711
2001-08-09,6.420014381408691
2001-08-10,6.385102272033691
2001-08-13,6.311400413513184
2001-08-14,6.427774906158447
2001-08-15,6.585640907287598
2001-08-16,6.513530254364014
2001-08-17,6.546660423278809
2001-08-20,6.501835346221924
2001-08-21,6.484292984008789
2001-08-22,6.460902690887451
2001-08-23,6.431673526763916
2001-08-24,6.410233497619629
2001-08-27,6.437518119812012
2001-08-28,6.363458156585693
2001-08-29,6.312784671783447
2001-08-30,6.267955303192139
2001-08-31,6.236772537231445
2001-09-04,6.215331554412842
2001-09-05,6.203639030456543
2001-09-06,6.193892478942871
2001-09-07,6.119832515716553
2001-09-10,6.119832515716553
2001-09-17,5.965861797332764
2001-09-18,5.671566486358643
2001-09-19,5.457175254821777
2001-09-20,5.418196678161621
2001-09-21,5.525390625
2001-09-24,5.412348747253418
2001-09-25,5.527338981628418
2001-09-26,5.30125617980957
2001-09-27,5.554626941680908
2001-09-28,5.848921298980713
2001-10-01,5.681309700012207
2001-10-02,5.856719970703125
2001-10-03,5.934678077697754
2001-10-04,6.119832515716553
2001-10-05,6.113984107971191
2001-10-08,6.15101957321167
2001-10-09,6.234822750091553
2001-10-10,6.455060005187988
2001-10-11,6.458957195281982
2001-10-12,6.314730644226074
2001-10-15,6.236772537231445
2001-10-16,6.217284679412842
2001-10-17,6.2952399253845215
2001-10-18,6.217284679412842
2001-10-19,6.396590232849121
2001-10-22,6.388794422149658
2001-10-23,6.2952399253845215
2001-10-24,6.320578098297119
2001-10-25,6.521324157714844
2001-10-26,6.548610687255859
2001-10-29,6.460902690887451
2001-10-30,6.369301795959473
2001-10-31,6.414130687713623
2001-11-01,6.392690181732178
2001-11-02,6.340071678161621
2001-11-05,6.373202800750732
2001-11-06,6.507681846618652
2001-11-07,6.577845573425293
2001-11-08,6.761049270629883
2001-11-09,6.718173027038574
2001-11-12,6.694785118103027
2001-11-13,6.640214443206787
2001-11-14,6.430687427520752
2001-11-15,6.215289115905762
2001-11-16,6.387605667114258
2001-11-19,6.309279441833496
2001-11-20,6.362151622772217
2001-11-21,6.344526290893555
2001-11-23,6.39739990234375
2001-11-26,6.420897483825684
2001-11-27,6.430687427520752
2001-11-28,6.285781383514404
2001-11-29,6.373900890350342
2001-11-30,6.3660664558410645
2001-12-03,6.418937683105469
2001-12-04,6.383691787719727
2001-12-05,6.456143856048584
2001-12-06,6.381731033325195
2001-12-07,6.54034423828125
2001-12-10,6.489432334899902
2001-12-11,6.36019229888916
2001-12-12,6.24661922454834
2001-12-13,6.191788673400879
2001-12-14,6.340607643127441
2001-12-17,6.228994369506836
2001-12-18,6.219201564788818
2001-12-19,6.332777500152588
2001-12-20,6.348443031311035
2001-12-21,6.248574733734131
2001-12-24,6.319069862365723
2001-12-26,6.448309898376465
2001-12-27,6.559930324554443
2001-12-28,6.675460338592529
2001-12-31,6.671545505523682
2002-01-02,6.446353435516357
2002-01-03,6.358233451843262
2002-01-04,6.24661922454834
2002-01-07,6.260324478149414
2002-01-08,6.168290138244629
2002-01-09,6.054713726043701
2002-01-10,6.1036696434021
2002-01-11,6.041008949279785
2002-01-14,6.084089279174805
2002-01-15,5.950931549072266
2002-01-16,5.876518249511719
2002-01-17,5.864772319793701
2002-01-18,5.807981491088867
2002-01-22,5.8275675773620605
2002-01-23,5.913727283477783
2002-01-24,5.929393768310547
2002-01-25,5.990096569061279
2002-01-28,6.0507988929748535
2002-01-29,5.8491058349609375
2002-01-30,5.970510959625244
2002-01-31,6.019468784332275
2002-02-01,6.025341033935547
2002-02-04,5.948974132537842
2002-02-05,5.898060321807861
2002-02-06,5.9787750244140625
2002-02-07,5.996493816375732
2002-02-08,5.974835395812988
2002-02-11,6.027988433837891
2002-02-12,5.898059368133545
2002-02-13,5.951213359832764
2002-02-14,5.961057662963867
2002-02-15,6.033897399902344
2002-02-19,6.142172336578369
2002-02-20,6.1638264656066895
2002-02-21,6.2110748291015625
2002-02-22,6.3469109535217285
2002-02-25,6.358722686767578
2002-02-26,6.400063514709473
2002-02-27,6.457152843475342
2002-02-28,6.433529376983643
2002-03-01,6.484718322753906
2002-03-04,6.510310649871826
2002-03-05,6.565430641174316
2002-03-06,6.752450466156006
2002-03-07,6.801670074462891
2002-03-08,6.738674640655518
2002-03-11,6.831199645996094
2002-03-12,6.78788948059082
2002-03-13,6.7307963371276855
2002-03-14,6.691427707672119
2002-03-15,6.691427707672119
2002-03-18,6.742607593536377
2002-03-19,6.811512470245361
2002-03-20,6.984751224517822
2002-03-21,6.980813980102539
2002-03-22,6.870568752288818
2002-03-25,6.801670074462891
2002-03-26,6.772140979766846
2002-03-27,6.917818069458008
2002-03-28,6.852854251861572
2002-04-01,7.030032157897949
2002-04-02,7.157991886138916
2002-04-03,6.992625713348389
2002-04-04,6.774107933044434
2002-04-05,6.772140979766846
2002-04-08,6.937504291534424
2002-04-09,6.8430094718933105
2002-04-10,7.037904739379883
2002-04-11,7.087119102478027
2002-04-12,7.073336601257324
2002-04-15,7.187527656555176
2002-04-16,7.226898193359375
2002-04-17,7.346981525421143
2002-04-18,7.378480911254883
2002-04-19,7.364701271057129
2002-04-22,7.2918620109558105
2002-04-23,7.333198547363281
2002-04-24,7.171773910522461
2002-04-25,7.2505202293396
2002-04-26,7.159959316253662
2002-04-29,7.106808662414551
2002-04-30,7.077277183532715
2002-05-01,7.067438125610352
2002-05-02,7.333198547363281
2002-05-03,7.217052459716797
2002-05-06,7.091061592102051
2002-05-07,7.087119102478027
2002-05-08,7.160309314727783
2002-05-09,7.120745658874512
2002-05-10,7.1563496589660645
2002-05-13,7.2295331954956055
2002-05-14,7.2493157386779785
2002-05-15,7.168217182159424
2002-05-16,7.168217182159424
2002-05-17,7.138551235198975
2002-05-20,7.176131725311279
2002-05-21,7.174152374267578
2002-05-22,7.2354736328125
2002-05-23,7.296788692474365
2002-05-24,7.294813632965088
2002-05-28,7.227555751800537
2002-05-29,7.162288665771484
2002-05-30,7.0732741355896
2002-05-31,7.124705791473389
2002-06-03,6.964487075805664
2002-06-04,7.049540042877197
2002-06-05,6.960533142089844
2002-06-06,6.966463088989258
2002-06-07,6.99415922164917
2002-06-10,6.895258903503418
2002-06-11,6.952619552612305
2002-06-12,6.922948360443115
2002-06-13,6.944708824157715
2002-06-14,6.952619552612305
2002-06-17,6.972400188446045
2002-06-18,6.940747261047363
2002-06-19,6.903168678283691
2002-06-20,6.974377155303955
2002-06-21,6.853719711303711
2002-06-24,6.808224678039551
2002-06-25,6.733063220977783
2002-06-26,6.733063220977783
2002-06-27,6.735041618347168
2002-06-28,6.784490585327148
2002-07-01,6.727126598358154
2002-07-02,6.648008823394775
2002-07-03,6.606470584869385
2002-07-05,6.683613300323486
2002-07-08,6.580756187438965
2002-07-09,6.5649333000183105
2002-07-10,6.5570197105407715
2002-07-11,6.487791538238525
2002-07-12,6.408671855926514
2002-07-15,6.422518730163574
2002-07-16,6.351314544677734
2002-07-17,6.357245445251465
2002-07-18,6.3315324783325195
2002-07-19,6.092196464538574
2002-07-22,5.918129920959473
2002-07-23,5.815276622772217
2002-07-24,6.149555683135986
2002-07-25,6.3552680015563965
2002-07-26,6.388890743255615
2002-07-29,6.578781604766846
2002-07-30,6.735041618347168
2002-07-31,6.762731075286865
2002-08-01,6.634163856506348
2002-08-02,6.5649333000183105
2002-08-05,6.511528015136719
2002-08-06,6.649981498718262
2002-08-07,6.758778095245361
2002-08-08,6.89723539352417
2002-08-09,6.920968532562256
2002-08-12,7.043606281280518
2002-08-13,6.845808029174805
2002-08-14,6.9571213722229
2002-08-15,7.108188152313232
2002-08-16,7.130058765411377
2002-08-19,7.110176086425781
2002-08-20,7.048556804656982
2002-08-21,7.116141319274902
2002-08-22,7.211553573608398
2002-08-23,7.139993667602539
2002-08-26,7.199626445770264
2002-08-27,7.116141319274902
2002-08-28,7.0088019371032715
2002-08-29,6.9551310539245605
2002-08-30,6.988927364349365
2002-09-03,6.808041095733643
2002-09-04,6.869659423828125
2002-09-05,6.967061996459961
2002-09-06,7.036632061004639
2002-09-09,7.114157199859619
2002-09-10,7.139993667602539
2002-09-11,7.108188152313232
2002-09-12,6.992905139923096
2002-09-13,7.0863261222839355
2002-09-16,7.153909206390381
2002-09-17,6.951153755187988
2002-09-18,6.941220760345459
2002-09-19,6.837859630584717
2002-09-20,6.776236057281494
2002-09-23,6.728531360626221
2002-09-24,6.599328994750977
2002-09-25,6.718592643737793
2002-09-26,6.9551310539245605
2002-09-27,6.891524791717529
2002-09-30,6.867675304412842
2002-10-01,6.901460647583008
2002-10-02,6.901460647583008
2002-10-03,7.000849723815918
2002-10-04,6.965071678161621
2002-10-07,6.9034504890441895
2002-10-08,6.798101425170898
2002-10-09,6.482049942016602
2002-10-10,6.6370930671691895
2002-10-11,6.7603325843811035
2002-10-14,6.905441761016846
2002-10-15,6.976999759674072
2002-10-16,6.8020806312561035
2002-10-17,6.9551310539245605
2002-10-18,6.817978858947754
2002-10-21,7.004826545715332
2002-10-22,6.814003944396973
2002-10-23,6.792139053344727
2002-10-24,6.7404584884643555
2002-10-25,6.74642276763916
2002-10-28,6.881586074829102
2002-10-29,6.804067611694336
2002-10-30,6.996879577636719
2002-10-31,7.07638692855835
2002-11-01,7.211553573608398
2002-11-04,7.126078128814697
2002-11-05,7.124091625213623
2002-11-06,7.108188152313232
2002-11-07,7.141977310180664
2002-11-08,6.978987693786621
2002-11-11,6.978987693786621
2002-11-12,6.9610981941223145
2002-11-13,6.853235244750977
2002-11-14,7.040993690490723
2002-11-15,7.106908321380615
2002-11-18,7.108907222747803
2002-11-19,6.991060256958008
2002-11-20,7.0909271240234375
2002-11-21,7.0949225425720215
2002-11-22,7.01702880859375
2002-11-25,7.078944683074951
2002-11-26,7.072947978973389
2002-11-27,7.0909271240234375
2002-11-29,7.044991970062256
2002-12-02,7.096922874450684
2002-12-03,7.176818370819092
2002-12-04,7.132880210876465
2002-12-05,7.150854587554932
2002-12-06,7.188806533813477
2002-12-09,7.110903263092041
2002-12-10,7.166832447052002
2002-12-11,7.270701885223389
2002-12-12,7.314643383026123
2002-12-13,7.2726969718933105
2002-12-16,7.292672157287598
2002-12-17,7.250727653503418
2002-12-18,7.128882884979248
2002-12-19,7.0949225425720215
2002-12-20,7.070959091186523
2002-12-23,7.084939479827881
2002-12-24,7.066961765289307
2002-12-26,7.03101110458374
2002-12-27,6.961096286773682
2002-12-30,6.987063407897949
2002-12-31,6.999050140380859
2003-01-02,7.060966491699219
2003-01-03,7.0869340896606445
2003-01-06,7.1868109703063965
2003-01-07,7.114897727966309
2003-01-08,7.080944061279297
2003-01-09,7.216766834259033
2003-01-10,7.1868109703063965
2003-01-13,7.168829917907715
2003-01-14,7.230752944946289
2003-01-15,7.288678169250488
2003-01-16,7.316640853881836
2003-01-17,7.20278787612915
2003-01-21,7.200790882110596
2003-01-22,7.192798614501953
2003-01-23,7.180816173553467
2003-01-24,7.140867233276367
2003-01-27,7.048985004425049
2003-01-28,7.052978515625
2003-01-29,7.180816173553467
2003-01-30,7.230752944946289
2003-01-31,7.426501750946045
2003-02-03,7.426501750946045
2003-02-04,7.5063982009887695
2003-02-05,7.373966693878174
2003-02-06,7.357912540435791
2003-02-07,7.3217973709106445
2003-02-10,7.301730632781982
2003-02-11,7.2214741706848145
2003-02-12,7.036874294281006
2003-02-13,7.002763271331787
2003-02-14,6.9586181640625
2003-02-18,7.103087425231934
2003-02-19,7.107105731964111
2003-02-20,7.081019401550293
2003-02-21,7.173311710357666
2003-02-24,7.20742654800415
2003-02-25,7.247557163238525
2003-02-26,7.183348178863525
2003-02-27,7.173311710357666
2003-02-28,7.2836737632751465
2003-03-03,7.440186023712158
2003-03-04,7.534491539001465
2003-03-05,7.516432285308838
2003-03-06,7.5385026931762695
2003-03-07,7.496368885040283
2003-03-10,7.398046493530273
2003-03-11,7.3699564933776855
2003-03-12,7.287686824798584
2003-03-13,7.2836737632751465
2003-03-14,7.2836737632751465
2003-03-17,7.383998870849609
2003-03-18,7.343870639801025
2003-03-19,7.394037246704102
2003-03-20,7.359924793243408
2003-03-21,7.30374002456665
2003-03-24,7.315779209136963
2003-03-25,7.315779209136963
2003-03-26,7.269629955291748
2003-03-27,7.3539042472839355
2003-03-28,7.458242416381836
2003-03-31,7.52646541595459
2003-04-01,7.5545573234558105
2003-04-02,7.562584400177002
2003-04-03,7.494360446929932
2003-04-04,7.504389762878418
2003-04-07,7.464261054992676
2003-04-08,7.514423370361328
2003-04-09,7.614749431610107
2003-04-10,7.626792907714844
2003-04-11,7.626792907714844
2003-04-14,7.624784469604492
2003-04-15,7.6468586921691895
2003-04-16,7.5465312004089355
2003-04-17,7.672938346862793
2003-04-21,7.699025630950928
2003-04-22,7.8134002685546875
2003-04-23,7.719089508056641
2003-04-24,7.634816646575928
2003-04-25,7.602713584899902
2003-04-28,7.630802154541016
2003-04-29,7.5465312004089355
2003-04-30,7.709057807922363
2003-05-01,7.759223937988281
2003-05-02,7.799350738525391
2003-05-05,7.789320468902588
2003-05-06,7.819416522979736
2003-05-07,7.785127639770508
2003-05-08,7.66411828994751
2003-05-09,7.668154239654541
2003-05-12,7.734707355499268
2003-05-13,7.658066272735596
2003-05-14,7.635881423950195
2003-05-15,7.639918327331543
2003-05-16,7.690340518951416
2003-05-19,7.662099838256836
2003-05-20,7.672184944152832
2003-05-21,7.7750396728515625
2003-05-22,7.730677127838135
2003-05-23,8.021105766296387
2003-05-27,8.051356315612793
2003-05-28,7.99488639831543
2003-05-29,7.9565653800964355
2003-05-30,8.119932174682617
2003-06-02,8.275227546691895
2003-06-03,8.325651168823242
2003-06-04,8.38615608215332
2003-06-05,8.170351028442383
2003-06-06,8.154216766357422
2003-06-09,8.11791706085205
2003-06-10,8.15623950958252
2003-06-11,8.297415733337402
2003-06-12,8.267162322998047
2003-06-13,8.269180297851562
2003-06-16,8.25909423828125
2003-06-17,8.269180297851562
2003-06-18,8.269180297851562
2003-06-19,8.317586898803711
2003-06-20,8.339768409729004
2003-06-23,8.293387413024902
2003-06-24,8.327667236328125
2003-06-25,8.390193939208984
2003-06-26,8.353891372680664
2003-06-27,8.261114120483398
2003-06-30,8.216743469238281
2003-07-01,8.210689544677734
2003-07-02,8.281279563903809
2003-07-03,8.275227546691895
2003-07-07,8.25909423828125
2003-07-08,8.188504219055176
2003-07-09,8.226827621459961
2003-07-10,8.168342590332031
2003-07-11,8.214727401733398
2003-07-14,8.180441856384277
2003-07-15,8.148167610168457
2003-07-16,8.18648910522461
2003-07-17,8.14211654663086
2003-07-18,8.123963356018066
2003-07-21,8.07757568359375
2003-07-22,8.067490577697754
2003-07-23,7.940432548522949
2003-07-24,7.839584827423096
2003-07-25,7.819417476654053
2003-07-28,7.865803241729736
2003-07-29,7.867822647094727
2003-07-30,7.853707790374756
2003-07-31,7.791182994842529
2003-08-01,7.785127639770508
2003-08-04,7.66411828994751
2003-08-05,7.66411828994751
2003-08-06,7.7528605461120605
2003-08-07,7.777063369750977
2003-08-08,7.8174004554748535
2003-08-11,7.924294948577881
2003-08-12,7.942444324493408
2003-08-13,8.009511947631836
2003-08-14,8.027807235717773
2003-08-15,8.046096801757812
2003-08-18,8.056254386901855
2003-08-19,8.031865119934082
2003-08-20,8.025773048400879
2003-08-21,8.046096801757812
2003-08-22,7.948544502258301
2003-08-25,7.985125541687012
2003-08-26,7.991225242614746
2003-08-27,7.979025840759277
2003-08-28,8.05016040802002
2003-08-29,8.021708488464355
2003-09-02,8.044065475463867
2003-09-03,8.105035781860352
2003-09-04,8.088775634765625
2003-09-05,8.074548721313477
2003-09-08,8.15381145477295
