Date,CPT
2000-01-03,7.828786373138428
2000-01-04,7.628053665161133
2000-01-05,7.646298408508301
2000-01-06,7.792291164398193
2000-01-07,7.938281536102295
2000-01-10,7.8470354080200195
2000-01-11,7.810538291931152
2000-01-12,7.774041652679443
2000-01-13,7.8470354080200195
2000-01-14,7.8470354080200195
2000-01-18,7.8470354080200195
2000-01-19,7.956532955169678
2000-01-20,7.956532955169678
2000-01-21,7.8470354080200195
2000-01-24,7.792291164398193
2000-01-25,7.755794525146484
2000-01-26,7.8470354080200195
2000-01-27,7.774041652679443
2000-01-28,7.701041221618652
2000-01-31,7.555051803588867
2000-02-01,7.737545490264893
2000-02-02,7.609803199768066
2000-02-03,7.646298408508301
2000-02-04,7.682798385620117
2000-02-07,7.591553688049316
2000-02-08,7.737545490264893
2000-02-09,7.664546966552734
2000-02-10,7.682798385620117
2000-02-11,7.664546966552734
2000-02-14,7.664546966552734
2000-02-15,7.701041221618652
2000-02-16,7.737545490264893
2000-02-17,7.774041652679443
2000-02-18,7.737545490264893
2000-02-22,7.755794525146484
2000-02-23,7.755794525146484
2000-02-24,7.719295978546143
2000-02-25,7.701041221618652
2000-02-28,7.664546966552734
2000-02-29,7.828786373138428
2000-03-01,7.701041221618652
2000-03-02,7.719295978546143
2000-03-03,7.755794525146484
2000-03-06,7.810538291931152
2000-03-07,7.664546966552734
2000-03-08,7.755794525146484
2000-03-09,7.774041652679443
2000-03-10,7.755794525146484
2000-03-13,7.737545490264893
2000-03-14,7.737545490264893
2000-03-15,7.774041652679443
2000-03-16,7.938281536102295
2000-03-17,7.938281536102295
2000-03-20,7.993027687072754
2000-03-21,7.920031547546387
2000-03-22,7.993027687072754
2000-03-23,7.993027687072754
2000-03-24,7.956532955169678
2000-03-27,7.920031547546387
2000-03-28,7.8470354080200195
2000-03-29,7.959020137786865
2000-03-30,7.959020137786865
2000-03-31,8.0708589553833
2000-04-03,8.0708589553833
2000-04-04,8.108137130737305
2000-04-05,8.219974517822266
2000-04-06,8.257250785827637
2000-04-07,8.331809043884277
2000-04-10,8.331809043884277
2000-04-11,8.369088172912598
2000-04-12,8.480927467346191
2000-04-13,8.592763900756836
2000-04-14,8.57412052154541
2000-04-17,8.57412052154541
2000-04-18,8.592763900756836
2000-04-19,8.57412052154541
2000-04-20,8.57412052154541
2000-04-24,8.518205642700195
2000-04-25,8.611401557922363
2000-04-26,8.611401557922363
2000-04-27,8.630043029785156
2000-04-28,8.46228313446045
2000-05-01,8.499565124511719
2000-05-02,8.536843299865723
2000-05-03,8.630043029785156
2000-05-04,8.592763900756836
2000-05-05,8.630043029785156
2000-05-08,8.611401557922363
2000-05-09,8.555481910705566
2000-05-10,8.536843299865723
2000-05-11,8.611401557922363
2000-05-12,8.630043029785156
2000-05-15,8.648682594299316
2000-05-16,8.592763900756836
2000-05-17,8.46228313446045
2000-05-18,8.443648338317871
2000-05-19,8.443648338317871
2000-05-22,8.480927467346191
2000-05-23,8.499565124511719
2000-05-24,8.592763900756836
2000-05-25,8.46228313446045
2000-05-26,8.518205642700195
2000-05-30,8.518205642700195
2000-05-31,8.369088172912598
2000-06-01,8.35045051574707
2000-06-02,8.425004959106445
2000-06-05,8.38772964477539
2000-06-06,8.536843299865723
2000-06-07,8.57412052154541
2000-06-08,8.630043029785156
2000-06-09,8.648682594299316
2000-06-12,8.630043029785156
2000-06-13,8.835074424743652
2000-06-14,8.965546607971191
2000-06-15,9.058748245239258
2000-06-16,8.853714942932129
2000-06-19,9.170586585998535
2000-06-20,9.096024513244629
2000-06-21,9.133301734924316
2000-06-22,9.002829551696777
2000-06-23,9.021467208862305
2000-06-26,9.021467208862305
2000-06-27,9.021467208862305
2000-06-28,9.135576248168945
2000-06-29,9.097590446472168
2000-06-30,8.931403160095215
2000-07-03,8.983633041381836
2000-07-05,9.135576248168945
2000-07-06,9.230542182922363
2000-07-07,9.154572486877441
2000-07-10,9.211544036865234
2000-07-11,9.154572486877441
2000-07-12,9.097590446472168
2000-07-13,9.097590446472168
2000-07-14,9.078598022460938
2000-07-17,9.059600830078125
2000-07-18,9.040610313415527
2000-07-19,9.040610313415527
2000-07-20,9.078598022460938
2000-07-21,9.059600830078125
2000-07-24,9.135576248168945
2000-07-25,9.173563957214355
2000-07-26,9.173563957214355
2000-07-27,9.363492965698242
2000-07-28,9.401481628417969
2000-07-31,9.496443748474121
2000-08-01,9.724355697631836
2000-08-02,9.553421974182129
2000-08-03,9.53442668914795
2000-08-04,9.458459854125977
2000-08-07,9.458459854125977
2000-08-08,9.477447509765625
2000-08-09,9.515437126159668
2000-08-10,9.43946361541748
2000-08-11,9.382484436035156
2000-08-14,9.458459854125977
2000-08-15,9.401481628417969
2000-08-16,9.477447509765625
2000-08-17,9.477447509765625
2000-08-18,9.382484436035156
2000-08-21,9.363492965698242
2000-08-22,9.325506210327148
2000-08-23,9.26852798461914
2000-08-24,9.135576248168945
2000-08-25,9.078598022460938
2000-08-28,9.002628326416016
2000-08-29,8.945646286010742
2000-08-30,9.097590446472168
2000-08-31,9.097590446472168
2000-09-01,9.097590446472168
2000-09-05,9.097590446472168
2000-09-06,9.078598022460938
2000-09-07,9.173563957214355
2000-09-08,9.26852798461914
2000-09-11,9.306516647338867
2000-09-12,9.325506210327148
2000-09-13,9.325506210327148
2000-09-14,9.363492965698242
2000-09-15,9.26852798461914
2000-09-18,9.059600830078125
2000-09-19,9.097590446472168
2000-09-20,9.211544036865234
2000-09-21,9.078598022460938
2000-09-22,9.230542182922363
2000-09-25,9.192554473876953
2000-09-26,9.211544036865234
2000-09-27,9.366519927978516
2000-09-28,9.482640266418457
2000-09-29,9.59875202178955
2000-10-02,9.366519927978516
2000-10-03,9.134293556213379
2000-10-04,9.134293556213379
2000-10-05,9.231051445007324
2000-10-06,9.289115905761719
2000-10-09,9.250405311584473
2000-10-10,9.289115905761719
2000-10-11,9.114941596984863
2000-10-12,8.960124969482422
2000-10-13,9.095592498779297
2000-10-16,9.153647422790527
2000-10-17,9.114941596984863
2000-10-18,9.114941596984863
2000-10-19,9.250405311584473
2000-10-20,9.250405311584473
2000-10-23,9.134293556213379
2000-10-24,8.960124969482422
2000-10-25,8.727893829345703
2000-10-26,8.863360404968262
2000-10-27,8.90206527709961
2000-10-30,8.747248649597168
2000-10-31,8.863360404968262
2000-11-01,8.824658393859863
2000-11-02,8.882709503173828
2000-11-03,8.882709503173828
2000-11-06,9.056882858276367
2000-11-07,8.960124969482422
2000-11-08,8.99882984161377
2000-11-09,9.056882858276367
2000-11-10,9.018179893493652
2000-11-13,9.0375337600708
2000-11-14,9.0375337600708
2000-11-15,9.172999382019043
2000-11-16,9.095592498779297
2000-11-17,9.308465957641602
2000-11-20,9.366519927978516
2000-11-21,9.269759178161621
2000-11-22,9.250405311584473
2000-11-24,9.308465957641602
2000-11-27,9.269759178161621
2000-11-28,9.289115905761719
2000-11-29,9.463285446166992
2000-11-30,9.618101119995117
2000-12-01,9.618101119995117
2000-12-04,9.637460708618164
2000-12-05,9.830975532531738
2000-12-06,9.792275428771973
2000-12-07,9.811626434326172
2000-12-08,9.947089195251465
2000-12-11,10.024500846862793
2000-12-12,9.966445922851562
2000-12-13,9.985795974731445
2000-12-14,10.005646705627441
2000-12-15,10.025345802307129
2000-12-18,10.084433555603027
2000-12-19,10.222306251525879
2000-12-20,10.360179901123047
2000-12-21,10.281392097473145
2000-12-22,10.320789337158203
2000-12-26,10.360179901123047
2000-12-27,10.478362083435059
2000-12-28,10.655624389648438
2000-12-29,10.55714225769043
2001-01-02,10.360179901123047
2001-01-03,10.458663940429688
2001-01-04,10.419269561767578
2001-01-05,10.222306251525879
2001-01-08,10.163223266601562
2001-01-09,10.281392097473145
2001-01-10,10.340485572814941
2001-01-11,10.2420015335083
2001-01-12,10.281392097473145
2001-01-16,10.2420015335083
2001-01-17,10.202610969543457
2001-01-18,10.261701583862305
2001-01-19,10.2420015335083
2001-01-22,10.261701583862305
2001-01-23,10.399576187133789
2001-01-24,10.360179901123047
2001-01-25,10.360179901123047
2001-01-26,10.360179901123047
2001-01-29,10.3964204788208
2001-01-30,10.459451675415039
2001-01-31,10.478362083435059
2001-02-01,10.490962982177734
2001-02-02,10.478362083435059
2001-02-05,10.41218090057373
2001-02-06,10.333392143249512
2001-02-07,10.35230541229248
2001-02-08,10.122252464294434
2001-02-09,9.974138259887695
2001-02-12,10.037165641784668
2001-02-13,10.005646705627441
2001-02-14,10.037165641784668
2001-02-15,10.150615692138672
2001-02-16,10.06867790222168
2001-02-20,10.037165641784668
2001-02-21,9.895352363586426
2001-02-22,9.79135513305664
2001-02-23,9.879591941833496
2001-02-26,10.052921295166016
2001-02-27,9.993042945861816
2001-02-28,10.090736389160156
2001-03-01,10.289270401000977
2001-03-02,10.273521423339844
2001-03-05,10.178976058959961
2001-03-06,10.210492134094238
2001-03-07,10.260915756225586
2001-03-08,10.19473648071289
2001-03-09,10.19473648071289
2001-03-12,10.131706237792969
2001-03-13,10.169520378112793
2001-03-14,10.172674179077148
2001-03-15,10.131706237792969
2001-03-16,10.1474609375
2001-03-19,10.320789337158203
2001-03-20,10.35230541229248
2001-03-21,10.289270401000977
2001-03-22,10.368062019348145
2001-03-23,10.327095985412598
2001-03-26,10.323936462402344
2001-03-27,10.298727035522461
2001-03-28,10.340475082397461
2001-03-29,10.468927383422852
2001-03-30,10.677667617797852
2001-04-02,10.597383499145508
2001-04-03,10.507467269897461
2001-04-04,10.507467269897461
2001-04-05,10.61343765258789
2001-04-06,10.523528099060059
2001-04-09,10.53315544128418
2001-04-10,10.642342567443848
2001-04-11,10.56848430633545
2001-04-12,10.594167709350586
2001-04-16,10.62950325012207
2001-04-17,10.677667617797852
2001-04-18,10.696931838989258
2001-04-19,10.790059089660645
2001-04-20,10.725833892822266
2001-04-23,10.677667617797852
2001-04-24,10.684088706970215
2001-04-25,10.671244621276855
2001-04-26,10.6937255859375
2001-04-27,10.722624778747559
2001-04-30,10.6937255859375
2001-05-01,10.6937255859375
2001-05-02,10.680877685546875
2001-05-03,10.6937255859375
2001-05-04,10.725833892822266
2001-05-07,10.594167709350586
2001-05-08,10.642342567443848
2001-05-09,10.677667617797852
2001-05-10,10.61343765258789
2001-05-11,10.687301635742188
2001-05-14,10.6937255859375
2001-05-15,10.6937255859375
2001-05-16,10.661608695983887
2001-05-17,10.684088706970215
2001-05-18,10.677667617797852
2001-05-21,10.822176933288574
2001-05-22,10.828598022460938
2001-05-23,10.886402130126953
2001-05-24,10.918516159057617
2001-05-25,11.175423622131348
2001-05-29,11.098349571228027
2001-05-30,10.966691017150879
2001-05-31,11.04697036743164
2001-06-01,11.111193656921387
2001-06-04,11.06302261352539
2001-06-05,11.15936279296875
2001-06-06,11.178629875183105
2001-06-07,11.223587036132812
2001-06-08,11.191473007202148
2001-06-11,11.41627025604248
2001-06-12,11.560787200927734
2001-06-13,11.5511474609375
2001-06-14,11.612164497375488
2001-06-15,11.560787200927734
2001-06-18,11.599321365356445
2001-06-19,11.592893600463867
2001-06-20,11.753462791442871
2001-06-21,11.766307830810547
2001-06-22,11.641067504882812
2001-06-25,11.608948707580566
2001-06-26,11.747041702270508
2001-06-27,11.805821418762207
2001-06-28,11.913594245910645
2001-06-29,11.985441207885742
2001-07-02,11.97237777709961
2001-07-03,11.965847969055176
2001-07-05,11.942985534667969
2001-07-06,11.991971969604492
2001-07-09,11.98870849609375
2001-07-10,11.92666244506836
2001-07-11,11.995237350463867
2001-07-12,12.07688045501709
2001-07-13,12.050762176513672
2001-07-16,12.060550689697266
2001-07-17,12.109540939331055
2001-07-18,12.021368026733398
2001-07-19,12.181384086608887
2001-07-20,12.129136085510254
2001-07-23,12.034424781799316
2001-07-24,11.920127868652344
2001-07-25,11.949518203735352
2001-07-26,11.98870849609375
2001-07-27,11.871136665344238
2001-07-30,12.08340835571289
2001-07-31,12.230377197265625
2001-08-01,12.227106094360352
2001-08-02,12.132405281066895
2001-08-03,12.11933422088623
2001-08-06,12.230377197265625
2001-08-07,12.295696258544922
2001-08-08,12.312021255493164
2001-08-09,12.32834243774414
2001-08-10,12.423055648803711
2001-08-13,12.312021255493164
2001-08-14,12.449178695678711
2001-08-15,12.55368709564209
2001-08-16,12.605935096740723
2001-08-17,12.71696949005127
2001-08-20,12.736573219299316
2001-08-21,12.828003883361816
2001-08-22,12.821479797363281
2001-08-23,12.841076850891113
2001-08-24,12.720250129699707
2001-08-27,12.654923439025879
2001-08-28,12.641860008239746
2001-08-29,12.409997940063477
2001-08-30,12.361004829406738
2001-08-31,12.361004829406738
2001-09-04,12.312021255493164
2001-09-05,12.26303482055664
2001-09-06,12.067083358764648
2001-09-07,11.956046104431152
2001-09-10,11.985441207885742
2001-09-17,11.730703353881836
2001-09-18,12.067083358764648
2001-09-19,12.001768112182617
2001-09-20,11.845008850097656
2001-09-21,11.773163795471191
2001-09-24,11.805821418762207
2001-09-25,11.871136665344238
2001-09-26,12.053823471069336
2001-09-27,12.183362007141113
2001-09-28,12.322868347167969
2001-10-01,12.36272144317627
2001-10-02,12.263079643249512
2001-10-03,11.950854301452637
2001-10-04,12.05714225769043
2001-10-05,12.02060604095459
2001-10-08,11.84456729888916
2001-10-09,11.69841480255127
2001-10-10,11.808028221130371
2001-10-11,11.77481460571289
2001-10-12,11.791425704956055
2001-10-15,11.884424209594727
2001-10-16,11.798065185546875
2001-10-17,11.827961921691895
2001-10-18,11.824637413024902
2001-10-19,11.798065185546875
