Date,BX
2007-12-04,7.955166816711426
2007-12-05,8.037176132202148
2007-12-06,8.025991439819336
2007-12-07,8.1751070022583
2007-12-10,8.741735458374023
2007-12-11,8.641082763671875
2007-12-12,8.659725189208984
2007-12-13,8.823749542236328
2007-12-14,8.797653198242188
2007-12-17,8.63735580444336
2007-12-18,8.700727462768555
2007-12-19,8.764103889465332
2007-12-20,8.786470413208008
2007-12-21,8.864754676818848
2007-12-24,8.667177200317383
2007-12-26,8.663451194763184
2007-12-27,8.566529273986816
2007-12-28,8.178834915161133
2007-12-31,8.249667167663574
2008-01-02,8.104281425476074
2008-01-03,7.9178876876831055
2008-01-04,7.567471981048584
2008-01-07,7.239422798156738
2008-01-08,6.710074424743652
2008-01-09,6.747349262237549
2008-01-10,7.395994663238525
2008-01-11,7.478006362915039
2008-01-14,7.601021766662598
2008-01-15,7.343803882598877
2008-01-16,7.1201372146606445
2008-01-17,6.848005294799805
2008-01-18,6.959839820861816
2008-01-22,6.997115135192871
2008-01-23,7.668121814727783
2008-01-24,7.817234039306641
2008-01-25,7.217054843902588
2008-01-28,7.138769626617432
2008-01-29,7.079128265380859
2008-01-30,6.952382564544678
2008-01-31,6.840545654296875
2008-02-01,6.97847843170166
2008-02-04,7.019486427307129
2008-02-05,6.792087554931641
2008-02-06,6.642971038818359
2008-02-07,6.590783596038818
2008-02-08,6.527413845062256
2008-02-11,6.628063678741455
2008-02-12,6.557235240936279
2008-02-13,6.572145462036133
2008-02-14,6.273919105529785
2008-02-15,6.176995754241943
2008-02-19,6.012972354888916
2008-02-20,6.0502495765686035
2008-02-21,5.93841552734375
2008-02-22,5.860130786895752
2008-02-25,5.945873260498047
2008-02-26,6.337294101715088
2008-02-27,6.4118499755859375
2008-02-28,6.359660625457764
2008-02-29,6.150902271270752
2008-03-03,6.053978443145752
2008-03-04,5.88622522354126
2008-03-05,5.916047096252441
2008-03-06,5.610367298126221
2008-03-07,5.435158729553223
2008-03-10,5.591729640960693
2008-03-11,6.035336971282959
2008-03-12,6.1397175788879395
2008-03-13,6.244096755981445
2008-03-14,5.8824968338012695
2008-03-17,5.423978805541992
2008-03-18,5.670011520385742
2008-03-19,5.450069427490234
2008-03-20,5.7594804763793945
2008-03-24,5.85267448425293
2008-03-25,6.065160751342773
2008-03-26,6.024153709411621
2008-03-27,5.826641082763672
2008-03-28,5.830440998077393
2008-03-31,6.031750679016113
2008-04-01,6.529335021972656
2008-04-02,6.715451240539551
2008-04-03,6.749638080596924
2008-04-04,7.080090045928955
2008-04-07,7.2510175704956055
2008-04-08,7.061103343963623
2008-04-09,7.0497050285339355
2008-04-10,6.935755729675293
2008-04-11,6.745840072631836
2008-04-14,6.529335021972656
2008-04-15,6.582507133483887
2008-04-16,6.707857131958008
2008-04-17,7.076293468475342
2008-04-18,7.224427223205566
2008-04-21,7.102880477905273
2008-04-22,7.072494029998779
2008-04-23,6.969937801361084
2008-04-24,7.045905113220215
2008-04-25,7.292799949645996
2008-04-28,7.197839736938477
2008-04-29,7.144663333892822
2008-04-30,7.091488838195801
2008-05-01,7.41054630279541
2008-05-02,7.680229187011719
2008-05-05,7.486513137817383
2008-05-06,7.395353317260742
2008-05-07,7.345973014831543
2008-05-08,7.224427223205566
2008-05-09,7.140864372253418
2008-05-12,7.205434322357178
2008-05-13,7.235825061798096
2008-05-14,7.406749725341797
2008-05-15,7.80177640914917
2008-05-16,7.638449668884277
2008-05-19,7.684024333953857
2008-05-20,7.699223041534424
2008-05-21,7.342174053192139
2008-05-22,7.277603626251221
2008-05-23,7.04210901260376
2008-05-27,7.18264627456665
2008-05-28,7.201944828033447
2008-05-29,7.352465629577637
2008-05-30,7.514568328857422
2008-06-02,7.499129772186279
2008-06-03,7.452817916870117
2008-06-04,7.3679070472717285
2008-06-05,7.313870906829834
2008-06-06,7.124755859375
2008-06-09,6.978091716766357
2008-06-10,6.916338920593262
2008-06-11,6.5381035804748535
2008-06-12,6.599853038787842
2008-06-13,6.900898456573486
2008-06-16,7.005107402801514
2008-06-17,6.947212219238281
2008-06-18,6.954933166503906
2008-06-19,7.101594924926758
2008-06-20,7.0166850090026855
2008-06-23,7.043701171875
2008-06-24,7.093875885009766
2008-06-25,7.337027072906494
2008-06-26,7.221243858337402
2008-06-27,7.228964805603027
2008-06-30,7.028265476226807
2008-07-01,6.77739143371582
2008-07-02,6.6847639083862305
2008-07-03,6.650025844573975
2008-07-07,6.4724860191345215
2008-07-08,6.638449192047119
2008-07-09,6.426171779632568
2008-07-10,6.345123291015625
2008-07-11,6.0363569259643555
2008-07-14,5.716010570526123
2008-07-15,5.646543025970459
2008-07-16,6.341261863708496
2008-07-17,6.56897497177124
2008-07-18,6.6731858253479
2008-07-21,6.599853038787842
2008-07-22,6.661605358123779
2008-07-23,6.870022773742676
2008-07-24,6.507224082946777
2008-07-25,6.565118312835693
2008-07-28,6.464766502380371
2008-07-29,6.792832851409912
2008-07-30,6.858443260192871
2008-07-31,7.167207717895508
2008-08-01,7.090018272399902
2008-08-04,6.920196533203125
2008-08-05,7.008963584899902
2008-08-06,7.236680507659912
2008-08-07,7.117034435272217
2008-08-08,7.163348197937012
2008-08-11,7.267558574676514
2008-08-12,7.074578285217285
2008-08-13,6.900898456573486
2008-08-14,6.843006134033203
2008-08-15,6.788970470428467
2008-08-18,6.626871109008789
2008-08-19,6.5381035804748535
2008-08-20,6.487925052642822
2008-08-21,6.530378341674805
2008-08-22,6.700199604034424
2008-08-25,6.657747745513916
2008-08-26,6.64616584777832
2008-08-27,6.709012508392334
2008-08-28,6.921126842498779
2008-08-29,7.02325439453125
2008-09-02,6.870063304901123
2008-09-03,6.740439414978027
2008-09-04,6.575462341308594
2008-09-05,6.4536967277526855
2008-09-08,6.599030494689941
2008-09-09,6.296575546264648
2008-09-10,6.331927299499512
2008-09-11,6.269079208374023
2008-09-12,6.249440670013428
2008-09-15,6.457624912261963
2008-09-16,6.508686065673828
2008-09-17,5.891992568969727
2008-09-18,6.68544864654541
2008-09-19,6.96040678024292
2008-09-22,6.379063129425049
2008-09-23,6.473336219787598
2008-09-24,6.606887340545654
2008-09-25,6.520473003387451
2008-09-26,6.602960586547852
2008-09-29,6.166954517364502
2008-09-30,6.025543689727783
2008-10-01,5.899846076965332
2008-10-02,5.734874248504639
2008-10-03,6.025543689727783
2008-10-06,5.381354808807373
2008-10-07,5.259583473205566
2008-10-08,4.988553047180176
2008-10-09,3.4212825298309326
2008-10-10,3.1384689807891846
2008-10-13,3.798370599746704
2008-10-14,4.269729137420654
2008-10-15,3.6137535572052
2008-10-16,3.6766035556793213
2008-10-17,4.273658752441406
2008-10-20,4.069403171539307
2008-10-21,3.5351951122283936
2008-10-22,3.4959161281585693
2008-10-23,3.3387951850891113
2008-10-24,3.0991873741149902
2008-10-27,2.749596118927002
2008-10-28,2.926356554031372
2008-10-29,3.5666205883026123
2008-10-30,3.4998438358306885
2008-10-31,3.590186834335327
2008-11-03,3.38200306892395
2008-11-04,3.5469794273376465
2008-11-05,3.3780760765075684
2008-11-06,2.9656357765197754
2008-11-07,2.949923515319824
2008-11-10,2.9734928607940674
2008-11-11,2.871363639831543
2008-11-12,2.753523826599121
2008-11-13,2.836012363433838
2008-11-14,2.5531957149505615
2008-11-17,2.4903485774993896
2008-11-18,2.5492684841156006
2008-11-19,2.337157726287842
2008-11-20,2.0032777786254883
2008-11-21,1.8265169858932495
2008-11-24,2.525700330734253
2008-11-25,2.529820680618286
2008-11-26,2.5916244983673096
2008-11-28,2.5792624950408936
2008-12-01,2.2908480167388916
2008-12-02,2.200202703475952
2008-12-03,2.4886186122894287
2008-12-04,2.3608908653259277
2008-12-05,2.583383321762085
2008-12-08,2.8388383388519287
2008-12-09,2.8882815837860107
2008-12-10,2.7152321338653564
2008-12-11,2.649308204650879
2008-12-12,2.550421714782715
2008-12-15,2.571023464202881
2008-12-16,2.5051004886627197
2008-12-17,2.430934190750122
2008-12-18,2.3814923763275146
2008-12-19,2.4432952404022217
2008-12-22,2.426814556121826
2008-12-23,2.4638962745666504
2008-12-24,2.369131088256836
2008-12-26,2.4474165439605713
2008-12-29,2.661668300628662
2008-12-30,2.5792624950408936
2008-12-31,2.690509080886841
2009-01-02,2.9418447017669678
2009-01-05,3.0901713371276855
2009-01-06,3.3373849391937256
2009-01-07,3.0530900955200195
2009-01-08,3.0901713371276855
2009-01-09,2.9995265007019043
2009-01-12,2.653428077697754
2009-01-13,2.521580696105957
2009-01-14,2.3361704349517822
2009-01-15,2.200202703475952
2009-01-16,2.1425185203552246
2009-01-20,1.9035462141036987
2009-01-21,1.8129010200500488
2009-01-22,1.7304959297180176
2009-01-23,1.85822331905365
2009-01-26,1.8788241147994995
2009-01-27,1.8417426347732544
2009-01-28,2.101317882537842
2009-01-29,1.854103446006775
2009-01-30,1.85822331905365
2009-02-02,1.7675786018371582
2009-02-03,1.8252614736557007
2009-02-04,1.9777101278305054
2009-02-05,1.9777101278305054
2009-02-06,2.2125632762908936
2009-02-09,2.0353927612304688
2009-02-10,1.8335020542144775
2009-02-11,1.8994258642196655
2009-02-12,2.0106725692749023
2009-02-13,2.0724759101867676
2009-02-17,1.8747047185897827
2009-02-18,1.7428574562072754
2009-02-19,1.6686924695968628
2009-02-20,1.6316108703613281
2009-02-23,1.602769136428833
2009-02-24,1.7675786018371582
2009-02-25,1.6975343227386475
2009-02-26,1.5945289134979248
2009-02-27,2.006551742553711
2009-03-02,1.9653493165969849
2009-03-03,2.3444106578826904
2009-03-04,2.5256996154785156
2009-03-05,2.2414042949676514
2009-03-06,2.4432952404022217
2009-03-09,2.311448574066162
2009-03-10,2.4638962745666504
2009-03-11,2.5133397579193115
2009-03-12,2.5133397579193115
2009-03-13,2.455657482147217
2009-03-16,2.496858835220337
2009-03-17,2.4597771167755127
2009-03-18,2.50097918510437
2009-03-19,2.6781482696533203
2009-03-20,2.595745086669922
2009-03-23,3.217900276184082
2009-03-24,3.386829376220703
2009-03-25,3.209658622741699
2009-03-26,3.2549805641174316
2009-03-27,3.1931777000427246
2009-03-30,2.8182373046875
2009-03-31,2.987165927886963
2009-04-01,3.020128011703491
2009-04-02,3.2261388301849365
2009-04-03,3.3250248432159424
2009-04-06,3.209658622741699
2009-04-07,2.983046293258667
2009-04-08,2.9954066276550293
2009-04-09,3.1437346935272217
2009-04-13,3.2137789726257324
2009-04-14,3.4486305713653564
2009-04-15,3.6505234241485596
2009-04-16,3.667004108428955
2009-04-17,3.572239637374878
2009-04-20,3.1107735633850098
2009-04-21,3.151975154876709
2009-04-22,3.2467403411865234
2009-04-23,3.423910140991211
2009-04-24,3.60520076751709
2009-04-27,3.3991880416870117
2009-04-28,3.419790029525757
2009-04-29,3.6752431392669678
2009-04-30,4.03370475769043
2009-05-01,4.647618770599365
2009-05-04,4.903070449829102
2009-05-05,5.0102009773254395
2009-05-06,5.422220706939697
2009-05-07,5.146167755126953
2009-05-08,5.702397346496582
2009-05-11,5.207970142364502
2009-05-12,5.220330715179443
2009-05-13,4.791826248168945
2009-05-14,4.7753448486328125
2009-05-15,4.746504783630371
2009-05-18,5.0102009773254395
2009-05-19,4.767106533050537
2009-05-20,4.6146559715271
2009-05-21,4.441606521606445
2009-05-22,4.6146559715271
2009-05-26,4.717660903930664
2009-05-27,4.709200859069824
2009-05-28,4.743049144744873
2009-05-29,4.633040428161621
2009-06-01,4.66688871383667
2009-06-02,4.569575309753418
2009-06-03,4.425719261169434
2009-06-04,4.556881427764893
2009-06-05,4.620347023010254
2009-06-08,4.688043594360352
2009-06-09,4.654195785522461
2009-06-10,4.633040428161621
2009-06-11,4.9672980308532715
2009-06-12,4.912293434143066
2009-06-15,4.793822288513184
2009-06-16,4.726122856140137
2009-06-17,4.649964809417725
2009-06-18,4.717662334442139
2009-06-19,5.043457508087158
2009-06-22,4.814979076385498
2009-06-23,4.671120643615723
2009-06-24,4.738818645477295
2009-06-25,4.688043594360352
2009-06-26,4.603422164916992
2009-06-29,4.590730667114258
2009-06-30,4.45956563949585
2009-07-01,4.5738067626953125
2009-07-02,4.535726547241211
2009-07-06,4.30724573135376
2009-07-07,4.066074848175049
2009-07-08,3.63873553276062
2009-07-09,3.6725823879241943
2009-07-10,3.693739652633667
2009-07-13,3.862982749938965
2009-07-14,4.011070251464844
2009-07-15,4.218395233154297
2009-07-16,4.4764885902404785
2009-07-17,4.3960981369018555
2009-07-20,4.5018768310546875
2009-07-21,4.43418025970459
2009-07-22,4.594961643218994
2009-07-23,4.9080610275268555
2009-07-24,4.899600505828857
2009-07-27,4.950373649597168
2009-07-28,4.878444671630859
2009-07-29,4.637271404266357
2009-07-30,4.831901550292969
2009-07-31,4.7642035484313965
2009-08-03,5.771203517913818
2009-08-04,5.470797538757324
2009-08-05,6.329707145690918
2009-08-06,5.923522472381592
2009-08-07,6.046225070953369
2009-08-10,6.304319858551025
2009-08-11,6.118154525756836
2009-08-12,6.168924808502197
2009-08-13,6.096994400024414
2009-08-14,5.944676876068115
2009-08-17,5.508875370025635
2009-08-18,5.589266300201416
2009-08-19,5.568110466003418
2009-08-20,5.690813064575195
2009-08-21,5.754279613494873
2009-08-24,5.530029296875
2009-08-25,5.445409297943115
2009-08-26,5.542726039886475
2009-08-27,5.655310153961182
2009-08-28,5.672633171081543
2009-08-31,5.581698417663574
2009-09-01,5.304562568664551
2009-09-02,5.209294319152832
2009-09-03,5.278579235076904
2009-09-04,5.317550182342529
2009-09-08,5.4907612800598145
2009-09-09,5.620669364929199
2009-09-10,5.845840930938721
2009-09-11,5.876152992248535
2009-09-14,6.036374092102051
2009-09-15,6.0580244064331055
2009-09-16,6.356814384460449
2009-09-17,6.517032146453857
2009-09-18,6.495380878448486
2009-09-21,6.257215976715088
2009-09-22,6.348152160644531
2009-09-23,6.291858673095703
2009-09-24,6.062355041503906
2009-09-25,5.9714202880859375
2009-09-28,6.109985828399658
2009-09-29,6.084004878997803
2009-09-30,6.148959636688232
2009-10-01,5.980080604553223
2009-10-02,5.824191570281982
2009-10-05,5.923786163330078
2009-10-06,6.291858673095703
2009-10-07,6.326500415802002
2009-10-08,6.447748184204102
2009-10-09,6.430427074432373
2009-10-12,6.963048458099365
2009-10-13,6.88510274887085
2009-10-14,7.40906286239624
2009-10-15,7.244513988494873
2009-10-16,7.0323333740234375
2009-10-19,6.8721113204956055
2009-10-20,6.8721113204956055
2009-10-21,6.755195140838623
2009-10-22,6.967377662658691
2009-10-23,6.850461006164551
2009-10-26,6.538681983947754
2009-10-27,6.231235027313232
2009-10-28,5.586027145385742
2009-10-29,6.0060625076293945
2009-10-30,5.811202526092529
2009-11-02,5.967087745666504
2009-11-03,6.019052505493164
2009-11-04,5.962760925292969
2009-11-05,6.0060625076293945
2009-11-06,6.4260969161987305
2009-11-09,6.755195140838623
2009-11-10,6.633949279785156
2009-11-11,6.781174659729004
2009-11-12,6.594976425170898
2009-11-13,6.590643405914307
2009-11-16,6.590643405914307
2009-11-17,6.620955467224121
2009-11-18,6.7335429191589355
2009-11-19,6.6166253089904785
2009-11-20,6.486721038818359
2009-11-23,6.521360874176025
2009-11-24,6.075346946716309
2009-11-25,6.137294769287109
2009-11-27,5.938176155090332
2009-11-30,6.124020099639893
2009-12-01,6.022248268127441
2009-12-02,5.995699405670166
2009-12-03,5.991272449493408
2009-12-04,6.05764627456665
2009-12-07,6.039945125579834
2009-12-08,5.90277624130249
2009-12-09,5.916050910949707
2009-12-10,6.137294769287109
2009-12-11,6.066495895385742
2009-12-14,6.062070369720459
2009-12-15,5.938176155090332
2009-12-16,5.924900054931641
2009-12-17,5.85410213470459
2009-12-18,5.827550888061523
2009-12-21,5.973575592041016
2009-12-22,5.858527183532715
2009-12-23,5.8319783210754395
2009-12-24,5.827550888061523
2009-12-28,5.836400508880615
2009-12-29,5.8010029792785645
2009-12-30,5.836400508880615
2009-12-31,5.805427551269531
2010-01-04,6.066495895385742
2010-01-05,6.101895809173584
2010-01-06,6.212518215179443
2010-01-07,6.234640598297119
2010-01-08,6.216941833496094
2010-01-11,6.216941833496094
2010-01-12,6.05764627456665
2010-01-13,6.044371604919434
2010-01-14,6.084195137023926
2010-01-15,6.101895809173584
2010-01-19,6.000123500823975
2010-01-20,6.05764627456665
2010-01-21,5.938176155090332
2010-01-22,5.637282371520996
2010-01-25,5.593033790588379
2010-01-26,5.508960723876953
2010-01-27,5.632859706878662
2010-01-28,5.584187030792236
2010-01-29,5.36736536026001
2010-02-01,5.708080291748047
2010-02-02,5.898351669311523
2010-02-03,5.845251560211182
2010-02-04,5.628433704376221
2010-02-05,5.624009609222412
2010-02-08,5.522235870361328
2010-02-09,5.619585037231445
2010-02-10,5.5045366287231445
2010-02-11,5.5355119705200195
2010-02-12,5.67268180847168
2010-02-16,5.90277624130249
2010-02-17,5.911626815795898
2010-02-18,5.969149112701416
2010-02-19,6.075346946716309
2010-02-22,6.124020099639893
2010-02-23,6.119594573974609
2010-02-24,6.194817543029785
2010-02-25,6.159419059753418
2010-02-26,6.18596887588501
2010-03-01,6.243488788604736
2010-03-02,6.243488788604736
2010-03-03,6.296589374542236
2010-03-04,6.336413383483887
2010-03-05,6.59305477142334
2010-03-08,6.482434272766113
2010-03-09,6.570930004119873
2010-03-10,6.566506862640381
2010-03-11,6.729085922241211
2010-03-12,6.616186141967773
2010-03-15,6.516829013824463
2010-03-16,6.516829013824463
2010-03-17,6.616186141967773
2010-03-18,6.5484395027160645
2010-03-19,6.304566860198975
2010-03-22,6.376828193664551
2010-03-23,6.49876594543457
2010-03-24,6.557474613189697
2010-03-25,6.634248733520508
2010-03-26,6.561992168426514
2010-03-29,6.444569110870361
2010-03-30,6.453604221343994
2010-03-31,6.322632789611816
2010-04-01,6.458119869232178
2010-04-05,6.539407730102539
2010-04-06,6.611669063568115
2010-04-07,6.62973165512085
2010-04-08,6.6026387214660645
2010-04-09,6.652313709259033
2010-04-12,6.787797927856445
2010-04-13,6.887153148651123
2010-04-14,6.891671657562256
2010-04-15,6.8600568771362305
2010-04-16,6.656828880310059
2010-04-19,6.62973165512085
2010-04-20,6.670379638671875
2010-04-21,6.7516679763793945
2010-04-22,6.701991081237793
2010-04-23,6.729085922241211
2010-04-26,6.7697343826293945
2010-04-27,6.552958965301514
2010-04-28,6.417473316192627
2010-04-29,6.571021556854248
2010-04-30,6.313601016998291
2010-05-03,6.516829013824463
2010-05-04,6.268437385559082
2010-05-05,6.0065016746521
2010-05-06,5.694884777069092
2010-05-07,5.4961724281311035
2010-05-10,5.952306747436523
2010-05-11,5.880050182342529
2010-05-12,5.911908149719238
2010-05-13,5.91645622253418
2010-05-14,5.575123310089111
2010-05-17,5.497752666473389
2010-05-18,5.2929558753967285
2010-05-19,5.256546497344971
2010-05-20,5.006232261657715
2010-05-21,5.03809118270874
2010-05-24,4.778676986694336
2010-05-25,4.837843418121338
2010-05-26,4.915210247039795
2010-05-27,5.0153350830078125
2010-05-28,4.846943378448486
2010-06-01,4.655797004699707
2010-06-02,4.792329788208008
2010-06-03,4.774126052856445
2010-06-04,4.605734825134277
2010-06-07,4.487404823303223
2010-06-08,4.532917022705078
2010-06-09,4.528364658355713
2010-06-10,4.73316764831543
2010-06-11,4.805984020233154
2010-06-14,4.728617191314697
2010-06-15,4.84239387512207
2010-06-16,4.824188709259033
2010-06-17,4.769574165344238
2010-06-18,4.746818542480469
2010-06-21,4.719514846801758
2010-06-22,4.5920820236206055
2010-06-23,4.628489971160889
2010-06-24,4.501058578491211
2010-06-25,4.6648993492126465
2010-06-28,4.573876857757568
2010-06-29,4.332667827606201
2010-06-30,4.350872993469238
2010-07-01,4.30991268157959
2010-07-02,4.250746250152588
2010-07-06,4.1870317459106445
2010-07-07,4.350872993469238
2010-07-08,4.628489971160889
2010-07-09,4.778676986694336
2010-07-12,4.692207336425781
2010-07-13,4.796881675720215
2010-07-14,4.678552150726318
2010-07-15,4.805984020233154
2010-07-16,4.637593746185303
2010-07-19,4.596633434295654
2010-07-20,4.692207336425781
2010-07-21,4.692207336425781
2010-07-22,4.887905597686768
2010-07-23,5.12001371383667
2010-07-26,5.324811935424805
2010-07-27,5.206480979919434
2010-07-28,5.110907077789307
2010-07-29,5.142767429351807
2010-07-30,5.07450008392334
2010-08-02,5.324811935424805
2010-08-03,5.233788013458252
2010-08-04,5.261096000671387
2010-08-05,5.238340854644775
2010-08-06,5.1564178466796875
2010-08-09,5.170074939727783
2010-08-10,5.001680374145508
2010-08-11,4.854708194732666
2010-08-12,5.056797981262207
2010-08-13,4.882266521453857
2010-08-16,4.767444610595703
2010-08-17,4.882266521453857
2010-08-18,4.850114345550537
2010-08-19,4.71232795715332
2010-08-20,4.675586700439453
2010-08-23,4.854708194732666
2010-08-24,4.790406703948975
2010-08-25,4.762851238250732
2010-08-26,4.721512794494629
2010-08-27,4.726104736328125
2010-08-30,4.602099418640137
2010-08-31,4.634250164031982
2010-09-01,4.7950005531311035
2010-09-02,4.698548316955566
2010-09-03,4.753662586212158
2010-09-07,4.680178642272949
2010-09-08,4.615877628326416
2010-09-09,4.59291410446167
2010-09-10,4.726104736328125
2010-09-13,4.86848783493042
2010-09-14,4.850114345550537
2010-09-15,4.946568489074707
2010-09-16,4.946568489074707
2010-09-17,4.983310222625732
2010-09-20,5.065984725952148
2010-09-21,5.19458532333374
2010-09-22,5.134876728057861
2010-09-23,4.946568489074707
2010-09-24,5.2818474769592285
2010-09-27,5.359928131103516
2010-09-28,5.50690221786499
2010-09-29,5.681432723999023
2010-09-30,5.828405380249023
2010-10-01,5.713581085205078
2010-10-04,5.695214748382568
2010-10-05,5.819218158721924
2010-10-06,5.814626693725586
2010-10-07,5.934045314788818
2010-10-08,6.025900840759277
2010-10-11,6.209618091583252
2010-10-12,6.122350692749023
2010-10-13,6.260143756866455
2010-10-14,6.200433731079102
2010-10-15,6.145317077636719
2010-10-18,6.182058334350586
2010-10-19,6.149911403656006
2010-10-20,6.145317077636719
2010-10-21,6.3152546882629395
2010-10-22,6.2233967781066895
2010-10-25,6.2233967781066895
2010-10-26,6.149911403656006
2010-10-27,6.186654567718506
2010-10-28,6.090203285217285
2010-10-29,6.19124698638916
2010-11-01,6.177466869354248
2010-11-02,6.425485134124756
2010-11-03,6.512748718261719
2010-11-04,6.498969554901123
2010-11-05,6.498969554901123
2010-11-08,6.466822147369385
2010-11-09,6.384149074554443
2010-11-10,6.337885856628418
2010-11-11,6.49980354309082
2010-11-12,6.324007034301758
2010-11-15,6.319382667541504
2010-11-16,6.092700481414795
2010-11-17,6.018680095672607
2010-11-18,6.037185192108154
2010-11-19,6.129708766937256
2010-11-22,6.129708766937256
2010-11-23,5.981668949127197
2010-11-24,6.023305892944336
2010-11-26,6.000176906585693
2010-11-29,6.027932167053223
2010-11-30,5.921530246734619
2010-12-01,6.0834455490112305
2010-12-02,6.50905704498291
2010-12-03,6.407279014587402
2010-12-06,6.458164691925049
2010-12-07,6.467422008514404
2010-12-08,6.425783157348633
2010-12-09,6.393401145935059
2010-12-10,6.4720458984375
2010-12-13,6.370269298553467
2010-12-14,6.3980302810668945
2010-12-15,6.384150981903076
2010-12-16,6.203726768493652
2010-12-17,6.226856231689453
2010-12-20,6.273121356964111
2010-12-21,6.513682842254639
2010-12-22,6.615457057952881
2010-12-23,6.731114864349365
2010-12-27,6.610833644866943
2010-12-28,6.536813735961914
2010-12-29,6.643212795257568
2010-12-30,6.601578235626221
2010-12-31,6.5460638999938965
2011-01-03,6.842144012451172
2011-01-04,6.925412178039551
2011-01-05,6.920785427093506
2011-01-06,6.9300408363342285
2011-01-07,6.897658824920654
2011-01-10,6.8282623291015625
2011-01-11,6.916160583496094
2011-01-12,7.068825721740723
2011-01-13,7.263123035430908
2011-01-14,7.383406162261963
2011-01-18,7.082705020904541
2011-01-19,6.994805812835693
2011-01-20,7.091958045959473
2011-01-21,7.383406162261963
2011-01-24,7.374155044555664
2011-01-25,7.290881156921387
2011-01-26,7.314014911651611
2011-01-27,7.457425594329834
2011-01-28,7.207610607147217
2011-01-31,7.277004718780518
2011-02-01,7.549947261810303
2011-02-02,7.71186637878418
2011-02-03,8.031071662902832
2011-02-04,7.957053184509277
2011-02-07,7.943179130554199
2011-02-08,8.003314971923828
2011-02-09,7.748875617980957
2011-02-10,7.89228630065918
2011-02-11,7.938549518585205
2011-02-14,8.091212272644043
2011-02-15,8.18373966217041
2011-02-16,8.188363075256348
