Date,SLB
2000-01-03,16.51000213623047
2000-01-04,16.28461265563965
2000-01-05,16.247045516967773
2000-01-06,17.35523223876953
2000-01-07,17.674537658691406
2000-01-10,17.84356689453125
2000-01-11,18.2004451751709
2000-01-12,17.787221908569336
2000-01-13,18.294361114501953
2000-01-14,18.482189178466797
2000-01-18,19.872106552124023
2000-01-19,19.796974182128906
2000-01-20,19.40254020690918
2000-01-21,19.834535598754883
2000-01-24,19.327404022216797
2000-01-25,19.083242416381836
2000-01-26,18.895402908325195
2000-01-27,18.782716751098633
2000-01-28,18.031396865844727
2000-01-31,18.350709915161133
2000-02-01,19.21471405029297
2000-02-02,18.482189178466797
2000-02-03,18.42583656311035
2000-02-04,17.881141662597656
2000-02-07,18.23801040649414
2000-02-08,17.881141662597656
2000-02-09,17.148624420166016
2000-02-10,17.749664306640625
2000-02-11,17.561840057373047
2000-02-14,18.181671142578125
2000-02-15,19.53402328491211
2000-02-16,19.834535598754883
2000-02-17,20.097511291503906
2000-02-18,19.98480224609375
2000-02-22,19.68357276916504
2000-02-23,19.4387149810791
2000-02-24,20.625377655029297
2000-02-25,20.192157745361328
2000-02-28,20.870250701904297
2000-02-29,22.2593936920166
2000-03-01,23.22474479675293
2000-03-02,24.59977149963379
2000-03-03,23.69563102722168
2000-03-06,23.318918228149414
2000-03-07,24.769287109375
2000-03-08,23.22474479675293
2000-03-09,23.092885971069336
2000-03-10,23.111717224121094
2000-03-13,23.450777053833008
2000-03-14,22.979869842529297
2000-03-15,22.264116287231445
2000-03-16,22.753847122192383
2000-03-17,22.395957946777344
2000-03-20,21.171613693237305
2000-03-21,21.69902992248535
2000-03-22,23.092885971069336
2000-03-23,23.30009651184082
2000-03-24,23.56378746032715
2000-03-27,23.99702262878418
2000-03-28,23.168231964111328
2000-03-29,24.449085235595703
2000-03-30,23.43193817138672
2000-03-31,23.055217742919922
2000-04-03,24.467920303344727
2000-04-04,23.865148544311523
2000-04-05,22.226438522338867
2000-04-06,22.603153228759766
2000-04-07,22.188764572143555
2000-04-10,21.190460205078125
2000-04-11,21.9815673828125
2000-04-12,22.07575225830078
2000-04-13,21.623689651489258
2000-04-14,21.15277099609375
2000-04-17,20.587717056274414
2000-04-18,22.264116287231445
2000-04-19,22.226438522338867
2000-04-20,22.169931411743164
2000-04-24,22.395957946777344
2000-04-25,22.584314346313477
2000-04-26,23.30009651184082
2000-04-27,23.69563102722168
2000-04-28,23.074054718017578
2000-05-01,22.603153228759766
2000-05-02,23.375436782836914
2000-05-03,22.716175079345703
2000-05-04,22.90453338623047
2000-05-05,23.394264221191406
2000-05-08,23.074054718017578
2000-05-09,23.41309928894043
2000-05-10,23.168231964111328
2000-05-11,23.544950485229492
2000-05-12,24.27954864501953
2000-05-15,25.070674896240234
2000-05-16,24.95764923095703
2000-05-17,25.014158248901367
2000-05-18,24.3360595703125
2000-05-19,23.865148544311523
2000-05-22,22.169931411743164
2000-05-23,22.659664154052734
2000-05-24,22.37712860107422
2000-05-25,22.320606231689453
2000-05-26,21.416481018066406
2000-05-30,21.397645950317383
2000-05-31,22.169931411743164
2000-06-01,22.03807830810547
2000-06-02,21.020936965942383
2000-06-05,20.869993209838867
2000-06-06,21.644344329833984
2000-06-07,21.719900131225586
2000-06-08,21.984315872192383
2000-06-09,21.6065731048584
2000-06-12,22.069299697875977
2000-06-13,22.513154983520508
2000-06-14,22.437599182128906
2000-06-15,22.21095085144043
2000-06-16,22.9097843170166
2000-06-19,22.305387496948242
2000-06-20,22.380935668945312
2000-06-21,23.45749282836914
2000-06-22,22.720901489257812
2000-06-23,22.513154983520508
2000-06-26,22.418712615966797
2000-06-27,22.73979377746582
2000-06-28,22.0787410736084
2000-06-29,22.380935668945312
2000-06-30,22.55092430114746
2000-07-03,22.45648765563965
2000-07-05,21.153301239013672
2000-07-06,21.682126998901367
2000-07-07,21.549911499023438
2000-07-10,20.813335418701172
2000-07-11,22.65007781982422
2000-07-12,22.26761245727539
2000-07-13,22.418712615966797
2000-07-14,22.607576370239258
2000-07-17,21.861553192138672
2000-07-18,22.871999740600586
2000-07-19,22.98531150817871
2000-07-20,22.73979377746582
2000-07-21,22.154294967651367
2000-07-24,21.455476760864258
2000-07-25,21.323284149169922
2000-07-26,21.549911499023438
2000-07-27,22.173189163208008
2000-07-28,22.310104370117188
2000-07-31,22.33844566345215
2000-08-01,22.815345764160156
2000-08-02,23.570802688598633
2000-08-03,23.060869216918945
2000-08-04,23.518877029418945
2000-08-07,23.613306045532227
2000-08-08,24.000484466552734
2000-08-09,24.855119705200195
2000-08-10,24.463224411010742
2000-08-11,24.061870574951172
2000-08-14,24.779571533203125
2000-08-15,24.817344665527344
2000-08-16,26.06859588623047
2000-08-17,26.158302307128906
2000-08-18,25.761688232421875
2000-08-21,25.969432830810547
2000-08-22,26.063871383666992
2000-08-23,26.384952545166016
2000-08-24,26.007221221923828
2000-08-25,25.912782669067383
2000-08-28,26.55494499206543
2000-08-29,26.049713134765625
2000-08-30,25.662534713745117
2000-08-31,25.78529167175293
2000-09-01,26.145084381103516
2000-09-05,25.95107078552246
2000-09-06,26.197141647338867
2000-09-07,25.345355987548828
2000-09-08,24.98571014404297
2000-09-11,25.818572998046875
2000-09-12,25.648216247558594
2000-09-13,25.118221282958984
2000-09-14,25.369014739990234
2000-09-15,25.648216247558594
2000-09-18,25.141874313354492
2000-09-19,24.49357795715332
2000-09-20,24.115005493164062
2000-09-21,24.3989315032959
2000-09-22,23.97777557373047
2000-09-25,23.920988082885742
2000-09-26,23.925718307495117
2000-09-27,24.701799392700195
2000-09-28,24.649728775024414
2000-09-29,24.928953170776367
2000-10-02,25.723941802978516
2000-10-03,25.629283905029297
2000-10-04,24.73964500427246
2000-10-05,24.87214469909668
2000-10-06,24.304302215576172
2000-10-09,24.73964500427246
2000-10-10,25.383216857910156
2000-10-11,25.250715255737305
2000-10-12,25.742856979370117
2000-10-13,24.663925170898438
2000-10-16,24.190715789794922
2000-10-17,24.79642677307129
2000-10-18,24.663925170898438
2000-10-19,24.701799392700195
2000-10-20,25.477869033813477
2000-10-23,24.379993438720703
2000-10-24,23.868925094604492
2000-10-25,22.80892562866211
2000-10-26,23.073925018310547
2000-10-27,22.75214385986328
2000-10-30,22.979290008544922
2000-10-31,23.055004119873047
2000-11-01,24.26642417907715
2000-11-02,23.831077575683594
2000-11-03,23.90678596496582
2000-11-06,23.490365982055664
2000-11-07,23.96356773376465
2000-11-08,24.228565216064453
2000-11-09,23.887855529785156
2000-11-10,23.414657592773438
2000-11-13,22.52500343322754
2000-11-14,22.99822425842285
2000-11-15,24.133928298950195
2000-11-16,23.96356773376465
2000-11-17,23.13072395324707
2000-11-20,22.63857650756836
2000-11-21,22.67642593383789
2000-11-22,21.7110652923584
2000-11-24,22.241086959838867
2000-11-27,21.616432189941406
2000-11-28,20.99178123474121
2000-11-29,20.007509231567383
2000-11-30,18.777135848999023
2000-12-01,20.215717315673828
2000-12-04,20.688936233520508
2000-12-05,20.669998168945312
2000-12-06,20.72678565979004
2000-12-07,21.14321517944336
2000-12-08,21.010719299316406
2000-12-11,21.900358200073242
2000-12-12,22.22215461730957
2000-12-13,21.805713653564453
2000-12-14,21.351430892944336
2000-12-15,21.786787033081055
2000-12-18,23.320018768310547
2000-12-19,24.152862548828125
2000-12-20,22.82785987854004
2000-12-21,22.771072387695312
2000-12-22,23.22650909423828
2000-12-26,24.573802947998047
2000-12-27,24.365062713623047
2000-12-28,24.725616455078125
2000-12-29,24.270170211791992
2001-01-02,24.820484161376953
2001-01-03,24.213253021240234
2001-01-04,23.58704376220703
2001-01-05,23.302410125732422
2001-01-08,23.378318786621094
2001-01-09,23.43523597717285
2001-01-10,23.757835388183594
2001-01-11,24.421995162963867
2001-01-12,24.61174201965332
2001-01-16,24.459951400756836
2001-01-17,23.22650909423828
2001-01-18,22.106929779052734
2001-01-19,22.372589111328125
2001-01-22,22.353618621826172
2001-01-23,22.429519653320312
2001-01-24,22.922889709472656
2001-01-25,23.966571807861328
2001-01-26,23.473196029663086
2001-01-29,22.96236228942871
2001-01-30,22.922889709472656
2001-01-31,23.317598342895508
2001-02-01,22.925926208496094
2001-02-02,23.378318786621094
2001-02-05,23.684965133666992
2001-02-06,24.073585510253906
2001-02-07,24.034120559692383
2001-02-08,23.800334930419922
2001-02-09,23.742650985717773
2001-02-12,20.949398040771484
2001-02-13,19.437393188476562
2001-02-14,19.868526458740234
2001-02-15,19.507225036621094
2001-02-16,19.5831298828125
2001-02-20,19.78653907775879
2001-02-21,19.27497100830078
2001-02-22,19.013103485107422
2001-02-23,18.273168563842773
2001-02-26,19.686054229736328
2001-02-27,19.609926223754883
2001-02-28,19.412006378173828
2001-03-01,19.281070709228516
2001-03-02,19.914430618286133
2001-03-05,20.167165756225586
2001-03-06,20.429035186767578
2001-03-07,21.07154083251953
2001-03-08,20.998464584350586
2001-03-09,20.92232894897461
2001-03-12,20.703083038330078
2001-03-13,20.14280128479004
2001-03-14,19.823083877563477
2001-03-15,19.37849998474121
2001-03-16,18.63551902770996
2001-03-19,19.32369613647461
2001-03-20,19.81089210510254
2001-03-21,19.183624267578125
2001-03-22,18.562435150146484
2001-03-23,19.12578010559082
2001-03-26,19.427223205566406
2001-03-27,19.122718811035156
2001-03-28,18.434551239013672
2001-03-29,17.597171783447266
2001-03-30,17.542360305786133
2001-04-02,16.82677459716797
2001-04-03,16.150789260864258
2001-04-04,16.452247619628906
2001-04-05,17.35356330871582
2001-04-06,17.64588737487793
2001-04-09,18.36147117614746
2001-04-10,18.78777313232422
2001-04-11,18.324928283691406
2001-04-12,18.638568878173828
2001-04-16,18.9248046875
2001-04-17,19.074007034301758
2001-04-18,18.61116600036621
2001-04-19,18.026519775390625
2001-04-20,18.504592895507812
2001-04-23,18.952205657958984
2001-04-24,18.766454696655273
2001-04-25,19.186674118041992
2001-04-26,20.511259078979492
2001-04-27,20.097145080566406
2001-04-30,20.188474655151367
2001-05-01,19.75913429260254
2001-05-02,18.745147705078125
2001-05-03,18.793865203857422
2001-05-04,19.16839599609375
2001-05-07,18.991790771484375
2001-05-08,18.82126808166504
2001-05-09,19.16839599609375
2001-05-10,19.064868927001953
2001-05-11,18.860855102539062
2001-05-14,19.412006378173828
2001-05-15,20.014915466308594
2001-05-16,20.161075592041016
2001-05-17,20.703083038330078
2001-05-18,20.867523193359375
2001-05-21,20.843158721923828
2001-05-22,20.477767944335938
2001-05-23,19.792631149291992
2001-05-24,19.442453384399414
2001-05-25,19.506397247314453
2001-05-29,19.290205001831055
2001-05-30,18.9796085357666
2001-05-31,19.192760467529297
2001-06-01,19.13186264038086
2001-06-04,19.827604293823242
2001-06-05,19.998638153076172
2001-06-06,18.905244827270508
2001-06-07,18.676176071166992
2001-06-08,18.416580200195312
2001-06-11,18.263872146606445
2001-06-12,18.508203506469727
2001-06-13,18.39214515686035
2001-06-14,17.37816047668457
2001-06-15,17.500333786010742
2001-06-18,17.292646408081055
2001-06-19,17.210187911987305
2001-06-20,16.767330169677734
2001-06-21,16.364179611206055
2001-06-22,16.522993087768555
2001-06-25,16.449695587158203
2001-06-26,16.651269912719727
2001-06-27,16.20231056213379
2001-06-28,16.070980072021484
2001-06-29,16.08014488220215
2001-07-02,15.912168502807617
2001-07-03,16.30919647216797
2001-07-05,16.431371688842773
2001-07-06,16.269506454467773
2001-07-09,15.820541381835938
2001-07-10,15.545666694641113
2001-07-11,15.652558326721191
2001-07-12,15.191383361816406
2001-07-13,15.40823745727539
2001-07-16,14.93483829498291
2001-07-17,14.950103759765625
2001-07-18,15.16390323638916
2001-07-19,15.570103645324707
2001-07-20,16.32447624206543
2001-07-23,16.48634910583496
2001-07-24,16.40083885192871
2001-07-25,17.249889373779297
2001-07-26,16.727632522583008
2001-07-27,17.112451553344727
2001-07-30,17.164369583129883
2001-07-31,16.416105270385742
2001-08-01,16.049598693847656
2001-08-02,16.22368621826172
2001-08-03,15.887733459472656
2001-08-06,15.979360580444336
2001-08-07,15.728917121887207
2001-08-08,14.855427742004395
2001-08-09,14.922628402709961
2001-08-10,15.130305290222168
2001-08-13,15.154735565185547
2001-08-14,15.347148895263672
2001-08-15,16.248119354248047
2001-08-16,16.064868927001953
2001-08-17,15.921330451965332
2001-08-20,15.722801208496094
2001-08-21,15.80527400970459
2001-08-22,15.851078033447266
2001-08-23,15.545666694641113
2001-08-24,15.591475486755371
2001-08-27,15.673943519592285
2001-08-28,15.576210021972656
2001-08-29,15.545666694641113
2001-08-30,14.916512489318848
2001-08-31,15.023205757141113
2001-09-04,15.443244934082031
2001-09-05,15.47390365600586
2001-09-06,15.48617172241211
2001-09-07,15.526026725769043
2001-09-10,15.440181732177734
2001-09-17,14.808588027954102
2001-09-18,14.593968391418457
2001-09-19,13.551547050476074
2001-09-20,13.79682731628418
2001-09-21,14.397751808166504
2001-09-24,13.698711395263672
2001-09-25,12.858637809753418
2001-09-26,12.877029418945312
2001-09-27,13.306270599365234
2001-09-28,14.011438369750977
2001-10-01,13.517826080322266
2001-10-02,13.735505104064941
2001-10-03,13.533145904541016
2001-10-04,13.934793472290039
2001-10-05,13.888801574707031
2001-10-08,13.827475547790527
2001-10-09,14.054363250732422
2001-10-10,14.584775924682617
2001-10-11,14.299633026123047
2001-10-12,14.498929023742676
2001-10-15,14.08502197265625
2001-10-16,14.575571060180664
2001-10-17,14.4805326461792
2001-10-18,14.155539512634277
2001-10-19,14.483601570129395
2001-10-22,14.777932167053223
