Date,BAX
2000-01-03,9.931427001953125
2000-01-04,9.708930015563965
2000-01-05,10.133698463439941
2000-01-06,10.346078872680664
2000-01-07,10.932655334472656
2000-01-10,10.518013000488281
2000-01-11,10.518013000488281
2000-01-12,10.39664363861084
2000-01-13,10.639371871948242
2000-01-14,10.315738677978516
2000-01-18,10.184266090393066
2000-01-19,10.164034843444824
2000-01-20,9.870742797851562
2000-01-21,9.830290794372559
2000-01-24,9.597677230834961
2000-01-25,9.38530158996582
2000-01-26,9.38530158996582
2000-01-27,10.204492568969727
2000-01-28,10.143813133239746
2000-01-31,10.335968017578125
2000-02-01,10.214608192443848
2000-02-02,10.255058288574219
2000-02-03,10.275285720825195
2000-02-04,10.275285720825195
2000-02-07,10.204492568969727
2000-02-08,10.184266090393066
2000-02-09,10.174148559570312
2000-02-10,9.79995059967041
2000-02-11,9.58757209777832
2000-02-14,9.668472290039062
2000-02-15,9.567341804504395
2000-02-16,9.365070343017578
2000-02-17,9.334733963012695
2000-02-18,9.04144287109375
2000-02-22,9.22348403930664
2000-02-23,9.1729154586792
2000-02-24,8.920077323913574
2000-02-25,8.768377304077148
2000-02-28,8.879627227783203
2000-02-29,8.818946838378906
2000-03-01,9.071783065795898
2000-03-02,9.193143844604492
2000-03-03,9.162801742553711
2000-03-06,8.798715591430664
2000-03-07,8.384066581726074
2000-03-08,8.75826644897461
2000-03-09,9.021212577819824
2000-03-10,9.071783065795898
2000-03-13,8.697583198547363
2000-03-14,8.73803997039795
2000-03-15,9.537002563476562
2000-03-16,10.093244552612305
2000-03-17,9.992110252380371
2000-03-20,9.981992721557617
2000-03-21,10.174148559570312
2000-03-22,10.153924942016602
2000-03-23,10.346078872680664
2000-03-24,9.951655387878418
2000-03-27,9.744332313537598
2000-03-28,9.759499549865723
2000-03-29,9.749383926391602
2000-03-30,9.951655387878418
2000-03-31,10.143813133239746
2000-04-03,10.518107414245605
2000-04-04,10.496964454650879
2000-04-05,10.465250015258789
2000-04-06,10.14812183380127
2000-04-07,10.052985191345215
2000-04-10,10.25383186340332
2000-04-11,10.433539390563965
2000-04-12,10.30669116973877
2000-04-13,10.158692359924316
2000-04-14,9.566720008850098
2000-04-17,9.545576095581055
2000-04-18,9.78870964050293
2000-04-19,9.852134704589844
2000-04-20,10.116409301757812
2000-04-24,10.486390113830566
2000-04-25,11.247496604919434
2000-04-26,11.004371643066406
2000-04-27,11.088939666748047
2000-04-28,11.014941215515137
2000-05-01,10.750667572021484
2000-05-02,10.782377243041992
2000-05-03,10.539249420166016
2000-05-04,10.412399291992188
2000-05-05,10.454680442810059
2000-05-08,10.824661254882812
2000-05-09,11.152361869812012
2000-05-10,11.236928939819336
2000-05-11,11.469491958618164
2000-05-12,11.162936210632324
2000-05-15,11.310928344726562
2000-05-16,11.416637420654297
2000-05-17,11.279211044311523
2000-05-18,11.332071304321289
2000-05-19,11.310928344726562
2000-05-22,11.332071304321289
2000-05-23,11.448348999023438
2000-05-24,11.64919376373291
2000-05-25,11.437782287597656
2000-05-26,11.088939666748047
2000-05-30,11.194645881652832
2000-05-31,11.247496604919434
2000-06-01,11.448348999023438
2000-06-02,10.750667572021484
2000-06-05,11.1417875289917
2000-06-06,10.97001838684082
2000-06-07,10.655527114868164
2000-06-08,10.803526878356934
2000-06-09,10.951517105102539
2000-06-12,11.05194091796875
2000-06-13,11.310928344726562
2000-06-14,11.437782287597656
2000-06-15,11.374351501464844
2000-06-16,11.205219268798828
2000-06-19,11.226361274719238
2000-06-20,11.279211044311523
2000-06-21,11.501209259033203
2000-06-22,11.247496604919434
2000-06-23,11.173503875732422
2000-06-26,11.501209259033203
2000-06-27,11.659774780273438
2000-06-28,12.050896644592285
2000-06-29,12.177742004394531
2000-06-30,11.892333030700684
2000-07-03,12.008607864379883
2000-07-05,12.56887149810791
2000-07-06,11.976899147033691
2000-07-07,11.92404556274414
2000-07-10,12.103748321533203
2000-07-11,12.167176246643066
2000-07-12,12.167176246643066
2000-07-13,11.95576000213623
2000-07-14,11.75490951538086
2000-07-17,12.283458709716797
2000-07-18,12.315174102783203
2000-07-19,12.442020416259766
2000-07-20,12.65343952178955
2000-07-21,13.29826545715332
2000-07-24,13.197844505310059
2000-07-25,12.62172794342041
2000-07-26,12.6005859375
2000-07-27,12.6005859375
2000-07-28,13.012852668762207
2000-07-31,13.150273323059082
2000-08-01,13.181983947753906
2000-08-02,13.372268676757812
2000-08-03,13.351125717163086
2000-08-04,13.09741497039795
2000-08-07,13.240126609802246
2000-08-08,12.822575569152832
2000-08-09,12.695722579956055
2000-08-10,13.5308256149292
2000-08-11,13.351125717163086
2000-08-14,13.5308256149292
2000-08-15,13.752825736999512
2000-08-16,13.234844207763672
2000-08-17,13.425118446350098
2000-08-18,13.425118446350098
2000-08-21,13.5308256149292
2000-08-22,13.562538146972656
2000-08-23,13.837385177612305
2000-08-24,14.291937828063965
2000-08-25,14.297219276428223
2000-08-28,14.228514671325684
2000-08-29,14.20737361907959
2000-08-30,14.334221839904785
2000-08-31,14.083158493041992
2000-09-01,14.228514671325684
2000-09-05,13.974811553955078
2000-09-06,13.784531593322754
2000-09-07,13.789815902709961
2000-09-08,14.085808753967285
2000-09-11,13.86382007598877
2000-09-12,13.964238166809082
2000-09-13,13.67881965637207
2000-09-14,13.509686470031738
2000-09-15,13.43569564819336
2000-09-18,13.699968338012695
2000-09-19,13.5308256149292
2000-09-20,13.340553283691406
2000-09-21,13.499120712280273
2000-09-22,13.884963035583496
2000-09-25,13.816244125366211
2000-09-26,13.710536003112793
2000-09-27,13.361695289611816
2000-09-28,13.361695289611816
2000-09-29,13.499120712280273
2000-10-02,13.203125953674316
2000-10-03,13.372268676757812
2000-10-04,12.970571517944336
2000-10-05,13.890252113342285
2000-10-06,13.974811553955078
2000-10-09,13.742250442504883
2000-10-10,14.143938064575195
2000-10-11,14.387075424194336
2000-10-12,14.175654411315918
2000-10-13,14.20737361907959
2000-10-16,14.566788673400879
2000-10-17,14.915626525878906
2000-10-18,15.031908988952637
2000-10-19,13.277130126953125
2000-10-20,12.81200122833252
2000-10-23,12.949424743652344
2000-10-24,12.93885612487793
2000-10-25,13.340553283691406
2000-10-26,13.234844207763672
2000-10-27,13.488543510437012
