Date,GE
2021-12-07,59.458824157714844
2021-12-08,59.90377426147461
2021-12-09,59.62947463989258
2021-12-10,59.093116760253906
2021-12-13,56.76473617553711
2021-12-14,56.14302444458008
2021-12-15,56.12474060058594
2021-12-16,56.39902114868164
2021-12-17,55.7407341003418
2021-12-20,54.89276885986328
2021-12-21,56.771728515625
2021-12-22,56.777835845947266
2021-12-23,57.345184326171875
2021-12-27,57.72342300415039
2021-12-28,58.13825607299805
2021-12-29,57.82713317871094
2021-12-30,57.772220611572266
2021-12-31,57.63191604614258
2022-01-03,58.71171188354492
2022-01-04,60.621177673339844
2022-01-05,60.621177673339844
2022-01-06,60.97501754760742
2022-01-07,61.85960006713867
2022-01-10,60.65167999267578
2022-01-11,62.097511291503906
2022-01-12,62.37203598022461
2022-01-13,62.50625228881836
2022-01-14,62.933292388916016
2022-01-18,62.76858139038086
2022-01-19,61.38374710083008
2022-01-20,59.93791961669922
2022-01-21,58.74831771850586
2022-01-24,59.120452880859375
2022-01-25,55.58212661743164
2022-01-26,54.49012756347656
2022-01-27,54.84395217895508
2022-01-28,56.186092376708984
2022-01-31,57.63801956176758
2022-02-01,59.75490951538086
2022-02-02,59.809810638427734
2022-02-03,59.980628967285156
2022-02-04,60.401573181152344
2022-02-07,60.94450759887695
2022-02-08,60.58457946777344
2022-02-09,60.54798126220703
2022-02-10,60.267356872558594
2022-02-11,59.0716438293457
2022-02-14,58.931331634521484
2022-02-15,61.5667724609375
2022-02-16,61.86569595336914
2022-02-17,60.066036224365234
2022-02-18,56.5460090637207
2022-02-22,57.43669891357422
2022-02-23,56.52161407470703
2022-02-24,56.45450210571289
2022-02-25,58.791019439697266
2022-02-28,58.26636505126953
2022-03-01,56.32639694213867
2022-03-02,57.44280242919922
2022-03-03,56.39959716796875
2022-03-04,54.38031768798828
2022-03-07,52.13329315185547
2022-03-08,53.82467269897461
2022-03-09,55.71753692626953
2022-03-10,55.766387939453125
2022-03-11,56.34646987915039
2022-03-14,56.45025634765625
2022-03-15,56.38920593261719
2022-03-16,57.824127197265625
2022-03-17,58.33091735839844
2022-03-18,58.3675537109375
2022-03-21,57.89739227294922
2022-03-22,57.94623565673828
2022-03-23,57.21351623535156
2022-03-24,57.469970703125
2022-03-25,57.40891647338867
2022-03-28,56.17549133300781
2022-03-29,57.79359817504883
2022-03-30,57.750850677490234
2022-03-31,55.87019348144531
2022-04-01,56.47468566894531
2022-04-04,56.18770217895508
2022-04-05,55.01534652709961
2022-04-06,54.89932632446289
2022-04-07,54.62455368041992
2022-04-08,54.79553985595703
2022-04-11,54.75278854370117
2022-04-12,54.954288482666016
2022-04-13,55.412235260009766
2022-04-14,55.461082458496094
2022-04-18,55.19853591918945
2022-04-19,56.11444091796875
2022-04-20,55.80913162231445
2022-04-21,56.004512786865234
2022-04-22,54.38642883300781
2022-04-25,54.881011962890625
2022-04-26,49.20851135253906
2022-04-27,47.755279541015625
2022-04-28,47.46218490600586
2022-04-29,45.52048110961914
2022-05-02,46.131072998046875
2022-05-03,47.4194450378418
2022-05-04,49.110809326171875
2022-05-05,47.9873046875
2022-05-06,47.76748275756836
2022-05-09,44.55571746826172
2022-05-10,44.76332092285156
2022-05-11,44.232093811035156
2022-05-12,44.74500274658203
2022-05-13,45.82577896118164
2022-05-16,45.569313049316406
2022-05-17,46.65007781982422
2022-05-18,45.917362213134766
2022-05-19,46.24708557128906
2022-05-20,45.9478874206543
2022-05-23,46.07612228393555
2022-05-24,45.50214767456055
2022-05-25,45.50825500488281
2022-05-26,47.022544860839844
2022-05-27,48.091102600097656
2022-05-31,47.80411911010742
2022-06-01,47.333953857421875
2022-06-02,47.627044677734375
2022-06-03,46.99812698364258
2022-06-06,47.016448974609375
2022-06-07,47.627044677734375
2022-06-08,47.1141471862793
2022-06-09,45.66089630126953
2022-06-10,43.493263244628906
2022-06-13,41.35004806518555
2022-06-14,41.551544189453125
2022-06-15,42.19268035888672
2022-06-16,39.86627960205078
2022-06-17,40.29981231689453
2022-06-21,40.14716720581055
2022-06-22,39.4083251953125
2022-06-23,39.121337890625
2022-06-24,40.95926284790039
2022-06-27,40.78196716308594
2022-06-28,40.274566650390625
2022-06-29,38.93574905395508
2022-06-30,38.92352294921875
2022-07-01,38.84404754638672
2022-07-05,37.92094421386719
2022-07-06,37.63972473144531
2022-07-07,38.51393127441406
2022-07-08,38.66675567626953
2022-07-11,37.847572326660156
2022-07-12,38.526153564453125
2022-07-13,37.90871047973633
2022-07-14,37.34628677368164
2022-07-15,38.428348541259766
2022-07-18,38.92963409423828
2022-07-19,40.80031204223633
2022-07-20,41.50334930419922
2022-07-21,41.650062561035156
2022-07-22,41.686744689941406
2022-07-25,41.79067611694336
2022-07-26,43.716365814208984
2022-07-27,43.75916290283203
2022-07-28,44.71284484863281
2022-07-29,45.183563232421875
2022-08-01,46.33898162841797
2022-08-02,45.45866775512695
2022-08-03,45.69095993041992
2022-08-04,45.03684616088867
2022-08-05,45.45866775512695
2022-08-08,45.95994567871094
2022-08-09,45.80712127685547
2022-08-10,47.158172607421875
2022-08-11,48.23411178588867
2022-08-12,48.8637809753418
2022-08-15,48.79042434692383
2022-08-16,49.560707092285156
2022-08-17,48.857669830322266
2022-08-18,48.42363357543945
2022-08-19,47.51274871826172
2022-08-22,45.715423583984375
2022-08-23,46.52238464355469
2022-08-24,46.91363525390625
2022-08-25,47.76949691772461
2022-08-26,46.01497268676758
2022-08-29,46.4918212890625
2022-08-30,45.92939758300781
2022-08-31,44.896240234375
2022-09-01,44.67616271972656
2022-09-02,44.2787971496582
2022-09-06,44.11372756958008
2022-09-07,44.98183059692383
2022-09-08,45.09798049926758
2022-09-09,45.26303482055664
2022-09-12,46.0455322265625
2022-09-13,43.3067741394043
2022-09-14,42.81159591674805
2022-09-15,42.12690734863281
2022-09-16,40.58635330200195
2022-09-19,40.989830017089844
2022-09-20,40.708621978759766
2022-09-21,39.87108612060547
2022-09-22,39.95667266845703
2022-09-23,39.461490631103516
2022-09-26,39.388038635253906
2022-09-27,39.46149444580078
2022-09-28,39.45538330078125
2022-09-29,38.39645767211914
2022-09-30,37.8945426940918
2022-10-03,38.928977966308594
2022-10-04,41.340614318847656
2022-10-05,41.2794075012207
2022-10-06,40.532657623291016
2022-10-07,39.51658630371094
2022-10-10,39.77366256713867
2022-10-11,39.17381286621094
2022-10-12,39.62676239013672
2022-10-13,41.58544921875
2022-10-14,41.35897445678711
2022-10-17,42.00779724121094
2022-10-18,43.274818420410156
2022-10-19,43.1707649230957
2022-10-20,42.82799530029297
2022-10-21,44.57244873046875
2022-10-24,44.90298843383789
2022-10-25,44.68263244628906
2022-10-26,46.188377380371094
2022-10-27,46.51890563964844
2022-10-28,47.945072174072266
2022-10-31,47.62678146362305
2022-11-01,47.87162780761719
2022-11-02,47.375831604003906
2022-11-03,47.97568130493164
2022-11-04,49.62220764160156
2022-11-07,51.08509826660156
2022-11-08,51.415626525878906
2022-11-09,50.895355224609375
2022-11-10,52.26031494140625
2022-11-11,52.829559326171875
2022-11-14,52.53575134277344
2022-11-15,53.33759689331055
2022-11-16,51.966514587402344
2022-11-17,52.26643371582031
2022-11-18,52.32151412963867
2022-11-21,52.572479248046875
2022-11-22,53.4355354309082
2022-11-23,53.784427642822266
2022-11-25,53.94968032836914
2022-11-28,52.315399169921875
2022-11-29,52.43170166015625
2022-11-30,52.62144470214844
2022-12-01,52.18686294555664
2022-12-02,53.178443908691406
2022-12-05,51.81961441040039
2022-12-06,52.19911575317383
