Date,HII
2011-03-22,29.870420455932617
2011-03-23,29.679222106933594
2011-03-24,29.679222106933594
2011-03-25,31.27272605895996
2011-03-28,30.077587127685547
2011-03-29,29.878393173217773
2011-03-30,30.436132431030273
2011-03-31,33.06543731689453
2011-04-01,31.90215301513672
2011-04-04,31.989805221557617
2011-04-05,32.06948471069336
2011-04-06,31.61533546447754
2011-04-07,30.914188385009766
2011-04-08,30.67515754699707
2011-04-11,30.531728744506836
2011-04-12,30.316621780395508
2011-04-13,30.27678108215332
2011-04-14,30.890274047851562
2011-04-15,31.98183822631836
2011-04-18,31.910131454467773
2011-04-19,31.69499397277832
2011-04-20,31.918100357055664
2011-04-21,31.320539474487305
2011-04-25,31.129308700561523
2011-04-26,31.344432830810547
2011-04-27,31.878259658813477
2011-04-28,31.862327575683594
2011-04-29,31.870309829711914
2011-05-02,32.6511116027832
2011-05-03,32.26866149902344
2011-05-04,31.830453872680664
2011-05-05,31.74281120300293
2011-05-06,31.471920013427734
2011-05-09,31.551607131958008
2011-05-10,32.005741119384766
2011-05-11,30.898239135742188
2011-05-12,30.587520599365234
2011-05-13,30.643287658691406
2011-05-16,30.826536178588867
2011-05-17,30.898239135742188
2011-05-18,30.67515754699707
2011-05-19,30.57954978942871
2011-05-20,30.324594497680664
2011-05-23,30.1174259185791
2011-05-24,29.615459442138672
2011-05-25,29.217082977294922
2011-05-26,29.017906188964844
2011-05-27,29.1453914642334
2011-05-31,29.137407302856445
2011-06-01,28.762935638427734
2011-06-02,28.723108291625977
2011-06-03,28.5239200592041
2011-06-06,28.667327880859375
2011-06-07,29.03383445739746
2011-06-08,29.45610809326172
2011-06-09,29.4720516204834
2011-06-10,28.946205139160156
2011-06-13,29.089601516723633
2011-06-14,29.1453914642334
2011-06-15,28.810760498046875
2011-06-16,28.683265686035156
2011-06-17,28.643428802490234
2011-06-20,28.675304412841797
2011-06-21,28.96213722229004
2011-06-22,28.802783966064453
2011-06-23,28.603599548339844
2011-06-24,28.356586456298828
2011-06-27,28.045854568481445
2011-06-28,28.09366798400879
2011-06-29,27.743087768554688
2011-06-30,27.488121032714844
2011-07-01,27.575767517089844
2011-07-05,27.599672317504883
2011-07-06,28.0856990814209
2011-07-07,27.480161666870117
2011-07-08,27.886507034301758
2011-07-11,27.759029388427734
2011-07-12,27.40846061706543
2011-07-13,27.121627807617188
2011-07-14,26.731210708618164
2011-07-15,26.70730972290039
2011-07-18,26.45233726501465
2011-07-19,26.53999137878418
2011-07-20,26.47624969482422
2011-07-21,26.627622604370117
2011-07-22,27.018035888671875
2011-07-25,27.312847137451172
2011-07-26,28.013992309570312
2011-07-27,27.249101638793945
2011-07-28,27.089757919311523
2011-07-29,26.675437927246094
2011-08-01,26.165508270263672
2011-08-02,25.854772567749023
2011-08-03,25.56794548034668
2011-08-04,25.17753028869629
2011-08-05,24.803050994873047
2011-08-08,23.815078735351562
2011-08-09,23.67963218688965
2011-08-10,22.317174911499023
2011-08-11,22.173749923706055
2011-08-12,22.32514190673828
2011-08-15,22.7792911529541
2011-08-16,23.48841094970703
2011-08-17,23.496374130249023
2011-08-18,22.819135665893555
2011-08-19,22.811166763305664
2011-08-22,22.627906799316406
2011-08-23,23.305150985717773
2011-08-24,24.380773544311523
2011-08-25,23.639789581298828
2011-08-26,24.101909637451172
2011-08-29,24.540122985839844
2011-08-30,24.396709442138672
2011-08-31,23.854917526245117
2011-09-01,23.512306213378906
2011-09-02,22.006441116333008
2011-09-06,21.9825382232666
2011-09-07,22.858970642089844
2011-09-08,21.623994827270508
2011-09-09,21.297330856323242
2011-09-12,21.671798706054688
2011-09-13,22.28530502319336
2011-09-14,22.627906799316406
2011-09-15,22.492464065551758
2011-09-16,22.8669376373291
2011-09-19,22.532297134399414
2011-09-20,21.759443283081055
2011-09-21,21.847082138061523
2011-09-22,21.59212303161621
2011-09-23,21.58416175842285
2011-09-26,21.496511459350586
2011-09-27,21.480579376220703
2011-09-28,19.584299087524414
2011-09-29,19.472747802734375
2011-09-30,19.385107040405273
2011-10-03,18.691926956176758
2011-10-04,18.548511505126953
2011-10-05,18.205904006958008
2011-10-06,18.867218017578125
2011-10-07,19.002668380737305
2011-10-10,19.4488468170166
2011-10-11,20.110158920288086
2011-10-12,20.22966766357422
2011-10-13,20.412933349609375
2011-10-14,21.1300048828125
2011-10-17,21.114070892333984
2011-10-18,21.09016227722168
2011-10-19,21.002517700195312
2011-10-20,21.34512710571289
2011-10-21,21.942705154418945
2011-10-24,22.890840530395508
2011-10-25,23.05816078186035
2011-10-26,22.88286590576172
2011-10-27,23.313119888305664
2011-10-28,23.44059944152832
2011-10-31,23.504344940185547
2011-11-01,22.667753219604492
2011-11-02,23.074092864990234
2011-11-03,23.727434158325195
2011-11-04,23.711498260498047
2011-11-07,23.584020614624023
2011-11-08,23.982397079467773
2011-11-09,23.241411209106445
2011-11-10,24.69947624206543
2011-11-11,24.332969665527344
2011-11-14,24.173616409301758
2011-11-15,25.225337982177734
2011-11-16,24.715410232543945
2011-11-17,24.10987091064453
2011-11-18,24.540122985839844
2011-11-21,23.854917526245117
2011-11-22,23.584020614624023
2011-11-23,23.344995498657227
2011-11-25,23.464506149291992
2011-11-28,24.40468406677246
2011-11-29,24.69947624206543
2011-11-30,25.297046661376953
2011-12-01,25.25720977783203
2011-12-02,24.85883331298828
2011-12-05,24.978343963623047
2011-12-06,24.938507080078125
2011-12-07,25.113788604736328
2011-12-08,24.317031860351562
2011-12-09,24.56403160095215
2011-12-12,23.99833106994629
2011-12-13,24.221418380737305
2011-12-14,24.667598724365234
2011-12-15,24.739316940307617
2011-12-16,25.193470001220703
2011-12-19,25.368755340576172
2011-12-20,25.639650344848633
2011-12-21,25.894615173339844
2011-12-22,25.798994064331055
2011-12-23,25.767131805419922
2011-12-27,25.838838577270508
2011-12-28,25.105823516845703
2011-12-29,25.44843101501465
2011-12-30,24.92256736755371
2012-01-03,25.798994064331055
2012-01-04,25.336881637573242
2012-01-05,25.416555404663086
2012-01-06,25.735265731811523
2012-01-09,25.384687423706055
2012-01-10,26.006162643432617
