Date,EG
2000-10-04,30.891910552978516
2000-10-05,31.17348289489746
2000-10-06,30.610334396362305
2000-10-09,30.57012367248535
2000-10-10,29.765640258789062
2000-10-11,30.16787338256836
2000-10-12,29.40361785888672
2000-10-13,29.524301528930664
2000-10-16,29.92654800415039
2000-10-17,29.604753494262695
2000-10-18,30.771242141723633
2000-10-19,30.85169219970703
2000-10-20,31.052793502807617
2000-10-23,32.66175079345703
2000-10-24,34.79364013671875
2000-10-25,34.75340270996094
2000-10-26,34.55228042602539
2000-10-27,34.9947509765625
2000-10-30,36.68414306640625
2000-10-31,37.72996139526367
2000-11-01,36.24169921875
2000-11-02,35.67853546142578
2000-11-03,34.87407684326172
2000-11-06,36.96572494506836
2000-11-07,37.9713020324707
2000-11-08,38.373558044433594
2000-11-09,38.61488342285156
2000-11-10,39.41936492919922
2000-11-13,38.936676025390625
2000-11-14,39.37914276123047
2000-11-15,39.41936492919922
2000-11-16,38.17243194580078
2000-11-17,37.85065460205078
2000-11-20,37.810420989990234
2000-11-21,37.68973922729492
2000-11-22,37.287506103515625
2000-11-24,37.810420989990234
2000-11-27,37.569068908691406
2000-11-28,37.97011184692383
2000-11-29,38.65461349487305
2000-11-30,38.77542495727539
2000-12-01,39.50020217895508
2000-12-04,39.339134216308594
2000-12-05,40.224971771240234
2000-12-06,40.949737548828125
2000-12-07,41.91608810424805
2000-12-08,42.96299743652344
2000-12-11,42.19795227050781
2000-12-12,41.473182678222656
2000-12-13,41.95637130737305
2000-12-14,42.15769958496094
2000-12-15,42.03689956665039
2000-12-18,43.48644256591797
2000-12-19,42.27849578857422
2000-12-20,41.87584686279297
2000-12-21,43.04353332519531
2000-12-22,46.385555267333984
2000-12-26,47.02978515625
2000-12-27,47.633766174316406
2000-12-28,47.43242263793945
2000-12-29,46.14393997192383
2001-01-02,44.37229919433594
2001-01-03,44.17095947265625
2001-01-04,40.104164123535156
2001-01-05,38.73515319824219
2001-01-08,40.14441680908203
2001-01-09,39.017005920410156
2001-01-10,38.815673828125
2001-01-11,37.4869384765625
2001-01-12,35.67499542236328
2001-01-16,37.406410217285156
2001-01-17,36.842681884765625
2001-01-18,36.88296890258789
2001-01-19,37.849327087402344
2001-01-22,39.50020217895508
2001-01-23,38.976741790771484
2001-01-24,39.339134216308594
2001-01-25,40.5068244934082
2001-01-26,39.94310760498047
2001-01-29,39.15068054199219
2001-01-30,37.52720642089844
2001-01-31,36.979583740234375
2001-02-01,37.59162139892578
2001-02-02,38.33248519897461
2001-02-05,39.99464797973633
2001-02-06,39.94310760498047
2001-02-07,41.25092697143555
2001-02-08,40.65821838378906
2001-02-09,40.41339874267578
2001-02-12,41.006126403808594
2001-02-13,39.29887008666992
2001-02-14,40.25234603881836
2001-02-15,39.18933868408203
2001-02-16,39.550113677978516
2001-02-20,38.65461349487305
2001-02-21,37.50142288208008
2001-02-22,38.75127410888672
2001-02-23,38.51288604736328
2001-02-26,39.62099075317383
2001-02-27,39.85291290283203
2001-02-28,40.7484016418457
2001-03-01,42.0240364074707
2001-03-02,42.888221740722656
2001-03-05,42.20460510253906
2001-03-06,42.20460510253906
2001-03-07,41.72733688354492
2001-03-08,41.662845611572266
2001-03-09,41.662845611572266
2001-03-12,41.46290969848633
2001-03-13,41.25654983520508
2001-03-14,40.94696807861328
2001-03-15,41.24364471435547
2001-03-16,41.06951904296875
2001-03-19,41.07594299316406
2001-03-20,40.953426361083984
2001-03-21,39.7344970703125
2001-03-22,38.709041595458984
2001-03-23,39.54745864868164
2001-03-26,40.56645584106445
2001-03-27,39.986019134521484
2001-03-28,40.688995361328125
2001-03-29,41.57255172729492
2001-03-30,42.9011116027832
2001-04-02,43.73955154418945
2001-04-03,42.80439376831055
2001-04-04,41.598358154296875
2001-04-05,42.4045295715332
2001-04-06,41.662845611572266
2001-04-09,41.514495849609375
2001-04-10,41.985321044921875
2001-04-11,42.79148483276367
2001-04-12,42.25618362426758
2001-04-16,42.997867584228516
2001-04-17,44.11360549926758
2001-04-18,43.33967971801758
2001-04-19,42.98495864868164
2001-04-20,42.51416778564453
2001-04-23,42.51416778564453
2001-04-24,40.37297439575195
2001-04-25,40.13434982299805
2001-04-26,41.08241653442383
2001-04-27,41.26943588256836
2001-04-30,41.17913055419922
2001-05-01,40.688995361328125
2001-05-02,39.986019134521484
2001-05-03,40.824432373046875
2001-05-04,41.43711471557617
2001-05-07,40.534202575683594
2001-05-08,40.6954345703125
2001-05-09,42.37229537963867
2001-05-10,41.733795166015625
2001-05-11,41.87568664550781
2001-05-14,42.217506408691406
2001-05-15,42.43677520751953
2001-05-16,43.288082122802734
2001-05-17,43.57185745239258
2001-05-18,43.69440460205078
2001-05-21,43.85564041137695
2001-05-22,43.41707229614258
2001-05-23,42.69474792480469
2001-05-24,42.881778717041016
2001-05-25,42.63026428222656
2001-05-29,42.98495864868164
2001-05-30,43.85564041137695
2001-05-31,43.83626937866211
2001-06-01,43.57801818847656
2001-06-04,43.9976692199707
2001-06-05,44.39148712158203
2001-06-06,44.34629440307617
2001-06-07,44.539974212646484
2001-06-08,44.99188232421875
2001-06-11,45.35342788696289
2001-06-12,45.747249603271484
2001-06-13,45.837646484375
2001-06-14,45.19200897216797
2001-06-15,45.837646484375
2001-06-18,45.527732849121094
2001-06-19,45.482547760009766
2001-06-20,45.39862823486328
2001-06-21,46.10232162475586
2001-06-22,45.66977310180664
2001-06-25,45.321144104003906
2001-06-26,46.12815856933594
2001-06-27,46.2249870300293
2001-06-28,47.477439880371094
2001-06-29,48.29092788696289
2001-07-02,47.109458923339844
2001-07-03,46.793121337890625
2001-07-05,46.857666015625
2001-07-06,46.741455078125
2001-07-09,46.52842330932617
2001-07-10,46.64462661743164
2001-07-11,46.50259780883789
2001-07-12,46.928688049316406
2001-07-13,46.922237396240234
2001-07-16,46.8641357421875
2001-07-17,46.6317138671875
2001-07-18,45.79242706298828
2001-07-19,43.184200286865234
2001-07-20,42.996986389160156
2001-07-23,42.6741943359375
2001-07-24,44.41731643676758
2001-07-25,44.31401062011719
2001-07-26,44.514156341552734
2001-07-27,44.662635803222656
2001-07-30,45.0306282043457
2001-07-31,45.256591796875
2001-08-01,45.540653228759766
2001-08-02,44.28171920776367
2001-08-03,43.9266471862793
2001-08-06,43.70716094970703
2001-08-07,44.869232177734375
2001-08-08,44.54642105102539
2001-08-09,43.82334518432617
2001-08-10,43.745880126953125
2001-08-13,43.9266471862793
2001-08-14,43.97829818725586
2001-08-15,44.28171920776367
2001-08-16,44.126792907714844
2001-08-17,43.71360778808594
2001-08-20,43.829811096191406
2001-08-21,43.416622161865234
2001-08-22,43.02925109863281
2001-08-23,43.48118209838867
2001-08-24,42.758113861083984
2001-08-27,41.90591812133789
2001-08-28,42.067317962646484
2001-08-29,42.170738220214844
2001-08-30,41.621360778808594
2001-08-31,41.944515228271484
2001-09-04,41.10432815551758
2001-09-05,40.74888229370117
2001-09-06,40.07027053833008
2001-09-07,39.811737060546875
2001-09-10,39.75357437133789
2001-09-17,34.835289001464844
2001-09-18,34.45396423339844
2001-09-19,32.31473159790039
2001-09-20,31.506855010986328
2001-09-21,31.914043426513672
2001-09-24,33.80120849609375
2001-09-25,36.35407257080078
2001-09-26,36.968048095703125
2001-09-27,39.41749572753906
2001-09-28,41.815269470214844
2001-10-01,41.23360061645508
2001-10-02,44.30997848510742
2001-10-03,47.69654846191406
2001-10-04,46.791717529296875
2001-10-05,45.96449661254883
2001-10-08,45.395729064941406
2001-10-09,46.53321075439453
2001-10-10,46.47505187988281
2001-10-11,47.53497314453125
2001-10-12,47.373390197753906
2001-10-15,48.31052780151367
2001-10-16,50.7341194152832
2001-10-17,49.44155502319336
2001-10-18,47.858123779296875
2001-10-19,47.16659164428711
2001-10-22,49.05378341674805
2001-10-23,44.91745376586914
2001-10-24,46.45565414428711
2001-10-25,46.3199462890625
2001-10-26,45.96449661254883
2001-10-29,44.62665557861328
2001-10-30,44.27764892578125
2001-10-31,43.20479965209961
2001-11-01,44.24531936645508
2001-11-02,46.06788635253906
2001-11-05,46.649566650390625
2001-11-06,46.6624755859375
2001-11-07,46.093711853027344
2001-11-08,45.23416519165039
2001-11-09,44.69127655029297
2001-11-12,44.48445510864258
2001-11-13,44.29056930541992
2001-11-14,43.89632034301758
2001-11-15,43.734764099121094
2001-11-16,43.61198043823242
2001-11-19,44.09718704223633
2001-11-20,44.834739685058594
2001-11-21,44.7506103515625
2001-11-23,44.96411895751953
2001-11-26,44.757110595703125
2001-11-27,45.6434440612793
2001-11-28,44.7053337097168
2001-11-29,45.6887321472168
2001-11-30,46.225704193115234
2001-12-03,45.8375129699707
2001-12-04,46.6397819519043
2001-12-05,45.91516876220703
2001-12-06,44.795894622802734
2001-12-07,44.80238723754883
2001-12-10,43.314369201660156
2001-12-11,43.35966110229492
2001-12-12,43.28201675415039
2001-12-13,42.22745895385742
2001-12-14,43.06850814819336
2001-12-17,43.489051818847656
2001-12-18,43.993682861328125
2001-12-19,44.071311950683594
2001-12-20,43.39200973510742
2001-12-21,44.09071350097656
2001-12-24,44.34303665161133
2001-12-26,44.692413330078125
2001-12-27,45.294063568115234
2001-12-28,45.73401641845703
2001-12-31,45.74049758911133
2002-01-02,45.708126068115234
2002-01-03,45.449344635009766
2002-01-04,45.617576599121094
2002-01-07,45.28113555908203
2002-01-08,44.7053337097168
2002-01-09,44.608314514160156
2002-01-10,44.64063262939453
2002-01-11,44.58241653442383
2002-01-14,43.974266052246094
2002-01-15,44.28481674194336
2002-01-16,43.77369689941406
2002-01-17,43.340240478515625
2002-01-18,43.340240478515625
2002-01-22,42.764442443847656
2002-01-23,42.783851623535156
2002-01-24,43.89664077758789
2002-01-25,45.04175567626953
2002-01-28,44.73768997192383
2002-01-29,44.06483459472656
2002-01-30,44.25245666503906
2002-01-31,44.44655227661133
2002-02-01,45.13880920410156
2002-02-04,44.33009719848633
2002-02-05,43.98074722290039
2002-02-06,43.83191680908203
2002-02-07,44.233062744140625
2002-02-08,45.10646438598633
2002-02-11,45.449344635009766
2002-02-12,45.779293060302734
2002-02-13,48.10190963745117
2002-02-14,48.52242660522461
2002-02-15,48.1213264465332
2002-02-19,47.29320526123047
2002-02-20,47.06675338745117
2002-02-21,46.2903938293457
2002-02-22,44.77002716064453
2002-02-25,45.67580032348633
2002-02-26,46.380977630615234
2002-02-27,46.581546783447266
2002-02-28,47.183895111083984
2002-03-01,46.950714111328125
2002-03-04,47.009010314941406
2002-03-05,47.07377624511719
2002-03-06,47.358768463134766
2002-03-07,45.9144172668457
2002-03-08,45.73307800292969
2002-03-11,45.208438873291016
2002-03-12,45.27321243286133
2002-03-13,45.17605209350586
2002-03-14,45.590572357177734
2002-03-15,45.1630973815918
2002-03-18,44.1721305847168
2002-03-19,43.738189697265625
2002-03-20,42.747230529785156
2002-03-21,44.696754455566406
2002-03-22,44.884613037109375
2002-03-25,44.10736846923828
2002-03-26,43.99726486206055
2002-03-27,44.4636116027832
2002-03-28,44.910526275634766
2002-04-01,44.068511962890625
2002-04-02,44.10090255737305
2002-04-03,44.20450210571289
2002-04-04,44.35350036621094
2002-04-05,44.56722640991211
2002-04-08,45.441627502441406
2002-04-09,46.439048767089844
2002-04-10,46.439048767089844
2002-04-11,46.06340408325195
2002-04-12,45.85612869262695
2002-04-15,44.71620178222656
2002-04-16,44.3599739074707
2002-04-17,45.20196533203125
2002-04-18,45.18901443481445
2002-04-19,45.29913330078125
2002-04-22,45.75896453857422
2002-04-23,44.81981658935547
2002-04-24,43.04515838623047
2002-04-25,42.70838165283203
2002-04-26,43.362548828125
2002-04-29,42.33271408081055
2002-04-30,43.97783660888672
2002-05-01,43.56979751586914
2002-05-02,42.909156799316406
2002-05-03,43.71227264404297
2002-05-06,43.362548828125
2002-05-07,42.55293655395508
2002-05-08,42.4881591796875
2002-05-09,41.63970184326172
2002-05-10,41.257568359375
2002-05-13,41.32882308959961
2002-05-14,41.44538497924805
2002-05-15,41.3676643371582
2002-05-16,40.318416595458984
2002-05-17,40.79772186279297
2002-05-20,40.5839729309082
2002-05-21,40.17593002319336
2002-05-22,39.83266067504883
2002-05-23,40.77180480957031
2002-05-24,41.341758728027344
2002-05-28,41.095638275146484
2002-05-29,41.43244552612305
2002-05-30,40.660728454589844
2002-05-31,40.60235595703125
2002-06-03,39.99277877807617
2002-06-04,39.240535736083984
2002-06-05,39.47398376464844
2002-06-06,39.0070686340332
2002-06-07,39.19511795043945
2002-06-10,39.577754974365234
2002-06-11,38.3909912109375
2002-06-12,37.359859466552734
2002-06-13,36.27687454223633
2002-06-14,37.573875427246094
2002-06-17,38.63740921020508
2002-06-18,39.44803237915039
2002-06-19,39.221065521240234
2002-06-20,38.75414276123047
2002-06-21,38.94221115112305
2002-06-24,38.31964111328125
2002-06-25,37.96946716308594
2002-06-26,37.51551818847656
2002-06-27,36.35471725463867
2002-06-28,36.28338623046875
2002-07-01,35.56355667114258
2002-07-02,34.512977600097656
2002-07-03,34.033103942871094
2002-07-05,35.5376091003418
2002-07-08,34.78535079956055
2002-07-09,33.138160705566406
2002-07-10,31.944931030273438
2002-07-11,32.65180969238281
2002-07-12,33.306785583496094
2002-07-15,33.00847625732422
2002-07-16,32.59344482421875
2002-07-17,31.34183692932129
2002-07-18,28.922943115234375
2002-07-19,28.90349006652832
2002-07-22,28.0474796295166
2002-07-23,28.566268920898438
2002-07-24,30.550661087036133
2002-07-25,31.127838134765625
2002-07-26,31.925472259521484
2002-07-29,34.88261795043945
2002-07-30,34.82425308227539
2002-07-31,35.50517272949219
2002-08-01,35.284698486328125
2002-08-02,33.86448669433594
2002-08-05,32.340511322021484
2002-08-06,33.00847625732422
2002-08-07,32.96307373046875
2002-08-08,33.754234313964844
2002-08-09,34.778865814208984
2002-08-12,35.051231384277344
2002-08-13,34.39625930786133
2002-08-14,34.79832458496094
2002-08-15,35.40142822265625
2002-08-16,35.64785385131836
2002-08-19,35.94615173339844
2002-08-20,35.66729736328125
2002-08-21,35.35602951049805
2002-08-22,36.8929557800293
2002-08-23,36.3093147277832
2002-08-26,36.52980041503906
2002-08-27,35.44032669067383
2002-08-28,34.699954986572266
2002-08-29,35.32344055175781
2002-08-30,35.20002746582031
2002-09-03,34.33626937866211
2002-09-04,34.68698501586914
2002-09-05,34.095977783203125
2002-09-06,34.87532424926758
2002-09-09,35.232505798339844
2002-09-10,35.018184661865234
2002-09-11,35.10911560058594
2002-09-12,36.24563217163086
2002-09-13,37.64845275878906
2002-09-16,37.59000015258789
2002-09-17,36.79767608642578
2002-09-18,37.388668060302734
2002-09-19,36.88859939575195
2002-09-20,35.868953704833984
2002-09-23,35.9468994140625
2002-09-24,34.745418548583984
2002-09-25,35.18704605102539
2002-09-26,36.9795036315918
2002-09-27,36.1742057800293
2002-09-30,35.628665924072266
2002-10-01,37.278263092041016
2002-10-02,35.349422454833984
2002-10-03,35.49877166748047
2002-10-04,34.77790451049805
2002-10-07,34.8233642578125
2002-10-08,35.82351303100586
2002-10-09,33.88815689086914
2002-10-10,35.62217712402344
2002-10-11,37.778343200683594
2002-10-14,37.30425262451172
2002-10-15,39.68122863769531
2002-10-16,39.44740676879883
2002-10-17,40.13584518432617
2002-10-18,39.45391845703125
2002-10-21,40.583953857421875
2002-10-22,39.45391845703125
2002-10-23,39.26557159423828
2002-10-24,38.460262298583984
2002-10-25,39.93449783325195
2002-10-28,39.55131912231445
2002-10-29,38.4472770690918
2002-10-30,38.15502166748047
2002-10-31,37.680938720703125
2002-11-01,37.9926643371582
2002-11-04,38.16152572631836
2002-11-05,37.11591720581055
2002-11-06,37.65493392944336
2002-11-07,36.08979034423828
2002-11-08,35.71310043334961
2002-11-11,35.76504898071289
2002-11-12,35.74557876586914
2002-11-13,35.661163330078125
2002-11-14,35.8819580078125
2002-11-15,36.674293518066406
2002-11-18,36.02484130859375
2002-11-19,35.68711853027344
2002-11-20,36.44696807861328
2002-11-21,36.41450881958008
2002-11-22,37.31074905395508
2002-11-25,37.102935791015625
2002-11-26,36.804176330566406
2002-11-27,37.096839904785156
2002-11-29,37.65615463256836
2002-12-02,37.26592254638672
2002-12-03,36.90822982788086
2002-12-04,36.23184585571289
2002-12-05,36.35541534423828
2002-12-06,36.2513542175293
2002-12-09,36.147315979003906
2002-12-10,36.45296859741211
2002-12-11,36.32938766479492
2002-12-12,35.835121154785156
2002-12-13,35.45791244506836
2002-12-16,36.49198913574219
2002-12-17,36.42045593261719
2002-12-18,36.32291030883789
2002-12-19,36.23184585571289
2002-12-20,36.61556625366211
2002-12-23,36.63508224487305
2002-12-24,36.86920928955078
2002-12-26,36.66108322143555
2002-12-27,36.00422286987305
2002-12-30,35.73106384277344
2002-12-31,35.9651985168457
2003-01-02,36.42045593261719
2003-01-03,36.4139404296875
2003-01-06,36.58954620361328
2003-01-07,36.53752517700195
2003-01-08,35.9651985168457
2003-01-09,36.23835754394531
2003-01-10,35.724544525146484
2003-01-13,34.7295036315918
2003-01-14,35.15872573852539
2003-01-15,34.6319465637207
2003-01-16,33.89053726196289
2003-01-17,33.62388610839844
2003-01-21,32.91499328613281
2003-01-22,32.44671630859375
2003-01-23,32.99953079223633
2003-01-24,32.908477783203125
2003-01-27,32.3166389465332
2003-01-28,33.09708786010742
2003-01-29,32.79792404174805
2003-01-30,32.089019775390625
2003-01-31,32.82392883300781
2003-02-03,33.415775299072266
2003-02-04,32.160552978515625
2003-02-05,32.180084228515625
2003-02-06,31.308597564697266
2003-02-07,31.38013458251953
2003-02-10,31.67279624938965
2003-02-11,32.2711181640625
2003-02-12,32.06950759887695
2003-02-13,32.94750213623047
2003-02-14,33.5588493347168
2003-02-18,33.77997589111328
2003-02-19,33.786476135253906
2003-02-20,33.8385009765625
2003-02-21,35.04816818237305
2003-02-24,34.33278274536133
2003-02-25,34.24824142456055
2003-02-26,33.64990997314453
2003-02-27,34.58805465698242
2003-02-28,34.79002380371094
2003-03-03,34.80306625366211
2003-03-04,34.43822479248047
2003-03-05,34.581539154052734
2003-03-06,34.275352478027344
2003-03-07,34.464263916015625
2003-03-10,33.54564666748047
2003-03-11,32.55537796020508
2003-03-12,32.46417236328125
2003-03-13,34.05382537841797
2003-03-14,34.77698516845703
2003-03-17,35.936668395996094
2003-03-18,35.630462646484375
2003-03-19,36.079978942871094
2003-03-20,36.54905700683594
2003-03-21,37.40903091430664
2003-03-24,36.55556869506836
2003-03-25,36.52301788330078
2003-03-26,36.3731575012207
2003-03-27,36.614234924316406
2003-03-28,37.26571273803711
2003-03-31,37.27222442626953
2003-04-01,37.36344909667969
2003-04-02,37.83251953125
2003-04-03,38.30809783935547
2003-04-04,38.855369567871094
2003-04-07,38.047515869140625
2003-04-08,38.22340393066406
2003-04-09,38.54265594482422
2003-04-10,38.145225524902344
2003-04-11,38.63385772705078
2003-04-14,39.226715087890625
2003-04-15,39.08341598510742
2003-04-16,39.30491256713867
2003-04-17,39.5394401550293
2003-04-21,40.03459167480469
2003-04-22,46.71244430541992
2003-04-23,47.565921783447266
2003-04-24,45.05112838745117
2003-04-25,45.1097412109375
2003-04-28,45.676570892333984
2003-04-29,45.507164001464844
2003-04-30,45.376853942871094
2003-05-01,45.598388671875
2003-05-02,45.670047760009766
2003-05-05,45.61142349243164
2003-05-06,45.14887237548828
2003-05-07,44.458251953125
2003-05-08,44.497352600097656
2003-05-09,45.070674896240234
2003-05-12,46.33457946777344
2003-05-13,45.63747024536133
2003-05-14,46.191261291503906
2003-05-15,45.982749938964844
2003-05-16,45.963218688964844
2003-05-19,45.18141174316406
2003-05-20,45.318241119384766
2003-05-21,45.865501403808594
2003-05-22,46.30849075317383
2003-05-23,46.184730529785156
2003-05-27,46.48440933227539
2003-05-28,46.61471939086914
2003-05-29,46.9017333984375
2003-05-30,47.6192741394043
2003-06-02,48.473819732666016
2003-06-03,47.6192741394043
2003-06-04,47.73019027709961
2003-06-05,48.44772720336914
2003-06-06,49.09354019165039
2003-06-09,47.91284942626953
2003-06-10,48.271602630615234
2003-06-11,49.43925857543945
2003-06-12,50.10460662841797
2003-06-13,49.27616500854492
2003-06-16,50.3590202331543
2003-06-17,50.926544189453125
2003-06-18,50.91350173950195
2003-06-19,49.791526794433594
2003-06-20,49.51101303100586
2003-06-23,48.943485260009766
2003-06-24,50.189422607421875
2003-06-25,50.13071823120117
2003-06-26,50.222023010253906
2003-06-27,50.045928955078125
2003-06-30,49.902400970458984
2003-07-01,50.03287124633789
2003-07-02,50.554710388183594
2003-07-03,50.62648010253906
2003-07-07,50.60038375854492
2003-07-08,50.79608154296875
2003-07-09,50.293792724609375
2003-07-10,49.745849609375
2003-07-11,49.66757583618164
2003-07-14,50.228580474853516
2003-07-15,50.67866897583008
2003-07-16,49.28268051147461
2003-07-17,48.66299819946289
2003-07-18,49.64148712158203
2003-07-21,50.58732604980469
2003-07-22,50.691688537597656
2003-07-23,49.67409133911133
2003-07-24,49.165287017822266
2003-07-25,49.419700622558594
2003-07-28,49.98722457885742
2003-07-29,49.563201904296875
2003-07-30,49.250083923339844
2003-07-31,49.29573440551758
2003-08-01,48.70866012573242
2003-08-04,48.14114761352539
2003-08-05,47.93239212036133
2003-08-06,48.22597122192383
2003-08-07,48.13462829589844
2003-08-08,48.33684539794922
2003-08-11,48.0172004699707
2003-08-12,48.284637451171875
2003-08-13,47.83456039428711
2003-08-14,47.8867301940918
2003-08-15,47.8671760559082
2003-08-18,47.78889465332031
2003-08-19,47.6192741394043
2003-08-20,47.299644470214844
2003-08-21,47.612762451171875
2003-08-22,47.306182861328125
2003-08-25,47.16265106201172
2003-08-26,47.39097595214844
2003-08-27,47.33873748779297
2003-08-28,47.613033294677734
2003-08-29,47.87429428100586
2003-09-02,48.070213317871094
2003-09-03,48.129005432128906
2003-09-04,48.070213317871094
2003-09-05,48.20085525512695
2003-09-08,48.083309173583984
2003-09-09,47.599979400634766
2003-09-10,47.29301834106445
2003-09-11,47.306087493896484
2003-09-12,46.855411529541016
2003-09-15,46.90766906738281
2003-09-16,47.98533630371094
2003-09-17,47.658756256103516
2003-09-18,48.573143005371094
2003-09-19,48.82130813598633
