Date,UHS
2000-01-03,8.302346229553223
2000-01-04,8.135186195373535
2000-01-05,8.46950626373291
2000-01-06,9.09636402130127
2000-01-07,9.848590850830078
2000-01-10,10.322206497192383
2000-01-11,9.918237686157227
2000-01-12,9.876444816589355
2000-01-13,10.252559661865234
2000-01-14,10.21076774597168
2000-01-18,10.19683837890625
2000-01-19,9.932170867919922
2000-01-20,10.69832706451416
2000-01-21,10.69832706451416
2000-01-24,10.69832706451416
2000-01-25,10.572948455810547
2000-01-26,10.37793254852295
2000-01-27,10.252559661865234
2000-01-28,10.029681205749512
2000-01-31,9.9600248336792
2000-02-01,10.043604850769043
2000-02-02,10.252559661865234
2000-02-03,10.712254524230957
2000-02-04,10.80976676940918
2000-02-07,10.64260482788086
2000-02-08,10.503301620483398
2000-02-09,10.252559661865234
2000-02-10,10.155049324035645
2000-02-11,10.085402488708496
2000-02-14,9.848590850830078
2000-02-15,10.308281898498535
2000-02-16,9.611774444580078
2000-02-17,9.4724702835083
2000-02-18,9.110291481018066
2000-02-22,8.984918594360352
2000-02-23,8.887409210205078
2000-02-24,8.664531707763672
2000-02-25,8.80383014678955
2000-02-28,8.539156913757324
2000-02-29,8.664531707763672
2000-03-01,8.929200172424316
2000-03-02,9.305315017700195
2000-03-03,9.221732139587402
2000-03-06,8.984918594360352
2000-03-07,8.720247268676758
2000-03-08,8.720247268676758
2000-03-09,8.943132400512695
2000-03-10,8.80383014678955
2000-03-13,8.789900779724121
2000-03-14,8.845617294311523
2000-03-15,8.873479843139648
2000-03-16,9.305315017700195
2000-03-17,9.291382789611816
2000-03-20,9.333173751831055
2000-03-21,9.528194427490234
2000-03-22,9.848590850830078
2000-03-23,9.778937339782715
2000-03-24,9.918237686157227
2000-03-27,9.73714828491211
2000-03-28,9.625707626342773
2000-03-29,9.667494773864746
2000-03-30,10.099328994750977
2000-03-31,10.921202659606934
2000-04-03,10.921202659606934
2000-04-04,11.032649993896484
2000-04-05,11.158015251159668
2000-04-06,11.311249732971191
2000-04-07,11.297316551208496
2000-04-10,11.520201683044434
2000-04-11,11.589853286743164
2000-04-12,12.021682739257812
2000-04-13,11.840594291687012
2000-04-14,11.408761024475098
2000-04-17,11.227670669555664
2000-04-18,11.589853286743164
2000-04-19,11.687360763549805
2000-04-20,12.007753372192383
2000-04-24,11.965959548950195
2000-04-25,12.467447280883789
2000-04-26,12.230634689331055
2000-04-27,11.85452651977539
2000-04-28,12.202775955200195
2000-05-01,12.258495330810547
2000-05-02,12.300284385681152
2000-05-03,11.77094554901123
2000-05-04,12.230634689331055
2000-05-05,12.147061347961426
2000-05-08,12.174914360046387
2000-05-09,12.369935035705566
2000-05-10,11.757007598876953
2000-05-11,12.397794723510742
2000-05-12,12.091330528259277
2000-05-15,12.439586639404297
2000-05-16,12.27242660522461
2000-05-17,11.952033996582031
2000-05-18,12.174914360046387
2000-05-19,11.979893684387207
2000-05-22,11.784873008728027
2000-05-23,12.244562149047852
2000-05-24,12.383866310119629
2000-05-25,12.453516006469727
2000-05-26,12.314212799072266
2000-05-30,12.481378555297852
2000-05-31,11.840594291687012
2000-06-01,12.202775955200195
2000-06-02,12.578886032104492
2000-06-05,12.592818260192871
2000-06-06,12.523170471191406
2000-06-07,12.537095069885254
2000-06-08,12.523170471191406
2000-06-09,12.537095069885254
2000-06-12,13.150018692016602
2000-06-13,12.578886032104492
2000-06-14,13.247535705566406
2000-06-15,14.515178680419922
2000-06-16,14.320150375366211
2000-06-19,13.888315200805664
2000-06-20,14.375870704650879
2000-06-21,14.278363227844238
2000-06-22,14.960938453674316
2000-06-23,14.724119186401367
2000-06-26,14.84950065612793
2000-06-27,15.378844261169434
2000-06-28,15.587789535522461
2000-06-29,15.615653038024902
2000-06-30,14.598750114440918
2000-07-03,14.84950065612793
2000-07-05,15.15595531463623
2000-07-06,15.183821678161621
2000-07-07,15.114166259765625
2000-07-10,15.128105163574219
2000-07-11,15.114166259765625
2000-07-12,15.1420259475708
2000-07-13,14.682336807250977
2000-07-14,14.473382949829102
2000-07-17,15.114166259765625
2000-07-18,15.323122024536133
2000-07-19,15.030586242675781
2000-07-20,15.030586242675781
2000-07-21,14.947002410888672
2000-07-24,14.821639060974121
2000-07-25,14.334078788757324
2000-07-26,14.738053321838379
2000-07-27,14.77984619140625
2000-07-28,15.002732276916504
2000-07-31,15.016657829284668
2000-08-01,15.169885635375977
2000-08-02,15.128105163574219
2000-08-03,15.1420259475708
2000-08-04,15.183821678161621
2000-08-07,15.086309432983398
2000-08-08,14.933070182800293
2000-08-09,14.84950065612793
2000-08-10,14.960938453674316
2000-08-11,15.100242614746094
2000-08-14,15.15595531463623
2000-08-15,14.584821701049805
2000-08-16,14.974867820739746
2000-08-17,14.626615524291992
2000-08-18,14.577853202819824
2000-08-21,14.278363227844238
2000-08-22,14.222636222839355
2000-08-23,14.236568450927734
2000-08-24,14.403733253479004
2000-08-25,14.738053321838379
2000-08-28,14.738053321838379
2000-08-29,14.738053321838379
2000-08-30,15.183821678161621
2000-08-31,15.768892288208008
2000-09-01,15.57386589050293
2000-09-05,15.504205703735352
2000-09-06,15.420629501342773
2000-09-07,14.960938453674316
2000-09-08,15.1420259475708
2000-09-11,15.1420259475708
2000-09-12,15.323122024536133
2000-09-13,16.047494888305664
2000-09-14,16.047494888305664
2000-09-15,16.5350341796875
2000-09-18,16.98080825805664
2000-09-19,18.05341911315918
2000-09-20,17.830537796020508
2000-09-21,18.276309967041016
2000-09-22,18.833511352539062
2000-09-25,18.61063003540039
2000-09-26,19.028533935546875
2000-09-27,18.917091369628906
2000-09-28,18.833511352539062
2000-09-29,19.084245681762695
2000-10-02,19.028533935546875
2000-10-03,19.11212158203125
2000-10-04,19.29319953918457
2000-10-05,19.808609008789062
2000-10-06,19.58572769165039
2000-10-09,19.404644012451172
2000-10-10,19.446434020996094
2000-10-11,19.29319953918457
2000-10-12,19.167835235595703
2000-10-13,19.070316314697266
2000-10-16,19.947914123535156
2000-10-17,19.05638885498047
2000-10-18,18.554912567138672
2000-10-19,19.070316314697266
2000-10-20,19.000669479370117
2000-10-23,18.735994338989258
2000-10-24,18.74993133544922
2000-10-25,19.362844467163086
2000-10-26,19.23748207092285
2000-10-27,18.443464279174805
2000-10-30,18.471324920654297
2000-10-31,18.694202423095703
2000-11-01,17.21762466430664
2000-11-02,18.011629104614258
2000-11-03,17.997703552246094
2000-11-06,17.983774185180664
2000-11-07,19.29319953918457
2000-11-08,19.070316314697266
2000-11-09,19.376779556274414
2000-11-10,19.27927589416504
2000-11-13,19.362844467163086
2000-11-14,19.26534652709961
2000-11-15,20.337963104248047
2000-11-16,19.975780487060547
2000-11-17,20.00364875793457
2000-11-20,19.58572769165039
2000-11-21,19.836475372314453
2000-11-22,19.6693172454834
2000-11-24,19.6553955078125
2000-11-27,20.477262496948242
2000-11-28,20.61656379699707
2000-11-29,21.591665267944336
2000-11-30,22.831451416015625
2000-12-01,23.110050201416016
2000-12-04,22.51106071472168
2000-12-05,22.399608612060547
2000-12-06,22.76179313659668
2000-12-07,22.95682716369629
2000-12-08,23.26327133178711
2000-12-11,23.27721405029297
2000-12-12,22.232454299926758
2000-12-13,21.508100509643555
2000-12-14,21.382719039916992
2000-12-15,22.650360107421875
2000-12-18,23.402585983276367
2000-12-19,23.458297729492188
2000-12-20,23.904067993164062
2000-12-21,23.179706573486328
2000-12-22,23.151838302612305
2000-12-26,24.001569747924805
2000-12-27,24.907032012939453
2000-12-28,24.823455810546875
2000-12-29,24.907032012939453
2001-01-02,22.4414119720459
2001-01-03,22.594633102416992
2001-01-04,19.780750274658203
2001-01-05,19.64145278930664
2001-01-08,19.780750274658203
2001-01-09,18.805648803710938
2001-01-10,20.435466766357422
2001-01-11,20.31009864807129
2001-01-12,19.864341735839844
2001-01-16,19.446434020996094
2001-01-17,18.903160095214844
2001-01-18,18.276309967041016
2001-01-19,17.329063415527344
2001-01-22,18.19272804260254
2001-01-23,18.276309967041016
2001-01-24,17.538009643554688
2001-01-25,17.816600799560547
2001-01-26,18.65241813659668
2001-01-29,18.1091365814209
2001-01-30,18.142559051513672
2001-01-31,18.2540225982666
2001-02-01,18.274070739746094
2001-02-02,18.46574592590332
2001-02-05,18.82236671447754
2001-02-06,19.167835235595703
2001-02-07,19.892194747924805
2001-02-08,19.459796905517578
2001-02-09,19.618051528930664
2001-02-12,20.304523468017578
2001-02-13,20.295602798461914
2001-02-14,19.838699340820312
2001-02-15,18.866939544677734
2001-02-16,18.978384017944336
2001-02-20,19.334989547729492
2001-02-21,18.554912567138672
2001-02-22,18.289676666259766
2001-02-23,18.2540225982666
2001-02-26,18.99175262451172
2001-02-27,19.457569122314453
2001-02-28,20.00364875793457
2001-03-01,20.10393714904785
2001-03-02,20.68343162536621
2001-03-05,19.97243309020996
2001-03-06,19.75623321533203
2001-03-07,19.26812171936035
2001-03-08,18.9449405670166
2001-03-09,18.66412353515625
2001-03-12,17.843914031982422
2001-03-13,17.855058670043945
2001-03-14,18.303049087524414
2001-03-15,18.61063003540039
2001-03-16,18.804527282714844
2001-03-19,18.92711639404297
2001-03-20,18.63068389892578
2001-03-21,18.83129119873047
2001-03-22,18.287446975708008
2001-03-23,18.46574592590332
2001-03-26,18.882539749145508
2001-03-27,18.519245147705078
2001-03-28,18.443464279174805
2001-03-29,19.38848304748535
2001-03-30,19.680450439453125
2001-04-02,19.239160537719727
2001-04-03,19.067533493041992
2001-04-04,20.248804092407227
2001-04-05,20.15519905090332
2001-04-06,20.175254821777344
2001-04-09,20.48283576965332
2001-04-10,20.571985244750977
2001-04-11,19.70275115966797
2001-04-12,20.150739669799805
2001-04-16,19.865449905395508
2001-04-17,20.60987091064453
2001-04-18,19.959062576293945
2001-04-19,19.05638885498047
2001-04-20,18.940486907958984
2001-04-23,18.632917404174805
2001-04-24,18.873619079589844
2001-04-25,19.54672622680664
2001-04-26,19.337215423583984
2001-04-27,19.45534324645996
2001-04-30,20.0058650970459
