Date,FDX
2000-01-03,34.24091339111328
2000-01-04,33.09457778930664
2000-01-05,33.842193603515625
2000-01-06,37.67994689941406
2000-01-07,37.87931442260742
2000-01-10,37.08186721801758
2000-01-11,36.384117126464844
2000-01-12,36.08505630493164
2000-01-13,37.48059844970703
2000-01-14,37.131710052490234
2000-01-18,35.23773193359375
2000-01-19,35.28756332397461
2000-01-20,33.892024993896484
2000-01-21,33.29393005371094
2000-01-24,32.69582748413086
2000-01-25,32.097755432128906
2000-01-26,33.79235076904297
2000-01-27,32.49647521972656
2000-01-28,30.851703643798828
2000-01-31,31.549495697021484
2000-02-01,31.051076889038086
2000-02-02,30.752029418945312
2000-02-03,31.499658584594727
2000-02-04,31.25044059753418
2000-02-07,31.25044059753418
2000-02-08,31.649179458618164
2000-02-09,31.150745391845703
2000-02-10,30.851703643798828
2000-02-11,29.605703353881836
2000-02-14,28.957727432250977
2000-02-15,28.658700942993164
2000-02-16,29.05743408203125
2000-02-17,28.40949058532715
2000-02-18,29.356481552124023
2000-02-22,28.70854949951172
2000-02-23,28.210132598876953
2000-02-24,27.213306427001953
2000-02-25,26.764741897583008
2000-02-28,27.711702346801758
2000-02-29,27.861228942871094
2000-03-01,27.462499618530273
2000-03-02,27.013938903808594
2000-03-03,27.711702346801758
2000-03-06,26.116788864135742
2000-03-07,24.77108383178711
2000-03-08,26.36599349975586
2000-03-09,26.61520767211914
2000-03-10,26.764741897583008
2000-03-13,26.166637420654297
2000-03-14,25.917428970336914
2000-03-15,26.96409034729004
2000-03-16,28.309804916381836
2000-03-17,27.263151168823242
2000-03-20,28.25997543334961
2000-03-21,29.206937789916992
2000-03-22,29.70536994934082
2000-03-23,31.698999404907227
2000-03-24,31.599319458007812
2000-03-27,30.926462173461914
2000-03-28,30.602519989013672
2000-03-29,30.353288650512695
2000-03-30,30.801868438720703
2000-03-31,30.95138931274414
2000-04-03,31.25044059753418
2000-04-04,30.702199935913086
2000-04-05,31.399974822998047
2000-04-06,31.051076889038086
2000-04-07,30.452987670898438
2000-04-10,32.29711151123047
2000-04-11,32.79551315307617
2000-04-12,33.14441680908203
2000-04-13,32.097755432128906
2000-04-14,29.70536994934082
2000-04-17,28.907899856567383
2000-04-18,29.90473175048828
2000-04-19,30.452987670898438
2000-04-20,30.353288650512695
2000-04-24,29.70536994934082
2000-04-25,31.649179458618164
2000-04-26,30.602519989013672
2000-04-27,30.20378303527832
2000-04-28,30.054243087768555
2000-05-01,29.605703353881836
2000-05-02,29.456165313720703
2000-05-03,28.70854949951172
2000-05-04,29.555843353271484
2000-05-05,31.549495697021484
2000-05-08,31.99807357788086
2000-05-09,31.748849868774414
2000-05-10,30.702199935913086
2000-05-11,31.499658584594727
2000-05-12,31.00124740600586
2000-05-15,29.05743408203125
2000-05-16,29.10725975036621
2000-05-17,28.758380889892578
2000-05-18,29.356481552124023
2000-05-19,28.907899856567383
2000-05-22,28.907899856567383
2000-05-23,28.70854949951172
2000-05-24,28.808216094970703
2000-05-25,28.060596466064453
2000-05-26,26.96409034729004
2000-05-30,28.309804916381836
2000-05-31,28.309804916381836
2000-06-01,28.459327697753906
2000-06-02,29.256793975830078
2000-06-05,29.854890823364258
2000-06-06,29.406312942504883
2000-06-07,29.30663299560547
2000-06-08,28.808216094970703
2000-06-09,28.957727432250977
2000-06-12,28.733449935913086
2000-06-13,29.10725975036621
2000-06-14,29.655508041381836
2000-06-15,29.05743408203125
2000-06-16,28.50916862487793
2000-06-19,28.25997543334961
2000-06-20,28.01076316833496
2000-06-21,27.462499618530273
2000-06-22,27.661880493164062
2000-06-23,27.063783645629883
2000-06-26,27.163461685180664
2000-06-27,29.506010055541992
2000-06-28,31.100902557373047
2000-06-29,31.051076889038086
2000-06-30,30.30345344543457
2000-07-03,31.748849868774414
2000-07-05,32.596160888671875
2000-07-06,31.848533630371094
2000-07-07,31.350114822387695
2000-07-10,32.097755432128906
2000-07-11,31.898386001586914
2000-07-12,32.69582748413086
2000-07-13,33.34377670288086
2000-07-14,33.842193603515625
2000-07-17,32.6460075378418
2000-07-18,32.6460075378418
2000-07-19,31.898386001586914
2000-07-20,31.698999404907227
2000-07-21,31.948223114013672
2000-07-24,31.649179458618164
2000-07-25,31.549495697021484
2000-07-26,31.00124740600586
2000-07-27,31.00124740600586
2000-07-28,31.200603485107422
2000-07-31,31.599319458007812
2000-08-01,31.798688888549805
2000-08-02,32.197418212890625
2000-08-03,31.549495697021484
2000-08-04,31.350114822387695
2000-08-07,31.399974822998047
2000-08-08,31.30029296875
2000-08-09,30.702199935913086
2000-08-10,32.54632568359375
2000-08-11,33.14441680908203
2000-08-14,32.79551315307617
2000-08-15,32.74567413330078
2000-08-16,32.49647521972656
2000-08-17,32.247276306152344
2000-08-18,31.898386001586914
2000-08-21,31.798688888549805
2000-08-22,32.44660949707031
2000-08-23,31.449806213378906
2000-08-24,31.748849868774414
2000-08-25,32.89518737792969
2000-08-28,32.464561462402344
2000-08-29,32.3289909362793
2000-08-30,31.603300094604492
2000-08-31,32.177494049072266
2000-09-01,31.53949546813965
2000-09-05,31.45978355407715
2000-09-06,32.11370086669922
2000-09-07,31.754825592041016
2000-09-08,31.308265686035156
2000-09-11,30.869626998901367
2000-09-12,31.387998580932617
2000-09-13,32.472564697265625
2000-09-14,32.193443298339844
2000-09-15,31.26040267944336
2000-09-18,30.78990936279297
2000-09-19,31.356107711791992
2000-09-20,31.14080047607422
2000-09-21,32.105712890625
2000-09-22,32.33698272705078
2000-09-25,32.49647521972656
2000-09-26,33.692657470703125
2000-09-27,34.131248474121094
2000-09-28,35.88569259643555
2000-09-29,35.359352111816406
2000-10-02,34.64959716796875
2000-10-03,35.12809753417969
2000-10-04,35.88569259643555
2000-10-05,35.20783615112305
2000-10-06,34.09139633178711
2000-10-09,33.333797454833984
2000-10-10,34.569862365722656
2000-10-11,33.98772430419922
2000-10-12,32.25721740722656
2000-10-13,32.408748626708984
2000-10-16,32.77558135986328
2000-10-17,32.07381820678711
2000-10-18,31.403947830200195
2000-10-19,33.73251724243164
2000-10-20,34.027587890625
2000-10-23,32.99886703491211
2000-10-24,33.91594696044922
2000-10-25,33.37368392944336
2000-10-26,33.73251724243164
2000-10-27,34.33860397338867
2000-10-30,37.47262954711914
2000-10-31,37.36896514892578
2000-11-01,36.68313217163086
2000-11-02,37.48059844970703
2000-11-03,37.281227111816406
2000-11-06,37.241355895996094
2000-11-07,36.70705032348633
2000-11-08,36.93034362792969
2000-11-09,36.84261703491211
2000-11-10,36.0212287902832
2000-11-13,36.10099411010742
2000-11-14,36.483768463134766
2000-11-15,37.88730239868164
2000-11-16,38.07868194580078
2000-11-17,37.46465301513672
2000-11-20,37.08186721801758
2000-11-21,39.394500732421875
2000-11-22,39.665618896484375
2000-11-24,39.75335693359375
2000-11-27,39.1552619934082
2000-11-28,39.043617248535156
2000-11-29,38.97185134887695
2000-11-30,38.21425247192383
2000-12-01,37.86336898803711
2000-12-04,37.002132415771484
2000-12-05,37.998939514160156
2000-12-06,37.703887939453125
2000-12-07,37.432735443115234
2000-12-08,37.47262954711914
2000-12-11,37.903228759765625
2000-12-12,37.584285736083984
2000-12-13,36.906429290771484
2000-12-14,33.46937942504883
2000-12-15,31.26040267944336
2000-12-18,29.920677185058594
2000-12-19,30.104066848754883
2000-12-20,29.70536994934082
2000-12-21,30.016374588012695
2000-12-22,30.726110458374023
2000-12-26,30.423076629638672
2000-12-27,30.933456420898438
2000-12-28,30.957368850708008
2000-12-29,31.86646842956543
2001-01-02,30.462947845458984
2001-01-03,32.74367904663086
2001-01-04,35.29555130004883
2001-01-05,34.93669509887695
2001-01-08,34.394412994384766
2001-01-09,33.7086067199707
2001-01-10,33.42152404785156
2001-01-11,32.85531997680664
2001-01-12,33.09457778930664
2001-01-16,33.77241134643555
2001-01-17,34.888851165771484
2001-01-18,33.09457778930664
2001-01-19,31.826595306396484
2001-01-22,32.87925338745117
2001-01-23,34.16315460205078
2001-01-24,33.52520751953125
2001-01-25,34.6097412109375
2001-01-26,34.8569450378418
2001-01-29,35.112144470214844
2001-01-30,35.439109802246094
2001-01-31,36.18870544433594
2001-02-01,36.10099411010742
2001-02-02,35.31946563720703
2001-02-05,35.23175048828125
2001-02-06,34.9287223815918
2001-02-07,34.362525939941406
2001-02-08,35.77403259277344
2001-02-09,34.55390930175781
2001-02-12,34.833011627197266
2001-02-13,35.64643859863281
2001-02-14,34.809120178222656
2001-02-15,35.98136901855469
2001-02-16,35.55872344970703
2001-02-20,34.51401901245117
2001-02-21,33.501277923583984
2001-02-22,33.493289947509766
2001-02-23,33.23811721801758
2001-02-26,33.054683685302734
2001-02-27,33.254066467285156
2001-02-28,32.64002227783203
2001-03-01,32.711788177490234
2001-03-02,33.453433990478516
2001-03-05,33.87608337402344
2001-03-06,34.386444091796875
2001-03-07,34.45024490356445
2001-03-08,34.968597412109375
2001-03-09,35.0244255065918
2001-03-12,33.413543701171875
2001-03-13,33.493289947509766
2001-03-14,32.83939743041992
2001-03-15,32.95102310180664
2001-03-16,32.53634262084961
2001-03-19,33.437477111816406
2001-03-20,32.097755432128906
2001-03-21,33.97175979614258
2001-03-22,32.719764709472656
2001-03-23,32.0339469909668
2001-03-26,32.12165069580078
2001-03-27,33.47732925415039
2001-03-28,33.47732925415039
2001-03-29,32.87128448486328
2001-03-30,33.23811721801758
2001-04-02,32.63203048706055
2001-04-03,31.100902557373047
2001-04-04,31.579378128051758
2001-04-05,31.076997756958008
2001-04-06,29.896759033203125
2001-04-09,30.598522186279297
2001-04-10,31.021177291870117
2001-04-11,31.810644149780273
2001-04-12,31.738887786865234
2001-04-16,31.53156089782715
2001-04-17,31.906368255615234
2001-04-18,33.08659362792969
2001-04-19,34.569862365722656
2001-04-20,34.689483642578125
2001-04-23,33.788352966308594
2001-04-24,33.34177017211914
2001-04-25,32.727752685546875
2001-04-26,32.93506622314453
2001-04-27,33.87608337402344
2001-04-30,33.549129486083984
2001-05-01,33.35770797729492
2001-05-02,34.09139633178711
2001-05-03,32.974952697753906
2001-05-04,32.91913986206055
2001-05-07,32.12165069580078
2001-05-08,30.662317276000977
2001-05-09,31.172685623168945
2001-05-10,31.26040267944336
2001-05-11,30.63041114807129
2001-05-14,30.462947845458984
2001-05-15,30.502826690673828
2001-05-16,31.308265686035156
2001-05-17,32.097755432128906
2001-05-18,32.30506896972656
2001-05-21,32.38481521606445
2001-05-22,32.31306076049805
2001-05-23,31.906368255615234
2001-05-24,32.18545913696289
2001-05-25,31.67508888244629
2001-05-29,31.61129379272461
2001-05-30,31.738887786865234
2001-05-31,31.898386001586914
2001-06-01,32.57617950439453
2001-06-04,31.95419692993164
2001-06-05,31.810644149780273
2001-06-06,31.53949546813965
2001-06-07,31.659147262573242
2001-06-08,31.579378128051758
2001-06-11,30.94141960144043
2001-06-12,30.391172409057617
2001-06-13,29.920677185058594
2001-06-14,29.856876373291016
2001-06-15,30.271562576293945
2001-06-18,29.944591522216797
2001-06-19,29.537893295288086
2001-06-20,29.506010055541992
2001-06-21,30.821807861328125
2001-06-22,29.8887882232666
2001-06-25,29.210941314697266
2001-06-26,28.987653732299805
2001-06-27,29.34650993347168
2001-06-28,30.869626998901367
2001-06-29,32.057865142822266
2001-07-02,32.28116989135742
2001-07-03,32.87128448486328
2001-07-05,32.3768424987793
2001-07-06,31.890411376953125
2001-07-09,32.010013580322266
2001-07-10,31.754825592041016
2001-07-11,31.8585147857666
2001-07-12,32.807464599609375
2001-07-13,33.55708312988281
2001-07-16,33.37368392944336
2001-07-17,33.59699249267578
2001-07-18,33.01482391357422
2001-07-19,32.99089431762695
2001-07-20,32.89518737792969
2001-07-23,32.29711151123047
2001-07-24,32.002052307128906
2001-07-25,32.392784118652344
2001-07-26,32.60014724731445
2001-07-27,32.60811996459961
2001-07-30,32.703819274902344
2001-07-31,32.99089431762695
2001-08-01,33.254066467285156
2001-08-02,33.285953521728516
2001-08-03,32.69582748413086
2001-08-06,32.69582748413086
2001-08-07,32.73571014404297
2001-08-08,32.50444030761719
2001-08-09,31.898386001586914
2001-08-10,31.87447166442871
2001-08-13,32.01799011230469
2001-08-14,32.057865142822266
2001-08-15,31.8585147857666
2001-08-16,32.23331069946289
2001-08-17,32.010013580322266
2001-08-20,32.0339469909668
2001-08-21,31.94622230529785
2001-08-22,32.16154479980469
2001-08-23,32.29711151123047
2001-08-24,32.974952697753906
2001-08-27,32.94304275512695
2001-08-28,33.77241134643555
2001-08-29,34.282779693603516
2001-08-30,33.53316879272461
2001-08-31,33.57304763793945
2001-09-04,33.91594696044922
2001-09-05,33.636844635009766
