Date,RJF
2000-01-03,3.605325698852539
2000-01-04,3.4774792194366455
2000-01-05,3.439124822616577
2000-01-06,3.439124822616577
2000-01-07,3.4774792194366455
2000-01-10,3.5030486583709717
2000-01-11,3.5414018630981445
2000-01-12,3.57975697517395
2000-01-13,3.797100067138672
2000-01-14,3.57975697517395
2000-01-18,3.707606554031372
2000-01-19,3.5925424098968506
2000-01-20,3.554185390472412
2000-01-21,3.5158348083496094
2000-01-24,3.57975697517395
2000-01-25,3.682034492492676
2000-01-26,3.7331759929656982
2000-01-27,4.0016560554504395
2000-01-28,3.835455894470215
2000-01-31,3.886592388153076
2000-02-01,3.809885263442993
2000-02-02,3.848240852355957
2000-02-03,3.92494535446167
2000-02-04,4.065580368041992
2000-02-07,4.027227401733398
2000-02-08,3.9377331733703613
2000-02-09,3.835455894470215
2000-02-10,3.861023426055908
2000-02-11,3.7715282440185547
2000-02-14,3.7587451934814453
2000-02-15,3.861023426055908
2000-02-16,3.797100067138672
2000-02-17,3.7843172550201416
2000-02-18,3.682034492492676
2000-02-22,3.694819688796997
2000-02-23,3.7587451934814453
2000-02-24,3.7843172550201416
2000-02-25,3.682034492492676
2000-02-28,3.873807668685913
2000-02-29,4.040012836456299
2000-03-01,4.103932857513428
2000-03-02,4.1295061111450195
2000-03-03,4.206213474273682
2000-03-06,4.244568824768066
2000-03-07,3.950517177581787
2000-03-08,3.873807668685913
2000-03-09,3.92494535446167
2000-03-10,3.886592388153076
2000-03-13,3.861023426055908
2000-03-14,3.848240852355957
2000-03-15,3.848240852355957
2000-03-16,4.103932857513428
2000-03-17,4.080835342407227
2000-03-20,4.145000457763672
2000-03-21,4.106502056121826
2000-03-22,4.106502056121826
2000-03-23,4.093669414520264
2000-03-24,4.465822219848633
2000-03-27,4.2348313331604
2000-03-28,4.132167339324951
2000-03-29,4.145000457763672
2000-03-30,4.093669414520264
2000-03-31,4.260494232177734
2000-04-03,4.1963300704956055
2000-04-04,3.93967342376709
2000-04-05,4.016671657562256
2000-04-06,4.080835342407227
2000-04-07,3.93967342376709
2000-04-10,3.978175401687622
2000-04-11,3.901177406311035
2000-04-12,3.8883438110351562
2000-04-13,3.8113467693328857
2000-04-14,3.4776928424835205
2000-04-17,3.5161924362182617
2000-04-18,3.6701879501342773
2000-04-19,3.6830179691314697
2000-04-20,3.6573543548583984
2000-04-24,3.6958510875701904
2000-04-25,3.9268436431884766
2000-04-26,4.00383996963501
2000-04-27,4.016671657562256
2000-04-28,4.132167339324951
2000-05-01,4.106502056121826
2000-05-02,3.978175401687622
2000-05-03,3.8498470783233643
2000-05-04,3.901177406311035
2000-05-05,3.952509880065918
2000-05-08,3.952509880065918
2000-05-09,4.157832622528076
2000-05-10,3.8883438110351562
2000-05-11,4.055171966552734
2000-05-12,4.093669414520264
2000-05-15,4.2219977378845215
2000-05-16,4.27332878112793
2000-05-17,4.209164142608643
2000-05-18,4.157832622528076
2000-05-19,4.093669414520264
2000-05-22,4.068005084991455
2000-05-23,4.00383996963501
2000-05-24,4.068005084991455
2000-05-25,3.93967342376709
2000-05-26,3.93967342376709
2000-05-30,4.029505729675293
2000-05-31,4.029505729675293
2000-06-01,4.157832622528076
2000-06-02,4.363162040710449
2000-06-05,4.3503265380859375
2000-06-06,4.27332878112793
2000-06-07,4.388823509216309
2000-06-08,4.247663497924805
2000-06-09,4.311826705932617
2000-06-12,4.247663497924805
2000-06-13,4.311826705932617
2000-06-14,4.375992774963379
2000-06-15,4.452987194061279
2000-06-16,4.481318473815918
2000-06-19,4.725986003875732
2000-06-20,4.700232982635498
2000-06-21,4.558582305908203
2000-06-22,4.6744794845581055
2000-06-23,4.687356948852539
2000-06-26,4.751742362976074
2000-06-27,4.76461935043335
2000-06-28,4.841885566711426
2000-06-29,4.790374755859375
2000-06-30,4.632627010345459
2000-07-03,4.687356948852539
2000-07-05,4.61009407043457
2000-07-06,4.687356948852539
2000-07-07,4.738865375518799
2000-07-10,4.854761123657227
2000-07-11,4.983535289764404
2000-07-12,5.653157711029053
2000-07-13,5.266837120056152
2000-07-14,5.20244836807251
2000-07-17,5.073675632476807
2000-07-18,5.073675632476807
2000-07-19,4.97065544128418
2000-07-20,5.073675632476807
2000-07-21,5.060800552368164
2000-07-24,5.112308979034424
2000-07-25,5.266837120056152
2000-07-26,5.138062477111816
2000-07-27,4.90626859664917
2000-07-28,4.80325174331665
2000-07-31,5.150940895080566
2000-08-01,5.009289264678955
2000-08-02,5.228203773498535
2000-08-03,5.266837120056152
2000-08-04,5.434242248535156
2000-08-07,5.588770389556885
2000-08-08,5.434242248535156
2000-08-09,5.447117328643799
2000-08-10,5.279715538024902
2000-08-11,5.524384498596191
2000-08-14,5.511505603790283
2000-08-15,5.382733345031738
2000-08-16,5.292593479156494
2000-08-17,5.150940895080566
2000-08-18,5.150940895080566
2000-08-21,5.099430561065674
2000-08-22,5.459997177124023
2000-08-23,5.447117328643799
2000-08-24,5.459997177124023
2000-08-25,5.3698577880859375
2000-08-28,5.588770389556885
2000-08-29,5.949337005615234
2000-08-30,6.155375957489014
2000-08-31,5.872071743011475
2000-09-01,6.000847816467285
2000-09-05,6.026599407196045
2000-09-06,6.206883430480957
2000-09-07,6.16825008392334
2000-09-08,6.335654258728027
2000-09-11,6.4386749267578125
2000-09-12,6.284146308898926
2000-09-13,6.2712721824646
2000-09-14,6.412919521331787
2000-09-15,6.286418914794922
2000-09-18,6.028247833251953
2000-09-19,6.24769401550293
2000-09-20,6.1444244384765625
2000-09-21,5.924982070922852
2000-09-22,6.028247833251953
2000-09-25,6.028247833251953
2000-09-26,5.989524841308594
2000-09-27,5.821715354919434
2000-09-28,6.312234401702881
2000-09-29,6.802755355834961
2000-10-02,6.480046272277832
2000-10-03,6.531679630279541
2000-10-04,6.660764217376709
2000-10-05,6.802755355834961
2000-10-06,6.454229354858398
2000-10-09,6.415502548217773
2000-10-10,6.24769401550293
2000-10-11,6.234782695770264
2000-10-12,6.028247833251953
2000-10-13,6.609127044677734
2000-10-16,6.738214492797852
2000-10-17,6.389688968658447
2000-10-18,6.376776218414307
2000-10-19,6.518771171569824
2000-10-20,6.8156633377075195
2000-10-23,6.75112247467041
2000-10-24,6.634950637817383
2000-10-25,6.4929518699646
2000-10-26,6.260604381561279
2000-10-27,6.325145721435547
2000-10-30,6.76403284072876
2000-10-31,6.983476161956787
2000-11-01,6.802755355834961
2000-11-02,7.1125617027282715
2000-11-03,7.073835849761963
2000-11-06,6.88020658493042
2000-11-07,6.893117427825928
2000-11-08,6.867298126220703
2000-11-09,6.725306510925293
2000-11-10,6.5574951171875
2000-11-13,6.402592182159424
2000-11-14,6.544588088989258
2000-11-15,6.686578273773193
2000-11-16,6.699490070343018
2000-11-17,6.738214492797852
2000-11-20,6.480046272277832
2000-11-21,6.196058750152588
2000-11-22,6.066974639892578
2000-11-24,6.299323558807373
2000-11-27,6.1444244384765625
2000-11-28,5.912073612213135
2000-11-29,6.066974639892578
2000-11-30,5.834624290466309
2000-12-01,6.028247833251953
2000-12-04,6.234782695770264
2000-12-05,6.57040548324585
2000-12-06,6.363871097564697
2000-12-07,6.402592182159424
2000-12-08,6.76403284072876
2000-12-11,7.0415520668029785
2000-12-12,6.562623500823975
2000-12-13,6.459069728851318
2000-12-14,6.122525215148926
2000-12-15,6.200191497802734
2000-12-18,6.562623500823975
2000-12-19,6.562623500823975
2000-12-20,6.187245845794678
2000-12-21,6.575565338134766
2000-12-22,6.860335826873779
2000-12-26,6.912112712860107
2000-12-27,7.7146453857421875
2000-12-28,7.857025146484375
2000-12-29,7.222769260406494
2001-01-02,7.352210521697998
2001-01-03,7.831140995025635
2001-01-04,8.310064315795898
2001-01-05,7.81819486618042
2001-01-08,7.844076156616211
2001-01-09,7.792306900024414
2001-01-10,7.9994120597839355
2001-01-11,7.947632312774658
2001-01-12,8.02529239654541
2001-01-16,7.844076156616211
2001-01-17,7.9994120597839355
2001-01-18,8.141791343688965
2001-01-19,8.038240432739258
2001-01-22,7.947632312774658
2001-01-23,7.921743869781494
2001-01-24,8.271234512329102
2001-01-25,8.077071189880371
2001-01-26,8.02529239654541
2001-01-29,8.23239803314209
2001-01-30,8.130918502807617
2001-01-31,7.969381332397461
2001-02-01,8.28210735321045
2001-02-02,8.19305419921875
2001-02-05,8.122639656066895
2001-02-06,8.012870788574219
2001-02-07,7.913461208343506
2001-02-08,7.671153545379639
2001-02-09,7.650434970855713
2001-02-12,7.944526672363281
2001-02-13,8.01494026184082
2001-02-14,7.9424567222595215
2001-02-15,7.923816680908203
2001-02-16,7.762273788452148
2001-02-20,7.621440410614014
2001-02-21,7.399846076965332
2001-02-22,7.225874423980713
2001-02-23,7.0394816398620605
2001-02-26,7.114040374755859
2001-02-27,7.111967086791992
2001-02-28,6.855157375335693
2001-03-01,6.828234672546387
2001-03-02,6.937997817993164
2001-03-05,6.768174171447754
2001-03-06,6.937997817993164
2001-03-07,6.991844654083252
2001-03-08,6.741252422332764
2001-03-09,6.65841007232666
2001-03-12,6.242129802703857
2001-03-13,6.351895809173584
2001-03-14,6.148931503295898
2001-03-15,6.244198799133301
2001-03-16,6.132359981536865
2001-03-19,6.362947940826416
2001-03-20,6.1385955810546875
2001-03-21,5.89554500579834
2001-03-22,5.785444259643555
2001-03-23,6.12821102142334
2001-03-26,6.2632365226745605
2001-03-27,6.306861400604248
2001-03-28,6.045111656188965
2001-03-29,5.878924369812012
2001-03-30,5.7750563621521
2001-04-02,5.785444259643555
2001-04-03,5.619256019592285
2001-04-04,5.3616623878479
2001-04-05,6.111587047576904
2001-04-06,5.843609809875488
2001-04-09,6.067964553833008
2001-04-10,6.321402549743652
2001-04-11,6.470972537994385
2001-04-12,6.564452648162842
2001-04-16,6.398262023925781
2001-04-17,6.614309787750244
2001-04-18,6.8698248863220215
2001-04-19,6.915524959564209
2001-04-20,6.722334384918213
2001-04-23,6.639238357543945
2001-04-24,6.518754482269287
2001-04-25,6.40449857711792
2001-04-26,6.512517929077148
2001-04-27,6.645471572875977
2001-04-30,6.304787635803223
2001-05-01,6.190531253814697
2001-05-02,6.362947940826416
2001-05-03,6.32555627822876
2001-05-04,6.620539665222168
2001-05-07,6.576916694641113
2001-05-08,6.429427623748779
2001-05-09,6.50836706161499
2001-05-10,6.533296585083008
2001-05-11,6.300632476806641
2001-05-14,6.275699138641357
2001-05-15,6.435656547546387
2001-05-16,6.551989555358887
2001-05-17,6.618463516235352
2001-05-18,6.4668169021606445
2001-05-21,6.491748332977295
2001-05-22,6.701557636260986
2001-05-23,6.533296585083008
2001-05-24,6.5457611083984375
2001-05-25,6.439811706542969
2001-05-29,6.254927635192871
2001-05-30,6.242464065551758
2001-05-31,6.045111656188965
2001-06-01,6.045111656188965
2001-06-04,6.19883918762207
2001-06-05,6.2819318771362305
2001-06-06,6.1739115715026855
2001-06-07,6.229999542236328
2001-06-08,6.207149505615234
2001-06-11,6.1385955810546875
2001-06-12,6.061732769012451
2001-06-13,6.024342060089111
2001-06-14,5.802063941955566
2001-06-15,5.922551155090332
2001-06-18,5.839191913604736
2001-06-19,5.991318225860596
2001-06-20,6.09135103225708
2001-06-21,6.501886367797852
2001-06-22,6.280988693237305
2001-06-25,6.12885856628418
2001-06-26,5.991318225860596
2001-06-27,6.039251804351807
2001-06-28,6.2580647468566895
2001-06-29,6.376848220825195
2001-07-02,6.193463325500488
2001-07-03,6.099685192108154
2001-07-05,6.1080193519592285
2001-07-06,5.951725006103516
2001-07-09,5.887123107910156
2001-07-10,5.820437431335449
2001-07-11,5.680810451507568
2001-07-12,6.0642547607421875
2001-07-13,6.116355895996094
2001-07-16,5.995487213134766
2001-07-17,6.105935573577881
2001-07-18,6.039251804351807
2001-07-19,6.014242649078369
2001-07-20,6.0559210777282715
2001-07-23,5.96006441116333
2001-07-24,5.953810691833496
2001-07-25,6.033000946044922
2001-07-26,6.1580352783203125
2001-07-27,6.283071041107178
2001-07-30,6.141361236572266
2001-07-31,6.2309722900390625
2001-08-01,6.262232780456543
2001-08-02,6.376848220825195
2001-08-03,6.424779891967773
2001-08-06,6.270570755004883
2001-08-07,6.481043815612793
2001-08-08,6.3560099601745605
2001-08-09,5.96006441116333
2001-08-10,6.022581577301025
2001-08-13,6.0621747970581055
2001-08-14,6.045502662658691
2001-08-15,6.00173807144165
2001-08-16,5.943386554718018
2001-08-17,5.845445156097412
2001-08-20,5.939220905303955
2001-08-21,5.899625778198242
2001-08-22,6.007991790771484
2001-08-23,5.835025310516357
2001-08-24,5.96214485168457
2001-08-27,6.122608661651611
2001-08-28,6.110103130340576
2001-08-29,6.118437767028809
2001-08-30,6.014242649078369
2001-08-31,5.901712417602539
2001-09-04,5.997570037841797
2001-09-05,6.12052583694458
2001-09-06,5.893374443054199
2001-09-07,5.632882595062256
2001-09-10,5.657891273498535
2001-09-17,5.383986949920654
2001-09-18,5.22926139831543
2001-09-19,5.281533241271973
2001-09-20,5.101720333099365
2001-09-21,5.45716667175293
2001-09-24,5.749886512756348
2001-09-25,5.756159782409668
2001-09-26,5.509438991546631
2001-09-27,5.4362592697143555
2001-09-28,5.6767096519470215
2001-10-01,5.446712493896484
2001-10-02,5.812613487243652
2001-10-03,6.032154560089111
2001-10-04,5.958975315093994
2001-10-05,5.958975315093994
2001-10-08,5.833523750305176
2001-10-09,5.912975311279297
2001-10-10,6.124155044555664
2001-10-11,6.255876541137695
2001-10-12,6.201516151428223
2001-10-15,6.184788703918457
2001-10-16,6.404329299926758
2001-10-17,6.165972709655762
2001-10-18,6.205698490142822
2001-10-19,6.094882965087891
2001-10-22,6.383420467376709
2001-10-23,6.30396842956543
2001-10-24,6.241242408752441
2001-10-25,6.293515205383301
2001-10-26,6.408514022827148
2001-10-29,6.283061504364014
2001-10-30,6.188971519470215
2001-10-31,6.111610412597656
2001-11-01,6.115789413452148
2001-11-02,6.195242404937744
2001-11-05,6.293515205383301
2001-11-06,6.431510925292969
2001-11-07,6.502599716186523
2001-11-08,6.439874172210693
2001-11-09,6.437785625457764
2001-11-12,6.418966770172119
2001-11-13,6.565325736999512
2001-11-14,6.753506183624268
2001-11-15,6.724231243133545
2001-11-16,6.743051052093506
2001-11-19,6.889413356781006
2001-11-20,6.918684005737305
2001-11-21,6.897775173187256
2001-11-23,6.952137470245361
2001-11-26,6.993956565856934
2001-11-27,6.950046539306641
2001-11-28,6.690779209136963
2001-11-29,6.868502616882324
2001-11-30,6.753506183624268
2001-12-03,6.607143402099609
2001-12-04,6.738870620727539
2001-12-05,7.121500015258789
2001-12-06,7.263675689697266
2001-12-07,7.236499309539795
2001-12-10,7.081772327423096
2001-12-11,7.106862545013428
2001-12-12,7.117347717285156
2001-12-13,6.941245079040527
2001-12-14,6.953824996948242
2001-12-17,6.968496322631836
2001-12-18,7.15927267074585
2001-12-19,7.276673316955566
2001-12-20,7.16975736618042
2001-12-21,7.222164154052734
2001-12-24,7.253612995147705
2001-12-26,7.345856666564941
2001-12-27,7.3563408851623535
2001-12-28,7.383592128753662
2001-12-31,7.446482181549072
2002-01-02,7.291348934173584
2002-01-03,7.4737372398376465
2002-01-04,7.813361644744873
2002-01-07,7.725307464599609
2002-01-08,7.60581111907959
2002-01-09,7.626775741577148
2002-01-10,7.633061408996582
2002-01-11,7.503085136413574
2002-01-14,7.354242324829102
2002-01-15,7.467451095581055
2002-01-16,7.310214996337891
2002-01-17,7.364722728729248
2002-01-18,7.253612995147705
2002-01-22,7.108959674835205
2002-01-23,7.048163414001465
2002-01-24,7.020907878875732
2002-01-25,7.16975736618042
2002-01-28,7.1005730628967285
2002-01-29,6.809170722961426
2002-01-30,6.930763244628906
2002-01-31,7.027198791503906
2002-02-01,6.991560459136963
2002-02-04,6.838520526885986
2002-02-05,6.712734222412109
2002-02-06,6.624684810638428
2002-02-07,6.710639953613281
2002-02-08,6.947535037994385
2002-02-11,7.002038478851318
2002-02-12,7.006235599517822
2002-02-13,7.142501354217529
2002-02-14,7.199105739593506
2002-02-15,6.932859420776367
2002-02-19,6.607914447784424
2002-02-20,6.70854377746582
2002-02-21,6.555502891540527
2002-02-22,6.488422393798828
2002-02-25,6.630975723266602
2002-02-26,6.643555164337158
2002-02-27,6.635168552398682
2002-02-28,6.666612148284912
2002-03-01,6.672905445098877
2002-03-04,7.150887489318848
2002-03-05,7.1739501953125
2002-03-06,7.347953796386719
2002-03-07,7.360528945922852
2002-03-08,7.471642971038818
2002-03-11,7.484217643737793
2002-03-12,7.389876365661621
2002-03-13,7.354242324829102
2002-03-14,7.379396438598633
2002-03-15,7.4737372398376465
2002-03-18,7.446414947509766
2002-03-19,7.6628923416137695
2002-03-20,7.580925941467285
2002-03-21,7.580925941467285
2002-03-22,7.406479835510254
2002-03-25,7.1710896492004395
2002-03-26,7.242545127868652
2002-03-27,7.328714847564697
2002-03-28,7.194204807281494
2002-04-01,7.124845504760742
2002-04-02,7.091221809387207
2002-04-03,7.051289081573486
2002-04-04,6.998749256134033
2002-04-05,7.038675785064697
2002-04-08,6.925189971923828
2002-04-09,6.883152484893799
2002-04-10,7.00294828414917
2002-04-11,6.7969818115234375
2002-04-12,7.135361671447754
2002-04-15,6.9882354736328125
2002-04-16,7.257258892059326
2002-04-17,7.271973609924316
2002-04-18,7.255153179168701
2002-04-19,7.316108703613281
2002-04-22,7.141664505004883
2002-04-23,7.093323230743408
2002-04-24,6.935695171356201
2002-04-25,6.942002296447754
2002-04-26,6.8915581703186035
2002-04-29,6.925189971923828
2002-04-30,7.02816915512085
2002-05-01,7.147964954376221
2002-05-02,7.263563632965088
2002-05-03,7.206813812255859
2002-05-06,6.969324111938477
2002-05-07,6.950403690338135
2002-05-08,7.282480239868164
2002-05-09,7.16478157043457
2002-05-10,6.994543075561523
2002-05-13,7.1038336753845215
2002-05-14,7.349732875823975
2002-05-15,7.419093608856201
2002-05-16,7.440109729766846
2002-05-17,7.6628923416137695
2002-05-20,7.467432022094727
2002-05-21,7.419093608856201
2002-05-22,7.343432426452637
2002-05-23,7.454821586608887
2002-05-24,7.351840972900391
2002-05-28,7.2404465675354
2002-05-29,7.166884899139404
2002-05-30,7.040782928466797
2002-05-31,7.040782928466797
2002-06-03,6.935695171356201
2002-06-04,6.912575721740723
2002-06-05,6.935695171356201
2002-06-06,6.775964736938477
2002-06-07,6.754944801330566
2002-06-10,6.757044792175293
2002-06-11,6.515349864959717
2002-06-12,6.5216546058654785
2002-06-13,6.368229389190674
2002-06-14,6.416567325592041
2002-06-17,6.629469394683838
2002-06-18,6.614715099334717
2002-06-19,6.40813684463501
2002-06-20,6.292201995849609
2002-06-21,6.218421936035156
2002-06-24,6.201559543609619
2002-06-25,6.155184268951416
2002-06-26,6.07297420501709
2002-06-27,6.144645690917969
2002-06-28,6.001304626464844
2002-07-01,6.007628917694092
2002-07-02,5.761001110076904
2002-07-03,5.691437244415283
2002-07-05,5.912771224975586
2002-07-08,5.8495330810546875
2002-07-09,5.533344268798828
2002-07-10,5.356276512145996
2002-07-11,5.482751369476318
2002-07-12,5.476428985595703
2002-07-15,5.436375141143799
2002-07-16,5.499617099761963
2002-07-17,5.550205707550049
2002-07-18,5.501722812652588
2002-07-19,5.341519832611084
2002-07-22,5.200287342071533
2002-07-23,4.978955268859863
2002-07-24,5.282495975494385
2002-07-25,5.227689743041992
2002-07-26,5.3436279296875
2002-07-29,5.693544864654541
2002-07-30,5.693544864654541
2002-07-31,5.733595848083496
2002-08-01,5.701977252960205
2002-08-02,5.38578462600708
2002-08-05,5.20450496673584
2002-08-06,5.38578462600708
2002-08-07,5.425836563110352
2002-08-08,5.902231693267822
2002-08-09,5.838990211486816
2002-08-12,5.7399187088012695
2002-08-13,5.6155500411987305
2002-08-14,5.885368824005127
2002-08-15,5.976011276245117
2002-08-16,5.988658905029297
2002-08-19,6.1130266189575195
2002-08-20,6.045571804046631
2002-08-21,6.039246559143066
2002-08-22,6.007628917694092
2002-08-23,5.883260250091553
2002-08-26,5.980224132537842
2002-08-27,5.870612144470215
2002-08-28,5.817914962768555
2002-08-29,5.944388389587402
2002-08-30,5.944388389587402
2002-09-03,5.735705375671387
2002-09-04,5.93385124206543
2002-09-05,5.659818172454834
2002-09-06,5.81158971786499
2002-09-09,6.070865154266357
2002-09-10,6.094054698944092
2002-09-11,6.081404685974121
2002-09-12,5.93385124206543
2002-09-13,5.997091293334961
2002-09-16,5.9507155418396
2002-09-17,5.929633617401123
2002-09-18,5.885368824005127
2002-09-19,5.569177150726318
2002-09-20,5.558636665344238
2002-09-23,5.392110347747803
2002-09-24,5.402649402618408
2002-09-25,5.564960956573486
2002-09-26,5.850504398345947
2002-09-27,5.5988030433654785
2002-09-30,5.725712299346924
2002-10-01,5.725712299346924
2002-10-02,5.49092960357666
2002-10-03,5.298452377319336
2002-10-04,5.08693790435791
2002-10-07,4.949449062347412
2002-10-08,5.112318515777588
2002-10-09,4.928299903869629
2002-10-10,5.19481086730957
2002-10-11,5.3619065284729
2002-10-14,5.4782395362854
2002-10-15,5.816662311553955
2002-10-16,5.738403797149658
2002-10-17,5.994336128234863
2002-10-18,5.996452808380127
2002-10-21,6.091630935668945
2002-10-22,5.985876083374023
2002-10-23,6.163549900054932
2002-10-24,6.163549900054932
2002-10-25,6.423713207244873
2002-10-28,6.654263019561768
2002-10-29,6.717718601226807
2002-10-30,6.76425313949585
2002-10-31,6.620420455932617
2002-11-01,6.882701873779297
2002-11-04,6.766367435455322
2002-11-05,6.4723591804504395
2002-11-06,6.616188049316406
2002-11-07,6.3856401443481445
2002-11-08,6.3433356285095215
2002-11-11,6.25027322769165
2002-11-12,6.260847091674805
2002-11-13,6.19316291809082
2002-11-14,6.504087924957275
2002-11-15,6.5273542404174805
2002-11-18,6.436408519744873
2002-11-19,6.368719100952148
2002-11-20,6.641573429107666
2002-11-21,6.882701873779297
2002-11-22,6.878470420837402
2002-11-25,6.8721232414245605
2002-11-26,6.6098456382751465
2002-11-27,6.853085994720459
2002-11-29,6.768481254577637
2002-12-02,6.821362018585205
2002-12-03,6.831934452056885
2002-12-04,6.779057502746582
2002-12-05,6.5611982345581055
2002-12-06,6.715606212615967
2002-12-09,6.474473476409912
2002-12-10,6.673299789428711
2002-12-11,6.662724018096924
2002-12-12,6.588696002960205
2002-12-13,6.537930965423584
2002-12-16,6.726179122924805
2002-12-17,6.677526950836182
2002-12-18,6.590810775756836
2002-12-19,6.4956278800964355
