Date,PSA
2000-01-03,8.38283634185791
2000-01-04,8.38283634185791
2000-01-05,8.451926231384277
2000-01-06,8.774346351623535
2000-01-07,8.889493942260742
2000-01-10,9.073732376098633
2000-01-11,8.981616020202637
2000-01-12,9.004643440246582
2000-01-13,8.912525177001953
2000-01-14,8.889493942260742
2000-01-18,8.751315116882324
2000-01-19,8.68222427368164
2000-01-20,8.61313533782959
2000-01-21,8.4288969039917
2000-01-24,8.474960327148438
2000-01-25,8.4288969039917
2000-01-26,8.521017074584961
2000-01-27,8.4288969039917
2000-01-28,8.33677864074707
2000-01-31,8.359809875488281
2000-02-01,8.497986793518066
2000-02-02,8.451926231384277
2000-02-03,8.4288969039917
2000-02-04,8.4288969039917
2000-02-07,8.33677864074707
2000-02-08,8.359809875488281
2000-02-09,8.359809875488281
2000-02-10,8.33677864074707
2000-02-11,8.290718078613281
2000-02-14,8.290718078613281
2000-02-15,8.33677864074707
2000-02-16,8.33677864074707
2000-02-17,8.451926231384277
2000-02-18,8.290718078613281
2000-02-22,8.221632957458496
2000-02-23,8.175573348999023
2000-02-24,8.175573348999023
2000-02-25,8.10648250579834
2000-02-28,8.083450317382812
2000-02-29,8.1295166015625
2000-03-01,8.06042194366455
2000-03-02,7.991332530975342
2000-03-03,8.06042194366455
2000-03-06,8.014360427856445
2000-03-07,7.945272922515869
2000-03-08,7.830125331878662
2000-03-09,7.807097911834717
2000-03-10,7.738003730773926
2000-03-13,7.866479396820068
2000-03-14,7.866479396820068
2000-03-15,7.88975191116333
2000-03-16,7.9595723152160645
2000-03-17,8.029386520385742
2000-03-20,8.006115913391113
2000-03-21,8.052664756774902
2000-03-22,8.099212646484375
2000-03-23,8.029386520385742
2000-03-24,8.099212646484375
2000-03-27,8.006115913391113
2000-03-28,8.075940132141113
2000-03-29,8.099212646484375
2000-03-30,8.122483253479004
2000-03-31,7.819925308227539
2000-04-03,8.075940132141113
2000-04-04,8.099212646484375
2000-04-05,8.192304611206055
2000-04-06,8.285401344299316
2000-04-07,8.285401344299316
2000-04-10,8.308679580688477
2000-04-11,8.378496170043945
2000-04-12,8.401769638061523
2000-04-13,8.425042152404785
2000-04-14,8.378496170043945
2000-04-17,8.49486255645752
2000-04-18,8.425042152404785
2000-04-19,8.401769638061523
2000-04-20,8.331944465637207
2000-04-24,8.285401344299316
2000-04-25,8.215582847595215
2000-04-26,8.518136024475098
2000-04-27,8.378496170043945
2000-04-28,8.331944465637207
2000-05-01,8.541413307189941
2000-05-02,8.541413307189941
2000-05-03,8.541413307189941
2000-05-04,8.518136024475098
2000-05-05,8.49486255645752
2000-05-08,8.355223655700684
2000-05-09,8.331944465637207
2000-05-10,8.262129783630371
2000-05-11,8.308679580688477
2000-05-12,8.262129783630371
2000-05-15,8.331944465637207
2000-05-16,8.355223655700684
2000-05-17,8.308679580688477
2000-05-18,8.331944465637207
2000-05-19,8.355223655700684
2000-05-22,8.308679580688477
2000-05-23,8.355223655700684
2000-05-24,8.331944465637207
2000-05-25,8.262129783630371
2000-05-26,8.331944465637207
2000-05-30,8.331944465637207
2000-05-31,8.308679580688477
2000-06-01,8.331944465637207
2000-06-02,8.564688682556152
2000-06-05,8.518136024475098
2000-06-06,8.401769638061523
2000-06-07,8.285401344299316
2000-06-08,8.49486255645752
2000-06-09,8.401769638061523
2000-06-12,8.541413307189941
2000-06-13,8.647628784179688
2000-06-14,8.882621765136719
2000-06-15,8.929611206054688
2000-06-16,8.90611743927002
2000-06-19,8.788619041442871
2000-06-20,9.000110626220703
2000-06-21,8.976612091064453
2000-06-22,9.07060718536377
2000-06-23,9.023612976074219
2000-06-26,9.094107627868652
2000-06-27,9.282095909118652
2000-06-28,9.117603302001953
2000-06-29,9.047111511230469
2000-06-30,8.81799030303955
2000-07-03,9.047111511230469
2000-07-05,9.164603233337402
2000-07-06,9.211603164672852
2000-07-07,9.235102653503418
2000-07-10,9.3525972366333
2000-07-11,9.376093864440918
2000-07-12,9.3525972366333
2000-07-13,9.282095909118652
2000-07-14,9.3525972366333
2000-07-17,9.399593353271484
2000-07-18,9.42309284210205
2000-07-19,9.3525972366333
2000-07-20,9.399593353271484
2000-07-21,9.470087051391602
2000-07-24,9.540589332580566
2000-07-25,9.493590354919434
2000-07-26,9.869574546813965
2000-07-27,9.799077033996582
2000-07-28,9.799077033996582
2000-07-31,9.634583473205566
2000-08-01,10.104564666748047
2000-08-02,10.034065246582031
2000-08-03,9.88132095336914
2000-08-04,9.658084869384766
2000-08-07,9.493590354919434
2000-08-08,9.517086029052734
2000-08-09,9.493590354919434
2000-08-10,9.376093864440918
2000-08-11,9.470087051391602
2000-08-14,9.446589469909668
2000-08-15,9.376093864440918
2000-08-16,9.42309284210205
2000-08-17,9.470087051391602
2000-08-18,9.42309284210205
2000-08-21,9.376093864440918
2000-08-22,9.399593353271484
2000-08-23,9.235102653503418
2000-08-24,9.117603302001953
2000-08-25,9.023612976074219
2000-08-28,8.929611206054688
2000-08-29,8.882621765136719
2000-08-30,9.023612976074219
2000-08-31,9.164603233337402
2000-09-01,9.023612976074219
2000-09-05,9.07060718536377
2000-09-06,9.07060718536377
2000-09-07,9.141106605529785
2000-09-08,9.399593353271484
2000-09-11,9.493590354919434
2000-09-12,9.540589332580566
2000-09-13,9.567784309387207
2000-09-14,9.276379585266113
2000-09-15,9.543503761291504
2000-09-18,9.142821311950684
2000-09-19,9.130675315856934
2000-09-20,9.130675315856934
2000-09-21,9.106392860412598
2000-09-22,9.142821311950684
2000-09-25,9.106392860412598
2000-09-26,9.203530311584473
2000-09-27,9.482789993286133
2000-09-28,9.349233627319336
2000-09-29,9.300662994384766
2000-10-02,9.033544540405273
2000-10-03,9.009263038635254
2000-10-04,8.814987182617188
2000-10-05,8.912125587463379
2000-10-06,9.009263038635254
2000-10-09,8.984976768493652
2000-10-10,8.960688591003418
2000-10-11,8.912125587463379
2000-10-12,8.86355972290039
2000-10-13,9.057827949523926
2000-10-16,9.009263038635254
2000-10-17,8.887843132019043
2000-10-18,8.620721817016602
2000-10-19,8.717852592468262
2000-10-20,8.839272499084473
2000-10-23,8.74213981628418
2000-10-24,8.620721817016602
2000-10-25,8.45073413848877
2000-10-26,8.547867774963379
2000-10-27,8.57215690612793
2000-10-30,8.57215690612793
2000-10-31,8.74213981628418
2000-11-01,8.74213981628418
2000-11-02,8.669288635253906
2000-11-03,8.402168273925781
2000-11-06,8.426447868347168
2000-11-07,8.402168273925781
2000-11-08,8.45073413848877
2000-11-09,8.547867774963379
2000-11-10,8.475017547607422
2000-11-13,8.402168273925781
2000-11-14,8.402168273925781
2000-11-15,8.256467819213867
2000-11-16,8.426447868347168
2000-11-17,8.280747413635254
2000-11-20,8.305030822753906
2000-11-21,8.377882957458496
2000-11-22,8.402168273925781
2000-11-24,8.35360050201416
2000-11-27,8.35360050201416
2000-11-28,8.377882957458496
2000-11-29,8.402168273925781
2000-11-30,8.523585319519043
2000-12-01,8.547867774963379
2000-12-04,8.669288635253906
2000-12-05,8.887843132019043
2000-12-06,8.86355972290039
2000-12-07,8.984976768493652
2000-12-08,8.936410903930664
2000-12-11,8.960688591003418
2000-12-12,8.936410903930664
2000-12-13,9.04722785949707
2000-12-14,9.071749687194824
2000-12-15,9.292413711547852
2000-12-18,9.464040756225586
2000-12-19,9.562110900878906
2000-12-20,9.464040756225586
2000-12-21,9.513075828552246
2000-12-22,9.415005683898926
2000-12-26,9.415005683898926
2000-12-27,9.513075828552246
2000-12-28,9.70921802520752
2000-12-29,9.53759765625
2001-01-02,9.488560676574707
2001-01-03,9.684704780578613
2001-01-04,9.880847930908203
2001-01-05,9.78277587890625
2001-01-08,9.78277587890625
2001-01-09,9.807296752929688
2001-01-10,9.856328964233398
2001-01-11,9.880847930908203
2001-01-12,9.880847930908203
2001-01-16,10.003443717956543
2001-01-17,10.05247974395752
2001-01-18,10.101516723632812
2001-01-19,10.22411060333252
2001-01-22,10.22411060333252
2001-01-23,10.248627662658691
2001-01-24,10.1995849609375
2001-01-25,10.248627662658691
2001-01-26,10.297663688659668
2001-01-29,10.215280532836914
2001-01-30,10.258430480957031
2001-01-31,10.1995849609375
2001-02-01,10.191740989685059
2001-02-02,10.16427993774414
2001-02-05,10.125052452087402
2001-02-06,10.148589134216309
2001-02-07,10.160358428955078
2001-02-08,10.093668937683105
2001-02-09,10.02305793762207
2001-02-12,10.121132850646973
2001-02-13,10.030900955200195
2001-02-14,10.054436683654785
2001-02-15,10.160358428955078
2001-02-16,10.10936450958252
2001-02-20,10.026979446411133
2001-02-21,9.924985885620117
2001-02-22,9.807296752929688
2001-02-23,9.854369163513184
2001-02-26,9.924985885620117
2001-02-27,9.964213371276855
2001-02-28,10.093668937683105
2001-03-01,10.125052452087402
2001-03-02,10.234890937805176
2001-03-05,10.1995849609375
2001-03-06,10.207430839538574
2001-03-07,10.238815307617188
2001-03-08,10.238815307617188
2001-03-09,10.1995849609375
2001-03-12,10.207430839538574
2001-03-13,10.310297966003418
2001-03-14,10.227213859558105
2001-03-15,10.183694839477539
2001-03-16,10.100617408752441
2001-03-19,10.156003952026367
2001-03-20,10.163917541503906
2001-03-21,10.179736137390137
2001-03-22,10.163917541503906
2001-03-23,10.088741302490234
2001-03-26,10.302388191223145
2001-03-27,10.38942813873291
2001-03-28,10.262818336486816
2001-03-29,10.266776084899902
2001-03-30,10.385470390319824
2001-04-02,10.484383583068848
2001-04-03,10.42503547668457
2001-04-04,10.531855583190918
2001-04-05,10.543720245361328
2001-04-06,10.523943901062012
2001-04-09,10.531855583190918
2001-04-10,10.58724308013916
2001-04-11,10.405251502990723
2001-04-12,10.373600959777832
2001-04-16,10.341949462890625
2001-04-17,10.492292404174805
2001-04-18,10.701982498168945
2001-04-19,10.662416458129883
2001-04-20,10.543720245361328
2001-04-23,10.575372695922852
2001-04-24,10.512078285217285
2001-04-25,10.583290100097656
2001-04-26,10.603076934814453
2001-04-27,10.856279373168945
2001-04-30,10.773192405700684
2001-05-01,10.789019584655762
2001-05-02,10.804841041564941
2001-05-03,10.840453147888184
2001-05-04,10.84836196899414
2001-05-07,10.800889015197754
2001-05-08,10.686155319213867
2001-05-09,10.78110408782959
2001-05-10,10.607028007507324
2001-05-11,10.62285041809082
2001-05-14,10.682199478149414
2001-05-15,10.662416458129883
2001-05-16,10.717802047729492
2001-05-17,10.777149200439453
2001-05-18,10.761322975158691
2001-05-21,10.682199478149414
2001-05-22,10.80880069732666
2001-05-23,10.872108459472656
2001-05-24,10.955187797546387
2001-05-25,10.92353630065918
2001-05-29,10.903753280639648
2001-05-30,10.93144702911377
2001-05-31,10.927490234375
2001-06-01,10.93144702911377
2001-06-04,10.959147453308105
2001-06-05,11.093660354614258
2001-06-06,11.121356010437012
2001-06-07,11.156959533691406
2001-06-08,11.160918235778809
2001-06-11,11.196528434753418
2001-06-12,11.445782661437988
2001-06-13,11.481657028198242
2001-06-14,11.505585670471191
2001-06-15,11.51355266571045
2001-06-18,11.597268104553223
2001-06-19,11.744779586791992
2001-06-20,11.800594329833984
2001-06-21,11.856403350830078
2001-06-22,11.84045696258545
2001-06-25,11.7886323928833
2001-06-26,11.820526123046875
2001-06-27,11.920188903808594
2001-06-28,11.97201919555664
2001-06-29,11.820526123046875
2001-07-02,11.960062026977539
2001-07-03,12.019859313964844
2001-07-05,12.027835845947266
2001-07-06,12.115543365478516
2001-07-09,11.90424919128418
2001-07-10,11.836474418640137
2001-07-11,11.73282241821289
2001-07-12,11.700923919677734
2001-07-13,11.716873168945312
2001-07-16,11.649097442626953
2001-07-17,11.665047645568848
2001-07-18,11.812555313110352
2001-07-19,11.828499794006348
2001-07-20,11.860397338867188
2001-07-23,11.880324363708496
2001-07-24,11.796603202819824
2001-07-25,11.800594329833984
2001-07-26,11.796603202819824
2001-07-27,11.740790367126465
2001-07-30,11.72085952758789
2001-07-31,11.768704414367676
2001-08-01,11.880324363708496
2001-08-02,12.063718795776367
2001-08-03,12.067700386047363
2001-08-06,12.18730640411377
2001-08-07,12.259061813354492
2001-08-08,12.414541244506836
2001-08-09,12.757400512695312
2001-08-10,13.351409912109375
2001-08-13,13.291611671447754
2001-08-14,13.395268440246582
2001-08-15,13.654401779174805
2001-08-16,13.554734230041504
2001-08-17,13.56270694732666
2001-08-20,13.714203834533691
2001-08-21,13.793936729431152
2001-08-22,13.829821586608887
2001-08-23,13.833809852600098
2001-08-24,13.734140396118164
2001-08-27,13.714203834533691
2001-08-28,13.626493453979492
2001-08-29,13.435134887695312
2001-08-30,13.255729675292969
2001-08-31,13.21985149383545
2001-09-04,13.13613510131836
2001-09-05,13.064377784729004
2001-09-06,12.892948150634766
2001-09-07,12.876999855041504
2001-09-10,12.996599197387695
2001-09-17,13.07833480834961
2001-09-18,13.368511199951172
2001-09-19,13.654610633850098
2001-09-20,13.589207649230957
2001-09-21,13.446163177490234
2001-09-24,13.282684326171875
2001-09-25,13.37668228149414
2001-09-26,13.282684326171875
2001-09-27,13.487042427062988
2001-09-28,13.650520324707031
2001-10-01,13.73225212097168
2001-10-02,13.650520324707031
2001-10-03,13.36034107208252
2001-10-04,13.491124153137207
2001-10-05,13.646430015563965
2001-10-08,13.650520324707031
2001-10-09,13.805828094482422
2001-10-10,13.903909683227539
2001-10-11,14.17365550994873
2001-10-12,13.903909683227539
2001-10-15,14.034690856933594
2001-10-16,14.14095687866211
2001-10-17,14.063298225402832
2001-10-18,13.875306129455566
2001-10-19,13.813992500305176
2001-10-22,13.585129737854004
2001-10-23,13.605558395385742
2001-10-24,13.43799114227295
2001-10-25,13.323555946350098
2001-10-26,13.478861808776855
2001-10-29,13.487042427062988
2001-10-30,13.39712142944336
2001-10-31,13.442076683044434
2001-11-01,13.630074501037598
