Date,GL
2001-12-28,13.742630004882812
2001-12-31,13.890972137451172
2002-01-02,13.700251579284668
2002-01-03,13.633142471313477
2002-01-04,13.746159553527832
2002-01-07,13.569571495056152
2002-01-08,13.548324584960938
2002-01-09,13.580184936523438
2002-01-10,13.661614418029785
2002-01-11,13.509384155273438
2002-01-14,13.399633407592773
2002-01-15,13.530624389648438
2002-01-16,13.431504249572754
2002-01-17,13.48459529876709
2002-01-18,13.431504249572754
2002-01-22,13.364232063293457
2002-01-23,13.491682052612305
2002-01-24,13.551863670349121
2002-01-25,13.615585327148438
2002-01-28,13.32175064086914
2002-01-29,13.052698135375977
2002-01-30,13.173063278198242
2002-01-31,13.44919490814209
2002-02-01,13.399633407592773
2002-02-04,13.183685302734375
2002-02-05,13.127037048339844
2002-02-06,13.09872055053711
2002-02-07,13.09518051147461
2002-02-08,13.268647193908691
2002-02-11,13.258030891418457
2002-02-12,13.254488945007324
2002-02-13,13.590806007385254
2002-02-14,13.636831283569336
2002-02-15,13.558942794799805
2002-02-19,13.523545265197754
2002-02-20,13.612051010131836
2002-02-21,13.420877456665039
2002-02-22,13.527085304260254
2002-02-25,13.9554443359375
2002-02-26,14.079355239868164
2002-02-27,14.185559272766113
2002-02-28,14.228036880493164
2002-03-01,14.383813858032227
2002-03-04,14.819254875183105
2002-03-05,14.727211952209473
2002-03-06,14.79092788696289
2002-03-07,14.553749084472656
2002-03-08,14.585603713989258
2002-03-11,14.479400634765625
2002-03-12,14.429827690124512
2002-03-13,14.309469223022461
2002-03-14,14.401511192321777
2002-03-15,14.514809608459473
2002-03-18,14.443992614746094
2002-03-19,14.394434928894043
2002-03-20,14.298845291137695
2002-03-21,14.298845291137695
2002-03-22,14.213879585266113
2002-03-25,14.068733215332031
2002-03-26,13.966076850891113
2002-03-27,14.228036880493164
2002-03-28,14.263450622558594
2002-04-01,14.075818061828613
2002-04-02,14.171398162841797
2002-04-03,14.185593605041504
2002-04-04,14.203330039978027
2002-04-05,14.39493179321289
2002-04-08,14.398486137390137
2002-04-09,14.586543083190918
2002-04-10,14.813619613647461
2002-04-11,14.597184181213379
2002-04-12,14.728468894958496
2002-04-15,14.55459976196289
2002-04-16,14.682330131530762
2002-04-17,14.774588584899902
2002-04-18,14.529765129089355
2002-04-19,14.657490730285645
2002-04-22,14.607829093933105
2002-04-23,14.391377449035645
2002-04-24,14.533317565917969
2002-04-25,14.373641967773438
2002-04-26,14.412676811218262
2002-04-29,14.416226387023926
2002-04-30,14.508481979370117
2002-05-01,14.63975715637207
2002-05-02,14.586543083190918
2002-05-03,14.586543083190918
2002-05-06,14.416226387023926
2002-05-07,14.288491249084473
2002-05-08,14.398486137390137
2002-05-09,14.295591354370117
2002-05-10,14.199787139892578
2002-05-13,14.426871299743652
2002-05-14,14.402030944824219
2002-05-15,14.380736351013184
2002-05-16,14.480090141296387
2002-05-17,14.618471145629883
2002-05-20,14.345260620117188
2002-05-21,14.341714859008789
2002-05-22,14.40911865234375
2002-05-23,14.476539611816406
2002-05-24,14.465892791748047
2002-05-28,14.398486137390137
2002-05-29,14.419767379760742
2002-05-30,14.277847290039062
2002-05-31,14.320420265197754
2002-06-03,14.260095596313477
2002-06-04,14.103981018066406
2002-06-05,14.380736351013184
2002-06-06,14.228167533874512
2002-06-07,14.299137115478516
2002-06-10,14.377191543579102
2002-06-11,14.022378921508789
2002-06-12,13.99754810333252
2002-06-13,13.759808540344238
2002-06-14,13.809481620788574
2002-06-17,14.033018112182617
2002-06-18,13.96915054321289
2002-06-19,13.844962120056152
2002-06-20,13.699492454528809
2002-06-21,13.67110824584961
2002-06-24,13.415637016296387
2002-06-25,13.355321884155273
2002-06-26,13.287907600402832
2002-06-27,13.38015079498291
2002-06-28,13.554018020629883
2002-07-01,13.29854679107666
2002-07-02,13.070917129516602
2002-07-03,12.932208061218262
2002-07-05,13.273652076721191
2002-07-08,13.198957443237305
2002-07-09,12.775712966918945
2002-07-10,12.405816078186035
2002-07-11,12.57653522491455
2002-07-12,12.540966033935547
2002-07-15,12.544527053833008
2002-07-16,12.36668872833252
2002-07-17,12.206635475158691
2002-07-18,11.811845779418945
2002-07-19,11.69447135925293
2002-07-22,11.025813102722168
2002-07-23,11.125397682189941
2002-07-24,11.534419059753418
2002-07-25,11.498851776123047
2002-07-26,11.826065063476562
2002-07-29,12.66545295715332
2002-07-30,12.622771263122559
2002-07-31,12.8895263671875
2002-08-01,12.615659713745117
2002-08-02,12.327568054199219
2002-08-05,11.996792793273926
2002-08-06,12.171070098876953
2002-08-07,12.324007987976074
2002-08-08,12.686795234680176
2002-08-09,12.914421081542969
2002-08-12,12.885969161987305
2002-08-13,12.558754920959473
2002-08-14,13.053136825561523
2002-08-15,13.056693077087402
2002-08-16,13.070917129516602
2002-08-19,13.248750686645508
2002-08-20,13.152724266052246
2002-08-21,13.23808479309082
2002-08-22,13.462153434753418
2002-08-23,13.159836769104004
2002-08-26,13.302111625671387
2002-08-27,13.262977600097656
2002-08-28,13.095817565917969
2002-08-29,13.234525680541992
2002-08-30,13.284321784973145
2002-09-03,12.885969161987305
2002-09-04,12.925101280212402
2002-09-05,12.910862922668457
2002-09-06,12.967775344848633
2002-09-09,13.12071704864502
2002-09-10,13.081588745117188
2002-09-11,13.060246467590332
2002-09-12,12.750812530517578
2002-09-13,12.903748512268066
2002-09-16,12.818391799926758
2002-09-17,12.45205020904541
2002-09-18,12.448497772216797
2002-09-19,12.238642692565918
2002-09-20,12.224419593811035
2002-09-23,12.309781074523926
2002-09-24,11.975448608398438
2002-09-25,12.338234901428223
2002-09-26,12.676125526428223
2002-09-27,12.267098426818848
2002-09-30,12.185296058654785
2002-10-01,12.864631652832031
2002-10-02,12.433197975158691
2002-10-03,12.172906875610352
2002-10-04,11.716506958007812
2002-10-07,11.531100273132324
2002-10-08,12.176475524902344
2002-10-09,11.573884963989258
2002-10-10,12.194296836853027
2002-10-11,12.390408515930176
2002-10-14,12.39397144317627
2002-10-15,12.889585494995117
2002-10-16,12.761226654052734
2002-10-17,13.060736656188965
2002-10-18,12.92524242401123
2002-10-21,12.518767356872559
2002-10-22,12.65426254272461
2002-10-23,12.746965408325195
2002-10-24,12.871758460998535
2002-10-25,13.085697174072266
2002-10-28,12.964466094970703
2002-10-29,12.746965408325195
2002-10-30,12.757658958435059
2002-10-31,12.76479434967041
2002-11-01,12.839666366577148
2002-11-04,13.078556060791016
2002-11-05,13.035781860351562
2002-11-06,13.199795722961426
2002-11-07,12.889585494995117
2002-11-08,12.850364685058594
2002-11-11,12.704176902770996
2002-11-12,12.72557258605957
2002-11-13,12.825411796569824
2002-11-14,13.11778736114502
2002-11-15,13.217619895935059
2002-11-18,12.978730201721191
2002-11-19,13.092824935913086
2002-11-20,13.317462921142578
2002-11-21,13.531397819519043
2002-11-22,13.449379920959473
2002-11-25,13.321022987365723
2002-11-26,13.021519660949707
2002-11-27,13.38163948059082
2002-11-29,13.242587089538574
2002-12-02,13.3067626953125
2002-12-03,13.403033256530762
2002-12-04,13.456513404846191
2002-12-05,13.253279685974121
2002-12-06,13.3067626953125
2002-12-09,13.035781860351562
2002-12-10,13.292500495910645
2002-12-11,13.481471061706543
2002-12-12,13.32815933227539
2002-12-13,13.338849067687988
2002-12-16,13.349553108215332
2002-12-17,13.367378234863281
2002-12-18,13.157004356384277
2002-12-19,13.025084495544434
2002-12-20,13.110657691955566
2002-12-23,13.110657691955566
2002-12-24,13.11778736114502
2002-12-26,13.214056968688965
2002-12-27,12.996554374694824
2002-12-30,13.110657691955566
2002-12-31,13.025084495544434
2003-01-02,13.338849067687988
2003-01-03,13.345978736877441
2003-01-06,13.560442924499512
2003-01-07,13.403169631958008
2003-01-08,13.367435455322266
2003-01-09,13.624768257141113
2003-01-10,13.492525100708008
2003-01-13,13.614047050476074
2003-01-14,13.760584831237793
2003-01-15,13.546141624450684
2003-01-16,13.456783294677734
2003-01-17,13.460351943969727
2003-01-21,13.313819885253906
2003-01-22,13.163702011108398
2003-01-23,13.181578636169434
2003-01-24,12.877764701843262
2003-01-27,12.76339054107666
2003-01-28,12.874189376831055
2003-01-29,12.95639705657959
2003-01-30,12.588257789611816
2003-01-31,12.83130168914795
2003-02-03,12.83487606048584
2003-02-04,12.55251693725586
2003-02-05,12.602555274963379
2003-02-06,12.398821830749512
2003-02-07,12.756245613098145
2003-02-10,12.709778785705566
2003-02-11,12.52392578125
2003-02-12,12.338064193725586
2003-02-13,12.391677856445312
2003-02-14,12.70263385772705
2003-02-18,12.859898567199707
2003-02-19,12.845595359802246
2003-02-20,12.863469123840332
2003-02-21,13.02430534362793
2003-02-24,12.909934997558594
2003-02-25,12.892064094543457
