Date,DTE
2000-08-10,10.056658744812012
2000-08-11,10.129894256591797
2000-08-14,10.235175132751465
2000-08-15,10.271796226501465
2000-08-16,10.363343238830566
2000-08-17,10.326728820800781
2000-08-18,10.399967193603516
2000-08-21,10.326728820800781
2000-08-22,10.143633842468262
2000-08-23,9.942218780517578
2000-08-24,9.887293815612793
2000-08-25,9.832364082336426
2000-08-28,10.052083015441895
2000-08-29,10.015458106994629
2000-08-30,10.107012748718262
2000-08-31,10.180248260498047
2000-09-01,10.143633842468262
2000-09-05,10.454895973205566
2000-09-06,10.637991905212402
2000-09-07,10.747849464416504
2000-09-08,11.17813491821289
2000-09-11,11.260528564453125
2000-09-12,11.46193790435791
2000-09-13,11.46193790435791
2000-09-14,11.18729019165039
2000-09-15,11.448205947875977
2000-09-18,11.297148704528809
2000-09-19,10.747849464416504
2000-09-20,10.747849464416504
2000-09-21,10.845160484313965
2000-09-22,10.919443130493164
2000-09-25,11.030865669250488
2000-09-26,11.049436569213867
2000-09-27,11.165506362915039
2000-09-28,11.179430961608887
2000-09-29,11.369778633117676
2000-10-02,11.383710861206055
2000-10-03,11.142292022705078
2000-10-04,10.919443130493164
2000-10-05,10.696600914001465
2000-10-06,10.696600914001465
2000-10-09,10.622318267822266
2000-10-10,10.733743667602539
2000-10-11,10.826593399047852
2000-10-12,10.938014030456543
2000-10-13,10.919443130493164
2000-10-16,10.956587791442871
2000-10-17,10.938014030456543
2000-10-18,10.715169906616211
2000-10-19,10.863731384277344
2000-10-20,10.845160484313965
2000-10-23,10.882299423217773
2000-10-24,10.808019638061523
2000-10-25,10.65946102142334
2000-10-26,10.529463768005371
2000-10-27,10.65946102142334
2000-10-30,10.789448738098145
2000-10-31,10.733743667602539
2000-11-01,11.012297630310059
2000-11-02,10.882299423217773
2000-11-03,11.105154991149902
2000-11-06,10.640889167785645
2000-11-07,10.733743667602539
2000-11-08,10.715169906616211
2000-11-09,10.789448738098145
2000-11-10,10.845160484313965
2000-11-13,10.956587791442871
2000-11-14,10.715169906616211
2000-11-15,10.882299423217773
2000-11-16,11.049436569213867
2000-11-17,11.105154991149902
2000-11-20,11.160862922668457
2000-11-21,11.086579322814941
2000-11-22,11.012297630310059
2000-11-24,11.030865669250488
2000-11-27,10.993727684020996
2000-11-28,11.086579322814941
2000-11-29,11.216570854187012
2000-11-30,11.272282600402832
2000-12-01,11.290853500366211
2000-12-04,11.309426307678223
2000-12-05,11.105154991149902
2000-12-06,10.975156784057617
2000-12-07,10.993727684020996
2000-12-08,10.752310752868652
2000-12-11,10.715169906616211
2000-12-12,10.67802906036377
2000-12-13,10.863731384277344
2000-12-14,10.826593399047852
2000-12-15,10.956587791442871
2000-12-18,11.142292022705078
2000-12-19,11.142292022705078
2000-12-20,11.335099220275879
2000-12-21,11.372758865356445
2000-12-22,11.579880714416504
2000-12-26,11.805830955505371
2000-12-27,11.730509757995605
2000-12-28,11.730509757995605
2000-12-29,11.730509757995605
2001-01-02,11.523388862609863
2001-01-03,11.146808624267578
2001-01-04,10.506624221801758
2001-01-05,10.694912910461426
2001-01-08,10.902032852172852
2001-01-09,11.03383731842041
2001-01-10,10.996175765991211
2001-01-11,10.205358505249023
2001-01-12,10.393648147583008
2001-01-16,10.16770076751709
2001-01-17,10.186530113220215
2001-01-18,10.468964576721191
2001-01-19,10.487792015075684
2001-01-22,10.958516120910645
2001-01-23,10.996175765991211
2001-01-24,11.109149932861328
2001-01-25,11.03383731842041
2001-01-26,10.807886123657227
2001-01-29,10.824458122253418
2001-01-30,10.969062805175781
2001-01-31,10.631644248962402
2001-02-01,10.574408531188965
2001-02-02,10.474985122680664
2001-02-05,10.53825569152832
2001-02-06,10.65574836730957
2001-02-07,11.149823188781738
2001-02-08,11.436020851135254
2001-02-09,11.55954647064209
2001-02-12,11.457117080688477
2001-02-13,11.357695579528809
2001-02-14,11.10764217376709
2001-02-15,10.85157299041748
2001-02-16,10.84554386138916
2001-02-20,10.866631507873535
2001-02-21,10.89976978302002
2001-02-22,10.78529167175293
2001-02-23,10.60452938079834
2001-02-26,10.66779613494873
2001-02-27,10.746125221252441
2001-02-28,10.857590675354004
2001-03-01,11.252252578735352
2001-03-02,11.490252494812012
2001-03-05,11.625826835632324
2001-03-06,11.646909713745117
2001-03-07,11.683058738708496
2001-03-08,11.86984634399414
2001-03-09,11.680051803588867
2001-03-12,11.613771438598633
2001-03-13,11.776453971862793
2001-03-14,11.595695495605469
2001-03-15,11.761382102966309
2001-03-16,11.680051803588867
2001-03-19,11.767422676086426
2001-03-20,11.710938453674316
2001-03-21,11.704833984375
2001-03-22,11.46364974975586
2001-03-23,11.48502254486084
2001-03-26,11.8666353225708
2001-03-27,12.013174057006836
2001-03-28,11.997912406921387
2001-03-29,12.03149700164795
2001-03-30,12.150553703308105
2001-04-02,12.394787788391113
2001-04-03,12.568803787231445
2001-04-04,12.816086769104004
2001-04-05,12.91378116607666
2001-04-06,12.724498748779297
2001-04-09,12.919882774353027
2001-04-10,13.261816024780273
2001-04-11,12.922940254211426
2001-04-12,12.834403991699219
2001-04-16,13.249604225158691
2001-04-17,13.109164237976074
2001-04-18,13.1610689163208
2001-04-19,12.730602264404297
2001-04-20,12.745872497558594
2001-04-23,12.813040733337402
2001-04-24,12.898519515991211
2001-04-25,12.932101249694824
2001-04-26,13.051166534423828
2001-04-27,12.91378116607666
2001-04-30,12.797771453857422
2001-05-01,12.91378116607666
2001-05-02,12.614594459533691
2001-05-03,12.547429084777832
2001-05-04,12.733663558959961
2001-05-07,12.800822257995605
2001-05-08,12.730602264404297
2001-05-09,12.944307327270508
2001-05-10,12.965678215026855
2001-05-11,12.999267578125
2001-05-14,12.901568412780762
2001-05-15,12.867992401123047
2001-05-16,13.023688316345215
2001-05-17,13.115270614624023
2001-05-18,13.246548652648926
2001-05-21,13.444991111755371
2001-05-22,13.460248947143555
2001-05-23,13.649532318115234
2001-05-24,13.554896354675293
2001-05-25,13.32592487335205
2001-05-29,13.32592487335205
2001-05-30,13.243489265441895
2001-05-31,13.652578353881836
2001-06-01,13.655638694763184
2001-06-04,13.527417182922363
2001-06-05,13.54267692565918
2001-06-06,13.341192245483398
2001-06-07,13.292346000671387
2001-06-08,13.402238845825195
2001-06-11,13.677003860473633
2001-06-12,13.912076950073242
2001-06-13,13.63731575012207
2001-06-14,13.347293853759766
2001-06-15,13.780805587768555
2001-06-18,13.860179901123047
2001-06-19,14.134940147399902
2001-06-20,14.229584693908691
2001-06-21,13.937860488891602
2001-06-22,14.005775451660156
2001-06-25,13.89772891998291
2001-06-26,14.190995216369629
2001-06-27,14.23729419708252
2001-06-28,14.200257301330566
2001-06-29,14.336084365844727
2001-07-02,14.363862037658691
2001-07-03,14.354602813720703
2001-07-05,14.410170555114746
2001-07-06,14.246564865112305
2001-07-09,14.283607482910156
2001-07-10,14.2866849899292
2001-07-11,14.123079299926758
2001-07-12,13.937860488891602
2001-07-13,13.700157165527344
2001-07-16,13.721766471862793
2001-07-17,13.56742000579834
2001-07-18,13.533462524414062
2001-07-19,13.56742000579834
2001-07-20,13.428498268127441
2001-07-23,13.122888565063477
2001-07-24,13.104368209838867
2001-07-25,13.193888664245605
2001-07-26,13.110536575317383
2001-07-27,13.119796752929688
2001-07-30,13.196981430053711
2001-07-31,13.042630195617676
2001-08-01,13.271065711975098
2001-08-02,13.530373573303223
2001-08-03,13.63841724395752
2001-08-06,13.397636413574219
2001-08-07,13.394546508789062
2001-08-08,13.0457124710083
2001-08-09,13.09510326385498
2001-08-10,13.09819221496582
2001-08-13,13.092015266418457
2001-08-14,13.061150550842285
2001-08-15,13.0457124710083
2001-08-16,13.163028717041016
2001-08-17,13.07349967956543
2001-08-20,13.206239700317383
2001-08-21,13.332809448242188
2001-08-22,13.54581069946289
2001-08-23,13.511853218078613
2001-08-24,13.582858085632324
2001-08-27,13.585933685302734
2001-08-28,13.434678077697754
2001-08-29,13.496417999267578
2001-08-30,13.397636413574219
2001-08-31,13.363677978515625
2001-09-04,13.462461471557617
2001-09-05,13.382195472717285
2001-09-06,13.511853218078613
2001-09-07,13.576676368713379
2001-09-10,13.397636413574219
2001-09-17,13.354412078857422
2001-09-18,13.456286430358887
2001-09-19,13.397636413574219
2001-09-20,13.496042251586914
2001-09-21,13.37108325958252
2001-09-24,13.152397155761719
2001-09-25,13.171137809753418
2001-09-26,13.08991527557373
2001-09-27,13.096161842346191
2001-09-28,13.449180603027344
2001-10-01,13.489791870117188
2001-10-02,13.777205467224121
2001-10-03,14.011513710021973
2001-10-04,13.995892524719238
2001-10-05,14.055261611938477
2001-10-08,13.861560821533203
2001-10-09,13.65849494934082
2001-10-10,13.670990943908691
2001-10-11,13.56789779663086
2001-10-12,13.596013069152832
2001-10-15,13.449180603027344
2001-10-16,13.667868614196777
2001-10-17,13.614753723144531
2001-10-18,13.283605575561523
2001-10-19,13.51165771484375
2001-10-22,13.267979621887207
2001-10-23,13.174266815185547
2001-10-24,13.130528450012207
2001-10-25,13.174266815185547
2001-10-26,13.052420616149902
2001-10-29,13.077418327331543
2001-10-30,12.952451705932617
2001-10-31,13.024300575256348
2001-11-01,12.808738708496094
2001-11-02,12.683780670166016
2001-11-05,12.971199035644531
2001-11-06,13.005566596984863
2001-11-07,12.993066787719727
2001-11-08,13.121150970458984
2001-11-09,13.114903450012207
2001-11-12,12.977444648742676
2001-11-13,13.08991527557373
2001-11-14,12.918087005615234
2001-11-15,12.82123851776123
2001-11-16,12.830608367919922
2001-11-19,12.855605125427246
2001-11-20,13.105535507202148
2001-11-21,12.94932746887207
2001-11-23,13.008688926696777
2001-11-26,12.952451705932617
2001-11-27,12.989944458007812
2001-11-28,12.896220207214355
2001-11-29,12.933706283569336
2001-11-30,12.9024658203125
2001-12-03,12.930583000183105
2001-12-04,12.83997917175293
2001-12-05,12.843106269836426
2001-12-06,12.699400901794434
2001-12-07,12.81186580657959
2001-12-10,12.708771705627441
2001-12-11,12.518208503723145
2001-12-12,12.727519989013672
2001-12-13,12.768129348754883
2001-12-14,12.733766555786133
2001-12-17,12.68065357208252
2001-12-18,12.81498908996582
2001-12-19,13.102407455444336
2001-12-20,13.03368091583252
2001-12-21,13.009958267211914
2001-12-24,13.079548835754395
2001-12-26,13.098515510559082
2001-12-27,13.269335746765137
2001-12-28,13.259843826293945
2001-12-31,13.266172409057617
2002-01-02,13.402183532714844
2002-01-03,13.329429626464844
2002-01-04,13.218718528747559
2002-01-07,13.120665550231934
2002-01-08,12.870780944824219
2002-01-09,12.908735275268555
2002-01-10,12.984650611877441
2002-01-11,12.97515869140625
2002-01-14,13.101683616638184
2002-01-15,13.28830623626709
2002-01-16,13.27881908416748
2002-01-17,13.177603721618652
2002-01-18,13.202899932861328
2002-01-22,12.953017234802246
2002-01-23,12.959344863891602
2002-01-24,13.025766372680664
2002-01-25,13.016276359558105
2002-01-28,12.97515869140625
2002-01-29,12.763229370117188
2002-01-30,12.772716522216797
2002-01-31,12.968830108642578
2002-02-01,12.987813949584961
2002-02-04,12.968830108642578
2002-02-05,12.845466613769531
2002-02-06,12.810675621032715
2002-02-07,12.968830108642578
2002-02-08,12.915060043334961
2002-02-11,12.98148250579834
2002-02-12,13.089035987854004
2002-02-13,13.082709312438965
2002-02-14,13.139639854431152
2002-02-15,13.101683616638184
2002-02-19,13.060564041137695
2002-02-20,13.044747352600098
2002-02-21,12.987813949584961
2002-02-22,13.016276359558105
2002-02-25,12.968830108642578
2002-02-26,13.104846954345703
2002-02-27,13.14913558959961
2002-02-28,13.101683616638184
2002-03-01,13.345246315002441
2002-03-04,13.5160493850708
2002-03-05,13.724822044372559
2002-03-06,13.873493194580078
2002-03-07,13.949396133422852
2002-03-08,13.943079948425293
2002-03-11,13.958895683288574
2002-03-12,13.851344108581543
2002-03-13,13.756455421447754
2002-03-14,13.734308242797852
2002-03-15,13.784918785095215
2002-03-18,13.7691068649292
2002-03-19,13.958895683288574
2002-03-20,13.949396133422852
2002-03-21,14.287060737609863
2002-03-22,14.251856803894043
2002-03-25,14.229450225830078
2002-03-26,14.325465202331543
2002-03-27,14.437479019165039
2002-03-28,14.562297821044922
2002-04-01,14.52710247039795
2002-04-02,14.581509590148926
2002-04-03,14.594306945800781
2002-04-04,14.511088371276855
2002-04-05,14.392671585083008
2002-04-08,14.38306999206543
2002-04-09,14.248648643493652
2002-04-10,14.437479019165039
2002-04-11,14.251856803894043
2002-04-12,14.331870079040527
2002-04-15,14.197442054748535
2002-04-16,14.491888999938965
2002-04-17,14.587907791137695
2002-04-18,14.677515029907227
2002-04-19,14.74792194366455
2002-04-22,14.65831470489502
2002-04-23,14.875944137573242
2002-04-24,15.061569213867188
2002-04-25,14.613510131835938
2002-04-26,14.485487937927246
2002-04-29,14.389471054077148
2002-04-30,14.511088371276855
2002-05-01,14.520697593688965
2002-05-02,14.712721824645996
2002-05-03,14.680718421936035
2002-05-06,14.5430908203125
2002-05-07,14.405473709106445
2002-05-08,14.40227222442627
2002-05-09,14.309457778930664
2002-05-10,14.226250648498535
2002-05-13,14.251856803894043
2002-05-14,14.523900032043457
2002-05-15,14.440681457519531
2002-05-16,14.49829387664795
2002-05-17,14.488694190979004
2002-05-20,14.776735305786133
2002-05-21,14.94636058807373
2002-05-22,15.25999927520752
2002-05-23,15.122389793395996
2002-05-24,15.013575553894043
2002-05-28,14.955957412719727
2002-05-29,14.882344245910645
2002-05-30,15.010370254516602
2002-05-31,14.97836685180664
2002-06-03,14.693523406982422
2002-06-04,14.786331176757812
2002-06-05,14.450288772583008
2002-06-06,14.107834815979004
2002-06-07,14.162236213684082
2002-06-10,14.239054679870605
2002-06-11,14.427878379821777
2002-06-12,14.587907791137695
2002-06-13,14.680718421936035
2002-06-14,13.922198295593262
2002-06-17,13.698158264160156
2002-06-18,13.867788314819336
2002-06-19,13.97021198272705
2002-06-20,14.130231857299805
2002-06-21,14.434274673461914
2002-06-24,14.248648643493652
2002-06-25,14.066227912902832
2002-06-26,14.00631046295166
2002-06-27,14.103460311889648
2002-06-28,14.456448554992676
2002-07-01,14.242719650268555
2002-07-02,13.909160614013672
2002-07-03,13.828200340270996
2002-07-05,13.909160614013672
2002-07-08,13.808765411376953
2002-07-09,13.261458396911621
2002-07-10,12.817800521850586
2002-07-11,13.164313316345215
2002-07-12,12.714166641235352
2002-07-15,13.067157745361328
2002-07-16,12.714166641235352
2002-07-17,12.571670532226562
2002-07-18,12.134485244750977
2002-07-19,11.645476341247559
2002-07-22,11.690816879272461
2002-07-23,11.043127059936523
2002-07-24,11.917509078979492
2002-07-25,12.309359550476074
2002-07-26,12.118294715881348
2002-07-29,12.442133903503418
2002-07-30,12.979722023010254
2002-07-31,13.264703750610352
2002-08-01,13.044488906860352
2002-08-02,13.041250228881836
2002-08-05,13.20641040802002
2002-08-06,13.520543098449707
2002-08-07,13.679229736328125
2002-08-08,13.802284240722656
2002-08-09,13.604738235473633
2002-08-12,13.617691993713379
2002-08-13,13.397480964660645
2002-08-14,13.77313232421875
2002-08-15,13.747233390808105
2002-08-16,13.549692153930664
2002-08-19,13.776383399963379
2002-08-20,13.70189380645752
2002-08-21,14.200618743896484
2002-08-22,14.356061935424805
2002-08-23,14.080801010131836
2002-08-26,14.275103569030762
2002-08-27,14.05489730834961
2002-08-28,13.918869018554688
2002-08-29,13.834672927856445
2002-08-30,13.896194458007812
2002-09-03,13.578835487365723
2002-09-04,13.607983589172363
2002-09-05,13.520543098449707
2002-09-06,13.802284240722656
2002-09-09,13.624173164367676
2002-09-10,13.229084014892578
2002-09-11,13.475202560424805
2002-09-12,13.277654647827148
2002-09-13,13.514060020446777
2002-09-16,13.439579963684082
2002-09-17,13.144879341125488
2002-09-18,13.40719985961914
2002-09-19,13.290613174438477
2002-09-20,13.109260559082031
2002-09-23,13.128690719604492
2002-09-24,12.739996910095215
2002-09-25,13.03848648071289
2002-09-26,13.42553997039795
2002-09-27,13.12704849243164
2002-09-30,13.350099563598633
2002-10-01,13.727306365966797
2002-10-02,13.707627296447754
2002-10-03,13.848677635192871
2002-10-04,13.4124174118042
2002-10-07,13.674829483032227
2002-10-08,13.766677856445312
2002-10-09,12.792476654052734
2002-10-10,13.756827354431152
2002-10-11,13.661704063415527
2002-10-14,13.79947566986084
2002-10-15,13.933956146240234
2002-10-16,13.186092376708984
2002-10-17,13.661704063415527
2002-10-18,13.61906623840332
2002-10-21,14.091400146484375
2002-10-22,13.750275611877441
2002-10-23,14.163568496704102
2002-10-24,14.324301719665527
2002-10-25,14.481733322143555
2002-10-28,14.845832824707031
2002-10-29,14.64902400970459
2002-10-30,14.931117057800293
2002-10-31,14.790079116821289
2002-11-01,14.826150894165039
2002-11-04,15.209920883178711
2002-11-05,15.209920883178711
2002-11-06,15.298487663269043
2002-11-07,14.780227661132812
2002-11-08,14.376777648925781
2002-11-11,14.46533203125
2002-11-12,14.239005088806152
2002-11-13,14.380059242248535
2002-11-14,14.6195068359375
2002-11-15,14.839268684387207
2002-11-18,14.521093368530273
2002-11-19,14.481733322143555
2002-11-20,14.498137474060059
2002-11-21,14.41285514831543
2002-11-22,14.901596069335938
2002-11-25,14.99671745300293
2002-11-26,14.635907173156738
2002-11-27,14.681832313537598
2002-11-29,14.54078197479248
2002-12-02,14.41614055633545
2002-12-03,14.547346115112305
2002-12-04,14.432539939880371
2002-12-05,14.340697288513184
2002-12-06,14.2521333694458
2002-12-09,14.475181579589844
2002-12-10,14.576864242553711
2002-12-11,14.626063346862793
2002-12-12,14.717906951904297
2002-12-13,14.901596069335938
2002-12-16,15.154165267944336
2002-12-17,15.196806907653809
2002-12-18,15.20008659362793
2002-12-19,15.171887397766113
2002-12-20,15.430614471435547
2002-12-23,15.191794395446777
2002-12-24,15.195107460021973
2002-12-26,15.24155330657959
2002-12-27,15.049166679382324
2002-12-30,15.443880081176758
2002-12-31,15.390809059143066
2003-01-02,15.583198547363281
2003-01-03,15.579890251159668
2003-01-06,16.346105575561523
2003-01-07,15.898305892944336
2003-01-08,15.97460651397705
2003-01-09,15.526802062988281
2003-01-10,15.334430694580078
2003-01-13,15.105555534362793
2003-01-14,15.387492179870605
2003-01-15,15.291309356689453
2003-01-16,15.115504264831543
2003-01-17,15.069064140319824
2003-01-21,14.860089302062988
2003-01-22,14.893263816833496
2003-01-23,14.95960521697998
2003-01-24,14.60468864440918
2003-01-27,14.004315376281738
2003-01-28,14.27630615234375
2003-01-29,14.229869842529297
2003-01-30,13.964515686035156
2003-01-31,13.90480899810791
2003-02-03,14.09719181060791
2003-02-04,13.9313383102417
2003-02-05,13.868324279785156
2003-02-06,13.914752960205078
2003-02-07,13.732325553894043
2003-02-10,13.851730346679688
2003-02-11,13.440425872802734
2003-02-12,13.224822998046875
2003-02-13,13.420523643493652
2003-02-14,13.662663459777832
2003-02-18,13.841774940490723
2003-02-19,13.967825889587402
2003-02-20,13.924710273742676
2003-02-21,13.91806411743164
2003-02-24,13.801977157592773
2003-02-25,13.977781295776367
2003-02-26,13.682565689086914
2003-02-27,13.715740203857422
2003-02-28,13.745590209960938
2003-03-03,13.835147857666016
2003-03-04,13.729001998901367
2003-03-05,13.765490531921387
2003-03-06,13.725683212280273
2003-03-07,13.84841537475586
2003-03-10,13.715740203857422
2003-03-11,13.64276123046875
2003-03-12,13.583051681518555
2003-03-13,13.715740203857422
2003-03-14,13.732325553894043
2003-03-17,13.901490211486816
2003-03-18,13.914752960205078
2003-03-19,13.569787979125977
2003-03-20,13.121325492858887
2003-03-21,13.393425941467285
2003-03-24,13.101170539855957
2003-03-25,13.111246109008789
2003-03-26,13.161636352539062
2003-03-27,13.12804889678955
2003-03-28,13.057502746582031
2003-03-31,12.98359489440918
2003-04-01,13.114603996276855
2003-04-02,13.097811698913574
2003-04-03,13.10788631439209
2003-04-04,13.326242446899414
2003-04-07,13.24561882019043
2003-04-08,13.232177734375
2003-04-09,13.31616497039795
2003-04-10,13.272491455078125
2003-04-11,13.01718521118164
2003-04-14,13.033984184265137
2003-04-15,13.24226188659668
2003-04-16,13.168351173400879
2003-04-17,13.17842960357666
2003-04-21,13.101170539855957
2003-04-22,13.17842960357666
2003-04-23,13.35311508178711
2003-04-24,13.511002540588379
2003-04-25,13.494202613830566
2003-04-28,13.675610542297363
2003-04-29,13.665528297424316
2003-04-30,13.544596672058105
2003-05-01,13.296005249023438
2003-05-02,13.020545959472656
2003-05-05,13.12804889678955
2003-05-06,13.14483642578125
2003-05-07,13.101170539855957
2003-05-08,13.151558876037598
2003-05-09,13.262413024902344
2003-05-12,13.235542297363281
2003-05-13,13.329598426818848
2003-05-14,13.346391677856445
2003-05-15,13.423659324645996
2003-05-16,13.749507904052734
2003-05-19,13.430378913879395
2003-05-20,13.642014503479004
2003-05-21,13.685685157775879
2003-05-22,14.313868522644043
2003-05-23,14.84798812866211
2003-05-27,15.056270599365234
2003-05-28,14.868149757385254
2003-05-29,14.612847328186035
2003-05-30,14.555734634399414
2003-06-02,14.565814018249512
2003-06-03,14.636357307434082
2003-06-04,14.827836036682129
2003-06-05,14.659871101379395
2003-06-06,14.431439399719238
2003-06-09,14.32059097290039
2003-06-10,14.276911735534668
2003-06-11,13.81669807434082
2003-06-12,14.0115327835083
2003-06-13,13.773022651672363
2003-06-16,13.729348182678223
2003-06-17,13.59834098815918
2003-06-18,13.672247886657715
2003-06-19,13.616108894348145
2003-06-20,13.636519432067871
2003-06-23,13.561671257019043
2003-06-24,13.371142387390137
2003-06-25,13.439192771911621
2003-06-26,13.541259765625
2003-06-27,13.272478103637695
2003-06-30,13.146587371826172
2003-07-01,13.0206937789917
2003-07-02,13.180609703063965
2003-07-03,13.180609703063965
2003-07-07,13.115962028503418
2003-07-08,13.098955154418945
2003-07-09,13.000288963317871
2003-07-10,12.758720397949219
2003-07-11,12.704283714294434
2003-07-14,12.724696159362793
2003-07-15,12.595409393310547
2003-07-16,12.455915451049805
2003-07-17,12.636234283447266
2003-07-18,12.82676887512207
2003-07-21,12.517154693603516
2003-07-22,12.772336959838867
2003-07-23,12.734906196594238
2003-07-24,12.707683563232422
2003-07-25,12.673665046691895
2003-07-28,12.53757095336914
2003-07-29,12.411684036254883
2003-07-30,12.251774787902832
2003-07-31,12.149703979492188
2003-08-01,11.918349266052246
2003-08-04,11.897930145263672
2003-08-05,11.751632690429688
2003-08-06,11.84009075164795
2003-08-07,11.97278881072998
2003-08-08,12.08505916595459
2003-08-11,11.931957244873047
2003-08-12,11.931957244873047
2003-08-13,11.812874794006348
2003-08-14,11.755034446716309
2003-08-15,11.812874794006348
2003-08-18,11.806066513061523
2003-08-19,11.789057731628418
2003-08-20,11.829887390136719
2003-08-21,11.897930145263672
2003-08-22,11.78225326538086
2003-08-25,11.826484680175781
2003-08-26,11.85710620880127
2003-08-27,11.823081016540527
2003-08-28,11.85710620880127
2003-08-29,11.877522468566895
2003-09-02,12.027217864990234
2003-09-03,12.1190824508667
2003-09-04,12.142897605895996
2003-09-05,12.061244010925293
2003-09-08,12.438902854919434
2003-09-09,12.326628684997559
2003-09-10,12.605622291564941
2003-09-11,12.51034927368164
2003-09-12,12.656655311584473
2003-09-15,12.564790725708008
2003-09-16,12.554584503173828
2003-09-17,12.275590896606445
2003-09-18,12.284221649169922
