Date,NTAP
2000-01-03,31.199129104614258
2000-01-04,27.25336456298828
2000-01-05,28.767446517944336
2000-01-06,25.716344833374023
2000-01-07,31.199129104614258
2000-01-10,32.529693603515625
2000-01-11,30.281513214111328
2000-01-12,31.979116439819336
2000-01-13,31.46295166015625
2000-01-14,34.38787078857422
2000-01-18,43.35761260986328
2000-01-19,39.82477951049805
2000-01-20,42.210601806640625
2000-01-21,42.990577697753906
2000-01-24,37.43897247314453
2000-01-25,39.343021392822266
2000-01-26,39.778892517089844
2000-01-27,37.7601318359375
2000-01-28,36.406639099121094
2000-01-31,36.84251403808594
2000-02-01,39.572425842285156
2000-02-02,41.52238464355469
2000-02-03,42.07295227050781
2000-02-04,46.959285736083984
2000-02-07,46.01871109008789
2000-02-08,48.45041275024414
2000-02-09,47.234580993652344
2000-02-10,51.11153030395508
2000-02-11,56.869606018066406
2000-02-14,54.43791198730469
2000-02-15,55.630802154541016
2000-02-16,64.39410400390625
2000-02-17,64.0041275024414
2000-02-18,61.38889694213867
2000-02-22,61.893585205078125
2000-02-23,65.63286590576172
2000-02-24,73.40972137451172
2000-02-25,70.81743621826172
2000-02-28,67.53697204589844
2000-02-29,69.28044891357422
2000-03-01,69.76216888427734
2000-03-02,69.46395111083984
2000-03-03,73.38677978515625
2000-03-06,77.83727264404297
2000-03-07,78.0437240600586
2000-03-08,80.13130187988281
2000-03-09,88.22931671142578
2000-03-10,86.94463348388672
2000-03-13,83.73297119140625
2000-03-14,72.33154296875
2000-03-15,63.52234649658203
2000-03-16,67.00933837890625
2000-03-17,73.68502807617188
2000-03-20,67.19283294677734
2000-03-21,67.86383056640625
2000-03-22,75.65789794921875
2000-03-23,77.3554916381836
2000-03-24,73.40972137451172
2000-03-27,71.39096069335938
2000-03-28,70.15217590332031
2000-03-29,67.3993148803711
2000-03-30,58.085472106933594
2000-03-31,60.74656295776367
2000-04-03,49.826866149902344
2000-04-04,49.18452453613281
2000-04-05,51.065650939941406
2000-04-06,53.5890998840332
2000-04-07,58.68190383911133
2000-04-10,49.643333435058594
2000-04-11,46.706947326660156
2000-04-12,41.614131927490234
2000-04-13,41.79766845703125
2000-04-14,36.98015594482422
2000-04-17,38.12717819213867
2000-04-18,44.22935485839844
2000-04-19,44.45877456665039
2000-04-20,41.75178146362305
2000-04-24,37.16367721557617
2000-04-25,50.46918869018555
2000-04-26,44.87169647216797
2000-04-27,49.59744644165039
2000-04-28,54.277305603027344
2000-05-01,52.120906829833984
2000-05-02,47.89984893798828
2000-05-03,49.001007080078125
2000-05-04,49.826866149902344
2000-05-05,51.29505157470703
2000-05-08,46.38578414916992
2000-05-09,46.56929016113281
2000-05-10,42.57765197753906
2000-05-11,42.53176498413086
2000-05-12,42.71528625488281
2000-05-15,48.54218292236328
2000-05-16,53.40557098388672
2000-05-17,50.46918869018555
2000-05-18,50.65271759033203
2000-05-19,47.808082580566406
2000-05-22,47.76222229003906
2000-05-23,42.57765197753906
2000-05-24,47.76222229003906
2000-05-25,45.05521774291992
2000-05-26,42.80704879760742
2000-05-30,49.046875
2000-05-31,47.3951530456543
2000-06-01,51.157405853271484
2000-06-02,54.644344329833984
2000-06-05,56.238731384277344
2000-06-06,54.23142623901367
2000-06-07,57.35136032104492
2000-06-08,62.6276741027832
2000-06-09,62.49005889892578
2000-06-12,57.39722442626953
2000-06-13,63.17824172973633
2000-06-14,55.51610565185547
2000-06-15,58.13133239746094
2000-06-16,58.68190383911133
2000-06-19,63.08649826049805
2000-06-20,63.6370735168457
2000-06-21,64.27941131591797
2000-06-22,61.664180755615234
2000-06-23,56.479610443115234
2000-06-26,60.24186706542969
2000-06-27,60.79243469238281
2000-06-28,60.60890197753906
2000-06-29,57.12195587158203
2000-06-30,59.09484100341797
2000-07-03,60.79243469238281
2000-07-05,57.30546569824219
2000-07-06,57.30546569824219
2000-07-07,59.87480926513672
2000-07-10,59.645423889160156
2000-07-11,61.29713821411133
2000-07-12,66.06877899169922
2000-07-13,69.41806030273438
2000-07-14,70.56509399414062
2000-07-17,74.87794494628906
2000-07-18,73.36385345458984
2000-07-19,73.73090362548828
2000-07-20,82.6318130493164
2000-07-21,80.29190063476562
2000-07-24,75.47440338134766
2000-07-25,77.95195770263672
2000-07-26,74.83203887939453
2000-07-27,69.92277526855469
2000-07-28,62.398258209228516
2000-07-31,63.270023345947266
2000-08-01,60.6547966003418
2000-08-02,56.479610443115234
2000-08-03,57.58076095581055
2000-08-04,62.07712173461914
2000-08-07,65.88524627685547
2000-08-08,67.30753326416016
2000-08-09,66.48169708251953
2000-08-10,62.9029655456543
2000-08-11,65.10527038574219
2000-08-14,66.61932373046875
2000-08-15,62.352394104003906
2000-08-16,64.82997131347656
2000-08-17,69.37218475341797
2000-08-18,68.95929718017578
2000-08-21,70.0145263671875
2000-08-22,69.28044891357422
2000-08-23,73.40972137451172
2000-08-24,74.64851379394531
2000-08-25,74.00619506835938
2000-08-28,76.25435638427734
2000-08-29,80.20014953613281
2000-08-30,81.80597686767578
2000-08-31,85.8893814086914
2000-09-01,84.78825378417969
2000-09-05,82.90711975097656
2000-09-06,74.6026382446289
2000-09-07,84.97176361083984
2000-09-08,83.36592102050781
2000-09-11,81.16365051269531
2000-09-12,80.15425109863281
