Date,GEN
2000-05-08,2.652411699295044
2000-05-09,2.6885173320770264
2000-05-10,2.524650812149048
2000-05-11,2.5385377407073975
2000-05-12,2.5135412216186523
2000-05-15,2.59686279296875
2000-05-16,2.6885173320770264
2000-05-17,2.91070818901062
2000-05-18,2.7968358993530273
2000-05-19,2.769061803817749
2000-05-22,2.7551746368408203
2000-05-23,2.5885307788848877
2000-05-24,2.852383852005005
2000-05-25,2.799612522125244
2000-05-26,2.7773935794830322
2000-05-30,3.0245814323425293
2000-05-31,2.9218170642852783
2000-06-01,3.1106820106506348
2000-06-02,3.107903480529785
2000-06-05,3.107903480529785
2000-06-06,3.060687780380249
2000-06-07,3.1106820106506348
2000-06-08,3.0884616374969482
2000-06-09,3.1773369312286377
2000-06-12,3.0690195560455322
2000-06-13,3.1578967571258545
2000-06-14,3.0634658336639404
2000-06-15,3.1606743335723877
2000-06-16,3.074575185775757
2000-06-19,2.7829484939575195
2000-06-20,2.7773935794830322
2000-06-21,2.649632692337036
2000-06-22,2.5218729972839355
2000-06-23,2.605194568634033
2000-06-26,2.3885581493377686
2000-06-27,2.344120502471924
2000-06-28,2.4413297176361084
2000-06-29,2.5329833030700684
2000-06-30,2.396890878677368
2000-07-03,2.4080004692077637
2000-07-05,2.1358163356781006
2000-07-06,2.288572311401367
2000-07-07,2.258021831512451
2000-07-10,2.241356611251831
2000-07-11,2.2219150066375732
2000-07-12,2.210805654525757
2000-07-13,2.2219150066375732
2000-07-14,2.327455997467041
2000-07-17,2.344120502471924
2000-07-18,2.255244016647339
2000-07-19,2.099710464477539
2000-07-20,2.68296217918396
2000-07-21,2.6885173320770264
2000-07-24,2.6662981510162354
2000-07-25,2.6662981510162354
2000-07-26,2.8301637172698975
2000-07-27,2.2330241203308105
2000-07-28,2.1802542209625244
2000-07-31,2.2774627208709717
2000-08-01,2.2080276012420654
2000-08-02,2.3385655879974365
2000-08-03,2.4802119731903076
2000-08-04,2.4468841552734375
2000-08-07,2.394113540649414
2000-08-08,2.3746724128723145
2000-08-09,2.3107917308807373
2000-08-10,2.1941404342651367
2000-08-11,2.149702548980713
2000-08-14,2.0108330249786377
2000-08-15,1.9525078535079956
2000-08-16,2.146925449371338
2000-08-17,2.085822820663452
2000-08-18,2.241356611251831
2000-08-21,2.269130229949951
2000-08-22,2.3052361011505127
2000-08-23,2.169144868850708
2000-08-24,2.210805654525757
2000-08-25,2.1885862350463867
2000-08-28,2.199695587158203
2000-08-29,2.149702548980713
2000-08-30,2.152479648590088
2000-08-31,2.169144868850708
2000-09-01,2.316347122192383
2000-09-05,2.210805654525757
2000-09-06,2.1358163356781006
2000-09-07,2.1830310821533203
2000-09-08,2.133038282394409
2000-09-11,2.105264902114868
2000-09-12,2.0663812160491943
2000-09-13,2.110818862915039
2000-09-14,2.0941550731658936
2000-09-15,2.0330519676208496
2000-09-18,1.9358437061309814
2000-09-19,1.9636175632476807
2000-09-20,1.860853672027588
2000-09-21,1.8386348485946655
2000-09-22,1.9136244058609009
2000-09-25,1.9136244058609009
2000-09-26,1.8941819667816162
2000-09-27,1.9413987398147583
2000-09-28,2.110818862915039
2000-09-29,1.9552854299545288
2000-10-02,1.8219704627990723
2000-10-03,1.8552987575531006
2000-10-04,1.9136244058609009
2000-10-05,1.9525078535079956
2000-10-06,1.9747271537780762
2000-10-09,1.9997233152389526
2000-10-10,1.9997233152389526
2000-10-11,2.0108330249786377
2000-10-12,1.8552987575531006
2000-10-13,1.944175362586975
2000-10-16,1.9136244058609009
2000-10-17,1.8275247812271118
2000-10-18,1.7580897808074951
2000-10-19,1.5081244707107544
2000-10-20,1.602556586265564
2000-10-23,1.6803233623504639
2000-10-24,1.5886684656143188
2000-10-25,1.5775597095489502
2000-10-26,1.6997652053833008
2000-10-27,1.6886556148529053
2000-10-30,1.6497716903686523
2000-10-31,1.7358708381652832
2000-11-01,1.644216775894165
2000-11-02,1.6997652053833008
2000-11-03,1.677545189857483
2000-11-06,1.6331076622009277
2000-11-07,1.6608812808990479
2000-11-08,1.6469948291778564
2000-11-09,1.580337405204773
2000-11-10,1.499792456626892
2000-11-13,1.5886684656143188
2000-11-14,1.6497716903686523
2000-11-15,1.7330938577651978
2000-11-16,1.6414393186569214
2000-11-17,1.644216775894165
2000-11-20,1.6192209720611572
2000-11-21,1.5747827291488647
2000-11-22,1.5970011949539185
2000-11-24,1.691433310508728
2000-11-27,1.6192209720611572
2000-11-28,1.5608959197998047
2000-11-29,1.5331213474273682
2000-11-30,1.599778175354004
2000-12-01,1.6108887195587158
2000-12-04,1.6053332090377808
2000-12-05,1.6497716903686523
2000-12-06,1.6664365530014038
2000-12-07,1.6490780115127563
2000-12-08,1.6942106485366821
2000-12-11,1.785863995552063
2000-12-12,1.8275247812271118
2000-12-13,1.6969870328903198
2000-12-14,1.644216775894165
2000-12-15,1.5358985662460327
2000-12-18,1.5838085412979126
2000-12-19,1.4692410230636597
2000-12-20,1.402583360671997
2000-12-21,1.3248164653778076
2000-12-22,1.45535409450531
2000-12-26,1.4275802373886108
2000-12-27,1.374809741973877
2000-12-28,1.5664494037628174
2000-12-29,1.483128309249878
2001-01-02,1.4914603233337402
2001-01-03,1.746981143951416
2001-01-04,1.6358851194381714
2001-01-05,1.580337405204773
2001-01-08,1.6081109046936035
2001-01-09,1.6831003427505493
2001-01-10,1.7553130388259888
2001-01-11,1.8358572721481323
2001-01-12,1.8914053440093994
2001-01-16,1.885850429534912
2001-01-17,1.9552854299545288
2001-01-18,2.2219150066375732
2001-01-19,2.1941404342651367
2001-01-22,2.1941404342651367
2001-01-23,2.1941404342651367
2001-01-24,2.3413429260253906
2001-01-25,2.2496893405914307
2001-01-26,2.2080276012420654
2001-01-29,2.2219150066375732
2001-01-30,2.2969038486480713
2001-01-31,2.283017635345459
2001-02-01,2.330233097076416
2001-02-02,2.141371011734009
2001-02-05,2.0052778720855713
2001-02-06,2.133038282394409
2001-02-07,2.108041763305664
2001-02-08,2.171921491622925
2001-02-09,2.1858086585998535
2001-02-12,2.21358323097229
2001-02-13,2.210805654525757
2001-02-14,2.2358016967773438
2001-02-15,2.2774627208709717
2001-02-16,2.2524666786193848
2001-02-20,2.2191381454467773
2001-02-21,2.177476406097412
2001-02-22,2.169144868850708
2001-02-23,2.2052507400512695
2001-02-26,2.2330241203308105
2001-02-27,2.210805654525757
2001-02-28,2.0247201919555664
2001-03-01,2.199695587158203
2001-03-02,2.133038282394409
2001-03-05,2.116373062133789
2001-03-06,2.1635892391204834
2001-03-07,2.2670469284057617
2001-03-08,2.1358163356781006
2001-03-09,1.9802813529968262
2001-03-12,1.9413987398147583
2001-03-13,2.0247201919555664
2001-03-14,1.9802813529968262
2001-03-15,1.8997374773025513
2001-03-16,1.8414124250411987
2001-03-19,1.916401743888855
2001-03-20,1.8886278867721558
2001-03-21,1.871963620185852
2001-03-22,1.9413987398147583
2001-03-23,1.9608397483825684
2001-03-26,1.9275116920471191
2001-03-27,1.9802813529968262
2001-03-28,1.8441894054412842
2001-03-29,1.7886415719985962
2001-03-30,1.8580764532089233
2001-04-02,1.8275247812271118
2001-04-03,1.74350905418396
2001-04-04,1.7969733476638794
2001-04-05,1.9691715240478516
2001-04-06,2.0247201919555664
2001-04-09,2.1285948753356934
2001-04-10,2.2130274772644043
2001-04-11,2.321012020111084
2001-04-12,2.3130130767822266
2001-04-16,2.279240369796753
2001-04-17,2.316567897796631
2001-04-18,2.4609925746917725
2001-04-19,2.816943645477295
2001-04-20,2.644078254699707
2001-04-23,2.6640758514404297
2001-04-24,2.5587565898895264
2001-04-25,2.5449814796447754
2001-04-26,2.8858237266540527
2001-04-27,2.832942008972168
2001-04-30,2.8800456523895264
2001-05-01,2.8342747688293457
2001-05-02,2.9671449661254883
2001-05-03,2.8484947681427
2001-05-04,2.9795892238616943
2001-05-07,2.895155191421509
2001-05-08,2.9600346088409424
2001-05-09,2.984919548034668
2001-05-10,2.9373717308044434
2001-05-11,2.9231507778167725
2001-05-14,2.868936777114868
2001-05-15,2.889378547668457
2001-05-16,3.0106935501098633
2001-05-17,3.0218045711517334
2001-05-18,3.0382473468780518
2001-05-21,3.2622151374816895
2001-05-22,3.1742286682128906
2001-05-23,3.006251335144043
2001-05-24,3.1089038848876953
2001-05-25,3.1333436965942383
2001-05-29,3.1022377014160156
2001-05-30,3.0133607387542725
2001-05-31,3.1391212940216064
2001-06-01,2.986699104309082
2001-06-04,2.8440511226654053
2001-06-05,2.9818100929260254
2001-06-06,2.9622576236724854
2001-06-07,2.9604790210723877
2001-06-08,2.916484832763672
2001-06-11,2.8724915981292725
2001-06-12,2.896488666534424
2001-06-13,2.677851438522339
2001-06-14,2.499654531478882
2001-06-15,2.31345796585083
2001-06-18,2.301459312438965
2001-06-19,2.4152214527130127
2001-06-20,2.5805323123931885
2001-06-21,2.7245116233825684
2001-06-22,1.7286499738693237
2001-06-25,1.8086389303207397
2001-06-26,1.8197485208511353
2001-06-27,1.841522455215454
2001-06-28,1.8650747537612915
2001-06-29,1.9415090084075928
2001-07-02,1.9423977136611938
2001-07-03,1.931732416152954
2001-07-05,1.920623779296875
2001-07-06,1.7824198007583618
2001-07-09,1.8886278867721558
2001-07-10,1.802417278289795
2001-07-11,1.750424861907959
2001-07-12,1.8579652309417725
2001-07-13,1.7988625764846802
2001-07-16,1.7570900917053223
2001-07-17,1.7588680982589722
2001-07-18,1.6628814935684204
2001-07-19,1.9610620737075806
2001-07-20,2.0410513877868652
2001-07-23,2.1468148231506348
2001-07-24,2.084156036376953
2001-07-25,2.1085968017578125
2001-07-26,2.1748099327087402
2001-07-27,2.1872527599334717
2001-07-30,2.1508140563964844
2001-07-31,2.1423699855804443
2001-08-01,2.173921585083008
2001-08-02,2.2374682426452637
2001-08-03,2.208583354949951
2001-08-06,2.1494812965393066
2001-08-07,2.0552711486816406
2001-08-08,2.0557150840759277
2001-08-09,2.1334824562072754
2001-08-10,2.1201508045196533
2001-08-13,2.093043804168701
2001-08-14,2.1081526279449463
2001-08-15,2.0094997882843018
2001-08-16,2.014388084411621
2001-08-17,1.9104018211364746
2001-08-20,1.8788515329360962
2001-08-21,1.8073053359985352
2001-08-22,1.8535219430923462
2001-08-23,1.7579795122146606
2001-08-24,1.8619643449783325
2001-08-27,1.935732364654541
2001-08-28,1.9090698957443237
2001-08-29,1.8877384662628174
2001-08-30,1.8926271200180054
2001-08-31,1.9104018211364746
2001-09-04,1.8486340045928955
2001-09-05,1.904180645942688
2001-09-06,1.879296064376831
2001-09-07,1.8486340045928955
2001-09-10,1.8441894054412842
2001-09-17,1.6837670803070068
2001-09-18,1.5784481763839722
2001-09-19,1.6375516653060913
2001-09-20,1.6077779531478882
2001-09-21,1.6424394845962524
2001-09-24,1.6664365530014038
2001-09-25,1.7108744382858276
2001-09-26,1.5415645837783813
2001-09-27,1.5460082292556763
2001-09-28,1.5406756401062012
2001-10-01,1.5455636978149414
2001-10-02,1.6917657852172852
2001-10-03,1.874851107597351
2001-10-04,1.8886278867721558
2001-10-05,1.9481748342514038
2001-10-08,2.13081693649292
2001-10-09,2.044161558151245
2001-10-10,2.0814902782440186
2001-10-11,2.0597145557403564
2001-10-12,2.138814926147461
2001-10-15,2.2681305408477783
2001-10-16,2.2436892986297607
2001-10-17,2.1228177547454834
2001-10-18,2.3365652561187744
2001-10-19,2.394335985183716
2001-10-22,2.409888505935669
2001-10-23,2.5080976486206055
2001-10-24,2.5645337104797363
2001-10-25,2.632969379425049
2001-10-26,2.554758310317993
2001-10-29,2.459660291671753
2001-10-30,2.42410945892334
2001-10-31,2.4436635971069336
2001-11-01,2.580087184906006
2001-11-02,2.5485363006591797
2001-11-05,2.642301321029663
2001-11-06,2.7551746368408203
2001-11-07,2.7191786766052246
2001-11-08,2.632079601287842
2001-11-09,2.5632007122039795
2001-11-12,2.6374125480651855
2001-11-13,2.7258448600769043
2001-11-14,2.728066921234131
2001-11-15,2.7138469219207764
2001-11-16,2.7138469219207764
2001-11-19,2.8458292484283447
2001-11-20,2.767617702484131
2001-11-21,2.7929468154907227
2001-11-23,2.8071675300598145
2001-11-26,2.916484832763672
2001-11-27,2.8938233852386475
2001-11-28,2.853827953338623
2001-11-29,2.963589668273926
2001-11-30,2.8871567249298096
2001-12-03,2.874713182449341
2001-12-04,2.9195961952209473
2001-12-05,3.0760185718536377
2001-12-06,3.0769078731536865
2001-12-07,2.9689221382141113
2001-12-10,2.9729223251342773
2001-12-11,3.0040283203125
2001-12-12,2.9702556133270264
2001-12-13,2.9195961952209473
2001-12-14,2.98447585105896
2001-12-17,2.9884750843048096
2001-12-18,3.100459575653076
2001-12-19,3.0573558807373047
2001-12-20,2.84938383102417
2001-12-21,2.9289286136627197
2001-12-24,2.8596036434173584
2001-12-26,2.902264356613159
2001-12-27,2.888934373855591
2001-12-28,2.99603009223938
2001-12-31,2.9475913047790527
2002-01-02,2.9822540283203125
2002-01-03,3.0822412967681885
2002-01-04,3.061356544494629
2002-01-07,3.0733540058135986
2002-01-08,3.110236406326294
2002-01-09,3.25510573387146
2002-01-10,3.199556350708008
2002-01-11,3.1440088748931885
2002-01-14,3.127568244934082
2002-01-15,3.1284563541412354
2002-01-16,2.9751436710357666
2002-01-17,3.3484251499176025
2002-01-18,3.3693113327026367
2002-01-22,3.379087448120117
2002-01-23,3.2968766689300537
2002-01-24,3.4217488765716553
2002-01-25,3.387530565261841
2002-01-28,3.430636405944824
2002-01-29,3.3662006855010986
2002-01-30,3.4173057079315186
2002-01-31,3.4955170154571533
2002-02-01,3.3488707542419434
2002-02-04,3.242218494415283
2002-02-05,3.2075555324554443
2002-02-06,3.1675617694854736
2002-02-07,2.952479362487793
2002-02-08,3.068019390106201
2002-02-11,3.112457275390625
2002-02-12,3.1195693016052246
2002-02-13,3.260882616043091
2002-02-14,3.2946560382843018
2002-02-15,3.1062378883361816
2002-02-19,3.024470329284668
2002-02-20,2.8289430141448975
2002-02-21,2.8520500659942627
2002-02-22,2.916041374206543
2002-02-25,3.102680206298828
2002-02-26,3.1373438835144043
2002-02-27,3.2155559062957764
2002-02-28,3.204890012741089
2002-03-01,3.360424280166626
2002-03-04,3.7043769359588623
2002-03-05,3.5488412380218506
2002-03-06,3.627053737640381
2002-03-07,3.5275118350982666
2002-03-08,3.7283735275268555
2002-03-11,3.715041160583496
2002-03-12,3.7088210582733154
2002-03-13,3.7541465759277344
2002-03-14,3.6394970417022705
2002-03-15,3.6848232746124268
2002-03-18,3.735482692718506
2002-03-19,3.7683684825897217
2002-03-20,3.7017102241516113
2002-03-21,3.627941846847534
2002-03-22,3.7114858627319336
2002-03-25,3.5675060749053955
2002-03-26,3.5399558544158936
2002-03-27,3.606612205505371
2002-03-28,3.6626038551330566
2002-04-01,3.692821741104126
2002-04-02,3.550621509552002
2002-04-03,3.4990713596343994
2002-04-04,3.283102035522461
2002-04-05,3.1355669498443604
2002-04-08,3.28843355178833
2002-04-09,3.1400094032287598
2002-04-10,3.20400071144104
2002-04-11,3.0289154052734375
2002-04-12,3.188004493713379
2002-04-15,3.197779655456543
2002-04-16,3.320430040359497
2002-04-17,3.315096855163574
2002-04-18,3.3239850997924805
2002-04-19,3.33376145362854
2002-04-22,3.3319849967956543
2002-04-23,3.1311211585998535
2002-04-24,3.0884616374969482
2002-04-25,3.193336248397827
2002-04-26,3.0351364612579346
2002-04-29,3.002250909805298
2002-04-30,3.147120237350464
2002-05-01,3.156006097793579
2002-05-02,2.997807264328003
2002-05-03,3.0111403465270996
2002-05-06,2.8796021938323975
2002-05-07,2.9889204502105713
2002-05-08,3.3328731060028076
2002-05-09,3.1568963527679443
2002-05-10,2.999584913253784
2002-05-13,3.1151251792907715
2002-05-14,3.3693113327026367
2002-05-15,3.3906428813934326
2002-05-16,3.3835315704345703
2002-05-17,3.481294631958008
2002-05-20,3.317763566970825
2002-05-21,3.235997438430786
2002-05-22,2.978253126144409
2002-05-23,3.1062378883361816
2002-05-24,2.991586446762085
2002-05-28,3.0218045711517334
2002-05-29,2.991586446762085
2002-05-30,3.004918336868286
2002-05-31,3.0546875
2002-06-03,2.94270396232605
2002-06-04,3.0129177570343018
2002-06-05,2.9364821910858154
2002-06-06,2.7018485069274902
2002-06-07,2.8191657066345215
2002-06-10,2.8369410037994385
2002-06-11,2.6965160369873047
2002-06-12,2.7685060501098633
2002-06-13,2.799612522125244
2002-06-14,2.732954740524292
2002-06-17,2.8564939498901367
2002-06-18,2.9951419830322266
2002-06-19,2.89204478263855
2002-06-20,2.8618264198303223
2002-06-21,2.7080702781677246
2002-06-24,2.77294921875
2002-06-25,2.732954740524292
2002-06-26,2.7498421669006348
2002-06-27,2.8609378337860107
2002-06-28,2.9195961952209473
2002-07-01,2.7560627460479736
2002-07-02,2.7960574626922607
2002-07-03,2.982698917388916
2002-07-05,3.064465284347534
2002-07-08,3.0635769367218018
2002-07-09,3.0209155082702637
2002-07-10,3.0173604488372803
2002-07-11,2.920484781265259
2002-07-12,2.7613961696624756
2002-07-15,2.799612522125244
2002-07-16,2.912485122680664
2002-07-17,2.9418153762817383
2002-07-18,2.8058338165283203
2002-07-19,2.8022799491882324
2002-07-22,2.8022799491882324
2002-07-23,2.7320656776428223
2002-07-24,3.0226919651031494
2002-07-25,2.8369410037994385
2002-07-26,2.8876006603240967
2002-07-29,3.0173604488372803
2002-07-30,3.209334373474121
2002-07-31,2.980921745300293
2002-08-01,2.8102781772613525
2002-08-02,2.767617702484131
2002-08-05,2.7525086402893066
2002-08-06,2.8938233852386475
2002-08-07,2.8253872394561768
2002-08-08,2.809389114379883
2002-08-09,2.740065097808838
2002-08-12,2.7240679264068604
2002-08-13,2.707181453704834
2002-08-14,2.946260452270508
2002-08-15,2.896488666534424
2002-08-16,2.9267067909240723
2002-08-19,3.051133394241333
2002-08-20,2.982698917388916
2002-08-21,3.052910804748535
2002-08-22,3.0378024578094482
2002-08-23,2.8058338165283203
2002-08-26,2.8191657066345215
2002-08-27,2.7231786251068115
2002-08-28,2.6645209789276123
2002-08-29,2.715179681777954
2002-08-30,2.5418715476989746
2002-09-03,2.4592156410217285
2002-09-04,2.73384428024292
2002-09-05,2.652078151702881
2002-09-06,2.900043249130249
2002-09-09,2.9222631454467773
2002-09-10,2.9791436195373535
2002-09-11,2.976478099822998
2002-09-12,2.9702556133270264
2002-09-13,3.0200271606445312
2002-09-16,2.9818100929260254
2002-09-17,2.888489246368408
2002-09-18,2.940037727355957
2002-09-19,2.8529388904571533
2002-09-20,2.9169304370880127
2002-09-23,2.7551746368408203
2002-09-24,2.8476057052612305
2002-09-25,2.9746997356414795
2002-09-26,3.040468454360962
2002-09-27,3.048466682434082
2002-09-30,2.992473840713501
2002-10-01,2.9418153762817383
2002-10-02,2.8147225379943848
2002-10-03,2.6307477951049805
2002-10-04,2.6707420349121094
2002-10-07,2.673408269882202
2002-10-08,2.7880589962005615
2002-10-09,2.8396072387695312
2002-10-10,2.9587018489837646
2002-10-11,3.0573558807373047
2002-10-14,3.1586754322052
2002-10-15,3.2919881343841553
2002-10-16,3.160451650619507
2002-10-17,3.48840594291687
2002-10-18,3.4661877155303955
2002-10-21,3.4821863174438477
2002-10-22,3.44663405418396
2002-10-23,3.5772831439971924
2002-10-24,3.459078073501587
2002-10-25,3.532844066619873
2002-10-28,3.5417308807373047
2002-10-29,3.468851327896118
2002-10-30,3.55417537689209
2002-10-31,3.5550637245178223
2002-11-01,3.6394970417022705
2002-11-04,3.731929063796997
2002-11-05,3.731039047241211
2002-11-06,3.7212631702423096
2002-11-07,3.5995025634765625
2002-11-08,3.5204010009765625
2002-11-11,3.4484126567840576
2002-11-12,3.5603976249694824
2002-11-13,3.6430509090423584
2002-11-14,3.7630350589752197
2002-11-15,3.857243537902832
2002-11-18,3.744370698928833
2002-11-19,3.641273021697998
2002-11-20,3.8830180168151855
2002-11-21,4.071437835693359
2002-11-22,4.046550273895264
2002-11-25,3.9843382835388184
2002-11-26,3.819916009902954
2002-11-27,3.9114584922790527
2002-11-29,3.8865737915039062
2002-12-02,3.9194588661193848
2002-12-03,3.8785746097564697
2002-12-04,3.7701454162597656
2002-12-05,3.6794912815093994
2002-12-06,3.6626038551330566
2002-12-09,3.5177361965179443
2002-12-10,3.6323866844177246
2002-12-11,3.7816989421844482
2002-12-12,3.7790324687957764
2002-12-13,3.667048931121826
2002-12-16,3.8501343727111816
2002-12-17,3.8403563499450684
2002-12-18,3.9194588661193848
2002-12-19,3.6794912815093994
2002-12-20,3.742593765258789
2002-12-23,3.837690830230713
2002-12-24,3.800363302230835
2002-12-26,3.794142723083496
2002-12-27,3.7203738689422607
2002-12-30,3.636831283569336
2002-12-31,3.6003904342651367
2003-01-02,3.793252944946289
2003-01-03,3.8972387313842773
2003-01-06,3.9914498329162598
2003-01-07,3.96478533744812
2003-01-08,3.8536899089813232
2003-01-09,4.005667686462402
2003-01-10,4.0989885330200195
2003-01-13,4.146982192993164
2003-01-14,4.207417964935303
2003-01-15,4.092768669128418
2003-01-16,4.234970569610596
2003-01-17,4.003890037536621
2003-01-21,4.074101448059082
2003-01-22,4.048329830169678
2003-01-23,4.087434768676758
2003-01-24,3.9025700092315674
2003-01-27,3.928346872329712
2003-01-28,4.097211837768555
2003-01-29,4.157647609710693
2003-01-30,4.122096061706543
2003-01-31,4.148759841918945
2003-02-03,4.2047529220581055
2003-02-04,4.169200420379639
2003-02-05,4.166534900665283
2003-02-06,4.135426998138428
2003-02-07,4.096323013305664
2003-02-10,3.947009325027466
2003-02-11,4.0181121826171875
2003-02-12,4.020776271820068
2003-02-13,3.9745609760284424
2003-02-14,3.9816713333129883
2003-02-18,4.121207237243652
2003-02-19,4.079433917999268
2003-02-20,4.160314083099365
2003-02-21,4.249189376831055
2003-02-24,4.248300552368164
2003-02-25,4.258965969085693
2003-02-26,4.216305255889893
2003-02-27,4.209196090698242
2003-02-28,3.5968358516693115
2003-03-03,3.7283735275268555
2003-03-04,3.694598913192749
2003-03-05,3.6839346885681152
2003-03-06,3.8145837783813477
2003-03-07,3.8696882724761963
2003-03-10,3.8954615592956543
2003-03-11,3.7594797611236572
2003-03-12,3.791475296020508
2003-03-13,3.9541192054748535
2003-03-14,3.9985592365264893
2003-03-17,4.176311492919922
2003-03-18,4.112320899963379
2003-03-19,3.864353895187378
2003-03-20,3.9150142669677734
2003-03-21,3.7825889587402344
2003-03-24,3.4741878509521484
2003-03-25,3.6217215061187744
2003-03-26,3.75059175491333
2003-03-27,3.731039047241211
2003-03-28,3.5772831439971924
2003-03-31,3.4821863174438477
2003-04-01,3.4501895904541016
2003-04-02,3.5648396015167236
2003-04-03,3.576395034790039
2003-04-04,3.522179365158081
2003-04-07,3.537287473678589
2003-04-08,3.5479533672332764
2003-04-09,3.4857397079467773
2003-04-10,3.346203565597534
2003-04-11,3.532844066619873
2003-04-14,3.5559515953063965
2003-04-15,3.563952922821045
2003-04-16,3.5897269248962402
2003-04-17,3.7292613983154297
2003-04-21,3.6759345531463623
2003-04-22,3.8385801315307617
2003-04-23,3.808361291885376
2003-04-24,3.863464832305908
2003-04-25,3.8163599967956543
2003-04-28,3.909681558609009
2003-04-29,3.935455322265625
2003-04-30,3.90612530708313
2003-05-01,3.858133554458618
2003-05-02,4.042996406555176
2003-05-05,4.038552284240723
2003-05-06,4.174534797668457
2003-05-07,4.171867370605469
2003-05-08,4.0127787590026855
2003-05-09,4.019887924194336
2003-05-12,4.0989885330200195
2003-05-13,4.092768669128418
2003-05-14,4.028776168823242
2003-05-15,4.061661243438721
2003-05-16,4.001223564147949
2003-05-19,3.879462957382202
2003-05-20,3.860799789428711
2003-05-21,3.8492448329925537
2003-05-22,3.9701180458068848
2003-05-23,3.95145320892334
2003-05-27,4.15231466293335
2003-05-28,4.213639736175537
2003-05-29,3.95145320892334
2003-05-30,4.031442642211914
2003-06-02,3.942566394805908
2003-06-03,4.021666049957275
2003-06-04,4.254522323608398
2003-06-05,4.231414318084717
2003-06-06,4.338066577911377
2003-06-09,4.314960479736328
2003-06-10,4.249189376831055
2003-06-11,4.135426998138428
2003-06-12,4.094544887542725
2003-06-13,4.0189995765686035
2003-06-16,4.169200420379639
2003-06-17,4.1851983070373535
2003-06-18,4.285630226135254
2003-06-19,4.169200420379639
2003-06-20,4.101655960083008
2003-06-23,4.043884754180908
2003-06-24,3.9985592365264893
2003-06-25,4.055438995361328
2003-06-26,3.933678150177002
2003-06-27,3.976339340209961
2003-06-30,3.9025700092315674
2003-07-01,3.9345669746398926
2003-07-02,3.927455425262451
2003-07-03,3.8945717811584473
2003-07-07,4.035887241363525
2003-07-08,4.057218074798584
2003-07-09,4.080324649810791
2003-07-10,3.9870047569274902
2003-07-11,4.057218074798584
2003-07-14,4.162980556488037
2003-07-15,4.117652416229248
2003-07-16,3.9958908557891846
2003-07-17,3.8990159034729004
2003-07-18,3.893683433532715
2003-07-21,3.8403563499450684
2003-07-22,3.821692943572998
2003-07-23,3.786142110824585
2003-07-24,4.1398725509643555
2003-07-25,4.161202430725098
2003-07-28,4.173644065856934
2003-07-29,4.1914191246032715
