Date,EXC
2000-10-23,8.553733825683594
2000-10-24,8.38687801361084
2000-10-25,8.544953346252441
2000-10-26,7.938994407653809
2000-10-27,8.14975643157959
2000-10-30,8.536171913146973
2000-10-31,8.44835090637207
2000-11-01,8.413225173950195
2000-11-02,8.272709846496582
2000-11-03,8.026811599731445
2000-11-06,7.851171970367432
2000-11-07,7.930208683013916
2000-11-08,8.228797912597656
2000-11-09,8.272709846496582
2000-11-10,8.38687801361084
2000-11-13,8.439569473266602
2000-11-14,8.20245361328125
2000-11-15,8.228797912597656
2000-11-16,8.413225173950195
2000-11-17,8.597644805908203
2000-11-20,8.64155101776123
2000-11-21,8.676685333251953
2000-11-22,8.825980186462402
2000-11-24,8.650338172912598
2000-11-27,8.720593452453613
2000-11-28,9.027965545654297
2000-11-29,9.107006072998047
2000-11-30,9.308991432189941
2000-12-01,9.063093185424805
2000-12-04,9.174101829528809
2000-12-05,8.853726387023926
2000-12-06,8.883237838745117
2000-12-07,9.40032958984375
2000-12-08,9.365199089050293
2000-12-11,9.210633277893066
2000-12-12,9.50571060180664
2000-12-13,9.27527141571045
2000-12-14,9.182528495788574
2000-12-15,8.956304550170898
2000-12-18,9.011101722717285
2000-12-19,9.278079986572266
2000-12-20,9.5970458984375
2000-12-21,9.448102951049805
2000-12-22,9.620929718017578
2000-12-26,9.906170845031738
2000-12-27,9.955355644226074
2000-12-28,9.745991706848145
2000-12-29,9.865425109863281
2001-01-02,9.538030624389648
2001-01-03,8.845305442810059
2001-01-04,8.477156639099121
2001-01-05,8.38863468170166
2001-01-08,8.672466278076172
2001-01-09,8.782073020935059
2001-01-10,8.325401306152344
2001-01-11,7.96147346496582
2001-01-12,8.003623008728027
2001-01-16,7.79847526550293
2001-01-17,8.227044105529785
2001-01-18,8.241090774536133
2001-01-19,8.342267036437988
2001-01-22,8.33945083618164
2001-01-23,8.446242332458496
2001-01-24,8.571300506591797
2001-01-25,8.675276756286621
2001-01-26,8.547415733337402
2001-01-29,8.699166297912598
2001-01-30,8.590975761413574
2001-01-31,8.502446174621582
2001-02-01,8.52634048461914
2001-02-02,8.590975761413574
2001-02-05,8.616265296936035
2001-02-06,8.64155101776123
2001-02-07,8.817201614379883
2001-02-08,9.001275062561035
2001-02-09,9.16848373413086
2001-02-12,9.096820831298828
2001-02-13,9.07031536102295
2001-02-14,9.175190925598145
2001-02-15,9.07031536102295
2001-02-16,9.088740348815918
2001-02-20,9.192198753356934
2001-02-21,9.247472763061523
2001-02-22,9.416123390197754
2001-02-23,9.170939445495605
2001-02-26,9.219125747680664
2001-02-27,9.27440357208252
2001-02-28,9.26447868347168
2001-03-01,9.292820930480957
2001-03-02,9.443047523498535
2001-03-05,9.393445014953613
2001-03-06,9.244636535644531
2001-03-07,9.163856506347656
2001-03-08,9.254560470581055
2001-03-09,9.169519424438477
2001-03-12,9.204951286315918
2001-03-13,9.067483901977539
2001-03-14,8.818044662475586
2001-03-15,8.999454498291016
2001-03-16,9.063230514526367
2001-03-19,8.998034477233887
2001-03-20,8.876154899597168
2001-03-21,8.921513557434082
2001-03-22,8.645145416259766
2001-03-23,8.47365665435791
2001-03-26,8.857733726501465
2001-03-27,9.090157508850098
2001-03-28,9.091573715209961
2001-03-29,9.212040901184082
2001-03-30,9.297074317932129
2001-04-02,9.304160118103027
2001-04-03,9.729330062866211
2001-04-04,9.494067192077637
2001-04-05,9.34951114654541
2001-04-06,9.163856506347656
2001-04-09,9.343844413757324
2001-04-10,9.767597198486328
2001-04-11,9.489819526672363
2001-04-12,9.496908187866211
2001-04-16,9.635790824890137
2001-04-17,9.848381996154785
2001-04-18,9.679727554321289
2001-04-19,9.495484352111816
2001-04-20,9.492653846740723
2001-04-23,9.8427095413208
2001-04-24,9.861132621765137
2001-04-25,9.8101167678833
2001-04-26,9.885231018066406
2001-04-27,9.720831871032715
2001-04-30,9.786023139953613
2001-05-01,9.831371307373047
2001-05-02,9.55784797668457
2001-05-03,9.516748428344727
2001-05-04,9.637210845947266
2001-05-07,9.665560722351074
2001-05-08,9.567765235900879
2001-05-09,9.674060821533203
2001-05-10,9.770428657531738
2001-05-11,9.837882995605469
2001-05-14,9.951959609985352
2001-05-15,9.712392807006836
2001-05-16,9.753746032714844
2001-05-17,9.768003463745117
2001-05-18,9.750895500183105
2001-05-21,9.765154838562012
2001-05-22,9.805083274841309
2001-05-23,9.812210083007812
2001-05-24,9.755171775817871
2001-05-25,9.554105758666992
2001-05-29,9.51132869720459
2001-05-30,9.51702880859375
2001-05-31,9.671041488647461
2001-06-01,9.595466613769531
2001-06-04,9.51132869720459
2001-06-05,9.331657409667969
2001-06-06,9.063570022583008
2001-06-07,9.065000534057617
2001-06-08,9.224710464477539
2001-06-11,9.519885063171387
2001-06-12,9.531295776367188
2001-06-13,9.296005249023438
2001-06-14,9.057861328125
2001-06-15,9.31169319152832
2001-06-18,9.414361000061035
2001-06-19,9.57264518737793
2001-06-20,9.404379844665527
2001-06-21,8.92667293548584
2001-06-22,9.133441925048828
2001-06-25,9.113478660583496
2001-06-26,9.07497787475586
2001-06-27,9.126312255859375
2001-06-28,9.124890327453613
2001-06-29,9.143426895141602
2001-07-02,9.070696830749512
2001-07-03,9.209020614624023
2001-07-05,9.321675300598145
2001-07-06,9.397250175476074
2001-07-09,9.564090728759766
2001-07-10,9.566948890686035
2001-07-11,9.412939071655273
2001-07-12,9.354471206665039
2001-07-13,9.25322437286377
2001-07-16,9.30884075164795
2001-07-17,9.248950004577637
2001-07-18,9.200468063354492
2001-07-19,9.13629150390625
2001-07-20,8.634346961975098
2001-07-23,8.270722389221191
2001-07-24,7.7573652267456055
2001-07-25,8.427579879760742
2001-07-26,8.534531593322754
2001-07-27,8.256464004516602
2001-07-30,8.487471580505371
2001-07-31,8.056821823120117
2001-08-01,8.217961311340332
2001-08-02,8.282130241394043
2001-08-03,8.371967315673828
2001-08-06,8.056821823120117
2001-08-07,8.0839204788208
2001-08-08,7.854335784912109
2001-08-09,7.86716890335083
2001-08-10,7.889984130859375
2001-08-13,7.786950588226318
2001-08-14,7.807067394256592
2001-08-15,7.717978000640869
2001-08-16,7.83150053024292
2001-08-17,7.8904128074646
2001-08-20,7.924902439117432
2001-08-21,7.899040222167969
2001-08-22,8.009683609008789
2001-08-23,7.959386825561523
2001-08-24,8.02117919921875
2001-08-27,8.091590881347656
2001-08-28,8.131827354431152
2001-08-29,8.011114120483398
2001-08-30,7.886106491088867
2001-08-31,7.845865726470947
2001-09-04,7.825753211975098
2001-09-05,7.824314594268799
2001-09-06,7.79701566696167
2001-09-07,7.927778720855713
2001-09-10,7.94214391708374
2001-09-17,7.7941365242004395
2001-09-18,7.594399452209473
2001-09-19,7.52972936630249
2001-09-20,7.5656585693359375
2001-09-21,7.3357439041137695
2001-09-24,7.3328704833984375
2001-09-25,7.414777755737305
2001-09-26,7.24952507019043
2001-09-27,6.394527912139893
2001-09-28,6.408895015716553
2001-10-01,6.371535301208496
2001-10-02,6.288188457489014
2001-10-03,6.464937210083008
2001-10-04,6.3585991859436035
2001-10-05,6.552596092224121
2001-10-08,6.466374397277832
2001-10-09,6.364350318908691
2001-10-10,6.391651153564453
2001-10-11,6.337047576904297
2001-10-12,6.4591898918151855
2001-10-15,6.466374397277832
2001-10-16,6.476432800292969
2001-10-17,6.324113845825195
2001-10-18,6.135873317718506
2001-10-19,6.298252582550049
2001-10-22,6.394527912139893
2001-10-23,5.903083324432373
2001-10-24,5.92032527923584
2001-10-25,6.02810001373291
2001-10-26,5.898769855499268
2001-10-29,5.96343469619751
2001-10-30,6.035284996032715
2001-10-31,6.045344829559326
2001-11-01,6.035284996032715
2001-11-02,5.9433159828186035
2001-11-05,6.128684043884277
2001-11-06,6.206282138824463
2001-11-07,6.250831604003906
2001-11-08,6.322678565979004
2001-11-09,6.286755084991455
2001-11-12,6.299685955047607
2001-11-13,6.311731338500977
2001-11-14,6.242081642150879
2001-11-15,6.229022979736328
2001-11-16,6.217417240142822
2001-11-19,6.1303582191467285
2001-11-20,6.303021430969238
2001-11-21,6.210161209106445
2001-11-23,6.276905536651611
2001-11-26,6.25369119644165
2001-11-27,6.356710433959961
2001-11-28,6.2682013511657715
2001-11-29,6.3276896476745605
2001-11-30,6.472788333892822
2001-12-03,6.442317962646484
2001-12-04,6.529377460479736
2001-12-05,6.516315460205078
2001-12-06,6.449573516845703
2001-12-07,6.587412357330322
2001-12-10,6.7252583503723145
2001-12-11,6.554042339324951
2001-12-12,6.629495620727539
2001-12-13,6.659964561462402
2001-12-14,6.678822040557861
2001-12-17,6.649804592132568
2001-12-18,6.787647247314453
2001-12-19,6.8616461753845215
2001-12-20,6.792002201080322
2001-12-21,6.718001842498779
2001-12-24,6.836982250213623
2001-12-26,6.9095306396484375
2001-12-27,6.893571853637695
2001-12-28,6.899372100830078
2001-12-31,6.947251796722412
2002-01-02,7.0343122482299805
2002-01-03,7.022702693939209
2002-01-04,6.948705673217773
2002-01-07,6.971921443939209
2002-01-08,6.863099575042725
2002-01-09,6.754274368286133
2002-01-10,6.87325382232666
2002-01-11,6.857292175292969
2002-01-14,7.000940799713135
2002-01-15,6.986432075500488
2002-01-16,6.979179382324219
2002-01-17,6.819571495056152
2002-01-18,6.792002201080322
2002-01-22,6.678822040557861
2002-01-23,6.716549873352051
2002-01-24,6.799256801605225
2002-01-25,6.8036112785339355
2002-01-28,6.807963848114014
2002-01-29,6.787647247314453
2002-01-30,6.96612024307251
2002-01-31,7.144584655761719
2002-02-01,7.27372407913208
2002-02-04,7.325956344604492
2002-02-05,7.298389434814453
2002-02-06,7.254861831665039
2002-02-07,7.341919898986816
2002-02-08,7.343369960784912
2002-02-11,7.379642963409424
2002-02-12,7.510234832763672
2002-02-13,7.374133586883545
2002-02-14,7.312669277191162
2002-02-15,7.360964775085449
2002-02-19,7.2307233810424805
2002-02-20,7.240964412689209
2002-02-21,7.101943016052246
2002-02-22,7.236574172973633
2002-02-25,7.268769264221191
2002-02-26,7.274621963500977
2002-02-27,7.284866809844971
2002-02-28,7.211698532104492
2002-03-01,7.393159866333008
2002-03-04,7.426817893981934
2002-03-05,7.441452503204346
2002-03-06,7.6638922691345215
2002-03-07,7.6668219566345215
2002-03-08,7.609745502471924
2002-03-11,7.646331787109375
2002-03-12,7.608282566070557
2002-03-13,7.565845012664795
2002-03-14,7.668278217315674
2002-03-15,7.671207427978516
2002-03-18,7.7209672927856445
2002-03-19,7.745841979980469
2002-03-20,7.58047342300415
2002-03-21,7.71364688873291
2002-03-22,7.785356044769287
2002-03-25,7.770715236663818
2002-03-26,7.624374866485596
2002-03-27,7.732670307159424
2002-03-28,7.751695156097412
2002-04-01,7.716575622558594
2002-04-02,7.682913303375244
2002-04-03,7.682913303375244
2002-04-04,7.639013767242432
2002-04-05,7.571695804595947
2002-04-08,7.625843524932861
2002-04-09,7.543888568878174
2002-04-10,7.704865455627441
2002-04-11,7.621452331542969
2002-04-12,7.631694793701172
2002-04-15,7.589256286621094
2002-04-16,7.672669887542725
2002-04-17,7.685840129852295
2002-04-18,7.715109348297119
2002-04-19,7.821938514709473
2002-04-22,7.9024271965026855
2002-04-23,7.9024271965026855
2002-04-24,7.960962772369385
2002-04-25,7.886329650878906
2002-04-26,7.958033561706543
2002-04-29,7.8131585121154785
2002-04-30,7.9463300704956055
2002-05-01,7.990230560302734
2002-05-02,8.012181282043457
2002-05-03,8.04583740234375
2002-05-06,8.107304573059082
2002-05-07,8.234620094299316
2002-05-08,8.329742431640625
2002-05-09,8.195113182067871
2002-05-10,8.189255714416504
2002-05-13,8.1199312210083
2002-05-14,8.09780502319336
2002-05-15,8.09190559387207
2002-05-16,7.823451519012451
2002-05-17,7.668578624725342
2002-05-20,7.655303001403809
2002-05-21,7.692172527313232
2002-05-22,7.966527938842773
2002-05-23,8.102231979370117
2002-05-24,8.053553581237793
2002-05-28,8.007828712463379
2002-05-29,7.920802593231201
2002-05-30,8.03880500793457
2002-05-31,7.889827728271484
2002-06-03,7.721681118011475
2002-06-04,7.786576747894287
2002-06-05,7.798379421234131
2002-06-06,7.593353748321533
2002-06-07,7.647931098937988
2002-06-10,7.743803977966309
2002-06-11,7.767401218414307
2002-06-12,7.842628479003906
2002-06-13,7.911951541900635
2002-06-14,7.77330207824707
2002-06-17,7.817553997039795
2002-06-18,7.979804992675781
2002-06-19,8.000457763671875
2002-06-20,7.821977615356445
2002-06-21,7.861808776855469
2002-06-24,7.684800148010254
2002-06-25,7.643500804901123
2002-06-26,7.618428707122803
2002-06-27,7.6258039474487305
2002-06-28,7.714304447174072
2002-07-01,7.587447643280029
2002-07-02,7.478300094604492
2002-07-03,7.434051513671875
2002-07-05,7.419300556182861
2002-07-08,7.319002628326416
2002-07-09,7.116922378540039
2002-07-10,6.838141918182373
2002-07-11,6.990074157714844
2002-07-12,6.695068836212158
2002-07-15,6.674417972564697
2002-07-16,6.726048469543457
2002-07-17,6.608046054840088
2002-07-18,6.523969650268555
2002-07-19,6.285019874572754
2002-07-22,6.259942054748535
2002-07-23,5.951665878295898
2002-07-24,6.490044116973877
2002-07-25,6.718669891357422
2002-07-26,6.631645679473877
2002-07-29,6.526916980743408
2002-07-30,7.088898658752441
2002-07-31,7.23492431640625
2002-08-01,7.080044746398926
2002-08-02,6.89862060546875
2002-08-05,6.926648139953613
2002-08-06,7.0977463722229
2002-08-07,7.1080732345581055
2002-08-08,7.200997829437256
2002-08-09,7.257049083709717
2002-08-12,7.3337531089782715
2002-08-13,7.140285968780518
2002-08-14,7.434945583343506
2002-08-15,7.341195106506348
2002-08-16,7.231064796447754
2002-08-19,7.359050750732422
2002-08-20,7.421554088592529
2002-08-21,7.723651885986328
2002-08-22,7.707284450531006
2002-08-23,7.606088638305664
2002-08-26,7.652224063873291
2002-08-27,7.644779682159424
2002-08-28,7.5614447593688965
2002-08-29,7.442383289337158
2002-08-30,6.967657566070557
2002-09-03,6.7459211349487305
2002-09-04,6.644723415374756
2002-09-05,6.5479912757873535
2002-09-06,6.607520580291748
2002-09-09,6.693832874298096
2002-09-10,6.661092281341553
2002-09-11,6.79056453704834
2002-09-12,6.549479961395264
2002-09-13,6.527155876159668
2002-09-16,6.556921005249023
2002-09-17,6.31881046295166
2002-09-18,6.637282848358154
2002-09-19,6.683417797088623
2002-09-20,6.626862525939941
2002-09-23,6.622400283813477
2002-09-24,6.53311014175415
2002-09-25,6.787588119506836
2002-09-26,7.137310028076172
2002-09-27,7.019744396209717
2002-09-30,7.068859100341797
2002-10-01,7.260831356048584
2002-10-02,7.262319564819336
2002-10-03,7.125403881072998
2002-10-04,7.021232604980469
2002-10-07,6.99147367477417
2002-10-08,6.851580619812012
2002-10-09,6.390243053436279
2002-10-10,6.931941032409668
2002-10-11,6.805447578430176
2002-10-14,6.934916019439697
2002-10-15,6.994445323944092
2002-10-16,6.704250335693359
2002-10-17,6.949799060821533
2002-10-18,7.030162334442139
2002-10-21,7.292082786560059
2002-10-22,7.100103378295898
2002-10-23,7.12986946105957
2002-10-24,7.165584564208984
2002-10-25,7.269759178161621
2002-10-28,7.32630729675293
2002-10-29,7.344168663024902
2002-10-30,7.501912593841553
2002-10-31,7.500430107116699
2002-11-01,7.463220119476318
2002-11-04,7.567394256591797
2002-11-05,7.71621561050415
2002-11-06,7.820382595062256
2002-11-07,7.649242401123047
2002-11-08,7.485545635223389
2002-11-11,7.440898895263672
2002-11-12,7.362027168273926
2002-11-13,7.45662260055542
2002-11-14,7.488154411315918
2002-11-15,7.585756301879883
2002-11-18,7.470137119293213
2002-11-19,7.507673263549805
2002-11-20,7.477645397186279
2002-11-21,7.39656400680542
2002-11-22,7.530195236206055
2002-11-25,7.575243949890137
2002-11-26,7.501667499542236
2002-11-27,7.647319793701172
2002-11-29,7.5362019538879395
2002-12-02,7.44761323928833
2002-12-03,7.713385581970215
2002-12-04,7.476143836975098
2002-12-05,7.477645397186279
2002-12-06,7.588759422302246
2002-12-09,7.765939712524414
2002-12-10,7.774949550628662
2002-12-11,7.804981708526611
2002-12-12,7.8545308113098145
2002-12-13,7.87555456161499
2002-12-16,7.87555456161499
2002-12-17,7.8650407791137695
2002-12-18,7.807981967926025
2002-12-19,7.710379600524902
2002-12-20,7.807981967926025
2002-12-23,7.8650407791137695
2002-12-24,7.853028774261475
2002-12-26,7.91759729385376
2002-12-27,7.807981967926025
2002-12-30,7.913090705871582
2002-12-31,7.923604488372803
2003-01-02,8.07675838470459
2003-01-03,8.09777545928955
2003-01-06,8.286970138549805
2003-01-07,8.027204513549805
2003-01-08,8.08126449584961
2003-01-09,8.08576488494873
2003-01-10,8.012191772460938
2003-01-13,8.088765144348145
2003-01-14,8.235919952392578
2003-01-15,8.241926193237305
2003-01-16,8.147331237792969
2003-01-17,8.066245079040527
2003-01-21,7.901079177856445
2003-01-22,7.841017723083496
2003-01-23,7.84702205657959
2003-01-24,7.680354595184326
2003-01-27,7.449115753173828
2003-01-28,7.5602264404296875
2003-01-29,7.710379600524902
2003-01-30,7.636806011199951
2003-01-31,7.647319793701172
2003-02-03,7.702876091003418
2003-02-04,7.575243949890137
2003-02-05,7.534703731536865
2003-02-06,7.513681411743164
2003-02-07,7.4220871925354
2003-02-10,7.464129447937012
2003-02-11,7.282445907592773
2003-02-12,7.099018096923828
2003-02-13,7.276379585266113
2003-02-14,7.28244686126709
2003-02-18,7.435550689697266
2003-02-19,7.491641998291016
2003-02-20,7.573500633239746
2003-02-21,7.5962395668029785
2003-02-24,7.6098809242248535
2003-02-25,7.647775650024414
2003-02-26,7.490127086639404
2003-02-27,7.532569408416748
2003-02-28,7.450712203979492
2003-03-03,7.467386245727539
2003-03-04,7.337014198303223
2003-03-05,7.446166038513184
2003-03-06,7.494673728942871
2003-03-07,7.497702121734619
2003-03-10,7.380979537963867
2003-03-11,7.329436779022217
2003-03-12,7.276379585266113
2003-03-13,7.283958435058594
2003-03-14,7.315792560577393
2003-03-17,7.5037689208984375
2003-03-18,7.528025150299072
2003-03-19,7.550763130187988
2003-03-20,7.594724178314209
2003-03-21,7.711446285247803
2003-03-24,7.54469633102417
2003-03-25,7.646261692047119
2003-03-26,7.576530933380127
2003-03-27,7.647775650024414
2003-03-28,7.670516014099121
2003-03-31,7.641713619232178
2003-04-01,7.764503002166748
2003-04-02,7.690228462219238
2003-04-03,7.5265045166015625
2003-04-04,7.658391952514648
2003-04-07,7.617461681365967
2003-04-08,7.590177059173584
2003-04-09,7.584108829498291
2003-04-10,7.688706874847412
2003-04-11,7.576530933380127
2003-04-14,7.690228462219238
2003-04-15,7.793307304382324
2003-04-16,7.743277549743652
2003-04-17,7.788758754730225
2003-04-21,7.782698631286621
2003-04-22,7.767536163330078
2003-04-23,7.715994358062744
2003-04-24,7.778149604797363
2003-04-25,7.791790008544922
2003-04-28,7.825138568878174
2003-04-29,7.894870758056641
2003-04-30,8.040401458740234
2003-05-01,8.035856246948242
2003-05-02,8.166219711303711
2003-05-05,8.243534088134766
2003-05-06,8.249595642089844
2003-05-07,8.319329261779785
2003-05-08,8.185930252075195
2003-05-09,8.175318717956543
2003-05-12,8.26626968383789
2003-05-13,8.296849250793457
2003-05-14,8.290736198425293
2003-05-15,8.46196174621582
2003-05-16,8.572031021118164
2003-05-19,8.463492393493652
2003-05-20,8.562861442565918
2003-05-21,8.657646179199219
2003-05-22,8.787599563598633
2003-05-23,8.967994689941406
2003-05-27,9.019974708557129
2003-05-28,8.919073104858398
2003-05-29,8.708094596862793
2003-05-30,8.760079383850098
2003-06-02,8.844161987304688
2003-06-03,9.006216049194336
2003-06-04,9.094886779785156
2003-06-05,8.8823823928833
2003-06-06,8.860983848571777
2003-06-09,8.8533353805542
2003-06-10,8.995516777038574
2003-06-11,8.960350036621094
2003-06-12,9.142277717590332
2003-06-13,9.075014114379883
2003-06-16,9.218719482421875
2003-06-17,9.1682710647583
2003-06-18,9.206490516662598
2003-06-19,9.195783615112305
2003-06-20,9.171329498291016
2003-06-23,9.116291046142578
2003-06-24,9.097942352294922
2003-06-25,9.096414566040039
2003-06-26,9.223306655883789
2003-06-27,9.12087631225586
2003-06-30,9.143807411193848
2003-07-01,9.157571792602539
2003-07-02,9.22636890411377
2003-07-03,9.131574630737305
2003-07-07,9.102532386779785
2003-07-08,8.975639343261719
2003-07-09,8.828873634338379
2003-07-10,8.637774467468262
2003-07-11,8.706571578979492
2003-07-14,8.642355918884277
2003-07-15,8.48488998413086
2003-07-16,8.368706703186035
2003-07-17,8.339652061462402
2003-07-18,8.498651504516602
2003-07-21,8.423742294311523
2003-07-22,8.587321281433105
2003-07-23,8.561335563659668
2003-07-24,8.562861442565918
2003-07-25,8.617899894714355
2003-07-28,8.538397789001465
2003-07-29,8.607194900512695
2003-07-30,8.724913597106934
2003-07-31,8.786067008972168
2003-08-01,8.786067008972168
2003-08-04,8.894613265991211
2003-08-05,8.854860305786133
2003-08-06,8.958823204040527
2003-08-07,9.068893432617188
2003-08-08,9.064308166503906
2003-08-11,9.035259246826172
2003-08-12,9.139220237731934
2003-08-13,9.185471534729004
2003-08-14,9.15001392364502
2003-08-15,9.11917781829834
2003-08-18,9.171599388122559
2003-08-19,9.05596923828125
2003-08-20,9.088350296020508
2003-08-21,9.043635368347168
2003-08-22,8.881755828857422
2003-08-25,9.00971794128418
2003-08-26,9.035930633544922
2003-08-27,9.023592948913574
2003-08-28,9.015885353088379
2003-08-29,9.080639839172363
2003-09-02,9.250225067138672
2003-09-03,9.296476364135742
2003-09-04,9.285686492919922
2003-09-05,9.23789119720459
2003-09-08,9.26872730255127
2003-09-09,9.23481273651123
2003-09-10,9.271808624267578
2003-09-11,9.27335262298584
2003-09-12,9.362770080566406
