Date,RL
2013-11-11,136.65435791015625
2013-11-12,135.83062744140625
2013-11-13,139.45822143554688
2013-11-14,139.93345642089844
2013-11-15,139.3235626220703
2013-11-18,137.08209228515625
2013-11-19,137.23255920410156
2013-11-20,136.23458862304688
2013-11-21,136.21871948242188
2013-11-22,138.62661743164062
2013-11-25,139.01467895507812
2013-11-26,138.8959197998047
2013-11-27,138.06423950195312
2013-11-29,138.7929229736328
2013-12-02,137.85824584960938
2013-12-03,137.14544677734375
2013-12-04,137.525634765625
2013-12-05,137.42262268066406
2013-12-06,136.46421813964844
2013-12-09,135.58505249023438
2013-12-10,136.0207061767578
2013-12-11,135.51376342773438
2013-12-12,137.04241943359375
2013-12-13,138.76123046875
2013-12-16,139.0542755126953
2013-12-17,138.0959014892578
2013-12-18,140.26617431640625
2013-12-19,138.72158813476562
2013-12-20,138.65032958984375
2013-12-23,138.50775146484375
2013-12-24,139.7862548828125
2013-12-26,139.73866271972656
2013-12-27,139.73866271972656
2013-12-30,140.03248596191406
2013-12-31,140.215087890625
2014-01-02,139.26219177246094
2014-01-03,140.7074737548828
2014-01-06,138.7142333984375
2014-01-07,139.28598022460938
2014-01-08,136.8401641845703
2014-01-09,137.28482055664062
2014-01-10,138.134521484375
2014-01-13,133.01254272460938
2014-01-14,132.98875427246094
2014-01-15,133.47311401367188
2014-01-16,129.68524169921875
2014-01-17,129.0341033935547
2014-01-21,127.77147674560547
2014-01-22,126.94561767578125
2014-01-23,125.9847412109375
2014-01-24,125.16681671142578
2014-01-27,124.63478088378906
2014-01-28,124.4680404663086
2014-01-29,123.4912109375
2014-01-30,125.65117645263672
2014-01-31,124.5871353149414
2014-02-03,122.02214813232422
2014-02-04,122.43502807617188
2014-02-05,118.09132385253906
2014-02-06,120.88655853271484
2014-02-07,123.79299926757812
2014-02-10,123.2847900390625
2014-02-11,124.51565551757812
2014-02-12,122.6891860961914
2014-02-13,123.99951171875
2014-02-14,125.77823638916016
2014-02-18,124.79357147216797
2014-02-19,124.65062713623047
2014-02-20,125.1986083984375
2014-02-21,125.78620910644531
2014-02-24,126.47704315185547
2014-02-25,127.0488052368164
2014-02-26,128.7402801513672
2014-02-27,128.4782257080078
2014-02-28,127.91438293457031
2014-03-03,127.27117919921875
2014-03-04,128.5973663330078
2014-03-05,128.2082061767578
2014-03-06,128.77206420898438
2014-03-07,130.2729034423828
2014-03-10,130.4634552001953
2014-03-11,128.82763671875
2014-03-12,129.09765625
2014-03-13,126.58824920654297
2014-03-14,127.12035369873047
2014-03-17,128.2558135986328
2014-03-18,130.07435607910156
2014-03-19,128.0573272705078
2014-03-20,127.43001556396484
2014-03-21,127.88262176513672
2014-03-24,127.06474304199219
2014-03-25,124.11065673828125
2014-03-26,124.62035369873047
2014-03-27,125.01852416992188
2014-03-28,126.02203369140625
2014-03-31,128.16427612304688
2014-04-01,130.38629150390625
2014-04-02,130.13938903808594
2014-04-03,129.5579833984375
2014-04-04,126.340576171875
2014-04-07,123.903564453125
2014-04-08,124.17433166503906
2014-04-09,125.38483428955078
2014-04-10,122.47798919677734
2014-04-11,122.28691101074219
2014-04-14,122.95585632324219
2014-04-15,123.71241760253906
2014-04-16,123.48149108886719
2014-04-17,122.9478988647461
2014-04-21,122.5815200805664
2014-04-22,123.33018493652344
2014-04-23,122.51782989501953
2014-04-24,123.13109588623047
2014-04-25,121.92056274414062
2014-04-28,120.6303482055664
2014-04-29,121.29936218261719
2014-04-30,120.55074310302734
2014-05-01,122.16741180419922
2014-05-02,123.44163513183594
2014-05-05,124.12657165527344
2014-05-06,122.55765533447266
2014-05-07,121.4984359741211
2014-05-08,121.0445327758789
2014-05-09,118.5119400024414
2014-05-12,117.34125518798828
2014-05-13,118.79070281982422
2014-05-14,117.48463439941406
2014-05-15,117.44478607177734
2014-05-16,119.27651977539062
2014-05-19,120.24811553955078
2014-05-20,119.66680145263672
2014-05-21,120.11273193359375
2014-05-22,120.97283935546875
2014-05-23,121.62590026855469
2014-05-27,122.24702453613281
2014-05-28,121.53031158447266
2014-05-29,121.8966293334961
2014-05-30,122.23111724853516
2014-06-02,121.98426055908203
2014-06-03,122.86029052734375
2014-06-04,123.76824188232422
2014-06-05,122.86029052734375
2014-06-06,123.04345703125
2014-06-09,123.68850708007812
2014-06-10,123.16289520263672
2014-06-11,122.19929504394531
2014-06-12,121.60199737548828
2014-06-13,122.27893829345703
2014-06-16,121.84890747070312
2014-06-17,123.19482421875
2014-06-18,124.23804473876953
2014-06-19,122.84432983398438
2014-06-20,123.8956298828125
2014-06-23,124.30968475341797
2014-06-24,125.751220703125
2014-06-25,124.54524993896484
2014-06-26,125.45569610595703
2014-06-27,128.12330627441406
2014-06-30,128.33892822265625
2014-07-01,129.08963012695312
2014-07-02,128.94589233398438
2014-07-03,130.0880126953125
2014-07-07,129.289306640625
2014-07-08,128.4906768798828
2014-07-09,130.11993408203125
2014-07-10,127.76387786865234
2014-07-11,127.09300231933594
2014-07-14,127.35655212402344
2014-07-15,126.87739562988281
2014-07-16,126.19046783447266
2014-07-17,125.54360961914062
2014-07-18,125.94287872314453
2014-07-21,126.00680541992188
2014-07-22,127.1728744506836
2014-07-23,127.38849639892578
2014-07-24,129.00181579589844
2014-07-25,127.50028228759766
2014-07-28,127.72393798828125
2014-07-29,126.45401000976562
2014-07-30,127.26868438720703
2014-07-31,124.48129272460938
2014-08-01,123.43504333496094
2014-08-04,124.8327407836914
2014-08-05,125.04837036132812
2014-08-06,125.29598236083984
2014-08-07,126.28630828857422
2014-08-08,128.13929748535156
2014-08-11,129.9921417236328
2014-08-12,130.00814819335938
2014-08-13,129.5768280029297
2014-08-14,130.32762145996094
2014-08-15,130.61517333984375
2014-08-18,132.0687713623047
2014-08-19,133.3785400390625
2014-08-20,135.23948669433594
2014-08-21,135.1915740966797
2014-08-22,135.59091186523438
2014-08-25,135.74266052246094
2014-08-26,134.9759521484375
2014-08-27,135.51901245117188
2014-08-28,135.01583862304688
2014-08-29,135.13563537597656
2014-09-02,135.6228485107422
2014-09-03,135.01583862304688
2014-09-04,137.7393798828125
2014-09-05,138.09072875976562
2014-09-08,137.77125549316406
2014-09-09,138.58595275878906
2014-09-10,139.52833557128906
2014-09-11,138.38629150390625
2014-09-12,138.80154418945312
2014-09-15,136.56527709960938
2014-09-16,137.8511199951172
2014-09-17,137.99490356445312
2014-09-18,138.04275512695312
2014-09-19,137.35592651367188
2014-09-22,135.64674377441406
2014-09-23,135.78262329101562
2014-09-24,134.21298217773438
2014-09-25,132.06686401367188
2014-09-26,132.64346313476562
2014-09-29,132.15496826171875
2014-09-30,131.91473388671875
2014-10-01,130.81765747070312
2014-10-02,133.82862854003906
2014-10-03,133.25204467773438
2014-10-06,131.64247131347656
2014-10-07,130.62542724609375
2014-10-08,133.01986694335938
2014-10-09,130.56137084960938
2014-10-10,128.47128295898438
2014-10-13,126.1490249633789
2014-10-14,126.3092269897461
2014-10-15,125.50039672851562
2014-10-16,126.2611312866211
2014-10-17,125.12403869628906
2014-10-20,125.88472747802734
2014-10-21,129.05593872070312
2014-10-22,128.58346557617188
2014-10-23,129.0718994140625
2014-10-24,128.32717895507812
2014-10-27,129.20803833007812
2014-10-28,128.8637237548828
2014-10-29,129.5603790283203
2014-10-30,133.01986694335938
2014-10-31,132.00283813476562
2014-11-03,132.67552185058594
2014-11-04,131.45025634765625
2014-11-05,131.95474243164062
2014-11-06,137.24798583984375
2014-11-07,139.33807373046875
2014-11-10,137.67247009277344
2014-11-11,136.9917755126953
2014-11-12,138.48121643066406
2014-11-13,138.6734161376953
2014-11-14,139.5302734375
2014-11-17,140.97975158691406
2014-11-18,141.3881072998047
2014-11-19,143.87059020996094
2014-11-20,143.96669006347656
2014-11-21,144.1829376220703
2014-11-24,145.1998748779297
2014-11-25,146.25697326660156
2014-11-26,145.8004913330078
2014-11-28,148.0666961669922
2014-12-01,145.16790771484375
2014-12-02,144.6072998046875
2014-12-03,146.76947021484375
2014-12-04,146.67335510253906
2014-12-05,146.78549194335938
2014-12-08,146.60928344726562
2014-12-09,146.09683227539062
2014-12-10,144.2229766845703
2014-12-11,144.8795623779297
2014-12-12,145.45614624023438
2014-12-15,144.1669158935547
2014-12-16,141.42018127441406
2014-12-17,143.50222778320312
2014-12-18,144.6153106689453
2014-12-19,143.19790649414062
2014-12-22,144.3270263671875
2014-12-23,147.43389892578125
2014-12-24,147.9958038330078
2014-12-26,148.61399841308594
2014-12-29,149.90646362304688
2014-12-30,149.50509643554688
2014-12-31,148.6460723876953
2015-01-02,146.99232482910156
2015-01-05,142.80174255371094
2015-01-06,140.0159912109375
2015-01-07,143.5242156982422
2015-01-08,143.35568237304688
2015-01-09,141.28440856933594
2015-01-12,140.02406311035156
2015-01-13,139.39788818359375
2015-01-14,138.3220977783203
2015-01-15,136.0421600341797
2015-01-16,136.51580810546875
2015-01-20,135.0467071533203
2015-01-21,136.0902862548828
2015-01-22,137.14199829101562
2015-01-23,135.48822021484375
2015-01-26,135.9056396484375
2015-01-27,134.4686737060547
2015-01-28,133.42503356933594
2015-01-29,136.499755859375
2015-01-30,133.97891235351562
2015-02-02,134.7095184326172
2015-02-03,137.14199829101562
2015-02-04,112.1589126586914
2015-02-05,113.81269073486328
2015-02-06,111.48455810546875
2015-02-09,109.25279998779297
2015-02-10,108.46605682373047
2015-02-11,108.51420593261719
2015-02-12,109.0199966430664
2015-02-13,108.53828430175781
2015-02-17,109.4535140991211
2015-02-18,109.51770782470703
2015-02-19,109.95927429199219
2015-02-20,111.82976531982422
2015-02-23,111.32402801513672
2015-02-24,110.85836029052734
2015-02-25,111.13935852050781
2015-02-26,110.36869049072266
2015-02-27,110.31249237060547
2015-03-02,110.83432006835938
2015-03-03,109.12435150146484
2015-03-04,108.32957458496094
2015-03-05,107.80776977539062
