Date,AAPL
2000-01-03,0.8377241492271423
2000-01-04,0.7670954465866089
2000-01-05,0.7783206105232239
2000-01-06,0.7109659314155579
2000-01-07,0.7446439266204834
2000-01-10,0.7315472364425659
2000-01-11,0.6941278576850891
2000-01-12,0.6524989604949951
2000-01-13,0.7240628600120544
2000-01-14,0.7516595721244812
2000-01-18,0.7778529524803162
2000-01-19,0.7974984049797058
2000-01-20,0.8494179844856262
2000-01-21,0.8330468535423279
2000-01-24,0.7951599359512329
2000-01-25,0.8400627970695496
2000-01-26,0.8246273398399353
2000-01-27,0.8232241868972778
2000-01-28,0.7605466842651367
2000-01-31,0.7764497995376587
2000-02-01,0.7502562403678894
2000-02-02,0.7394983172416687
2000-02-03,0.7731760740280151
2000-02-04,0.8082568645477295
2000-02-07,0.8536273241043091
2000-02-08,0.8597083687782288
2000-02-09,0.842869222164154
2000-02-10,0.8494179844856262
2000-02-11,0.8138691782951355
2000-02-14,0.8667240738868713
2000-02-15,0.8905791640281677
2000-02-16,0.8540946841239929
2000-02-17,0.8597083687782288
2000-02-18,0.8325796127319336
2000-02-22,0.8517563939094543
2000-02-23,0.8699978590011597
2000-02-24,0.8621634840965271
2000-02-25,0.8260306715965271
2000-02-28,0.8475469350814819
2000-02-29,0.8578373789787292
2000-03-01,0.975239634513855
2000-03-02,0.9130303859710693
2000-03-03,0.9579337239265442
2000-03-06,0.9406276941299438
2000-03-07,0.9195785522460938
2000-03-08,0.9130303859710693
2000-03-09,0.9149014949798584
2000-03-10,0.9410951137542725
2000-03-13,0.9078851938247681
2000-03-14,0.8550301790237427
2000-03-15,0.8699978590011597
2000-03-16,0.9097558856010437
2000-03-17,0.9354814291000366
2000-03-20,0.9205139875411987
2000-03-21,1.0098531246185303
2000-03-22,1.0790776014328003
2000-03-23,1.0575625896453857
2000-03-24,1.0379170179367065
2000-03-27,1.0444661378860474
2000-03-28,1.0411916971206665
2000-03-29,1.0173370838165283
2000-03-30,0.9410951137542725
2000-03-31,1.0164018869400024
2000-04-03,0.9976908564567566
2000-04-04,0.9527886509895325
2000-04-05,0.9757086038589478
2000-04-06,0.9368857145309448
2000-04-07,0.9859981536865234
2000-04-10,0.9354814291000366
2000-04-11,0.8938528299331665
2000-04-12,0.8176110982894897
2000-04-13,0.8517563939094543
2000-04-14,0.8372564911842346
2000-04-17,0.9270628690719604
2000-04-18,0.9495148062705994
2000-04-19,0.9064819812774658
2000-04-20,0.8896436095237732
2000-04-24,0.90180504322052
2000-04-25,0.9602723121643066
2000-04-26,0.9078851938247681
2000-04-27,0.9485783576965332
2000-04-28,0.9284659028053284
2000-05-01,0.9303370118141174
2000-05-02,0.8821591138839722
2000-05-03,0.8611114621162415
2000-05-04,0.8283693194389343
2000-05-05,0.8466116189956665
2000-05-08,0.8241598606109619
2000-05-09,0.789078950881958
2000-05-10,0.7432409524917603
