Date,CMI
2000-01-03,6.469539165496826
2000-01-04,6.290069103240967
2000-01-05,6.298613548278809
2000-01-06,6.520819187164307
2000-01-07,6.691743850708008
2000-01-10,6.785751819610596
2000-01-11,6.401170253753662
2000-01-12,6.426809787750244
2000-01-13,6.537909030914307
2000-01-14,6.384077548980713
2000-01-18,6.324252605438232
2000-01-19,6.178966045379639
2000-01-20,6.042226791381836
2000-01-21,5.879848480224609
2000-01-24,5.700371265411377
2000-01-25,5.546538352966309
2000-01-26,5.563632965087891
2000-01-27,5.443984508514404
2000-01-28,5.2816033363342285
2000-01-31,5.230327606201172
2000-02-01,5.093588352203369
2000-02-02,4.999575614929199
2000-02-03,5.11068058013916
2000-02-04,5.136318683624268
2000-02-07,5.076496124267578
2000-02-08,5.050856590270996
2000-02-09,4.999575614929199
2000-02-10,5.008121490478516
2000-02-11,4.794467449188232
2000-02-14,4.837198734283447
2000-02-15,4.914114475250244
2000-02-16,5.067949295043945
2000-02-17,4.931207180023193
2000-02-18,5.572180271148682
2000-02-22,5.563632965087891
2000-02-23,5.230327606201172
2000-02-24,4.785922050476074
2000-02-25,4.734643936157227
2000-02-28,4.638089179992676
2000-02-29,4.594983100891113
2000-03-01,4.672572612762451
2000-03-02,4.543257713317871
2000-03-03,4.7760233879089355
2000-03-06,4.551878929138184
2000-03-07,4.319112300872803
2000-03-08,4.284627914428711
2000-03-09,4.413941383361816
2000-03-10,4.413941383361816
2000-03-13,4.336355209350586
2000-03-14,4.344973564147949
2000-03-15,4.620844841003418
2000-03-16,5.129483222961426
2000-03-17,4.905338764190674
2000-03-20,4.957064151763916
2000-03-21,5.138103485107422
2000-03-22,5.069138050079346
2000-03-23,5.276040077209473
2000-03-24,5.258796691894531
2000-03-27,5.3019022941589355
2000-03-28,5.138103485107422
2000-03-29,5.189831733703613
2000-03-30,5.008791923522949
2000-03-31,5.181207656860352
2000-04-03,5.138103485107422
2000-04-04,5.293283939361572
2000-04-05,5.215694904327393
2000-04-06,5.069138050079346
2000-04-07,5.026031017303467
2000-04-10,4.9829277992248535
2000-04-11,4.991549491882324
2000-04-12,4.913959980010986
2000-04-13,5.3277668952941895
2000-04-14,5.051894664764404
2000-04-17,5.060515880584717
2000-04-18,5.163967132568359
2000-04-19,4.991549491882324
2000-04-20,4.9829277992248535
2000-04-24,5.008791923522949
2000-04-25,5.069138050079346
2000-04-26,4.991549491882324
2000-04-27,4.931200981140137
2000-04-28,4.905338764190674
2000-05-01,4.888096332550049
2000-05-02,4.784643650054932
2000-05-03,4.681193828582764
2000-05-04,4.6639509201049805
2000-05-05,4.707056522369385
2000-05-08,4.689815998077393
2000-05-09,4.6639509201049805
2000-05-10,4.646708965301514
2000-05-11,4.7760233879089355
2000-05-12,4.793266296386719
2000-05-15,4.715678691864014
2000-05-16,4.75015926361084
2000-05-17,4.715678691864014
2000-05-18,4.724298000335693
2000-05-19,4.698433876037598
2000-05-22,4.646708965301514
2000-05-23,4.586362361907959
2000-05-24,4.676882266998291
2000-05-25,4.547568321228027
2000-05-26,4.500152587890625
2000-05-30,4.5984721183776855
2000-05-31,4.528865814208984
2000-06-01,4.641979694366455
2000-06-02,4.663729190826416
2000-06-05,4.628928184509277
2000-06-06,4.58542013168335
2000-06-07,4.507111549377441
2000-06-08,4.402700901031494
2000-06-09,4.454904556274414
2000-06-12,4.4636077880859375
2000-06-13,4.428802013397217
2000-06-14,4.507111549377441
2000-06-15,4.611523628234863
2000-06-16,4.546267986297607
2000-06-19,4.385298252105713
2000-06-20,4.333094596862793
2000-06-21,4.306990146636963
2000-06-22,4.2286810874938965
2000-06-23,4.167774677276611
2000-06-26,4.185176849365234
2000-06-27,4.167774677276611
2000-06-28,4.093817234039307
2000-06-29,4.063362121582031
2000-06-30,3.791456460952759
2000-07-03,3.941547393798828
2000-07-05,3.871941089630127
2000-07-06,3.976351499557495
2000-07-07,3.8023324012756348
2000-07-10,3.8893420696258545
2000-07-11,4.176475524902344
2000-07-12,3.9676523208618164
2000-07-13,4.115569591522217
2000-07-14,4.254784107208252
2000-07-17,5.016120910644531
2000-07-18,5.046573162078857
2000-07-19,4.802943229675293
2000-07-20,4.611523628234863
2000-07-21,4.541916847229004
2000-07-24,4.594123363494873
2000-07-25,4.507111549377441
2000-07-26,4.385298252105713
2000-07-27,4.446206569671631
2000-07-28,4.389647960662842
2000-07-31,4.450556755065918
2000-08-01,4.602824687957764
2000-08-02,4.550618648529053
2000-08-03,4.541916847229004
2000-08-04,4.52451229095459
2000-08-07,4.602824687957764
2000-08-08,4.794246196746826
2000-08-09,4.724639415740967
2000-08-10,4.733341693878174
2000-08-11,4.8464508056640625
2000-08-14,4.8551506996154785
2000-08-15,4.715939044952393
2000-08-16,4.742038249969482
2000-08-17,4.811648845672607
2000-08-18,4.8464508056640625
2000-08-21,4.89865779876709
2000-08-22,5.133584976196289
2000-08-23,4.924759387969971
2000-08-24,4.9856672286987305
2000-08-25,4.9856672286987305
2000-08-28,4.950864315032959
2000-08-29,5.003068447113037
2000-08-30,4.957441329956055
2000-08-31,4.983764171600342
2000-09-01,4.89602518081665
2000-09-05,5.08905553817749
2000-09-06,5.036409378051758
2000-09-07,4.966217517852783
2000-09-08,4.869699478149414
2000-09-11,4.922345161437988
2000-09-12,4.869699478149414
2000-09-13,4.869699478149414
2000-09-14,4.887248992919922
2000-09-15,4.667893886566162
2000-09-18,4.553828239440918
2000-09-19,4.5099592208862305
2000-09-20,4.5099592208862305
2000-09-21,4.448535442352295
2000-09-22,4.387119293212891
2000-09-25,4.404665470123291
2000-09-26,4.413440704345703
2000-09-27,4.211634159088135
2000-09-28,4.255505084991455
2000-09-29,4.2028584480285645
2000-10-02,4.360795021057129
2000-10-03,4.562602996826172
2000-10-04,4.659119129180908
2000-10-05,4.49240779876709
2000-10-06,4.290602684020996
2000-10-09,4.290602684020996
2000-10-10,4.220407009124756
2000-10-11,4.1238908767700195
2000-10-12,4.080020427703857
2000-10-13,4.080020427703857
2000-10-16,4.220407009124756
2000-10-17,4.176534175872803
2000-10-18,4.237954616546631
2000-10-19,4.37834358215332
2000-10-20,4.360795021057129
2000-10-23,4.439765453338623
2000-10-24,4.448535442352295
2000-10-25,4.448535442352295
2000-10-26,4.413440704345703
2000-10-27,4.457312107086182
2000-10-30,4.799508571624756
2000-10-31,4.773186206817627
2000-11-01,4.799508571624756
2000-11-02,4.852153778076172
2000-11-03,4.790733814239502
2000-11-06,4.93989372253418
2000-11-07,4.773186206817627
2000-11-08,4.738087177276611
2000-11-09,4.746860027313232
2000-11-10,4.571376323699951
2000-11-13,4.562602996826172
2000-11-14,4.536278247833252
2000-11-15,4.746860027313232
2000-11-16,4.6152496337890625
2000-11-17,4.641571998596191
2000-11-20,4.5801496505737305
2000-11-21,4.650345802307129
2000-11-22,4.5801496505737305
2000-11-24,4.597700595855713
2000-11-27,4.667893886566162
2000-11-28,4.659119129180908
2000-11-29,4.825578689575195
2000-11-30,5.002664566040039
2000-12-01,5.206312656402588
2000-12-04,5.374541759490967
2000-12-05,5.250584125518799
2000-12-06,4.7547454833984375
2000-12-07,4.666202068328857
2000-12-08,4.8787055015563965
2000-12-11,4.8964152336120605
2000-12-12,5.082353591918945
2000-12-13,4.94953727722168
2000-12-14,4.8344340324401855
2000-12-15,4.719326972961426
2000-12-18,5.0734992027282715
2000-12-19,4.772455215454102
2000-12-20,4.772455215454102
2000-12-21,4.816725254058838
2000-12-22,5.0292277336120605
2000-12-26,5.144333839416504
2000-12-27,5.312564373016357
2000-12-28,5.330270767211914
2000-12-29,5.374541759490967
2001-01-02,5.34798002243042
2001-01-03,5.4365234375
2001-01-04,5.640174865722656
2001-01-05,5.4807963371276855
2001-01-08,5.34798002243042
2001-01-09,5.365690231323242
2001-01-10,5.321417808532715
2001-01-11,5.2771477699279785
2001-01-12,5.356836795806885
2001-01-16,5.463086128234863
2001-01-17,5.312564373016357
2001-01-18,5.365690231323242
2001-01-19,5.224021911621094
2001-01-22,5.24172830581665
2001-01-23,5.34798002243042
2001-01-24,5.286003589630127
2001-01-25,5.286003589630127
2001-01-26,5.197460174560547
2001-01-29,5.2431464195251465
2001-01-30,5.383397579193115
2001-01-31,5.315399646759033
2001-02-01,5.299816131591797
2001-02-02,5.267230033874512
2001-02-05,5.1227288246154785
2001-02-06,5.206312656402588
2001-02-07,5.34089994430542
2001-02-08,5.221896648406982
2001-02-09,5.141146659851074
2001-02-12,5.206312656402588
2001-02-13,5.285645961761475
2001-02-14,5.248814582824707
2001-02-15,5.459898471832275
2001-02-16,5.321065425872803
2001-02-20,5.26581335067749
2001-02-21,5.26298189163208
2001-02-22,5.190728187561035
2001-02-23,5.156727313995361
2001-02-26,5.421647548675537
2001-02-27,5.3688178062438965
2001-02-28,5.276007175445557
2001-03-01,5.371671199798584
2001-03-02,5.4959001541137695
2001-03-05,5.72007417678833
2001-03-06,5.75148868560791
2001-03-07,6.084182262420654
2001-03-08,6.087042331695557
2001-03-09,6.007079124450684
2001-03-12,5.85429573059082
2001-03-13,5.861434459686279
2001-03-14,5.6829514503479
2001-03-15,5.705799579620361
2001-03-16,5.534451961517334
2001-03-19,5.708651065826416
2001-03-20,5.513034820556641
2001-03-21,5.337406635284424
2001-03-22,5.327409267425537
2001-03-23,5.223174095153809
2001-03-26,5.445923805236816
2001-03-27,5.483048439025879
2001-03-28,5.385952949523926
2001-03-29,5.383096694946289
2001-03-30,5.360250949859619
2001-04-02,5.314558029174805
2001-04-03,5.141785144805908
2001-04-04,5.246023178100586
2001-04-05,5.300278663635254
2001-04-06,5.186051368713379
2001-04-09,5.257442474365234
2001-04-10,5.480192184448242
2001-04-11,5.276007175445557
2001-04-12,5.498754024505615
2001-04-16,5.448777675628662
2001-04-17,5.483048439025879
2001-04-18,5.840020179748535
2001-04-19,5.782902240753174
2001-04-20,5.6943769454956055
2001-04-23,5.608701705932617
2001-04-24,5.644397735595703
2001-04-25,5.7529168128967285
2001-04-26,5.7886128425598145
2001-04-27,5.889994144439697
2001-04-30,5.911411762237549
2001-05-01,6.005650520324707
2001-05-02,6.004222393035889
2001-05-03,6.017075061798096
2001-05-04,6.155577659606934
2001-05-07,6.174144744873047
2001-05-08,6.121307849884033
2001-05-09,6.155577659606934
2001-05-10,6.268378734588623
2001-05-11,6.232685565948486
2001-05-14,6.144155502319336
2001-05-15,6.158435821533203
2001-05-16,6.432586193084717
2001-05-17,6.471137046813965
2001-05-18,6.399746894836426
2001-05-21,6.388322353363037
2001-05-22,6.396887302398682
2001-05-23,6.214123249053955
2001-05-24,6.205555438995361
2001-05-25,6.228395462036133
2001-05-29,6.114171028137207
2001-05-30,5.991942405700684
2001-05-31,6.08972692489624
2001-06-01,6.2550883293151855
2001-06-04,6.234957695007324
2001-06-05,6.246462345123291
2001-06-06,6.184628486633301
2001-06-07,6.199007511138916
2001-06-08,6.109854698181152
2001-06-11,5.858212471008301
2001-06-12,5.6957268714904785
2001-06-13,5.579250812530518
2001-06-14,5.60657262802124
2001-06-15,5.633893966674805
2001-06-18,5.701476573944092
2001-06-19,5.754683971405029
2001-06-20,5.852463245391846
2001-06-21,5.787755966186523
2001-06-22,5.65114688873291
2001-06-25,5.523171424865723
2001-06-26,5.623827934265137
2001-06-27,5.585000038146973
2001-06-28,5.6108856201171875
2001-06-29,5.564871788024902
2001-07-02,5.771938323974609
2001-07-03,5.793505668640137
2001-07-05,5.777688026428223
2001-07-06,5.572061538696289
2001-07-09,5.760430812835693
2001-07-10,5.727360725402832
2001-07-11,5.672717571258545
2001-07-12,6.003441333770752
2001-07-13,5.9876298904418945
2001-07-16,5.941616058349609
2001-07-17,6.147243022918701
2001-07-18,6.0854105949401855
2001-07-19,6.053774356842041
2001-07-20,6.086848258972168
2001-07-23,5.964621067047119
2001-07-24,5.816512107849121
2001-07-25,5.833767890930176
2001-07-26,5.874032020568848
2001-07-27,5.898479461669922
2001-07-30,5.809326171875
2001-07-31,5.853898525238037
2001-08-01,5.8510236740112305
2001-08-02,5.907105922698975
2001-08-03,5.953119277954102
2001-08-06,5.852463245391846
2001-08-07,5.779125213623047
2001-08-08,5.737429618835449
2001-08-09,5.773375988006592
2001-08-10,5.899916172027588
2001-08-13,6.0192670822143555
2001-08-14,6.006321430206299
2001-08-15,5.937302589416504
2001-08-16,5.964621067047119
2001-08-17,5.90135383605957
2001-08-20,5.767624855041504
2001-08-21,5.681347846984863
2001-08-22,5.721611022949219
2001-08-23,5.679904937744141
2001-08-24,5.748928546905518
2001-08-27,5.701476573944092
2001-08-28,5.705793857574463
2001-08-29,5.68115758895874
2001-08-30,5.462375640869141
2001-08-31,5.4696197509765625
2001-09-04,5.550759315490723
2001-09-05,5.45078182220459
2001-09-06,5.358055114746094
2001-09-07,5.1552042961120605
2001-09-10,5.126229763031006
2001-09-17,4.664026737213135
2001-09-18,4.558259963989258
2001-09-19,4.246743202209473
2001-09-20,4.246743202209473
2001-09-21,4.348165512084961
2001-09-24,4.649538040161133
2001-09-25,4.717640399932861
2001-09-26,4.564053535461426
2001-09-27,4.661128997802734
2001-09-28,4.781390190124512
2001-10-01,4.650989532470703
2001-10-02,4.852385997772217
2001-10-03,4.875568866729736
2001-10-04,4.9161376953125
2001-10-05,5.003071308135986
2001-10-08,4.839346885681152
2001-10-09,4.77414608001709
2001-10-10,4.926280975341797
2001-10-11,5.133474349975586
2001-10-12,4.913240909576416
2001-10-15,4.892955303192139
2001-10-16,4.926280975341797
2001-10-17,4.745167255401611
2001-10-18,4.626357078552246
2001-10-19,4.520586013793945
2001-10-22,4.640843391418457
2001-10-23,4.646641731262207
2001-10-24,4.691557884216309
2001-10-25,4.669824600219727
2001-10-26,4.755309581756592
2001-10-29,4.564053535461426
2001-10-30,4.493056774139404
2001-10-31,4.536524295806885
2001-11-01,4.652437210083008
2001-11-02,4.755309581756592
2001-11-05,4.904545783996582
2001-11-06,4.998725891113281
2001-11-07,5.0204572677612305
2001-11-08,5.027705669403076
2001-11-09,4.965401649475098
2001-11-12,4.885711193084717
2001-11-13,5.111740589141846
2001-11-14,5.117534637451172
2001-11-15,5.132025241851807
2001-11-16,5.181288242340088
2001-11-19,5.2044677734375
2001-11-20,5.143616199493408
2001-11-21,5.078413486480713
2001-11-23,5.16969633102417
2001-11-26,5.274017333984375
2001-11-27,5.313137054443359
2001-11-28,5.221103668212891
2001-11-29,5.14221715927124
2001-11-30,5.297068119049072
2001-12-03,5.27077579498291
2001-12-04,5.4080939292907715
2001-12-05,5.573168754577637
2001-12-06,5.75285530090332
2001-12-07,5.6768927574157715
2001-12-10,5.58485746383667
2001-12-11,5.577552795410156
2001-12-12,5.649137020111084
2001-12-13,5.592161178588867
2001-12-14,5.570248603820801
2001-12-17,5.548336982727051
2001-12-18,5.728017807006836
2001-12-19,5.7104902267456055
2001-12-20,5.58485746383667
2001-12-21,5.579013824462891
2001-12-24,5.657900810241699
2001-12-26,5.633063793182373
2001-12-27,5.701725959777832
2001-12-28,5.7177934646606445
2001-12-31,5.630143165588379
2002-01-02,5.6929612159729
2002-01-03,5.751391887664795
2002-01-04,5.803988456726074
2002-01-07,5.773308277130127
2002-01-08,5.662280559539795
2002-01-09,5.682736396789551
2002-01-10,5.581934452056885
2002-01-11,5.485517501831055
2002-01-14,5.39494514465332
2002-01-15,5.2371721267700195
2002-01-16,5.133453369140625
2002-01-17,5.253241062164307
2002-01-18,5.136373519897461
2002-01-22,5.113001823425293
2002-01-23,5.15536642074585
2002-01-24,5.2620062828063965
2002-01-25,5.373033046722412
2002-01-28,5.435853481292725
2002-01-29,5.317520618438721
2002-01-30,5.365728378295898
2002-01-31,5.50596809387207
2002-02-01,5.411016941070557
2002-02-04,5.44169282913208
2002-02-05,5.542491912841797
2002-02-06,5.511813163757324
2002-02-07,5.5351881980896
2002-02-08,5.618460178375244
2002-02-11,5.711950302124023
2002-02-12,5.691500186920166
2002-02-13,5.700264930725098
2002-02-14,5.682736396789551
2002-02-15,5.615532398223877
2002-02-19,5.516197681427002
2002-02-20,5.577552795410156
2002-02-21,5.793761730194092
2002-02-22,5.862420558929443
2002-02-25,6.093235015869141
2002-02-26,6.221795082092285
2002-02-27,6.192365646362305
2002-02-28,6.11733341217041
2002-03-01,6.199723243713379
2002-03-04,6.660214900970459
2002-03-05,6.466014862060547
2002-03-06,6.6396164894104
2002-03-07,6.485142230987549
2002-03-08,6.493967056274414
2002-03-11,6.889723777770996
2002-03-12,6.845586776733398
2002-03-13,6.720533847808838
2002-03-14,6.819106578826904
2002-03-15,6.882369518280029
2002-03-18,6.877955913543701
2002-03-19,7.055971622467041
2002-03-20,6.988295078277588
2002-03-21,6.686697959899902
2002-03-22,6.732304573059082
2002-03-25,6.620491981506348
2002-03-26,6.723478317260742
2002-03-27,6.822049140930176
2002-03-28,6.948574066162109
2002-04-01,6.913263320922852
2002-04-02,6.767614364624023
2002-04-03,6.7117085456848145
2002-04-04,6.914734840393066
2002-04-05,6.9676995277404785
2002-04-08,7.032435894012451
2002-04-09,7.153072357177734
2002-04-10,7.384056091308594
2002-04-11,7.1692609786987305
2002-04-12,7.191325664520264
2002-04-15,7.082454204559326
2002-04-16,7.331092357635498
2002-04-17,6.997126579284668
2002-04-18,6.900025844573975
2002-04-19,6.797037601470947
2002-04-22,6.493967056274414
2002-04-23,6.379211902618408
2002-04-24,6.385098457336426
2002-04-25,6.383627414703369
2002-04-26,6.393925666809082
2002-04-29,6.157058238983154
2002-04-30,6.260044574737549
2002-05-01,6.114392280578613
2002-05-02,6.193840026855469
2002-05-03,6.151174545288086
2002-05-06,5.899590969085693
2002-05-07,6.043773174285889
2002-05-08,6.214437484741211
2002-05-09,6.062900066375732
2002-05-10,6.006993770599365
2002-05-13,5.9098896980285645
2002-05-14,6.136460781097412
2002-05-15,6.321835994720459
2002-05-16,6.21884822845459
2002-05-17,6.189424514770508
2002-05-20,6.118805408477783
2002-05-21,5.940790176391602
2002-05-22,5.937846660614014
2002-05-23,5.948143005371094
2002-05-24,5.931960582733154
2002-05-28,5.840744495391846
2002-05-29,5.619866371154785
2002-05-30,5.4315972328186035
2002-05-31,5.456797122955322
2002-06-03,5.275941371917725
2002-06-04,5.130665302276611
2002-06-05,5.218127250671387
2002-06-06,5.0372724533081055
2002-06-07,5.069883346557617
2002-06-10,5.065437316894531
2002-06-11,5.013553142547607
2002-06-12,5.0224480628967285
2002-06-13,4.921642780303955
2002-06-14,4.8015642166137695
2002-06-17,4.891994953155518
2002-06-18,4.874207019805908
2002-06-19,4.789707660675049
2002-06-20,4.662219047546387
2002-06-21,4.539177417755127
2002-06-24,4.604404926300049
2002-06-25,4.736339569091797
2002-06-26,4.736339569091797
2002-06-27,4.810459613800049
2002-06-28,4.906818389892578
2002-07-01,4.810459613800049
2002-07-02,4.688901901245117
2002-07-03,4.662219047546387
2002-07-05,4.912745952606201
2002-07-08,4.832695960998535
2002-07-09,4.708172798156738
2002-07-10,4.549553871154785
2002-07-11,4.51546049118042
2002-07-12,4.4428205490112305
2002-07-15,4.417617321014404
2002-07-16,4.2397284507751465
2002-07-17,4.349428653717041
2002-07-18,4.236765384674072
2002-07-19,4.293094635009766
2002-07-22,4.2812371253967285
2002-07-23,4.14188814163208
2002-07-24,4.447267532348633
2002-07-25,4.436890125274658
2002-07-26,4.472470283508301
2002-07-29,4.863829135894775
2002-07-30,4.85641622543335
2002-07-31,4.78822660446167
2002-08-01,4.639981746673584
2002-08-02,4.419100761413574
2002-08-05,4.235280990600586
2002-08-06,4.4843292236328125
2002-08-07,4.5584492683410645
2002-08-08,4.65925407409668
2002-08-09,4.678524017333984
2002-08-12,4.601440906524658
2002-08-13,4.508048057556152
2002-08-14,4.58958101272583
2002-08-15,4.608853816986084
2002-08-16,4.522871494293213
2002-08-19,4.645912170410156
2002-08-20,4.518424034118652
2002-08-21,4.592545032501221
2002-08-22,4.681491374969482
2002-08-23,4.562896251678467
2002-08-26,4.665182590484619
2002-08-27,4.654807090759277
2002-08-28,4.536565780639648
2002-08-29,4.4557414054870605
2002-08-30,4.458736419677734
2002-09-03,4.216268062591553
2002-09-04,4.289608955383301
2002-09-05,4.216268062591553
2002-09-06,4.286614418029785
2002-09-09,4.368933200836182
2002-09-10,4.394376754760742
2002-09-11,4.350970268249512
2002-09-12,4.283620357513428
2002-09-13,4.1863322257995605
2002-09-16,4.142928600311279
2002-09-17,4.003732204437256
2002-09-18,3.7732365131378174
2002-09-19,3.680441379547119
2002-09-20,3.6864278316497803
2002-09-23,3.657989025115967
2002-09-24,3.505324363708496
2002-09-25,3.632546901702881
2002-09-26,3.7447996139526367
2002-09-27,3.5996181964874268
2002-09-30,3.535259246826172
2002-10-01,3.6729564666748047
2002-10-02,3.455932140350342
2002-10-03,3.4963436126708984
2002-10-04,3.3122477531433105
2002-10-07,3.2104713916778564
2002-10-08,3.146111011505127
2002-10-09,2.9470481872558594
2002-10-10,3.202986717224121
2002-10-11,3.476884126663208
2002-10-14,3.4843692779541016
