Date,MAR
2000-01-03,11.13480281829834
2000-01-04,11.066349983215332
2000-01-05,11.248888969421387
2000-01-06,11.408607482910156
2000-01-07,11.728049278259277
2000-01-10,12.344110488891602
2000-01-11,11.910589218139648
2000-01-12,12.024672508239746
2000-01-13,12.047490119934082
2000-01-14,11.95622444152832
2000-01-18,11.79649829864502
2000-01-19,11.86495590209961
2000-01-20,11.750863075256348
2000-01-21,11.705235481262207
2000-01-24,11.020716667175293
2000-01-25,11.294526100158691
2000-01-26,11.362975120544434
2000-01-27,11.408607482910156
2000-01-28,11.248888969421387
2000-01-31,11.34016227722168
2000-02-01,11.659597396850586
2000-02-02,11.477057456970215
2000-02-03,11.773682594299316
2000-02-04,12.366931915283203
2000-02-07,12.138762474060059
2000-02-08,12.23002815246582
2000-02-09,11.933406829833984
2000-02-10,11.705235481262207
2000-02-11,11.933406829833984
2000-02-14,11.773682594299316
2000-02-15,11.979036331176758
2000-02-16,11.933406829833984
2000-02-17,11.545510292053223
2000-02-18,11.226069450378418
2000-02-22,11.066349983215332
2000-02-23,10.838177680969238
2000-02-24,9.99394702911377
2000-02-25,10.176480293273926
2000-02-28,10.2221097946167
2000-02-29,10.062396049499512
2000-03-01,10.039573669433594
2000-03-02,9.99394702911377
2000-03-03,9.925493240356445
2000-03-06,9.742953300476074
2000-03-07,9.720139503479004
2000-03-08,9.811403274536133
2000-03-09,9.857037544250488
2000-03-10,9.834220886230469
2000-03-13,9.925493240356445
2000-03-14,10.01675796508789
2000-03-15,10.199295997619629
2000-03-16,11.545510292053223
2000-03-17,11.568327903747559
2000-03-20,11.180432319641113
2000-03-21,11.362975120544434
2000-03-22,11.203254699707031
2000-03-23,11.362975120544434
2000-03-24,10.952266693115234
2000-03-27,11.066349983215332
2000-03-28,11.11198902130127
2000-03-29,11.429264068603516
2000-03-30,11.360686302185059
2000-03-31,11.520694732666016
2000-04-03,11.794997215270996
2000-04-04,12.046442031860352
2000-04-05,11.886432647705078
2000-04-06,12.206451416015625
2000-04-07,11.749281883239746
2000-04-10,11.817856788635254
2000-04-11,12.000725746154785
2000-04-12,12.137876510620117
2000-04-13,11.58927059173584
2000-04-14,11.200674057006836
2000-04-17,10.903515815734863
2000-04-18,11.086384773254395
2000-04-19,11.154958724975586
2000-04-20,11.246392250061035
2000-04-24,11.360686302185059
2000-04-25,11.269248962402344
2000-04-26,11.566413879394531
2000-04-27,11.63498592376709
2000-04-28,11.703563690185547
2000-05-01,12.069299697875977
2000-05-02,12.115015983581543
2000-05-03,11.703563690185547
2000-05-04,11.817856788635254
2000-05-05,11.726423263549805
2000-05-08,11.863569259643555
2000-05-09,12.046442031860352
2000-05-10,12.343599319458008
2000-05-11,12.115015983581543
2000-05-12,12.709336280822754
2000-05-15,13.189370155334473
2000-05-16,13.372236251831055
2000-05-17,13.097931861877441
2000-05-18,13.097931861877441
2000-05-19,13.532238006591797
2000-05-22,13.235084533691406
2000-05-23,13.029356956481934
2000-05-24,13.486530303955078
2000-05-25,13.052216529846191
2000-05-26,13.006497383117676
2000-05-30,13.440818786621094
2000-05-31,13.257944107055664
2000-06-01,13.097931861877441
2000-06-02,13.189370155334473
2000-06-05,13.257944107055664
2000-06-06,13.303659439086914
2000-06-07,13.440818786621094
2000-06-08,13.486530303955078
2000-06-09,13.737966537475586
2000-06-12,13.35509204864502
2000-06-13,13.052216529846191
2000-06-14,13.21222972869873
2000-06-15,13.052216529846191
2000-06-16,12.75505256652832
2000-06-19,13.166507720947266
2000-06-20,12.823631286621094
2000-06-21,12.80077075958252
2000-06-22,12.731162071228027
2000-06-23,12.914347648620605
2000-06-26,12.914347648620605
2000-06-27,13.349407196044922
2000-06-28,13.200565338134766
2000-06-29,12.960137367248535
2000-06-30,13.212014198303223
2000-07-03,13.280713081359863
2000-07-05,13.463891983032227
2000-07-06,13.830260276794434
2000-07-07,14.265312194824219
2000-07-10,14.24241828918457
2000-07-11,14.677474021911621
2000-07-12,14.608773231506348
2000-07-13,14.471396446228027
2000-07-14,14.723259925842285
2000-07-17,14.883557319641113
2000-07-18,15.135429382324219
2000-07-19,14.883557319641113
