Date,EA
2000-01-03,24.519207000732422
2000-01-04,21.683650970458984
2000-01-05,21.668485641479492
2000-01-06,19.40914535522461
2000-01-07,19.9853515625
2000-01-10,23.321298599243164
2000-01-11,23.048358917236328
2000-01-12,21.835285186767578
2000-01-13,22.517637252807617
2000-01-14,20.57672882080078
2000-01-18,18.999732971191406
2000-01-19,18.650970458984375
2000-01-20,18.575157165527344
2000-01-21,16.740386962890625
2000-01-24,17.240779876708984
2000-01-25,18.423521041870117
2000-01-26,17.72600746154785
2000-01-27,17.741174697875977
2000-01-28,17.240779876708984
2000-01-31,19.833717346191406
2000-02-01,20.00051498413086
2000-02-02,21.289405822753906
2000-02-03,22.320512771606445
2000-02-04,20.849666595458984
2000-02-07,19.864046096801758
2000-02-08,21.38038444519043
2000-02-09,19.591102600097656
2000-02-10,20.849666595458984
2000-02-11,19.833717346191406
2000-02-14,20.349273681640625
2000-02-15,20.69803237915039
2000-02-16,20.62221336364746
2000-02-17,21.350059509277344
2000-02-18,21.956592559814453
2000-02-22,20.895158767700195
2000-02-23,21.45620346069336
2000-02-24,22.10822868347168
2000-02-25,20.318946838378906
2000-02-28,21.319732666015625
2000-02-29,24.261432647705078
2000-03-01,23.033193588256836
2000-03-02,23.048358917236328
2000-03-03,24.79214859008789
2000-03-06,22.0627384185791
2000-03-07,22.805742263793945
2000-03-08,23.306135177612305
2000-03-09,24.033979415893555
2000-03-10,22.517637252807617
2000-03-13,21.046791076660156
2000-03-14,18.196075439453125
2000-03-15,18.741952896118164
2000-03-16,19.697242736816406
2000-03-17,19.545616149902344
2000-03-20,18.92391586303711
2000-03-21,18.73057746887207
2000-03-22,19.833717346191406
2000-03-23,19.742738723754883
2000-03-24,18.5296630859375
2000-03-27,18.5296630859375
2000-03-28,18.21123695373535
2000-03-29,17.104312896728516
2000-03-30,17.058813095092773
2000-03-31,17.271099090576172
2000-04-03,16.179340362548828
2000-04-04,15.967053413391113
2000-04-05,16.543264389038086
2000-04-06,17.18012809753418
2000-04-07,15.451498985290527
2000-04-10,14.49620246887207
2000-04-11,14.572020530700684
2000-04-12,13.540910720825195
2000-04-13,14.192935943603516
2000-04-14,13.741826057434082
2000-04-17,13.61672592163086
2000-04-18,14.49620246887207
2000-04-19,13.586400032043457
2000-04-20,14.268753051757812
2000-04-24,12.919212341308594
2000-04-25,12.904046058654785
2000-04-26,14.632676124572754
2000-04-27,14.92077922821045
2000-04-28,14.678165435791016
2000-05-01,14.283917427062988
2000-05-02,12.949538230895996
2000-05-03,13.11633586883545
2000-05-04,13.389277458190918
2000-05-05,14.966270446777344
2000-05-08,14.192935943603516
2000-05-09,14.132284164428711
2000-05-10,13.844178199768066
2000-05-11,15.967053413391113
2000-05-12,14.64784049987793
2000-05-15,15.527315139770508
2000-05-16,16.14901351928711
2000-05-17,15.587970733642578
2000-05-18,14.981433868408203
2000-05-19,14.056465148925781
2000-05-22,13.91999626159668
2000-05-23,13.17699146270752
2000-05-24,14.981433868408203
2000-05-25,14.314241409301758
2000-05-26,14.071629524230957
2000-05-30,15.224044799804688
2000-05-31,15.496988296508789
2000-06-01,16.75554656982422
2000-06-02,17.392412185668945
2000-06-05,17.210451126098633
2000-06-06,16.5129337310791
2000-06-07,17.407573699951172
2000-06-08,16.61907958984375
2000-06-09,16.224830627441406
2000-06-12,15.39084529876709
2000-06-13,15.648621559143066
2000-06-14,15.102739334106445
2000-06-15,15.81541633605957
2000-06-16,16.088359832763672
2000-06-19,17.13463592529297
2000-06-20,17.16495704650879
2000-06-21,17.61985969543457
2000-06-22,18.711627960205078
2000-06-23,18.1809024810791
2000-06-26,18.46901512145996
2000-06-27,18.666141510009766
2000-06-28,18.848100662231445
2000-06-29,18.999732971191406
2000-06-30,17.695674896240234
2000-07-03,18.28704833984375
2000-07-05,18.1809024810791
2000-07-06,19.333324432373047
2000-07-07,20.152149200439453
2000-07-10,19.833717346191406
2000-07-11,19.864046096801758
2000-07-12,19.66691780090332
2000-07-13,19.40914535522461
2000-07-14,19.37881851196289
2000-07-17,20.152149200439453
2000-07-18,20.106660842895508
2000-07-19,20.849666595458984
2000-07-20,21.10744285583496
2000-07-21,20.182476043701172
2000-07-24,19.602474212646484
2000-07-25,18.63581085205078
2000-07-26,21.01646614074707
2000-07-27,22.563127517700195
2000-07-28,21.91110610961914
2000-07-31,21.45620346069336
2000-08-01,20.37960433959961
2000-08-02,20.22796630859375
2000-08-03,20.71319580078125
2000-08-04,20.849666595458984
2000-08-07,21.501697540283203
2000-08-08,20.86482810974121
2000-08-09,20.440250396728516
2000-08-10,20.440250396728516
2000-08-11,20.849666595458984
2000-08-14,21.729145050048828
2000-08-15,22.19920539855957
2000-08-16,21.9262638092041
2000-08-17,22.320512771606445
2000-08-18,21.941429138183594
2000-08-21,22.047571182250977
2000-08-22,22.98770523071289
2000-08-23,23.109004974365234
2000-08-24,24.12495994567871
2000-08-25,25.68678855895996
2000-08-28,24.898296356201172
2000-08-29,25.474498748779297
2000-08-30,26.005218505859375
2000-08-31,26.187179565429688
2000-09-01,26.429798126220703
2000-09-05,26.399463653564453
2000-09-06,26.187179565429688
2000-09-07,26.06587791442871
2000-09-08,24.018814086914062
2000-09-11,24.564699172973633
2000-09-12,23.958162307739258
2000-09-13,23.230316162109375
2000-09-14,23.958162307739258
2000-09-15,23.048358917236328
2000-09-18,22.047571182250977
2000-09-19,23.13933563232422
2000-09-20,22.927053451538086
2000-09-21,22.98770523071289
2000-09-22,23.563915252685547
2000-09-25,25.838424682617188
2000-09-26,24.686006546020508
2000-09-27,21.9262638092041
2000-09-28,24.322084426879883
2000-09-29,23.958162307739258
2000-10-02,23.806528091430664
2000-10-03,22.684436798095703
2000-10-04,24.291757583618164
2000-10-05,23.53358268737793
2000-10-06,22.775421142578125
2000-10-09,24.140119552612305
2000-10-10,24.231101989746094
2000-10-11,23.715551376342773
2000-10-12,22.714765548706055
2000-10-13,24.261432647705078
2000-10-16,24.77698516845703
2000-10-17,25.71711540222168
2000-10-18,25.565481185913086
2000-10-19,25.44417381286621
2000-10-20,25.99005889892578
2000-10-23,26.869531631469727
2000-10-24,24.261432647705078
2000-10-25,22.4114933013916
2000-10-26,24.867963790893555
2000-10-27,24.200773239135742
2000-10-30,23.321298599243164
2000-10-31,24.261432647705078
2000-11-01,23.260643005371094
2000-11-02,23.867183685302734
2000-11-03,23.776199340820312
2000-11-06,23.472929000854492
2000-11-07,23.260643005371094
2000-11-08,22.19920539855957
2000-11-09,21.9262638092041
2000-11-10,20.591886520385742
2000-11-13,19.7730655670166
2000-11-14,21.319732666015625
2000-11-15,21.835285186767578
2000-11-16,20.895158767700195
2000-11-17,20.955810546875
2000-11-20,20.046009063720703
2000-11-21,20.349273681640625
2000-11-22,18.5296630859375
2000-11-24,21.350059509277344
2000-11-27,21.774633407592773
2000-11-28,20.409931182861328
2000-11-29,19.257509231567383
2000-11-30,17.31659507751465
2000-12-01,19.166532516479492
2000-12-04,18.226398468017578
2000-12-05,18.3173828125
2000-12-06,17.437904357910156
2000-12-07,17.13463592529297
2000-12-08,20.136987686157227
2000-12-11,19.28783416748047
2000-12-12,20.22796630859375
2000-12-13,20.804176330566406
2000-12-14,19.40914535522461
2000-12-15,18.34770965576172
2000-12-18,19.40914535522461
2000-12-19,17.61985969543457
2000-12-20,17.468229293823242
2000-12-21,18.226398468017578
2000-12-22,20.4705810546875
2000-12-26,20.62221336364746
2000-12-27,21.53201675415039
2000-12-28,21.59267234802246
2000-12-29,20.68286895751953
2001-01-02,18.89358139038086
2001-01-03,19.583524703979492
2001-01-04,19.742738723754883
2001-01-05,17.104312896728516
2001-01-08,17.862476348876953
2001-01-09,18.46901512145996
2001-01-10,18.984569549560547
2001-01-11,17.195289611816406
2001-01-12,17.589536666870117
2001-01-16,18.16574478149414
2001-01-17,18.13542366027832
2001-01-18,19.014894485473633
2001-01-19,20.136987686157227
2001-01-22,19.651756286621094
2001-01-23,20.74352264404297
2001-01-24,20.50090980529785
2001-01-25,19.196855545043945
2001-01-26,18.559999465942383
2001-01-29,18.772275924682617
2001-01-30,19.40914535522461
2001-01-31,22.229536056518555
2001-02-01,22.10822868347168
