Date,EA
2001-02-02,22.1385555267334
2001-02-05,22.532804489135742
2001-02-06,23.199996948242188
2001-02-07,23.230316162109375
2001-02-08,22.86639404296875
2001-02-09,23.048358917236328
2001-02-12,23.836849212646484
2001-02-13,24.079465866088867
2001-02-14,24.807310104370117
2001-02-15,24.140119552612305
2001-02-16,23.654895782470703
2001-02-20,22.472150802612305
2001-02-21,22.927053451538086
2001-02-22,25.68678855895996
2001-02-23,25.747440338134766
2001-02-26,25.14090347290039
2001-02-27,24.231101989746094
2001-02-28,24.261432647705078
2001-03-01,25.38352394104004
2001-03-02,25.14090347290039
2001-03-05,24.261432647705078
2001-03-06,24.867963790893555
2001-03-07,26.50560760498047
2001-03-08,25.62613296508789
2001-03-09,24.322084426879883
2001-03-12,24.231101989746094
2001-03-13,25.595809936523438
2001-03-14,25.53515625
2001-03-15,25.080249786376953
2001-03-16,22.98770523071289
2001-03-19,24.44338607788086
2001-03-20,23.442609786987305
2001-03-21,24.382736206054688
2001-03-22,24.746658325195312
2001-03-23,25.23188591003418
2001-03-26,25.110580444335938
2001-03-27,26.56626319885254
2001-03-28,27.112146377563477
2001-03-29,27.23345184326172
2001-03-30,26.32364845275879
2001-04-02,25.929397583007812
2001-04-03,25.747440338134766
2001-04-04,23.472929000854492
2001-04-05,24.61777114868164
2001-04-06,25.62613296508789
2001-04-09,25.954877853393555
2001-04-10,27.03693962097168
2001-04-11,27.167949676513672
2001-04-12,28.021949768066406
2001-04-16,27.97827911376953
2001-04-17,27.061195373535156
2001-04-18,28.63334083557129
2001-04-19,29.191349029541016
2001-04-20,27.556133270263672
2001-04-23,27.002973556518555
2001-04-24,26.935035705566406
2001-04-25,27.67743682861328
2001-04-26,27.163089752197266
2001-04-27,27.643478393554688
2001-04-30,27.473642349243164
2001-05-01,30.176362991333008
2001-05-02,28.143259048461914
2001-05-03,26.527442932128906
2001-05-04,28.7740535736084
2001-05-07,28.201480865478516
2001-05-08,26.988412857055664
2001-05-09,27.19706153869629
2001-05-10,26.454660415649414
2001-05-11,25.838424682617188
2001-05-14,26.575971603393555
2001-05-15,27.041791915893555
2001-05-16,29.23016929626465
2001-05-17,28.53143882751465
2001-05-18,28.754642486572266
2001-05-21,30.05991554260254
2001-05-22,29.96771812438965
2001-05-23,28.99240493774414
2001-05-24,30.59366226196289
2001-05-25,29.98712730407715
2001-05-29,28.49262046813965
2001-05-30,28.133556365966797
2001-05-31,28.57510757446289
2001-06-01,29.259279251098633
2001-06-04,29.06519317626953
2001-06-05,30.258853912353516
2001-06-06,29.768768310546875
2001-06-07,29.914342880249023
2001-06-08,28.342201232910156
2001-06-11,27.79389190673828
2001-06-12,28.623638153076172
2001-06-13,27.9394588470459
2001-06-14,27.090307235717773
2001-06-15,27.633766174316406
2001-06-18,27.488197326660156
2001-06-19,28.143259048461914
2001-06-20,29.64261245727539
2001-06-21,28.041357040405273
2001-06-22,26.789470672607422
2001-06-25,26.032516479492188
2001-06-26,26.153820037841797
2001-06-27,26.73609161376953
2001-06-28,27.400859832763672
2001-06-29,28.094736099243164
2001-07-02,26.313949584960938
2001-07-03,25.925764083862305
2001-07-05,25.712265014648438
2001-07-06,26.386728286743164
2001-07-09,25.707414627075195
2001-07-10,24.751506805419922
2001-07-11,26.168380737304688
2001-07-12,28.19178009033203
2001-07-13,28.604225158691406
2001-07-16,27.876379013061523
2001-07-17,27.507606506347656
2001-07-18,27.148544311523438
2001-07-19,27.255290985107422
2001-07-20,26.483779907226562
2001-07-23,25.765642166137695
2001-07-24,25.77534294128418
2001-07-25,27.032085418701172
2001-07-26,28.342201232910156
2001-07-27,29.589237213134766
2001-07-30,29.13312339782715
2001-07-31,27.61920928955078
2001-08-01,29.050642013549805
2001-08-02,28.9681453704834
2001-08-03,28.584814071655273
2001-08-06,28.54115104675293
2001-08-07,28.49262046813965
2001-08-08,27.303813934326172
2001-08-09,28.167516708374023
2001-08-10,28.089885711669922
2001-08-13,28.52659034729004
2001-08-14,28.69641876220703
2001-08-15,28.439252853393555
2001-08-16,27.381450653076172
2001-08-17,27.279550552368164
2001-08-20,27.93461036682129
2001-08-21,27.376590728759766
2001-08-22,27.83270835876465
2001-08-23,28.128700256347656
2001-08-24,28.230600357055664
2001-08-27,28.148109436035156
2001-08-28,27.92490577697754
2001-08-29,27.992835998535156
2001-08-30,27.34263038635254
2001-08-31,28.00254249572754
2001-09-04,27.609506607055664
2001-09-05,26.983564376831055
2001-09-06,26.925336837768555
2001-09-07,27.240726470947266
2001-09-10,26.333358764648438
2001-09-17,23.892654418945312
2001-09-18,23.616077423095703
2001-09-19,22.15069007873535
2001-09-20,22.466081619262695
2001-09-21,23.630630493164062
2001-09-24,23.20848846435547
2001-09-25,21.563552856445312
2001-09-26,22.05849266052246
2001-09-27,21.854694366455078
2001-09-28,22.16038703918457
2001-10-01,20.758073806762695
2001-10-02,20.835708618164062
2001-10-03,22.359329223632812
2001-10-04,23.426836013793945
2001-10-05,22.582534790039062
2001-10-08,22.95616340637207
2001-10-09,24.751506805419922
2001-10-10,25.227035522460938
2001-10-11,27.158246994018555
2001-10-12,27.264991760253906
2001-10-15,26.40614128112793
2001-10-16,26.338207244873047
2001-10-17,25.571548461914062
2001-10-18,26.338207244873047
2001-10-19,25.90635108947754
2001-10-22,26.80887794494629
2001-10-23,26.658458709716797
2001-10-24,26.614782333374023
2001-10-25,27.92490577697754
2001-10-26,26.478925704956055
2001-10-29,25.571548461914062
2001-10-30,24.848556518554688
2001-10-31,24.969860076904297
2001-11-01,25.712265014648438
2001-11-02,26.63905143737793
2001-11-05,26.837995529174805
2001-11-06,26.837995529174805
2001-11-07,25.959728240966797
2001-11-08,24.838850021362305
2001-11-09,25.086318969726562
2001-11-12,25.72681999206543
2001-11-13,26.59537696838379
2001-11-14,27.172800064086914
2001-11-15,26.867111206054688
2001-11-16,26.260576248168945
2001-11-19,27.556133270263672
2001-11-20,26.95444679260254
2001-11-21,26.20234489440918
2001-11-23,26.056774139404297
2001-11-26,26.362470626831055
2001-11-27,26.512889862060547
2001-11-28,26.013107299804688
2001-11-29,28.148109436035156
2001-11-30,29.336923599243164
2001-12-03,29.142824172973633
2001-12-04,31.26813507080078
2001-12-05,32.04449462890625
2001-12-06,30.63248634338379
2001-12-07,30.5402889251709
2001-12-10,30.317079544067383
2001-12-11,30.65674591064453
2001-12-12,30.4820613861084
2001-12-13,29.65231704711914
2001-12-14,29.67173194885254
2001-12-17,30.467504501342773
2001-12-18,30.2491455078125
2001-12-19,30.132694244384766
2001-12-20,29.215612411499023
2001-12-21,28.919620513916016
2001-12-24,28.895357131958008
2001-12-26,28.65275001525879
2001-12-27,28.701271057128906
2001-12-28,29.953161239624023
2001-12-31,29.089458465576172
2002-01-02,29.17194175720215
2002-01-03,29.589237213134766
2002-01-04,30.549991607666016
2002-01-07,28.827428817749023
2002-01-08,28.434391021728516
2002-01-09,28.211191177368164
2002-01-10,27.944318771362305
2002-01-11,26.444957733154297
2002-01-14,25.372602462768555
2002-01-15,26.46921730041504
2002-01-16,25.97429084777832
2002-01-17,26.74579620361328
2002-01-18,26.10529136657715
2002-01-22,26.527442932128906
2002-01-23,26.68757438659668
2002-01-24,28.099590301513672
2002-01-25,27.138832092285156
2002-01-28,27.97342872619629
2002-01-29,27.633766174316406
2002-01-30,27.609506607055664
2002-01-31,25.751079559326172
2002-02-01,25.576398849487305
2002-02-04,24.83399772644043
2002-02-05,25.464794158935547
2002-02-06,25.90635108947754
2002-02-07,25.692853927612305
2002-02-08,26.26542091369629
2002-02-11,26.100448608398438
2002-02-12,26.236312866210938
2002-02-13,26.444957733154297
2002-02-14,27.52216911315918
2002-02-15,26.522594451904297
2002-02-19,25.246444702148438
2002-02-20,26.49833106994629
2002-02-21,25.848125457763672
2002-02-22,25.566694259643555
2002-02-25,26.192636489868164
2002-02-26,25.23188591003418
2002-02-27,25.721967697143555
2002-02-28,26.11500358581543
2002-03-01,27.201915740966797
2002-03-04,28.031654357910156
2002-03-05,28.182077407836914
2002-03-06,28.51688575744629
2002-03-07,28.274272918701172
2002-03-08,28.895357131958008
2002-03-11,29.93375587463379
2002-03-12,29.0846004486084
2002-03-13,29.366029739379883
2002-03-14,28.895357131958008
2002-03-15,29.108863830566406
2002-03-18,29.7251033782959
2002-03-19,29.62805938720703
2002-03-20,28.42469024658203
2002-03-21,29.487337112426758
2002-03-22,28.875953674316406
2002-03-25,28.50718116760254
2002-03-26,28.7352352142334
2002-03-27,28.57025718688965
2002-03-28,29.501893997192383
2002-04-01,29.851261138916016
2002-04-02,28.643047332763672
2002-04-03,28.157814025878906
2002-04-04,28.0559139251709
2002-04-05,28.19178009033203
2002-04-08,29.312660217285156
2002-04-09,28.57510757446289
2002-04-10,29.186498641967773
2002-04-11,28.211191177368164
2002-04-12,29.06519317626953
2002-04-15,28.97785186767578
2002-04-16,29.59894561767578
2002-04-17,29.40970802307129
2002-04-18,30.423831939697266
2002-04-19,30.20547866821289
2002-04-22,29.2398738861084
2002-04-23,28.832279205322266
2002-04-24,28.846843719482422
2002-04-25,28.662450790405273
2002-04-26,27.92490577697754
2002-04-29,27.983135223388672
2002-04-30,28.65275001525879
2002-05-01,28.827428817749023
2002-05-02,28.337352752685547
2002-05-03,27.852115631103516
2002-05-06,27.463937759399414
2002-05-07,26.192636489868164
2002-05-08,29.176794052124023
2002-05-09,28.604225158691406
2002-05-10,28.67700958251953
2002-05-13,29.66202735900879
2002-05-14,29.278688430786133
2002-05-15,29.797887802124023
2002-05-16,30.792606353759766
2002-05-17,30.913909912109375
2002-05-20,31.01096534729004
2002-05-21,29.894935607910156
2002-05-22,30.67129898071289
2002-05-23,31.520448684692383
2002-05-24,30.962438583374023
2002-05-28,30.53058433532715
2002-05-29,30.30738067626953
2002-05-30,31.200199127197266
2002-05-31,31.054630279541016
2002-06-03,30.535436630249023
2002-06-04,31.190492630004883
2002-06-05,31.103147506713867
2002-06-06,30.54513931274414
2002-06-07,30.69070816040039
2002-06-10,30.865388870239258
2002-06-11,30.414133071899414
2002-06-12,30.71011734008789
2002-06-13,30.122995376586914
2002-06-14,30.234596252441406
2002-06-17,31.641761779785156
2002-06-18,31.84070587158203
2002-06-19,31.471927642822266
2002-06-20,30.74408721923828
2002-06-21,30.08417320251465
2002-06-24,29.909488677978516
2002-06-25,30.253999710083008
2002-06-26,30.93332290649414
2002-06-27,32.45209503173828
2002-06-28,32.049346923828125
2002-07-01,31.22931480407715
2002-07-02,31.743661880493164
2002-07-03,30.739233016967773
2002-07-05,31.86496353149414
2002-07-08,30.700414657592773
2002-07-09,29.49219512939453
2002-07-10,30.66159439086914
2002-07-11,30.467504501342773
2002-07-12,30.957582473754883
2002-07-15,30.792606353759766
2002-07-16,30.8314266204834
2002-07-17,30.569398880004883
2002-07-18,29.880374908447266
2002-07-19,27.459089279174805
2002-07-22,25.930612564086914
2002-07-23,26.20234489440918
2002-07-24,27.745372772216797
2002-07-25,27.03693962097168
2002-07-26,28.31793975830078
2002-07-29,29.81244468688965
2002-07-30,29.870676040649414
2002-07-31,29.201053619384766
2002-08-01,28.54115104675293
2002-08-02,27.672584533691406
2002-08-05,26.794321060180664
2002-08-06,28.45380973815918
2002-08-07,29.070045471191406
2002-08-08,28.919620513916016
2002-08-09,29.26898765563965
2002-08-12,29.8221435546875
2002-08-13,28.764345169067383
2002-08-14,28.86139678955078
2002-08-15,30.08417320251465
2002-08-16,30.418977737426758
2002-08-19,31.898929595947266
2002-08-20,31.394289016723633
2002-08-21,31.87467384338379
2002-08-22,32.76264572143555
2002-08-23,32.330780029296875
2002-08-26,31.957162857055664
2002-08-27,31.17108154296875
2002-08-28,30.11813735961914
2002-08-29,30.705265045166016
2002-08-30,30.695558547973633
2002-09-03,29.744516372680664
2002-09-04,29.17194175720215
2002-09-05,29.0846004486084
2002-09-06,30.457801818847656
2002-09-09,30.8508358001709
2002-09-10,31.38457679748535
2002-09-11,30.642189025878906
2002-09-12,30.176362991333008
2002-09-13,30.486913681030273
2002-09-16,30.787752151489258
2002-09-17,30.739233016967773
2002-09-18,30.695558547973633
2002-09-19,30.496618270874023
2002-09-20,30.97214126586914
2002-09-23,30.729528427124023
2002-09-24,31.185640335083008
2002-09-25,31.889225006103516
2002-09-26,32.553985595703125
2002-09-27,32.86453628540039
2002-09-30,32.00567626953125
2002-10-01,32.311370849609375
2002-10-02,32.25313949584961
2002-10-03,32.02509689331055
2002-10-04,30.549991607666016
2002-10-07,30.389867782592773
2002-10-08,31.37488555908203
2002-10-09,31.433109283447266
2002-10-10,32.27741622924805
2002-10-11,32.801448822021484
2002-10-14,32.893646240234375
2002-10-15,33.01980972290039
2002-10-16,33.073184967041016
2002-10-17,33.63604736328125
2002-10-18,34.033939361572266
2002-10-21,35.004398345947266
2002-10-22,32.316219329833984
2002-10-23,32.97127914428711
2002-10-24,31.952306747436523
2002-10-25,32.806297302246094
2002-10-28,30.598514556884766
2002-10-29,30.787752151489258
2002-10-30,31.767906188964844
2002-10-31,31.59808921813965
2002-11-01,32.063899993896484
2002-11-04,31.913480758666992
2002-11-05,31.641761779785156
2002-11-06,32.384159088134766
2002-11-07,31.311796188354492
2002-11-08,31.117704391479492
2002-11-11,30.826574325561523
2002-11-12,31.947452545166016
2002-11-13,31.651466369628906
2002-11-14,32.6170768737793
2002-11-15,32.40842056274414
2002-11-18,31.55927085876465
2002-11-19,30.91876792907715
2002-11-20,31.806732177734375
2002-11-21,32.752925872802734
2002-11-22,32.597660064697266
2002-11-25,33.14111328125
2002-11-26,32.874244689941406
2002-11-27,33.073184967041016
2002-11-29,32.927616119384766
2002-12-02,32.791748046875
2002-12-03,32.350189208984375
2002-12-04,31.80188751220703
2002-12-05,31.826152801513672
2002-12-06,32.034793853759766
2002-12-09,31.030370712280273
2002-12-10,30.564546585083008
2002-12-11,29.44366455078125
2002-12-12,29.768768310546875
2002-12-13,27.512462615966797
2002-12-16,28.15296173095703
2002-12-17,28.95844078063965
2002-12-18,27.43967628479004
2002-12-19,25.05720329284668
2002-12-20,25.484195709228516
2002-12-23,25.32893180847168
2002-12-24,25.634624481201172
2002-12-26,25.081462860107422
2002-12-27,24.989267349243164
2002-12-30,24.736955642700195
2002-12-31,24.149826049804688
2003-01-02,25.33863639831543
2003-01-03,26.46921730041504
2003-01-06,25.227035522460938
2003-01-07,23.742233276367188
2003-01-08,23.984853744506836
2003-01-09,24.635055541992188
2003-01-10,25.173662185668945
2003-01-13,24.237167358398438
2003-01-14,24.300247192382812
2003-01-15,24.533159255981445
2003-01-16,24.130413055419922
2003-01-17,23.266704559326172
2003-01-21,24.077037811279297
2003-01-22,24.033374786376953
2003-01-23,24.52345085144043
2003-01-24,24.188644409179688
2003-01-27,23.989694595336914
2003-01-28,24.635055541992188
2003-01-29,24.732105255126953
2003-01-30,25.183366775512695
2003-01-31,25.120285034179688
2003-02-03,25.280405044555664
2003-02-04,25.023237228393555
2003-02-05,24.17408561706543
2003-02-06,24.445817947387695
2003-02-07,24.397289276123047
2003-02-10,24.261432647705078
2003-02-11,24.24687385559082
2003-02-12,23.863540649414062
2003-02-13,23.412282943725586
2003-02-14,24.25172233581543
2003-02-18,25.37745475769043
2003-02-19,25.17851448059082
2003-02-20,25.081462860107422
2003-02-21,25.993694305419922
2003-02-24,25.32407569885254
2003-02-25,25.61036491394043
2003-02-26,25.105724334716797
2003-02-27,25.624921798706055
2003-02-28,25.620067596435547
2003-03-03,25.280405044555664
2003-03-04,25.435680389404297
2003-03-05,25.615219116210938
2003-03-06,26.173229217529297
2003-03-07,26.275127410888672
2003-03-10,25.925764083862305
2003-03-11,25.75592803955078
2003-03-12,26.081031799316406
2003-03-13,27.531871795654297
2003-03-14,27.40570831298828
2003-03-17,28.40042495727539
2003-03-18,28.351909637451172
2003-03-19,28.38587188720703
2003-03-20,28.604225158691406
2003-03-21,28.7352352142334
2003-03-24,27.89579200744629
2003-03-25,28.468358993530273
2003-03-26,28.90021514892578
2003-03-27,29.0069637298584
2003-03-28,28.99240493774414
2003-03-31,28.45380973815918
2003-04-01,28.584814071655273
2003-04-02,29.33207130432129
2003-04-03,28.95844078063965
2003-04-04,28.57510757446289
2003-04-07,28.798316955566406
2003-04-08,28.128700256347656
2003-04-09,27.73081398010254
2003-04-10,27.929759979248047
2003-04-11,28.206340789794922
2003-04-14,28.54115104675293
2003-04-15,28.68186378479004
2003-04-16,28.5993709564209
2003-04-17,29.108863830566406
2003-04-21,29.361177444458008
2003-04-22,29.899782180786133
2003-04-23,29.594093322753906
2003-04-24,29.108863830566406
2003-04-25,28.856544494628906
2003-04-28,29.54071807861328
2003-04-29,28.885662078857422
2003-04-30,28.69641876220703
2003-05-01,28.60907745361328
2003-05-02,29.977420806884766
2003-05-05,30.152099609375
2003-05-06,29.9580135345459
2003-05-07,30.375308990478516
2003-05-08,29.982271194458008
2003-05-09,29.86581802368164
2003-05-12,29.890077590942383
2003-05-13,29.225317001342773
2003-05-14,29.98712730407715
2003-05-15,30.418977737426758
2003-05-16,30.161808013916016
2003-05-19,29.30295181274414
2003-05-20,29.42426109313965
2003-05-21,30.234596252441406
2003-05-22,30.79745864868164
2003-05-23,30.65674591064453
2003-05-27,31.830997467041016
2003-05-28,32.95186996459961
2003-05-29,33.04892349243164
2003-05-30,33.26242446899414
2003-06-02,32.636474609375
2003-06-03,32.626766204833984
2003-06-04,33.06833267211914
2003-06-05,33.77676010131836
2003-06-06,35.10628890991211
2003-06-09,34.35902786254883
2003-06-10,34.68414306640625
2003-06-11,35.324649810791016
2003-06-12,35.785614013671875
2003-06-13,35.193634033203125
2003-06-16,37.119998931884766
2003-06-17,37.42567443847656
2003-06-18,36.275691986083984
2003-06-19,35.999107360839844
2003-06-20,36.27084732055664
2003-06-23,35.819583892822266
2003-06-24,35.52357864379883
2003-06-25,36.25627899169922
2003-06-26,36.52314758300781
2003-06-27,36.8870849609375
2003-06-30,35.8583984375
2003-07-01,36.634765625
2003-07-02,37.294673919677734
2003-07-03,36.756065368652344
2003-07-07,39.29867172241211
2003-07-08,39.36175537109375
2003-07-09,38.672725677490234
2003-07-10,38.333065032958984
2003-07-11,37.217037200927734
2003-07-14,37.82355880737305
2003-07-15,38.4349479675293
2003-07-16,38.148681640625
2003-07-17,37.139404296875
2003-07-18,37.08116912841797
2003-07-21,37.28496170043945
2003-07-22,36.71240234375
2003-07-23,37.68285369873047
2003-07-24,39.55099105834961
2003-07-25,40.09443664550781
2003-07-28,40.7883186340332
2003-07-29,40.27882766723633
2003-07-30,40.61363220214844
2003-07-31,40.75920867919922
2003-08-01,40.51173400878906
2003-08-04,41.22016906738281
2003-08-05,40.3419075012207
2003-08-06,40.0653076171875
2003-08-07,39.99739074707031
2003-08-08,40.49232864379883
2003-08-11,41.38029098510742
2003-08-12,41.826698303222656
2003-08-13,41.229881286621094
2003-08-14,41.981971740722656
2003-08-15,41.77817916870117
2003-08-18,42.156646728515625
2003-08-19,43.08829879760742
2003-08-20,43.1707878112793
2003-08-21,43.12226486206055
2003-08-22,43.112548828125
2003-08-25,42.884498596191406
2003-08-26,42.94758224487305
2003-08-27,42.156646728515625
2003-08-28,43.214454650878906
2003-08-29,43.65601348876953
2003-09-02,44.1606559753418
2003-09-03,44.21403121948242
2003-09-04,43.74335861206055
2003-09-05,43.06403350830078
2003-09-08,44.000526428222656
2003-09-09,43.71909713745117
2003-09-10,43.592933654785156
2003-09-11,43.63175582885742
2003-09-12,43.31635665893555
2003-09-15,43.08829879760742
2003-09-16,45.19419479370117
2003-09-17,45.7327880859375
2003-09-18,46.02392578125
2003-09-19,45.97541046142578
