Date,EXE
2021-02-10,35.369625091552734
2021-02-11,33.64790725708008
2021-02-12,33.419918060302734
2021-02-16,34.23752975463867
2021-02-17,34.79571533203125
2021-02-18,33.805152893066406
2021-02-19,34.59131622314453
2021-02-22,34.46552658081055
2021-02-23,34.32401657104492
2021-02-24,35.377479553222656
2021-02-25,35.18093490600586
2021-02-26,34.732826232910156
2021-03-01,35.118045806884766
2021-03-02,35.61333084106445
2021-03-03,37.1463508605957
2021-03-04,36.30515670776367
2021-03-05,35.40106964111328
2021-03-08,34.882198333740234
2021-03-09,34.81144714355469
2021-03-10,35.18093490600586
2021-03-11,35.644775390625
2021-03-12,35.967105865478516
2021-03-15,35.967105865478516
2021-03-16,35.22810745239258
2021-03-17,35.59760665893555
2021-03-18,34.1982307434082
2021-03-19,34.048858642578125
2021-03-22,33.60860824584961
2021-03-23,32.783138275146484
2021-03-24,32.70451354980469
2021-03-25,33.14476776123047
2021-03-26,34.0645866394043
2021-03-29,33.42778396606445
2021-03-30,33.91520690917969
2021-03-31,34.11174392700195
2021-04-01,35.32244873046875
2021-04-05,35.11018371582031
2021-04-06,35.542579650878906
2021-04-07,35.456085205078125
2021-04-08,35.63691711425781
2021-04-09,35.802005767822266
2021-04-12,35.73125457763672
2021-04-13,35.778419494628906
2021-04-14,36.313018798828125
2021-04-15,36.313018798828125
2021-04-16,35.888492584228516
2021-04-19,36.14006423950195
2021-04-20,35.935665130615234
2021-04-21,36.35232925415039
2021-04-22,36.22654342651367
2021-04-23,36.52528381347656
2021-04-26,36.855472564697266
2021-04-27,36.84760284423828
2021-04-28,36.30515670776367
2021-04-29,36.91050338745117
2021-04-30,35.82558822631836
2021-05-03,36.4466667175293
2021-05-04,36.16364669799805
2021-05-05,36.74540710449219
2021-05-06,37.35075759887695
2021-05-07,38.65578079223633
2021-05-10,38.97025680541992
2021-05-11,38.56932067871094
2021-05-12,38.899505615234375
2021-05-13,38.91523361206055
2021-05-14,38.419944763183594
2021-05-17,39.300453186035156
2021-05-18,40.330322265625
2021-05-19,40.09447479248047
2021-05-20,39.69353103637695
2021-05-21,39.918331146240234
2021-05-24,40.01332092285156
2021-05-25,39.92625427246094
2021-05-26,41.79433059692383
2021-05-27,41.913063049316406
2021-05-28,41.79433059692383
2021-06-01,43.440773010253906
2021-06-02,42.285091400146484
2021-06-03,42.33259201049805
2021-06-04,43.08457565307617
2021-06-07,43.96320343017578
2021-06-08,43.939449310302734
2021-06-09,43.87613296508789
2021-06-10,43.994869232177734
2021-06-11,44.50146484375
2021-06-14,44.19276428222656
2021-06-15,44.295658111572266
2021-06-16,42.81543731689453
2021-06-17,42.554229736328125
2021-06-18,42.03971862792969
2021-06-21,43.599082946777344
2021-06-22,42.435489654541016
2021-06-23,41.89722442626953
2021-06-24,42.02387619018555
2021-06-25,42.0555419921875
2021-06-28,40.3695182800293
2021-06-29,39.221763610839844
2021-06-30,41.09775924682617
2021-07-01,42.73628234863281
2021-07-02,43.21122360229492
2021-07-06,42.63338088989258
2021-07-07,42.95000457763672
2021-07-08,43.22705841064453
2021-07-09,43.38536071777344
2021-07-12,43.3299560546875
2021-07-13,42.59380340576172
2021-07-14,40.24287033081055
2021-07-15,40.147884368896484
2021-07-16,39.68878936767578
2021-07-19,38.70724868774414
2021-07-20,40.21913528442383
2021-07-21,41.92096710205078
2021-07-22,42.72837448120117
2021-07-23,43.36954116821289
2021-07-26,43.678245544433594
2021-07-27,43.504093170166016
2021-07-28,43.8840446472168
2021-07-29,43.80489730834961
2021-07-30,42.783775329589844
2021-08-02,42.19009780883789
2021-08-03,43.19538497924805
2021-08-04,43.124149322509766
2021-08-05,42.910430908203125
2021-08-06,43.567420959472656
2021-08-09,42.79169464111328
2021-08-10,43.93154525756836
2021-08-11,45.07137680053711
2021-08-12,46.55160140991211
2021-08-13,44.95265579223633
2021-08-16,44.19276428222656
2021-08-17,43.35371017456055
2021-08-18,41.49353790283203
2021-08-19,41.1373291015625
2021-08-20,41.691429138183594
2021-08-23,41.6308708190918
2021-08-24,41.989418029785156
2021-08-25,42.252357482910156
2021-08-26,42.316097259521484
2021-08-27,44.12474060058594
2021-08-30,43.654659271240234
2021-08-31,44.46735382080078
2021-09-01,45.104759216308594
2021-09-02,46.443321228027344
2021-09-03,47.032928466796875
2021-09-07,47.670352935791016
2021-09-08,48.50694274902344
2021-09-09,48.259944915771484
2021-09-10,47.43928527832031
2021-09-13,49.9251708984375
2021-09-14,49.15231704711914
2021-09-15,50.18014144897461
2021-09-16,48.753936767578125
2021-09-17,48.658321380615234
2021-09-20,47.58269119262695
2021-09-21,46.41941833496094
2021-09-22,46.65845489501953
2021-09-23,48.18027114868164
2021-09-24,46.682350158691406
2021-09-27,49.78175354003906
2021-09-28,49.47899627685547
2021-09-29,48.49100112915039
2021-09-30,49.07263946533203
2021-10-01,49.46306228637695
2021-10-04,51.50277328491211
2021-10-05,53.31938171386719
2021-10-06,50.968936920166016
2021-10-07,51.590415954589844
2021-10-08,52.411067962646484
2021-10-11,49.980953216552734
2021-10-12,49.47899627685547
2021-10-13,49.439151763916016
2021-10-14,51.00081253051758
2021-10-15,49.99688720703125
2021-10-18,50.34746170043945
2021-10-19,49.255889892578125
2021-10-20,49.64631271362305
2021-10-21,48.94515609741211
2021-10-22,49.4550895690918
2021-10-25,53.9807014465332
2021-10-26,53.84525680541992
2021-10-27,52.753692626953125
2021-10-28,52.80945587158203
2021-10-29,50.78567886352539
2021-11-01,52.419044494628906
2021-11-02,52.08440399169922
2021-11-03,53.821353912353516
2021-11-04,52.267662048339844
2021-11-05,52.44295120239258
2021-11-08,52.76165771484375
2021-11-09,53.67792892456055
2021-11-10,50.27574920654297
2021-11-11,51.34341812133789
2021-11-12,50.132328033447266
2021-11-15,49.72598648071289
2021-11-16,49.63037872314453
2021-11-17,50.79365158081055
2021-11-18,51.17611312866211
2021-11-19,49.19215774536133
2021-11-22,48.7778434753418
2021-11-23,51.312156677246094
2021-11-24,51.90599822998047
2021-11-26,51.29609680175781
2021-11-29,49.249717712402344
2021-11-30,47.7811279296875
2021-12-01,45.742759704589844
2021-12-02,48.856483459472656
2021-12-03,48.41511154174805
2021-12-06,47.98175048828125
2021-12-07,50.70225143432617
2021-12-08,51.72945022583008
2021-12-09,50.814598083496094
2021-12-10,51.19980239868164
2021-12-13,49.683067321777344
2021-12-14,49.538612365722656
2021-12-15,48.904632568359375
2021-12-16,49.24169158935547
2021-12-17,48.76018142700195
2021-12-20,48.23052978515625
2021-12-21,49.45836639404297
2021-12-22,50.08431625366211
2021-12-23,50.70225143432617
2021-12-27,52.84493637084961
2021-12-28,52.933197021484375
2021-12-29,52.6202278137207
2021-12-30,51.64117431640625
2021-12-31,51.777610778808594
2022-01-03,53.40668869018555
2022-01-04,53.59125900268555
2022-01-05,52.315284729003906
2022-01-06,53.55915832519531
2022-01-07,55.61357879638672
2022-01-10,56.335819244384766
2022-01-11,56.08705520629883
2022-01-12,58.671112060546875
2022-01-13,56.25556945800781
2022-01-14,57.3951301574707
2022-01-18,55.75000762939453
2022-01-19,54.19314193725586
2022-01-20,51.99427032470703
2022-01-21,50.58989715576172
2022-01-24,51.16769790649414
2022-01-25,53.87213134765625
2022-01-26,54.91539001464844
2022-01-27,55.4691276550293
2022-01-28,54.88329315185547
2022-01-31,54.706748962402344
2022-02-01,54.947486877441406
2022-02-02,55.774078369140625
2022-02-03,54.32154083251953
2022-02-04,53.75176239013672
2022-02-07,53.59928894042969
2022-02-08,52.740604400634766
2022-02-09,52.70851135253906
2022-02-10,52.66035842895508
2022-02-11,55.493202209472656
2022-02-14,54.38573455810547
2022-02-15,54.786991119384766
2022-02-16,53.422733306884766
2022-02-17,53.62336349487305
2022-02-18,52.788753509521484
2022-02-22,53.246177673339844
2022-02-23,54.97157669067383
2022-02-24,56.90562057495117
2022-02-25,60.252052307128906
2022-02-28,61.99348831176758
2022-03-01,63.614532470703125
2022-03-02,63.69478225708008
2022-03-03,64.42507934570312
2022-03-04,69.74897003173828
2022-03-07,70.47929382324219
2022-03-08,67.6646957397461
2022-03-09,66.3681869506836
2022-03-10,66.35179901123047
2022-03-11,66.097412109375
2022-03-14,62.57714080810547
2022-03-15,61.920677185058594
2022-03-16,63.192569732666016
2022-03-17,64.83373260498047
2022-03-18,64.42343139648438
2022-03-21,66.51590728759766
2022-03-22,66.06459045410156
2022-03-23,68.97762298583984
2022-03-24,71.39012145996094
2022-03-25,73.29387664794922
2022-03-28,72.16966247558594
2022-03-29,71.23419952392578
2022-03-30,72.30096435546875
2022-03-31,71.39012145996094
2022-04-01,73.85184478759766
2022-04-04,73.01486206054688
2022-04-05,72.76048278808594
2022-04-06,73.87646484375
2022-04-07,74.35240936279297
2022-04-08,75.63250732421875
2022-04-11,75.16478729248047
2022-04-12,74.83654022216797
2022-04-13,76.80594635009766
2022-04-14,77.42955780029297
2022-04-18,77.88909149169922
2022-04-19,75.20580291748047
2022-04-20,76.21511840820312
2022-04-21,74.78730773925781
2022-04-22,71.00444793701172
2022-04-25,69.00224304199219
2022-04-26,68.18988800048828
2022-04-27,68.92839813232422
2022-04-28,69.30585479736328
2022-04-29,67.30364990234375
2022-05-02,67.91088104248047
2022-05-03,72.69482421875
2022-05-04,77.9383316040039
2022-05-05,78.42245483398438
2022-05-06,76.43667602539062
2022-05-09,69.50279998779297
2022-05-10,68.76426696777344
2022-05-11,70.75828552246094
2022-05-12,69.33047485351562
2022-05-13,70.47929382324219
2022-05-16,73.055908203125
2022-05-17,74.24573516845703
2022-05-18,72.9737777709961
2022-05-19,73.38652801513672
2022-05-20,76.764404296875
2022-05-23,80.75718688964844
