Date,ED
2000-01-03,10.2969388961792
2000-01-04,10.430420875549316
2000-01-05,10.907129287719727
2000-01-06,10.92619514465332
2000-01-07,11.002470016479492
2000-01-10,10.716443061828613
2000-01-11,10.506692886352539
2000-01-12,10.54482650756836
2000-01-13,10.44948673248291
2000-01-14,10.277875900268555
2000-01-18,9.953702926635742
2000-01-19,10.144389152526855
2000-01-20,10.02997875213623
2000-01-21,10.23973560333252
2000-01-24,10.373211860656738
2000-01-25,10.068115234375
2000-01-26,10.373211860656738
2000-01-27,10.163461685180664
2000-01-28,9.934636116027832
2000-01-31,9.972772598266602
2000-02-01,10.02997875213623
2000-02-02,9.915571212768555
2000-02-03,10.01091194152832
2000-02-04,9.83929443359375
2000-02-07,9.629544258117676
2000-02-08,9.610474586486816
2000-02-09,9.591402053833008
2000-02-10,9.705815315246582
2000-02-11,9.80116081237793
2000-02-14,9.698738098144531
2000-02-15,9.640546798706055
2000-02-16,9.562954902648926
2000-02-17,9.078021049499512
2000-02-18,8.72886848449707
2000-02-22,8.65127944946289
2000-02-23,8.534890174865723
2000-02-24,8.302122116088867
2000-02-25,8.127542495727539
2000-02-28,8.49609661102295
2000-02-29,8.554295539855957
2000-03-01,8.41850757598877
2000-03-02,8.457305908203125
2000-03-03,8.49609661102295
2000-03-06,8.515496253967285
2000-03-07,8.573685646057129
2000-03-08,8.534890174865723
2000-03-09,8.534890174865723
2000-03-10,8.515496253967285
2000-03-13,8.593085289001465
2000-03-14,8.573685646057129
2000-03-15,9.039227485656738
2000-03-16,9.621147155761719
2000-03-17,9.524162292480469
2000-03-20,9.524162292480469
2000-03-21,9.465972900390625
2000-03-22,9.116815567016602
2000-03-23,9.349581718444824
2000-03-24,9.078021049499512
2000-03-27,9.019827842712402
2000-03-28,8.884045600891113
2000-03-29,9.000432014465332
2000-03-30,9.039227485656738
2000-03-31,9.039227485656738
2000-04-03,9.000432014465332
2000-04-04,9.368982315063477
2000-04-05,9.252596855163574
2000-04-06,9.252596855163574
2000-04-07,9.213802337646484
2000-04-10,9.29139518737793
2000-04-11,9.407777786254883
2000-04-12,9.5047607421875
2000-04-13,9.912113189697266
2000-04-14,9.718138694763184
2000-04-17,9.912113189697266
2000-04-18,10.009099006652832
2000-04-19,10.086691856384277
2000-04-20,10.261266708374023
2000-04-24,10.784998893737793
2000-04-25,11.056564331054688
2000-04-26,11.386321067810059
2000-04-27,11.308730125427246
2000-04-28,10.920778274536133
2000-05-01,10.707408905029297
2000-05-02,10.455249786376953
2000-05-03,10.4358491897583
2000-05-04,10.649216651916504
2000-05-05,10.552230834960938
2000-05-08,10.707408905029297
2000-05-09,10.62982177734375
2000-05-10,10.746201515197754
2000-05-11,10.881989479064941
2000-05-12,10.726804733276367
2000-05-15,10.878955841064453
2000-05-16,10.60304069519043
2000-05-17,10.248290061950684
2000-05-18,10.32712173461914
2000-05-19,10.524203300476074
2000-05-22,10.6621675491333
2000-05-23,10.48478889465332
2000-05-24,10.504498481750488
2000-05-25,10.169453620910645
2000-05-26,10.248290061950684
2000-05-30,10.13003921508789
2000-05-31,10.287711143493652
2000-06-01,10.287711143493652
2000-06-02,10.169453620910645
2000-06-05,9.893539428710938
2000-06-06,10.03150463104248
2000-06-07,10.090627670288086
2000-06-08,10.13003921508789
2000-06-09,10.228578567504883
2000-06-12,10.39610481262207
2000-06-13,10.4453706741333
2000-06-14,10.07091999053955
2000-06-15,10.4453706741333
2000-06-16,10.228578567504883
2000-06-19,10.208876609802246
2000-06-20,10.03150463104248
2000-06-21,10.090627670288086
2000-06-22,9.952665328979492
2000-06-23,9.952665328979492
2000-06-26,9.99207878112793
2000-06-27,9.637336730957031
2000-06-28,9.863980293273926
2000-06-29,9.696459770202637
2000-06-30,9.341711044311523
2000-07-03,9.558499336242676
2000-07-05,9.735873222351074
2000-07-06,9.893539428710938
2000-07-07,9.972373962402344
2000-07-10,10.149751663208008
2000-07-11,10.149751663208008
2000-07-12,10.011789321899414
2000-07-13,10.110334396362305
2000-07-14,9.952665328979492
2000-07-17,9.972373962402344
2000-07-18,10.011789321899414
2000-07-19,10.208876609802246
2000-07-20,10.051207542419434
2000-07-21,9.952665328979492
2000-07-24,9.775288581848145
2000-07-25,9.814711570739746
2000-07-26,9.519084930419922
2000-07-27,9.617630004882812
2000-07-28,9.578206062316895
2000-07-31,9.558499336242676
2000-08-01,9.735873222351074
2000-08-02,9.755583763122559
2000-08-03,10.01672077178955
2000-08-04,10.208876609802246
2000-08-07,10.42566204071045
2000-08-08,10.60304069519043
2000-08-09,10.538986206054688
2000-08-10,10.470005989074707
2000-08-11,10.62767505645752
2000-08-14,10.677154541015625
2000-08-15,10.576995849609375
2000-08-16,10.341620445251465
2000-08-17,10.256482124328613
2000-08-18,10.35664176940918
2000-08-21,10.196381568908691
2000-08-22,10.136285781860352
2000-08-23,10.276510238647461
2000-08-24,10.016095161437988
2000-08-25,9.755671501159668
2000-08-28,9.935961723327637
2000-08-29,9.795738220214844
2000-08-30,10.096219062805176
2000-08-31,10.036124229431152
2000-09-01,10.001065254211426
2000-09-05,10.236445426940918
2000-09-06,10.496861457824707
2000-09-07,10.516894340515137
2000-09-08,11.007684707641602
2000-09-11,11.2030029296875
2000-09-12,11.137899398803711
2000-09-13,11.037734985351562
2000-09-14,10.897509574890137
2000-09-15,11.042744636535645
2000-09-18,10.832406044006348
2000-09-19,10.637086868286133
2000-09-20,10.556961059570312
2000-09-21,10.376670837402344
2000-09-22,10.516894340515137
2000-09-25,10.516894340515137
2000-09-26,10.897509574890137
2000-09-27,11.002674102783203
2000-09-28,10.917537689208984
2000-09-29,10.942581176757812
2000-10-02,11.117862701416016
2000-10-03,10.85744857788086
2000-10-04,10.597027778625488
2000-10-05,10.376670837402344
2000-10-06,10.35664176940918
