Date,VST
2016-10-05,11.353509902954102
2016-10-06,11.53663158416748
2016-10-07,11.646502494812012
2016-10-10,11.719751358032227
2016-10-11,11.97612190246582
2016-10-12,11.97612190246582
2016-10-13,11.792999267578125
2016-10-14,11.792999267578125
2016-10-17,11.792999267578125
2016-10-18,11.719751358032227
2016-10-19,11.71242904663086
2016-10-20,11.646502494812012
2016-10-21,11.500007629394531
2016-10-24,11.485358238220215
2016-10-25,11.412109375
2016-10-26,11.31688404083252
2016-10-27,11.13376235961914
2016-10-28,11.13376235961914
2016-10-31,11.13376235961914
2016-11-01,10.987269401550293
2016-11-02,9.961792945861816
2016-11-03,9.961792945861816
2016-11-04,10.254782676696777
2016-11-07,10.328032493591309
2016-11-08,10.401280403137207
2016-11-09,10.291407585144043
2016-11-10,10.423251152038574
2016-11-11,10.774846076965332
2016-11-14,10.547776222229004
2016-11-15,10.489179611206055
2016-11-16,10.328032493591309
2016-11-17,10.291407585144043
2016-11-18,10.328032493591309
2016-11-21,10.254782676696777
2016-11-22,10.291407585144043
2016-11-23,10.254782676696777
2016-11-25,10.254782676696777
2016-11-28,10.364655494689941
2016-11-29,10.071661949157715
2016-11-30,10.218159675598145
2016-12-01,10.225481986999512
2016-12-02,10.144913673400879
2016-12-05,10.58440113067627
2016-12-06,11.42676067352295
2016-12-07,11.353509902954102
2016-12-08,11.646502494812012
2016-12-09,12.01274585723877
2016-12-12,11.902871131896973
2016-12-13,11.888223648071289
2016-12-14,11.924848556518555
2016-12-15,12.121317863464355
2016-12-16,12.010268211364746
2016-12-19,12.155482292175293
2016-12-20,12.257991790771484
2016-12-21,12.257991790771484
2016-12-22,12.20673942565918
2016-12-23,12.287890434265137
2016-12-27,12.813232421875
2016-12-28,12.813232421875
2016-12-29,13.240340232849121
2016-12-30,13.240340232849121
2017-01-03,13.120750427246094
2017-01-04,13.7528657913208
2017-01-05,13.82974910736084
2017-01-06,13.838293075561523
2017-01-09,13.582024574279785
2017-01-10,13.53931713104248
2017-01-11,13.3855562210083
2017-01-12,13.667448043823242
2017-01-13,14.051844596862793
2017-01-17,14.393532752990723
2017-01-18,14.564372062683105
2017-01-19,14.419154167175293
2017-01-20,14.470410346984863
2017-01-23,14.478952407836914
2017-01-24,14.35081958770752
2017-01-25,14.308104515075684
2017-01-26,14.393532752990723
2017-01-27,14.291021347045898
2017-01-30,13.92370891571045
2017-01-31,13.846829414367676
2017-02-01,13.966421127319336
2017-02-02,13.915169715881348
2017-02-03,14.265398979187012
2017-02-06,14.649799346923828
2017-02-07,14.624168395996094
2017-02-08,14.735214233398438
2017-02-09,14.735214233398438
2017-02-10,15.333169937133789
2017-02-13,15.162318229675293
2017-02-14,15.119612693786621
2017-02-15,15.076902389526367
2017-02-16,14.863348960876465
2017-02-17,14.820636749267578
2017-02-21,14.632710456848145
2017-02-22,14.338008880615234
2017-02-23,13.92370891571045
2017-02-24,14.197060585021973
2017-02-27,13.812663078308105
2017-02-28,13.804121017456055
2017-03-01,13.92370891571045
2017-03-02,13.838293075561523
2017-03-03,13.889544486999512
2017-03-06,13.812663078308105
2017-03-07,13.7528657913208
2017-03-08,13.53931713104248
2017-03-09,13.163458824157715
2017-03-10,13.402637481689453
2017-03-13,13.855372428894043
2017-03-14,13.812663078308105
2017-03-15,13.787036895751953
2017-03-16,13.795578956604004
2017-03-17,13.735784530639648
2017-03-20,13.838293075561523
2017-03-21,13.667448043823242
2017-03-22,13.53931713104248
2017-03-23,13.436809539794922
2017-03-24,13.49660587310791
2017-03-27,13.53931713104248
2017-03-28,13.582024574279785
2017-03-29,13.880997657775879
2017-03-30,13.90662670135498
2017-03-31,13.92370891571045
2017-04-03,13.966421127319336
2017-04-04,14.086010932922363
2017-04-05,14.077472686767578
2017-04-06,14.01767635345459
2017-04-07,13.880997657775879
2017-04-10,13.880997657775879
2017-04-11,13.795578956604004
2017-04-12,13.667448043823242
2017-04-13,13.812663078308105
2017-04-17,13.65036392211914
2017-04-18,13.667448043823242
2017-04-19,13.49660587310791
2017-04-20,13.283051490783691
2017-04-21,12.984071731567383
2017-04-24,13.223254203796387
2017-04-25,13.19762897491455
2017-04-26,13.351387023925781
2017-04-27,13.001158714294434
2017-04-28,12.770520210266113
2017-05-01,12.796146392822266
2017-05-02,12.463003158569336
2017-05-03,12.548428535461426
2017-05-04,12.488632202148438
2017-05-05,12.83885669708252
2017-05-08,12.813232421875
2017-05-09,12.821772575378418
2017-05-10,12.941365242004395
