Date,DG
2010-03-16,21.65167236328125
2010-03-17,22.255020141601562
2010-03-18,21.755102157592773
2010-03-19,22.065401077270508
2010-03-22,21.55685806274414
2010-03-23,21.70339012145996
2010-03-24,21.763721466064453
2010-03-25,21.05693817138672
2010-03-26,21.53961753845215
2010-03-29,21.849912643432617
2010-03-30,22.22916603088379
2010-03-31,21.763721466064453
2010-04-01,21.996444702148438
2010-04-05,22.237781524658203
2010-04-06,23.280719757080078
2010-04-07,22.884227752685547
2010-04-08,22.849754333496094
2010-04-09,22.815279006958008
2010-04-12,22.617029190063477
2010-04-13,23.297958374023438
2010-04-14,23.72030258178711
2010-04-15,23.2721004486084
2010-04-16,24.651193618774414
2010-04-19,25.004575729370117
2010-04-20,24.349512100219727
2010-04-21,24.29779624938965
2010-04-22,25.45278549194336
2010-04-23,25.323486328125
2010-04-26,25.495874404907227
2010-04-27,24.98733901977539
2010-04-28,25.004575729370117
2010-04-29,25.10801124572754
2010-04-30,24.62533187866211
2010-05-03,25.01319694519043
2010-05-04,24.6856632232666
2010-05-05,24.582229614257812
2010-05-06,24.05645179748535
2010-05-07,23.435867309570312
2010-05-10,23.892688751220703
2010-05-11,24.11678695678711
2010-05-12,25.306249618530273
2010-05-13,25.37520408630371
2010-05-14,25.228679656982422
2010-05-17,25.383827209472656
2010-05-18,25.245922088623047
2010-05-19,25.59931755065918
2010-05-20,25.02181053161621
2010-05-21,25.470020294189453
2010-05-24,25.866504669189453
2010-05-25,26.383663177490234
2010-05-26,26.237133026123047
2010-05-27,26.409523010253906
2010-05-28,26.056133270263672
2010-06-01,26.32332992553711
2010-06-02,27.030120849609375
2010-06-03,26.461238861083984
2010-06-04,25.892366409301758
2010-06-07,25.19420623779297
2010-06-08,25.711362838745117
2010-06-09,25.857885360717773
2010-06-10,25.84065055847168
2010-06-11,25.832027435302734
2010-06-14,26.047513961791992
2010-06-15,25.857885360717773
2010-06-16,26.11646842956543
2010-06-17,25.771696090698242
2010-06-18,25.9871768951416
2010-06-21,25.53897476196289
2010-06-22,24.90114974975586
2010-06-23,25.10801124572754
2010-06-24,25.10801124572754
2010-06-25,25.064910888671875
2010-06-28,24.91838264465332
2010-06-29,24.470184326171875
2010-06-30,23.746158599853516
2010-07-01,24.24608039855957
2010-07-02,24.142642974853516
2010-07-06,24.134029388427734
2010-07-07,24.090932846069336
2010-07-08,23.815114974975586
2010-07-09,24.25469398498535
2010-07-12,23.677200317382812
2010-07-13,23.875450134277344
2010-07-14,24.3322696685791
2010-07-15,25.68549919128418
2010-07-16,25.07352638244629
2010-07-19,25.228679656982422
2010-07-20,25.444164276123047
2010-07-21,24.927001953125
2010-07-22,24.978715896606445
2010-07-23,25.31487464904785
2010-07-26,25.59069061279297
2010-07-27,25.306249618530273
2010-07-28,25.42691993713379
2010-07-29,24.754615783691406
2010-07-30,25.151105880737305
2010-08-02,25.4355411529541
2010-08-03,25.280393600463867
2010-08-04,25.944082260131836
2010-08-05,25.504497528076172
2010-08-06,25.37520408630371
2010-08-09,25.56483268737793
2010-08-10,25.297624588012695
2010-08-11,24.513280868530273
2010-08-12,24.995954513549805
2010-08-13,24.789094924926758
2010-08-16,25.064910888671875
2010-08-17,25.306249618530273
2010-08-18,25.33211898803711
2010-08-19,24.995954513549805
2010-08-20,25.37520408630371
2010-08-23,24.263320922851562
2010-08-24,24.151269912719727
2010-08-25,24.521896362304688
2010-08-26,24.56499481201172
2010-08-27,24.211605072021484
2010-08-30,23.599632263183594
2010-08-31,23.539304733276367
2010-09-01,24.151269912719727
2010-09-02,24.737377166748047
2010-09-03,24.15989112854004
2010-09-07,24.134029388427734
2010-09-08,23.858213424682617
2010-09-09,23.556529998779297
2010-09-10,23.65996551513672
2010-09-13,23.63411521911621
2010-09-14,23.616867065429688
2010-09-15,23.677200317382812
2010-09-16,23.858213424682617
2010-09-17,23.63411521911621
2010-09-20,23.961639404296875
2010-09-21,23.90130615234375
2010-09-22,23.849592208862305
2010-09-23,23.65996551513672
2010-09-24,24.3322696685791
2010-09-27,25.21143913269043
2010-09-28,25.65102767944336
2010-09-29,25.45278549194336
2010-09-30,25.21143913269043
2010-10-01,25.125253677368164
2010-10-04,24.944244384765625
2010-10-05,25.20282554626465
2010-10-06,25.65102767944336
2010-10-07,25.711362838745117
2010-10-08,25.857885360717773
2010-10-11,25.289012908935547
2010-10-12,24.832183837890625
2010-10-13,25.20282554626465
2010-10-14,24.995954513549805
2010-10-15,24.935617446899414
2010-10-18,25.289012908935547
2010-10-19,24.228839874267578
2010-10-20,24.220224380493164
2010-10-21,24.047826766967773
2010-10-22,24.306419372558594
2010-10-25,24.642568588256836
2010-10-26,24.409841537475586
2010-10-27,24.08230972290039
2010-10-28,24.08230972290039
2010-10-29,24.29779624938965
2010-11-01,24.08230972290039
2010-11-02,24.6856632232666
2010-11-03,24.60808753967285
2010-11-04,24.435710906982422
2010-11-05,24.134029388427734
2010-11-08,24.461565017700195
2010-11-09,24.63395118713379
2010-11-10,25.04767417907715
2010-11-11,25.582067489624023
2010-11-12,25.01319694519043
2010-11-15,24.892518997192383
2010-11-16,25.133874893188477
2010-11-17,25.607925415039062
2010-11-18,25.926841735839844
2010-11-19,26.685344696044922
2010-11-22,27.56450843811035
2010-11-23,28.68502426147461
2010-11-24,28.452293395996094
2010-11-26,28.21957015991211
2010-11-29,28.25405502319336
2010-11-30,28.305774688720703
2010-12-01,27.848953247070312
2010-12-02,27.52141571044922
2010-12-03,28.814302444458008
2010-12-06,26.711198806762695
2010-12-07,27.236974716186523
2010-12-08,26.581905364990234
2010-12-09,26.573293685913086
2010-12-10,26.780147552490234
2010-12-13,26.719816207885742
2010-12-14,26.288850784301758
2010-12-15,26.297468185424805
2010-12-16,26.461238861083984
2010-12-17,26.426759719848633
2010-12-20,26.711198806762695
2010-12-21,26.9783992767334
2010-12-22,26.79738998413086
2010-12-23,26.55605697631836
2010-12-27,26.400901794433594
2010-12-28,26.392284393310547
2010-12-29,26.53881072998047
2010-12-30,26.357805252075195
2010-12-31,26.435380935668945
2011-01-03,26.435380935668945
2011-01-04,26.32332992553711
2011-01-05,25.944082260131836
2011-01-06,25.68549919128418
2011-01-07,25.711362838745117
2011-01-10,25.857885360717773
2011-01-11,25.504497528076172
2011-01-12,25.392444610595703
2011-01-13,24.737377166748047
2011-01-14,25.392444610595703
2011-01-18,25.857885360717773
2011-01-19,25.280393600463867
2011-01-20,25.40968894958496
2011-01-21,25.349349975585938
2011-01-24,24.995954513549805
2011-01-25,24.737377166748047
2011-01-26,24.780473709106445
2011-01-27,24.711523056030273
2011-01-28,24.478801727294922
2011-01-31,23.970258712768555
2011-02-01,24.866668701171875
2011-02-02,23.815114974975586
2011-02-03,23.65996551513672
2011-02-04,23.677200317382812
2011-02-07,24.047826766967773
2011-02-08,24.134029388427734
2011-02-09,24.05645179748535
2011-02-10,23.832353591918945
2011-02-11,23.478960037231445
2011-02-14,23.142812728881836
2011-02-15,23.21177101135254
2011-02-16,25.547590255737305
2011-02-17,25.444164276123047
2011-02-18,25.21143913269043
2011-02-22,24.547754287719727
2011-02-23,24.108169555664062
2011-02-24,24.435710906982422
2011-02-25,24.134029388427734
2011-02-28,24.349512100219727
2011-03-01,24.3753662109375
2011-03-02,24.36675262451172
2011-03-03,24.11678695678711
2011-03-04,24.53913688659668
2011-03-07,24.047826766967773
2011-03-08,24.15989112854004
2011-03-09,24.134029388427734
2011-03-10,24.228839874267578
2011-03-11,24.84081268310547
2011-03-14,24.69428062438965
2011-03-15,24.892518997192383
2011-03-16,25.66826629638672
2011-03-17,25.64240074157715
2011-03-18,25.728593826293945
2011-03-21,26.185420989990234
2011-03-22,26.581905364990234
2011-03-23,26.383663177490234
2011-03-24,26.918058395385742
2011-03-25,27.19388198852539
2011-03-28,27.142162322998047
2011-03-29,26.306087493896484
2011-03-30,27.185258865356445
2011-03-31,27.021495819091797
2011-04-01,27.19388198852539
2011-04-04,27.236974716186523
2011-04-05,27.779983520507812
2011-04-06,27.8834171295166
2011-04-07,28.021326065063477
2011-04-08,27.426605224609375
2011-04-11,27.262832641601562
2011-04-12,27.417978286743164
2011-04-13,27.349021911621094
2011-04-14,27.107685089111328
2011-04-15,27.142162322998047
2011-04-18,27.142162322998047
2011-04-19,27.030120849609375
2011-04-20,26.719816207885742
2011-04-21,26.866344451904297
2011-04-25,27.547271728515625
2011-04-26,27.754138946533203
2011-04-27,28.340248107910156
2011-04-28,28.486774444580078
2011-04-29,28.090288162231445
2011-05-02,28.495384216308594
2011-05-03,28.598819732666016
2011-05-04,28.20233726501465
2011-05-05,28.021326065063477
2011-05-06,28.400583267211914
2011-05-09,28.452293395996094
2011-05-10,28.521251678466797
2011-05-11,28.805688858032227
2011-05-12,29.05564308166504
2011-05-13,28.77982521057129
2011-05-16,28.86602020263672
2011-05-17,28.978071212768555
2011-05-18,29.35732078552246
2011-05-19,28.969457626342773
2011-05-20,28.98668670654297
2011-05-23,28.35748291015625
2011-05-24,28.228199005126953
2011-05-25,28.581584930419922
2011-05-26,29.210798263549805
2011-05-27,29.874479293823242
2011-05-31,30.22787094116211
2011-06-01,27.417978286743164
2011-06-02,27.55589485168457
2011-06-03,27.44383430480957
2011-06-06,27.79722785949707
2011-06-07,27.952377319335938
2011-06-08,27.848953247070312
2011-06-09,28.18509292602539
2011-06-10,28.07304573059082
2011-06-13,28.460912704467773
2011-06-14,28.83154296875
2011-06-15,28.753969192504883
2011-06-16,28.598819732666016
2011-06-17,29.210798263549805
2011-06-20,29.53832244873047
2011-06-21,29.65037727355957
2011-06-22,29.288366317749023
2011-06-23,28.934978485107422
2011-06-24,28.822919845581055
2011-06-27,28.521251678466797
2011-06-28,28.84016227722168
2011-06-29,28.805688858032227
2011-06-30,29.210798263549805
2011-07-01,29.305601119995117
2011-07-05,29.383176803588867
2011-07-06,29.391799926757812
2011-07-07,29.417654037475586
2011-07-08,29.18494415283203
2011-07-11,28.68502426147461
2011-07-12,28.676395416259766
2011-07-13,28.74535369873047
2011-07-14,28.753969192504883
2011-07-15,28.624679565429688
2011-07-18,28.495384216308594
2011-07-19,29.15046501159668
2011-07-20,28.63330078125
2011-07-21,28.79707145690918
2011-07-22,28.616069793701172
2011-07-25,27.995468139648438
2011-07-26,28.012712478637695
2011-07-27,27.357641220092773
2011-07-28,27.150789260864258
2011-07-29,27.116302490234375
2011-08-01,26.840490341186523
2011-08-02,26.306087493896484
2011-08-03,26.76291275024414
2011-08-04,26.202659606933594
2011-08-05,26.54743194580078
2011-08-08,26.254371643066406
2011-08-09,27.27145004272461
2011-08-10,26.53019142150879
2011-08-11,27.254215240478516
2011-08-12,27.28868865966797
2011-08-15,27.745512008666992
2011-08-16,29.12459945678711
2011-08-17,28.245426177978516
2011-08-18,28.055810928344727
2011-08-19,27.65070343017578
2011-08-22,27.530038833618164
2011-08-23,27.926517486572266
2011-08-24,28.305774688720703
2011-08-25,27.779983520507812
2011-08-26,28.055810928344727
2011-08-29,29.12459945678711
2011-08-30,30.822593688964844
2011-08-31,31.546627044677734
2011-09-01,31.00360107421875
2011-09-02,31.0811824798584
2011-09-06,31.417335510253906
2011-09-07,32.00345230102539
2011-09-08,30.167526245117188
2011-09-09,29.995147705078125
2011-09-12,30.80536460876465
2011-09-13,31.07255744934082
2011-09-14,31.90001106262207
2011-09-15,32.227542877197266
2011-09-16,32.81365966796875
2011-09-19,32.66713333129883
2011-09-20,32.45165252685547
2011-09-21,31.96035385131836
2011-09-22,31.0380802154541
2011-09-23,31.503536224365234
2011-09-26,31.96035385131836
2011-09-27,32.16720962524414
2011-09-28,32.56369400024414
2011-09-29,32.51197814941406
2011-09-30,32.54646301269531
2011-10-03,31.736249923706055
2011-10-04,32.08102798461914
2011-10-05,32.50336456298828
2011-10-06,32.64988708496094
2011-10-07,32.58094024658203
2011-10-10,33.14118194580078
2011-10-11,33.67559051513672
2011-10-12,33.57217025756836
2011-10-13,33.468727111816406
2011-10-14,33.899688720703125
2011-10-17,33.89106369018555
2011-10-18,34.51164627075195
2011-10-19,34.408233642578125
2011-10-20,34.261695861816406
2011-10-21,34.47719192504883
2011-10-24,34.485801696777344
2011-10-25,34.78746795654297
2011-10-26,34.36513137817383
2011-10-27,34.2789421081543
2011-10-28,33.58940124511719
2011-10-31,34.18412780761719
2011-11-01,33.69282913208008
2011-11-02,33.7703971862793
2011-11-03,33.546295166015625
2011-11-04,33.839351654052734
2011-11-07,33.78763961791992
2011-11-08,34.00312805175781
2011-11-09,33.365299224853516
2011-11-10,33.58078384399414
2011-11-11,34.35651779174805
2011-11-14,34.23583984375
2011-11-15,34.727149963378906
2011-11-16,34.020355224609375
2011-11-17,33.666969299316406
2011-11-18,34.22723388671875
2011-11-21,33.813499450683594
2011-11-22,33.95140075683594
2011-11-23,33.55491638183594
2011-11-25,33.02914047241211
2011-11-28,33.35668182373047
2011-11-29,34.416847229003906
2011-11-30,34.96847152709961
2011-12-01,34.55475616455078
2011-12-02,34.42546081542969
2011-12-05,34.97710418701172
2011-12-06,34.15828323364258
2011-12-07,34.020355224609375
2011-12-08,34.46855163574219
2011-12-09,34.85643768310547
2011-12-12,35.61492919921875
2011-12-13,35.72697448730469
2011-12-14,35.28739547729492
2011-12-15,35.261539459228516
2011-12-16,35.35635757446289
2011-12-19,34.882293701171875
2011-12-20,35.218441009521484
2011-12-21,35.097782135009766
2011-12-22,35.296016693115234
2011-12-23,35.528743743896484
2011-12-27,35.75283432006836
2011-12-28,35.72697448730469
2011-12-29,35.61492919921875
2011-12-30,35.45977783203125
2012-01-03,35.40806579589844
2012-01-04,35.64939498901367
2012-01-05,35.64939498901367
2012-01-06,35.227073669433594
2012-01-09,35.20981979370117
2012-01-10,34.90815734863281
2012-01-11,34.8305778503418
2012-01-12,34.79608917236328
2012-01-13,35.33911895751953
2012-01-17,35.66664505004883
2012-01-18,35.70974349975586
2012-01-19,35.528743743896484
2012-01-20,35.30462646484375
2012-01-23,35.58908462524414
2012-01-24,36.045894622802734
2012-01-25,36.804405212402344
2012-01-26,36.56304168701172
2012-01-27,36.278621673583984
2012-01-30,36.459625244140625
2012-01-31,36.72682571411133
2012-02-01,36.47685623168945
2012-02-02,36.459625244140625
2012-02-03,36.14933776855469
2012-02-06,36.218284606933594
2012-02-07,36.5544319152832
2012-02-08,36.43376922607422
2012-02-09,36.77853775024414
2012-02-10,36.9681510925293
2012-02-13,35.99418258666992
2012-02-14,36.623390197753906
2012-02-15,36.43376922607422
2012-02-16,36.14933776855469
2012-02-17,36.52858352661133
2012-02-21,36.31308364868164
2012-02-22,35.66664505004883
2012-02-23,36.321712493896484
2012-02-24,35.916603088378906
2012-02-27,35.8907470703125
2012-02-28,36.450992584228516
2012-02-29,36.25275802612305
2012-03-01,37.07158660888672
2012-03-02,36.86471939086914
2012-03-05,37.235355377197266
2012-03-06,36.81300735473633
2012-03-07,36.675113677978516
2012-03-08,37.39051055908203
2012-03-09,38.10590362548828
2012-03-12,37.588741302490234
2012-03-13,37.804229736328125
2012-03-14,38.32139587402344
2012-03-15,38.89889144897461
2012-03-16,38.51961898803711
2012-03-19,38.571346282958984
2012-03-20,39.0023193359375
2012-03-21,38.571346282958984
2012-03-22,39.7694206237793
2012-03-23,40.622745513916016
2012-03-26,40.73479461669922
2012-03-27,39.43328094482422
2012-03-28,39.648765563964844
2012-03-29,39.88148880004883
2012-03-30,39.821144104003906
2012-04-02,40.3038215637207
2012-04-03,40.51068115234375
2012-04-04,40.37277603149414
2012-04-05,40.7003288269043
2012-04-09,40.11419677734375
2012-04-10,39.21779251098633
2012-04-11,39.528099060058594
2012-04-12,40.191768646240234
2012-04-13,39.907325744628906
2012-04-16,39.5539436340332
2012-04-17,40.12282943725586
2012-04-18,40.407264709472656
2012-04-19,40.20038986206055
2012-04-20,40.45035171508789
2012-04-23,40.07973098754883
2012-04-24,39.38155746459961
2012-04-25,39.907325744628906
2012-04-26,40.86408233642578
2012-04-27,41.18300247192383
2012-04-30,40.90717315673828
2012-05-01,41.20023727416992
2012-05-02,41.53638458251953
2012-05-03,41.44157409667969
2012-05-04,40.99338150024414
2012-05-07,41.553619384765625
2012-05-08,40.59687423706055
2012-05-09,40.37277603149414
2012-05-10,40.46759033203125
2012-05-11,40.65720748901367
2012-05-14,40.35554885864258
2012-05-15,40.51068115234375
2012-05-16,41.03646469116211
2012-05-17,39.6401481628418
2012-05-18,39.34709167480469
2012-05-21,39.95044708251953
2012-05-22,39.56258010864258
2012-05-23,40.42448806762695
2012-05-24,41.070945739746094
2012-05-25,41.0106086730957
2012-05-29,41.42433547973633
2012-05-30,41.85530471801758
2012-05-31,42.1569709777832
2012-06-01,41.90701675415039
2012-06-04,41.79496383666992
2012-06-05,40.3038215637207
2012-06-06,41.97596740722656
2012-06-07,42.217315673828125
2012-06-08,43.346431732177734
2012-06-11,43.25163269042969
2012-06-12,43.38092041015625
2012-06-13,43.25163269042969
2012-06-14,43.5705451965332
2012-06-15,44.98410415649414
2012-06-18,44.501426696777344
2012-06-19,44.992733001708984
2012-06-20,45.33747863769531
2012-06-21,45.14787292480469
2012-06-22,45.33747863769531
2012-06-25,45.84603500366211
2012-06-26,47.36302947998047
2012-06-27,46.561439514160156
2012-06-28,46.31148147583008
2012-06-29,46.88034439086914
2012-07-02,47.17341232299805
2012-07-03,46.33733367919922
2012-07-05,46.79416275024414
2012-07-06,47.0527458190918
2012-07-09,47.28544616699219
2012-07-10,47.92327880859375
2012-07-11,47.33719253540039
2012-07-12,46.5442008972168
2012-07-13,47.00102233886719
2012-07-16,47.06996536254883
2012-07-17,47.45784378051758
2012-07-18,46.320098876953125
2012-07-19,45.0703010559082
2012-07-20,45.1133918762207
2012-07-23,45.096153259277344
2012-07-24,45.23405838012695
2012-07-25,44.208370208740234
2012-07-26,44.19975662231445
2012-07-27,43.94977951049805
2012-07-30,43.915313720703125
2012-07-31,43.967018127441406
2012-08-01,44.0101203918457
2012-08-02,44.36350631713867
2012-08-03,44.7341423034668
2012-08-06,44.423858642578125
2012-08-07,45.440921783447266
2012-08-08,44.90653610229492
2012-08-09,44.26008224487305
2012-08-10,44.62210464477539
2012-08-13,45.285770416259766
2012-08-14,45.0875358581543
2012-08-15,44.61349105834961
2012-08-16,44.14802551269531
2012-08-17,44.26008224487305
2012-08-20,43.77740478515625
2012-08-21,43.760154724121094
2012-08-22,43.561920166015625
2012-08-23,42.846519470214844
2012-08-24,42.80343246459961
2012-08-27,42.105255126953125
2012-08-28,42.07939529418945
2012-08-29,41.83805847167969
2012-08-30,43.15681457519531
2012-08-31,44.01874542236328
2012-09-04,43.66536331176758
2012-09-05,44.0101203918457
2012-09-06,43.64811325073242
2012-09-07,42.967193603515625
2012-09-10,42.20869064331055
2012-09-11,42.08802032470703
2012-09-12,42.855140686035156
2012-09-13,43.73430252075195
2012-09-14,43.23438262939453
2012-09-17,43.19129180908203
2012-09-18,43.311954498291016
2012-09-19,44.11356735229492
2012-09-20,45.20819854736328
2012-09-21,45.630558013916016
2012-09-24,45.25992202758789
2012-09-25,45.42369079589844
2012-09-26,45.56159591674805
2012-09-27,44.820335388183594
2012-09-28,44.423858642578125
2012-10-01,44.484188079833984
2012-10-02,44.43246841430664
2012-10-03,44.43246841430664
2012-10-04,44.88066864013672
2012-10-05,44.553138732910156
2012-10-08,44.00149917602539
2012-10-09,43.27748489379883
2012-10-10,43.49296569824219
2012-10-11,42.725860595703125
2012-10-12,42.45003890991211
2012-10-15,42.51899337768555
2012-10-16,43.346431732177734
2012-10-17,41.579490661621094
2012-10-18,40.760658264160156
2012-10-19,40.65720748901367
2012-10-22,40.46759033203125
2012-10-23,40.605499267578125
2012-10-24,40.7003288269043
2012-10-25,40.76926803588867
2012-10-26,41.0537109375
2012-10-31,41.90701675415039
2012-11-01,41.80358123779297
2012-11-02,41.17437744140625
2012-11-05,41.139888763427734
2012-11-06,41.37261962890625
2012-11-07,41.35537338256836
2012-11-08,41.476051330566406
2012-11-09,40.5020751953125
2012-11-12,40.26073455810547
2012-11-13,40.165916442871094
2012-11-14,40.665836334228516
2012-11-15,41.33814239501953
2012-11-16,41.97596740722656
2012-11-19,41.7777214050293
2012-11-20,41.01923751831055
2012-11-21,41.37261962890625
2012-11-23,42.587947845458984
2012-11-26,42.50174331665039
2012-11-27,42.674137115478516
2012-11-28,42.73446273803711
2012-11-29,42.9758186340332
2012-11-30,43.09648513793945
2012-12-03,42.02769088745117
2012-12-04,41.320884704589844
2012-12-05,40.165916442871094
2012-12-06,40.01940155029297
2012-12-07,40.338314056396484
2012-12-10,40.140052795410156
2012-12-11,37.011260986328125
2012-12-12,38.26105499267578
2012-12-13,38.74372863769531
2012-12-14,37.77838134765625
2012-12-17,38.036956787109375
2012-12-18,38.097286224365234
2012-12-19,37.3043098449707
2012-12-20,37.8990364074707
2012-12-21,37.605995178222656
2012-12-24,37.459468841552734
2012-12-26,37.01987075805664
2012-12-27,37.166404724121094
2012-12-28,36.804405212402344
2012-12-31,38.00248718261719
2013-01-02,36.99401092529297
2013-01-03,36.48548126220703
2013-01-04,38.442054748535156
2013-01-07,37.683570861816406
2013-01-08,37.37327194213867
2013-01-09,37.05436325073242
2013-01-10,37.39051055908203
2013-01-11,37.35602569580078
2013-01-14,37.08021545410156
2013-01-15,38.47653579711914
2013-01-16,38.46792221069336
2013-01-17,38.65753936767578
2013-01-18,38.48515319824219
2013-01-22,38.76097869873047
2013-01-23,38.838558197021484
2013-01-24,39.967681884765625
2013-01-25,40.37277603149414
2013-01-28,40.51068115234375
2013-01-29,40.64860534667969
2013-01-30,40.31244659423828
2013-01-31,39.83837890625
2013-02-01,39.89009094238281
2013-02-04,39.235042572021484
2013-02-05,39.25227737426758
2013-02-06,39.69184875488281
2013-02-07,39.131595611572266
2013-02-08,39.648765563964844
2013-02-11,39.43328094482422
2013-02-12,38.82132339477539
2013-02-13,38.26105499267578
2013-02-14,38.81267166137695
2013-02-15,38.243812561035156
2013-02-19,37.890419006347656
2013-02-20,37.752525329589844
2013-02-21,39.22642135620117
2013-02-22,39.67462158203125
2013-02-25,39.17469024658203
2013-02-26,38.74372863769531
2013-02-27,40.13143539428711
2013-02-28,39.941829681396484
2013-03-01,41.001983642578125
2013-03-04,41.932891845703125
2013-03-05,42.16559600830078
2013-03-06,41.54500961303711
2013-03-07,40.90717315673828
2013-03-08,41.191612243652344
2013-03-11,40.9244270324707
2013-03-12,41.165748596191406
2013-03-13,41.39847946166992
2013-03-14,42.03630828857422
2013-03-15,41.52776336669922
2013-03-18,41.46743392944336
2013-03-19,41.17437744140625
2013-03-20,42.915489196777344
2013-03-21,42.93271255493164
2013-03-22,43.15681457519531
2013-03-25,44.027374267578125
2013-03-26,45.00996017456055
2013-03-27,43.915313720703125
2013-03-28,43.59639358520508
2013-04-01,43.63087463378906
2013-04-02,43.561920166015625
2013-04-03,43.199913024902344
2013-04-04,43.72568130493164
2013-04-05,43.44124984741211
2013-04-08,43.40678024291992
2013-04-09,42.967193603515625
2013-04-10,43.3033447265625
2013-04-11,43.337806701660156
2013-04-12,43.36366653442383
2013-04-15,43.010284423828125
2013-04-16,43.50157928466797
2013-04-17,44.7341423034668
2013-04-18,44.21698760986328
2013-04-19,44.665199279785156
2013-04-22,44.501426696777344
2013-04-23,44.94963073730469
2013-04-24,44.89792251586914
2013-04-25,45.43231964111328
2013-04-26,45.535736083984375
2013-04-29,44.975486755371094
2013-04-30,44.89792251586914
2013-05-01,44.84619903564453
2013-05-02,45.156497955322266
2013-05-03,45.24268341064453
2013-05-06,46.18218994140625
2013-05-07,46.06151580810547
2013-05-08,46.04426574707031
2013-05-09,45.40645980834961
2013-05-10,45.509883880615234
2013-05-13,45.32888412475586
2013-05-14,45.50125503540039
2013-05-15,45.95808792114258
2013-05-16,45.90636444091797
2013-05-17,46.61315155029297
2013-05-20,46.40628433227539
2013-05-21,46.94929885864258
2013-05-22,46.42354202270508
2013-05-23,46.932064056396484
2013-05-24,46.90621566772461
2013-05-28,46.95792007446289
2013-05-29,46.483863830566406
2013-05-30,46.25975799560547
2013-05-31,45.509883880615234
2013-06-03,46.15633010864258
2013-06-04,41.92424774169922
2013-06-05,43.26023864746094
2013-06-06,44.23421859741211
2013-06-07,44.035987854003906
2013-06-10,43.398162841796875
2013-06-11,44.535888671875
2013-06-12,44.035987854003906
2013-06-13,44.130802154541016
2013-06-14,44.11356735229492
2013-06-17,44.07046127319336
2013-06-18,45.0703010559082
2013-06-19,44.24285125732422
2013-06-20,42.9930534362793
2013-06-21,43.27748489379883
2013-06-24,43.09648513793945
2013-06-25,43.536067962646484
2013-06-26,44.104942321777344
2013-06-27,44.510040283203125
2013-06-28,43.46710968017578
2013-07-01,45.190975189208984
2013-07-02,44.26871109008789
2013-07-03,44.053226470947266
2013-07-05,44.8289680480957
2013-07-08,44.92377471923828
2013-07-09,44.64794921875
2013-07-10,47.21649932861328
2013-07-11,47.96638488769531
2013-07-12,46.345951080322266
2013-07-15,46.50971221923828
2013-07-16,46.458003997802734
2013-07-17,46.242530822753906
2013-07-18,46.070133209228516
2013-07-19,45.94084548950195
2013-07-22,46.14771270751953
2013-07-23,46.3890495300293
2013-07-24,46.7424430847168
2013-07-25,46.7424430847168
2013-07-26,46.354557037353516
2013-07-29,46.69934844970703
2013-07-30,46.595916748046875
2013-07-31,47.12169647216797
