Date,EME
2001-03-20,6.985926151275635
2001-03-21,7.184206962585449
2001-03-22,7.145010471343994
2001-03-23,7.03434419631958
2001-03-26,6.916759014129639
2001-03-27,6.905231475830078
2001-03-28,6.813005447387695
2001-03-29,6.9974541664123535
2001-03-30,7.062010288238525
2001-04-02,7.251068115234375
2001-04-03,6.896007537841797
2001-04-04,7.308707237243652
2001-04-05,7.394014358520508
2001-04-06,7.317930221557617
2001-04-09,7.377874374389648
2001-04-10,7.3870978355407715
2001-04-11,7.463181972503662
2001-04-12,7.885104656219482
2001-04-16,8.094910621643066
2001-04-17,8.28397274017334
2001-04-18,8.150248527526855
2001-04-19,8.196361541748047
2001-04-20,8.08338451385498
2001-04-23,8.060331344604492
2001-04-24,8.124887466430664
2001-04-25,8.1364107131958
2001-04-26,8.210192680358887
2001-04-27,8.300108909606934
2001-04-30,8.173299789428711
2001-05-01,8.265528678894043
2001-05-02,8.104134559631348
2001-05-03,8.104134559631348
2001-05-04,8.101827621459961
2001-05-07,8.1986665725708
2001-05-08,8.219414710998535
2001-05-09,8.622891426086426
2001-05-10,9.187761306762695
2001-05-11,9.137040138244629
2001-05-14,9.095539093017578
2001-05-15,9.199289321899414
2001-05-16,9.17623233795166
2001-05-17,9.199289321899414
2001-05-18,9.236176490783691
2001-05-21,9.821793556213379
2001-05-22,10.08693790435791
2001-05-23,9.937077522277832
2001-05-24,10.363609313964844
2001-05-25,10.167633056640625
2001-05-29,10.363609313964844
2001-05-30,10.14458179473877
2001-05-31,10.20221996307373
2001-06-01,10.377443313598633
2001-06-04,10.42125415802002
2001-06-05,10.501945495605469
2001-06-06,10.513473510742188
2001-06-07,10.398194313049316
2001-06-08,10.213747024536133
2001-06-11,10.05235481262207
2001-06-12,9.736488342285156
2001-06-13,9.8563814163208
2001-06-14,9.531295776367188
2001-06-15,8.657475471496582
2001-06-18,8.991787910461426
2001-06-19,8.989479064941406
2001-06-20,8.878808975219727
2001-06-21,8.586002349853516
2001-06-22,8.49608325958252
2001-06-25,8.265528678894043
2001-06-26,8.323165893554688
2001-06-27,8.360054969787598
2001-06-28,8.346220970153809
2001-06-29,8.334691047668457
2001-07-02,8.369277954101562
2001-07-03,8.876502990722656
2001-07-05,8.890339851379395
2001-07-06,8.841920852661133
2001-07-09,9.127814292907715
2001-07-10,9.314569473266602
2001-07-11,9.33762264251709
2001-07-12,9.752628326416016
2001-07-13,9.812575340270996
2001-07-16,9.867911338806152
2001-07-17,10.029300689697266
2001-07-18,9.789517402648926
2001-07-19,9.821793556213379
2001-07-20,9.886357307434082
2001-07-23,10.006242752075195
2001-07-24,9.450596809387207
2001-07-25,9.48748779296875
2001-07-26,9.671935081481934
2001-07-27,9.68345832824707
2001-07-30,10.248332977294922
2001-07-31,10.024688720703125
2001-08-01,10.213747024536133
2001-08-02,9.914023399353027
2001-08-03,9.648873329162598
2001-08-06,9.17623233795166
2001-08-07,9.231565475463867
2001-08-08,9.602766990661621
2001-08-09,9.937077522277832
2001-08-10,9.8563814163208
2001-08-13,9.674240112304688
2001-08-14,9.441373825073242
2001-08-15,9.2223482131958
2001-08-16,9.614296913146973
2001-08-17,9.591238021850586
2001-08-20,9.669629096984863
2001-08-21,9.441373825073242
2001-08-22,9.279980659484863
2001-08-23,9.416013717651367
2001-08-24,9.429851531982422
2001-08-27,9.395265579223633
2001-08-28,9.217735290527344
2001-08-29,8.825783729553223
2001-08-30,8.507615089416504
2001-08-31,8.989479064941406
2001-09-04,8.980255126953125
2001-09-05,8.945672035217285
2001-09-06,8.71511459350586
2001-09-07,8.530669212341309
2001-09-10,8.355443000793457
2001-09-17,8.484557151794434
2001-09-18,8.449972152709961
2001-09-19,7.908158779144287
2001-09-20,7.723716735839844
2001-09-21,7.354820251464844
2001-09-24,7.470099449157715
2001-09-25,7.308707237243652
2001-09-26,7.170372486114502
2001-09-27,7.204956531524658
2001-09-28,7.354820251464844
2001-10-01,7.608435153961182
2001-10-02,7.988856315612793
2001-10-03,8.323165893554688
2001-10-04,8.369277954101562
2001-10-05,8.373894691467285
2001-10-08,8.530669212341309
2001-10-09,8.645949363708496
2001-10-10,9.06095027923584
2001-10-11,8.931842803955078
2001-10-12,8.542201042175293
2001-10-15,8.519145011901855
2001-10-16,8.717423439025879
2001-10-17,8.49608325958252
2001-10-18,8.553726196289062
2001-10-19,8.58830738067627
2001-10-22,8.685137748718262
2001-10-23,8.841920852661133
2001-10-24,8.73817253112793
2001-10-25,8.756617546081543
2001-10-26,8.991787910461426
2001-10-29,8.853448867797852
2001-10-30,8.452278137207031
2001-10-31,9.019451141357422
2001-11-01,9.130123138427734
2001-11-02,9.268452644348145
2001-11-05,9.220044136047363
2001-11-06,9.256929397583008
2001-11-07,9.33762264251709
2001-11-08,9.24539852142334
2001-11-09,9.406794548034668
2001-11-12,9.383736610412598
2001-11-13,9.499018669128418
2001-11-14,9.556654930114746
2001-11-15,9.718046188354492
2001-11-16,9.547431945800781
2001-11-19,9.835628509521484
2001-11-20,9.77568531036377
2001-11-21,9.82871150970459
2001-11-23,9.91171646118164
2001-11-26,10.03160572052002
2001-11-27,10.006242752075195
2001-11-28,9.973965644836426
2001-11-29,10.1215238571167
2001-11-30,10.47889232635498
2001-12-03,10.305971145629883
2001-12-04,10.52269458770752
2001-12-05,10.817808151245117
2001-12-06,10.969979286193848
2001-12-07,10.951530456542969
2001-12-10,11.101398468017578
2001-12-11,10.850088119506836
2001-12-12,9.867911338806152
2001-12-13,10.179159164428711
2001-12-14,9.614296913146973
2001-12-17,9.616599082946777
2001-12-18,9.92555046081543
2001-12-19,10.49041748046875
2001-12-20,10.27138614654541
2001-12-21,10.305971145629883
2001-12-24,10.467358589172363
2001-12-26,10.654112815856934
2001-12-27,10.716363906860352
2001-12-28,10.45583438873291
2001-12-31,10.467358589172363
2002-01-02,10.686389923095703
2002-01-03,10.605696678161621
2002-01-04,10.601085662841797
2002-01-07,10.65180778503418
2002-01-08,10.81319808959961
2002-01-09,10.843171119689941
2002-01-10,10.916948318481445
2002-01-11,10.614917755126953
2002-01-14,10.73250961303711
2002-01-15,10.619529724121094
2002-01-16,10.525004386901855
2002-01-17,10.605696678161621
2002-01-18,10.617222785949707
2002-01-22,10.67025089263916
2002-01-23,10.697920799255371
2002-01-24,10.755558967590332
2002-01-25,10.859313011169434
2002-01-28,11.106009483337402
2002-01-29,10.940009117126465
2002-01-30,10.951530456542969
2002-01-31,11.020703315734863
2002-02-01,11.043754577636719
2002-02-04,10.974590301513672
2002-02-05,10.896200180053711
2002-02-06,10.686389923095703
2002-02-07,10.37975025177002
2002-02-08,10.179159164428711
2002-02-11,10.30366325378418
2002-02-12,11.101398468017578
2002-02-13,11.504871368408203
2002-02-14,11.405735969543457
2002-02-15,11.42418098449707
2002-02-19,11.481815338134766
2002-02-20,11.740044593811035
2002-02-21,11.629377365112305
2002-02-22,11.514098167419434
2002-02-25,11.592486381530762
2002-02-26,11.885293960571289
2002-02-27,12.185020446777344
2002-02-28,12.171187400817871
2002-03-01,12.251884460449219
2002-03-04,12.427108764648438
2002-03-05,12.268023490905762
2002-03-06,12.438638687133789
2002-03-07,12.410975456237793
2002-03-08,12.678420066833496
2002-03-11,12.80522632598877
2002-03-12,12.715311050415039
2002-03-13,12.4962739944458
2002-03-14,12.925116539001465
2002-03-15,13.3770112991333
2002-03-18,13.478459358215332
2002-03-19,13.692878723144531
2002-03-20,13.60295581817627
2002-03-21,13.69517993927002
2002-03-22,13.60295581817627
2002-03-25,13.305536270141602
2002-03-26,13.211008071899414
2002-03-27,13.351648330688477
2002-03-28,13.372398376464844
2002-04-01,13.199481964111328
2002-04-02,13.146452903747559
2002-04-03,13.169509887695312
2002-04-04,13.102643013000488
2002-04-05,13.220227241516113
2002-04-08,13.367788314819336
2002-04-09,13.637545585632324
2002-04-10,14.28079891204834
2002-04-11,14.306161880493164
2002-04-12,14.271577835083008
2002-04-15,14.363801956176758
2002-04-16,14.456023216247559
2002-04-17,14.525192260742188
2002-04-18,14.585136413574219
2002-04-19,14.557475090026855
2002-04-22,14.2369966506958
2002-04-23,13.937265396118164
2002-04-24,14.202411651611328
2002-04-25,14.160910606384277
2002-04-26,13.951102256774902
2002-04-29,13.937265396118164
2002-04-30,14.029488563537598
2002-05-01,14.30385684967041
2002-05-02,14.663529396057129
2002-05-03,14.589746475219727
2002-05-06,14.333828926086426
2002-05-07,14.077908515930176
2002-05-08,14.271577835083008
2002-05-09,14.200105667114258
2002-05-10,13.907294273376465
2002-05-13,13.80123519897461
2002-05-14,14.156302452087402
2002-05-15,14.114799499511719
2002-05-16,14.054854393005371
2002-05-17,14.287721633911133
2002-05-20,14.013352394104004
2002-05-21,13.360873222351074
2002-05-22,13.568376541137695
2002-05-23,13.639845848083496
2002-05-24,13.685957908630371
2002-05-28,13.492290496826172
2002-05-29,12.968925476074219
2002-05-30,12.576972961425781
2002-05-31,13.019646644592285
2002-06-03,12.653056144714355
2002-06-04,12.413273811340332
2002-06-05,12.392526626586914
2002-06-06,12.288773536682129
2002-06-07,12.438638687133789
2002-06-10,12.33488655090332
2002-06-11,12.438638687133789
2002-06-12,12.484749794006348
2002-06-13,12.231134414672852
2002-06-14,12.300300598144531
2002-06-17,12.94817066192627
2002-06-18,12.816753387451172
2002-06-19,12.793696403503418
2002-06-20,13.04731273651123
2002-06-21,13.11878490447998
2002-06-24,13.04731273651123
2002-06-25,13.026561737060547
2002-06-26,13.003507614135742
2002-06-27,13.003507614135742
2002-06-28,13.533793449401855
2002-07-01,13.651373863220215
2002-07-02,13.038090705871582
2002-07-03,12.865171432495117
2002-07-05,13.280179023742676
2002-07-08,13.277867317199707
2002-07-09,13.139537811279297
2002-07-10,12.763724327087402
2002-07-11,12.03515911102295
2002-07-12,11.989045143127441
2002-07-15,11.758489608764648
2002-07-16,11.05528450012207
2002-07-17,11.066813468933105
2002-07-18,11.338871955871582
2002-07-19,11.297369003295898
2002-07-22,10.704833030700684
2002-07-23,10.582642555236816
2002-07-24,11.209757804870605
2002-07-25,11.758489608764648
2002-07-26,12.067441940307617
2002-07-29,12.484749794006348
2002-07-30,12.68072509765625
2002-07-31,12.33488655090332
2002-08-01,12.450170516967773
2002-08-02,11.816130638122559
2002-08-05,11.331952095031738
2002-08-06,11.677796363830566
2002-08-07,11.698542594909668
2002-08-08,11.712374687194824
2002-08-09,12.221909523010254
2002-08-12,12.279550552368164
2002-08-13,12.009795188903809
2002-08-14,12.26572036743164
2002-08-15,12.404054641723633
2002-08-16,12.468606948852539
2002-08-19,12.676114082336426
2002-08-20,12.493968963623047
2002-08-21,12.530860900878906
2002-08-22,12.482441902160645
2002-08-23,12.530860900878906
2002-08-26,12.8951416015625
2002-08-27,12.542393684387207
2002-08-28,12.466306686401367
2002-08-29,12.507803916931152
2002-08-30,12.56775188446045
2002-09-03,11.83918571472168
2002-09-04,12.256494522094727
2002-09-05,12.150437355041504
2002-09-06,12.185020446777344
2002-09-09,12.168877601623535
2002-09-10,12.166579246520996
2002-09-11,12.000577926635742
2002-09-12,11.871464729309082
2002-09-13,11.98674488067627
2002-09-16,11.995965957641602
2002-09-17,12.023630142211914
2002-09-18,12.000577926635742
2002-09-19,11.70085334777832
2002-09-20,11.530233383178711
2002-09-23,10.880060195922852
2002-09-24,10.582642555236816
2002-09-25,11.110615730285645
2002-09-26,11.633988380432129
2002-09-27,11.1867036819458
2002-09-30,11.458761215209961
2002-10-01,12.12738037109375
2002-10-02,11.98443603515625
2002-10-03,11.779242515563965
2002-10-04,11.444929122924805
2002-10-07,11.182092666625977
2002-10-08,11.135980606079102
2002-10-09,10.83625602722168
2002-10-10,10.67025089263916
2002-10-11,11.19823169708252
2002-10-14,11.011481285095215
2002-10-15,11.585570335388184
2002-10-16,11.41495418548584
2002-10-17,11.919879913330078
2002-10-18,11.597095489501953
2002-10-21,11.758489608764648
2002-10-22,11.516403198242188
2002-10-23,11.716991424560547
2002-10-24,11.481815338134766
2002-10-25,11.931410789489746
2002-10-28,12.161968231201172
2002-10-29,11.292759895324707
2002-10-30,11.200538635253906
2002-10-31,11.207454681396484
2002-11-01,11.232812881469727
2002-11-04,11.601710319519043
2002-11-05,11.366540908813477
2002-11-06,11.811514854431152
2002-11-07,11.56251335144043
2002-11-08,11.228204727172852
2002-11-11,10.776308059692383
2002-11-12,10.817808151245117
2002-11-13,11.052978515625
2002-11-14,11.295064926147461
2002-11-15,11.315817832946777
2002-11-18,11.154426574707031
2002-11-19,11.066813468933105
2002-11-20,11.378068923950195
2002-11-21,11.81843376159668
2002-11-22,11.799989700317383
2002-11-25,11.885293960571289
2002-11-26,11.989045143127441
2002-11-27,12.33488655090332
2002-11-29,12.288773536682129
2002-12-02,12.224223136901855
2002-12-03,12.26572036743164
2002-12-04,12.450170516967773
2002-12-05,12.164274215698242
2002-12-06,12.221909523010254
2002-12-09,12.15735912322998
2002-12-10,12.311830520629883
2002-12-11,12.574668884277344
2002-12-12,12.553915977478027
2002-12-13,12.521637916564941
2002-12-16,12.775256156921387
2002-12-17,13.11878490447998
2002-12-18,13.100341796875
2002-12-19,13.229453086853027
2002-12-20,12.088187217712402
2002-12-23,11.919879913330078
2002-12-24,12.092802047729492
2002-12-26,12.08127212524414
2002-12-27,11.859938621520996
2002-12-30,12.083578109741211
2002-12-31,12.221909523010254
2003-01-02,12.618470191955566
2003-01-03,12.427108764648438
2003-01-06,12.390223503112793
2003-01-07,12.268023490905762
2003-01-08,12.24266242980957
2003-01-09,12.219603538513184
2003-01-10,12.150437355041504
2003-01-13,11.783845901489258
2003-01-14,11.666265487670898
2003-01-15,11.710077285766602
2003-01-16,11.873767852783203
2003-01-17,11.74465560913086
2003-01-21,11.389598846435547
2003-01-22,11.244343757629395
2003-01-23,11.368843078613281
2003-01-24,11.216679573059082
2003-01-27,11.066813468933105
2003-01-28,11.004565238952637
2003-01-29,10.893895149230957
2003-01-30,10.831644058227539
2003-01-31,10.949227333068848
2003-02-03,10.940009117126465
2003-02-04,10.926172256469727
2003-02-05,10.928479194641113
2003-02-06,10.801671028137207
2003-02-07,10.663337707519531
2003-02-10,10.755558967590332
2003-02-11,10.741728782653809
2003-02-12,10.559581756591797
2003-02-13,10.536531448364258
2003-02-14,10.582642555236816
2003-02-18,11.05759048461914
2003-02-19,10.863922119140625
2003-02-20,10.628751754760742
2003-02-21,10.790144920349121
2003-02-24,10.617222785949707
2003-02-25,10.610309600830078
2003-02-26,11.07603931427002
2003-02-27,11.101398468017578
2003-02-28,11.135980606079102
2003-03-03,11.020703315734863
2003-03-04,10.764781951904297
2003-03-05,10.686389923095703
2003-03-06,10.700224876403809
2003-03-07,10.65180778503418
2003-03-10,10.409723281860352
2003-03-11,10.241412162780762
2003-03-12,10.133047103881836
2003-03-13,10.375140190124512
2003-03-14,10.52269458770752
2003-03-17,10.709446907043457
2003-03-18,10.741728782653809
2003-03-19,10.753251075744629
2003-03-20,10.914647102355957
2003-03-21,11.26279067993164
2003-03-24,10.88928508758545
2003-03-25,11.205144882202148
2003-03-26,10.905424118041992
2003-03-27,10.95844841003418
2003-03-28,11.050674438476562
2003-03-31,11.124451637268066
2003-04-01,11.182092666625977
2003-04-02,11.458761215209961
2003-04-03,11.465682029724121
2003-04-04,11.389598846435547
2003-04-07,11.419569969177246
2003-04-08,11.458761215209961
2003-04-09,11.14289665222168
2003-04-10,10.916948318481445
2003-04-11,10.940009117126465
2003-04-14,11.023006439208984
2003-04-15,11.161340713500977
2003-04-16,11.251262664794922
2003-04-17,11.16595458984375
2003-04-21,11.101398468017578
2003-04-22,11.38498592376709
2003-04-23,11.228204727172852
2003-04-24,11.320427894592285
2003-04-25,11.299674987792969
2003-04-28,11.610933303833008
2003-04-29,11.677796363830566
2003-04-30,11.774628639221191
2003-05-01,11.500265121459961
2003-05-02,11.539461135864258
2003-05-05,11.431095123291016
2003-05-06,11.599401473999023
2003-05-07,11.770015716552734
2003-05-08,11.809215545654297
2003-05-09,11.78154468536377
2003-05-12,11.965989112854004
2003-05-13,11.758489608764648
2003-05-14,11.746962547302246
2003-05-15,11.740044593811035
2003-05-16,11.458761215209961
2003-05-19,11.239731788635254
2003-05-20,11.214369773864746
2003-05-21,11.216679573059082
2003-05-22,11.292759895324707
2003-05-23,11.454150199890137
2003-05-27,11.34809398651123
2003-05-28,11.438010215759277
2003-05-29,11.412647247314453
2003-05-30,11.442625999450684
2003-06-02,11.68932056427002
2003-06-03,11.680099487304688
2003-06-04,11.989045143127441
2003-06-05,12.148136138916016
2003-06-06,12.341803550720215
2003-06-09,11.880683898925781
2003-06-10,12.03515911102295
2003-06-11,12.302607536315918
2003-06-12,12.164274215698242
2003-06-13,11.965989112854004
2003-06-16,12.251884460449219
2003-06-17,12.24266242980957
2003-06-18,12.048995971679688
2003-06-19,12.025938034057617
2003-06-20,11.645513534545898
2003-06-23,11.504871368408203
2003-06-24,11.378068923950195
2003-06-25,11.265093803405762
2003-06-26,11.481815338134766
2003-06-27,11.440316200256348
2003-06-30,11.380375862121582
2003-07-01,11.295064926147461
2003-07-02,11.553292274475098
2003-07-03,11.371152877807617
2003-07-07,11.504871368408203
2003-07-08,11.352707862854004
2003-07-09,11.343485832214355
2003-07-10,11.085260391235352
2003-07-11,11.315817832946777
2003-07-14,11.463372230529785
2003-07-15,11.295064926147461
2003-07-16,11.306597709655762
2003-07-17,11.216679573059082
2003-07-18,11.147506713867188
2003-07-21,11.027618408203125
2003-07-22,10.893895149230957
2003-07-23,11.117536544799805
2003-07-24,9.690377235412598
2003-07-25,9.614296913146973
2003-07-28,9.383736610412598
2003-07-29,9.416013717651367
2003-07-30,9.335320472717285
2003-07-31,9.522068977355957
2003-08-01,9.510542869567871
2003-08-04,9.388345718383789
2003-08-05,9.268452644348145
2003-08-06,9.33762264251709
2003-08-07,9.349152565002441
2003-08-08,9.335320472717285
2003-08-11,9.439070701599121
2003-08-12,9.54282283782959
2003-08-13,9.475960731506348
2003-08-14,9.41140365600586
2003-08-15,9.865604400634766
2003-08-18,9.941688537597656
2003-08-19,10.204524993896484
2003-08-20,9.987800598144531
2003-08-21,10.01777458190918
2003-08-22,9.884048461914062
2003-08-25,9.939385414123535
2003-08-26,9.867911338806152
2003-08-27,9.824101448059082
2003-08-28,10.029300689697266
2003-08-29,10.160720825195312
2003-09-02,10.506555557250977
2003-09-03,10.559581756591797
2003-09-04,10.601085662841797
2003-09-05,10.444304466247559
2003-09-08,10.47889232635498
2003-09-09,10.361303329467773
2003-09-10,10.252943992614746
2003-09-11,10.206830978393555
2003-09-12,10.179159164428711
2003-09-15,10.282913208007812
2003-09-16,10.188385963439941
