Date,PPG
2000-09-08,10.665199279785156
2000-09-11,10.715664863586426
2000-09-12,10.766133308410645
2000-09-13,10.69884204864502
2000-09-14,10.53062629699707
2000-09-15,10.261467933654785
2000-09-18,10.126896858215332
2000-09-19,9.941848754882812
2000-09-20,9.773630142211914
2000-09-21,9.891386032104492
2000-09-22,9.992316246032715
2000-09-25,9.84091854095459
2000-09-26,9.723166465759277
2000-09-27,10.143717765808105
2000-09-28,10.429692268371582
2000-09-29,10.682027816772461
2000-10-02,10.61473274230957
2000-10-03,10.816601753234863
2000-10-04,11.068930625915527
2000-10-05,10.900711059570312
2000-10-06,10.883891105651855
2000-10-09,10.951172828674316
2000-10-10,10.900711059570312
2000-10-11,10.69884204864502
2000-10-12,10.261467933654785
2000-10-13,10.227828979492188
2000-10-16,10.396048545837402
2000-10-17,10.126896858215332
2000-10-18,10.227828979492188
2000-10-19,10.379225730895996
2000-10-20,10.093246459960938
2000-10-23,10.143717765808105
2000-10-24,10.53062629699707
2000-10-25,10.211006164550781
2000-10-26,10.547450065612793
2000-10-27,10.766133308410645
2000-10-30,11.792282104492188
2000-10-31,12.01097583770752
2000-11-01,11.876392364501953
2000-11-02,12.111898422241211
2000-11-03,12.229655265808105
2000-11-06,12.111898422241211
2000-11-07,12.179190635681152
2000-11-08,12.406607627868652
2000-11-09,12.270844459533691
2000-11-10,12.03322696685791
2000-11-13,12.05019474029541
2000-11-14,12.185980796813965
2000-11-15,12.321752548217773
2000-11-16,11.863507270812988
2000-11-17,11.761672019958496
2000-11-20,11.38829231262207
2000-11-21,11.337371826171875
2000-11-22,11.26948070526123
2000-11-24,11.337371826171875
2000-11-27,11.26948070526123
2000-11-28,11.133707046508789
2000-11-29,11.26948070526123
2000-11-30,11.320395469665527
2000-12-01,11.6937837600708
2000-12-04,12.101116180419922
2000-12-05,12.321752548217773
2000-12-06,11.999284744262695
2000-12-07,11.405263900756836
2000-12-08,11.846534729003906
2000-12-11,11.676813125610352
2000-12-12,11.541037559509277
2000-12-13,11.235540390014648
2000-12-14,11.4561767578125
2000-12-15,11.252511978149414
2000-12-18,11.4561767578125
2000-12-19,11.846534729003906
2000-12-20,11.524065017700195
2000-12-21,11.812590599060059
2000-12-22,12.287809371948242
2000-12-26,12.236895561218262
2000-12-27,12.712119102478027
2000-12-28,12.84788990020752
2000-12-29,12.576329231262207
2001-01-02,12.338728904724121
2001-01-03,12.355700492858887
2001-01-04,13.23824691772461
2001-01-05,13.034581184387207
2001-01-08,13.187335014343262
2001-01-09,12.712119102478027
2001-01-10,12.559368133544922
2001-01-11,12.185980796813965
2001-01-12,12.185980796813965
2001-01-16,12.50844955444336
2001-01-17,12.20294189453125
2001-01-18,12.219922065734863
2001-01-19,11.931389808654785
2001-01-22,12.05019474029541
2001-01-23,12.118095397949219
2001-01-24,12.253864288330078
2001-01-25,12.474503517150879
2001-01-26,12.270844459533691
2001-01-29,12.342121124267578
2001-01-30,12.43716812133789
2001-01-31,12.540350914001465
2001-02-01,12.722286224365234
2001-02-02,12.94768238067627
2001-02-05,13.374021530151367
2001-02-06,13.507084846496582
2001-02-07,13.295278549194336
2001-02-08,13.493505477905273
2001-02-09,13.482640266418457
2001-02-12,13.653727531433105
2001-02-13,13.629284858703613
2001-02-14,13.672736167907715
2001-02-15,13.965739250183105
2001-02-16,13.58237075805664
2001-02-20,13.689169883728027
2001-02-21,13.538551330566406
2001-02-22,13.675474166870117
2001-02-23,13.554987907409668
2001-02-26,14.01229476928711
2001-02-27,13.921919822692871
2001-02-28,13.993127822875977
2001-03-01,14.015040397644043
2001-03-02,14.34364128112793
2001-03-05,14.622952461242676
2001-03-06,14.622952461242676
2001-03-07,15.036450386047363
2001-03-08,15.192532539367676
2001-03-09,15.198010444641113
2001-03-12,14.97894287109375
2001-03-13,14.42031478881836
2001-03-14,14.00407600402832
2001-03-15,13.894540786743164
2001-03-16,13.664519309997559
2001-03-19,14.00407600402832
2001-03-20,13.834294319152832
2001-03-21,13.404374122619629
2001-03-22,12.900508880615234
2001-03-23,12.58559799194336
2001-03-26,12.758118629455566
2001-03-27,12.856698036193848
2001-03-28,12.864913940429688
2001-03-29,12.700608253479004
2001-03-30,12.621193885803223
2001-04-02,12.979924201965332
2001-04-03,12.541783332824707
2001-04-04,13.108623504638672
2001-04-05,13.459136009216309
2001-04-06,13.149704933166504
2001-04-09,13.261978149414062
2001-04-10,13.779525756835938
2001-04-11,13.675474166870117
2001-04-12,13.760361671447754
2001-04-16,13.732975006103516
2001-04-17,13.743929862976074
2001-04-18,14.250535011291504
2001-04-19,14.414834022521973
2001-04-20,14.472343444824219
2001-04-23,14.453170776367188
2001-04-24,14.477813720703125
2001-04-25,14.622952461242676
2001-04-26,14.88035774230957
2001-04-27,14.707854270935059
2001-04-30,14.554490089416504
2001-05-01,14.554490089416504
2001-05-02,14.809161186218262
2001-05-03,14.800950050354004
2001-05-04,15.0994234085083
2001-05-07,14.98715877532959
2001-05-08,15.158251762390137
2001-05-09,15.210680961608887
2001-05-10,15.38729190826416
2001-05-11,15.282430648803711
2001-05-14,15.558384895324707
2001-05-15,15.66877555847168
2001-05-16,16.342098236083984
2001-05-17,16.311744689941406
2001-05-18,16.278623580932617
2001-05-21,16.430404663085938
2001-05-22,16.364181518554688
2001-05-23,16.046825408935547
2001-05-24,15.412126541137695
2001-05-25,15.392809867858887
2001-05-29,15.516989707946777
2001-05-30,15.312786102294922
2001-05-31,15.3431396484375
2001-06-01,15.116856575012207
2001-06-04,15.202402114868164
2001-06-05,15.312786102294922
2001-06-06,15.230000495910645
2001-06-07,15.279666900634766
2001-06-08,15.108580589294434
2001-06-11,14.948524475097656
2001-06-12,14.926446914672852
2001-06-13,14.981640815734863
2001-06-14,14.581493377685547
2001-06-15,14.396608352661133
2001-06-18,14.360737800598145
2001-06-19,14.595301628112793
2001-06-20,14.678084373474121
2001-06-21,14.551149368286133
2001-06-22,14.211719512939453
2001-06-25,14.142730712890625
2001-06-26,14.283474922180176
2001-06-27,14.338671684265137
2001-06-28,14.308309555053711
2001-06-29,14.507000923156738
2001-07-02,14.62841796875
2001-07-03,14.52079963684082
2001-07-05,14.644970893859863
2001-07-06,14.288987159729004
2001-07-09,14.58702278137207
2001-07-10,14.391106605529785
2001-07-11,14.443520545959473
2001-07-12,14.805027961730957
2001-07-13,14.6146240234375
2001-07-16,14.424208641052246
2001-07-17,14.446281433105469
2001-07-18,14.78846549987793
2001-07-19,15.0809907913208
2001-07-20,15.05062198638916
2001-07-23,14.741556167602539
2001-07-24,14.308309555053711
2001-07-25,14.887809753417969
2001-07-26,14.846418380737305
2001-07-27,14.904366493225098
2001-07-30,14.722234725952148
2001-07-31,15.16376781463623
2001-08-01,15.07546329498291
2001-08-02,15.31003189086914
2001-08-03,15.293473243713379
2001-08-06,15.232756614685059
2001-08-07,15.257593154907227
2001-08-08,15.068500518798828
2001-08-09,15.007329940795898
2001-08-10,15.163054466247559
2001-08-13,15.229785919189453
2001-08-14,15.263154029846191
2001-08-15,15.076849937438965
2001-08-16,15.037915229797363
2001-08-17,14.807121276855469
2001-08-20,14.598572731018066
2001-08-21,14.712579727172852
2001-08-22,14.868305206298828
2001-08-23,14.87941837310791
2001-08-24,15.232563018798828
2001-08-27,15.252029418945312
2001-08-28,15.035134315490723
2001-08-29,14.829371452331543
2001-08-30,14.70145320892334
2001-08-31,15.049044609069824
2001-09-04,15.299302101135254
2001-09-05,15.25759506225586
2001-09-06,15.074063301086426
2001-09-07,14.423392295837402
2001-09-10,14.14810562133789
2001-09-17,12.540871620178223
2001-09-18,12.513063430786133
2001-09-19,12.407401084899902
2001-09-20,11.65939712524414
2001-09-21,11.320146560668945
2001-09-24,11.956925392150879
2001-09-25,11.979171752929688
2001-09-26,11.817895889282227
2001-09-27,11.970831871032715
2001-09-28,12.721614837646484
2001-10-01,12.663217544555664
2001-10-02,12.82728099822998
2001-10-03,13.169303894042969
2001-10-04,13.071980476379395
2001-10-05,13.208233833312988
2001-10-08,12.877328872680664
2001-10-09,13.06920051574707
2001-10-10,13.430688858032227
2001-10-11,14.09249496459961
2001-10-12,13.803298950195312
2001-10-15,13.739338874816895
2001-10-16,13.856130599975586
2001-10-17,13.667048454284668
2001-10-18,13.49742317199707
2001-10-19,13.464054107666016
2001-10-22,13.986824989318848
2001-10-23,13.959016799926758
2001-10-24,13.903404235839844
2001-10-25,14.139761924743652
2001-10-26,14.248208999633789
2001-10-29,13.861688613891602
2001-10-30,13.533570289611816
2001-10-31,13.578057289123535
2001-11-01,13.900617599487305
2001-11-02,14.306597709655762
2001-11-05,14.337188720703125
2001-11-06,14.662530899047852
2001-11-07,14.637301445007324
2001-11-08,14.508365631103516
2001-11-09,14.609272956848145
2001-11-12,14.309347152709961
2001-11-13,14.805475234985352
2001-11-14,15.071767807006836
2001-11-15,15.181089401245117
2001-11-16,15.158659934997559
2001-11-19,15.380091667175293
2001-11-20,15.279187202453613
2001-11-21,15.116610527038574
2001-11-23,15.343660354614258
2001-11-26,15.248357772827148
2001-11-27,15.167068481445312
2001-11-28,14.883965492248535
2001-11-29,14.951234817504883
2001-11-30,15.071767807006836
2001-12-03,14.867142677307129
2001-12-04,15.0297269821167
2001-12-05,15.472596168518066
2001-12-06,15.371692657470703
2001-12-07,14.92320442199707
2001-12-10,14.446696281433105
2001-12-11,14.645721435546875
2001-12-12,14.368217468261719
2001-12-13,14.099123001098633
2001-12-14,13.987004280090332
2001-12-17,14.211243629455566
2001-12-18,14.572831153869629
2001-12-19,14.47192096710205
2001-12-20,14.519579887390137
2001-12-21,14.177603721618652
2001-12-24,14.261696815490723
2001-12-26,14.239275932312012
2001-12-27,14.239275932312012
2001-12-28,14.33177375793457
2001-12-31,14.497149467468262
2002-01-02,14.39624309539795
2002-01-03,14.642899513244629
2002-01-04,15.085789680480957
2002-01-07,15.063365936279297
2002-01-08,14.855932235717773
2002-01-09,14.783061981201172
2002-01-10,14.309347152709961
2002-01-11,14.073895454406738
2002-01-14,13.569357872009277
2002-01-15,13.558148384094238
2002-01-16,13.05920696258545
2002-01-17,12.767694473266602
2002-01-18,12.644368171691895
2002-01-22,12.672395706176758
2002-01-23,13.0283784866333
2002-01-24,13.118067741394043
2002-01-25,13.482470512390137
2002-01-28,13.308677673339844
2002-01-29,13.042387008666992
2002-01-30,13.261024475097656
2002-01-31,13.619803428649902
2002-02-01,13.485264778137207
2002-02-04,13.224588394165039
2002-02-05,12.997541427612305
2002-02-06,13.092846870422363
2002-02-07,13.042387008666992
2002-02-08,13.132083892822266
2002-02-11,13.703898429870605
2002-02-12,13.63943099975586
2002-02-13,13.706706047058105
2002-02-14,13.658637046813965
2002-02-15,13.8678560256958
2002-02-19,13.457902908325195
2002-02-20,13.853719711303711
2002-02-21,14.020532608032227
2002-02-22,14.249547004699707
2002-02-25,14.34849739074707
2002-02-26,14.430490493774414
2002-02-27,14.47573471069336
2002-02-28,14.518133163452148
2002-03-01,14.871545791625977
2002-03-04,15.349360466003418
2002-03-05,14.81782054901123
2002-03-06,15.069456100463867
2002-03-07,15.267366409301758
2002-03-08,15.371973037719727
2002-03-11,15.32391357421875
2002-03-12,15.414379119873047
2002-03-13,15.210819244384766
2002-03-14,15.456796646118164
2002-03-15,15.62643051147461
2002-03-18,15.657535552978516
2002-03-19,15.767791748046875
2002-03-20,15.982678413391113
2002-03-21,15.470938682556152
2002-03-22,15.22494888305664
2002-03-25,14.894166946411133
2002-03-26,15.24191665649414
2002-03-27,15.63491153717041
2002-03-28,15.524648666381836
2002-04-01,15.408736228942871
2002-04-02,15.391764640808105
2002-04-03,15.236272811889648
2002-04-04,14.916779518127441
2002-04-05,15.168410301208496
2002-04-08,15.239091873168945
2002-04-09,15.312602043151855
2002-04-10,15.52747917175293
2002-04-11,15.343707084655762
2002-04-12,15.366331100463867
2002-04-15,15.213650703430176
2002-04-16,15.643400192260742
2002-04-17,15.521825790405273
2002-04-18,14.990290641784668
2002-04-19,15.125996589660645
2002-04-22,14.916779518127441
2002-04-23,14.769759178161621
2002-04-24,14.795208930969238
2002-04-25,14.656672477722168
2002-04-26,14.733014106750488
2002-04-29,14.489861488342285
2002-04-30,14.789559364318848
2002-05-01,14.764110565185547
2002-05-02,15.140132904052734
2002-05-03,15.230612754821777
2002-05-06,15.273025512695312
2002-05-07,15.595335006713867
2002-05-08,15.846041679382324
2002-05-09,15.854580879211426
2002-05-10,15.797619819641113
2002-05-13,15.897331237792969
2002-05-14,16.267690658569336
2002-05-15,16.5127010345459
2002-05-16,16.401592254638672
2002-05-17,16.42438507080078
2002-05-20,16.36456871032715
2002-05-21,16.324674606323242
2002-05-22,16.410137176513672
2002-05-23,16.618112564086914
2002-05-24,16.518400192260742
2002-05-28,16.336069107055664
2002-05-29,16.18791961669922
2002-05-30,16.036930084228516
2002-05-31,16.290489196777344
2002-06-03,15.797619819641113
2002-06-04,15.703588485717773
2002-06-05,16.10529136657715
2002-06-06,15.817547798156738
2002-06-07,15.982795715332031
2002-06-10,16.310426712036133
2002-06-11,16.036930084228516
2002-06-12,16.432939529418945
2002-06-13,16.27054786682129
2002-06-14,16.222110748291016
2002-06-17,16.75200843811035
2002-06-18,16.709285736083984
2002-06-19,16.894466400146484
2002-06-20,17.06255531311035
2002-06-21,16.92011070251465
2002-06-24,17.005573272705078
2002-06-25,17.08820343017578
2002-06-26,16.9656925201416
2002-06-27,16.848888397216797
2002-06-28,17.635202407836914
2002-07-01,17.393033981323242
2002-07-02,17.358854293823242
2002-07-03,17.07110023498535
2002-07-05,17.620960235595703
2002-07-08,17.789043426513672
2002-07-09,17.279077529907227
2002-07-10,17.119543075561523
2002-07-11,16.67224884033203
2002-07-12,16.535491943359375
2002-07-15,16.125242233276367
2002-07-16,15.865973472595215
2002-07-17,16.036930084228516
2002-07-18,15.985645294189453
2002-07-19,14.714995384216309
2002-07-22,14.036944389343262
2002-07-23,13.982809066772461
2002-07-24,15.130949974060059
2002-07-25,16.076812744140625
2002-07-26,15.954305648803711
2002-07-29,16.942903518676758
2002-07-30,16.014137268066406
2002-07-31,16.35317039489746
2002-08-01,16.28194236755371
2002-08-02,15.3731107711792
2002-08-05,15.42154312133789
2002-08-06,16.059717178344727
2002-08-07,16.46996307373047
2002-08-08,16.69955062866211
2002-08-09,16.610591888427734
2002-08-12,16.515892028808594
2002-08-13,16.28057098388672
2002-08-14,16.432659149169922
2002-08-15,16.44127082824707
2002-08-16,16.358049392700195
2002-08-19,16.794252395629883
2002-08-20,16.38674545288086
2002-08-21,16.438398361206055
2002-08-22,16.645030975341797
2002-08-23,16.223161697387695
2002-08-26,16.355180740356445
2002-08-27,16.286298751831055
2002-08-28,15.933309555053711
2002-08-29,16.002178192138672
2002-08-30,16.1485538482666
2002-09-03,15.78695011138916
2002-09-04,15.993583679199219
2002-09-05,15.382307052612305
2002-09-06,15.49422836303711
2002-09-09,15.606148719787598
2002-09-10,15.425350189208984
2002-09-11,15.411005973815918
2002-09-12,14.900167465209961
2002-09-13,14.771025657653809
2002-09-16,14.75381088256836
2002-09-17,14.558663368225098
2002-09-18,14.498392105102539
2002-09-19,14.174099922180176
2002-09-20,14.409431457519531
2002-09-23,14.263068199157715
2002-09-24,13.582918167114258
2002-09-25,13.559964179992676
2002-09-26,13.631709098815918
2002-09-27,13.221323013305664
2002-09-30,12.828149795532227
2002-10-01,13.620222091674805
2002-10-02,12.885543823242188
2002-10-03,12.922855377197266
2002-10-04,12.546906471252441
2002-10-07,12.277141571044922
2002-10-08,12.655963897705078
2002-10-09,11.883978843688965
2002-10-10,13.172531127929688
2002-10-11,13.86129093170166
2002-10-14,13.493949890136719
2002-10-15,14.47830581665039
2002-10-16,13.671883583068848
2002-10-17,14.613192558288574
2002-10-18,14.271681785583496
2002-10-21,15.152718544006348
2002-10-22,14.489788055419922
2002-10-23,14.403681755065918
2002-10-24,13.950255393981934
2002-10-25,14.065048217773438
2002-10-28,13.772327423095703
2002-10-29,13.316025733947754
2002-10-30,13.402121543884277
2002-10-31,13.496821403503418
2002-11-01,14.047831535339355
2002-11-04,13.973217010498047
2002-11-05,14.010527610778809
2002-11-06,14.4008207321167
2002-11-07,13.952152252197266
2002-11-08,13.685840606689453
2002-11-11,13.344280242919922
2002-11-12,13.83925724029541
2002-11-13,13.691632270812988
2002-11-14,14.128727912902832
2002-11-15,14.169249534606934
2002-11-18,13.845048904418945
2002-11-19,13.900046348571777
2002-11-20,14.01004409790039
2002-11-21,13.900046348571777
2002-11-22,13.544005393981934
2002-11-25,13.627948760986328
2002-11-26,13.59610652923584
2002-11-27,14.209771156311035
2002-11-29,14.496339797973633
2002-12-02,14.105566024780273
2002-12-03,13.940567970275879
2002-12-04,13.85952091217041
2002-12-05,13.729264259338379
2002-12-06,13.911626815795898
2002-12-09,13.700318336486816
2002-12-10,13.908729553222656
2002-12-11,14.004251480102539
2002-12-12,14.105566024780273
2002-12-13,14.038985252380371
2002-12-16,14.646865844726562
2002-12-17,14.603445053100586
2002-12-18,14.28212833404541
2002-12-19,14.169249534606934
2002-12-20,14.44423770904541
2002-12-23,14.348719596862793
2002-12-24,14.328459739685059
2002-12-26,14.368975639343262
2002-12-27,14.313982009887695
2002-12-30,14.505026817321777
2002-12-31,14.51659870147705
2003-01-02,14.959482192993164
2003-01-03,14.942118644714355
2003-01-06,15.185257911682129
2003-01-07,15.081055641174316
2003-01-08,14.797391891479492
2003-01-09,15.107111930847168
2003-01-10,15.240257263183594
2003-01-13,15.081055641174316
2003-01-14,15.136058807373047
2003-01-15,15.00869369506836
2003-01-16,15.231579780578613
2003-01-17,15.086847305297852
2003-01-21,14.736598014831543
2003-01-22,14.533975601196289
2003-01-23,14.742383003234863
2003-01-24,14.342926025390625
2003-01-27,13.914522171020508
2003-01-28,14.146088600158691
2003-01-29,14.160566329956055
2003-01-30,13.717689514160156
2003-01-31,14.134506225585938
2003-02-03,14.212666511535645
2003-02-04,14.117140769958496
2003-02-05,14.125836372375488
2003-02-06,13.966623306274414
2003-02-07,13.807419776916504
2003-02-10,13.9174165725708
2003-02-11,13.726369857788086
2003-02-12,13.604793548583984
2003-02-13,13.724575996398926
2003-02-14,13.841425895690918
2003-02-18,14.162776947021484
2003-02-19,13.990413665771484
2003-02-20,13.756704330444336
2003-02-21,13.996258735656738
2003-02-24,13.657383918762207
2003-02-25,13.555134773254395
2003-02-26,13.616482734680176
2003-02-27,13.683670043945312
2003-02-28,13.555134773254395
2003-03-03,13.490857124328613
2003-03-04,13.043896675109863
2003-03-05,12.976703643798828
2003-03-06,12.649505615234375
2003-03-07,12.748832702636719
2003-03-10,12.52389144897461
2003-03-11,12.456694602966309
2003-03-12,12.699170112609863
2003-03-13,13.128613471984863
2003-03-14,13.172431945800781
2003-03-17,13.558051109313965
2003-03-18,13.847272872924805
2003-03-19,13.858951568603516
2003-03-20,13.853110313415527
2003-03-21,14.603903770446777
2003-03-24,13.920299530029297
2003-03-25,13.940754890441895
2003-03-26,13.800532341003418
2003-03-27,13.636938095092773
2003-03-28,13.590187072753906
2003-03-31,13.169515609741211
2003-04-01,13.517149925231934
2003-04-02,13.888167381286621
2003-04-03,13.502551078796387
2003-04-04,13.47625732421875
2003-04-07,13.669063568115234
2003-04-08,13.394452095031738
2003-04-09,13.143217086791992
2003-04-10,13.409061431884766
2003-04-11,13.32726764678955
2003-04-14,13.403220176696777
2003-04-15,13.540523529052734
2003-04-16,13.289286613464355
2003-04-17,13.46164608001709
2003-04-21,13.444124221801758
2003-04-22,13.832656860351562
2003-04-23,13.978730201721191
2003-04-24,13.867717742919922
2003-04-25,13.490857124328613
2003-04-28,13.920299530029297
2003-04-29,14.037158966064453
2003-04-30,14.17153549194336
2003-05-01,14.148172378540039
2003-05-02,14.29423713684082
2003-05-05,14.22120189666748
2003-05-06,14.247488021850586
2003-05-07,14.054688453674316
2003-05-08,13.824763298034668
2003-05-09,13.975093841552734
2003-05-12,14.196171760559082
2003-05-13,14.202071189880371
2003-05-14,14.01636028289795
2003-05-15,14.16375732421875
2003-05-16,14.178483963012695
2003-05-19,13.933822631835938
2003-05-20,13.933822631835938
2003-05-21,14.010473251342773
2003-05-22,14.113637924194336
2003-05-23,14.119529724121094
2003-05-27,14.37009048461914
2003-05-28,14.349456787109375
2003-05-29,14.181432723999023
2003-05-30,14.334715843200684
2003-06-02,14.446734428405762
2003-06-03,14.526324272155762
2003-06-04,14.909521102905273
2003-06-05,14.756241798400879
2003-06-06,14.650120735168457
2003-06-09,14.393674850463867
2003-06-10,14.499789237976074
2003-06-11,14.738551139831543
2003-06-12,15.042170524597168
2003-06-13,14.877094268798828
2003-06-16,15.136490821838379
2003-06-17,15.307458877563477
2003-06-18,15.092278480529785
2003-06-19,15.107010841369629
2003-06-20,15.201335906982422
2003-06-23,14.997952461242676
2003-06-24,15.033327102661133
2003-06-25,14.997952461242676
2003-06-26,15.236716270446777
2003-06-27,15.03038501739502
2003-06-30,14.956680297851562
2003-07-01,14.647173881530762
2003-07-02,14.738551139831543
2003-07-03,14.487991333007812
2003-07-07,14.812243461608887
2003-07-08,14.806350708007812
2003-07-09,14.706132888793945
2003-07-10,14.561687469482422
2003-07-11,14.688441276550293
2003-07-14,14.741501808166504
2003-07-15,14.797502517700195
2003-07-16,14.788664817810059
2003-07-17,15.104066848754883
2003-07-18,15.448952674865723
2003-07-21,15.622872352600098
2003-07-22,15.899948120117188
2003-07-23,15.79383659362793
2003-07-24,15.917635917663574
2003-07-25,16.356842041015625
2003-07-28,16.29494857788086
2003-07-29,16.398117065429688
2003-07-30,16.47770881652832
2003-07-31,16.645721435546875
2003-08-01,16.383373260498047
2003-08-04,16.244834899902344
2003-08-05,16.070920944213867
2003-08-06,15.985432624816895
2003-08-07,15.732881546020508
2003-08-08,15.967608451843262
2003-08-11,15.9705810546875
2003-08-12,16.15479278564453
2003-08-13,16.089426040649414
2003-08-14,16.30039405822754
2003-08-15,16.309303283691406
2003-08-18,16.56779670715332
2003-08-19,16.710432052612305
2003-08-20,16.612375259399414
2003-08-21,16.698535919189453
2003-08-22,16.451915740966797
2003-08-25,16.37466812133789
2003-08-26,16.28849983215332
2003-08-27,16.208274841308594
2003-08-28,16.362789154052734
2003-08-29,16.315244674682617
2003-09-02,16.475698471069336
2003-09-03,16.603456497192383
2003-09-04,16.401411056518555
2003-09-05,16.276613235473633
2003-09-08,16.472728729248047
2003-09-09,16.187482833862305
2003-09-10,15.84579086303711
2003-09-11,15.863607406616211
2003-09-12,16.172624588012695
2003-09-15,15.934921264648438
2003-09-16,16.2142276763916
2003-09-17,16.089426040649414
2003-09-18,16.321191787719727
