Date,NI
2000-07-28,2.772775173187256
2000-07-31,2.7202935218811035
2000-08-01,2.7202935218811035
2000-08-02,2.746532917022705
2000-08-03,2.825255870819092
2000-08-04,2.8077619075775146
2000-08-07,2.8361902236938477
2000-08-08,2.8514978885650635
2000-08-09,2.886483907699585
2000-08-10,2.8886711597442627
2000-08-11,2.958646774291992
2000-08-14,2.982699394226074
2000-08-15,3.0614218711853027
2000-08-16,3.0701699256896973
2000-08-17,3.0614218711853027
2000-08-18,3.0876638889312744
2000-08-21,3.1051580905914307
2000-08-22,3.0964105129241943
2000-08-23,3.201373338699341
2000-08-24,3.2626020908355713
2000-08-25,3.2800965309143066
2000-08-28,3.3325772285461426
2000-08-29,3.3325772285461426
2000-08-30,3.3675649166107178
2000-08-31,3.350071668624878
2000-09-01,3.3763110637664795
2000-09-05,3.455033540725708
2000-09-06,3.4637808799743652
2000-09-07,3.4637808799743652
2000-09-08,3.573117733001709
2000-09-11,3.6146655082702637
2000-09-12,3.6474666595458984
2000-09-13,3.6824536323547363
2000-09-14,3.603731393814087
2000-09-15,3.535944700241089
2000-09-18,3.4637808799743652
2000-09-19,3.3413240909576416
2000-09-20,3.2888436317443848
2000-09-21,3.236360549926758
2000-09-22,3.3063364028930664
2000-09-25,3.3588175773620605
2000-09-26,3.437539577484131
2000-09-27,3.472529172897339
2000-09-28,3.437539577484131
2000-09-29,3.4134864807128906
2000-10-02,3.393803358078003
2000-10-03,3.3675649166107178
2000-10-04,3.3150832653045654
2000-10-05,3.4200475215911865
2000-10-06,3.638721227645874
2000-10-09,3.5599958896636963
2000-10-10,3.5599958896636963
2000-10-11,3.507516860961914
2000-10-12,3.437539577484131
2000-10-13,3.4200475215911865
2000-10-16,3.4113011360168457
2000-10-17,3.4025535583496094
2000-10-18,3.3150832653045654
2000-10-19,3.3675649166107178
2000-10-20,3.3588175773620605
2000-10-23,3.4025535583496094
2000-10-24,3.3675649166107178
2000-10-25,3.3588175773620605
2000-10-26,3.3588175773620605
2000-10-27,3.379340887069702
2000-10-30,3.3881869316101074
2000-10-31,3.529730796813965
2000-11-01,3.520883083343506
2000-11-02,3.5031933784484863
2000-11-03,3.4589593410491943
2000-11-06,3.4943459033966064
2000-11-07,3.485499382019043
2000-11-08,3.4501125812530518
2000-11-09,3.3970344066619873
2000-11-10,3.4324193000793457
2000-11-13,3.4589593410491943
2000-11-14,3.512038469314575
2000-11-15,3.512038469314575
2000-11-16,3.520883083343506
2000-11-17,3.5031933784484863
2000-11-20,3.6535823345184326
2000-11-21,3.556272029876709
2000-11-22,3.5385782718658447
2000-11-24,3.529730796813965
2000-11-27,3.4766502380371094
2000-11-28,3.5385782718658447
2000-11-29,3.609347105026245
2000-11-30,3.635887861251831
2000-12-01,3.7066617012023926
2000-12-04,3.75089168548584
2000-12-05,3.768587827682495
2000-12-06,3.795125722885132
2000-12-07,3.901282787322998
2000-12-08,3.910128593444824
2000-12-11,3.9543612003326416
2000-12-12,3.9632065296173096
2000-12-13,3.9189751148223877
2000-12-14,3.9366676807403564
2000-12-15,3.9278204441070557
2000-12-18,4.166675090789795
2000-12-19,4.131288051605225
2000-12-20,4.210906028747559
2000-12-21,4.1932148933410645
2000-12-22,4.25514030456543
2000-12-26,4.458609104156494
2000-12-27,4.370143890380859
2000-12-28,4.396684169769287
2000-12-29,4.352450847625732
2001-01-02,4.263986110687256
2001-01-03,4.148982048034668
2001-01-04,3.857048988342285
2001-01-05,3.9543612003326416
2001-01-08,4.051671504974365
2001-01-09,3.9632065296173096
2001-01-10,3.9543612003326416
2001-01-11,3.8747446537017822
2001-01-12,3.8835887908935547
2001-01-16,3.821665048599243
2001-01-17,3.8747446537017822
2001-01-18,3.857048988342285
2001-01-19,3.857048988342285
2001-01-22,3.892435073852539
2001-01-23,3.9543612003326416
2001-01-24,3.9632065296173096
2001-01-25,3.8747446537017822
2001-01-26,3.8482038974761963
2001-01-29,3.8900513648986816
2001-01-30,3.8514206409454346
2001-01-31,3.8485617637634277
2001-02-01,3.7884724140167236
2001-02-02,3.709782361984253
2001-02-05,3.8056399822235107
2001-02-06,3.8557143211364746
2001-02-07,3.818516731262207
2001-02-08,3.9057869911193848
2001-02-09,3.9673099517822266
2001-02-12,3.975890874862671
2001-02-13,4.027397632598877
2001-02-14,4.0216755867004395
2001-02-15,4.024535179138184
2001-02-16,4.093208312988281
2001-02-20,3.9930617809295654
2001-02-21,3.9944920539855957
2001-02-22,3.99878191947937
2001-02-23,3.9444174766540527
2001-02-26,4.000214099884033
2001-02-27,4.038842678070068
2001-02-28,4.096070289611816
2001-03-01,4.117529392242432
2001-03-02,4.161882400512695
2001-03-05,4.207665920257568
2001-03-06,4.209094524383545
2001-03-07,4.106085300445557
2001-03-08,4.18048095703125
2001-03-09,4.14471435546875
2001-03-12,4.193357467651367
2001-03-13,4.201940536499023
2001-03-14,4.1890668869018555
2001-03-15,4.2234039306640625
2001-03-16,4.220545291900635
2001-03-19,4.243430137634277
2001-03-20,4.2677531242370605
2001-03-21,4.2234039306640625
2001-03-22,4.111809253692627
2001-03-23,4.147576808929443
2001-03-26,4.284921646118164
2001-03-27,4.249154567718506
2001-03-28,4.282059669494629
2001-03-29,4.286352157592773
2001-03-30,4.4523115158081055
2001-04-02,4.485217094421387
2001-04-03,4.468051433563232
2001-04-04,4.445159435272217
2001-04-05,4.496663570404053
2001-04-06,4.372194766998291
2001-04-09,4.542447566986084
2001-04-10,4.603964805603027
2001-04-11,4.476635932922363
2001-04-12,4.440868377685547
2001-04-16,4.363611221313477
2001-04-17,4.473772048950195
2001-04-18,4.506679534912109
2001-04-19,4.375053882598877
2001-04-20,4.292074203491211
2001-04-23,4.3063836097717285
2001-04-24,4.292074203491211
2001-04-25,4.284921646118164
2001-04-26,4.2473602294921875
2001-04-27,4.221357822418213
2001-04-30,4.2906999588012695
2001-05-01,4.342707633972168
2001-05-02,4.2618088722229
2001-05-03,4.2430243492126465
2001-05-04,4.283478260040283
2001-05-07,4.254585266113281
2001-05-08,4.277698040008545
2001-05-09,4.404829978942871
2001-05-10,4.36871337890625
2001-05-11,4.364378452301025
2001-05-14,4.358598709106445
2001-05-15,4.334042072296143
2001-05-16,4.334042072296143
2001-05-17,4.326817512512207
2001-05-18,4.384605884552002
2001-05-21,4.439504146575928
2001-05-22,4.443836688995361
2001-05-23,4.466951847076416
2001-05-24,4.472729206085205
2001-05-25,4.384605884552002
2001-05-29,4.39905309677124
2001-05-30,4.455394744873047
2001-05-31,4.521848678588867
2001-06-01,4.478509426116943
2001-06-04,4.492957592010498
2001-06-05,4.479953765869141
2001-06-06,4.2906999588012695
2001-06-07,4.185239315032959
2001-06-08,4.2069091796875
2001-06-11,4.189572811126709
2001-06-12,4.254585266113281
2001-06-13,4.212687969207764
2001-06-14,4.108672618865967
2001-06-15,4.144786357879639
2001-06-18,4.108672618865967
2001-06-19,4.060997009277344
2001-06-20,4.059551239013672
2001-06-21,3.9497568607330322
2001-06-22,3.9150826930999756
2001-06-25,3.8818554878234863
2001-06-26,3.9020845890045166
2001-06-27,3.929530382156372
2001-06-28,3.9208638668060303
2001-06-29,3.948312282562256
2001-07-02,3.975761890411377
2001-07-03,3.962759494781494
2001-07-05,4.0479936599731445
2001-07-06,4.087000846862793
2001-07-09,4.0321044921875
2001-07-10,3.972872018814087
2001-07-11,3.842848062515259
2001-07-12,3.779284954071045
2001-07-13,3.7561709880828857
2001-07-16,3.789397954940796
2001-07-17,3.683933973312378
2001-07-18,3.5712497234344482
2001-07-19,3.629037857055664
2001-07-20,3.6665995121002197
2001-07-23,3.5813634395599365
2001-07-24,3.497572660446167
2001-07-25,3.704160451889038
2001-07-26,3.8284032344818115
2001-07-27,3.8137967586517334
2001-07-30,3.8137967586517334
2001-07-31,3.8503146171569824
2001-08-01,3.7699756622314453
2001-08-02,3.9306507110595703
2001-08-03,3.958400249481201
2001-08-06,3.8137967586517334
2001-08-07,3.819639205932617
2001-08-08,3.7276153564453125
2001-08-09,3.7057065963745117
2001-08-10,3.677954912185669
2001-08-13,3.664808511734009
2001-08-14,3.670651912689209
2001-08-15,3.677954912185669
2001-08-16,3.717393159866333
2001-08-17,3.708627700805664
2001-08-20,3.7612130641937256
2001-08-21,3.7203147411346436
2001-08-22,3.759753704071045
2001-08-23,3.8035707473754883
2001-08-24,3.829862356185913
2001-08-27,3.772897481918335
2001-08-28,3.759753704071045
2001-08-29,3.7203147411346436
2001-08-30,3.675034761428833
2001-08-31,3.682335615158081
2001-09-04,3.7246954441070557
2001-09-05,3.708627700805664
2001-09-06,3.680875778198242
2001-09-07,3.637057304382324
2001-09-10,3.577169895172119
2001-09-17,3.546494960784912
2001-09-18,3.5567188262939453
2001-09-19,3.5172812938690186
2001-09-20,3.4982919692993164
2001-09-21,3.4179558753967285
2001-09-24,3.432563543319702
2001-09-25,3.4091923236846924
2001-09-26,3.270429849624634
2001-09-27,3.2718894481658936
2001-09-28,3.404810905456543
2001-10-01,3.387282609939575
2001-10-02,3.4617760181427
2001-10-03,3.4880688190460205
2001-10-04,3.4836857318878174
2001-10-05,3.5537970066070557
2001-10-08,3.4749221801757812
2001-10-09,3.407731056213379
2001-10-10,3.480762243270874
2001-10-11,3.472001075744629
2001-10-12,3.400428295135498
2001-10-15,3.434023857116699
2001-10-16,3.4953722953796387
2001-10-17,3.4515511989593506
2001-10-18,3.401888847351074
2001-10-19,3.464698314666748
2001-10-22,3.4661576747894287
2001-10-23,3.3624513149261475
2001-10-24,3.308405637741089
2001-10-25,3.377056837081909
2001-10-26,3.3828999996185303
2001-10-29,3.428755283355713
2001-10-30,3.4331936836242676
2001-10-31,3.5130693912506104
2001-11-01,3.271960496902466
2001-11-02,2.8696224689483643
2001-11-05,2.9642903804779053
2001-11-06,2.9820408821105957
2001-11-07,3.0175411701202393
2001-11-08,3.084106206893921
2001-11-09,3.026416540145874
2001-11-12,3.0885424613952637
2001-11-13,2.9820408821105957
2001-11-14,3.027895212173462
2001-11-15,2.987957715988159
2001-11-16,2.9509782791137695
2001-11-19,2.968726634979248
2001-11-20,3.033811330795288
2001-11-21,3.0707929134368896
2001-11-23,3.1240427494049072
2001-11-26,3.202439785003662
2001-11-27,3.132917642593384
2001-11-28,3.106292247772217
2001-11-29,3.1166462898254395
2001-11-30,3.091500997543335
2001-12-03,3.1181256771087646
2001-12-04,3.1639809608459473
2001-12-05,3.19504451751709
2001-12-06,3.2261064052581787
2001-12-07,3.261606454849243
2001-12-10,3.2113142013549805
2001-12-11,3.1832096576690674
2001-12-12,3.233503580093384
2001-12-13,3.224628448486328
2001-12-14,3.2290658950805664
2001-12-17,3.2098348140716553
2001-12-18,3.200960874557495
2001-12-19,3.3355655670166016
2001-12-20,3.3429629802703857
2001-12-21,3.3769843578338623
2001-12-24,3.416921377182007
2001-12-26,3.4050865173339844
2001-12-27,3.447983980178833
2001-12-28,3.447983980178833
2001-12-31,3.4110054969787598
2002-01-02,3.477569341659546
2002-01-03,3.5071518421173096
2002-01-04,3.5618815422058105
2002-01-07,3.5396950244903564
2002-01-08,3.4864437580108643
2002-01-09,3.4243173599243164
2002-01-10,3.437631130218506
2002-01-11,3.4006500244140625
2002-01-14,3.372544288635254
2002-01-15,3.379940986633301
2002-01-16,3.3326070308685303
2002-01-17,3.3326070308685303
2002-01-18,3.2971088886260986
2002-01-22,3.2305455207824707
2002-01-23,3.18912672996521
2002-01-24,3.1122095584869385
2002-01-25,3.1196043491363525
2002-01-28,3.0900211334228516
2002-01-29,3.0330209732055664
2002-01-30,3.073521375656128
2002-01-31,3.120023012161255
2002-02-01,3.117021083831787
2002-02-04,3.0450220108032227
2002-02-05,2.9955215454101562
2002-02-06,2.9235198497772217
2002-02-07,2.8860201835632324
2002-02-08,2.952019691467285
2002-02-11,3.0150203704833984
2002-02-12,3.0030224323272705
2002-02-13,3.0390212535858154
2002-02-14,3.019521474838257
2002-02-15,3.0495216846466064
2002-02-19,2.982020139694214
2002-02-20,3.0615203380584717
2002-02-21,3.0615203380584717
2002-02-22,3.102022409439087
2002-02-25,3.072021007537842
2002-02-26,3.100522994995117
2002-02-27,3.1305227279663086
2002-02-28,3.148521900177002
2002-03-01,3.2070231437683105
2002-03-04,3.3000223636627197
2002-03-05,3.3540256023406982
2002-03-06,3.4245240688323975
2002-03-07,3.3810229301452637
2002-03-08,3.3930246829986572
2002-03-11,3.4830245971679688
2002-03-12,3.457523822784424
2002-03-13,3.4410250186920166
2002-03-14,3.4230241775512695
2002-03-15,3.405025005340576
2002-03-18,3.3975231647491455
2002-03-19,3.466525077819824
2002-03-20,3.4725239276885986
2002-03-21,3.5040252208709717
2002-03-22,3.5400242805480957
2002-03-25,3.51302433013916
2002-03-26,3.4860260486602783
2002-03-27,3.4710237979888916
2002-03-28,3.4425241947174072
2002-04-01,3.415522336959839
2002-04-02,3.4875242710113525
2002-04-03,3.4290239810943604
2002-04-04,3.3885247707366943
2002-04-05,3.382523536682129
2002-04-08,3.34952449798584
2002-04-09,3.3030219078063965
2002-04-10,3.3810229301452637
2002-04-11,3.3000223636627197
2002-04-12,3.3330228328704834
2002-04-15,3.3360226154327393
2002-04-16,3.408022165298462
2002-04-17,3.415522336959839
2002-04-18,3.3960227966308594
2002-04-19,3.420022964477539
2002-04-22,3.3795218467712402
2002-04-23,3.456024169921875
2002-04-24,3.3810229301452637
2002-04-25,3.3540256023406982
2002-04-26,3.316030740737915
2002-04-29,3.3464248180389404
2002-04-30,3.35858416557312
2002-05-01,3.4148104190826416
2002-05-02,3.4406466484069824
2002-05-03,3.4284908771514893
2002-05-06,3.442166566848755
2002-05-07,3.4664828777313232
2002-05-08,3.5196731090545654
2002-05-09,3.4999172687530518
2002-05-10,3.49383807182312
2002-05-13,3.510554552078247
2002-05-14,3.512075185775757
2002-05-15,3.5196731090545654
2002-05-16,3.4999172687530518
2002-05-17,3.534869432449341
2002-05-20,3.5683045387268066
2002-05-21,3.618455648422241
2002-05-22,3.723315954208374
2002-05-23,3.755229949951172
2002-05-24,3.7886621952056885
2002-05-28,3.7202792167663574
2002-05-29,3.694441080093384
2002-05-30,3.7035584449768066
2002-05-31,3.682283401489258
2002-06-03,3.5546271800994873
2002-06-04,3.5835018157958984
2002-06-05,3.5698230266571045
2002-06-06,3.516634225845337
2002-06-07,3.5743837356567383
2002-06-10,3.5667848587036133
2002-06-11,3.5561466217041016
2002-06-12,3.5455081462860107
2002-06-13,3.525752067565918
2002-06-14,3.4558451175689697
2002-06-17,3.5561466217041016
2002-06-18,3.5941402912139893
2002-06-19,3.5227112770080566
2002-06-20,3.516634225845337
2002-06-21,3.3904972076416016
2002-06-24,3.2962727546691895
2002-06-25,3.252201557159424
2002-06-26,3.1990115642547607
2002-06-27,3.2294070720672607
2002-06-28,3.317551374435425
2002-07-01,3.3008344173431396
2002-07-02,3.2446038722991943
2002-07-03,3.1306240558624268
2002-07-05,3.1959726810455322
2002-07-08,3.174696445465088
2002-07-09,3.0607173442840576
2002-07-10,2.9452195167541504
2002-07-11,3.065277099609375
2002-07-12,3.024244546890259
2002-07-15,3.156461000442505
2002-07-16,2.99688982963562
2002-07-17,2.964973211288452
2002-07-18,2.9345805644989014
2002-07-19,2.8646740913391113
2002-07-22,2.8145205974578857
2002-07-23,2.674708604812622
2002-07-24,2.8342792987823486
2002-07-25,2.917863607406616
2002-07-26,2.902667284011841
2002-07-29,2.9288997650146484
2002-07-30,3.027663230895996
2002-07-31,3.0554378032684326
2002-08-01,2.9643919467926025
2002-08-02,2.9937121868133545
2002-08-05,2.9643919467926025
2002-08-06,2.9952569007873535
2002-08-07,3.0261192321777344
2002-08-08,3.0461792945861816
2002-08-09,2.9921700954437256
2002-08-12,3.019946813583374
2002-08-13,2.945875406265259
2002-08-14,3.030748128890991
2002-08-15,3.124880313873291
2002-08-16,2.9967992305755615
2002-08-19,3.060068130493164
2002-08-20,3.064696788787842
2002-08-21,3.158829927444458
2002-08-22,3.1387686729431152
2002-08-23,3.0955607891082764
2002-08-26,3.1572866439819336
2002-08-27,3.1094486713409424
2002-08-28,3.1079061031341553
2002-08-29,3.097104072570801
2002-08-30,3.0693259239196777
2002-09-03,2.9628493785858154
2002-09-04,2.9705660343170166
2002-09-05,2.9937121868133545
2002-09-06,2.981367588043213
2002-09-09,2.9319868087768555
2002-09-10,2.874889373779297
2002-09-11,2.924272298812866
2002-09-12,2.8224215507507324
2002-09-13,2.879519462585449
2002-09-16,2.8270511627197266
2002-09-17,2.731376886367798
2002-09-18,2.8393971920013428
2002-09-19,2.8008205890655518
2002-09-20,2.7051448822021484
2002-09-23,2.6665642261505127
2002-09-24,2.6002085208892822
2002-09-25,2.6264421939849854
2002-09-26,2.7421774864196777
2002-09-27,2.677366256713867
2002-09-30,2.658848524093628
2002-10-01,2.623356342315674
2002-10-02,2.631072998046875
2002-10-03,2.6156396865844727
2002-10-04,2.499904155731201
2002-10-07,2.481386423110962
2002-10-08,2.445894956588745
2002-10-09,2.268430471420288
2002-10-10,2.4489808082580566
2002-10-11,2.6387887001037598
2002-10-14,2.580148458480835
2002-10-15,2.4875597953796387
2002-10-16,2.3409595489501953
2002-10-17,2.288492441177368
2002-10-18,2.353304147720337
2002-10-21,2.51379132270813
2002-10-22,2.4860167503356934
2002-10-23,2.577061891555786
2002-10-24,2.5338525772094727
2002-10-25,2.5307674407958984
2002-10-28,2.627985715866089
2002-10-29,2.621706247329712
2002-10-30,2.645253896713257
2002-10-31,2.5934488773345947
2002-11-01,2.6091465950012207
2002-11-04,2.78340482711792
2002-11-05,2.7786943912506104
2002-11-06,2.872887134552002
2002-11-07,2.8477694988250732
2002-11-08,2.841488838195801
2002-11-11,2.841488838195801
2002-11-12,2.824221611022949
2002-11-13,2.880737066268921
2002-11-14,2.915274143218994
2002-11-15,2.9466726779937744
2002-11-18,2.904284954071045
2002-11-19,2.8854472637176514
2002-11-20,2.910564661026001
2002-11-21,2.943532943725586
2002-11-22,3.0298752784729004
2002-11-25,3.0612761974334717
2002-11-26,2.9749317169189453
2002-11-27,3.037726640701294
2002-11-29,3.0597035884857178
2002-12-02,3.0487148761749268
2002-12-03,2.9969093799591064
2002-12-04,2.9388222694396973
2002-12-05,2.9466726779937744
2002-12-06,2.9639406204223633
2002-12-09,2.971790075302124
2002-12-10,2.985917806625366
2002-12-11,3.0047571659088135
2002-12-12,2.995338201522827
2002-12-13,3.0424373149871826
2002-12-16,3.0989508628845215
2002-12-17,3.1617467403411865
2002-12-18,3.1397669315338135
2002-12-19,3.1397669315338135
2002-12-20,3.1790151596069336
2002-12-23,3.1868629455566406
2002-12-24,3.1303493976593018
2002-12-26,3.168025255203247
2002-12-27,3.1303493976593018
2002-12-30,3.1162190437316895
2002-12-31,3.1397669315338135
2003-01-02,3.2245419025421143
2003-01-03,3.2276806831359863
2003-01-06,3.3422837257385254
2003-01-07,3.226111888885498
2003-01-08,3.2622199058532715
2003-01-09,3.2967560291290283
2003-01-10,3.2967560291290283
2003-01-13,3.266927480697632
2003-01-14,3.246520519256592
2003-01-15,3.246520519256592
2003-01-16,3.254369020462036
2003-01-17,3.221402645111084
2003-01-21,3.1884331703186035
2003-01-22,3.1586077213287354
2003-01-23,3.1397669315338135
2003-01-24,3.0644145011901855
2003-01-27,2.943532943725586
2003-01-28,3.0455756187438965
2003-01-29,2.8846092224121094
2003-01-30,2.847956418991089
2003-01-31,2.832017183303833
2003-02-03,2.868673801422119
2003-02-04,2.860706090927124
2003-02-05,2.836798906326294
2003-02-06,2.836798906326294
2003-02-07,2.812894582748413
2003-02-10,2.80173659324646
2003-02-11,2.7842066287994385
2003-02-12,2.7188661098480225
2003-02-13,2.755521297454834
2003-02-14,2.8049256801605225
2003-02-18,2.824049949645996
2003-02-19,2.825643301010132
2003-02-20,2.832017183303833
2003-02-21,2.836798906326294
2003-02-24,2.7969565391540527
2003-02-25,2.7826125621795654
2003-02-26,2.702928066253662
2003-02-27,2.6949591636657715
2003-02-28,2.6997406482696533
2003-03-03,2.709303140640259
2003-03-04,2.686990261077881
2003-03-05,2.702928066253662
2003-03-06,2.709303140640259
2003-03-07,2.6949591636657715
2003-03-10,2.6439616680145264
2003-03-11,2.623242139816284
2003-03-12,2.6822097301483154
2003-03-13,2.6790223121643066
2003-03-14,2.6662724018096924
2003-03-17,2.803331136703491
2003-03-18,2.847956418991089
2003-03-19,2.836798906326294
2003-03-20,2.851142644882202
2003-03-21,2.8909847736358643
2003-03-24,2.841580867767334
2003-03-25,2.9132959842681885
2003-03-26,2.9164843559265137
2003-03-27,2.954732656478882
2003-03-28,2.9595143795013428
2003-03-31,2.9005484580993652
2003-04-01,2.96907639503479
2003-04-02,2.940390110015869
2003-04-03,2.972263813018799
2003-04-04,3.021669387817383
2003-04-07,3.0360124111175537
2003-04-08,3.0264508724212646
2003-04-09,2.9387965202331543
2003-04-10,2.964296579360962
2003-04-11,2.9595143795013428
2003-04-14,3.018482208251953
2003-04-15,3.075854778289795
2003-04-16,3.0487618446350098
2003-04-17,3.045574426651001
2003-04-21,3.047168493270874
2003-04-22,3.114105224609375
2003-04-23,3.1316349506378174
2003-04-24,3.1443846225738525
2003-04-25,3.1316349506378174
2003-04-28,3.168839693069458
2003-04-29,3.094430446624756
2003-04-30,3.0572268962860107
2003-05-01,3.0831074714660645
2003-05-02,3.0798723697662354
2003-05-05,3.089578151702881
2003-05-06,3.149427890777588
2003-05-07,3.121929168701172
2003-05-08,3.0911946296691895
2003-05-09,3.1138429641723633
2003-05-12,3.1073710918426514
2003-05-13,3.068549394607544
2003-05-14,3.0054636001586914
2003-05-15,2.9553191661834717
2003-05-16,2.984435796737671
2003-05-19,2.9229655265808105
2003-05-20,2.927819013595581
2003-05-21,2.9100277423858643
2003-05-22,2.948850154876709
2003-05-23,3.170457124710083
2003-05-27,3.2238364219665527
2003-05-28,3.196338415145874
2003-05-29,3.147810459136963
2003-05-30,3.172075033187866
2003-06-02,3.2222204208374023
2003-06-03,3.2594246864318848
2003-06-04,3.295011281967163
2003-06-05,3.295011281967163
2003-06-06,3.278834104537964
2003-06-09,3.2642765045166016
2003-06-10,3.248100519180298
2003-06-11,3.2578067779541016
2003-06-12,3.2367775440216064
2003-06-13,3.172075033187866
2003-06-16,3.265895128250122
2003-06-17,3.299863338470459
2003-06-18,3.248100519180298
2003-06-19,3.2206015586853027
2003-06-20,3.1785449981689453
2003-06-23,3.130019187927246
2003-06-24,3.117077589035034
2003-06-25,3.1089887619018555
2003-06-26,3.1138429641723633
2003-06-27,3.0766358375549316
2003-06-30,3.0734024047851562
2003-07-01,3.121929168701172
2003-07-02,3.170457124710083
2003-07-03,3.191486120223999
2003-07-07,3.133254289627075
2003-07-08,3.0863420963287354
2003-07-09,3.218984842300415
2003-07-10,3.2141313552856445
2003-07-11,3.2303082942962646
2003-07-14,3.210895538330078
2003-07-15,3.1850156784057617
2003-07-16,3.146193027496338
2003-07-17,3.1251652240753174
2003-07-18,3.138106346130371
2003-07-21,3.1089887619018555
2003-07-22,3.121929168701172
2003-07-23,3.110607385635376
2003-07-24,3.1186938285827637
2003-07-25,3.1348719596862793
2003-07-28,3.117077589035034
2003-07-29,3.1039390563964844
2003-07-30,3.1696300506591797
2003-07-31,3.1696300506591797
2003-08-01,3.146639823913574
2003-08-04,3.1696300506591797
