Date,HUM
2001-07-19,8.861860275268555
2001-07-20,8.730899810791016
2001-07-23,8.783289909362793
2001-07-24,8.460243225097656
2001-07-25,8.460243225097656
2001-07-26,8.26816177368164
2001-07-27,8.119733810424805
2001-07-30,8.844400405883789
2001-07-31,9.734949111938477
2001-08-01,9.438105583190918
2001-08-02,9.193638801574707
2001-08-03,9.176175117492676
2001-08-06,9.123787879943848
2001-08-07,9.123787879943848
2001-08-08,9.123787879943848
2001-08-09,9.2634859085083
2001-08-10,9.254756927490234
2001-08-13,9.6651029586792
2001-08-14,9.647642135620117
2001-08-15,9.473030090332031
2001-08-16,9.55160140991211
2001-08-17,9.473030090332031
2001-08-20,10.381036758422852
2001-08-21,10.258809089660645
2001-08-22,10.64296817779541
2001-08-23,10.546926498413086
2001-08-24,10.477083206176758
2001-08-27,10.42469310760498
2001-08-28,10.433426856994629
2001-08-29,10.520733833312988
2001-08-30,10.608046531677246
2001-08-31,10.477083206176758
2001-09-04,10.512004852294922
2001-09-05,10.477083206176758
2001-09-06,10.389772415161133
2001-09-07,9.953224182128906
2001-09-10,9.909570693969727
2001-09-17,9.516681671142578
2001-09-18,9.359525680541992
2001-09-19,8.730899810791016
2001-09-20,8.643590927124023
2001-09-21,8.294357299804688
2001-09-24,8.905512809753418
2001-09-25,9.167448043823242
2001-09-26,9.254756927490234
2001-09-27,10.389772415161133
2001-09-28,10.529467582702637
2001-10-01,10.040536880493164
2001-10-02,10.31992244720459
2001-10-03,10.590580940246582
2001-10-04,10.293730735778809
2001-10-05,10.171499252319336
2001-10-08,9.778610229492188
2001-10-09,9.62144947052002
2001-10-10,10.136574745178223
2001-10-11,10.066730499267578
2001-10-12,10.154031753540039
2001-10-15,10.040536880493164
2001-10-16,10.11911392211914
2001-10-17,10.040536880493164
2001-10-18,9.778610229492188
2001-10-19,8.922981262207031
2001-10-22,9.586531639099121
2001-10-23,9.429372787475586
2001-10-24,9.342063903808594
2001-10-25,9.717486381530762
2001-10-26,9.778610229492188
2001-10-29,10.02307415008545
2001-10-30,9.865920066833496
2001-10-31,10.084190368652344
2001-11-01,10.154031753540039
2001-11-02,10.520733833312988
2001-11-05,10.712814331054688
2001-11-06,10.948548316955566
2001-11-07,10.913622856140137
2001-11-08,10.712814331054688
2001-11-09,10.608046531677246
2001-11-12,10.651700019836426
2001-11-13,10.66916275024414
2001-11-14,10.660429954528809
2001-11-15,10.608046531677246
2001-11-16,10.258809089660645
2001-11-19,10.564387321472168
2001-11-20,11.245399475097656
2001-11-21,11.044587135314941
2001-11-23,11.070780754089355
2001-11-26,11.1318941116333
2001-11-27,10.957282066345215
2001-11-28,10.913622856140137
2001-11-29,10.98347282409668
2001-11-30,10.98347282409668
2001-12-03,10.939815521240234
2001-12-04,11.254131317138672
2001-12-05,11.402554512023926
2001-12-06,11.088245391845703
2001-12-07,10.739005088806152
2001-12-10,10.381036758422852
2001-12-11,10.180231094360352
2001-12-12,9.961960792541504
2001-12-13,10.42469310760498
2001-12-14,10.040536880493164
2001-12-17,10.2064208984375
2001-12-18,10.459615707397461
2001-12-19,10.258809089660645
2001-12-20,10.31992244720459
2001-12-21,10.110383987426758
2001-12-24,10.171499252319336
2001-12-26,10.075455665588379
2001-12-27,10.42469310760498
2001-12-28,10.581854820251465
2001-12-31,10.293730735778809
2002-01-02,10.040536880493164
2002-01-03,10.040536880493164
2002-01-04,10.084190368652344
2002-01-07,10.02307415008545
2002-01-08,10.005611419677734
2002-01-09,10.546926498413086
2002-01-10,10.7564697265625
2002-01-11,11.175551414489746
2002-01-14,11.062049865722656
2002-01-15,11.306513786315918
2002-01-16,11.262861251831055
2002-01-17,11.105706214904785
2002-01-18,11.350168228149414
2002-01-22,11.175551414489746
2002-01-23,11.09697151184082
2002-01-24,11.437478065490723
2002-01-25,11.271588325500488
2002-01-28,11.350168228149414
2002-01-29,11.219207763671875
2002-01-30,11.1318941116333
2002-01-31,10.86997127532959
2002-02-01,11.245399475097656
2002-02-04,10.555660247802734
2002-02-05,11.32397747039795
2002-02-06,11.175551414489746
2002-02-07,11.533517837524414
2002-02-08,11.4985933303833
2002-02-11,11.6994047164917
2002-02-12,11.8740234375
2002-02-13,11.777985572814941
2002-02-14,11.524786949157715
2002-02-15,11.306513786315918
2002-02-19,11.175551414489746
2002-02-20,11.16681957244873
2002-02-21,11.376362800598145
2002-02-22,11.446208000183105
2002-02-25,11.262861251831055
2002-02-26,11.786712646484375
2002-02-27,11.350168228149414
2002-02-28,11.437478065490723
2002-03-01,11.786712646484375
2002-03-04,10.86997127532959
2002-03-05,10.86997127532959
2002-03-06,10.96601390838623
2002-03-07,10.896163940429688
2002-03-08,11.21047592163086
2002-03-11,11.262861251831055
2002-03-12,11.262861251831055
2002-03-13,11.4985933303833
2002-03-14,11.472403526306152
2002-03-15,11.280319213867188
2002-03-18,11.63829231262207
2002-03-19,11.393824577331543
2002-03-20,11.262861251831055
2002-03-21,11.350168228149414
2002-03-22,11.1318941116333
2002-03-25,10.98347282409668
2002-03-26,11.358902931213379
2002-03-27,11.585904121398926
2002-03-28,11.812905311584473
2002-04-01,11.847832679748535
2002-04-02,11.891488075256348
2002-04-03,12.223261833190918
2002-04-04,12.205798149108887
2002-04-05,12.520111083984375
2002-04-08,12.572491645812988
2002-04-09,13.070157051086426
2002-04-10,12.825689315795898
2002-04-11,12.642339706420898
2002-04-12,12.703457832336426
2002-04-15,12.493917465209961
2002-04-16,12.642339706420898
2002-04-17,13.113809585571289
2002-04-18,13.786093711853027
2002-04-19,13.960708618164062
2002-04-22,13.751166343688965
2002-04-23,13.506701469421387
2002-04-24,13.724974632263184
2002-04-25,14.449636459350586
2002-04-26,14.30994701385498
2002-04-29,13.847209930419922
2002-04-30,14.27502155303955
2002-05-01,14.528218269348145
2002-05-02,14.667909622192383
2002-05-03,14.46710205078125
2002-05-06,14.51948356628418
2002-05-07,14.135324478149414
2002-05-08,14.08293628692627
2002-05-09,13.986900329589844
2002-05-10,13.751166343688965
2002-05-13,13.43685245513916
2002-05-14,13.384469032287598
2002-05-15,13.445584297180176
2002-05-16,13.375737190246582
2002-05-17,13.480508804321289
2002-05-20,12.677267074584961
2002-05-21,12.642339706420898
2002-05-22,12.6248779296875
2002-05-23,13.009037971496582
2002-05-24,12.94792366027832
2002-05-28,12.930463790893555
2002-05-29,12.930463790893555
2002-05-30,13.305892944335938
2002-05-31,13.288432121276855
2002-06-03,13.236045837402344
2002-06-04,13.087621688842773
2002-06-05,13.20984935760498
2002-06-06,13.148735046386719
2002-06-07,13.43685245513916
2002-06-10,13.524165153503418
2002-06-11,14.536948204040527
2002-06-12,14.842525482177734
2002-06-13,14.414715766906738
2002-06-14,14.30994701385498
2002-06-17,14.798872947692871
2002-06-18,14.589332580566406
2002-06-19,14.921107292175293
2002-06-20,14.632987022399902
2002-06-21,14.449636459350586
2002-06-24,13.611472129821777
2002-06-25,13.026503562927246
2002-06-26,13.270968437194824
2002-06-27,13.489245414733887
2002-06-28,13.646398544311523
2002-07-01,13.13127326965332
2002-07-02,12.39787769317627
2002-07-03,12.231988906860352
2002-07-05,12.904268264770508
2002-07-08,12.904268264770508
2002-07-09,11.786712646484375
2002-07-10,12.135948181152344
2002-07-11,11.8740234375
2002-07-12,12.223261833190918
2002-07-15,11.83036994934082
2002-07-16,11.612099647521973
2002-07-17,12.144681930541992
2002-07-18,11.935139656066895
2002-07-19,11.72559928894043
2002-07-22,10.808853149414062
2002-07-23,10.773931503295898
2002-07-24,11.620829582214355
2002-07-25,11.297781944274902
2002-07-26,11.358902931213379
2002-07-29,10.808853149414062
2002-07-30,10.608046531677246
2002-07-31,10.747737884521484
2002-08-01,10.852508544921875
2002-08-02,10.546926498413086
2002-08-05,9.909570693969727
2002-08-06,10.477083206176758
2002-08-07,10.477083206176758
2002-08-08,10.957282066345215
2002-08-09,11.105706214904785
2002-08-12,11.193013191223145
2002-08-13,10.782662391662598
2002-08-14,11.306513786315918
2002-08-15,11.184279441833496
2002-08-16,11.1318941116333
2002-08-19,11.262861251831055
2002-08-20,11.306513786315918
2002-08-21,11.297781944274902
2002-08-22,11.935139656066895
2002-08-23,11.812905311584473
2002-08-26,11.935139656066895
2002-08-27,11.63829231262207
2002-08-28,11.21047592163086
2002-08-29,11.568441390991211
2002-08-30,11.612099647521973
2002-09-03,11.254131317138672
2002-09-04,11.350168228149414
2002-09-05,11.4985933303833
2002-09-06,11.612099647521973
2002-09-09,11.524786949157715
2002-09-10,11.227931022644043
2002-09-11,11.306513786315918
2002-09-12,11.332708358764648
2002-09-13,11.594635963439941
2002-09-16,11.568441390991211
2002-09-17,11.315242767333984
2002-09-18,11.350168228149414
2002-09-19,11.088245391845703
2002-09-20,10.87869930267334
2002-09-23,10.459615707397461
2002-09-24,10.459615707397461
2002-09-25,10.896163940429688
2002-09-26,10.477083206176758
2002-09-27,10.63424015045166
2002-09-30,10.82631778717041
2002-10-01,10.957282066345215
2002-10-02,11.184279441833496
2002-10-03,11.341439247131348
2002-10-04,10.87869930267334
2002-10-07,10.433426856994629
2002-10-08,10.948548316955566
2002-10-09,10.739005088806152
2002-10-10,11.158090591430664
2002-10-11,11.332708358764648
2002-10-14,11.533517837524414
2002-10-15,11.8740234375
2002-10-16,12.118487358093262
2002-10-17,11.812905311584473
2002-10-18,12.004981994628906
2002-10-21,12.127222061157227
2002-10-22,12.26691722869873
2002-10-23,12.354222297668457
2002-10-24,12.144681930541992
2002-10-25,12.135948181152344
2002-10-28,11.350168228149414
2002-10-29,10.913622856140137
2002-10-30,10.87869930267334
2002-10-31,10.63424015045166
2002-11-01,10.686622619628906
2002-11-04,10.712814331054688
2002-11-05,10.538196563720703
2002-11-06,10.86997127532959
2002-11-07,10.861239433288574
2002-11-08,9.630183219909668
2002-11-11,9.542876243591309
2002-11-12,9.603989601135254
2002-11-13,9.68256664276123
2002-11-14,9.473030090332031
2002-11-15,9.717486381530762
2002-11-18,9.691296577453613
2002-11-19,9.586531639099121
2002-11-20,9.61271858215332
2002-11-21,9.403178215026855
2002-11-22,9.368252754211426
2002-11-25,8.617400169372559
2002-11-26,8.713438034057617
2002-11-27,9.115057945251465
2002-11-29,9.088865280151367
2002-12-02,8.818208694458008
2002-12-03,8.905512809753418
2002-12-04,9.167448043823242
2002-12-05,8.713438034057617
2002-12-06,8.992822647094727
2002-12-09,8.818208694458008
2002-12-10,8.774552345275879
2002-12-11,8.730899810791016
2002-12-12,8.922981262207031
2002-12-13,8.826939582824707
2002-12-16,8.896787643432617
2002-12-17,9.010286331176758
2002-12-18,9.036480903625488
2002-12-19,8.853131294250488
2002-12-20,9.001559257507324
2002-12-23,9.123787879943848
2002-12-24,9.010286331176758
2002-12-26,9.097597122192383
2002-12-27,8.91424560546875
2002-12-30,8.844400405883789
2002-12-31,8.730899810791016
2003-01-02,9.001559257507324
2003-01-03,9.080134391784668
2003-01-06,9.010286331176758
2003-01-07,9.001559257507324
2003-01-08,9.080134391784668
2003-01-09,9.219832420349121
2003-01-10,8.984095573425293
2003-01-13,8.922981262207031
2003-01-14,8.949175834655762
2003-01-15,8.992822647094727
2003-01-16,9.010286331176758
2003-01-17,9.350790977478027
2003-01-21,9.097597122192383
2003-01-22,9.211101531982422
2003-01-23,9.036480903625488
2003-01-24,8.905512809753418
2003-01-27,8.556280136108398
2003-01-28,8.722168922424316
2003-01-29,8.643590927124023
2003-01-30,8.311817169189453
2003-01-31,8.678515434265137
2003-02-03,8.189582824707031
2003-02-04,7.892734050750732
2003-02-05,7.770499229431152
2003-02-06,7.726846694946289
2003-02-07,7.9363884925842285
2003-02-10,7.884004592895508
2003-02-11,7.857808589935303
2003-02-12,7.578421592712402
2003-02-13,7.805424690246582
2003-02-14,7.805424690246582
2003-02-18,8.049885749816895
2003-02-19,8.093541145324707
2003-02-20,8.119733810424805
2003-02-21,8.52135944366455
2003-02-24,8.12846565246582
2003-02-25,8.25943374633789
2003-02-26,8.346738815307617
2003-02-27,8.52135944366455
2003-02-28,8.556280136108398
2003-03-03,8.311817169189453
2003-03-04,8.067351341247559
2003-03-05,8.189582824707031
2003-03-06,8.067351341247559
2003-03-07,8.294357299804688
2003-03-10,8.16339111328125
2003-03-11,7.988775253295898
2003-03-12,8.145930290222168
2003-03-13,8.084809303283691
2003-03-14,7.857808589935303
2003-03-17,8.154655456542969
2003-03-18,8.233237266540527
2003-03-19,8.285619735717773
2003-03-20,8.303086280822754
2003-03-21,8.76582145690918
2003-03-24,8.512628555297852
2003-03-25,8.25069808959961
2003-03-26,8.032428741455078
2003-03-27,8.032428741455078
2003-03-28,8.180849075317383
2003-03-31,8.38166332244873
2003-04-01,8.154655456542969
2003-04-02,8.224507331848145
2003-04-03,8.16339111328125
2003-04-04,8.20704460144043
2003-04-07,8.233237266540527
2003-04-08,8.093541145324707
2003-04-09,8.058621406555176
2003-04-10,7.9363884925842285
2003-04-11,7.997501373291016
2003-04-14,8.355473518371582
2003-04-15,8.372930526733398
2003-04-16,8.058621406555176
2003-04-17,8.608662605285645
2003-04-21,8.390390396118164
2003-04-22,8.800745010375977
2003-04-23,8.992822647094727
2003-04-24,9.254756927490234
2003-04-25,9.167448043823242
2003-04-28,8.905512809753418
2003-04-29,9.350790977478027
2003-04-30,9.647642135620117
2003-05-01,9.67383861541748
2003-05-02,9.796072006225586
2003-05-05,10.241342544555664
2003-05-06,10.21514892578125
2003-05-07,10.258809089660645
2003-05-08,10.05799388885498
2003-05-09,10.223885536193848
2003-05-12,10.398504257202148
2003-05-13,10.747737884521484
2003-05-14,10.887434005737305
2003-05-15,11.044587135314941
2003-05-16,11.559714317321777
2003-05-19,11.044587135314941
2003-05-20,11.245399475097656
2003-05-21,11.446208000183105
2003-05-22,11.42001724243164
2003-05-23,11.306513786315918
2003-05-27,11.227931022644043
2003-05-28,11.306513786315918
2003-05-29,11.262861251831055
2003-05-30,11.341439247131348
2003-06-02,11.315242767333984
2003-06-03,11.559714317321777
2003-06-04,11.50732707977295
2003-06-05,11.847832679748535
2003-06-06,12.223261833190918
2003-06-09,11.978788375854492
2003-06-10,12.188335418701172
2003-06-11,12.834423065185547
2003-06-12,13.15746784210205
2003-06-13,13.270968437194824
2003-06-16,13.567816734313965
2003-06-17,13.969440460205078
2003-06-18,13.69005012512207
2003-06-19,13.105082511901855
2003-06-20,13.42812442779541
2003-06-23,12.921732902526855
2003-06-24,12.84315299987793
2003-06-25,12.825689315795898
2003-06-26,13.105082511901855
2003-06-27,13.183658599853516
2003-06-30,13.183658599853516
2003-07-01,13.358277320861816
2003-07-02,13.628935813903809
2003-07-03,13.480508804321289
2003-07-07,13.663856506347656
2003-07-08,13.951977729797363
2003-07-09,14.493297576904297
2003-07-10,14.344866752624512
2003-07-11,14.694101333618164
2003-07-14,14.580605506896973
2003-07-15,14.135324478149414
2003-07-16,13.786093711853027
2003-07-17,13.7337064743042
2003-07-18,13.716243743896484
2003-07-21,14.117864608764648
2003-07-22,14.065479278564453
2003-07-23,14.030557632446289
2003-07-24,14.196440696716309
2003-07-25,14.694101333618164
2003-07-28,15.436227798461914
2003-07-29,15.314001083374023
2003-07-30,15.610849380493164
2003-07-31,15.296542167663574
2003-08-01,15.244148254394531
2003-08-04,15.008415222167969
2003-08-05,14.73775863647461
2003-08-06,13.91705322265625
2003-08-07,14.178979873657227
2003-08-08,14.030557632446289
2003-08-11,14.187708854675293
2003-08-12,14.344866752624512
2003-08-13,14.43217658996582
2003-08-14,14.598064422607422
2003-08-15,14.545679092407227
2003-08-18,14.624261856079102
2003-08-19,15.052064895629883
2003-08-20,14.816333770751953
2003-08-21,14.947296142578125
2003-08-22,15.052064895629883
2003-08-25,15.02587604522705
2003-08-26,15.034602165222168
2003-08-27,15.034602165222168
2003-08-28,15.39258098602295
2003-08-29,15.357654571533203
2003-09-02,15.820390701293945
2003-09-03,15.689424514770508
2003-09-04,15.907693862915039
2003-09-05,15.619577407836914
2003-09-08,16.152164459228516
2003-09-09,15.724349975585938
2003-09-10,15.497347831726074
2003-09-11,15.663228988647461
2003-09-12,15.671965599060059
2003-09-15,15.628308296203613
2003-09-16,15.785468101501465
2003-09-17,15.92515754699707
