Date,BDX
2000-01-03,13.2849702835083
2000-01-04,12.93620491027832
2000-01-05,13.031318664550781
2000-01-06,13.570327758789062
2000-01-07,14.33128547668457
2000-01-10,14.014217376708984
2000-01-11,13.792272567749023
2000-01-12,13.348390579223633
2000-01-13,14.267868995666504
2000-01-14,13.887385368347168
2000-01-18,13.91909408569336
2000-01-19,14.394699096679688
2000-01-20,14.109334945678711
2000-01-21,14.6166410446167
2000-01-24,14.14103889465332
2000-01-25,13.792272567749023
2000-01-26,13.60203742980957
2000-01-27,14.14103889465332
2000-01-28,13.443500518798828
2000-01-31,13.2849702835083
2000-02-01,13.76056957244873
2000-02-02,13.348390579223633
2000-02-03,13.189857482910156
2000-02-04,13.189857482910156
2000-02-07,13.189857482910156
2000-02-08,13.031318664550781
2000-02-09,13.12643814086914
2000-02-10,12.74596118927002
2000-02-11,12.682548522949219
2000-02-14,13.094731330871582
2000-02-15,12.74596118927002
2000-02-16,12.99960994720459
2000-02-17,13.348390579223633
2000-02-18,15.50442123413086
2000-02-22,14.743470191955566
2000-02-23,15.219061851501465
2000-02-24,16.233665466308594
2000-02-25,17.311681747436523
2000-02-28,15.726366996765137
2000-02-29,15.726366996765137
2000-03-01,15.884897232055664
2000-03-02,15.948307037353516
2000-03-03,15.980006217956543
2000-03-06,15.631251335144043
2000-03-07,15.028825759887695
2000-03-08,15.298797607421875
2000-03-09,15.712282180786133
2000-03-10,16.2847957611084
2000-03-13,15.585044860839844
2000-03-14,15.076156616210938
2000-03-15,15.489636421203613
2000-03-16,15.775890350341797
2000-03-17,15.903111457824707
2000-03-20,15.775890350341797
2000-03-21,15.775890350341797
2000-03-22,15.744075775146484
2000-03-23,15.266990661621094
2000-03-24,14.24919319152832
2000-03-27,13.70848560333252
2000-03-28,13.803903579711914
2000-03-29,13.676678657531738
2000-03-30,13.485831260681152
2000-03-31,13.390426635742188
2000-04-03,13.740288734436035
2000-04-04,13.77209186553955
2000-04-05,13.835701942443848
2000-04-06,13.740288734436035
2000-04-07,13.581256866455078
2000-04-10,13.517641067504883
2000-04-11,13.962929725646973
2000-04-12,14.630863189697266
2000-04-13,14.535443305969238
2000-04-14,13.676678657531738
2000-04-17,13.263195991516113
2000-04-18,13.613064765930176
2000-04-19,13.135969161987305
2000-04-20,13.008745193481445
2000-04-24,12.976943016052246
2000-04-25,13.231392860412598
2000-04-26,13.104165077209473
2000-04-27,13.104165077209473
2000-04-28,13.040547370910645
2000-05-01,13.135969161987305
2000-05-02,13.326803207397461
2000-05-03,13.64487075805664
2000-05-04,13.231392860412598
2000-05-05,13.70848560333252
2000-05-08,13.613064765930176
2000-05-09,13.676678657531738
2000-05-10,13.613064765930176
2000-05-11,13.835701942443848
2000-05-12,13.581256866455078
2000-05-15,14.153768539428711
2000-05-16,14.058350563049316
2000-05-17,13.962929725646973
2000-05-18,14.153768539428711
2000-05-19,13.867515563964844
2000-05-22,13.740288734436035
2000-05-23,13.994738578796387
2000-05-24,15.012533187866211
2000-05-25,14.630863189697266
2000-05-26,14.344605445861816
2000-05-30,14.917123794555664
2000-05-31,14.853508949279785
2000-06-01,14.56725025177002
2000-06-02,14.535443305969238
2000-06-05,14.758087158203125
2000-06-06,14.917123794555664
2000-06-07,14.358355522155762
2000-06-08,14.230725288391113
2000-06-09,14.358355522155762
2000-06-12,14.007369995117188
2000-06-13,14.103094100952148
2000-06-14,14.230725288391113
2000-06-15,14.422174453735352
2000-06-16,14.182866096496582
2000-06-19,14.230725288391113
2000-06-20,13.975461959838867
2000-06-21,14.166908264160156
2000-06-22,13.975461959838867
2000-06-23,13.975461959838867
2000-06-26,13.943560600280762
2000-06-27,13.720209121704102
2000-06-28,14.119049072265625
2000-06-29,14.166908264160156
2000-06-30,14.64551830291748
2000-07-03,14.422174453735352
2000-07-05,15.092232704162598
2000-07-06,15.06031322479248
2000-07-07,14.996502876281738
2000-07-10,15.18795394897461
2000-07-11,15.124134063720703
2000-07-12,14.932692527770996
2000-07-13,14.29454231262207
2000-07-14,13.911651611328125
2000-07-17,14.07119083404541
2000-07-18,14.581709861755371
2000-07-19,14.422174453735352
2000-07-20,12.731074333190918
2000-07-21,13.018243789672852
2000-07-24,12.92251968383789
2000-07-25,12.635347366333008
2000-07-26,12.188645362854004
2000-07-27,12.699170112609863
2000-07-28,12.571534156799316
2000-07-31,12.89061450958252
2000-08-01,13.401129722595215
2000-08-02,13.528753280639648
2000-08-03,13.433043479919434
2000-08-04,13.273506164550781
2000-08-07,13.177776336669922
2000-08-08,13.145870208740234
2000-08-09,12.635347366333008
2000-08-10,12.954426765441895
2000-08-11,13.050150871276855
2000-08-14,13.305412292480469
2000-08-15,13.305412292480469
2000-08-16,13.401129722595215
2000-08-17,13.528753280639648
2000-08-18,13.528753280639648
2000-08-21,14.485989570617676
2000-08-22,13.943560600280762
2000-08-23,14.03928279876709
2000-08-24,14.19881534576416
2000-08-25,14.19881534576416
2000-08-28,14.549808502197266
2000-08-29,14.29454231262207
2000-08-30,14.805062294006348
2000-08-31,15.3235502243042
2000-09-01,14.773155212402344
2000-09-05,14.64551830291748
2000-09-06,14.629135131835938
2000-09-07,14.59713077545166
2000-09-08,14.437064170837402
2000-09-11,14.629135131835938
2000-09-12,14.885224342346191
2000-09-13,14.437064170837402
2000-09-14,14.37304401397705
2000-09-15,14.37304401397705
2000-09-18,13.79684066772461
2000-09-19,13.444719314575195
2000-09-20,13.09259033203125
2000-09-21,13.09259033203125
2000-09-22,13.028573989868164
2000-09-25,12.804498672485352
2000-09-26,11.46002197265625
2000-09-27,13.50873851776123
2000-09-28,13.380699157714844
2000-09-29,13.540750503540039
2000-10-02,13.604766845703125
2000-10-03,13.732820510864258
2000-10-04,13.82884693145752
2000-10-05,14.020919799804688
2000-10-06,14.212993621826172
2000-10-09,13.988906860351562
2000-10-10,14.34102725982666
2000-10-11,14.629135131835938
2000-10-12,14.501075744628906
2000-10-13,14.98126220703125
2000-10-16,15.013266563415527
2000-10-17,15.109294891357422
2000-10-18,15.877575874328613
2000-10-19,15.237349510192871
2000-10-20,15.14130973815918
2000-10-23,14.853205680847168
2000-10-24,14.853205680847168
2000-10-25,15.46142292022705
2000-10-26,15.621481895446777
2000-10-27,15.525440216064453
2000-10-30,16.325733184814453
2000-10-31,17.158023834228516
2000-11-01,16.86991310119629
2000-11-02,16.997966766357422
2000-11-03,17.06198501586914
2000-11-06,16.901931762695312
2000-11-07,16.933942794799805
2000-11-08,17.02997398376465
2000-11-09,16.325733184814453
2000-11-10,16.10165023803711
2000-11-13,15.973600387573242
2000-11-14,15.877575874328613
2000-11-15,15.877575874328613
2000-11-16,15.845561981201172
2000-11-17,16.229698181152344
2000-11-20,16.10165023803711
2000-11-21,16.197681427001953
2000-11-22,16.261707305908203
2000-11-24,16.197681427001953
2000-11-27,16.38974380493164
2000-11-28,16.86991310119629
2000-11-29,17.414106369018555
2000-11-30,17.414106369018555
2000-12-01,17.350082397460938
2000-12-04,17.28606605529785
2000-12-05,17.28606605529785
