Date,BMY
2000-01-03,22.92989730834961
2000-01-04,21.195148468017578
2000-01-05,21.059354782104492
2000-01-06,21.34967803955078
2000-01-07,24.476200103759766
2000-01-10,24.20821762084961
2000-01-11,23.87323570251465
2000-01-12,23.806241989135742
2000-01-13,23.359577178955078
2000-01-14,24.007221221923828
2000-01-18,23.337255477905273
2000-01-19,22.890613555908203
2000-01-20,22.108978271484375
2000-01-21,21.863313674926758
2000-01-24,20.97003173828125
2000-01-25,21.39433479309082
2000-01-26,21.974990844726562
2000-01-27,22.24297332763672
2000-01-28,22.95760726928711
2000-01-31,23.672239303588867
2000-02-01,23.09160041809082
2000-02-02,23.158611297607422
2000-02-03,23.359577178955078
2000-02-04,23.11392593383789
2000-02-07,22.95760726928711
2000-02-08,22.778953552246094
2000-02-09,22.332313537597656
2000-02-10,21.93031883239746
2000-02-11,21.43901252746582
2000-02-14,21.84100341796875
2000-02-15,22.17597770690918
2000-02-16,22.711938858032227
2000-02-17,22.68961524963379
2000-02-18,21.34967803955078
2000-02-22,21.41667938232422
2000-02-23,21.41667938232422
2000-02-24,20.67970848083496
2000-02-25,20.233076095581055
2000-02-28,20.121397018432617
2000-02-29,20.456384658813477
2000-03-01,18.31248664855957
2000-03-02,18.831722259521484
2000-03-03,18.401823043823242
2000-03-06,16.59290313720703
2000-03-07,15.5432767868042
2000-03-08,17.061887741088867
2000-03-09,19.20578956604004
2000-03-10,18.71446990966797
2000-03-13,18.20081901550293
2000-03-14,17.128877639770508
2000-03-15,18.044506072998047
2000-03-16,19.898088455200195
2000-03-17,19.116456985473633
2000-03-20,18.915456771850586
2000-03-21,19.027128219604492
2000-03-22,19.518434524536133
2000-03-23,20.009742736816406
2000-03-24,19.652423858642578
2000-03-27,19.518434524536133
2000-03-28,19.674766540527344
2000-03-29,20.67970848083496
2000-03-30,20.456384658813477
2000-03-31,20.4117374420166
2000-04-03,22.0419864654541
2000-04-04,23.672239303588867
2000-04-05,23.11006736755371
2000-04-06,21.697912216186523
2000-04-07,21.339262008666992
2000-04-10,22.011716842651367
2000-04-11,23.04281997680664
2000-04-12,23.244571685791016
2000-04-13,23.849761962890625
2000-04-14,22.729015350341797
2000-04-17,23.266977310180664
2000-04-18,23.356632232666016
2000-04-19,18.26837730407715
2000-04-20,17.932153701782227
2000-04-24,17.752826690673828
2000-04-25,18.201143264770508
2000-04-26,18.49254035949707
2000-04-27,18.739093780517578
2000-04-28,18.80634880065918
2000-05-01,18.470125198364258
2000-05-02,18.49254035949707
2000-05-03,18.201143264770508
2000-05-04,18.671855926513672
2000-05-05,18.9632511138916
2000-05-08,19.41156005859375
2000-05-09,19.232234954833984
2000-05-10,19.254650115966797
2000-05-11,19.142574310302734
2000-05-12,19.52363395690918
2000-05-15,19.971942901611328
2000-05-16,20.240928649902344
2000-05-17,20.37542152404785
2000-05-18,20.37542152404785
2000-05-19,20.465070724487305
2000-05-22,20.621986389160156
2000-05-23,20.5771484375
2000-05-24,20.37542152404785
2000-05-25,20.039180755615234
2000-05-26,20.173677444458008
2000-05-30,20.173677444458008
2000-05-31,19.747791290283203
2000-06-01,19.120168685913086
2000-06-02,18.245967864990234
2000-06-05,18.425289154052734
2000-06-06,18.80634880065918
2000-06-07,18.85118865966797
2000-06-08,18.49254035949707
2000-06-09,18.537363052368164
2000-06-12,18.671855926513672
2000-06-13,19.097753524780273
2000-06-14,19.546052932739258
2000-06-15,19.747791290283203
2000-06-16,19.052921295166016
2000-06-19,19.725370407104492
2000-06-20,19.097753524780273
2000-06-21,19.41156005859375
2000-06-22,19.277080535888672
2000-06-23,19.321895599365234
2000-06-26,19.45639419555664
2000-06-27,20.173677444458008
2000-06-28,19.473201751708984
2000-06-29,20.7564640045166
2000-06-30,20.890966415405273
2000-07-03,20.71163558959961
2000-07-05,21.227575302124023
2000-07-06,20.97997283935547
2000-07-07,20.889928817749023
2000-07-10,21.18256187438965
2000-07-11,21.137540817260742
2000-07-12,20.175203323364258
2000-07-13,19.44925308227539
2000-07-14,19.764385223388672
2000-07-17,19.8262882232666
2000-07-18,19.1115779876709
2000-07-19,18.863964080810547
2000-07-20,18.363101959228516
2000-07-21,18.031064987182617
2000-07-24,18.00855255126953
2000-07-25,17.580856323242188
2000-07-26,17.198179244995117
2000-07-27,18.188650131225586
2000-07-28,18.098594665527344
2000-07-31,18.593839645385742
2000-08-01,18.751405715942383
2000-08-02,19.179113388061523
2000-08-03,19.51676368713379
2000-08-04,18.863964080810547
2000-08-07,18.76828956604004
2000-08-08,18.498165130615234
2000-08-09,18.72890281677246
2000-08-10,18.458770751953125
2000-08-11,18.35184669494629
2000-08-14,18.233667373657227
2000-08-15,19.044048309326172
2000-08-16,18.818937301635742
2000-08-17,19.089073181152344
2000-08-18,18.368728637695312
2000-08-21,19.336679458618164
2000-08-22,19.854429244995117
2000-08-23,20.2146053314209
2000-08-24,20.124561309814453
2000-08-25,20.32716178894043
2000-08-28,19.966991424560547
2000-08-29,19.2691650390625
2000-08-30,19.134096145629883
2000-08-31,19.094709396362305
2000-09-01,19.179113388061523
2000-09-05,19.089073181152344
2000-09-06,18.34621238708496
2000-09-07,18.2786922454834
2000-09-08,18.6050968170166
2000-09-11,18.6613712310791
2000-09-12,18.84708595275879
2000-09-13,18.818937301635742
2000-09-14,19.201629638671875
2000-09-15,19.24664306640625
2000-09-18,19.2691650390625
2000-09-19,19.764385223388672
2000-09-20,20.10767936706543
2000-09-21,20.34966278076172
2000-09-22,20.91243553161621
2000-09-25,20.681705474853516
2000-09-26,20.5972843170166
2000-09-27,20.34966278076172
2000-09-28,20.889928817749023
2000-09-29,20.70984649658203
2000-10-02,20.529754638671875
2000-10-03,20.394695281982422
2000-10-04,20.076364517211914
2000-10-05,20.460710525512695
2000-10-06,20.34766387939453
2000-10-09,20.41549301147461
2000-10-10,20.980703353881836
2000-10-11,21.116361618041992
2000-10-12,21.116361618041992
2000-10-13,21.161577224731445
2000-10-16,21.70416831970215
2000-10-17,21.54592514038086
2000-10-18,21.297225952148438
2000-10-19,21.31982421875
2000-10-20,21.998085021972656
2000-10-23,22.427658081054688
2000-10-24,22.359821319580078
2000-10-25,22.653738021850586
2000-10-26,22.653738021850586
2000-10-27,22.065906524658203
2000-10-30,21.998085021972656
2000-10-31,22.043302536010742
2000-11-01,22.925037384033203
2000-11-02,22.97024917602539
2000-11-03,22.405040740966797
2000-11-06,22.51807975769043
2000-11-07,22.088520050048828
2000-11-08,22.54068946838379
2000-11-09,23.173738479614258
2000-11-10,23.24155616760254
2000-11-13,22.043302536010742
2000-11-14,22.72156524658203
2000-11-15,22.789377212524414
2000-11-16,22.902435302734375
2000-11-17,23.51285743713379
2000-11-20,23.558067321777344
2000-11-21,24.191116333007812
2000-11-22,24.575448989868164
2000-11-24,24.417200088500977
2000-11-27,25.570234298706055
2000-11-28,25.45718002319336
2000-11-29,26.112829208374023
2000-11-30,25.072839736938477
2000-12-01,24.507633209228516
2000-12-04,25.185880661010742
2000-12-05,25.050233840942383
2000-12-06,23.89719581604004
2000-12-07,24.326757431030273
2000-12-08,24.665895462036133
2000-12-11,24.21372413635254
2000-12-12,24.507633209228516
2000-12-13,25.570234298706055
2000-12-14,24.824153900146484
2000-12-15,24.665895462036133
2000-12-18,24.80154037475586
2000-12-19,25.344154357910156
2000-12-20,25.88675880432129
2000-12-21,25.140670776367188
2000-12-22,24.733722686767578
2000-12-26,25.321542739868164
2000-12-27,26.02242088317871
2000-12-28,26.497182846069336
2000-12-29,26.745874404907227
2001-01-02,25.864158630371094
2001-01-03,24.261817932128906
2001-01-04,22.900070190429688
2001-01-05,23.35399055480957
2001-01-08,23.626338958740234
2001-01-09,24.171039581298828
2001-01-10,23.944074630737305
2001-01-11,23.422080993652344
2001-01-12,24.397994995117188
2001-01-16,24.67034339904785
2001-01-17,23.966779708862305
2001-01-18,24.488767623901367
2001-01-19,23.98947525024414
2001-01-22,24.30720329284668
2001-01-23,24.057559967041016
2001-01-24,23.558256149291992
2001-01-25,23.376676559448242
2001-01-26,23.263208389282227
2001-01-29,22.568716049194336
2001-01-30,22.634078979492188
2001-01-31,22.474306106567383
2001-02-01,22.920957565307617
2001-02-02,23.454757690429688
2001-02-05,23.349437713623047
2001-02-06,23.077104568481445
2001-02-07,23.59636878967285
2001-02-08,23.491064071655273
2001-02-09,23.33492088317871
2001-02-12,23.6617431640625
2001-02-13,22.89190101623535
2001-02-14,22.60502815246582
2001-02-15,22.98632049560547
2001-02-16,22.87374496459961
2001-02-20,22.79022789001465
2001-02-21,22.695810317993164
2001-02-22,22.4234676361084
2001-02-23,22.49245834350586
2001-02-26,23.095252990722656
2001-02-27,22.536029815673828
2001-02-28,23.02625846862793
2001-03-01,22.979053497314453
2001-03-02,23.31313705444336
2001-03-05,23.02263069152832
2001-03-06,22.514245986938477
2001-03-07,22.00585174560547
2001-03-08,22.4815616607666
2001-03-09,22.950008392333984
2001-03-12,22.514245986938477
2001-03-13,22.151105880737305
2001-03-14,21.384899139404297
2001-03-15,21.294118881225586
2001-03-16,20.389923095703125
2001-03-19,21.24690818786621
2001-03-20,20.589632034301758
2001-03-21,19.88153076171875
2001-03-22,19.972309112548828
2001-03-23,20.535171508789062
2001-03-26,20.825674057006836
2001-03-27,21.156116485595703
2001-03-28,21.305002212524414
2001-03-29,21.631837844848633
2001-03-30,21.570091247558594
2001-04-02,21.152488708496094
2001-04-03,20.153881072998047
2001-04-04,20.655675888061523
2001-04-05,21.22498321533203
2001-04-06,20.98412322998047
2001-04-09,21.349063873291016
2001-04-10,21.312570571899414
2001-04-11,20.568096160888672
2001-04-12,21.155641555786133
2001-04-16,21.097248077392578
2001-04-17,21.841733932495117
2001-04-18,20.929365158081055
2001-04-19,20.655675888061523
2001-04-20,20.546192169189453
2001-04-23,20.783405303955078
2001-04-24,20.035274505615234
2001-04-25,20.75055694580078
2001-04-26,20.816255569458008
2001-04-27,21.07536506652832
2001-04-30,20.43670654296875
2001-05-01,20.221403121948242
2001-05-02,19.980527877807617
2001-05-03,20.09002113342285
2001-05-04,20.371023178100586
2001-05-07,20.845439910888672
2001-05-08,20.43670654296875
2001-05-09,20.43670654296875
2001-05-10,20.25789451599121
2001-05-11,20.425756454467773
2001-05-14,20.41115951538086
2001-05-15,20.52794075012207
2001-05-16,20.765153884887695
2001-05-17,20.655675888061523
2001-05-18,20.43670654296875
2001-05-21,20.17759895324707
2001-05-22,20.049867630004883
2001-05-23,19.801715850830078
2001-05-24,19.524356842041016
2001-05-25,19.779817581176758
2001-05-29,19.76521873474121
2001-05-30,20.031618118286133
2001-05-31,19.794410705566406
2001-06-01,20.52794075012207
2001-06-04,20.801637649536133
2001-06-05,21.133756637573242
2001-06-06,20.655675888061523
2001-06-07,20.68486976623535
2001-06-08,20.604581832885742
2001-06-11,20.465913772583008
2001-06-12,20.181259155273438
2001-06-13,20.43670654296875
2001-06-14,20.473209381103516
2001-06-15,20.25423812866211
2001-06-18,20.093671798706055
2001-06-19,20.053516387939453
2001-06-20,20.13016128540039
2001-06-21,20.203142166137695
2001-06-22,19.871051788330078
2001-06-25,19.633838653564453
2001-06-26,19.440420150756836
2001-06-27,19.01343536376953
2001-06-28,19.232406616210938
2001-06-29,19.086421966552734
2001-07-02,19.513399124145508
2001-07-03,19.680316925048828
2001-07-05,19.511568069458008
2001-07-06,19.478551864624023
2001-07-09,19.797700881958008
2001-07-10,19.992122650146484
2001-07-11,19.577600479125977
2001-07-12,19.214454650878906
2001-07-13,19.353837966918945
2001-07-16,19.163087844848633
2001-07-17,19.44921112060547
2001-07-18,20.14618492126465
2001-07-19,20.377288818359375
2001-07-20,20.557025909423828
2001-07-23,20.476327896118164
2001-07-24,20.06181526184082
2001-07-25,20.82481575012207
2001-07-26,20.641408920288086
2001-07-27,20.70009422302246
2001-07-30,20.912860870361328
2001-07-31,21.694204330444336
2001-08-01,21.272342681884766
2001-08-02,21.47043228149414
2001-08-03,21.20265769958496
2001-08-06,21.287029266357422
2001-08-07,21.74118995666504
2001-08-08,21.56389045715332
2001-08-09,21.768163681030273
2001-08-10,21.852954864501953
2001-08-13,21.640975952148438
2001-08-14,21.637123107910156
2001-08-15,21.644826889038086
2001-08-16,21.81826400756836
2001-08-17,21.197751998901367
2001-08-20,22.01482582092285
2001-08-21,22.11503028869629
2001-08-22,22.307748794555664
2001-08-23,22.56597137451172
2001-08-24,22.758670806884766
2001-08-27,22.681598663330078
2001-08-28,22.6237850189209
2001-08-29,22.300039291381836
2001-08-30,22.184415817260742
2001-08-31,21.637123107910156
2001-09-04,22.09191131591797
2001-09-05,23.020755767822266
2001-09-06,22.13044548034668
2001-09-07,21.652536392211914
2001-09-10,22.400245666503906
2001-09-17,22.469621658325195
2001-09-18,21.772014617919922
2001-09-19,21.583158493041992
2001-09-20,20.962648391723633
2001-09-21,19.65609359741211
2001-09-24,19.463394165039062
2001-09-25,20.087757110595703
2001-09-26,20.523279190063477
2001-09-27,21.506084442138672
2001-09-28,21.413576126098633
2001-10-01,22.010971069335938
2001-10-02,22.35399627685547
2001-10-03,21.97641944885254
2001-10-04,21.724706649780273
2001-10-05,22.266862869262695
2001-10-08,22.2552547454834
2001-10-09,22.266862869262695
2001-10-10,22.870969772338867
2001-10-11,22.549543380737305
2001-10-12,22.73155975341797
2001-10-15,22.754798889160156
2001-10-16,22.654102325439453
2001-10-17,22.890335083007812
2001-10-18,22.754798889160156
2001-10-19,22.549543380737305
2001-10-22,23.118803024291992
2001-10-23,22.468233108520508
2001-10-24,22.04999542236328
2001-10-25,21.887348175048828
2001-10-26,21.670488357543945
2001-10-29,21.260007858276367
2001-10-30,20.779823303222656
2001-10-31,20.698495864868164
2001-11-01,21.012178421020508
2001-11-02,20.53972625732422
2001-11-05,20.62879180908203
2001-11-06,21.593050003051758
2001-11-07,21.012178421020508
2001-11-08,21.085744857788086
2001-11-09,21.27937889099121
2001-11-12,21.13996124267578
2001-11-13,21.093490600585938
2001-11-14,21.174800872802734
2001-11-15,21.260007858276367
2001-11-16,21.554317474365234
2001-11-19,21.833148956298828
2001-11-20,21.6666259765625
2001-11-21,21.608539581298828
2001-11-23,21.589160919189453
2001-11-26,21.434268951416016
2001-11-27,20.91147804260254
2001-11-28,20.91147804260254
2001-11-29,20.91147804260254
2001-11-30,20.81854820251465
2001-12-03,20.899873733520508
2001-12-04,20.795318603515625
2001-12-05,20.41580581665039
2001-12-06,20.83403778076172
2001-12-07,20.841781616210938
2001-12-10,20.988935470581055
2001-12-11,20.814680099487305
2001-12-12,19.5367488861084
2001-12-13,18.975238800048828
2001-12-14,19.36249351501465
2001-12-17,19.42057228088379
2001-12-18,19.823307037353516
2001-12-19,20.024686813354492
2001-12-20,20.276399612426758
2001-12-21,20.485511779785156
2001-12-24,20.167978286743164
2001-12-26,20.454530715942383
2001-12-27,20.466150283813477
2001-12-28,20.059537887573242
2001-12-31,19.74973487854004
2002-01-02,19.80035400390625
2002-01-03,19.858762741088867
2002-01-04,19.97557830810547
2002-01-07,19.49663734436035
2002-01-08,19.235750198364258
2002-01-09,19.340883255004883
2002-01-10,19.270788192749023
2002-01-11,19.29414939880371
2002-01-14,19.196813583374023
2002-01-15,19.103355407714844
2002-01-16,18.97875213623047
2002-01-17,18.95928192138672
2002-01-18,18.667236328125
2002-01-22,19.021577835083008
2002-01-23,19.227956771850586
2002-01-24,18.242801666259766
2002-01-25,18.00917625427246
2002-01-28,17.83784294128418
2002-01-29,17.569168090820312
2002-01-30,17.495189666748047
2002-01-31,17.666513442993164
2002-02-01,17.3277530670166
2002-02-04,16.934467315673828
2002-02-05,17.016231536865234
2002-02-06,16.665786743164062
2002-02-07,16.782609939575195
2002-02-08,17.249874114990234
2002-02-11,17.5886287689209
2002-02-12,17.670408248901367
2002-02-13,17.97801971435547
2002-02-14,17.728803634643555
2002-02-15,17.658723831176758
2002-02-19,17.54969596862793
2002-02-20,17.84173011779785
2002-02-21,17.64314842224121
2002-02-22,17.911823272705078
2002-02-25,17.728803634643555
2002-02-26,17.721027374267578
2002-02-27,18.492015838623047
2002-02-28,18.30121612548828
2002-03-01,18.69059944152832
2002-03-04,18.61272430419922
2002-03-05,18.858041763305664
2002-03-06,19.5550479888916
2002-03-07,19.442121505737305
2002-03-08,18.69059944152832
2002-03-11,18.924240112304688
2002-03-12,19.216272354125977
2002-03-13,19.13839340209961
2002-03-14,19.3914852142334
2002-03-15,19.823720932006836
2002-03-18,19.11113929748535
2002-03-19,18.943714141845703
2002-03-20,15.996049880981445
2002-03-21,15.809137344360352
2002-03-22,15.614446640014648
2002-03-25,15.540454864501953
2002-03-26,15.380807876586914
2002-03-27,15.447006225585938
2002-03-28,15.766303062438965
2002-04-01,15.731256484985352
2002-04-02,14.890177726745605
2002-04-03,14.788190841674805
2002-04-04,12.611154556274414
2002-04-05,12.775900840759277
2002-04-08,12.595462799072266
2002-04-09,12.379717826843262
2002-04-10,12.305191993713379
2002-04-11,11.987455368041992
2002-04-12,12.218891143798828
2002-04-15,12.450324058532715
2002-04-16,12.544464111328125
2002-04-17,12.544464111328125
2002-04-18,12.834744453430176
2002-04-19,12.736676216125488
2002-04-22,12.44639778137207
2002-04-23,12.15613079071045
2002-04-24,12.160055160522461
2002-04-25,11.72464370727539
2002-04-26,11.501051902770996
2002-04-29,11.351998329162598
2002-04-30,11.29708194732666
2002-05-01,11.642267227172852
2002-05-02,11.532434463500977
2002-05-03,11.548124313354492
2002-05-06,11.31276798248291
2002-05-07,10.98719596862793
2002-05-08,11.179403305053711
2002-05-09,11.100946426391602
2002-05-10,11.022500038146973
2002-05-13,11.128411293029785
2002-05-14,11.846245765686035
2002-05-15,11.779558181762695
2002-05-16,11.783483505249023
2002-05-17,11.95215129852295
2002-05-20,12.026684761047363
2002-05-21,11.803094863891602
2002-05-22,12.112979888916016
2002-05-23,12.128673553466797
2002-05-24,11.924694061279297
2002-05-28,11.873701095581055
2002-05-29,11.779558181762695
2002-05-30,11.708951950073242
2002-05-31,12.207123756408691
2002-06-03,11.701105117797852
2002-06-04,11.238243103027344
2002-06-05,11.01465129852295
2002-06-06,10.27720832824707
2002-06-07,10.622396469116211
2002-06-10,10.551785469055176
2002-06-11,10.198752403259277
2002-06-12,9.979087829589844
2002-06-13,10.543938636779785
2002-06-14,10.512564659118652
2002-06-17,10.257593154907227
2002-06-18,10.414499282836914
2002-06-19,10.304665565490723
2002-06-20,10.159526824951172
2002-06-21,9.865335464477539
2002-06-24,9.861407279968262
2002-06-25,9.884946823120117
2002-06-26,10.13206958770752
2002-06-27,10.28113079071045
2002-06-28,10.081073760986328
2002-07-01,10.116382598876953
2002-07-02,9.676191329956055
2002-07-03,9.783265113830566
2002-07-05,10.112409591674805
2002-07-08,9.822918891906738
2002-07-09,9.469974517822266
2002-07-10,9.1804838180542
2002-07-11,8.768056869506836
2002-07-12,9.002030372619629
2002-07-15,9.477909088134766
2002-07-16,9.50963306427002
2002-07-17,9.569120407104492
2002-07-18,8.92271900177002
2002-07-19,8.803747177124023
2002-07-22,8.645119667053223
2002-07-23,8.367524147033691
2002-07-24,8.14941692352295
2002-07-25,8.30804443359375
2002-07-26,8.228729248046875
2002-07-29,8.934615135192871
2002-07-30,9.029792785644531
2002-07-31,9.291522026062012
2002-08-01,8.966338157653809
2002-08-02,9.085310935974121
2002-08-05,8.712539672851562
2002-08-06,8.894953727722168
2002-08-07,9.220141410827637
2002-08-08,9.339112281799316
2002-08-09,9.501702308654785
2002-08-12,9.529458999633789
2002-08-13,9.033758163452148
2002-08-14,9.36290454864502
2002-08-15,8.98617172241211
2002-08-16,9.113066673278809
2002-08-19,9.446187973022461
2002-08-20,9.430322647094727
2002-08-21,9.755504608154297
2002-08-22,10.195693016052246
2002-08-23,10.084651947021484
2002-08-26,10.314661026000977
2002-08-27,10.029131889343262
2002-08-28,9.93792724609375
2002-08-29,9.632573127746582
2002-08-30,9.894303321838379
2002-09-03,9.517566680908203
2002-09-04,9.870508193969727
2002-09-05,9.957752227783203
2002-09-06,10.013274192810059
2002-09-09,10.037065505981445
2002-09-10,10.282939910888672
2002-09-11,10.243280410766602
2002-09-12,9.957752227783203
2002-09-13,10.354320526123047
2002-09-16,10.290864944458008
2002-09-17,9.989480018615723
2002-09-18,9.858612060546875
2002-09-19,9.517566680908203
2002-09-20,9.624640464782715
2002-09-23,9.612743377685547
2002-09-24,9.735675811767578
2002-09-25,10.132241249084473
2002-09-26,10.378111839294434
2002-09-27,9.711878776550293
2002-09-30,9.438253402709961
2002-10-01,9.696022987365723
2002-10-02,9.278820037841797
2002-10-03,9.286835670471191
2002-10-04,8.729228019714355
2002-10-07,8.785387992858887
2002-10-08,8.95788860321045
2002-10-09,8.677072525024414
2002-10-10,8.444402694702148
2002-10-11,8.681082725524902
2002-10-14,9.038119316101074
2002-10-15,9.166489601135254
2002-10-16,9.138409614562988
2002-10-17,9.499452590942383
2002-10-18,9.583697319030762
2002-10-21,9.407185554504395
2002-10-22,9.467362403869629
2002-10-23,9.543582916259766
2002-10-24,9.696022033691406
2002-10-25,9.687995910644531
2002-10-28,9.62782096862793
2002-10-29,9.427239418029785
2002-10-30,9.828405380249023
2002-10-31,9.872529029846191
2002-11-01,10.113224029541016
2002-11-04,10.173399925231934
2002-11-05,10.377991676330566
2002-11-06,10.827291488647461
2002-11-07,10.690897941589355
2002-11-08,10.791183471679688
2002-11-11,10.47426986694336
2002-11-12,10.686884880065918
2002-11-13,9.960783004760742
2002-11-14,9.748170852661133
2002-11-15,9.647883415222168
2002-11-18,9.844451904296875
2002-11-19,9.708059310913086
2002-11-20,10.053051948547363
2002-11-21,10.398050308227539
2002-11-22,10.63072395324707
2002-11-25,10.726997375488281
2002-11-26,10.518394470214844
2002-11-27,10.634733200073242
2002-11-29,10.63072395324707
2002-12-02,10.602640151977539
2002-12-03,10.622696876525879
2002-12-04,10.522412300109863
2002-12-05,10.839323043823242
2002-12-06,11.168279647827148
2002-12-09,11.023855209350586
2002-12-10,10.871413230895996
2002-12-11,10.891475677490234
2002-12-12,10.169389724731445
2002-12-13,10.053051948547363
2002-12-16,9.988862991333008
2002-12-17,9.679975509643555
2002-12-18,9.567645072937012
2002-12-19,9.427239418029785
2002-12-20,9.459336280822754
2002-12-23,9.43526554107666
2002-12-24,9.46334457397461
2002-12-26,9.379104614257812
2002-12-27,9.367067337036133
2002-12-30,9.326952934265137
2002-12-31,9.40003776550293
2003-01-02,9.757368087768555
2003-01-03,10.049718856811523
2003-01-06,10.260863304138184
2003-01-07,10.19183349609375
2003-01-08,9.806092262268066
2003-01-09,10.273048400878906
2003-01-10,10.212139129638672
2003-01-13,10.232446670532227
2003-01-14,10.20807933807373
2003-01-15,10.228384017944336
2003-01-16,10.09844970703125
2003-01-17,10.317715644836426
2003-01-21,10.273048400878906
2003-01-22,10.19183349609375
2003-01-23,10.102507591247559
2003-01-24,9.692400932312012
2003-01-27,9.456887245178223
2003-01-28,9.546220779418945
2003-01-29,9.680213928222656
2003-01-30,9.383800506591797
2003-01-31,9.578702926635742
2003-02-03,9.663975715637207
2003-02-04,9.469069480895996
2003-02-05,9.481250762939453
2003-02-06,9.49343204498291
2003-02-07,9.395981788635254
2003-02-10,9.582767486572266
2003-02-11,9.473129272460938
2003-02-12,9.40410327911377
2003-02-13,9.095508575439453
2003-02-14,8.929025650024414
2003-02-18,9.176715850830078
2003-02-19,9.083324432373047
2003-02-20,9.156414031982422
2003-02-21,9.395981788635254
2003-02-24,9.37973690032959
2003-02-25,9.619309425354004
2003-02-26,9.391925811767578
2003-02-27,9.603069305419922
2003-02-28,9.46094799041748
2003-03-03,9.473129272460938
2003-03-04,9.274161338806152
2003-03-05,9.40003776550293
2003-03-06,9.14829158782959
