Date,BR
2008-02-25,13.107012748718262
2008-02-26,14.164138793945312
2008-02-27,13.673579216003418
2008-02-28,13.770307540893555
2008-02-29,13.23138427734375
2008-03-03,13.721943855285645
2008-03-04,13.50084400177002
2008-03-05,13.604483604431152
2008-03-06,12.865190505981445
2008-03-07,13.148473739624023
2008-03-10,12.747729301452637
2008-03-11,12.885919570922852
2008-03-12,12.955008506774902
2008-03-13,12.823310852050781
2008-03-14,12.442078590393066
2008-03-17,11.83903694152832
2008-03-18,12.164813041687012
2008-03-19,12.095499992370605
2008-03-20,12.629226684570312
2008-03-24,12.428214073181152
2008-03-25,12.511392593383789
2008-03-26,12.504462242126465
2008-03-27,12.421284675598145
2008-03-28,12.282646179199219
2008-03-31,12.19947624206543
2008-04-01,12.823310852050781
2008-04-02,12.878752708435059
2008-04-03,12.906488418579102
2008-04-04,12.781718254089355
2008-04-07,12.698538780212402
2008-04-08,11.714264869689941
2008-04-09,11.901415824890137
2008-04-10,11.90834903717041
2008-04-11,11.617225646972656
2008-04-14,11.78358268737793
2008-04-15,12.192540168762207
2008-04-16,12.476737022399902
2008-04-17,12.442078590393066
2008-04-18,12.435145378112793
2008-04-21,12.455941200256348
2008-04-22,12.088566780090332
2008-04-23,12.261856079101562
2008-04-24,12.213336944580078
2008-04-25,12.559907913208008
2008-04-28,12.809446334838867
2008-04-29,13.142159461975098
2008-04-30,12.906488418579102
2008-05-01,13.100567817687988
2008-05-02,13.16988754272461
2008-05-05,12.788657188415527
2008-05-06,12.80251407623291
2008-05-07,12.87182903289795
2008-05-08,13.73826789855957
2008-05-09,13.585774421691895
2008-05-12,13.76599407196045
2008-05-13,14.535394668579102
2008-05-14,14.875042915344238
2008-05-15,14.77106761932373
2008-05-16,15.027532577514648
2008-05-19,15.214678764343262
2008-05-20,15.235481262207031
2008-05-21,15.450353622436523
2008-05-22,15.65830135345459
2008-05-23,15.436492919921875
2008-05-27,15.186959266662598
2008-05-28,15.686026573181152
2008-05-29,15.540468215942383
2008-05-30,15.62364387512207
2008-06-02,15.498880386352539
2008-06-03,15.65830135345459
2008-06-04,15.49194622039795
2008-06-05,15.873172760009766
2008-06-06,15.498880386352539
2008-06-09,15.686026573181152
2008-06-10,15.443424224853516
2008-06-11,15.429553985595703
2008-06-12,15.56856632232666
2008-06-13,15.561614036560059
2008-06-16,15.67281436920166
2008-06-17,15.735368728637695
2008-06-18,15.519911766052246
2008-06-19,15.763169288635254
2008-06-20,15.784026145935059
2008-06-23,15.67281436920166
2008-06-24,15.478209495544434
2008-06-25,15.707572937011719
2008-06-26,15.408716201782227
2008-06-27,15.026442527770996
2008-06-30,14.630281448364258
2008-07-01,14.512127876281738
2008-07-02,14.171560287475586
2008-07-03,14.241061210632324
2008-07-07,13.747599601745605
2008-07-08,14.421774864196777
2008-07-09,14.289717674255371
2008-07-10,14.192411422729492
2008-07-11,14.032561302185059
2008-07-14,13.712849617004395
2008-07-15,13.62944507598877
2008-07-16,14.018659591674805
2008-07-17,14.477378845214844
2008-07-18,14.574681282043457
2008-07-21,14.449576377868652
2008-07-22,14.90134048461914
2008-07-23,14.720632553100586
2008-07-24,14.380070686340332
2008-07-25,14.393972396850586
2008-07-28,14.289717674255371
2008-07-29,14.713680267333984
2008-07-30,14.790139198303223
2008-07-31,14.387025833129883
2008-08-01,14.303614616394043
2008-08-04,14.17851734161377
2008-08-05,14.164617538452148
2008-08-06,13.872696876525879
2008-08-07,13.879655838012695
2008-08-08,14.039507865905762
2008-08-11,14.275819778442383
2008-08-12,14.067310333251953
2008-08-13,13.907451629638672
2008-08-14,13.886606216430664
2008-08-15,13.733704566955566
2008-08-18,13.483489990234375
2008-08-19,13.261075973510742
2008-08-20,13.518245697021484
2008-08-21,13.671150207519531
2008-08-22,13.671150207519531
2008-08-25,13.309731483459473
2008-08-26,13.796248435974121
2008-08-27,13.942211151123047
2008-08-28,14.366166114807129
2008-08-29,13.879655838012695
2008-09-02,13.580795288085938
2008-09-03,13.81710433959961
2008-09-04,13.2888822555542
2008-09-05,13.323636054992676
2008-09-08,13.559944152832031
2008-09-09,12.962220191955566
2008-09-10,12.899434089660645
2008-09-11,12.418062210083008
2008-09-12,12.571541786193848
2008-09-15,11.894824028015137
2008-09-16,11.762272834777832
2008-09-17,11.01579475402832
2008-09-18,11.197178840637207
2008-09-19,12.145980834960938
2008-09-22,11.762272834777832
2008-09-23,11.490193367004395
2008-09-24,11.608790397644043
2008-09-25,11.476240158081055
2008-09-26,11.427400588989258
2008-09-29,10.53442096710205
2008-09-30,10.736738204956055
2008-10-01,10.346057891845703
2008-10-02,10.185598373413086
2008-10-03,9.906540870666504
2008-10-06,9.418190956115723
2008-10-07,9.041459083557129
2008-10-08,8.832169532775879
2008-10-09,8.267081260681152
2008-10-10,7.925236225128174
2008-10-13,8.957748413085938
2008-10-14,8.713573455810547
2008-10-15,8.127552032470703
2008-10-16,8.176384925842285
2008-10-17,8.211267471313477
2008-10-20,8.525211334228516
2008-10-21,8.14150619506836
2008-10-22,7.960115909576416
2008-10-23,7.639199256896973
2008-10-24,7.241544246673584
2008-10-27,6.969461917877197
2008-10-28,7.68105936050415
2008-10-29,7.883375644683838
2008-10-30,8.301959037780762
2008-10-31,8.441488265991211
2008-11-03,8.615900039672852
2008-11-04,8.79030990600586
2008-11-05,8.364749908447266
2008-11-06,8.922863006591797
2008-11-07,8.943793296813965
2008-11-10,9.04843807220459
2008-11-11,8.62985610961914
2008-11-12,8.09964370727539
2008-11-13,8.490324020385742
2008-11-14,7.743843078613281
2008-11-17,7.7089643478393555
2008-11-18,7.6182708740234375
2008-11-19,7.478740692138672
2008-11-20,6.781097412109375
2008-11-21,7.067129611968994
2008-11-24,7.122941017150879
2008-11-25,7.625248432159424
2008-11-26,7.799659729003906
2008-11-28,7.95313835144043
2008-12-01,7.025274276733398
2008-12-02,7.743843078613281
2008-12-03,7.967093467712402
2008-12-04,7.68105936050415
2008-12-05,8.54613971710205
2008-12-08,8.657758712768555
2008-12-09,8.762406349182129
2008-12-10,8.511253356933594
2008-12-11,8.455121994018555
2008-12-12,8.47616958618164
2008-12-15,8.35688591003418
2008-12-16,8.869107246398926
2008-12-17,8.911205291748047
2008-12-18,8.749824523925781
2008-12-19,9.135740280151367
2008-12-22,8.581419944763184
2008-12-23,8.40600299835205
2008-12-24,8.665620803833008
2008-12-26,8.862092018127441
2008-12-29,8.791922569274902
2008-12-30,8.827004432678223
2008-12-31,8.79893970489502
2009-01-02,9.970727920532227
2009-01-05,9.788293838500977
2009-01-06,10.00581169128418
2009-01-07,9.619894027709961
2009-01-08,9.661993026733398
2009-01-09,9.528674125671387
2009-01-12,9.297122955322266
2009-01-13,9.619894027709961
2009-01-14,9.290104866027832
2009-01-15,9.339221954345703
2009-01-16,9.54971981048584
2009-01-20,9.009442329406738
2009-01-21,9.290104866027832
2009-01-22,9.255020141601562
2009-01-23,9.219943046569824
2009-01-26,9.353256225585938
2009-01-27,9.465526580810547
2009-01-28,9.865477561950684
2009-01-29,9.626909255981445
2009-01-30,9.465526580810547
2009-02-02,9.676026344299316
2009-02-03,10.419795989990234
2009-02-04,10.314543724060059
2009-02-05,10.602231979370117
2009-02-06,11.058313369750977
2009-02-09,11.261796951293945
2009-02-10,11.14953327178955
2009-02-11,11.303901672363281
2009-02-12,11.584567070007324
2009-02-13,11.851202011108398
2009-02-17,11.605620384216309
2009-02-18,11.416166305541992
2009-02-19,11.430196762084961
2009-02-20,11.191633224487305
2009-02-23,11.002179145812988
2009-02-24,11.156548500061035
2009-02-25,11.058313369750977
2009-02-26,11.051299095153809
2009-02-27,11.212682723999023
2009-03-02,10.644333839416504
2009-03-03,11.100414276123047
2009-03-04,11.500365257263184
2009-03-05,11.254780769348145
2009-03-06,11.247766494750977
2009-03-09,11.100414276123047
2009-03-10,11.521416664123535
2009-03-11,11.837166786193848
2009-03-12,12.342370986938477
2009-03-13,12.610069274902344
2009-03-16,12.321236610412598
2009-03-17,12.680520057678223
2009-03-18,12.849593162536621
2009-03-19,12.74392032623291
2009-03-20,12.525537490844727
2009-03-23,13.356810569763184
2009-03-24,13.159561157226562
2009-03-25,13.575200080871582
2009-03-26,13.434298515319824
2009-03-27,13.089107513427734
2009-03-30,12.884817123413086
2009-03-31,13.110246658325195
2009-04-01,13.032755851745605
2009-04-02,13.5399751663208
2009-04-03,13.645646095275879
2009-04-06,13.631559371948242
2009-04-07,13.52588176727295
2009-04-08,13.694961547851562
2009-04-09,13.96265983581543
2009-04-13,13.737224578857422
2009-04-14,13.490660667419434
2009-04-15,13.504756927490234
2009-04-16,13.856989860534668
2009-04-17,13.814719200134277
2009-04-20,13.30749797821045
2009-04-21,13.638599395751953
2009-04-22,13.638599395751953
2009-04-23,13.349769592285156
2009-04-24,13.448395729064941
2009-04-27,13.617470741271973
2009-04-28,13.659737586975098
2009-04-29,13.793584823608398
2009-04-30,13.631559371948242
2009-05-01,13.455436706542969
2009-05-04,13.152511596679688
2009-05-05,13.286359786987305
2009-05-06,13.441350936889648
2009-05-07,13.321589469909668
2009-05-08,13.842897415161133
2009-05-11,12.497356414794922
2009-05-12,12.33532428741455
2009-05-13,12.440995216369629
2009-05-14,12.384639739990234
2009-05-15,12.412822723388672
2009-05-18,12.666431427001953
2009-05-19,12.412822723388672
2009-05-20,12.405774116516113
2009-05-21,12.264881134033203
2009-05-22,12.250788688659668
2009-05-26,12.433948516845703
2009-05-27,12.152165412902832
2009-05-28,11.884462356567383
2009-05-29,11.666077613830566
2009-06-01,12.286012649536133
2009-06-02,12.426902770996094
2009-06-03,12.426902770996094
2009-06-04,12.483260154724121
2009-06-05,12.46213150024414
2009-06-08,12.483260154724121
2009-06-09,12.236701011657715
2009-06-10,12.257832527160645
2009-06-11,12.215397834777832
2009-06-12,12.151740074157715
2009-06-15,11.833440780639648
2009-06-16,11.628324508666992
2009-06-17,11.741491317749023
2009-06-18,11.734421730041504
2009-06-19,11.798077583312988
2009-06-22,11.423198699951172
2009-06-23,11.31710433959961
2009-06-24,11.4656343460083
2009-06-25,11.486852645874023
2009-06-26,11.656612396240234
2009-06-29,11.727343559265137
2009-06-30,11.727343559265137
2009-07-01,11.86881160736084
2009-07-02,11.529292106628418
2009-07-06,11.550508499145508
2009-07-07,11.182711601257324
2009-07-08,11.189781188964844
2009-07-09,11.07661247253418
2009-07-10,10.942216873168945
2009-07-13,11.32417106628418
2009-07-14,11.288806915283203
2009-07-15,11.409053802490234
2009-07-16,11.642465591430664
2009-07-17,11.677831649780273
2009-07-20,11.699049949645996
2009-07-21,11.86881160736084
2009-07-22,11.826367378234863
2009-07-23,12.130515098571777
2009-07-24,12.201251029968262
2009-07-27,12.434664726257324
2009-07-28,12.519540786743164
2009-07-29,12.342711448669434
2009-07-30,12.335640907287598
2009-07-31,12.215397834777832
2009-08-03,12.307345390319824
2009-08-04,12.37807559967041
2009-08-05,12.328567504882812
2009-08-06,12.123441696166992
2009-08-07,12.618568420410156
2009-08-10,12.929786682128906
2009-08-11,13.552228927612305
2009-08-12,13.891737937927246
2009-08-13,14.02613353729248
2009-08-14,14.35857105255127
2009-08-17,14.195889472961426
2009-08-18,14.351495742797852
2009-08-19,14.309060096740723
2009-08-20,14.294913291931152
2009-08-21,14.457595825195312
2009-08-24,14.478813171386719
2009-08-25,14.577840805053711
2009-08-26,14.294913291931152
2009-08-27,14.556617736816406
2009-08-28,14.570770263671875
2009-08-31,14.72636890411377
2009-09-01,14.683940887451172
2009-09-02,14.81833267211914
2009-09-03,15.044675827026367
2009-09-04,15.186129570007324
2009-09-08,15.207353591918945
2009-09-09,15.426626205444336
2009-09-10,15.312728881835938
2009-09-11,15.341192245483398
2009-09-14,15.227296829223633
2009-09-15,15.14187240600586
2009-09-16,15.070671081542969
2009-09-17,15.027969360351562
2009-09-18,14.40150260925293
2009-09-21,14.586589813232422
2009-09-22,14.629311561584473
2009-09-23,14.636423110961914
2009-09-24,14.636423110961914
2009-09-25,14.394384384155273
2009-09-28,14.444214820861816
2009-09-29,14.622193336486816
2009-09-30,14.30895709991455
2009-10-01,14.223530769348145
2009-10-02,14.11674976348877
2009-10-05,14.337430000305176
2009-10-06,14.437097549438477
2009-10-07,14.437097549438477
2009-10-08,14.543876647949219
2009-10-09,14.586589813232422
2009-10-12,14.75033187866211
2009-10-13,14.70761775970459
2009-10-14,15.106277465820312
2009-10-15,15.326958656311035
2009-10-16,15.326958656311035
2009-10-19,15.405263900756836
2009-10-20,15.533404350280762
2009-10-21,15.298483848571777
2009-10-22,15.170344352722168
2009-10-23,15.198822975158691
2009-10-26,15.227296829223633
2009-10-27,15.14187240600586
2009-10-28,14.935420989990234
2009-10-29,15.02084732055664
2009-10-30,14.814404487609863
2009-11-02,14.828640937805176
2009-11-03,15.504928588867188
2009-11-04,15.398144721984863
2009-11-05,15.746969223022461
2009-11-06,16.053085327148438
2009-11-09,16.387680053710938
2009-11-10,16.231063842773438
2009-11-11,15.867990493774414
2009-11-12,15.746969223022461
2009-11-13,15.903585433959961
2009-11-16,16.323598861694336
2009-11-17,16.28800392150879
2009-11-18,16.010374069213867
2009-11-19,15.79680347442627
2009-11-20,15.846635818481445
2009-11-23,16.20258331298828
2009-11-24,16.152748107910156
2009-11-25,16.117151260375977
2009-11-27,15.633068084716797
2009-11-30,15.647305488586426
2009-12-01,15.77544116973877
2009-12-02,16.138513565063477
2009-12-03,16.03172492980957
2009-12-04,16.344955444335938
2009-12-07,16.323598861694336
2009-12-08,16.17411231994629
2009-12-09,16.209701538085938
2009-12-10,16.33783531188965
2009-12-11,16.25189208984375
2009-12-14,16.266212463378906
2009-12-15,16.187427520751953
2009-12-16,16.065670013427734
2009-12-17,15.800641059875488
2009-12-18,16.137283325195312
2009-12-21,16.087158203125
2009-12-22,16.280540466308594
2009-12-23,16.35932731628418
2009-12-24,16.452434539794922
2009-12-28,16.430953979492188
2009-12-29,16.302026748657227
2009-12-30,16.28769874572754
2009-12-31,16.158771514892578
2010-01-04,16.25189208984375
2010-01-05,16.187427520751953
2010-01-06,16.079984664916992
2010-01-07,16.14444923400879
2010-01-08,16.266212463378906
2010-01-11,16.31635284423828
2010-01-12,16.158771514892578
2010-01-13,16.31635284423828
2010-01-14,16.452434539794922
2010-01-15,16.044178009033203
2010-01-19,16.259056091308594
2010-01-20,16.16594123840332
2010-01-21,15.92241096496582
2010-01-22,15.857943534851074
2010-01-25,15.807808876037598
2010-01-26,15.70753002166748
2010-01-27,15.814973831176758
2010-01-28,15.757672309875488
2010-01-29,15.557116508483887
2010-02-01,15.657395362854004
2010-02-02,15.750505447387695
2010-02-03,15.736184120178223
2010-02-04,15.786323547363281
2010-02-05,15.399541854858398
2010-02-08,15.320758819580078
2010-02-09,15.07721996307373
2010-02-10,15.070067405700684
2010-02-11,14.991278648376465
2010-02-12,15.342235565185547
2010-02-16,15.49981689453125
2010-02-17,15.63591194152832
2010-02-18,15.600090026855469
2010-02-19,15.506980895996094
2010-02-22,15.471169471740723
2010-02-23,15.335083961486816
2010-02-24,15.098710060119629
2010-02-25,15.04857349395752
2010-02-26,15.070067405700684
2010-03-01,15.335083961486816
2010-03-02,15.342235565185547
2010-03-03,15.241963386535645
2010-03-04,15.299266815185547
2010-03-05,15.54279613494873
2010-03-08,15.356568336486816
2010-03-09,15.779160499572754
2010-03-10,15.958223342895508
2010-03-11,15.865111351013184
2010-03-12,15.900924682617188
2010-03-15,15.908134460449219
2010-03-16,15.915339469909668
2010-03-17,16.066707611083984
2010-03-18,15.994619369506836
2010-03-19,15.821632385253906
2010-03-22,15.95137882232666
2010-03-23,15.670263290405273
2010-03-24,15.57656478881836
2010-03-25,15.52609920501709
2010-03-26,15.403571128845215
2010-03-29,15.655850410461426
2010-03-30,15.58376693725586
2010-03-31,15.410778999328613
2010-04-01,15.36752700805664
2010-04-05,15.338695526123047
2010-04-06,15.331487655639648
2010-04-07,15.360316276550293
2010-04-08,15.36752700805664
2010-04-09,15.749552726745605
2010-04-12,15.821632385253906
2010-04-13,15.763969421386719
2010-04-14,16.318988800048828
2010-04-15,16.333406448364258
2010-04-16,16.268535614013672
2010-04-19,16.246912002563477
2010-04-20,16.419897079467773
2010-04-21,16.427108764648438
2010-04-22,16.84517478942871
2010-04-23,16.801925659179688
2010-04-26,16.931673049926758
2010-04-27,16.708219528198242
2010-04-28,16.96771812438965
2010-04-29,17.19837188720703
2010-04-30,17.16232681274414
2010-05-03,17.29928207397461
2010-05-04,17.083032608032227
2010-05-05,16.866792678833008
2010-05-06,16.744266510009766
2010-05-07,16.34061622619629
2010-05-10,16.037874221801758
2010-05-11,15.864885330200195
2010-05-12,15.814425468444824
2010-05-13,15.850459098815918
2010-05-14,15.569353103637695
2010-05-17,15.36752700805664
2010-05-18,15.180121421813965
2010-05-19,14.93504524230957
2010-05-20,14.35840129852295
2010-05-21,14.776466369628906
2010-05-24,14.05566692352295
2010-05-25,13.630393028259277
2010-05-26,13.565519332885742
2010-05-27,13.897088050842285
2010-05-28,13.781758308410645
2010-06-01,13.551102638244629
2010-06-02,13.558314323425293
2010-06-03,13.66643238067627
2010-06-04,13.450186729431152
2010-06-07,13.428567886352539
2010-06-08,14.005210876464844
2010-06-09,13.688058853149414
2010-06-10,14.163790702819824
2010-06-11,14.192822456359863
2010-06-14,14.018594741821289
2010-06-15,14.149267196655273
2010-06-16,14.163788795471191
2010-06-17,14.323495864868164
2010-06-18,14.403350830078125
2010-06-21,14.3597993850708
2010-06-22,14.214599609375
2010-06-23,14.142008781433105
2010-06-24,14.011330604553223
2010-06-25,13.916956901550293
2010-06-28,14.11296558380127
2010-06-29,13.808058738708496
2010-06-30,13.829837799072266
2010-07-01,13.858874320983887
2010-07-02,13.960511207580566
2010-07-06,13.76450252532959
2010-07-07,14.432394981384277
2010-07-08,14.744565963745117
2010-07-09,14.766345024108887
2010-07-12,14.75182819366455
2010-07-13,14.89702033996582
2010-07-14,14.93332290649414
2010-07-15,14.918802261352539
2010-07-16,14.613892555236816
2010-07-19,14.628403663635254
2010-07-20,14.846207618713379
2010-07-21,14.686490058898926
2010-07-22,14.998666763305664
2010-07-23,15.114809036254883
2010-07-26,15.289046287536621
2010-07-27,15.2527494430542
2010-07-28,15.129329681396484
2010-07-29,14.904284477233887
2010-07-30,14.737309455871582
2010-08-02,14.93332290649414
2010-08-03,14.969622611999512
2010-08-04,14.911537170410156
2010-08-05,14.693746566772461
2010-08-06,14.788127899169922
2010-08-09,15.013176918029785
2010-08-10,14.882499694824219
2010-08-11,14.526780128479004
2010-08-12,14.33076286315918
2010-08-13,14.657448768615723
2010-08-16,14.584851264953613
2010-08-17,14.831683158874512
2010-08-18,14.904284477233887
2010-08-19,14.555808067321777
2010-08-20,14.635675430297852
2010-08-23,14.584851264953613
2010-08-24,14.621146202087402
2010-08-25,14.686490058898926
2010-08-26,14.882499694824219
2010-08-27,15.506840705871582
2010-08-30,15.448763847351074
2010-08-31,15.499582290649414
2010-09-01,15.666553497314453
2010-09-02,15.877090454101562
2010-09-03,16.182003021240234
2010-09-07,16.102142333984375
2010-09-08,16.094877243041992
2010-09-09,16.036806106567383
2010-09-10,16.290897369384766
2010-09-13,16.385908126831055
2010-09-14,16.385908126831055
2010-09-15,16.539386749267578
2010-09-16,16.51015281677246
2010-09-17,16.619781494140625
2010-09-20,16.904817581176758
2010-09-21,16.6928653717041
2010-09-22,16.50284767150879
2010-09-23,16.605167388916016
2010-09-24,16.773265838623047
2010-09-27,16.656328201293945
2010-09-28,16.6344051361084
2010-09-29,16.729412078857422
2010-09-30,16.71479034423828
2010-10-01,16.86827278137207
2010-10-04,16.6928653717041
2010-10-05,16.722097396850586
2010-10-06,16.48822021484375
2010-10-07,16.400524139404297
2010-10-08,16.3493595123291
2010-10-11,16.334745407104492
2010-10-12,15.998551368713379
2010-10-13,15.370007514953613
2010-10-14,15.245760917663574
2010-10-15,15.150755882263184
2010-10-18,15.311538696289062
2010-10-19,15.282310485839844
2010-10-20,15.706205368041992
2010-10-21,15.567337989807129
2010-10-22,15.830455780029297
2010-10-25,16.122787475585938
2010-10-26,16.049699783325195
2010-10-27,15.998551368713379
2010-10-28,16.09356117248535
2010-10-29,16.078950881958008
2010-11-01,16.020471572875977
2010-11-02,16.15934181213379
2010-11-03,16.173959732055664
2010-11-04,16.41513442993164
2010-11-05,15.720827102661133
2010-11-08,15.633122444152832
2010-11-09,15.779290199279785
2010-11-10,16.042402267456055
2010-11-11,15.706205368041992
2010-11-12,15.625813484191895
2010-11-15,15.662348747253418
2010-11-16,15.793906211853027
2010-11-17,15.76467514038086
2010-11-18,15.589263916015625
2010-11-19,15.479634284973145
2010-11-22,15.472332954406738
2010-11-23,15.457715034484863
2010-11-24,15.713520050048828
2010-11-26,15.552724838256836
2010-11-29,15.421174049377441
2010-11-30,15.048426628112793
