Date,VRSN
2002-02-13,21.3381404876709
2002-02-14,21.421785354614258
2002-02-15,20.911544799804688
2002-02-19,19.681943893432617
2002-02-20,20.484949111938477
2002-02-21,18.99604606628418
2002-02-22,19.656850814819336
2002-02-25,20.443124771118164
2002-02-26,20.543500900268555
2002-02-27,21.129024505615234
2002-02-28,19.8492374420166
2002-03-01,22.467361450195312
2002-03-04,24.26575469970703
2002-03-05,24.54178810119629
2002-03-06,23.964630126953125
2002-03-07,23.36237907409668
2002-03-08,26.348543167114258
2002-03-11,27.19337272644043
2002-03-12,25.110578536987305
2002-03-13,24.683982849121094
2002-03-14,25.495351791381836
2002-03-15,25.39497947692871
2002-03-18,25.026935577392578
2002-03-19,24.366127014160156
2002-03-20,22.099319458007812
2002-03-21,23.437660217285156
2002-03-22,23.1448974609375
2002-03-25,22.149503707885742
2002-03-26,21.655994415283203
2002-03-27,22.149503707885742
2002-03-28,22.58446502685547
2002-04-01,22.58446502685547
2002-04-02,21.12066078186035
2002-04-03,21.555620193481445
2002-04-04,20.242372512817383
2002-04-05,20.367843627929688
2002-04-08,20.869720458984375
2002-04-09,20.100173950195312
2002-04-10,19.857601165771484
2002-04-11,20.100173950195312
2002-04-12,21.179210662841797
2002-04-15,21.664358139038086
2002-04-16,22.124412536621094
2002-04-17,21.84001350402832
2002-04-18,20.7777099609375
2002-04-19,20.518407821655273
2002-04-22,18.812023162841797
2002-04-23,18.050844192504883
2002-04-24,15.05631160736084
2002-04-25,15.257060050964355
2002-04-26,8.27260684967041
2002-04-29,6.750246047973633
2002-04-30,7.737270355224609
2002-05-01,7.5616135597229
2002-05-02,7.034643173217773
2002-05-03,7.319039821624756
2002-05-06,7.043007850646973
2002-05-07,7.427780628204346
2002-05-08,8.57373332977295
2002-05-09,8.239148139953613
2002-05-10,8.364617347717285
2002-05-13,8.3729829788208
2002-05-14,8.824670791625977
2002-05-15,9.209442138671875
2002-05-16,9.150891304016113
2002-05-17,9.460383415222168
2002-05-20,9.47711181640625
2002-05-21,8.339523315429688
2002-05-22,8.41480541229248
2002-05-23,8.78284740447998
2002-05-24,8.431535720825195
2002-05-28,8.381346702575684
2002-05-29,8.41480541229248
2002-05-30,8.3729829788208
2002-05-31,8.096949577331543
2002-06-03,7.754000186920166
2002-06-04,8.088583946228027
2002-06-05,7.904562950134277
2002-06-06,7.929657459259033
2002-06-07,7.653624534606934
2002-06-10,7.703813076019287
2002-06-11,7.737270355224609
2002-06-12,7.7121782302856445
2002-06-13,7.628530025482178
2002-06-14,7.595072269439697
2002-06-17,7.837646007537842
2002-06-18,7.678718566894531
2002-06-19,7.536520004272461
2002-06-20,7.151748180389404
2002-06-21,6.5244011878967285
2002-06-24,6.984455585479736
2002-06-25,6.398931980133057
2002-06-26,6.189816951751709
2002-06-27,6.1730875968933105
2002-06-28,6.014159679412842
2002-07-01,5.7883148193359375
2002-07-02,4.8765716552734375
2002-07-03,4.809654712677002
2002-07-05,5.135875225067139
2002-07-08,4.818019866943359
2002-07-09,4.0401105880737305
2002-07-10,4.173943519592285
2002-07-11,4.968582630157471
2002-07-12,5.052228927612305
2002-07-15,5.57919979095459
2002-07-16,6.156358242034912
2002-07-17,6.03088903427124
2002-07-18,6.106171607971191
2002-07-19,5.654481410980225
2002-07-22,4.910029888153076
2002-07-23,4.64236307144165
2002-07-24,4.910029888153076
2002-07-25,4.39142370223999
2002-07-26,5.604292869567871
2002-07-29,5.470459938049316
2002-07-30,5.420271873474121
2002-07-31,5.353355407714844
2002-08-01,5.135875225067139
2002-08-02,4.968582630157471
2002-08-05,4.692550182342529
2002-08-06,5.336625576019287
2002-08-07,4.801290035247803
2002-08-08,4.99367618560791
2002-08-09,4.717644214630127
2002-08-12,4.79292631149292
2002-08-13,4.257590293884277
2002-08-14,4.8263840675354
2002-08-15,5.068957805633545
2002-08-16,5.094052791595459
2002-08-19,5.646116256713867
2002-08-20,5.353355407714844
2002-08-21,6.2567338943481445
2002-08-22,7.352499008178711
2002-08-23,6.758610725402832
2002-08-26,6.775340557098389
2002-08-27,6.348744869232178
2002-08-28,5.938878059387207
2002-08-29,6.106171607971191
2002-08-30,6.005794525146484
2002-09-03,5.462095260620117
2002-09-04,5.938878059387207
2002-09-05,5.7883148193359375
2002-09-06,6.014159679412842
2002-09-09,6.106171607971191
2002-09-10,6.2567338943481445
2002-09-11,6.415661334991455
2002-09-12,6.156358242034912
2002-09-13,6.332015037536621
2002-09-16,6.039254188537598
2002-09-17,5.70466947555542
2002-09-18,5.7883148193359375
2002-09-19,5.261343955993652
2002-09-20,5.328261375427246
2002-09-23,5.027135372161865
2002-09-24,5.060593128204346
2002-09-25,5.052228927612305
2002-09-26,4.8263840675354
2002-09-27,4.65072774887085
2002-09-30,4.2241315841674805
2002-10-01,4.3496012687683105
2002-10-02,4.0484747886657715
2002-10-03,4.10702657699585
2002-10-04,3.8059005737304688
2002-10-07,3.6051504611968994
2002-10-08,3.45458722114563
2002-10-09,3.5884203910827637
2002-10-10,3.8728179931640625
2002-10-11,4.475069999694824
2002-10-14,4.366330623626709
2002-10-15,5.169333457946777
2002-10-16,5.319896221160889
2002-10-17,5.637751579284668
2002-10-18,5.654481410980225
2002-10-21,5.7799506187438965
2002-10-22,5.880326271057129
2002-10-23,6.206546306610107
2002-10-24,6.198181629180908
2002-10-25,6.800434112548828
2002-10-28,6.783705234527588
2002-10-29,6.649870872497559
2002-10-30,6.6916937828063965
2002-10-31,6.733517169952393
2002-11-01,6.90917444229126
2002-11-04,7.176840782165527
2002-11-05,7.678718566894531
2002-11-06,8.515180587768555
2002-11-07,7.678718566894531
2002-11-08,7.285581111907959
2002-11-11,6.63314151763916
2002-11-12,6.967726707458496
2002-11-13,7.017913341522217
2002-11-14,7.109924793243408
2002-11-15,7.176840782165527
2002-11-18,7.7121782302856445
2002-11-19,7.645261764526367
2002-11-20,8.180594444274902
2002-11-21,8.85813045501709
2002-11-22,8.665741920471191
2002-11-25,8.841400146484375
2002-11-26,8.339523315429688
2002-11-27,8.448263168334961
2002-11-29,8.791213035583496
2002-12-02,8.222416877746582
2002-12-03,7.544884204864502
2002-12-04,7.38595724105835
2002-12-05,7.703813076019287
2002-12-06,7.536520004272461
2002-12-09,7.118289947509766
2002-12-10,7.48633337020874
2002-12-11,7.653624534606934
2002-12-12,7.687082767486572
2002-12-13,7.369228363037109
2002-12-16,7.653624534606934
2002-12-17,7.770730018615723
2002-12-18,7.210300922393799
2002-12-19,7.101560592651367
2002-12-20,6.967726707458496
2002-12-23,7.285581111907959
2002-12-24,7.109924793243408
2002-12-26,7.143383026123047
2002-12-27,7.043007850646973
2002-12-30,6.700058460235596
2002-12-31,6.708423614501953
2003-01-02,7.093195915222168
2003-01-03,7.151748180389404
2003-01-06,7.3357696533203125
2003-01-07,8.038396835327148
2003-01-08,8.071855545043945
2003-01-09,8.866495132446289
2003-01-10,8.925046920776367
2003-01-13,8.607189178466797
2003-01-14,8.816306114196777
2003-01-15,8.833036422729492
2003-01-16,8.431535720825195
2003-01-17,7.829280853271484
2003-01-21,8.113677978515625
2003-01-22,8.439899444580078
2003-01-23,8.78284740447998
2003-01-24,7.477967739105225
2003-01-27,7.143383026123047
2003-01-28,7.419415473937988
2003-01-29,7.310675144195557
2003-01-30,6.917539119720459
2003-01-31,6.900808811187744
2003-02-03,7.017913341522217
2003-02-04,6.783705234527588
2003-02-05,6.641506195068359
2003-02-06,6.616412162780762
2003-02-07,6.440755367279053
2003-02-10,6.457484722137451
2003-02-11,6.398931980133057
2003-02-12,6.039254188537598
2003-02-13,6.106171607971191
2003-02-14,5.980701446533203
2003-02-18,6.1730875968933105
2003-02-19,6.315286159515381
2003-02-20,6.248369216918945
2003-02-21,6.482578754425049
2003-02-24,6.097805500030518
2003-02-25,6.122899532318115
2003-02-26,5.930513381958008
2003-02-27,6.21491003036499
2003-02-28,6.449119567871094
2003-03-03,6.398931980133057
2003-03-04,6.21491003036499
2003-03-05,6.306921482086182
2003-03-06,6.424025535583496
2003-03-07,6.3403801918029785
2003-03-10,6.21491003036499
2003-03-11,6.064347267150879
2003-03-12,6.039254188537598
2003-03-13,6.616412162780762
2003-03-14,6.741881847381592
2003-03-17,7.151748180389404
2003-03-18,7.4445085525512695
2003-03-19,7.293946266174316
2003-03-20,7.402687072753906
2003-03-21,7.519790172576904
2003-03-24,7.109924793243408
2003-03-25,7.285581111907959
2003-03-26,7.620165824890137
2003-03-27,7.536520004272461
2003-03-28,7.469603538513184
2003-03-31,7.310675144195557
2003-04-01,7.218665599822998
2003-04-02,7.871104717254639
2003-04-03,8.063490867614746
2003-04-04,7.871104717254639
2003-04-07,7.812552452087402
2003-04-08,7.887833118438721
2003-04-09,7.678718566894531
2003-04-10,7.678718566894531
2003-04-11,7.703813076019287
2003-04-14,7.9965739250183105
2003-04-15,8.222416877746582
2003-04-16,8.531908988952637
2003-04-17,8.640649795532227
2003-04-21,8.540274620056152
2003-04-22,8.89995288848877
2003-04-23,8.983599662780762
2003-04-24,8.473357200622559
2003-04-25,9.092337608337402
2003-04-28,9.426923751831055
2003-04-29,9.953895568847656
2003-04-30,10.38049030303955
2003-05-01,9.70295524597168
2003-05-02,10.004081726074219
2003-05-05,10.121186256408691
2003-05-06,10.271750450134277
2003-05-07,9.786602020263672
2003-05-08,9.560758590698242
2003-05-09,9.845154762268066
2003-05-12,10.0375394821167
2003-05-13,10.53941822052002
2003-05-14,10.681617736816406
2003-05-15,11.091483116149902
2003-05-16,11.283867835998535
2003-05-19,10.681617736816406
2003-05-20,10.39721965789795
2003-05-21,10.940919876098633
2003-05-22,11.041295051574707
2003-05-23,11.459526062011719
2003-05-27,12.045049667358398
2003-05-28,11.994861602783203
2003-05-29,12.270894050598145
2003-05-30,12.530196189880371
2003-06-02,12.371270179748535
2003-06-03,13.216094970703125
2003-06-04,13.157541275024414
2003-06-05,12.781134605407715
2003-06-06,12.480009078979492
2003-06-09,11.961402893066406
2003-06-10,11.911214828491211
2003-06-11,11.894486427307129
2003-06-12,12.0199556350708
2003-06-13,11.760652542114258
2003-06-16,12.488374710083008
2003-06-17,12.756041526794434
2003-06-18,12.689125061035156
2003-06-19,12.053414344787598
2003-06-20,11.685370445251465
2003-06-23,11.208585739135742
2003-06-24,10.840543746948242
2003-06-25,11.317326545715332
2003-06-26,11.894486427307129
2003-06-27,11.668642044067383
2003-06-30,11.534807205200195
2003-07-01,11.902851104736328
2003-07-02,11.894486427307129
2003-07-03,11.961402893066406
2003-07-07,12.446550369262695
2003-07-08,13.249555587768555
2003-07-09,13.048802375793457
2003-07-10,12.045049667358398
2003-07-11,12.0199556350708
2003-07-14,12.789499282836914
2003-07-15,12.647302627563477
2003-07-16,11.827568054199219
2003-07-17,11.242044448852539
2003-07-18,11.292232513427734
2003-07-21,10.874003410339355
2003-07-22,10.706710815429688
2003-07-23,10.848908424377441
2003-07-24,10.522687911987305
2003-07-25,10.42231273651123
2003-07-28,10.773627281188965
2003-07-29,11.049659729003906
2003-07-30,10.807085990905762
2003-07-31,11.175129890441895
2003-08-01,10.823814392089844
2003-08-04,10.547781944274902
2003-08-05,10.857272148132324
2003-08-06,10.46413803100586
2003-08-07,10.38049030303955
2003-08-08,10.447407722473145
2003-08-11,10.773627281188965
2003-08-12,11.225317001342773
2003-08-13,11.58499526977539
2003-08-14,11.166765213012695
2003-08-15,11.292232513427734
2003-08-18,11.576629638671875
2003-08-19,11.852662086486816
2003-08-20,12.120328903198242
2003-08-21,11.902851104736328
2003-08-22,11.894486427307129
2003-08-25,11.777382850646973
2003-08-26,11.835932731628418
2003-08-27,12.162153244018555
2003-08-28,12.530196189880371
2003-08-29,12.530196189880371
2003-09-02,12.83132266998291
2003-09-03,12.446550369262695
2003-09-04,12.714218139648438
2003-09-05,12.856416702270508
2003-09-08,13.441939353942871
2003-09-09,13.207731246948242
2003-09-10,12.83968734741211
2003-09-11,13.299741744995117
2003-09-12,12.605477333068848
2003-09-15,12.747675895690918
2003-09-16,13.22446060180664
2003-09-17,13.13244915008545
